@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute target {1,2,3}

@data
0.683293,0.793097,0.879856,0.937372,0.961103,0.949203,0.904509,0.82656,0.720183,0.604225,0.485671,0.371729,0.280751,0.212441,0.156774,0.115709,0.101936,0.116495,0.151401,0.196193,0.260164,0.347366,0.456128,0.585146,0.727469,0.863506,0.979433,1.064398,1.116503,1.132406,1.113698,1.057381,0.967314,0.845618,0.730588,0.606472,0.480336,0.342021,0.188105,0.022583,-0.152142,-0.322371,-0.471365,-0.600044,-0.705765,-0.783514,-0.838814,-0.871458,-0.881532,-0.878609,-0.866369,-0.88101,-0.898996,-0.914995,-0.928639,-0.939536,-0.945084,-0.941373,-0.929855,-0.916604,-0.896837,-0.872751,-0.8503,-0.831504,2
0.650001,0.744284,0.81499,0.85328,0.855982,0.822538,0.753438,0.66328,0.55913,0.452137,0.344806,0.256339,0.188816,0.136994,0.096351,0.080469,0.098779,0.14022,0.186599,0.241376,0.319332,0.42027,0.544783,0.68926,0.845467,0.986635,1.095823,1.169301,1.205865,1.205542,1.167137,1.091739,0.981419,0.838569,0.70359,0.574373,0.442435,0.293224,0.131981,-0.038842,-0.208505,-0.373779,-0.522646,-0.648929,-0.751614,-0.830277,-0.880714,-0.901836,-0.903278,-0.889914,-0.869666,-0.8784,-0.893407,-0.907323,-0.918078,-0.925572,-0.91812,-0.905343,-0.890459,-0.868222,-0.839201,-0.807709,-0.783517,-0.77763,3
0.65128,0.73262,0.792172,0.829429,0.832929,0.804309,0.743585,0.659584,0.565556,0.474373,0.379154,0.291096,0.219431,0.165454,0.134322,0.131169,0.156066,0.202447,0.264629,0.339437,0.429664,0.540212,0.669933,0.813836,0.949769,1.064947,1.149784,1.210811,1.237715,1.228313,1.183532,1.105788,0.995548,0.863065,0.730206,0.591488,0.451844,0.302722,0.142912,-0.027743,-0.203694,-0.366887,-0.509677,-0.627477,-0.725708,-0.799842,-0.854855,-0.889239,-0.907299,-0.90481,-0.894979,-0.90035,-0.905988,-0.916714,-0.924507,-0.932136,-0.938291,-0.9387,-0.933062,-0.923743,-0.914806,-0.904108,-0.894413,-0.882553,1
0.645434,0.722411,0.778617,0.809241,0.814642,0.79042,0.734166,0.653496,0.560681,0.46574,0.368895,0.278697,0.202293,0.147229,0.113283,0.107467,0.133246,0.185744,0.249467,0.323778,0.417425,0.522853,0.642089,0.778492,0.924419,1.050226,1.145825,1.209936,1.241453,1.238676,1.204057,1.136813,1.038067,0.912141,0.774412,0.632911,0.497906,0.351429,0.194428,0.02781,-0.142783,-0.318277,-0.470319,-0.596974,-0.701556,-0.783071,-0.848469,-0.892605,-0.915393,-0.919962,-0.916622,-0.918645,-0.924111,-0.93509,-0.944951,-0.95311,-0.956803,-0.959072,-0.951798,-0.940966,-0.92806,-0.912681,-0.899882,-0.882888,1
0.619273,0.691402,0.741654,0.761049,0.747638,0.701887,0.629888,0.538494,0.444502,0.352171,0.262004,0.181683,0.117096,0.07058,0.041535,0.038477,0.070738,0.126818,0.205923,0.296037,0.398449,0.523024,0.667776,0.826154,0.977941,1.103257,1.196916,1.257672,1.28406,1.277101,1.234162,1.157705,1.049464,0.912591,0.786719,0.650975,0.512106,0.371447,0.21709,0.053934,-0.117118,-0.283873,-0.435635,-0.566465,-0.674417,-0.762354,-0.826376,-0.866794,-0.885982,-0.889948,-0.883584,-0.899889,-0.918139,-0.936358,-0.952801,-0.965678,-0.972406,-0.970961,-0.961643,-0.942607,-0.919753,-0.89251,-0.863675,-0.843128,2
0.680544,0.771535,0.838163,0.877187,0.882727,0.855551,0.799151,0.719515,0.625441,0.522939,0.414514,0.313156,0.233677,0.175154,0.130539,0.093957,0.08519,0.109081,0.152046,0.216878,0.304583,0.407502,0.537453,0.687263,0.837642,0.967925,1.06988,1.138557,1.174041,1.173457,1.137386,1.065734,0.969754,0.850129,0.729423,0.604497,0.468767,0.323184,0.171451,0.000735,-0.180801,-0.353741,-0.50118,-0.626414,-0.72866,-0.81098,-0.867732,-0.898118,-0.902655,-0.890637,-0.873172,-0.878265,-0.885607,-0.894973,-0.906871,-0.919187,-0.925195,-0.922628,-0.911515,-0.89781,-0.876087,-0.847534,-0.820772,-0.808902,2
0.694822,0.788779,0.859871,0.900605,0.908537,0.879642,0.815982,0.723958,0.614788,0.500369,0.380271,0.276082,0.19531,0.134712,0.092666,0.062773,0.06244,0.089056,0.137245,0.208862,0.293493,0.393119,0.507609,0.642795,0.789374,0.923627,1.031158,1.108266,1.152168,1.161867,1.137006,1.07798,0.984214,0.859374,0.745674,0.626731,0.489586,0.348417,0.198229,0.041106,-0.131994,-0.306562,-0.4629,-0.593886,-0.698849,-0.77868,-0.83265,-0.859995,-0.865948,-0.85604,-0.834118,-0.838407,-0.84824,-0.85623,-0.864481,-0.872696,-0.880959,-0.884609,-0.880132,-0.87171,-0.861096,-0.851324,-0.840702,-0.831283,2
0.688555,0.795759,0.883263,0.942578,0.973597,0.971832,0.937257,0.869974,0.780206,0.673454,0.559826,0.442681,0.337959,0.256033,0.190013,0.134376,0.102561,0.103181,0.133069,0.183869,0.249046,0.333697,0.436595,0.561188,0.696306,0.825096,0.937693,1.024443,1.082719,1.10707,1.098306,1.055072,0.980798,0.877815,0.769004,0.643094,0.506648,0.366839,0.2165,0.055682,-0.117652,-0.285601,-0.438813,-0.568986,-0.675802,-0.759685,-0.821772,-0.861733,-0.883838,-0.893394,-0.894156,-0.915942,-0.939263,-0.962202,-0.984883,-1.002424,-1.008725,-0.999371,-0.982901,-0.961252,-0.936348,-0.909159,-0.882384,-0.862989,2
0.657126,0.756778,0.836163,0.889015,0.910438,0.903535,0.863987,0.798576,0.704181,0.595937,0.481504,0.366261,0.266966,0.187957,0.125604,0.079433,0.064727,0.081773,0.129419,0.18768,0.26339,0.359325,0.471584,0.60361,0.744184,0.879033,0.995404,1.083305,1.137117,1.15741,1.14288,1.093192,1.011123,0.898839,0.788463,0.66153,0.530598,0.389908,0.236533,0.07335,-0.101471,-0.277147,-0.43025,-0.559774,-0.664768,-0.744749,-0.801004,-0.835887,-0.850538,-0.849225,-0.837886,-0.851277,-0.86833,-0.885817,-0.901251,-0.913616,-0.923284,-0.921019,-0.910011,-0.89935,-0.888783,-0.877524,-0.863698,-0.852632,2
0.739233,0.835353,0.913508,0.963616,0.980396,0.962481,0.910295,0.828217,0.721272,0.60306,0.48076,0.363767,0.268617,0.194689,0.13631,0.090859,0.075357,0.095266,0.141582,0.194518,0.267021,0.357948,0.463541,0.584905,0.72237,0.854174,0.965594,1.047297,1.095263,1.11013,1.089729,1.035504,0.949102,0.83244,0.718571,0.591748,0.46425,0.325544,0.178106,0.023426,-0.139019,-0.313101,-0.468869,-0.600396,-0.706499,-0.787547,-0.849236,-0.884743,-0.898206,-0.892496,-0.877454,-0.888665,-0.902406,-0.919197,-0.936719,-0.954498,-0.968898,-0.970971,-0.958186,-0.939284,-0.918866,-0.895163,-0.870639,-0.845786,2
0.686429,0.785076,0.859696,0.903397,0.911145,0.883783,0.823748,0.733361,0.621458,0.499898,0.379797,0.281529,0.197784,0.122531,0.063629,0.030646,0.023623,0.052857,0.105605,0.176199,0.255076,0.350849,0.465411,0.599022,0.753081,0.898189,1.016698,1.101583,1.152953,1.166993,1.143644,1.086344,0.995539,0.875133,0.762954,0.638193,0.505866,0.371886,0.227181,0.072264,-0.097359,-0.279283,-0.438307,-0.570527,-0.675459,-0.752415,-0.802458,-0.828605,-0.834989,-0.824052,-0.805773,-0.817894,-0.833176,-0.850058,-0.865859,-0.878926,-0.890014,-0.891654,-0.884171,-0.874697,-0.865114,-0.853632,-0.84455,-0.83854,2
0.58835,0.659465,0.721229,0.754546,0.755656,0.726099,0.668933,0.594539,0.510863,0.425046,0.33994,0.260411,0.195289,0.146216,0.119323,0.125399,0.163248,0.224238,0.296245,0.370642,0.458009,0.569328,0.699317,0.83793,0.978053,1.105285,1.202081,1.267098,1.297175,1.289423,1.247898,1.172422,1.061956,0.923311,0.786634,0.648851,0.512442,0.374841,0.224203,0.065503,-0.097421,-0.266805,-0.423903,-0.563432,-0.682404,-0.778161,-0.848648,-0.895502,-0.918045,-0.926794,-0.925667,-0.939456,-0.948545,-0.95699,-0.96832,-0.978553,-0.987187,-0.989322,-0.982126,-0.971375,-0.954018,-0.932593,-0.908147,-0.883873,1
0.635262,0.708993,0.762671,0.78756,0.787069,0.755916,0.701135,0.625073,0.536931,0.445661,0.355243,0.272121,0.200797,0.14591,0.113684,0.1084,0.132671,0.183546,0.241282,0.313619,0.405571,0.514692,0.644712,0.784397,0.932831,1.060763,1.159853,1.228132,1.264655,1.268584,1.236023,1.170404,1.073095,0.953578,0.816922,0.684192,0.551515,0.410586,0.261333,0.101462,-0.065578,-0.239976,-0.399527,-0.539296,-0.657986,-0.755892,-0.828226,-0.876135,-0.905025,-0.913324,-0.920094,-0.929508,-0.937905,-0.950499,-0.964008,-0.975815,-0.987216,-0.993865,-0.993261,-0.986035,-0.973285,-0.956859,-0.939318,-0.924661,1
0.634748,0.712053,0.771399,0.80908,0.814522,0.790325,0.741076,0.66585,0.581296,0.488613,0.393395,0.297246,0.213431,0.148911,0.109884,0.099689,0.118365,0.160385,0.217195,0.283726,0.370479,0.482799,0.609835,0.741859,0.885614,1.013268,1.117397,1.191071,1.231454,1.236556,1.206767,1.140248,1.041601,0.920209,0.811813,0.696916,0.578953,0.445434,0.294157,0.131752,-0.037201,-0.21271,-0.374659,-0.515336,-0.631541,-0.724951,-0.80132,-0.854818,-0.884668,-0.893418,-0.89415,-0.924165,-0.953364,-0.98236,-1.008391,-1.030151,-1.04671,-1.049535,-1.041793,-1.026681,-1.006601,-0.983779,-0.954265,-0.917017,1
0.602614,0.677928,0.73071,0.759206,0.75453,0.717464,0.651748,0.572387,0.492469,0.408105,0.324541,0.253183,0.201115,0.164388,0.148511,0.162561,0.203643,0.266449,0.330566,0.403226,0.489622,0.593307,0.719712,0.859995,1.005054,1.124198,1.215706,1.272076,1.29334,1.279701,1.229184,1.144742,1.025804,0.886053,0.753103,0.620756,0.492719,0.358341,0.217647,0.062827,-0.10254,-0.278591,-0.439959,-0.58319,-0.699134,-0.791836,-0.859797,-0.901257,-0.925812,-0.927471,-0.924312,-0.937099,-0.949609,-0.966733,-0.98203,-1.000196,-1.017045,-1.023707,-1.019258,-1.00377,-0.977943,-0.949767,-0.920722,-0.894619,2
0.605722,0.671615,0.715425,0.727893,0.705878,0.658263,0.585913,0.502222,0.412045,0.320409,0.234957,0.166535,0.113717,0.076208,0.064506,0.087155,0.133397,0.196817,0.273491,0.365702,0.470085,0.584285,0.713916,0.863837,1.012922,1.134933,1.224468,1.279331,1.298478,1.28359,1.232505,1.147725,1.027835,0.882909,0.753073,0.62237,0.487428,0.34803,0.206675,0.053426,-0.116801,-0.292812,-0.451385,-0.583785,-0.694567,-0.784278,-0.849256,-0.88799,-0.902962,-0.903872,-0.893403,-0.902204,-0.915695,-0.931983,-0.94705,-0.960581,-0.971055,-0.971286,-0.959215,-0.93894,-0.916281,-0.889311,-0.858734,-0.840655,2
0.536919,0.601927,0.649946,0.673673,0.669304,0.634634,0.577126,0.50719,0.433538,0.357536,0.28432,0.221365,0.177656,0.151443,0.148597,0.167702,0.206574,0.262828,0.332335,0.415618,0.516213,0.636902,0.782961,0.938203,1.082163,1.197112,1.281626,1.331181,1.345154,1.320342,1.262475,1.169499,1.04836,0.909264,0.774048,0.638134,0.502541,0.361878,0.209318,0.036468,-0.145016,-0.31904,-0.471977,-0.60299,-0.710634,-0.797441,-0.859232,-0.896595,-0.912153,-0.914834,-0.910976,-0.914423,-0.91842,-0.927716,-0.940632,-0.951498,-0.956731,-0.953323,-0.943288,-0.926229,-0.908942,-0.887629,-0.865801,-0.855334,2
0.601878,0.681368,0.741841,0.771872,0.768172,0.733901,0.670801,0.595217,0.50672,0.417574,0.328983,0.252405,0.194297,0.151962,0.129384,0.133682,0.166504,0.205247,0.257012,0.326552,0.423423,0.537955,0.666999,0.812938,0.960635,1.086598,1.181744,1.242582,1.268258,1.257783,1.212571,1.132198,1.016814,0.875311,0.75513,0.634284,0.509837,0.369849,0.219962,0.061433,-0.112178,-0.292528,-0.45262,-0.588806,-0.700546,-0.790508,-0.854617,-0.893281,-0.910841,-0.913797,-0.911177,-0.930594,-0.951846,-0.978997,-1.004885,-1.024305,-1.029843,-1.019747,-0.993332,-0.961897,-0.926253,-0.889442,-0.857147,-0.841866,2
0.642289,0.722795,0.783366,0.815821,0.816032,0.786408,0.726932,0.644026,0.551846,0.45499,0.355367,0.262314,0.184747,0.125695,0.084949,0.070759,0.089126,0.135287,0.201574,0.273737,0.362972,0.470191,0.59545,0.741513,0.895963,1.028357,1.132697,1.207179,1.247299,1.252903,1.224716,1.162172,1.064998,0.938632,0.806321,0.66591,0.525343,0.380055,0.228952,0.068439,-0.10258,-0.277339,-0.433127,-0.564988,-0.674776,-0.764177,-0.833829,-0.880423,-0.904597,-0.909541,-0.90568,-0.911333,-0.916373,-0.920675,-0.92739,-0.933837,-0.941208,-0.94551,-0.943043,-0.934714,-0.924897,-0.913549,-0.897772,-0.88255,1
0.695356,0.775606,0.841801,0.882852,0.894347,0.875878,0.831351,0.761831,0.678531,0.58285,0.480458,0.379013,0.28785,0.212427,0.154102,0.120268,0.113057,0.142029,0.196025,0.260403,0.342053,0.437483,0.552381,0.675941,0.809941,0.93663,1.042046,1.122087,1.171129,1.18767,1.170147,1.119243,1.039884,0.935121,0.810463,0.674586,0.532455,0.384342,0.230529,0.066458,-0.099566,-0.268452,-0.424887,-0.562807,-0.676715,-0.767455,-0.838366,-0.888428,-0.918279,-0.931177,-0.936812,-0.944201,-0.953597,-0.962647,-0.972224,-0.980036,-0.985552,-0.987709,-0.983404,-0.975141,-0.963213,-0.949942,-0.936689,-0.922459,1
0.670714,0.767733,0.839627,0.880038,0.885527,0.857085,0.794047,0.70743,0.604409,0.496724,0.388478,0.285754,0.203246,0.144088,0.105482,0.085173,0.09363,0.127468,0.181595,0.247207,0.326284,0.425304,0.547177,0.691938,0.843771,0.976006,1.082135,1.155202,1.193381,1.197418,1.167038,1.101645,1.001181,0.872183,0.752896,0.622548,0.490648,0.354544,0.207712,0.04918,-0.120256,-0.29042,-0.439621,-0.57128,-0.682068,-0.769218,-0.830806,-0.869162,-0.883048,-0.879566,-0.868311,-0.881261,-0.894403,-0.908402,-0.920675,-0.931208,-0.944432,-0.954016,-0.952429,-0.943884,-0.927055,-0.903708,-0.879869,-0.85864,2
0.636881,0.714135,0.774155,0.815606,0.825815,0.805244,0.754279,0.677982,0.588974,0.494827,0.400578,0.309338,0.233724,0.173379,0.134942,0.123299,0.141861,0.183075,0.242572,0.308785,0.388558,0.491914,0.610097,0.742741,0.885103,1.016749,1.122484,1.197807,1.239178,1.246104,1.220002,1.159247,1.066169,0.943845,0.819463,0.688794,0.559917,0.423944,0.275628,0.11812,-0.047374,-0.222688,-0.38911,-0.533631,-0.655279,-0.752609,-0.825673,-0.879105,-0.915058,-0.932257,-0.93042,-0.938601,-0.94439,-0.951047,-0.957685,-0.966811,-0.973968,-0.978383,-0.976151,-0.970671,-0.961776,-0.951045,-0.937972,-0.924198,1
0.623231,0.693682,0.740541,0.763266,0.755848,0.714888,0.64728,0.564149,0.47101,0.375941,0.28037,0.192539,0.121313,0.069105,0.041051,0.042798,0.073325,0.133587,0.214756,0.30555,0.406998,0.525975,0.668729,0.826247,0.975316,1.099201,1.193028,1.255056,1.284007,1.278075,1.238884,1.167289,1.062544,0.930103,0.793916,0.650224,0.509178,0.363358,0.21077,0.044734,-0.126993,-0.291837,-0.439456,-0.569341,-0.678571,-0.765269,-0.830892,-0.873766,-0.895646,-0.89627,-0.886062,-0.888595,-0.892781,-0.899718,-0.906128,-0.914751,-0.92159,-0.927704,-0.928163,-0.922001,-0.909688,-0.893659,-0.876239,-0.861988,2
0.613332,0.683771,0.737385,0.764285,0.759121,0.721059,0.656382,0.575261,0.4829,0.391321,0.302493,0.223184,0.158838,0.115361,0.097091,0.102921,0.140084,0.205306,0.278789,0.357747,0.450457,0.563863,0.698694,0.849659,0.996766,1.118132,1.20938,1.268163,1.291892,1.282937,1.239899,1.163156,1.056854,0.923107,0.785762,0.651346,0.515968,0.377358,0.226757,0.064815,-0.107481,-0.275999,-0.427219,-0.558764,-0.66901,-0.758335,-0.827767,-0.880056,-0.910222,-0.921559,-0.919685,-0.928626,-0.941609,-0.953906,-0.967833,-0.980281,-0.990251,-0.994682,-0.992173,-0.981484,-0.96649,-0.948086,-0.92784,-0.909,1
0.701564,0.786821,0.849622,0.882624,0.883265,0.849351,0.79091,0.710404,0.609307,0.501363,0.388426,0.283304,0.194497,0.122627,0.071552,0.043697,0.044362,0.081587,0.139723,0.213563,0.301852,0.411683,0.543026,0.684168,0.825188,0.956471,1.062917,1.13932,1.181276,1.188422,1.161042,1.099589,1.006082,0.890072,0.764979,0.630788,0.498067,0.358959,0.208566,0.045407,-0.122968,-0.289487,-0.441469,-0.571678,-0.677092,-0.76721,-0.834004,-0.878476,-0.897854,-0.896064,-0.89058,-0.898857,-0.907405,-0.920318,-0.931805,-0.943944,-0.952589,-0.955676,-0.949948,-0.938168,-0.922157,-0.905178,-0.87801,-0.854415,2
0.719751,0.817923,0.891779,0.93625,0.949793,0.931598,0.885253,0.811445,0.714528,0.608338,0.496888,0.391544,0.297878,0.223668,0.165022,0.127691,0.113233,0.127552,0.169659,0.228506,0.305446,0.400351,0.513077,0.641875,0.779677,0.908068,1.014386,1.08969,1.131979,1.141397,1.116647,1.056363,0.968895,0.858425,0.737906,0.601867,0.461329,0.312221,0.156813,-0.00745,-0.181025,-0.350325,-0.496156,-0.619523,-0.719212,-0.79839,-0.856807,-0.892346,-0.906558,-0.911788,-0.908237,-0.917129,-0.927311,-0.937987,-0.946587,-0.955409,-0.959369,-0.953968,-0.94484,-0.933426,-0.920838,-0.905951,-0.888796,-0.874654,2
0.635515,0.705952,0.755916,0.77944,0.771054,0.73273,0.674238,0.600912,0.518232,0.431616,0.342961,0.259864,0.189172,0.136383,0.108435,0.106167,0.135281,0.188774,0.26011,0.344761,0.443621,0.56078,0.697633,0.836856,0.976224,1.094017,1.185531,1.246601,1.273452,1.268094,1.230754,1.160469,1.05819,0.931129,0.798073,0.656842,0.513395,0.36531,0.210809,0.044704,-0.126256,-0.296066,-0.447877,-0.582394,-0.693248,-0.780539,-0.846691,-0.892075,-0.91582,-0.922707,-0.926004,-0.935609,-0.947503,-0.960196,-0.971958,-0.98516,-0.993804,-0.99404,-0.986381,-0.975186,-0.956892,-0.937794,-0.919993,-0.903339,1
0.653258,0.729493,0.788007,0.81938,0.818474,0.784839,0.720827,0.635669,0.534693,0.436839,0.344055,0.258901,0.187037,0.134198,0.106125,0.101772,0.127038,0.174506,0.235808,0.312057,0.398831,0.505342,0.630625,0.768763,0.917364,1.04786,1.148215,1.215791,1.248658,1.247396,1.213238,1.147038,1.050062,0.924852,0.797866,0.666176,0.526901,0.387446,0.235805,0.073056,-0.092402,-0.267213,-0.426579,-0.565013,-0.6836,-0.775694,-0.843411,-0.890825,-0.919648,-0.92868,-0.930319,-0.94293,-0.955578,-0.970535,-0.98817,-1.002334,-1.010078,-1.011181,-1.002871,-0.98662,-0.966262,-0.940692,-0.918684,-0.90038,1
0.602376,0.682422,0.744561,0.777682,0.775022,0.740034,0.676725,0.590176,0.493361,0.395903,0.300629,0.213689,0.139634,0.086437,0.052989,0.043755,0.067727,0.120354,0.180259,0.259776,0.35542,0.47499,0.618106,0.776368,0.929165,1.063024,1.166079,1.234496,1.269652,1.269091,1.230763,1.159162,1.054816,0.922497,0.789017,0.654781,0.516097,0.370267,0.213567,0.038317,-0.145713,-0.318646,-0.471428,-0.59716,-0.695438,-0.766769,-0.817118,-0.855575,-0.879911,-0.882657,-0.867422,-0.865285,-0.860342,-0.860899,-0.862697,-0.868621,-0.871379,-0.872944,-0.869748,-0.862237,-0.854003,-0.842656,-0.836542,-0.835595,2
0.598572,0.673984,0.728141,0.750248,0.736712,0.68988,0.616776,0.532565,0.444116,0.355669,0.269714,0.19838,0.146405,0.111561,0.096573,0.113286,0.159112,0.221331,0.287909,0.36521,0.465988,0.583158,0.722684,0.877244,1.021184,1.138202,1.22305,1.273274,1.288935,1.270795,1.217836,1.12948,1.006842,0.861788,0.736615,0.6127,0.489486,0.353824,0.213519,0.057069,-0.113803,-0.286714,-0.442701,-0.574351,-0.679441,-0.761718,-0.821733,-0.85769,-0.871562,-0.868514,-0.856176,-0.872718,-0.892463,-0.912485,-0.934281,-0.955736,-0.97167,-0.973657,-0.962347,-0.943012,-0.924388,-0.904638,-0.886762,-0.868968,2
0.656889,0.738494,0.796155,0.8241,0.821102,0.785742,0.720026,0.631773,0.535988,0.438212,0.338213,0.249465,0.178903,0.124485,0.088014,0.07653,0.097073,0.144155,0.206781,0.281816,0.373946,0.485527,0.617012,0.768307,0.918302,1.04396,1.141181,1.207247,1.239594,1.238594,1.203088,1.134641,1.035329,0.907523,0.775774,0.640014,0.506967,0.363931,0.208161,0.04391,-0.131774,-0.301392,-0.449193,-0.577065,-0.685368,-0.770509,-0.836014,-0.879486,-0.900904,-0.904513,-0.898226,-0.90175,-0.908776,-0.920261,-0.92925,-0.935559,-0.943424,-0.944981,-0.941835,-0.935228,-0.924422,-0.90771,-0.889525,-0.874117,2
0.666253,0.752122,0.824915,0.873341,0.893187,0.880739,0.837488,0.769043,0.682696,0.584083,0.486687,0.392185,0.301607,0.227256,0.168925,0.137247,0.135898,0.166177,0.212969,0.26821,0.342817,0.429684,0.534904,0.659074,0.794729,0.927355,1.039144,1.122754,1.175893,1.195384,1.182593,1.136876,1.059555,0.953476,0.828249,0.693015,0.557086,0.415234,0.266944,0.108497,-0.05801,-0.229352,-0.39412,-0.537259,-0.658084,-0.758036,-0.836591,-0.892896,-0.9279,-0.940917,-0.944779,-0.952965,-0.96183,-0.974807,-0.990387,-1.004135,-1.011615,-1.013479,-1.008795,-1.000598,-0.9867,-0.970239,-0.950284,-0.929026,1
0.675035,0.750067,0.802436,0.826668,0.818835,0.782326,0.715619,0.631915,0.534701,0.433973,0.332668,0.239748,0.161362,0.099176,0.062758,0.051745,0.076027,0.124826,0.182597,0.262855,0.356197,0.467239,0.593228,0.734557,0.878899,1.011082,1.114348,1.18951,1.231576,1.239465,1.214742,1.154971,1.065282,0.944568,0.820016,0.692052,0.55339,0.41034,0.258352,0.097648,-0.072661,-0.245312,-0.39907,-0.53837,-0.661477,-0.759031,-0.83071,-0.881021,-0.907372,-0.91309,-0.908971,-0.915702,-0.924857,-0.932859,-0.943499,-0.95327,-0.96304,-0.970954,-0.973581,-0.973326,-0.960214,-0.938349,-0.916165,-0.897463,1
0.686745,0.776258,0.841849,0.876142,0.877008,0.843994,0.778566,0.691193,0.585873,0.477867,0.363519,0.258507,0.175367,0.109267,0.057198,0.031732,0.037022,0.071994,0.130391,0.201389,0.289469,0.397728,0.522342,0.669101,0.816077,0.951193,1.057891,1.134413,1.177465,1.18492,1.157185,1.09549,0.998895,0.872141,0.761242,0.636676,0.510846,0.37499,0.228204,0.07347,-0.097645,-0.271675,-0.428258,-0.563019,-0.677316,-0.764737,-0.827992,-0.863363,-0.877698,-0.873656,-0.86136,-0.878746,-0.898224,-0.91905,-0.938944,-0.95893,-0.974904,-0.97745,-0.965833,-0.945249,-0.91867,-0.886542,-0.854708,-0.824138,2
0.624895,0.709458,0.777518,0.816777,0.826567,0.802782,0.74699,0.666972,0.580687,0.488332,0.394102,0.305656,0.231217,0.173707,0.134224,0.118601,0.13232,0.172856,0.229669,0.297117,0.382685,0.482506,0.60355,0.744817,0.892348,1.02353,1.126687,1.19799,1.237989,1.244451,1.21477,1.151719,1.05547,0.93136,0.803585,0.669234,0.534232,0.392267,0.242653,0.080952,-0.090049,-0.263858,-0.423764,-0.559948,-0.670571,-0.760195,-0.828023,-0.872253,-0.895646,-0.899081,-0.896944,-0.904628,-0.913749,-0.92532,-0.938635,-0.948424,-0.953926,-0.957428,-0.952233,-0.943115,-0.931972,-0.919505,-0.907983,-0.895969,2
0.654946,0.738985,0.80204,0.837479,0.843396,0.816746,0.76089,0.690009,0.607484,0.516026,0.421655,0.337134,0.271125,0.221588,0.188268,0.178156,0.189343,0.213814,0.249599,0.305415,0.387548,0.491265,0.612527,0.75145,0.89325,1.020914,1.120499,1.187997,1.22044,1.219404,1.182652,1.110655,1.006051,0.878543,0.763395,0.650542,0.528628,0.392361,0.241705,0.080989,-0.093494,-0.268957,-0.430051,-0.571228,-0.690614,-0.784477,-0.85722,-0.905774,-0.931927,-0.936042,-0.930409,-0.938621,-0.944717,-0.953753,-0.964215,-0.973564,-0.980042,-0.982634,-0.980924,-0.974785,-0.96016,-0.940508,-0.919558,-0.899057,2
0.616445,0.697259,0.759658,0.790281,0.795001,0.769294,0.716347,0.641611,0.552483,0.460178,0.367864,0.284922,0.213017,0.161861,0.127461,0.121971,0.152734,0.205778,0.264561,0.336537,0.425081,0.535509,0.663107,0.803207,0.947805,1.071696,1.16836,1.232696,1.26138,1.256583,1.215505,1.140549,1.031055,0.895744,0.75847,0.624816,0.487187,0.345945,0.189837,0.023221,-0.149995,-0.320887,-0.47202,-0.598948,-0.700773,-0.781446,-0.844302,-0.885139,-0.903634,-0.90109,-0.896582,-0.901896,-0.908528,-0.914911,-0.923473,-0.929875,-0.9356,-0.936708,-0.935997,-0.927256,-0.915698,-0.904386,-0.891859,-0.874394,1
0.696169,0.789559,0.859503,0.901602,0.90878,0.88229,0.824486,0.738873,0.638148,0.528076,0.417841,0.312516,0.226448,0.155771,0.102461,0.073098,0.070708,0.103707,0.159589,0.229633,0.316956,0.419013,0.537688,0.675942,0.819022,0.949473,1.054209,1.126665,1.166377,1.171539,1.144234,1.082099,0.98702,0.86378,0.733769,0.597961,0.458991,0.310286,0.155975,-0.005419,-0.177544,-0.340911,-0.484241,-0.606742,-0.707556,-0.786834,-0.842322,-0.874949,-0.885521,-0.884792,-0.875728,-0.88484,-0.901704,-0.920119,-0.937483,-0.950549,-0.955159,-0.946278,-0.933178,-0.917168,-0.896704,-0.876325,-0.854456,-0.84512,2
