@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute target {1,2,3,4}

@data
-2.140829,-2.790139,-2.832152,-2.845692,-2.864532,-2.904441,-2.855966,-2.904885,-2.988771,-2.96809,-2.95122,-2.861731,-2.875687,-2.902057,-2.852136,-2.844998,-2.798512,-2.735952,-2.492916,-2.274613,-1.846606,-1.224353,-0.61837,-0.077409,0.313629,0.609614,0.833489,0.925276,0.924281,1.028812,1.016888,1.040477,1.022884,1.044824,1.082761,1.028263,1.037914,1.055108,1.058419,1.038367,1.049102,1.105839,1.079119,1.060634,0.989435,1.022511,1.025124,1.023624,1.053726,1.056887,1.011913,0.992044,1.07013,1.063391,1.048832,0.96809,1.094923,1.103017,1.048509,1.036693,0.997933,1.040058,1.072642,1.034534,1.037473,1.062011,1.032936,1.050804,1.028006,1.03297,1.056407,1.03261,1.058182,0.960237,0.971562,1.083562,1.063211,0.986208,0.979861,1.03551,0.972299,0.990241,0.908248,4
-1.721656,-2.389432,-2.430417,-2.538005,-2.516285,-2.431799,-2.509867,-2.502937,-2.544931,-2.594986,-2.473964,-2.524121,-2.591447,-2.501325,-2.588069,-2.524269,-2.544529,-2.564391,-2.512567,-2.552707,-2.531142,-2.38935,-2.249112,-2.003216,-1.730303,-1.287635,-0.68703,-0.101766,0.422836,0.779488,0.994863,1.025754,1.10128,1.172568,1.146708,1.124641,1.17184,1.211619,1.117175,1.143007,1.201869,1.102021,1.16813,1.223447,1.134004,1.17907,1.171481,1.134105,1.19587,1.191867,1.155457,1.185252,1.230938,1.171395,1.098152,1.143849,1.178459,1.161286,1.13154,1.225679,1.110388,1.200931,1.16027,1.168156,1.19536,1.172622,1.237034,1.231697,1.239839,1.210176,1.216989,1.200153,1.170618,1.134264,1.176718,1.186454,1.10294,1.128409,1.112539,1.072373,1.1316,1.094052,1.088028,4
1.226159,1.174192,1.407198,1.269824,1.327706,1.334839,1.244247,1.297413,1.346797,1.250328,1.353477,1.320019,1.315705,1.287082,1.260861,1.288587,1.267265,1.28707,1.263351,1.270527,1.228143,1.288139,1.353175,1.268297,1.33047,1.352653,1.32859,1.278271,1.31141,1.40596,1.369045,-0.385239,-3.209198,-3.234658,-3.146649,-3.076828,-3.131257,-3.090988,-3.012772,-2.974189,-3.021282,-2.752783,-2.787176,-2.57963,-2.496081,-2.493343,-2.397013,-2.21067,-2.070933,-1.903749,-1.726822,-1.648742,-1.438488,-1.215054,-1.121659,-0.917506,-0.726515,-0.493298,-0.316696,-0.146085,0.104301,0.103998,0.231538,0.394146,0.516238,0.543262,0.622528,0.80968,0.82761,0.869687,0.907095,0.988085,1.023579,1.037566,1.110634,1.139666,1.127322,1.132027,1.211229,1.177509,1.200338,1.138119,1.202341,2
-1.492873,-2.242977,-2.23135,-2.158132,-2.240101,-2.313495,-2.26456,-2.281769,-2.256548,-2.212145,-2.263903,-2.269576,-2.266235,-2.265091,-2.235549,-2.244009,-2.244908,-2.211979,-2.264766,-2.29313,-2.324921,-2.280285,-2.242908,-2.237057,-2.151994,-2.145527,-2.074147,-1.824995,-1.503385,-0.996504,-0.37296,0.172431,0.578242,0.87971,1.000081,1.189142,1.19899,1.234005,1.271267,1.285925,1.306851,1.310306,1.302363,1.318109,1.357706,1.371924,1.295264,1.336607,1.243848,1.370973,1.318603,1.311711,1.312709,1.307368,1.24088,1.280788,1.274531,1.337217,1.297426,1.298819,1.286468,1.263303,1.179425,1.272949,1.355656,1.268916,1.29121,1.27413,1.340755,1.297656,1.31867,1.249147,1.298181,1.34769,1.268914,1.326583,1.319626,1.25195,1.285409,1.28373,1.174104,1.250516,1.198992,4
1.037543,0.997967,1.005738,1.008877,1.020081,1.088503,1.069635,1.025972,0.985566,1.007995,1.01123,0.996739,1.046312,1.01445,1.093187,1.028562,1.031231,1.045131,1.035225,1.005012,1.096084,1.132418,1.129179,1.09215,1.077491,1.103177,1.185664,1.196077,3.328151,6.354534,-2.65783,-3.186377,-3.089748,-3.064735,-3.053235,-2.992699,-2.893653,-2.910628,-2.80642,-2.752341,-2.656606,-2.56486,-2.435621,-2.357957,-2.225837,-2.032011,-2.034802,-1.829647,-1.663992,-1.468395,-1.269174,-1.169313,-1.012405,-0.847855,-0.660072,-0.488138,-0.33604,-0.185159,-0.076908,0.11175,0.22134,0.175061,0.350326,0.436144,0.542917,0.602872,0.636033,0.636495,0.715588,0.821007,0.847392,0.902521,0.789567,0.882079,0.90243,0.993459,1.030541,0.914419,0.984686,1.000142,1.007317,0.969329,0.999166,1
0.979139,0.931293,1.009171,1.079505,1.013585,0.975265,0.988279,1.053986,1.034513,1.022743,1.071251,1.021805,1.104986,1.136647,1.227119,1.593703,7.122204,-2.713863,-3.374375,-3.385731,-3.262451,-3.263136,-3.215892,-3.077888,-3.032743,-2.876464,-2.812528,-2.662642,-2.59988,-2.528721,-2.282961,-2.152163,-2.046887,-1.916205,-1.668765,-1.474896,-1.30871,-1.088957,-1.059471,-0.61577,-0.516072,-0.342788,-0.239344,-0.10216,0.086975,0.086606,0.32228,0.373912,0.438011,0.439747,0.584802,0.628021,0.674301,0.695949,0.77279,0.813561,0.78402,0.892293,0.81044,0.899698,0.841782,0.852302,0.939786,0.94032,0.980711,0.968068,0.963122,0.919208,0.921621,0.962309,0.959627,0.937939,1.005017,0.96565,0.975525,1.042128,0.981999,0.948377,0.930481,0.924948,0.996031,1.012547,0.98336,1
-2.489047,-3.239841,-3.33623,-3.293016,-3.298796,-3.329309,-3.377776,-3.405362,-3.320223,-3.350711,-3.359774,-3.298401,-3.375273,-3.272518,-3.024296,-2.624441,-2.25875,-1.364949,-0.468691,0.121184,0.384121,0.622716,0.727566,0.693228,0.878464,0.810367,0.918538,0.939622,0.965133,0.939,0.91689,0.815237,0.948742,0.850983,0.913256,0.875388,0.918768,0.889486,0.873988,0.877228,0.892659,0.887243,0.891111,0.887063,0.911928,0.932348,0.981561,0.865458,0.913099,0.870883,0.902826,0.968025,0.884608,0.972117,0.94003,0.905817,0.878631,0.826205,0.916314,0.929252,0.907544,0.894202,1.017517,0.979144,0.858434,0.905052,0.890602,0.862829,0.902825,0.898915,0.936393,0.932106,0.931647,0.88856,0.951769,0.925048,0.878005,0.813101,0.811884,0.889613,0.89425,0.780246,0.700635,4
-1.369509,-1.991515,-2.009097,-2.023988,-2.099961,-2.065453,-2.053009,-2.024096,-2.104376,-2.021873,-1.991094,-2.047856,-2.03382,-2.0568,-2.066476,-1.994974,-2.082593,-2.051728,-2.091707,-2.127292,-2.098142,-2.082307,-2.064222,-2.056655,-1.99186,-2.002248,-2.05153,-1.953957,-1.945794,-1.912248,-1.757991,-1.557501,-1.247321,-0.784193,-0.17096,0.366057,0.739336,0.966954,1.23451,1.348308,1.356282,1.458553,1.407602,1.449091,1.480163,1.430732,1.411023,1.432549,1.399738,1.4633,1.475235,1.442774,1.416128,1.476712,1.461537,1.418407,1.448423,1.433608,1.437291,1.433076,1.371496,1.529083,1.459802,1.412093,1.401986,1.400226,1.43589,1.470178,1.412647,1.413443,1.468059,1.424854,1.379271,1.442539,1.440127,1.454097,1.368669,1.400989,1.400737,1.396562,1.425068,1.345345,1.343594,4
1.315083,1.2653,1.333045,1.357224,1.284061,1.363965,1.326099,1.315668,1.30465,1.297453,1.244775,1.296129,1.308734,1.295512,1.272039,1.365602,1.322969,1.373404,1.380676,1.272273,1.382036,1.263718,1.353164,1.307814,-1.894701,-3.273114,-3.241621,-3.191274,-3.184916,-3.135387,-3.115831,-3.091421,-3.080071,-2.959185,-2.836805,-2.682438,-2.633364,-2.563482,-2.468567,-2.236694,-2.143633,-1.994546,-1.770031,-1.646021,-1.421244,-1.298416,-1.15348,-0.870066,-0.775599,-0.568411,-0.387428,-0.218801,-0.007212,0.038876,0.237876,0.282043,0.523871,0.640884,0.598382,0.726574,0.827389,0.866139,0.8674,0.960386,0.947985,1.005678,1.039767,1.002729,1.103885,1.115212,1.119336,1.116294,1.149902,1.177383,1.190942,1.127626,1.168001,1.223963,1.216717,1.230406,1.316795,1.221906,1.198013,2
0.96317,1.014094,1.041399,1.063905,1.063617,1.094359,1.108999,0.971029,1.113285,1.110926,1.029188,1.022224,1.03989,1.004679,1.011244,0.93398,0.978056,1.025646,0.961506,0.981021,1.099639,1.01756,1.067243,1.070457,1.015012,1.099413,1.044362,0.995101,1.158529,1.036687,1.009556,1.175358,1.798404,6.399763,-0.744496,-2.912738,-2.928862,-2.97437,-2.944275,-2.931183,-2.947148,-2.812456,-2.742233,-2.68395,-2.683836,-2.525053,-2.404609,-2.46524,-2.300738,-2.150266,-1.97703,-1.861934,-1.703601,-1.496791,-1.313946,-1.153158,-1.030667,-0.874901,-0.696083,-0.490486,-0.376173,-0.250489,-0.129804,0.083316,0.115228,0.212294,0.242107,0.418188,0.452699,0.529563,0.597346,0.643883,0.71145,0.809689,0.761138,0.86634,0.885028,0.863936,0.939222,0.915883,1.011189,0.90273,1.025986,1
1.016601,0.995974,1.040361,0.951998,1.0457,1.058309,0.962681,1.071763,1.099823,1.073202,1.005867,1.09921,1.050021,1.095263,1.03653,1.023571,1.11547,1.105188,3.047325,5.344387,-3.47587,-3.457027,-3.326576,-3.199006,-3.275735,-3.101079,-3.102081,-3.020075,-2.932136,-2.810161,-2.747582,-2.632223,-2.430883,-2.316013,-2.100807,-1.964659,-1.838174,-1.652751,-1.407294,-1.363315,-1.075432,-0.924232,-0.74497,-0.571879,-0.38051,-0.173459,-0.127561,0.101684,0.112295,0.325395,0.384126,0.515942,0.443972,0.664029,0.609808,0.695529,0.694657,0.84979,0.85186,0.734706,0.850118,0.924618,0.909712,0.848013,0.943294,0.897254,0.970294,0.907523,0.908876,0.958604,0.914437,0.982081,1.017697,0.941881,0.986692,1.012503,1.029307,0.896159,0.974706,1.015796,1.046771,1.01532,0.976795,1
1.232971,1.122963,1.189868,1.059182,1.19805,1.100074,1.173472,1.180111,1.197354,1.176504,1.233937,1.118655,1.053603,1.209397,1.184423,1.138087,1.116814,1.168785,1.261624,1.225779,1.208109,1.294907,1.158605,1.215114,1.232911,1.252067,1.261986,-0.029412,-3.507899,-3.481864,-3.412947,-3.359324,-3.405608,-3.264632,-3.251731,-3.183197,-3.161987,-2.999323,-2.854201,-2.80277,-2.629528,-2.597633,-2.198638,-2.059901,-1.857542,-1.654062,-1.459107,-1.336863,-1.121974,-0.868755,-0.640369,-0.496252,-0.276405,-0.093698,0.013723,0.224596,0.293005,0.403334,0.572901,0.621365,0.735775,0.774089,0.831753,0.904065,0.850982,0.961719,1.047305,1.120961,1.032697,1.060302,0.994577,1.122831,1.128867,1.087271,1.141094,1.076616,1.00365,1.228998,1.169623,1.039026,1.255803,1.172314,1.171032,2
0.836511,0.944727,0.924617,0.913906,0.939405,0.919064,0.821623,0.942334,0.966699,1.023491,0.940094,0.986456,0.927555,0.888486,1.065178,6.342459,1.534957,-3.068452,-3.188481,-3.205216,-3.127102,-3.163277,-3.022895,-3.017448,-2.902128,-2.866431,-2.728381,-2.61464,-2.544089,-2.350855,-2.096953,-2.051659,-1.876725,-1.629043,-1.479028,-1.333181,-1.08296,-0.921803,-0.790735,-0.545174,-0.469376,-0.312915,-0.09782,-0.143928,0.038781,0.277438,0.260557,0.412349,0.427588,0.574802,0.578206,0.654547,0.620006,0.739314,0.778604,0.753108,0.884939,0.735893,0.808437,0.889974,0.822917,0.929484,0.855594,1.001347,0.924993,0.87173,1.004006,0.891154,0.881777,0.950314,0.851066,0.93818,0.931246,0.955548,0.930163,1.056855,0.942352,0.988977,0.973459,0.851137,0.881227,0.94964,0.895424,1
0.992931,0.929157,0.955903,1.009003,0.987539,1.011016,1.119589,1.052702,0.985151,1.004393,1.075922,1.135992,1.132896,1.100618,1.12709,3.156546,5.322168,-3.35937,-3.314749,-3.276099,-3.220131,-3.160806,-3.081095,-3.044584,-2.988535,-2.925679,-2.737794,-2.763636,-2.61052,-2.525851,-2.390514,-2.267908,-2.040965,-1.870411,-1.742312,-1.564455,-1.252167,-1.138719,-0.938822,-0.732775,-0.557556,-0.440111,-0.244215,-0.147916,0.0066,0.119946,0.241503,0.356661,0.48551,0.608317,0.635565,0.680418,0.703074,0.797438,0.785975,0.850364,0.830094,0.801157,0.87956,0.917543,0.9698,0.866797,0.997724,1.022442,1.006105,1.042852,0.885007,0.944604,0.957322,0.96631,1.002036,0.966146,1.018507,0.96995,0.996014,1.046057,0.98915,0.974755,0.974481,0.920455,1.037678,1.005784,0.979377,1
-2.236341,-2.895737,-3.014876,-3.025675,-3.062095,-2.99395,-3.047925,-3.094637,-3.105499,-3.05001,-3.029793,-2.997784,-3.027181,-3.010623,-3.011039,-2.894432,-2.828469,-2.61042,-2.174627,-1.483737,-0.750254,-0.149742,0.255541,0.693244,0.801015,0.866574,0.965133,0.984395,0.961826,0.896072,0.984448,0.992095,1.005324,0.966867,0.975502,0.983654,0.993703,1.007032,0.971037,0.935281,1.005251,0.925367,0.938976,0.965024,0.980259,0.954767,0.981428,1.45903,1.736839,1.055527,0.418418,0.268743,0.862982,0.930368,1.01353,0.906529,0.959153,0.985524,0.915527,0.936326,0.961899,1.000826,0.900938,0.934714,0.974718,0.957761,1.043885,0.991583,0.915131,0.960063,1.018044,0.965576,0.951792,1.039046,0.964767,0.965307,0.937705,1.016422,0.92126,0.909503,0.932631,0.980394,0.812571,3
-1.614587,-2.144457,-2.262137,-2.3303,-2.251517,-2.315299,-2.187717,-2.279721,-2.314491,-2.291728,-2.27272,-2.258206,-2.310296,-2.354067,-2.329019,-2.34353,-2.399084,-2.245558,-2.338507,-2.31971,-2.339689,-2.305342,-2.233537,-2.217751,-2.148322,-2.095774,-1.905108,-1.639562,-1.230529,-0.720988,-0.098025,0.461865,0.734759,1.019141,1.14095,1.168156,1.204275,1.221369,1.323314,1.282923,1.202265,1.250912,1.276215,1.265928,1.286737,1.300225,1.295852,1.283249,1.273047,1.287932,1.239358,1.257866,1.276399,1.236101,1.236243,1.324622,1.237483,1.30745,1.328811,1.921633,1.827566,1.277485,0.611871,0.684456,1.216718,1.323414,1.311885,1.261438,1.257884,1.241699,1.34252,1.287709,1.27079,1.259937,1.260157,1.315185,1.317781,1.268465,1.269099,1.207001,1.245387,1.184935,1.208816,3
-1.551132,-2.142483,-2.177884,-2.232889,-2.260858,-2.263931,-2.16211,-2.207356,-2.234639,-2.229897,-2.28771,-2.261244,-2.282002,-2.257708,-2.245994,-2.246907,-2.210364,-2.210507,-2.210028,-2.159347,-2.222636,-2.190859,-2.281328,-2.263213,-2.202782,-2.15488,-2.094266,-1.858094,-1.587532,-1.157148,-0.600077,-0.01723,0.524098,0.835883,1.045052,1.175518,1.31284,1.225564,1.330997,1.298429,1.330283,1.33098,1.334658,1.334794,1.309298,1.278718,1.300136,1.327389,1.275415,1.337268,1.357421,1.277896,1.315954,1.288339,1.242449,1.297501,1.316779,1.405527,1.357139,1.273069,1.447783,1.814326,1.989554,1.485053,1.002847,0.521799,0.896985,1.298633,1.314322,1.269058,1.299096,1.284645,1.306925,1.23697,1.279139,1.260108,1.260842,1.304529,1.256704,1.267498,1.244814,1.255989,1.128024,3
-2.066332,-2.593693,-2.641609,-2.71155,-2.722526,-2.725066,-2.723414,-2.754476,-2.738977,-2.659965,-2.738585,-2.709657,-2.715642,-2.682258,-2.747729,-2.706737,-2.711928,-2.666613,-2.611198,-2.585016,-2.38465,-2.075491,-1.647838,-0.97035,-0.3685,0.173781,0.556937,0.8733,0.983578,1.031494,1.031437,1.009634,1.014425,1.070625,1.107524,1.128865,1.03941,1.103582,1.098555,1.068431,1.107027,1.012144,1.107759,1.112546,1.024178,1.053396,1.125274,1.044536,1.100619,1.077807,1.130454,1.268644,1.889846,1.515963,0.870516,0.30185,0.666825,1.100914,1.125699,1.061624,1.098492,1.073829,1.099452,1.10586,1.107595,1.016107,1.102228,1.053643,1.119883,1.096694,1.109761,1.090147,1.06355,1.067408,1.174044,1.028173,1.11544,1.100975,1.049974,0.976408,1.01898,1.041395,0.960562,3
-2.093898,-2.681306,-2.770228,-2.762621,-2.783652,-2.736669,-2.777835,-2.747424,-2.762811,-2.74174,-2.798512,-2.777865,-2.741065,-2.735788,-2.761839,-2.738645,-2.698902,-2.722953,-2.550673,-2.498264,-2.203591,-1.76721,-1.285044,-0.635666,-0.262726,0.283222,0.677352,0.847047,0.904601,1.008837,1.070714,1.004672,1.075681,1.058663,1.181453,1.066336,1.012573,1.101092,1.032762,1.093188,1.067245,1.091927,1.138414,1.08528,1.113092,1.093963,1.003163,1.070179,1.022882,1.065696,1.038648,1.066708,1.091724,1.086288,1.24922,1.678793,1.771352,1.222521,0.594952,0.246389,0.741757,1.065774,1.026968,1.093168,1.019209,1.088643,1.009524,1.088504,1.068686,1.085494,1.048436,1.112338,1.025581,1.109316,1.020005,1.117261,1.005084,1.045608,1.035025,1.033604,1.025539,1.037141,0.917637,3
0.871369,0.970029,0.987741,0.941328,0.891816,0.943462,0.96856,0.992214,0.888541,0.989076,0.916246,0.980196,0.913588,0.886489,0.928882,0.944459,0.942385,0.90661,0.901557,0.907424,1.008729,0.886412,0.947671,0.897218,0.930552,0.756608,6.736466,0.003535,-3.051508,-3.102337,-3.091723,-3.101878,-2.982204,-3.008611,-2.970827,-2.855176,-2.801607,-2.702174,-2.612884,-2.499646,-2.355855,-2.244477,-2.089529,-1.920645,-1.733585,-1.469376,-1.366773,-1.220371,-0.991497,-0.865648,-0.622407,-0.391422,-0.225722,-0.184719,-0.081618,0.134341,0.254298,0.384574,0.40109,0.555733,0.570819,0.637888,0.701735,0.693215,0.733023,0.874193,0.824079,0.949601,0.861458,0.858842,0.907128,0.958797,0.971329,0.915832,0.962567,0.892943,0.969827,0.936583,0.981311,0.944441,0.938853,0.998124,0.89243,1
-1.985342,-2.560536,-2.61471,-2.649326,-2.636317,-2.558972,-2.665061,-2.683569,-2.66416,-2.697409,-2.663149,-2.779601,-2.637606,-2.689745,-2.653613,-2.643626,-2.677383,-2.652377,-2.550891,-2.560586,-2.463072,-2.233033,-1.882712,-1.516642,-0.887897,-0.19968,0.274136,0.673841,0.793976,0.977049,1.000987,1.066941,1.068506,1.074316,1.114693,1.075547,1.068077,1.039053,1.070336,1.206563,1.080529,1.063091,1.116354,1.1761,1.108567,1.147728,1.200557,1.164677,1.127009,1.079962,1.170572,1.087319,1.132836,1.117209,1.054837,1.083626,1.140247,1.097356,1.179977,1.087309,1.130542,1.138523,1.099927,1.094337,1.161202,1.089039,1.093354,1.177356,1.099998,1.129667,1.139517,1.117458,1.09763,1.105184,1.100668,1.147726,1.14283,1.129862,1.09979,1.028003,1.098828,1.067392,0.9983,4
-2.245046,-2.953359,-3.036593,-3.08536,-2.990241,-3.04851,-3.084008,-3.071349,-3.095068,-3.090298,-3.066161,-3.05468,-3.0117,-2.972767,-2.939375,-2.836663,-2.748919,-2.431116,-2.213172,-1.773255,-1.150219,-0.49979,-0.03472,0.413789,0.718761,0.852108,0.920079,0.934983,0.951747,1.010532,1.046754,1.047936,0.991386,1.018238,1.016588,0.98229,1.049157,0.972659,1.05788,0.993432,0.964947,1.002508,0.966313,1.017225,1.011941,0.955641,0.996717,1.052883,0.993952,0.952809,1.005122,1.045141,1.078732,0.962344,1.048107,0.998067,0.991022,0.966529,0.977357,1.005208,0.917651,0.947445,0.982504,1.009953,0.970445,1.061832,0.997913,0.967236,0.939834,1.000845,1.031084,1.006005,0.975838,0.947919,1.02132,0.931684,0.983923,0.944599,1.032994,0.960864,1.012323,0.972176,0.845095,4
-1.465016,-2.141976,-2.165328,-2.218906,-2.204228,-2.215475,-2.214292,-2.194277,-2.147748,-2.19412,-2.240032,-2.193499,-2.234365,-2.25468,-2.222221,-2.21482,-2.254366,-2.243066,-2.211482,-2.181822,-2.18147,-2.208621,-2.184972,-2.148154,-2.200722,-2.152858,-2.042905,-1.904422,-1.711016,-1.370898,-0.942196,-0.339648,0.214108,0.641218,0.93009,1.127698,1.21937,1.315698,1.292541,1.29418,1.314704,1.316945,1.330538,1.302163,1.367964,1.356991,1.342587,1.2716,1.310321,1.377661,1.330589,1.347507,1.351872,1.326385,1.369008,1.308874,1.264029,1.362225,1.369316,1.31422,1.245267,1.312786,1.325457,1.375406,1.382251,1.297791,1.316096,1.312117,1.309319,1.337287,1.361384,1.301157,1.31503,1.340596,1.296696,1.260611,1.339073,1.298119,1.304685,1.267154,1.308042,1.284622,1.238255,4
1.286511,1.268763,1.237705,1.23856,1.265023,1.207776,1.234329,1.166506,1.225628,1.172961,1.292138,1.25109,1.29026,1.208512,1.255921,1.228426,-1.117524,-3.433467,-3.423587,-3.324703,-3.361011,-3.232275,-3.2577,-3.216194,-3.060548,-3.017671,-3.034632,-2.865481,-2.621481,-2.583501,-2.398782,-2.22695,-2.148658,-1.913774,-1.715586,-1.50729,-1.295424,-1.053764,-0.927028,-0.752588,-0.568419,-0.383478,-0.228011,0.003295,0.119323,0.342886,0.416528,0.481018,0.622352,0.644423,0.796417,0.766391,0.877305,0.855843,0.876483,0.989821,1.044119,1.08573,1.047183,1.071413,1.035107,1.129135,1.147113,1.060073,1.144711,1.200505,1.11607,1.126941,1.257072,1.133535,1.263289,1.123585,1.169885,1.135194,1.206427,1.17672,1.201701,1.116149,1.206721,1.21034,1.23619,1.168653,1.233773,2
-2.334382,-3.083085,-3.117533,-3.210816,-3.189269,-3.231197,-3.202686,-3.19428,-3.212838,-3.187817,-3.21368,-3.257413,-3.193925,-3.113361,-3.133726,-2.947203,-2.523822,-1.986405,-1.463512,-0.791096,-0.100175,0.303527,0.612046,0.764614,0.868333,0.939838,1.021683,0.942301,0.997496,0.977193,0.918805,0.901525,0.917804,0.991195,0.94381,0.886398,0.921361,0.914758,0.999755,0.903079,0.9677,0.936059,0.949819,0.970998,0.911063,0.925705,0.852223,0.935616,0.959709,0.932123,0.978119,1.024502,0.906517,0.92336,0.980952,0.939341,0.948599,0.8739,0.960422,0.884213,0.924341,0.997875,0.95229,0.986547,0.926508,0.938641,0.997753,0.903178,0.997658,0.938561,0.856256,0.931555,0.961641,0.883712,0.893009,0.894253,0.941381,0.928308,0.903955,0.928692,0.843071,0.894283,0.778294,4
-1.857349,-2.420893,-2.427337,-2.52457,-2.504588,-2.552999,-2.458503,-2.52263,-2.531186,-2.50326,-2.546758,-2.541355,-2.463459,-2.55178,-2.561909,-2.474574,-2.435232,-2.537863,-2.538693,-2.515512,-2.448384,-2.382335,-2.226113,-2.02963,-1.722097,-1.279522,-0.750296,-0.2339,0.297919,0.557167,0.866284,1.047991,1.064583,1.173102,1.116187,1.111318,1.188923,1.185758,1.241587,1.181245,1.185327,1.174856,1.151539,1.188733,1.147078,1.134457,1.183682,1.144024,1.199892,1.180874,1.131112,1.19014,1.138611,1.227213,1.234332,1.253375,1.195944,1.196201,1.358961,1.825598,1.898864,1.291555,0.909709,0.362839,0.839957,1.181412,1.1667,1.191916,1.221758,1.133072,1.170376,1.191578,1.171304,1.137731,1.209886,1.098938,1.153243,1.119777,1.160529,1.067869,1.217328,1.11311,1.059265,3
1.311334,1.240408,1.302171,1.259793,1.307341,1.323716,1.293845,1.340879,1.287002,1.399526,1.338383,1.317983,1.250713,1.249556,1.354448,1.382821,1.371789,1.328935,1.319688,1.453773,1.326972,1.382553,0.991198,-3.355998,-3.182631,-3.204667,-3.302718,-3.173062,-3.046395,-3.083987,-3.012463,-2.913743,-2.840469,-2.695534,-2.610715,-2.549111,-2.444739,-2.406539,-2.344537,-2.096367,-1.933172,-1.864932,-1.62867,-1.318347,-1.16378,-1.066912,-0.932937,-0.637197,-0.540246,-0.400539,-0.318934,-0.085477,0.056736,0.161607,0.326815,0.379927,0.497635,0.541578,0.639614,0.841867,0.785861,0.819216,0.983179,1.014866,1.037641,1.067424,1.139325,1.159188,1.192268,1.226627,1.147343,1.172523,1.163301,1.185678,1.306334,1.238424,1.23963,1.22082,1.235023,1.311964,1.274907,1.328403,1.324266,2
0.990442,0.935051,0.983838,0.980677,0.944087,0.95504,0.925257,0.991537,0.995463,0.99207,1.012894,1.046154,0.952116,0.964547,1.068402,1.141404,1.05876,1.132303,3.087281,6.480793,-2.504423,-3.257738,-3.202758,-3.284474,-3.126278,-3.105684,-2.970921,-2.979378,-2.781242,-2.730475,-2.736992,-2.616376,-2.556893,-2.457318,-2.212001,-2.027595,-1.91878,-1.720224,-1.628405,-1.364898,-1.212349,-0.957015,-0.810911,-0.706055,-0.404671,-0.35057,-0.068598,0.047313,0.197184,0.260206,0.346396,0.402784,0.53997,0.655557,0.757568,0.657947,0.693746,0.731943,0.841921,0.821653,0.842599,0.853031,0.836778,0.818147,0.963841,0.881691,0.929939,0.939347,0.939326,0.90085,0.93285,0.927221,1.018943,0.986411,0.850131,0.886336,0.981854,0.982483,0.954824,0.951407,0.929851,0.885473,0.907386,1
-2.491472,-3.278,-3.368376,-3.349103,-3.251813,-3.291667,-3.324957,-3.298812,-3.344415,-3.304462,-3.283368,-3.250984,-3.290713,-3.190423,-3.00716,-2.701541,-2.183834,-1.610884,-0.840905,-0.214072,0.25044,0.604341,0.698591,0.865221,0.9396,0.906167,0.882183,0.910327,0.89528,0.896821,0.991102,0.944418,0.867468,0.838326,0.925693,0.949638,0.887053,0.880942,0.867897,0.916418,0.831995,0.914293,0.965916,0.89514,0.966134,0.974493,0.863751,0.823796,0.911017,0.897389,0.896776,0.8669,0.929682,0.9095,0.923658,0.891874,0.965526,0.967126,0.876212,0.973552,0.891761,0.927402,0.850748,0.891466,0.868543,0.897435,0.862369,1.039549,0.950372,0.919283,0.872771,0.898917,0.929421,0.976583,0.788013,0.886228,0.88918,0.896014,0.896169,0.897605,0.911483,0.932499,0.840497,4
