@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute target {1,2,3,4,5}

@data
-0.013375,-0.019521,-0.002454,0.026461,0.058347,0.09337,0.122368,0.140501,0.152488,0.164035,0.168525,0.167836,0.167839,0.167615,0.167843,0.168162,0.169805,0.176968,0.188536,0.200893,0.215374,0.22856,0.236727,0.241578,0.24392,0.254893,0.259647,1
-0.106318,-0.092519,-0.058403,-0.026555,0.005346,0.035075,0.06027,0.076381,0.086554,0.0972,0.105837,0.106477,0.104341,0.10531,0.107211,0.11486,0.125886,0.140666,0.154365,0.168431,0.181493,0.19299,0.204354,0.215536,0.228053,0.241182,0.240418,1
-0.082008,-0.072733,-0.04431,-0.00911,0.029167,0.068555,0.099578,0.119952,0.136696,0.148653,0.153606,0.158266,0.162503,0.167078,0.171736,0.177453,0.183112,0.193526,0.21165,0.230865,0.245604,0.256873,0.264065,0.26926,0.273714,0.286481,0.292168,1
-0.142231,-0.15143,-0.149256,-0.134241,-0.110859,-0.075494,-0.040902,-0.015213,-0.00121,0.012115,0.021102,0.021006,0.02138,0.02082,0.022596,0.023945,0.025029,0.028329,0.038331,0.049714,0.062849,0.085267,0.110179,0.135342,0.155373,0.171891,0.193863,1
-0.09826,-0.081057,-0.052247,-0.017933,0.01594,0.046905,0.075636,0.095289,0.110071,0.123279,0.132357,0.13824,0.143296,0.14808,0.153499,0.161315,0.172639,0.186992,0.202071,0.217918,0.234171,0.249335,0.261403,0.27098,0.281147,0.294021,0.301067,1
0.20493,0.195064,0.206415,0.227002,0.253409,0.279378,0.300644,0.30635,0.302927,0.297944,0.288398,0.272921,0.255243,0.238551,0.222126,0.20973,0.205386,0.204886,0.203119,0.200213,0.192649,0.180312,0.164146,0.14426,0.130585,0.122526,0.101921,1
0.002028,-0.009012,-0.003283,0.020065,0.058474,0.095767,0.122333,0.136031,0.14608,0.152868,0.14942,0.146894,0.143929,0.141373,0.139984,0.140173,0.147049,0.159564,0.167432,0.173846,0.180788,0.184564,0.187126,0.189315,0.196803,0.210359,0.206456,1
-0.048386,-0.044704,-0.01619,0.017721,0.055773,0.087876,0.106899,0.120758,0.13177,0.135443,0.135291,0.135115,0.135088,0.135629,0.135467,0.137027,0.140361,0.149775,0.165144,0.181776,0.199158,0.213047,0.220681,0.2257,0.234665,0.250062,0.239734,1
-0.195069,-0.189352,-0.1673,-0.135941,-0.098071,-0.064762,-0.036589,-0.015024,0.003123,0.020095,0.033054,0.043493,0.05443,0.065464,0.076047,0.08809,0.103656,0.122874,0.141818,0.162918,0.186033,0.210073,0.231507,0.25065,0.268589,0.288915,0.301169,1
-0.035717,-0.039955,-0.024711,0.007879,0.043965,0.069415,0.084518,0.092582,0.100858,0.100909,0.093884,0.091362,0.089521,0.088381,0.086453,0.087769,0.096125,0.110521,0.129788,0.145837,0.162093,0.180296,0.19165,0.197948,0.206798,0.220452,0.223226,1
-0.064433,-0.055056,-0.02843,0.006286,0.048977,0.086898,0.113848,0.130003,0.140939,0.151104,0.152817,0.153255,0.154568,0.155818,0.158461,0.161838,0.169522,0.184625,0.201578,0.218918,0.239698,0.25934,0.270872,0.275794,0.278163,0.278929,0.26134,1
-0.048909,-0.051746,-0.030795,0.000988,0.034966,0.064065,0.086541,0.100021,0.110133,0.117902,0.118279,0.116907,0.1162,0.11577,0.117362,0.119396,0.12686,0.137988,0.148933,0.161495,0.17638,0.192617,0.20505,0.21812,0.23581,0.256579,0.257441,1
0.175182,0.162123,0.171677,0.191579,0.214422,0.235518,0.24747,0.248951,0.246738,0.23968,0.225404,0.207691,0.191229,0.175079,0.15867,0.144444,0.134762,0.131408,0.129151,0.127335,0.127353,0.124772,0.118848,0.113245,0.110483,0.11638,0.104777,1
0.060096,0.066122,0.086429,0.110588,0.141621,0.17503,0.204587,0.22161,0.232746,0.240632,0.241842,0.239217,0.235196,0.23245,0.230186,0.23166,0.239072,0.251243,0.263313,0.27033,0.269757,0.264237,0.25124,0.238991,0.232248,0.229308,0.219106,1
-0.078985,-0.065151,-0.027891,0.015475,0.056645,0.088237,0.108118,0.120424,0.130424,0.133337,0.133426,0.134969,0.136551,0.136843,0.138641,0.141718,0.150238,0.164872,0.178205,0.19205,0.204479,0.215071,0.221817,0.232466,0.247972,0.262743,0.254872,1
-0.050503,-0.053556,-0.034309,-0.005421,0.026734,0.058136,0.085698,0.103303,0.114782,0.125496,0.1296,0.129784,0.13135,0.132175,0.131586,0.133085,0.139562,0.150673,0.162767,0.177915,0.194114,0.208968,0.220887,0.232152,0.247748,0.265549,0.261503,1
-0.121644,-0.094243,-0.060715,-0.017242,0.035307,0.08462,0.125081,0.155016,0.174824,0.188841,0.196821,0.197749,0.193355,0.18682,0.177825,0.170146,0.162198,0.153944,0.150432,0.155429,0.163446,0.170492,0.176852,0.180114,0.182889,0.188937,0.180783,1
0.006038,0.014978,0.046531,0.086073,0.1262,0.159406,0.180816,0.18949,0.196401,0.197968,0.192051,0.186775,0.182599,0.177536,0.173043,0.171408,0.17617,0.186086,0.195332,0.203832,0.212445,0.219517,0.221679,0.225907,0.234099,0.24004,0.224589,1
-0.031546,-0.01555,0.017003,0.055707,0.094784,0.124158,0.142767,0.157675,0.167717,0.170124,0.172731,0.175484,0.178069,0.181992,0.186108,0.191845,0.20368,0.215874,0.226202,0.238323,0.249587,0.26012,0.267997,0.276924,0.284514,0.284903,0.265223,1
-0.038059,-0.046498,-0.043016,-0.025053,0.00883,0.052342,0.091324,0.116064,0.130135,0.140111,0.14411,0.141502,0.138993,0.135564,0.131676,0.131611,0.136949,0.145847,0.155882,0.168244,0.183791,0.199317,0.211323,0.218999,0.225451,0.234013,0.226393,1
-0.01168,0.01639,0.036226,0.060511,0.112231,0.162699,0.209347,0.242523,0.263628,0.273445,0.272198,0.265792,0.259879,0.254964,0.249621,0.242645,0.231962,0.217263,0.20018,0.185257,0.173132,0.169208,0.165459,0.161352,0.149875,0.136206,0.127263,1
-0.013227,-0.004486,0.018308,0.039611,0.067281,0.100514,0.13101,0.151448,0.16748,0.178638,0.182677,0.18427,0.187361,0.191293,0.194952,0.200331,0.211607,0.229882,0.250735,0.269169,0.283755,0.289481,0.280706,0.261016,0.235052,0.21611,0.199801,1
-0.196532,-0.192914,-0.177314,-0.154266,-0.126414,-0.091346,-0.057562,-0.031433,-0.013228,0.003132,0.013549,0.020058,0.02573,0.031467,0.036564,0.043269,0.050511,0.059346,0.074991,0.09001,0.105927,0.127726,0.151818,0.176152,0.195041,0.212403,0.236759,1
-0.070931,-0.083482,-0.095694,-0.093395,-0.07835,-0.052596,-0.019912,0.009885,0.029338,0.042569,0.055145,0.058362,0.057804,0.058952,0.060005,0.059466,0.059991,0.06155,0.066214,0.07664,0.087639,0.102783,0.124901,0.147751,0.167286,0.180031,0.19635,1
-0.048932,-0.039626,-0.012121,0.023014,0.060179,0.088452,0.108195,0.120171,0.129555,0.133274,0.133693,0.133628,0.133652,0.134861,0.13657,0.141873,0.152967,0.165956,0.179135,0.193648,0.20948,0.223154,0.232336,0.243581,0.25735,0.268326,0.261785,1
-0.027355,-0.000914,0.034027,0.069761,0.104539,0.131587,0.149238,0.16297,0.173076,0.178085,0.18243,0.186265,0.188313,0.192615,0.196738,0.201058,0.207053,0.219764,0.237196,0.253038,0.26647,0.276789,0.284256,0.289962,0.290363,0.293218,0.297641,1
-0.065727,-0.046803,-0.004106,0.049843,0.1057,0.15548,0.192855,0.218698,0.236381,0.242447,0.242042,0.240067,0.239886,0.237394,0.233544,0.228861,0.219007,0.205293,0.191024,0.18227,0.180017,0.17639,0.172247,0.169385,0.163688,0.155889,0.147874,1
-0.056078,-0.064145,-0.079191,-0.084473,-0.074337,-0.052611,-0.02112,0.009199,0.029582,0.043861,0.057348,0.061564,0.06103,0.061019,0.060821,0.061344,0.060582,0.062822,0.066365,0.07624,0.087188,0.099005,0.113493,0.131263,0.148134,0.160515,0.180066,1
-0.025063,-0.029491,-0.016526,0.010791,0.04769,0.082812,0.111669,0.130276,0.140906,0.150646,0.155966,0.15617,0.157155,0.158577,0.162115,0.170444,0.182964,0.195023,0.208291,0.223032,0.237799,0.24872,0.254826,0.26395,0.272175,0.272128,0.254433,1
0.146184,0.130799,0.138493,0.156326,0.181817,0.203121,0.219516,0.2284,0.225902,0.218356,0.210815,0.199556,0.184813,0.169375,0.157064,0.147615,0.145476,0.148484,0.152135,0.156625,0.157607,0.152606,0.138457,0.122316,0.106178,0.096865,0.073935,1
-0.132305,-0.122488,-0.112776,-0.094814,-0.066556,-0.031065,0.011665,0.0446,0.065103,0.080651,0.09361,0.096276,0.097211,0.099138,0.101738,0.103273,0.106507,0.110534,0.11856,0.13584,0.151897,0.167869,0.185659,0.201447,0.21265,0.218079,0.228056,1
0.025075,0.022617,0.038476,0.061911,0.096989,0.132972,0.159058,0.174845,0.184082,0.191807,0.190663,0.186935,0.183954,0.181678,0.178764,0.17931,0.188391,0.202506,0.210072,0.219511,0.231572,0.240984,0.243374,0.2418,0.240389,0.242738,0.232434,1
-0.064339,-0.070814,-0.05691,-0.025836,0.00892,0.039651,0.064599,0.080304,0.091411,0.101114,0.10399,0.103795,0.104189,0.104557,0.106162,0.111064,0.12097,0.131414,0.140611,0.154954,0.17151,0.186938,0.200191,0.215485,0.23494,0.252608,0.252763,1
-0.050437,-0.04815,-0.019699,0.01566,0.05025,0.081233,0.103403,0.113827,0.121745,0.123036,0.12003,0.11843,0.116924,0.115833,0.115605,0.115643,0.115911,0.123538,0.139939,0.158008,0.176822,0.196722,0.208827,0.212884,0.212656,0.219725,0.220512,1
-0.075434,-0.070541,-0.061835,-0.043432,-0.017089,0.015508,0.051234,0.076941,0.093279,0.106579,0.114014,0.113208,0.112935,0.11298,0.112451,0.114069,0.115417,0.118173,0.126662,0.140712,0.153652,0.167451,0.182172,0.197593,0.207531,0.211347,0.221367,1
0.024482,0.029084,0.050012,0.079658,0.116273,0.150437,0.180768,0.202776,0.215531,0.226557,0.234108,0.235435,0.237519,0.240659,0.243542,0.249503,0.260378,0.275576,0.288878,0.297024,0.299282,0.29632,0.289466,0.285187,0.287658,0.289752,0.27721,1
0.052235,0.034506,0.019253,0.024424,0.040103,0.069097,0.098246,0.117837,0.126669,0.133609,0.134512,0.127769,0.119198,0.110022,0.102259,0.094569,0.088744,0.082311,0.076388,0.074587,0.076582,0.079456,0.08815,0.099407,0.116209,0.127255,0.138195,1
-0.019453,-0.017467,0.000437,0.028883,0.059252,0.090954,0.118109,0.134396,0.14476,0.15458,0.161668,0.161588,0.161249,0.162477,0.164352,0.17257,0.187491,0.202654,0.220857,0.239287,0.251847,0.25954,0.264757,0.27396,0.282359,0.278883,0.255727,1
-0.005031,0.002224,0.024167,0.050946,0.084531,0.121569,0.157327,0.183073,0.198366,0.210361,0.217647,0.220936,0.222003,0.223665,0.226797,0.231781,0.242663,0.257502,0.27311,0.28754,0.297316,0.303133,0.301473,0.295037,0.289381,0.290248,0.287721,1
-0.082199,-0.072693,-0.038545,0.000474,0.038864,0.070881,0.092739,0.106386,0.119309,0.124684,0.126294,0.127748,0.130077,0.132489,0.135637,0.139147,0.143254,0.153107,0.168408,0.184898,0.199106,0.212274,0.224984,0.237621,0.247488,0.262419,0.264003,1
-0.101124,-0.096681,-0.079448,-0.052395,-0.018445,0.01047,0.034225,0.049135,0.063483,0.073285,0.076561,0.078088,0.081462,0.084722,0.088832,0.09377,0.102145,0.118208,0.136199,0.151826,0.169513,0.187658,0.201753,0.214619,0.228234,0.246869,0.255939,1
-0.100717,-0.096189,-0.070571,-0.034695,0.001195,0.030741,0.053366,0.067566,0.079598,0.088905,0.092834,0.094695,0.097452,0.100889,0.104533,0.10882,0.115613,0.127383,0.141071,0.152728,0.166645,0.182057,0.195572,0.20965,0.226061,0.249067,0.264273,1
-0.0179,-0.013092,-0.000901,0.021625,0.050964,0.083082,0.117117,0.147865,0.16959,0.182013,0.194452,0.202811,0.20665,0.208685,0.21469,0.226362,0.244242,0.262933,0.277708,0.288431,0.295614,0.298942,0.295691,0.288215,0.281165,0.277706,0.267305,1
-0.0452,-0.024603,0.008553,0.047738,0.08759,0.120878,0.144765,0.159398,0.169303,0.177263,0.179974,0.181489,0.184318,0.18919,0.197669,0.208836,0.220791,0.232683,0.245168,0.255715,0.264047,0.270167,0.276105,0.284321,0.28728,0.281351,0.261107,1
0.323663,0.308565,0.305168,0.310325,0.321952,0.334729,0.343768,0.341589,0.33021,0.314593,0.293447,0.269305,0.246383,0.223385,0.202738,0.186856,0.177761,0.166887,0.151398,0.132618,0.11069,0.086015,0.058541,0.032108,0.007282,-0.019326,-0.061647,1
0.003134,-0.002207,-0.005647,0.004894,0.027491,0.056191,0.088043,0.110834,0.125075,0.137415,0.141232,0.137178,0.136379,0.134425,0.13213,0.131629,0.129434,0.129149,0.129678,0.135996,0.14705,0.15808,0.171521,0.185773,0.197266,0.203461,0.209627,1
0.004565,0.010881,0.04186,0.075827,0.112744,0.146388,0.16845,0.181137,0.191341,0.195634,0.195815,0.195078,0.194089,0.193377,0.1928,0.192418,0.194213,0.200197,0.211114,0.222158,0.233443,0.242781,0.246889,0.25078,0.254176,0.263279,0.249941,1
-0.000492,0.019091,0.052077,0.088572,0.12607,0.155475,0.174412,0.186814,0.194428,0.196088,0.198025,0.200379,0.203068,0.203799,0.202779,0.20476,0.211921,0.228289,0.245492,0.259876,0.271536,0.278055,0.278192,0.271648,0.264342,0.263905,0.251195,1
-0.00934,0.006294,0.018167,0.039589,0.068119,0.099699,0.132578,0.163965,0.187491,0.20406,0.21989,0.229707,0.236006,0.242377,0.248733,0.25506,0.259971,0.266146,0.275422,0.287985,0.300319,0.311802,0.322676,0.330961,0.335328,0.335789,0.340553,1
-0.05635,-0.058166,-0.037067,-0.003262,0.032331,0.064904,0.089948,0.102957,0.111981,0.11924,0.12003,0.118281,0.115199,0.112669,0.111674,0.112355,0.118758,0.130631,0.142085,0.157131,0.173233,0.18816,0.20011,0.211411,0.225228,0.243344,0.241663,1
0.110076,0.113853,0.124118,0.143372,0.17022,0.203506,0.235162,0.261952,0.281349,0.290665,0.296588,0.296636,0.291767,0.286895,0.286881,0.293938,0.300178,0.304221,0.306993,0.306027,0.302028,0.290593,0.273246,0.257907,0.24659,0.234682,0.214433,1
0.00168,0.014019,0.02671,0.049819,0.091805,0.133857,0.169302,0.18733,0.198153,0.202395,0.197593,0.186151,0.175075,0.165062,0.154613,0.141675,0.123963,0.103724,0.080518,0.059341,0.038108,0.020607,0.007457,-0.005429,-0.012092,-0.017026,-0.032451,1
-0.211678,-0.206375,-0.188145,-0.159853,-0.124485,-0.090861,-0.061815,-0.039232,-0.020363,-0.002247,0.011869,0.023104,0.035034,0.047522,0.060178,0.074869,0.094337,0.116537,0.139798,0.165836,0.192407,0.217192,0.23743,0.255904,0.274755,0.290254,0.295194,1
-0.065622,-0.069536,-0.057227,-0.033622,-0.005361,0.02972,0.062346,0.084269,0.097134,0.108922,0.113334,0.112524,0.111405,0.110683,0.109737,0.110215,0.111055,0.111776,0.117401,0.129195,0.144876,0.162409,0.182373,0.200206,0.212162,0.216225,0.220212,1
-0.240572,-0.221203,-0.179794,-0.128,-0.071787,-0.020407,0.020834,0.054228,0.083064,0.102386,0.116829,0.130336,0.145132,0.160641,0.176144,0.190967,0.203458,0.21259,0.218984,0.226566,0.238098,0.253634,0.267642,0.280197,0.290303,0.301193,0.31603,1
-0.026383,-0.027287,-0.012232,0.012679,0.047934,0.082898,0.111755,0.131488,0.145373,0.157858,0.164854,0.169008,0.172721,0.176937,0.181773,0.187587,0.199114,0.21572,0.230472,0.242802,0.2506,0.254357,0.254511,0.25602,0.265653,0.279065,0.278423,1
0.157957,0.148483,0.135743,0.137988,0.153404,0.176412,0.207666,0.232586,0.24364,0.247656,0.249798,0.242065,0.229166,0.218034,0.205846,0.193434,0.182145,0.171974,0.169154,0.170378,0.171958,0.177234,0.178547,0.181331,0.175232,0.166893,0.162226,1
-0.038356,-0.022561,0.011076,0.048404,0.084131,0.110283,0.126604,0.137575,0.145392,0.148082,0.147521,0.146628,0.146585,0.146908,0.147443,0.151564,0.162129,0.175298,0.187017,0.199063,0.212662,0.225531,0.235156,0.242682,0.252719,0.265081,0.264357,1
-0.113603,-0.096273,-0.062028,-0.024115,0.0143,0.048148,0.072378,0.087884,0.102098,0.11163,0.116853,0.122233,0.127297,0.132384,0.139811,0.149584,0.161615,0.176286,0.190175,0.205873,0.222453,0.23732,0.250777,0.263127,0.274923,0.287096,0.288737,1
-0.015707,-0.009816,0.022941,0.063135,0.100135,0.128732,0.146492,0.157995,0.168185,0.169871,0.16893,0.167592,0.168615,0.168401,0.166717,0.167027,0.169454,0.178239,0.193433,0.207206,0.218765,0.228427,0.234317,0.237198,0.239194,0.247092,0.250536,1
0.026588,0.020177,0.038428,0.06999,0.100699,0.130603,0.151064,0.159971,0.166353,0.167803,0.160222,0.15196,0.144756,0.136274,0.128454,0.122287,0.119459,0.123602,0.129744,0.136839,0.147558,0.158176,0.166863,0.174686,0.184883,0.203354,0.207063,1
-0.054703,-0.056669,-0.050653,-0.033817,-0.010592,0.020549,0.052855,0.076443,0.091696,0.105695,0.111849,0.112214,0.114393,0.114622,0.115915,0.11727,0.118746,0.119997,0.124654,0.136747,0.15154,0.165364,0.182193,0.196207,0.206142,0.212404,0.224758,1
0.051094,0.057023,0.076869,0.103775,0.136308,0.17098,0.202055,0.22419,0.235544,0.244279,0.248931,0.248141,0.246793,0.246768,0.247345,0.2501,0.259082,0.271574,0.281503,0.287001,0.285149,0.278359,0.266132,0.255372,0.24876,0.246404,0.236358,1
-0.037557,-0.017126,0.016451,0.051316,0.089552,0.118753,0.134895,0.144454,0.147867,0.144327,0.14118,0.137765,0.133971,0.13049,0.127321,0.125921,0.128252,0.13845,0.154086,0.171846,0.193473,0.216557,0.232759,0.237129,0.234907,0.231601,0.217234,1
-0.089036,-0.072231,-0.042755,-0.013662,0.020593,0.05828,0.093285,0.119534,0.134921,0.146066,0.152727,0.154842,0.156593,0.158613,0.160698,0.16263,0.167059,0.177334,0.196254,0.21801,0.239888,0.262382,0.280399,0.286768,0.28035,0.273971,0.263944,1
-0.076654,-0.079191,-0.056743,-0.020561,0.016663,0.050381,0.074719,0.09049,0.104107,0.112258,0.113717,0.115246,0.115948,0.118579,0.12069,0.123476,0.130957,0.146931,0.166278,0.185474,0.206285,0.22205,0.228978,0.233129,0.242397,0.253169,0.242403,1
-0.006684,-0.012618,-0.00295,0.020757,0.057018,0.093319,0.121351,0.138885,0.150842,0.161834,0.164405,0.162491,0.161735,0.160274,0.159283,0.160124,0.165912,0.177308,0.189468,0.204498,0.222455,0.239131,0.248581,0.252694,0.255813,0.261266,0.254778,1
-0.042744,-0.034914,-0.013149,0.018432,0.054828,0.090801,0.122771,0.147065,0.160776,0.171808,0.179833,0.183252,0.184924,0.187105,0.191129,0.199693,0.210504,0.221164,0.232298,0.243528,0.252523,0.261024,0.268933,0.277865,0.288308,0.293373,0.284064,1
-0.092811,-0.078968,-0.045519,-0.007683,0.026796,0.052011,0.069081,0.082542,0.090724,0.093319,0.096507,0.10015,0.10374,0.107903,0.113289,0.118742,0.128023,0.143372,0.157549,0.168047,0.180308,0.193564,0.204739,0.217241,0.228519,0.243428,0.262479,1
-0.042467,-0.056859,-0.058187,-0.040502,-0.010842,0.025625,0.06208,0.093151,0.113286,0.122988,0.131299,0.133756,0.131647,0.129959,0.128941,0.127796,0.129162,0.133902,0.140837,0.146561,0.155396,0.165071,0.176176,0.18828,0.200207,0.216041,0.224129,1
0.024206,0.030607,0.049603,0.076076,0.106921,0.139734,0.170935,0.198401,0.216525,0.226936,0.234823,0.238818,0.240272,0.242098,0.244606,0.250915,0.264097,0.27992,0.294124,0.306127,0.311618,0.310457,0.302647,0.293191,0.285873,0.281246,0.272265,1
-0.028834,-0.042013,-0.0292,-0.005299,0.023467,0.055701,0.084195,0.099011,0.10565,0.11225,0.111544,0.105937,0.1016,0.096626,0.09129,0.087358,0.086612,0.091957,0.102744,0.113416,0.127245,0.142085,0.155218,0.167149,0.179293,0.199769,0.20074,1
-0.084448,-0.076426,-0.047568,-0.011407,0.023354,0.052132,0.073456,0.086653,0.09838,0.104159,0.105267,0.106137,0.106929,0.108216,0.109642,0.112963,0.121109,0.134402,0.147198,0.161287,0.178723,0.195399,0.209896,0.223902,0.239547,0.259717,0.26499,1
-0.085531,-0.092631,-0.081613,-0.051769,-0.013424,0.021055,0.047728,0.064817,0.077759,0.08861,0.093032,0.093662,0.095435,0.096829,0.0986,0.103308,0.110504,0.123234,0.136942,0.153115,0.172313,0.193057,0.210388,0.224458,0.239134,0.255616,0.260292,1
-0.038605,-0.0468,-0.030114,0.00194,0.038847,0.07601,0.105671,0.122574,0.133637,0.141637,0.141545,0.139284,0.137073,0.134798,0.132249,0.13044,0.131897,0.140991,0.156501,0.17078,0.186527,0.200046,0.209118,0.213626,0.217433,0.227652,0.219745,1
-0.081451,-0.09329,-0.098203,-0.08454,-0.059368,-0.027634,0.002928,0.026464,0.041258,0.054184,0.059829,0.060933,0.063731,0.065598,0.068002,0.069932,0.072042,0.075035,0.080611,0.092001,0.104483,0.121908,0.145508,0.169153,0.187511,0.197735,0.211531,1
0.066828,0.03991,0.038751,0.054874,0.082381,0.109176,0.132052,0.147624,0.151995,0.149914,0.145096,0.132733,0.11767,0.103525,0.090181,0.081243,0.077671,0.078299,0.079295,0.082925,0.090211,0.09683,0.100289,0.101207,0.098898,0.102807,0.097478,1
0.162766,0.15482,0.158943,0.170989,0.193254,0.223908,0.253663,0.271812,0.278784,0.28195,0.28032,0.273693,0.266563,0.259465,0.252541,0.246096,0.240008,0.239075,0.247958,0.260693,0.266544,0.261543,0.247283,0.223804,0.196081,0.175536,0.163339,1
-0.133754,-0.136375,-0.124488,-0.097489,-0.060227,-0.023829,0.004309,0.023735,0.039707,0.053465,0.060305,0.065024,0.069494,0.073833,0.079268,0.085216,0.092566,0.104191,0.121172,0.139845,0.162134,0.187446,0.21099,0.229927,0.243594,0.258998,0.271853,1
0.137109,0.142657,0.159443,0.185337,0.217308,0.248847,0.276246,0.29812,0.308798,0.314345,0.318605,0.318932,0.314196,0.309652,0.307375,0.307144,0.312388,0.320603,0.327094,0.325998,0.317925,0.307053,0.295379,0.284416,0.2744,0.262795,0.239974,1
-0.043102,-0.047202,-0.043038,-0.026167,0.000922,0.035688,0.068164,0.089038,0.102531,0.113863,0.114962,0.115213,0.114739,0.11444,0.11475,0.114464,0.113643,0.113357,0.115573,0.122531,0.136294,0.149481,0.166645,0.184149,0.198209,0.204265,0.211267,1
-0.080355,-0.089323,-0.077602,-0.04621,-0.007247,0.02657,0.050636,0.065576,0.078264,0.086509,0.087336,0.086701,0.087468,0.088188,0.087534,0.087603,0.089529,0.096768,0.107324,0.119657,0.134696,0.153873,0.173011,0.190432,0.205293,0.223908,0.239142,1
-0.10489,-0.090873,-0.065203,-0.03543,0.001579,0.037173,0.068634,0.091035,0.109592,0.126152,0.139367,0.150636,0.161853,0.173413,0.185696,0.19851,0.217317,0.239696,0.2609,0.277864,0.28912,0.295872,0.299351,0.303359,0.308764,0.318322,0.322933,1
0.095071,0.083804,0.098039,0.124227,0.153179,0.178733,0.200258,0.209117,0.207095,0.205154,0.197719,0.183737,0.169523,0.15477,0.142324,0.133402,0.131021,0.134436,0.139916,0.148867,0.157857,0.16079,0.157519,0.154152,0.156134,0.156788,0.131823,1
-0.043786,-0.042618,-0.020491,0.013675,0.055909,0.091173,0.118178,0.131833,0.142144,0.151595,0.151763,0.150706,0.150725,0.152148,0.152902,0.156177,0.162965,0.17374,0.185493,0.196402,0.206266,0.216379,0.223495,0.2313,0.244643,0.258452,0.254687,1
-0.090994,-0.112447,-0.119835,-0.101199,-0.066634,-0.033476,-0.007432,0.009109,0.019974,0.029801,0.031805,0.030054,0.028681,0.028078,0.026917,0.028396,0.03512,0.044459,0.052257,0.062877,0.077181,0.09435,0.112314,0.131996,0.156498,0.182125,0.191497,1
-0.059845,-0.056446,-0.032509,0.000821,0.036441,0.068742,0.0969,0.114467,0.125028,0.135095,0.138637,0.139818,0.141812,0.143008,0.144847,0.147838,0.15443,0.165466,0.178075,0.191806,0.204736,0.217958,0.230312,0.241823,0.255081,0.269821,0.264676,1
0.249219,0.246938,0.268074,0.287994,0.304431,0.308986,0.301433,0.290724,0.276184,0.255124,0.231573,0.2088,0.186081,0.162844,0.142938,0.128052,0.115608,0.103191,0.091569,0.080541,0.067951,0.055568,0.042364,0.035205,0.021541,-0.001902,-0.051898,1
0.052256,0.057208,0.072221,0.092894,0.119562,0.152463,0.185731,0.210738,0.223452,0.229404,0.240025,0.246327,0.247814,0.250155,0.253262,0.25807,0.269558,0.287011,0.296781,0.301804,0.305735,0.302486,0.296877,0.296066,0.291298,0.284602,0.274668,1
-0.067374,-0.051607,-0.017144,0.017293,0.052668,0.083191,0.105201,0.117022,0.128524,0.134383,0.136966,0.139849,0.142411,0.144747,0.147575,0.152315,0.160812,0.172812,0.184916,0.198675,0.213302,0.22841,0.240765,0.251348,0.26364,0.278313,0.276507,1
-0.125322,-0.123943,-0.103449,-0.075803,-0.043106,-0.008975,0.020399,0.042178,0.060303,0.076748,0.087154,0.095429,0.104014,0.112391,0.120841,0.129456,0.138884,0.152667,0.170415,0.186884,0.201881,0.215813,0.227563,0.24061,0.254121,0.273998,0.290444,1
-0.054548,-0.061755,-0.05117,-0.024462,0.012523,0.047149,0.071807,0.08776,0.100869,0.109939,0.111532,0.112299,0.114059,0.115366,0.117282,0.120101,0.125947,0.13909,0.154888,0.168495,0.181673,0.193462,0.201384,0.210555,0.222458,0.242764,0.254874,1
-0.070392,-0.06325,-0.033941,-0.001017,0.036715,0.068766,0.090225,0.104403,0.117499,0.125222,0.127992,0.130895,0.134325,0.136335,0.138154,0.141236,0.146547,0.156584,0.171286,0.187026,0.201286,0.21225,0.220205,0.228747,0.240941,0.258867,0.256486,1
-0.094341,-0.075731,-0.048452,-0.018397,0.01486,0.047298,0.077613,0.102592,0.119689,0.13263,0.145368,0.153775,0.161527,0.172828,0.186493,0.202467,0.218155,0.234247,0.249479,0.263005,0.274206,0.28273,0.288521,0.293813,0.299358,0.300818,0.293687,1
-0.177841,-0.164115,-0.138581,-0.110487,-0.076636,-0.04336,-0.009456,0.018733,0.038493,0.054658,0.068744,0.081265,0.092331,0.104694,0.120222,0.138362,0.158834,0.178549,0.197595,0.215667,0.231861,0.246105,0.257102,0.268825,0.282986,0.294773,0.298477,1
-0.032485,-0.017494,0.008664,0.036591,0.070876,0.105102,0.136679,0.16058,0.177102,0.188532,0.1972,0.202829,0.204923,0.207695,0.212367,0.220475,0.235469,0.253094,0.268509,0.281085,0.289471,0.293955,0.292237,0.286805,0.278915,0.27422,0.268426,1
-0.054794,-0.066336,-0.053555,-0.029141,0.002525,0.03717,0.069664,0.092449,0.104025,0.115523,0.122286,0.124273,0.124258,0.124459,0.125922,0.127684,0.131439,0.140609,0.151771,0.165446,0.181772,0.198389,0.212013,0.224506,0.241106,0.259858,0.255824,1
