@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute attr131 numeric
@attribute attr132 numeric
@attribute attr133 numeric
@attribute attr134 numeric
@attribute attr135 numeric
@attribute target {1,2,3}

@data
-0.707694,-0.367236,-0.338655,-0.320914,-0.274221,-0.222599,-0.193902,-0.224857,-0.235741,-0.199089,-0.122679,-0.044577,-0.053771,-0.151483,-0.245367,-0.309105,-0.332338,-0.318604,-0.289206,-0.293513,-0.37158,-0.425157,-0.421687,-0.386952,-0.362629,-0.358451,-0.36093,-0.401148,-0.453544,-0.470144,-0.472236,-0.463122,-0.445639,-0.421493,-0.38546,-0.352376,-0.31864,-0.302242,-0.312489,-0.333842,-0.353861,-0.363978,-0.380879,-0.381867,-0.375258,-0.358431,-0.325436,-0.28146,-0.267966,-0.312187,-0.384237,-0.425583,-0.430223,-0.439904,-0.447383,-0.44982,-0.431475,-0.40648,-0.362755,-0.236285,-0.064105,0.071983,0.034983,-0.070882,-0.141811,-0.214613,-0.283585,-0.327664,-0.282245,-0.228885,-0.16459,-0.190407,-0.210958,-0.262173,-0.356801,-0.344425,-0.255739,-0.118959,0.058457,0.308757,0.59212,0.78587,1.077948,1.383786,1.645466,1.887847,1.825996,1.588971,1.561628,1.582686,1.670307,1.826479,2.077881,2.414067,2.894434,3.538993,4.249933,4.883892,5.409612,5.468332,5.291658,4.883314,4.279829,3.478917,2.732842,2.040658,1.376136,0.759897,0.204873,-0.29622,-0.662591,-0.947168,-1.187106,-1.333706,-1.468406,-1.600289,-1.734833,-1.881071,-1.991879,-2.073081,-2.134031,-2.183191,-2.223188,-2.254957,-2.283027,-2.30977,-2.330282,-2.347068,-2.360817,-2.373986,-2.384686,-2.391843,-2.39207,-2.385806,-2.358857,2
-0.72242,-0.378047,-0.346953,-0.325611,-0.267417,-0.217913,-0.184042,-0.228118,-0.236123,-0.205946,-0.128112,-0.0515,-0.058159,-0.166303,-0.262957,-0.319824,-0.343561,-0.324675,-0.288312,-0.290233,-0.375356,-0.431395,-0.429419,-0.392189,-0.371063,-0.368125,-0.371248,-0.411401,-0.464818,-0.481178,-0.47857,-0.467582,-0.452832,-0.424445,-0.387665,-0.350724,-0.312631,-0.295305,-0.30856,-0.327233,-0.349725,-0.363463,-0.377154,-0.381397,-0.37434,-0.359667,-0.325551,-0.27951,-0.266294,-0.311464,-0.377791,-0.419927,-0.425258,-0.431463,-0.440511,-0.444067,-0.423556,-0.397334,-0.357786,-0.226797,-0.050036,0.083528,0.053859,-0.052478,-0.126363,-0.207321,-0.275226,-0.31908,-0.27639,-0.218322,-0.151837,-0.179422,-0.203358,-0.254273,-0.35612,-0.338919,-0.26102,-0.113742,0.068991,0.320218,0.608758,0.813556,1.108356,1.430579,1.699615,1.934046,1.864285,1.634914,1.603119,1.619258,1.696171,1.84408,2.085147,2.409139,2.883409,3.514273,4.230521,4.898391,5.388875,5.488213,5.277621,4.77316,4.259688,3.459999,2.699369,2.022952,1.360997,0.745499,0.18693,-0.316252,-0.682744,-0.964469,-1.20385,-1.350135,-1.487682,-1.61467,-1.747952,-1.88844,-1.999693,-2.079167,-2.141079,-2.187832,-2.227591,-2.260409,-2.286338,-2.312363,-2.335232,-2.350623,-2.363698,-2.376316,-2.387196,-2.394273,-2.394356,-2.388171,-2.362049,2
-0.719236,-0.379565,-0.348104,-0.324829,-0.273726,-0.217372,-0.191609,-0.23018,-0.241055,-0.207947,-0.138016,-0.056943,-0.060997,-0.170136,-0.270157,-0.330601,-0.350066,-0.337069,-0.30285,-0.304884,-0.387965,-0.446804,-0.440134,-0.405777,-0.380553,-0.373119,-0.377338,-0.42142,-0.468566,-0.482094,-0.482394,-0.471273,-0.451865,-0.427432,-0.390642,-0.354192,-0.316846,-0.301036,-0.314392,-0.332972,-0.353084,-0.36154,-0.379122,-0.382928,-0.371169,-0.358009,-0.323507,-0.276497,-0.260788,-0.308533,-0.375174,-0.417804,-0.424118,-0.432777,-0.442995,-0.442684,-0.425446,-0.400836,-0.354809,-0.2235,-0.047208,0.085282,0.058677,-0.049732,-0.122089,-0.200961,-0.273754,-0.319584,-0.276004,-0.217808,-0.150921,-0.181125,-0.206813,-0.259561,-0.353972,-0.340847,-0.254305,-0.105925,0.074993,0.329668,0.619631,0.835795,1.125329,1.438311,1.708101,1.949096,1.871173,1.640273,1.601478,1.606159,1.68174,1.843215,2.067508,2.402776,2.878512,3.499028,4.205852,4.88055,5.413381,5.518628,5.249412,4.80772,4.283028,3.43971,2.704402,2.020759,1.348012,0.738928,0.178627,-0.318968,-0.681788,-0.965163,-1.203146,-1.351921,-1.494501,-1.619576,-1.746964,-1.888096,-1.990679,-2.07005,-2.134016,-2.178365,-2.218545,-2.24853,-2.275101,-2.30236,-2.325444,-2.340005,-2.353081,-2.366348,-2.37623,-2.383975,-2.384711,-2.37809,-2.352013,2
-0.742652,-0.400144,-0.372859,-0.348053,-0.298795,-0.253151,-0.217883,-0.238455,-0.240072,-0.198282,-0.12308,-0.044569,-0.042049,-0.124044,-0.210466,-0.277098,-0.30736,-0.285056,-0.274704,-0.28362,-0.355263,-0.392304,-0.367768,-0.322268,-0.295494,-0.27804,-0.273358,-0.326622,-0.409467,-0.447967,-0.45263,-0.457542,-0.440183,-0.408213,-0.36549,-0.328402,-0.289339,-0.271111,-0.287211,-0.315269,-0.34376,-0.350142,-0.369735,-0.379592,-0.367191,-0.357725,-0.325932,-0.28289,-0.269036,-0.319723,-0.391633,-0.436406,-0.445922,-0.453368,-0.464549,-0.463935,-0.442554,-0.412254,-0.365594,-0.231023,-0.048918,0.081478,0.046925,-0.069584,-0.142043,-0.215491,-0.29308,-0.332088,-0.27343,-0.213816,-0.142126,-0.155279,-0.178791,-0.252048,-0.385473,-0.377834,-0.287504,-0.138194,0.051696,0.334844,0.631088,0.84907,1.156495,1.493857,1.769329,1.996975,1.896693,1.626931,1.560096,1.55392,1.614513,1.757245,1.984972,2.3148,2.790956,3.443397,4.183787,4.863674,5.394043,5.494063,5.279928,4.860406,4.290539,3.453624,2.707901,2.007188,1.323792,0.706853,0.144046,-0.354215,-0.715235,-0.991448,-1.201427,-1.279556,-1.377159,-1.511498,-1.672972,-1.863826,-2.013315,-2.106418,-2.17239,-2.220361,-2.258299,-2.289131,-2.317122,-2.343841,-2.36606,-2.381044,-2.394032,-2.407381,-2.417834,-2.425269,-2.426786,-2.419916,-2.393593,2
-0.721518,-0.379978,-0.34956,-0.329086,-0.285341,-0.228068,-0.196576,-0.221399,-0.22332,-0.182061,-0.112082,-0.028156,-0.033231,-0.118134,-0.209578,-0.274812,-0.309242,-0.28891,-0.270887,-0.282054,-0.35593,-0.400022,-0.385225,-0.344987,-0.320861,-0.308541,-0.302442,-0.351653,-0.423436,-0.453517,-0.447891,-0.454773,-0.433947,-0.405413,-0.365982,-0.328357,-0.292071,-0.274955,-0.291429,-0.313191,-0.344089,-0.352111,-0.371178,-0.373562,-0.364991,-0.351317,-0.319731,-0.277405,-0.266237,-0.313396,-0.382462,-0.42807,-0.434742,-0.443554,-0.453692,-0.453986,-0.434957,-0.404892,-0.362845,-0.23498,-0.049674,0.078184,0.048639,-0.067919,-0.138915,-0.215503,-0.287779,-0.325827,-0.278024,-0.216988,-0.148156,-0.168612,-0.188484,-0.251884,-0.367215,-0.356318,-0.271117,-0.121512,0.068018,0.332278,0.620277,0.834278,1.134398,1.457398,1.718639,1.956458,1.879324,1.60781,1.56014,1.565925,1.641932,1.795765,2.022877,2.371303,2.859016,3.489594,4.232343,4.874275,5.40723,5.432523,5.275134,4.741313,4.282702,3.446245,2.701081,2.005053,1.341637,0.723381,0.163042,-0.34009,-0.705742,-0.981481,-1.205752,-1.317056,-1.439289,-1.573879,-1.723246,-1.893323,-2.018258,-2.106087,-2.1699,-2.218578,-2.258681,-2.288796,-2.317404,-2.344375,-2.366317,-2.382273,-2.395305,-2.410063,-2.419778,-2.427147,-2.427203,-2.421873,-2.395574,2
-0.692131,-0.335051,-0.298989,-0.263912,-0.209151,-0.148187,-0.131527,-0.179358,-0.193877,-0.160918,-0.088506,-0.001273,0.001416,-0.10316,-0.206135,-0.271436,-0.295387,-0.276432,-0.24985,-0.263764,-0.349998,-0.406742,-0.400626,-0.361934,-0.341838,-0.331301,-0.332699,-0.376106,-0.431608,-0.456726,-0.454081,-0.455889,-0.438733,-0.410121,-0.377251,-0.344301,-0.310487,-0.290306,-0.304891,-0.327341,-0.352355,-0.359603,-0.376942,-0.377734,-0.368055,-0.356941,-0.322725,-0.27055,-0.258731,-0.313667,-0.380432,-0.424451,-0.430302,-0.444769,-0.452455,-0.455033,-0.435173,-0.408706,-0.375435,-0.245625,-0.07747,0.049309,0.012491,-0.09853,-0.157938,-0.22368,-0.287954,-0.335353,-0.290328,-0.232643,-0.16456,-0.19085,-0.216335,-0.265709,-0.371388,-0.362439,-0.28571,-0.144537,0.036457,0.282653,0.568541,0.767215,1.065297,1.3735,1.653343,1.882456,1.798374,1.564529,1.542228,1.554416,1.634819,1.794154,2.040322,2.390179,2.867419,3.523337,4.272411,4.88721,5.447382,5.453563,5.292972,4.755418,4.287059,3.47677,2.723838,2.042443,1.364089,0.755362,0.191892,-0.316072,-0.67932,-0.968622,-1.201121,-1.336709,-1.476078,-1.610041,-1.750004,-1.898803,-2.00998,-2.091257,-2.156984,-2.202221,-2.243185,-2.275518,-2.303025,-2.33001,-2.352266,-2.368665,-2.381894,-2.395554,-2.405075,-2.414371,-2.412732,-2.406971,-2.37926,2
-0.691649,-0.339321,-0.295669,-0.265286,-0.205483,-0.148757,-0.134589,-0.178598,-0.188538,-0.157804,-0.086795,0.000079,0.007064,-0.097972,-0.20659,-0.269934,-0.294142,-0.282814,-0.253297,-0.26514,-0.355831,-0.412696,-0.412669,-0.3754,-0.34966,-0.343486,-0.342774,-0.38457,-0.438714,-0.458712,-0.458825,-0.457248,-0.437865,-0.41211,-0.379142,-0.34249,-0.312629,-0.295217,-0.307832,-0.329755,-0.352148,-0.360411,-0.378244,-0.377349,-0.367286,-0.354085,-0.321058,-0.270786,-0.257704,-0.310735,-0.37781,-0.422332,-0.430379,-0.440708,-0.44953,-0.45317,-0.433263,-0.409408,-0.369229,-0.24484,-0.07695,0.052719,0.012182,-0.098151,-0.156797,-0.226164,-0.285798,-0.330206,-0.290497,-0.230058,-0.163434,-0.200889,-0.21899,-0.268511,-0.370549,-0.361125,-0.282574,-0.137754,0.043987,0.285705,0.568058,0.77783,1.068055,1.380481,1.649391,1.878582,1.805459,1.561445,1.540067,1.557134,1.644382,1.804415,2.045561,2.387822,2.874072,3.536259,4.249321,4.901306,5.422626,5.503195,5.240341,4.79592,4.283895,3.470859,2.724193,2.034369,1.363303,0.749504,0.190703,-0.317396,-0.683509,-0.96629,-1.205885,-1.346787,-1.488655,-1.618923,-1.755758,-1.901035,-2.008436,-2.090441,-2.153615,-2.200148,-2.240202,-2.271353,-2.299806,-2.327,-2.349404,-2.365311,-2.378063,-2.392346,-2.402421,-2.409669,-2.40973,-2.403542,-2.375635,2
-0.717408,-0.361494,-0.319767,-0.284079,-0.226045,-0.165381,-0.147617,-0.191644,-0.203719,-0.167786,-0.091229,-0.000705,0.009367,-0.090002,-0.187094,-0.26022,-0.285812,-0.269113,-0.247338,-0.259478,-0.34983,-0.394477,-0.383575,-0.342602,-0.311769,-0.303559,-0.300101,-0.34793,-0.415492,-0.450166,-0.450738,-0.450671,-0.437725,-0.413104,-0.374195,-0.338793,-0.299233,-0.281644,-0.296116,-0.324893,-0.348837,-0.355668,-0.376204,-0.380044,-0.370751,-0.359007,-0.323725,-0.276548,-0.263031,-0.316077,-0.387865,-0.43204,-0.437113,-0.44955,-0.461581,-0.462014,-0.440132,-0.412668,-0.371834,-0.249451,-0.068489,0.057634,0.014671,-0.098592,-0.158219,-0.224494,-0.290253,-0.332576,-0.287932,-0.228447,-0.150891,-0.172906,-0.198799,-0.265076,-0.385436,-0.383672,-0.300217,-0.152033,0.03344,0.288849,0.573717,0.787471,1.090908,1.404691,1.693646,1.926888,1.841833,1.594546,1.546397,1.559542,1.620448,1.773349,2.004058,2.346419,2.821467,3.474472,4.230198,4.85067,5.410447,5.515282,5.297783,4.840284,4.298579,3.474391,2.724783,2.014968,1.356497,0.734235,0.17206,-0.327337,-0.700247,-0.98104,-1.204786,-1.310793,-1.426947,-1.557096,-1.708766,-1.882248,-2.016144,-2.105701,-2.168841,-2.21861,-2.258828,-2.289703,-2.317477,-2.344688,-2.367926,-2.382386,-2.396131,-2.410486,-2.420735,-2.427231,-2.428474,-2.422132,-2.394523,2
-0.716172,-0.360047,-0.31875,-0.281166,-0.218569,-0.160472,-0.139374,-0.186253,-0.195959,-0.162245,-0.085759,0.010113,0.01052,-0.087372,-0.191102,-0.256761,-0.285821,-0.265621,-0.241818,-0.253048,-0.340286,-0.391752,-0.385719,-0.341387,-0.316421,-0.305824,-0.306438,-0.353935,-0.421619,-0.452058,-0.452003,-0.454467,-0.439163,-0.410618,-0.373836,-0.337654,-0.29916,-0.283343,-0.301306,-0.321623,-0.348925,-0.358013,-0.375779,-0.379287,-0.370881,-0.357779,-0.326128,-0.273268,-0.26048,-0.314933,-0.385492,-0.431155,-0.438407,-0.450462,-0.458881,-0.463007,-0.440773,-0.412129,-0.368249,-0.24735,-0.071154,0.059908,0.013447,-0.096116,-0.155675,-0.221157,-0.288286,-0.331594,-0.288961,-0.223178,-0.150392,-0.181628,-0.202698,-0.265406,-0.385924,-0.378319,-0.297982,-0.151742,0.039524,0.285559,0.582144,0.788958,1.089078,1.419347,1.704111,1.924167,1.842923,1.595518,1.55524,1.559347,1.627935,1.783906,2.013214,2.349794,2.823997,3.466452,4.204698,4.891316,5.403951,5.482435,5.281597,4.806959,4.29406,3.485961,2.713335,2.025334,1.353908,0.732307,0.1676,-0.336776,-0.704713,-0.982485,-1.211078,-1.324424,-1.44653,-1.572608,-1.715259,-1.887389,-2.015282,-2.105808,-2.17198,-2.21868,-2.25808,-2.289651,-2.316483,-2.345287,-2.366735,-2.381368,-2.396639,-2.408858,-2.418843,-2.426906,-2.425924,-2.420092,-2.394278,2
-0.707,-0.357941,-0.319077,-0.289705,-0.235365,-0.183062,-0.163316,-0.197201,-0.206095,-0.175046,-0.103152,-0.012597,-0.007486,-0.109327,-0.208029,-0.275151,-0.299493,-0.285239,-0.262863,-0.273498,-0.358812,-0.408422,-0.391014,-0.356094,-0.327812,-0.317112,-0.310317,-0.354319,-0.420094,-0.445446,-0.444668,-0.444056,-0.426336,-0.402676,-0.37013,-0.336014,-0.301339,-0.287276,-0.300419,-0.324801,-0.349007,-0.357124,-0.374338,-0.37508,-0.370427,-0.358981,-0.321543,-0.274791,-0.26307,-0.311882,-0.383847,-0.428248,-0.435072,-0.446178,-0.455606,-0.456556,-0.436108,-0.408622,-0.370201,-0.244846,-0.075472,0.051922,0.010486,-0.096329,-0.161394,-0.226729,-0.289837,-0.332849,-0.290647,-0.229674,-0.159061,-0.192354,-0.209169,-0.269862,-0.380877,-0.37318,-0.293264,-0.148921,0.034011,0.274497,0.554126,0.763813,1.057492,1.368617,1.643877,1.886763,1.806349,1.569243,1.532363,1.557733,1.635633,1.79703,2.03955,2.380164,2.854202,3.518804,4.255427,4.914513,5.395039,5.485018,5.328207,4.796627,4.2699,3.499485,2.741379,2.034182,1.383749,0.751902,0.197459,-0.30914,-0.675834,-0.956354,-1.189661,-1.312622,-1.437138,-1.555659,-1.704334,-1.879394,-2.005956,-2.097168,-2.161327,-2.208902,-2.248023,-2.280092,-2.309259,-2.336968,-2.358832,-2.373926,-2.388469,-2.400851,-2.412171,-2.418571,-2.420086,-2.412534,-2.38735,2
-0.71515,-0.367395,-0.330489,-0.302501,-0.244476,-0.189017,-0.167015,-0.207254,-0.215242,-0.180417,-0.107054,-0.017102,-0.015706,-0.10786,-0.205578,-0.274244,-0.302239,-0.281759,-0.260659,-0.274587,-0.356494,-0.404351,-0.391535,-0.347855,-0.319597,-0.306975,-0.304264,-0.351666,-0.415662,-0.447814,-0.445813,-0.448421,-0.433115,-0.407127,-0.369944,-0.335184,-0.305782,-0.290394,-0.303715,-0.326242,-0.350272,-0.359856,-0.381428,-0.380534,-0.371888,-0.363489,-0.327815,-0.277642,-0.262795,-0.317534,-0.388269,-0.435248,-0.441908,-0.452456,-0.462246,-0.461893,-0.439194,-0.412003,-0.370043,-0.246326,-0.074738,0.05113,0.012323,-0.099747,-0.157337,-0.225585,-0.290963,-0.334753,-0.288845,-0.231646,-0.15684,-0.180437,-0.204876,-0.270243,-0.38684,-0.380319,-0.299028,-0.155317,0.021704,0.279124,0.562774,0.766027,1.061586,1.373748,1.667012,1.8997,1.818531,1.577494,1.548989,1.561291,1.629309,1.79225,2.034504,2.364403,2.842605,3.492646,4.193741,4.875261,5.446143,5.527362,5.265987,4.826873,4.312885,3.497846,2.743181,2.051709,1.373921,0.765151,0.195623,-0.304559,-0.676724,-0.954764,-1.1837,-1.30107,-1.41197,-1.528986,-1.682469,-1.862733,-2.0035,-2.094838,-2.159074,-2.207867,-2.249326,-2.279509,-2.307717,-2.335498,-2.357905,-2.373853,-2.388537,-2.400702,-2.411685,-2.419589,-2.418887,-2.412916,-2.386415,2
-0.713825,-0.361281,-0.31866,-0.28461,-0.225088,-0.170192,-0.147032,-0.184,-0.193713,-0.155877,-0.077257,0.009738,0.013955,-0.085081,-0.190669,-0.261012,-0.291443,-0.273955,-0.249835,-0.271939,-0.353518,-0.40463,-0.397425,-0.354157,-0.329456,-0.322821,-0.318525,-0.366013,-0.43018,-0.458225,-0.455721,-0.457248,-0.436602,-0.403915,-0.369057,-0.330725,-0.29448,-0.281735,-0.294284,-0.32293,-0.349622,-0.358852,-0.378812,-0.378352,-0.367117,-0.360136,-0.323718,-0.272147,-0.26289,-0.313401,-0.384445,-0.432764,-0.440796,-0.450453,-0.464537,-0.462774,-0.442243,-0.412398,-0.371604,-0.243777,-0.065746,0.06919,0.025801,-0.089119,-0.153342,-0.223597,-0.289887,-0.333327,-0.286842,-0.227058,-0.154404,-0.186113,-0.210171,-0.269987,-0.383618,-0.374747,-0.289524,-0.136553,0.047712,0.308614,0.612913,0.812534,1.120924,1.455857,1.713016,1.960036,1.860304,1.587036,1.547999,1.546476,1.621883,1.771439,2.006552,2.333883,2.820789,3.468195,4.187543,4.866554,5.405604,5.541264,5.272515,4.810073,4.29637,3.475699,2.705955,2.022152,1.34901,0.727065,0.159817,-0.34309,-0.710423,-0.990797,-1.215408,-1.338578,-1.467763,-1.595356,-1.737158,-1.89768,-2.016137,-2.103435,-2.164527,-2.21161,-2.251669,-2.284305,-2.310623,-2.338134,-2.360639,-2.374919,-2.387767,-2.401933,-2.411676,-2.418364,-2.419747,-2.414042,-2.386692,2
-0.714807,-0.35566,-0.318276,-0.285098,-0.225282,-0.171625,-0.148813,-0.18612,-0.196251,-0.15719,-0.085164,0.005015,0.011575,-0.094212,-0.1964,-0.272362,-0.293955,-0.283341,-0.254948,-0.271032,-0.357637,-0.414421,-0.407936,-0.369672,-0.343939,-0.338597,-0.338698,-0.383969,-0.437277,-0.460857,-0.461806,-0.458032,-0.434477,-0.405098,-0.366982,-0.329869,-0.292036,-0.280114,-0.293542,-0.32025,-0.346446,-0.357267,-0.371182,-0.370879,-0.363299,-0.348254,-0.31536,-0.264027,-0.253378,-0.308137,-0.378279,-0.426643,-0.434049,-0.444384,-0.459396,-0.456438,-0.437567,-0.408929,-0.365185,-0.23377,-0.055488,0.079038,0.036823,-0.081964,-0.151772,-0.216723,-0.28441,-0.328974,-0.283871,-0.220724,-0.155983,-0.183589,-0.21143,-0.271351,-0.371955,-0.363431,-0.277939,-0.126335,0.062003,0.328692,0.623403,0.831405,1.136931,1.463819,1.747595,1.95757,1.877179,1.597372,1.552081,1.55803,1.629835,1.774189,2.016344,2.348483,2.819669,3.472089,4.234237,4.872261,5.413673,5.489358,5.274613,4.759112,4.276267,3.449497,2.695801,2.005637,1.333887,0.719459,0.151871,-0.347268,-0.716991,-0.995193,-1.227529,-1.362956,-1.49643,-1.627211,-1.763584,-1.909504,-2.019848,-2.099939,-2.164917,-2.210256,-2.250599,-2.279994,-2.308464,-2.335284,-2.357476,-2.374026,-2.384495,-2.400214,-2.409618,-2.417397,-2.41626,-2.411415,-2.383392,2
-0.691192,-0.339256,-0.301704,-0.268982,-0.210057,-0.154276,-0.13866,-0.182327,-0.193403,-0.165392,-0.090589,-0.006364,0.000582,-0.104045,-0.210446,-0.277505,-0.302944,-0.284786,-0.25856,-0.272352,-0.357547,-0.411354,-0.403408,-0.360661,-0.333682,-0.322937,-0.322324,-0.365493,-0.427005,-0.451275,-0.449387,-0.449311,-0.432948,-0.410457,-0.37711,-0.342676,-0.309534,-0.296488,-0.310349,-0.334054,-0.355386,-0.364305,-0.378639,-0.383339,-0.374134,-0.3621,-0.331843,-0.278436,-0.265911,-0.316252,-0.386762,-0.427936,-0.435037,-0.447543,-0.456543,-0.458569,-0.439845,-0.410335,-0.372854,-0.255084,-0.086084,0.039602,-0.000012,-0.104935,-0.16656,-0.226021,-0.293738,-0.336843,-0.29496,-0.234293,-0.166765,-0.191664,-0.214414,-0.270314,-0.382983,-0.371983,-0.293053,-0.152338,0.024539,0.271266,0.546746,0.742314,1.03864,1.357566,1.628694,1.846974,1.786253,1.553784,1.522983,1.546578,1.636897,1.791448,2.042009,2.38944,2.867243,3.504073,4.242325,4.929681,5.409137,5.497251,5.302585,4.815045,4.33649,3.494338,2.751049,2.057378,1.384766,0.76568,0.206003,-0.301972,-0.6716,-0.951217,-1.190507,-1.315843,-1.445288,-1.572843,-1.715184,-1.877967,-2.001124,-2.088673,-2.152318,-2.200617,-2.241016,-2.271522,-2.299159,-2.328492,-2.349842,-2.365701,-2.378881,-2.392867,-2.404267,-2.409797,-2.411643,-2.403993,-2.37837,2
-0.688556,-0.331898,-0.290247,-0.261358,-0.200256,-0.148807,-0.123973,-0.169601,-0.183289,-0.150605,-0.079351,0.011465,0.012664,-0.085964,-0.19613,-0.260766,-0.286193,-0.269453,-0.246622,-0.257939,-0.347536,-0.404775,-0.396063,-0.361179,-0.337206,-0.332527,-0.330867,-0.373113,-0.430406,-0.451269,-0.454678,-0.453369,-0.438206,-0.412878,-0.378276,-0.346097,-0.311434,-0.300094,-0.310611,-0.333475,-0.356344,-0.364619,-0.381477,-0.384528,-0.375949,-0.36355,-0.327435,-0.278934,-0.266481,-0.316534,-0.38755,-0.430457,-0.437312,-0.444304,-0.455485,-0.456066,-0.438557,-0.412436,-0.37684,-0.255798,-0.087237,0.040427,0.000951,-0.108416,-0.164551,-0.229422,-0.294405,-0.338893,-0.297058,-0.240301,-0.170377,-0.195416,-0.221345,-0.273852,-0.376875,-0.368163,-0.288507,-0.151647,0.027446,0.271654,0.549983,0.743036,1.035982,1.3426,1.618192,1.845084,1.772142,1.539727,1.524364,1.555604,1.634914,1.802243,2.042328,2.386447,2.869654,3.528364,4.25475,4.893464,5.406994,5.46279,5.27929,4.840298,4.317048,3.502367,2.756713,2.051528,1.390972,0.767691,0.210387,-0.298382,-0.667001,-0.952654,-1.192809,-1.331311,-1.464802,-1.597166,-1.737838,-1.889993,-2.007219,-2.089408,-2.153558,-2.200739,-2.2434,-2.272341,-2.301715,-2.32898,-2.350776,-2.367043,-2.381715,-2.394446,-2.405552,-2.413014,-2.411007,-2.405422,-2.379086,2
