@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute target {1,2,3}

@data
-1.711272,-0.904278,0.279969,1.452037,2.679101,3.118886,3.165288,2.843881,1.692688,0.610644,-0.535795,-1.479874,-1.645793,-0.7287,0.412476,1.636702,2.811947,3.238145,3.020363,3.378225,2.903537,1.773596,0.663635,-0.480062,-1.412955,-1.157049,-1.635357,-2.182421,-2.517831,-2.350464,-1.777412,-1.429155,-1.222041,-1.533543,-2.041572,-2.552504,-2.421806,-1.881579,-1.225082,-0.854575,2
-1.664249,-0.928332,0.274852,1.440336,2.679342,3.24041,3.105814,3.036209,1.907548,0.781787,-0.459443,-1.430678,-1.724674,-0.881601,0.246774,1.385443,2.576416,3.136653,2.974981,3.147278,2.931141,1.947953,0.714565,-0.410094,-1.425591,-0.933612,-1.381736,-2.023335,-2.660309,-2.612016,-1.953593,-1.2903,-0.953893,-1.171388,-1.677599,-2.359254,-2.731985,-2.254857,-1.587715,-1.01125,2
-1.763143,-1.025863,0.129979,1.307347,2.523316,3.176969,3.182032,2.770355,1.587744,0.472851,-0.717277,-1.642428,-1.648005,-0.564467,0.545385,1.754495,2.810684,3.250606,3.041882,3.434509,3.020184,1.863108,0.690337,-0.446087,-1.406931,-1.102972,-1.563722,-2.034294,-2.522332,-2.401558,-1.805949,-1.198592,-1.014509,-1.26928,-1.69527,-2.272907,-2.612524,-2.202532,-1.580439,-1.070701,2
-1.350291,-0.833099,0.236972,1.413864,2.329192,2.998451,3.038672,2.612278,1.757228,0.684913,-0.436414,-1.189681,-1.209571,-0.393925,0.670743,1.804201,2.912894,3.158346,2.937936,3.000657,3.042717,2.262776,1.036018,-0.143366,-1.103354,-1.342851,-1.627435,-2.03636,-2.513593,-2.484418,-2.126589,-1.814285,-1.510731,-1.500769,-1.898631,-2.374748,-2.606208,-2.26627,-1.803298,-1.331974,1
-1.354084,-0.778441,0.424936,1.369823,2.47055,3.012868,2.829903,1.999206,1.102433,0.143098,-0.965837,-1.394919,-0.922203,0.152257,1.323193,2.532988,3.077125,2.886128,3.032241,3.223232,3.032655,2.01469,1.015514,-0.239769,-1.047305,-1.133154,-1.673054,-2.119878,-2.42505,-2.724374,-2.360452,-1.767561,-1.317205,-1.215141,-1.685404,-2.325905,-2.784337,-2.392222,-1.823448,-1.193099,1
-1.392778,-0.678594,0.376696,1.395053,2.281777,3.023179,2.934975,2.237334,1.32808,0.410786,-0.765351,-1.420652,-1.214707,-0.201352,0.945096,2.129698,3.101833,3.044626,2.948663,3.381664,3.25937,2.138244,0.936787,-0.266286,-1.194782,-1.375897,-1.740561,-2.220545,-2.519564,-2.256263,-1.859763,-1.714402,-1.661339,-1.377559,-1.686278,-2.098382,-2.548787,-2.417462,-1.904026,-1.358534,1
-1.332542,-0.635654,0.533109,1.536605,2.470867,3.063251,2.885804,2.081986,1.356218,0.435174,-0.704984,-1.272691,-1.029149,-0.105714,1.029124,1.966123,2.962497,3.045432,3.050416,3.246925,3.117224,2.120717,1.009977,-0.170658,-1.096004,-1.64,-1.951571,-2.353525,-2.454393,-2.28282,-2.006294,-1.624394,-1.422412,-1.717122,-2.152838,-2.54221,-2.430589,-2.069718,-1.552346,-1.363822,1
-1.545125,-0.825588,0.337099,1.394681,2.490074,3.20698,3.097105,2.516377,1.31397,0.2446,-0.885055,-1.575762,-1.390058,-0.380705,0.729441,1.903617,2.953154,3.226975,3.07557,3.386242,3.169228,1.924022,0.712694,-0.501738,-1.358925,-1.351052,-1.722167,-2.217515,-2.531358,-2.203099,-1.819168,-1.436262,-1.201271,-1.443052,-1.944674,-2.450644,-2.456692,-1.993899,-1.371498,-1.07652,1
-1.618441,-0.873676,0.299647,1.364283,2.281066,2.853936,2.645047,1.771287,0.708305,-0.440443,-1.415686,-1.556081,-0.796819,0.458795,1.657019,2.877095,3.411717,2.864129,2.81901,3.482638,3.386496,2.071931,0.89689,-0.473798,-1.360049,-1.459569,-1.855306,-2.333083,-2.389699,-2.304612,-1.962766,-1.558526,-1.138548,-1.384344,-1.913377,-2.515959,-2.504188,-1.870961,-1.087372,-1.035989,1
-1.630192,-0.858526,0.358478,1.433884,2.512999,3.075292,2.970045,2.154253,1.174673,0.11352,-1.047723,-1.588557,-1.305882,-0.340744,0.869683,2.012235,3.181602,3.056663,3.010004,3.525845,3.246119,2.078286,0.939901,-0.27564,-1.329252,-1.427749,-1.844976,-2.390832,-2.349339,-1.96877,-1.861642,-1.539262,-1.197445,-1.303446,-1.736024,-2.322415,-2.596018,-2.189405,-1.455373,-1.154272,2
-1.780831,-1.028382,0.294438,1.509268,2.736761,3.029459,3.011957,2.265369,1.082161,-0.039487,-1.177398,-1.815458,-1.369531,-0.195893,1.041237,2.290263,3.210154,3.019057,2.938895,3.468138,3.051855,1.816808,0.696887,-0.536538,-1.441068,-1.048196,-1.502107,-2.04983,-2.489198,-2.402312,-1.935574,-1.453874,-1.028518,-1.330197,-1.904783,-2.531616,-2.560875,-2.047126,-1.145834,-0.64808,2
-1.683,-0.959964,0.282774,1.399316,2.633278,3.187921,3.147764,2.772048,1.63608,0.453947,-0.746074,-1.575937,-1.536805,-0.660376,0.529882,1.705149,2.835238,3.165241,3.056006,3.34184,2.968357,1.835538,0.660696,-0.546867,-1.516998,-1.041187,-1.502216,-2.138564,-2.623119,-2.422038,-1.883475,-1.427975,-1.023968,-1.098592,-1.666322,-2.301996,-2.675325,-2.220725,-1.500344,-0.859206,2
-1.827619,-0.949827,0.234137,1.558838,2.741551,3.036243,2.936905,2.58191,1.489293,0.314861,-0.887826,-1.798554,-1.691732,-0.670027,0.620636,1.936622,3.047329,2.972295,2.9866,3.465773,3.136287,1.898654,0.726325,-0.536698,-1.474615,-1.038179,-1.521005,-2.234856,-2.625221,-2.300838,-1.509846,-1.0641,-1.011794,-1.39315,-1.9754,-2.616414,-2.485872,-1.825039,-1.324821,-0.920827,2
-1.383336,-0.688461,0.411919,1.439669,2.36216,3.005593,2.84851,2.148592,1.247792,0.013483,-1.107965,-1.583576,-0.942012,0.067783,1.133794,2.253131,3.095768,2.944708,3.11628,3.370463,3.191869,2.130291,1.002403,-0.205307,-1.216389,-1.444914,-1.6535,-1.99198,-2.38974,-2.451245,-2.09875,-1.680548,-1.456338,-1.468111,-1.842239,-2.265514,-2.50939,-2.185396,-1.769043,-1.450451,1
-1.405982,-0.681446,0.453785,1.509718,2.48009,3.09161,2.96085,2.321891,1.511029,0.396289,-0.732139,-1.336268,-1.130386,-0.148347,0.982465,1.929169,2.909546,3.067646,3.038367,3.216191,3.126203,2.038615,0.833176,-0.36752,-1.177315,-1.378044,-1.681957,-2.167089,-2.62046,-2.377478,-2.03221,-1.633803,-1.316199,-1.545369,-1.973846,-2.472141,-2.591413,-2.260894,-1.650616,-1.185719,1
-1.390721,-0.816078,0.387485,1.503202,2.366503,2.969524,2.924037,2.273793,1.476991,0.434334,-0.704365,-1.324655,-1.046535,-0.066072,0.998429,2.212468,3.052895,3.011823,2.931863,3.22705,3.117411,2.01644,0.901396,-0.21674,-1.140888,-1.410376,-1.837733,-2.385001,-2.656571,-2.300715,-1.898734,-1.495955,-1.347696,-1.676333,-2.162194,-2.616821,-2.575094,-2.021621,-1.529166,-1.185579,2
-1.386822,-0.806651,0.291067,1.352316,2.20828,2.895954,2.971131,2.411886,1.526915,0.590277,-0.606558,-1.294631,-1.227635,-0.43765,0.732427,1.892724,2.943811,3.305812,2.936504,3.314222,3.298775,2.158124,1.007242,-0.185099,-1.149805,-1.442351,-1.868623,-2.26923,-2.447317,-2.42589,-1.888024,-1.614426,-1.465801,-1.484318,-1.960524,-2.434025,-2.566859,-2.173901,-1.517659,-1.18367,2
-1.584341,-0.961565,0.325483,1.372936,2.519305,3.054518,3.014915,2.613416,1.518451,0.404886,-0.792456,-1.497977,-1.256657,-0.172537,0.944976,2.185087,3.078694,2.893109,2.981314,3.209922,2.981214,1.932058,0.723906,-0.448637,-1.356575,-1.154055,-1.710067,-2.287809,-2.72589,-2.498392,-1.821789,-1.518947,-1.228845,-1.071645,-1.487967,-2.119033,-2.713108,-2.511811,-1.747735,-1.086353,2
-1.691925,-0.866991,0.356179,1.504731,2.640556,3.092552,2.920082,2.265103,1.060474,-0.071767,-1.236948,-1.718114,-1.244541,-0.134547,0.992481,2.17188,3.072856,3.171122,3.082842,3.406809,3.026833,1.909825,0.823353,-0.412327,-1.389325,-1.08201,-1.510592,-2.193668,-2.640522,-2.481628,-1.849787,-1.37916,-1.038856,-1.299228,-1.814096,-2.355822,-2.604655,-2.149124,-1.454154,-0.877893,2
-1.424756,-0.93869,0.223953,1.500543,2.555953,3.116381,3.094589,2.576338,1.351333,0.167631,-0.966896,-1.395731,-1.183137,-0.377225,0.702548,1.842621,2.961578,3.114883,3.009203,3.293872,3.064854,2.066165,0.901134,-0.235767,-1.18792,-1.058,-1.534281,-2.186034,-2.569658,-2.332118,-1.972307,-1.637605,-1.327735,-1.41863,-1.849018,-2.42121,-2.680171,-2.282732,-1.59006,-0.9739,2
-1.746344,-1.035599,0.293916,1.572727,2.710452,3.060184,3.008481,2.393757,1.120812,-0.00975,-1.167852,-1.69423,-1.265324,-0.026869,1.142549,2.373822,3.064677,2.920893,3.047637,3.443743,2.957313,1.747324,0.591468,-0.663995,-1.522357,-1.137332,-1.652474,-2.346296,-2.679157,-2.207855,-1.698338,-1.221505,-1.090737,-1.456989,-1.961421,-2.629477,-2.538404,-1.887414,-1.042017,-0.768018,2
-1.72816,-1.019095,0.186791,1.354882,2.462556,3.170869,3.152432,2.727806,1.640819,0.453791,-0.653739,-1.668621,-1.59542,-0.578574,0.560537,1.734957,2.866819,3.12909,3.110744,3.43605,3.009814,1.911132,0.796753,-0.379745,-1.400376,-1.249706,-1.568188,-2.217333,-2.535327,-2.128535,-1.64141,-1.473285,-1.137178,-1.288042,-1.810233,-2.34055,-2.629671,-2.141003,-1.492224,-1.02943,2
-1.650963,-0.946062,0.228239,1.374527,2.45631,2.997325,2.885106,3.030701,2.072929,0.92873,-0.267743,-1.301331,-1.609142,-0.836478,0.315069,1.468162,2.621599,2.904959,2.796079,3.045575,3.231328,2.218537,0.919761,-0.328064,-1.322144,-0.947267,-1.536479,-2.301084,-2.863116,-2.536132,-1.860803,-1.27008,-0.971233,-1.124354,-1.75419,-2.453638,-2.943189,-2.393919,-1.516194,-0.76133,2
-1.567878,-0.841206,0.361516,1.485703,2.643201,2.936206,2.808276,2.960545,1.786152,0.697768,-0.489272,-1.432974,-1.586156,-0.641544,0.527403,1.70895,2.804509,2.902832,2.759533,3.188404,3.231592,2.171022,0.898934,-0.368427,-1.416265,-1.173621,-1.591124,-2.32592,-2.601143,-2.345885,-2.037499,-1.530996,-1.099073,-1.377933,-2.001835,-2.679497,-2.699641,-1.978057,-1.255514,-0.831085,2
-1.932289,-1.012942,0.308918,1.487494,2.846378,3.097664,3.043931,3.172389,2.024777,0.947997,-0.264863,-1.465717,-1.932283,-1.178728,0.000278,1.192406,2.460093,3.037115,2.944464,2.965413,2.951903,2.003122,0.734921,-0.447929,-1.552772,-0.837831,-1.369242,-2.275653,-2.858239,-2.328778,-1.442035,-0.796591,-0.800183,-1.073941,-1.741257,-2.513734,-2.890978,-2.234053,-1.439278,-0.829949,3
-1.761392,-0.974859,0.308795,1.60354,2.882205,3.126174,3.05271,2.630505,1.447397,0.247589,-0.984496,-1.724969,-1.514766,-0.436341,0.64693,1.901049,2.823947,3.03941,2.910992,3.169863,2.963432,1.847006,0.711277,-0.512303,-1.455434,-0.896414,-1.47806,-2.364864,-2.898945,-2.3619,-1.493001,-0.916035,-0.836126,-1.237585,-1.857036,-2.692672,-2.848815,-2.12033,-1.332224,-0.614254,3
-1.562594,-1.015093,0.240149,1.299611,2.556362,3.040211,2.91661,2.235624,1.17055,0.213216,-1.026321,-1.598429,-1.175121,-0.133623,1.010207,2.184625,3.203612,3.187599,2.989617,3.40882,3.118412,1.96958,0.810537,-0.391994,-1.299768,-1.329016,-1.876653,-2.421512,-2.519591,-2.19437,-1.736356,-1.378238,-1.327072,-1.77423,-2.267484,-2.687536,-2.254001,-1.631669,-1.00014,-0.954535,2
-1.532165,-0.965827,0.192405,1.279829,2.300649,2.996166,3.033213,2.56933,1.455602,0.479054,-0.68802,-1.470605,-1.282157,-0.240842,0.885868,2.14142,3.08614,2.881856,2.943165,3.385685,3.186826,2.077398,0.924761,-0.2564,-1.23952,-1.354604,-1.71249,-2.375071,-2.53019,-2.125865,-1.927672,-1.690985,-1.304583,-1.298571,-1.806864,-2.334995,-2.607389,-2.243931,-1.656483,-1.174138,2
-1.432903,-0.798015,0.329684,1.421224,2.440762,3.068088,3.031799,2.625148,1.859275,0.801276,-0.272292,-1.217578,-1.33379,-0.508284,0.65171,1.757068,2.766474,3.271013,3.101421,3.218801,2.976846,1.865481,0.758764,-0.36573,-1.230287,-1.513254,-1.799338,-2.238591,-2.506006,-2.261004,-1.889199,-1.612185,-1.366223,-1.633388,-1.975762,-2.38021,-2.53529,-2.165073,-1.611658,-1.298777,1
-1.334181,-0.755396,0.47339,1.533178,2.265672,2.897271,2.981174,2.270495,1.495019,0.688755,-0.424666,-1.139092,-1.111331,-0.374996,0.719224,1.942621,3.045013,2.9796,2.919638,3.061462,3.179964,2.305333,1.097497,-0.051529,-1.047077,-1.319033,-1.861824,-2.284214,-2.47868,-2.631976,-2.13503,-1.773818,-1.367533,-1.48779,-1.907183,-2.392738,-2.707654,-2.295668,-1.762856,-1.211041,1
-1.474571,-0.812258,0.5347,1.51852,2.361775,2.836267,2.744472,2.063687,1.199366,0.149687,-0.984033,-1.458719,-1.059923,0.052454,1.310409,2.5972,3.293432,2.976215,2.762524,3.207013,3.166878,2.110125,0.950224,-0.214435,-1.15926,-1.284171,-1.770373,-2.190499,-2.581769,-2.39327,-1.924067,-1.582537,-1.371147,-1.619087,-2.076913,-2.617841,-2.634372,-2.139017,-1.464506,-1.022178,2
-1.743252,-1.012364,0.178236,1.491764,2.786351,3.033153,3.036381,2.624314,1.360608,0.099454,-1.082406,-1.655822,-1.409714,-0.306773,0.843648,2.063992,3.066979,2.833009,2.791129,3.20114,3.166562,2.055405,0.808043,-0.440346,-1.414635,-1.029185,-1.517658,-2.396578,-2.612797,-2.138305,-1.820405,-1.240814,-1.009064,-1.347377,-2.035616,-2.68421,-2.799179,-1.995941,-1.117687,-0.630042,2
-1.781937,-1.045873,0.166548,1.365445,2.599527,3.055139,2.98418,3.078902,2.175848,0.963725,-0.23386,-1.372281,-1.809745,-1.000396,0.239365,1.474466,2.731235,2.971448,2.85392,3.301486,3.014789,1.947631,0.754926,-0.412812,-1.472556,-1.097703,-1.65786,-2.374966,-2.590607,-2.226808,-1.788861,-1.272554,-1.116359,-1.377152,-1.877488,-2.484943,-2.593934,-2.012093,-1.278969,-0.798822,2
-1.826552,-0.997545,0.333933,1.447211,2.671408,2.862815,3.010038,2.681543,1.539686,0.401226,-0.90813,-1.816313,-1.579607,-0.403209,0.81048,2.069961,3.122757,2.769177,2.696102,3.21574,3.212635,2.11817,0.798012,-0.480269,-1.643123,-1.4589,-2.128739,-2.736999,-2.381809,-1.938737,-1.643777,-1.057805,-0.852593,-1.424846,-2.207094,-2.848958,-2.313563,-1.504896,-0.713919,-0.893513,3
-1.584058,-0.949264,0.286455,1.564912,2.495378,3.127016,2.995854,2.336557,1.384846,0.315327,-0.797807,-1.538798,-1.148474,-0.205073,0.966419,2.136044,3.117383,3.193638,3.139928,3.438853,2.837332,1.772916,0.703077,-0.573453,-1.423254,-1.394954,-1.780531,-2.345317,-2.520685,-2.164081,-1.633497,-1.47867,-1.315711,-1.316057,-1.839002,-2.357915,-2.619417,-2.138033,-1.544323,-1.143563,1
-1.467853,-0.942344,0.270933,1.443567,2.495766,3.136273,2.996456,2.284324,1.344849,0.20765,-0.71627,-1.457906,-1.271557,-0.264453,0.865082,2.039663,3.146915,3.2187,3.003497,3.309622,3.126416,1.929194,0.775953,-0.282808,-1.214798,-1.415014,-1.74778,-2.36562,-2.55436,-2.216298,-1.819286,-1.611478,-1.244145,-1.315142,-1.818063,-2.379506,-2.63549,-2.133549,-1.515184,-1.205956,1
-1.725258,-0.898402,0.362637,1.480245,2.474839,2.986894,2.97251,2.292232,0.935516,-0.179745,-1.316788,-1.844389,-1.242094,-0.052603,1.077398,2.245602,3.122965,3.25057,3.047167,3.540514,3.079746,1.965958,0.842371,-0.360879,-1.404043,-1.226003,-1.674786,-2.10383,-2.30171,-2.294547,-1.906985,-1.545044,-1.284618,-1.546896,-2.017917,-2.458537,-2.289661,-1.897629,-1.204942,-0.899858,2
-1.681808,-1.041548,0.131288,1.27113,2.675845,3.229368,3.066915,2.97019,1.646789,0.396816,-0.876029,-1.619809,-1.44518,-0.421367,0.728155,1.794905,2.541053,2.946707,2.927109,3.462222,3.181613,1.909568,0.759792,-0.548299,-1.489943,-1.423869,-1.775567,-2.39852,-2.527115,-2.098535,-1.787796,-1.400547,-0.9021,-1.295004,-1.835485,-2.532962,-2.601746,-1.9362,-1.017793,-0.982242,2
-1.785448,-0.982207,0.346234,1.621866,2.888327,3.151952,2.814419,2.812456,1.642474,0.465156,-0.721778,-1.661694,-1.61905,-0.581047,0.49214,1.706348,2.698883,3.117512,2.980485,3.030374,3.028637,2.004916,0.872903,-0.344943,-1.435357,-1.084806,-1.590695,-2.305545,-2.788188,-2.332774,-1.707252,-1.091886,-0.854392,-1.018758,-1.578059,-2.222671,-2.847765,-2.419869,-1.658805,-1.042094,2
-1.612936,-1.072361,-0.00941,1.175797,2.358586,3.216439,3.15066,3.213674,2.333831,1.07784,-0.072324,-1.165526,-1.605491,-1.07694,0.036087,1.145484,2.337244,3.106146,3.01288,3.262769,3.041792,1.9599,0.87022,-0.300856,-1.270948,-1.210985,-1.603116,-2.20637,-2.547841,-2.293036,-1.825642,-1.440161,-1.336399,-1.678769,-2.159499,-2.613969,-2.391047,-1.817688,-1.14634,-0.841694,2
-1.706874,-1.068616,-0.076728,1.081855,2.397041,3.261713,3.22174,2.998972,1.900903,0.817225,-0.367818,-1.310891,-1.7387,-0.972153,0.217074,1.351218,2.543673,3.19816,3.065048,3.345929,3.08141,2.02397,0.88297,-0.299835,-1.354962,-1.069151,-1.500246,-2.214729,-2.624848,-2.272007,-1.664891,-1.253458,-1.07868,-1.310782,-1.794505,-2.374548,-2.598927,-2.153231,-1.584749,-0.997572,2
-1.618436,-0.849548,0.364117,1.530909,2.70953,3.242226,3.071984,3.06092,1.879266,0.883161,-0.282385,-1.347939,-1.748236,-0.961872,0.240143,1.382478,2.617763,3.100138,3.023968,3.08441,2.909871,1.859429,0.688314,-0.442065,-1.447377,-1.122435,-1.497977,-2.067059,-2.664921,-2.495154,-1.913249,-1.524384,-1.0951,-1.258052,-1.78126,-2.401078,-2.678574,-2.155144,-1.431124,-0.865258,2
-1.831334,-0.942394,0.314959,1.577221,2.703114,2.886634,3.245173,2.780105,1.684937,0.559881,-0.652594,-1.640326,-1.830631,-0.860362,0.371854,1.537824,2.635726,3.280817,2.879337,3.092345,3.225525,2.070471,0.847411,-0.401721,-1.484743,-1.015427,-1.40478,-2.197285,-2.683434,-2.311575,-1.611743,-1.069389,-0.899524,-1.203889,-1.676948,-2.315121,-2.726531,-2.302499,-1.598878,-1.032205,2
-1.592191,-1.026534,0.172048,1.293524,2.340321,3.031783,2.971613,2.150565,1.121381,0.198028,-0.950574,-1.517473,-1.080263,-0.038748,1.120509,2.258399,3.367864,3.150372,2.968248,3.282264,3.148161,2.204778,0.919711,-0.332304,-1.347091,-1.316383,-1.710521,-2.083138,-2.384034,-2.321047,-2.087453,-1.68899,-1.419343,-1.575659,-1.805097,-2.279277,-2.439055,-2.085002,-1.565739,-1.053655,1
-1.349947,-0.783,0.160548,1.394305,2.430177,2.972936,2.947765,2.258355,1.351896,0.247824,-0.915115,-1.490782,-1.125373,-0.191187,0.868941,2.022325,3.078946,3.103662,3.016939,3.356399,3.298921,2.16959,1.012727,-0.236202,-1.131068,-1.368662,-1.625118,-2.095838,-2.365296,-2.343939,-2.079269,-1.679705,-1.369826,-1.51511,-1.846484,-2.295138,-2.58379,-2.251018,-1.735227,-1.315162,1
-1.449784,-0.970912,0.221676,1.260355,2.315371,3.180317,3.1305,2.320854,1.391733,0.349217,-0.705066,-1.365268,-1.288249,-0.436661,0.704354,1.946208,2.909924,3.003758,3.128529,3.434078,3.143064,2.152462,0.86689,-0.301748,-1.265479,-0.751927,-1.305611,-1.985244,-2.52825,-2.460926,-2.058799,-1.927819,-1.497543,-1.531075,-1.965706,-2.496305,-2.62875,-2.171092,-1.521559,-0.845516,1
-1.505111,-0.887255,0.411534,1.400096,2.402653,2.861594,2.759496,2.159108,1.149045,0.157233,-1.02671,-1.49927,-0.9708,0.131101,1.28516,2.520494,3.426717,3.046424,2.730746,3.217197,3.210574,2.04088,0.855103,-0.437991,-1.306794,-1.190033,-1.654283,-2.093122,-2.451048,-2.548483,-2.100628,-1.677476,-1.373796,-1.382455,-1.892695,-2.496539,-2.693592,-2.212675,-1.425067,-0.939335,2
-1.708893,-0.852802,0.38081,1.56778,2.668228,2.942315,2.835463,1.956372,0.786155,-0.424692,-1.451714,-1.693892,-0.957791,0.280981,1.374101,2.676166,3.258643,3.079979,2.685419,3.092591,3.282949,2.063046,0.934393,-0.326091,-1.357788,-1.321329,-1.719489,-2.295316,-2.501193,-2.291828,-1.86779,-1.491749,-1.084916,-1.415527,-1.927011,-2.592368,-2.582776,-1.955816,-1.13284,-0.911781,2
-1.624539,-1.134054,0.075097,1.213049,2.301578,2.866544,2.709173,2.138676,0.91046,-0.248164,-1.251705,-1.528827,-0.803891,0.366733,1.635935,2.771651,3.208119,2.887503,2.984738,3.639594,3.223209,2.001027,0.860125,-0.380687,-1.306569,-1.592731,-1.808803,-2.224016,-2.481484,-2.215317,-1.8706,-1.454075,-1.170726,-1.48422,-1.918255,-2.433832,-2.430399,-1.962793,-1.310458,-1.157065,2
-1.734316,-1.005938,0.163901,1.253299,2.490667,2.997761,2.937975,2.390472,1.238156,0.091603,-1.110461,-1.681398,-1.174604,0.086815,1.223722,2.51349,3.051384,2.71363,3.052972,3.191286,3.18427,2.046885,0.971931,-0.333229,-1.352385,-1.351049,-1.575008,-2.177904,-2.700889,-2.436256,-1.884716,-1.444651,-1.190274,-1.698782,-2.255513,-2.667162,-2.385368,-1.709425,-0.840052,-0.890835,2
-1.606831,-0.870948,0.296616,1.380648,2.456466,3.083744,3.000172,2.425036,1.309722,0.295333,-0.832533,-1.557512,-1.373266,-0.37665,0.708752,1.890635,2.975568,3.228006,2.950286,3.453694,3.306294,2.126217,0.949267,-0.257835,-1.337605,-1.431079,-1.820994,-2.146409,-2.349503,-2.179446,-1.836831,-1.635303,-1.322622,-1.454589,-1.763067,-2.237979,-2.461881,-2.156401,-1.59583,-1.231342,1
-1.330299,-0.769558,0.297516,1.240732,2.305631,3.099884,3.251306,2.787495,1.663014,0.691396,-0.366324,-1.168944,-1.331879,-0.701746,0.378087,1.523672,2.63917,3.234378,3.139529,3.280745,3.083231,2.104048,0.913477,-0.19273,-1.08593,-1.382065,-1.736363,-2.203087,-2.457587,-2.374169,-1.977404,-1.699136,-1.402107,-1.475689,-1.856389,-2.269146,-2.503377,-2.246444,-1.763916,-1.339022,1
-1.759179,-0.895343,0.385106,1.445123,2.563581,3.180615,2.884697,2.655107,1.698554,0.525338,-0.672762,-1.623402,-1.640063,-0.570381,0.603555,1.83727,2.95266,3.196945,2.87167,3.41179,3.095165,1.867319,0.753279,-0.433892,-1.434714,-1.089074,-1.577556,-2.100055,-2.3366,-2.330372,-2.061809,-1.514682,-1.173236,-1.306259,-1.747184,-2.280116,-2.622979,-2.207546,-1.546083,-1.004483,2
-1.476427,-0.89639,0.20116,1.339973,2.368155,3.067758,3.017852,2.409464,1.373087,0.464398,-0.527903,-1.419044,-1.280858,-0.360584,0.777791,1.912509,2.977502,3.015948,3.073615,3.291838,3.190519,2.242809,1.021681,-0.138583,-1.166398,-1.265811,-1.536709,-1.962815,-2.522048,-2.533984,-2.069833,-1.720032,-1.575965,-1.366333,-1.605051,-1.982891,-2.476296,-2.481791,-1.992463,-1.387853,1
-1.655082,-0.869291,0.302859,1.467329,2.599108,3.159922,2.884226,2.115598,0.948508,-0.140269,-1.114645,-1.740745,-1.146306,-0.155678,0.991796,2.066031,3.159819,3.3018,3.101335,3.602832,3.152087,1.965704,0.823511,-0.381521,-1.37166,-1.436844,-1.725057,-2.102236,-2.194403,-2.177387,-1.93106,-1.633946,-1.285133,-1.30274,-1.746701,-2.190299,-2.41134,-2.114624,-1.578214,-1.237283,2
-1.600104,-0.829211,0.364446,1.494654,2.554432,3.040629,2.821178,2.016616,0.96124,0.081618,-0.977698,-1.606228,-1.08089,0.007964,1.170204,2.260506,3.220291,3.165898,2.992783,3.539355,3.145475,1.978355,0.850501,-0.309436,-1.317271,-1.349878,-1.635392,-2.073692,-2.293337,-2.27109,-1.955487,-1.805474,-1.553028,-1.509751,-1.884694,-2.319925,-2.463088,-2.106404,-1.528204,-1.195865,1
-1.609394,-0.893223,0.285946,1.472592,2.681729,3.270083,3.181658,2.661535,1.529755,0.30949,-0.886598,-1.542261,-1.477549,-0.64187,0.541689,1.609465,2.800402,3.197618,3.037046,3.377837,3.054026,2.006031,0.781333,-0.441071,-1.382436,-1.251277,-1.57018,-2.107267,-2.421502,-2.212452,-1.920399,-1.753792,-1.268725,-1.37262,-1.724864,-2.264457,-2.519011,-2.084329,-1.430557,-1.0224,2
-1.522456,-0.811256,0.285067,1.331421,2.476894,3.197694,3.182486,2.964385,2.039687,0.790806,-0.35946,-1.253597,-1.611021,-0.748492,0.343592,1.499401,2.583173,3.177477,3.061471,3.334789,3.000067,1.826758,0.686084,-0.535403,-1.329043,-1.375272,-1.811602,-2.286028,-2.532216,-2.161775,-1.783008,-1.5197,-1.299313,-1.473876,-1.908087,-2.380791,-2.450411,-2.042876,-1.461413,-1.124154,2
-1.405756,-0.746873,0.377045,1.309267,2.368083,3.083613,2.928558,2.200614,1.194892,0.093682,-0.983929,-1.429253,-1.070504,-0.118438,0.987599,2.089013,3.140164,3.310331,3.198111,3.445255,3.054605,1.94673,0.822745,-0.323656,-1.233845,-1.363502,-1.731804,-2.130763,-2.445498,-2.366538,-1.997832,-1.627125,-1.364209,-1.52555,-1.938569,-2.373746,-2.482103,-2.11294,-1.576944,-1.200929,1
