@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute target {1,2}

@data
0.072712,0.089801,0.106856,0.123895,0.140866,0.157821,0.174776,0.191748,0.208703,0.225658,0.242646,0.259618,0.27659,0.293545,0.293829,0.293829,0.293846,0.293862,0.293862,0.293879,0.293896,0.293912,0.293929,0.292006,0.276824,0.259902,0.245372,0.232497,0.221177,0.21076,2
-0.304893,-0.301877,-0.299554,-0.296741,-0.293775,-0.29058,-0.287383,-0.283782,-0.280001,-0.276154,-0.272085,-0.267817,-0.263317,-0.258414,-0.253569,-0.248241,-0.243226,-0.236129,-0.221277,-0.209083,-0.197323,-0.186004,-0.174717,-0.163563,-0.152276,-0.140893,-0.129643,-0.118162,-0.110489,-0.102059,1
-0.211442,-0.211442,-0.211442,-0.211442,-0.211442,-0.211442,-0.211442,-0.211904,-0.211904,-0.211904,-0.211904,-0.211904,-0.211904,-0.211904,-0.211904,-0.211904,-0.211904,-0.211904,-0.211904,-0.240998,-0.230838,-0.21606,-0.201744,-0.186966,-0.172649,-0.157409,-0.142631,-0.127391,-0.112613,-0.097835,2
0.065811,0.082503,0.099194,0.115886,0.132578,0.149269,0.165961,0.182653,0.199344,0.216036,0.232728,0.24942,0.266111,0.282803,0.299495,0.316186,0.316216,0.316216,0.316216,0.316216,0.316216,0.316216,0.316216,0.316216,0.29778,0.279495,0.261209,0.242953,0.224698,0.206442,2
0.003433,-0.003237,-0.009906,-0.016832,-0.023502,-0.030171,-0.03684,-0.04351,-0.050179,-0.056849,-0.063518,-0.070187,-0.076857,-0.083526,-0.090196,-0.096865,-0.096865,-0.096865,-0.096865,-0.096865,-0.096865,-0.096865,-0.096865,-0.105843,-0.098917,-0.091991,-0.085065,-0.078139,-0.070957,-0.064031,2
0.237089,0.249998,0.262839,0.26285,0.26285,0.26285,0.26285,0.26285,0.26285,0.26285,0.26285,0.26285,0.26285,0.26285,0.26285,0.26285,0.26285,0.26285,0.26285,0.26285,0.26285,0.239498,0.216145,0.192793,0.16944,0.146087,0.122735,0.099382,0.07603,0.052677,2
-0.25539,-0.256263,-0.256263,-0.256263,-0.256045,-0.255827,-0.255608,-0.25539,-0.255172,-0.255172,-0.255172,-0.255172,-0.254954,-0.254736,-0.254736,-0.254736,-0.254518,-0.254518,-0.2543,-0.23816,-0.228128,-0.221803,-0.21635,-0.211334,-0.206754,-0.202392,-0.198248,-0.194322,-0.190397,-0.186689,2
-0.075787,-0.084463,-0.093394,-0.102197,-0.111128,-0.119932,-0.119804,-0.119677,-0.119677,-0.119549,-0.119677,-0.119677,-0.119677,-0.119804,-0.119804,-0.119932,-0.120059,-0.120059,-0.120187,-0.120315,-0.120442,-0.12057,-0.189849,-0.188701,-0.18028,-0.171732,-0.163056,-0.154508,-0.145832,-0.137028,2
-0.048123,-0.06065,-0.073721,-0.086793,-0.099865,-0.111847,-0.124374,-0.137446,-0.150517,-0.163589,-0.177205,-0.190821,-0.204438,-0.218054,-0.218054,-0.218054,-0.218054,-0.217509,-0.217509,-0.217509,-0.217509,-0.217509,-0.23167,-0.218054,-0.204438,-0.190821,-0.17775,-0.164678,-0.151062,-0.13799,2
0.247971,0.247971,0.247971,0.247971,0.247971,0.247971,0.247971,0.247971,0.247971,0.247971,0.247971,0.247971,0.247971,0.247971,0.247971,0.247971,0.247971,0.247971,0.247971,0.247971,0.230289,0.212752,0.195273,0.177795,0.160316,0.142837,0.125359,0.107851,0.090343,0.072835,2
-0.097565,-0.097442,-0.097442,-0.097565,-0.097688,-0.097811,-0.097811,-0.097933,-0.098056,-0.098179,-0.098302,-0.098425,-0.098547,-0.09867,-0.098793,-0.098916,-0.099038,-0.099161,-0.099284,-0.099407,-0.099529,-0.099652,-0.099775,-0.17282,-0.175398,-0.16705,-0.158579,-0.150231,-0.141761,-0.133535,2
0.194464,0.21018,0.22642,0.242849,0.259326,0.275803,0.292245,0.298034,0.302873,0.307521,0.312169,0.30928,0.308294,0.294979,0.277824,0.256794,0.234587,0.210739,0.186856,0.162247,0.138174,0.11429,0.090407,0.066524,0.042676,0.018828,-0.005019,-0.028832,-0.052608,-0.076384,2
-0.207198,-0.207198,-0.207198,-0.207357,-0.207516,-0.207357,-0.207357,-0.207516,-0.207675,-0.208152,-0.208789,-0.209584,-0.210538,-0.211811,-0.213083,-0.214515,-0.216105,-0.217855,-0.219764,-0.211493,-0.206403,-0.203699,-0.202108,-0.200995,-0.200358,-0.20004,-0.20004,-0.200199,-0.200677,-0.201313,2
0.165527,0.181781,0.198007,0.214232,0.230429,0.246683,0.262909,0.279164,0.279193,0.279222,0.279251,0.279251,0.279281,0.27931,0.279339,0.279368,0.279397,0.279397,0.279426,0.279426,0.279426,0.279426,0.279426,0.261596,0.243882,0.226168,0.208425,0.190682,0.172939,0.155196,2
0.244509,0.244498,0.244486,0.244475,0.244475,0.244463,0.244463,0.244463,0.244463,0.244463,0.244463,0.244463,0.244463,0.244452,0.244452,0.244452,0.244452,0.244452,0.244452,0.244452,0.220927,0.197401,0.173876,0.150351,0.126825,0.1033,0.079775,0.056249,0.032724,0.009199,2
0.172065,0.187463,0.203374,0.219471,0.235614,0.251758,0.267971,0.284185,0.300398,0.316274,0.321492,0.318766,0.317695,0.304463,0.287504,0.266713,0.246109,0.224642,0.202733,0.180417,0.157762,0.1347,0.111184,0.087784,0.063929,0.040495,0.01713,-0.0062,-0.029565,-0.05293,2
0.176806,0.194065,0.211341,0.228582,0.245823,0.263081,0.280322,0.280357,0.280357,0.280357,0.280375,0.280393,0.28041,0.280428,0.280428,0.280445,0.280481,0.280533,0.280586,0.280674,0.266477,0.249306,0.233895,0.220454,0.20886,0.198305,0.188699,0.179674,0.171141,0.163049,2
-0.142436,-0.158203,-0.173818,-0.189279,-0.204893,-0.220354,-0.235815,-0.235815,-0.235815,-0.235969,-0.236122,-0.236122,-0.236122,-0.236275,-0.236275,-0.236428,-0.236734,-0.237193,-0.237805,-0.238418,-0.239336,-0.240255,-0.241479,-0.238112,-0.235356,-0.233366,-0.231682,-0.230305,-0.229233,-0.228468,2
0.15737,0.170577,0.183772,0.196955,0.210149,0.223321,0.236504,0.249663,0.262823,0.275983,0.275983,0.275983,0.275983,0.275983,0.275983,0.275983,0.275983,0.275983,0.275983,0.275983,0.275983,0.275983,0.275983,0.271315,0.247382,0.223449,0.199516,0.175583,0.15165,0.127717,2
-0.251533,-0.251533,-0.251686,-0.251686,-0.251686,-0.251686,-0.251686,-0.251686,-0.251686,-0.251686,-0.251686,-0.251533,-0.251533,-0.251533,-0.251533,-0.251533,-0.25138,-0.251227,-0.251227,-0.238523,-0.229798,-0.223064,-0.217247,-0.21189,-0.206686,-0.201788,-0.197044,-0.192299,-0.187707,-0.183268,2
-0.037953,-0.045114,-0.052274,-0.059435,-0.066595,-0.073756,-0.080917,-0.087821,-0.094982,-0.095238,-0.095493,-0.095749,-0.096005,-0.096261,-0.096516,-0.096772,-0.097028,-0.097284,-0.097539,-0.108024,-0.101375,-0.09447,-0.087566,-0.080661,-0.073756,-0.066851,-0.059946,-0.053041,-0.046137,-0.039232,2
0.242943,0.246986,0.251233,0.255549,0.25991,0.264271,0.268667,0.273062,0.277457,0.281852,0.286247,0.283522,0.282386,0.270824,0.254209,0.233596,0.212404,0.190337,0.16802,0.145227,0.122433,0.09906,0.0763,0.053541,0.030747,0.007885,-0.014908,-0.03777,-0.060632,-0.083494,2
-0.195474,-0.192723,-0.189706,-0.186374,-0.182978,-0.179183,-0.175128,-0.170952,-0.166395,-0.161921,-0.156474,-0.151861,-0.145449,-0.141208,-0.132596,-0.130309,-0.115448,-0.184201,-0.189423,-0.171695,-0.161895,-0.146976,-0.134696,-0.120237,-0.106721,-0.092304,-0.078189,-0.063726,-0.054349,-0.044186,1
-0.056115,-0.065276,-0.074437,-0.083598,-0.092759,-0.10192,-0.111081,-0.120241,-0.129402,-0.129402,-0.129402,-0.129402,-0.129402,-0.129402,-0.129402,-0.129402,-0.129402,-0.129402,-0.129402,-0.129402,-0.129402,-0.129402,-0.129402,-0.171475,-0.170118,-0.160617,-0.150439,-0.14026,-0.13042,-0.120581,2
-0.150968,-0.165522,-0.180441,-0.19536,-0.210278,-0.224833,-0.239388,-0.239024,-0.23866,-0.238296,-0.237932,-0.237569,-0.237205,-0.236841,-0.236477,-0.236113,-0.235749,-0.235385,-0.235022,-0.234658,-0.234294,-0.248849,-0.233566,-0.21792,-0.202273,-0.186627,-0.17098,-0.155334,-0.140052,-0.124405,2
-0.216701,-0.215968,-0.216356,-0.216311,-0.216396,-0.216557,-0.216841,-0.216848,-0.216933,-0.217038,-0.217194,-0.2172,-0.217263,-0.217233,-0.217739,-0.217252,-0.218234,-0.209573,-0.201026,-0.1961,-0.191124,-0.18715,-0.182919,-0.179252,-0.17547,-0.172096,-0.168369,-0.167572,-0.168156,-0.16798,1
0.253511,0.253511,0.253511,0.253511,0.253511,0.253511,0.253511,0.253511,0.253511,0.253511,0.253511,0.253511,0.253511,0.253511,0.253511,0.253511,0.253511,0.253511,0.253511,0.230321,0.207109,0.183896,0.160684,0.137472,0.114259,0.091047,0.067835,0.044622,0.02141,-0.001803,2
-0.225735,-0.225543,-0.225543,-0.225543,-0.225351,-0.225159,-0.225159,-0.224967,-0.224967,-0.225159,-0.225543,-0.226119,-0.226887,-0.22804,-0.229384,-0.23092,-0.232649,-0.234569,-0.236682,-0.251086,-0.242251,-0.228424,-0.215172,-0.201729,-0.188477,-0.175418,-0.162358,-0.149299,-0.13624,-0.123948,2
0.187795,0.200902,0.214009,0.227117,0.240212,0.253343,0.266473,0.266473,0.266473,0.266473,0.266473,0.266473,0.266473,0.266473,0.266473,0.266473,0.266473,0.266473,0.266473,0.266473,0.266473,0.266473,0.260506,0.236753,0.212999,0.189246,0.165493,0.141739,0.117986,0.094233,2
-0.122575,-0.136158,-0.149255,-0.162838,-0.176421,-0.190004,-0.203587,-0.204072,-0.204557,-0.205042,-0.205042,-0.205527,-0.206012,-0.206498,-0.206983,-0.207468,-0.207953,-0.208438,-0.208923,-0.209408,-0.209893,-0.240455,-0.227357,-0.213774,-0.200191,-0.186608,-0.173025,-0.158957,-0.145375,-0.131792,2
0.185401,0.201612,0.217824,0.234035,0.250247,0.266487,0.282728,0.282757,0.282787,0.282787,0.282787,0.282787,0.282787,0.282787,0.282787,0.282787,0.282787,0.282787,0.282787,0.282787,0.264998,0.247238,0.229508,0.211777,0.194018,0.176258,0.158469,0.140739,0.123008,0.105278,2
0.224252,0.227036,0.232046,0.236302,0.241256,0.245519,0.250667,0.254447,0.253235,0.247187,0.229614,0.209304,0.186352,0.162616,0.138407,0.113653,0.089167,0.065027,0.040868,0.016865,-0.007458,-0.031183,-0.055789,-0.078908,-0.104791,-0.121951,-0.117781,-0.114616,-0.109818,-0.105817,1
0.168727,0.184973,0.201248,0.217552,0.233827,0.250073,0.266348,0.282593,0.282593,0.282623,0.282623,0.282623,0.282623,0.282652,0.282652,0.282652,0.282652,0.282652,0.282681,0.282681,0.282681,0.282681,0.282681,0.264738,0.24697,0.229202,0.211405,0.193637,0.17584,0.158043,2
0.061754,0.078417,0.09508,0.111743,0.128406,0.145069,0.161732,0.178395,0.195028,0.211691,0.228324,0.244988,0.261651,0.278314,0.294977,0.31161,0.31164,0.31167,0.3117,0.31173,0.31173,0.31173,0.311759,0.293481,0.275292,0.257103,0.238885,0.220666,0.202447,0.184229,2
-0.261402,-0.261229,-0.261229,-0.261229,-0.261055,-0.260882,-0.260882,-0.260709,-0.260536,-0.260189,-0.259496,-0.258803,-0.257764,-0.256551,-0.255165,-0.253779,-0.252047,-0.250141,-0.248062,-0.24581,-0.243557,-0.240959,-0.225886,-0.214798,-0.205789,-0.19782,-0.190024,-0.182227,-0.174431,-0.166635,2
0.214118,0.230361,0.246576,0.262791,0.279005,0.279063,0.279093,0.279122,0.279151,0.27918,0.279209,0.279238,0.279268,0.279268,0.279297,0.279297,0.279297,0.279326,0.279355,0.279384,0.261537,0.243835,0.226104,0.208373,0.190642,0.172911,0.15518,0.137478,0.119776,0.102074,2
-0.241193,-0.241193,-0.241381,-0.241569,-0.241757,-0.241946,-0.241946,-0.242134,-0.242134,-0.242134,-0.242134,-0.242134,-0.242134,-0.242134,-0.242322,-0.24251,-0.24251,-0.242698,-0.242698,-0.251537,-0.23762,-0.221822,-0.205837,-0.189663,-0.173677,-0.157692,-0.141706,-0.126096,-0.110299,-0.094689,2
0.214823,0.231022,0.247192,0.263362,0.279532,0.27959,0.27959,0.27959,0.27959,0.27959,0.27959,0.279561,0.279532,0.279503,0.279473,0.279444,0.279415,0.279386,0.279357,0.279327,0.279298,0.261406,0.24369,0.225944,0.208198,0.190452,0.172706,0.15496,0.137214,0.119469,2
0.262883,0.262883,0.262883,0.262883,0.262883,0.262901,0.262901,0.262883,0.262829,0.262776,0.262704,0.262615,0.262508,0.262383,0.26224,0.26208,0.261901,0.261705,0.261491,0.261259,0.246343,0.229018,0.213727,0.200452,0.188462,0.177632,0.167479,0.157845,0.148709,0.140056,2
0.177881,0.193357,0.209478,0.225705,0.241943,0.258181,0.274419,0.290693,0.306966,0.31218,0.316866,0.316116,0.315108,0.300346,0.283183,0.261965,0.23933,0.21632,0.192935,0.169504,0.146072,0.121972,0.098353,0.074816,0.051279,0.027742,0.00424,-0.019227,-0.042729,-0.066196,2
-0.197596,-0.197596,-0.197596,-0.197596,-0.197596,-0.197596,-0.197596,-0.197596,-0.197596,-0.197596,-0.197596,-0.197596,-0.197596,-0.197596,-0.197596,-0.197596,-0.197596,-0.197596,-0.197596,-0.197596,-0.210546,-0.199881,-0.186322,-0.172154,-0.158442,-0.144426,-0.13041,-0.116241,-0.102225,-0.088209,2
0.275502,0.275502,0.275502,0.275502,0.275502,0.275502,0.275502,0.275502,0.275502,0.275502,0.275502,0.275502,0.275502,0.275502,0.275502,0.275502,0.275502,0.275502,0.275502,0.257645,0.239936,0.222286,0.204606,0.186896,0.169187,0.151477,0.133797,0.116117,0.098408,0.080698,2
0.012619,0.008329,0.00404,-0.00009,-0.004379,-0.008509,-0.012639,-0.01677,-0.0209,-0.02503,-0.029319,-0.03345,-0.037739,-0.042028,-0.046158,-0.050288,-0.050288,-0.050288,-0.050129,-0.050129,-0.050129,-0.050129,-0.050129,-0.050129,-0.140677,-0.141471,-0.137023,-0.132575,-0.127969,-0.123521,2
0.061535,0.078158,0.09481,0.111463,0.128115,0.144768,0.16142,0.178073,0.194726,0.211378,0.228031,0.244683,0.261336,0.277988,0.294641,0.311294,0.312042,0.312072,0.312102,0.312132,0.312162,0.312192,0.312192,0.312192,0.29542,0.27718,0.259,0.24079,0.22258,0.20437,2
-0.111305,-0.127094,-0.143045,-0.158996,-0.174947,-0.190736,-0.206526,-0.222315,-0.238105,-0.253895,-0.254056,-0.253895,-0.253895,-0.253895,-0.254056,-0.253895,-0.253895,-0.253734,-0.253734,-0.254056,-0.254378,-0.254861,-0.2518,-0.244389,-0.23875,-0.235527,-0.232949,-0.230855,-0.229244,-0.227955,2
0.155435,0.168646,0.181845,0.195044,0.208232,0.221419,0.234595,0.247783,0.260959,0.274134,0.274134,0.274134,0.274134,0.274134,0.274134,0.274134,0.274134,0.274134,0.274134,0.274134,0.274134,0.274134,0.274134,0.250278,0.226422,0.202565,0.178709,0.154852,0.130996,0.107139,2
0.259553,0.259553,0.259541,0.259541,0.25953,0.25953,0.259518,0.259518,0.259507,0.259495,0.259472,0.259437,0.259379,0.259321,0.259251,0.25917,0.259077,0.258961,0.235111,0.211248,0.187374,0.163488,0.139591,0.115682,0.091761,0.067829,0.043886,0.01993,-0.004037,-0.027934,2
-0.165662,-0.181787,-0.198066,-0.214191,-0.230316,-0.230162,-0.230009,-0.230009,-0.230009,-0.229855,-0.229702,-0.229702,-0.229548,-0.229548,-0.229702,-0.230009,-0.230469,-0.231084,-0.232005,-0.232927,-0.234155,-0.235384,-0.226784,-0.221869,-0.218798,-0.216648,-0.214959,-0.21373,-0.212809,-0.212041,2
0.179997,0.195288,0.211089,0.22704,0.243072,0.25914,0.275207,0.291274,0.307307,0.3125,0.317137,0.31432,0.313254,0.29983,0.282476,0.26249,0.241241,0.2194,0.197409,0.174711,0.151793,0.128468,0.105214,0.081403,0.058032,0.034742,0.011453,-0.011836,-0.035126,-0.058381,2
0.252847,0.252847,0.25283,0.25283,0.25283,0.25283,0.25283,0.25283,0.25283,0.25283,0.25283,0.25283,0.25283,0.252847,0.252864,0.252882,0.252899,0.252899,0.252899,0.252899,0.237138,0.219136,0.203289,0.18989,0.177958,0.167353,0.157472,0.148161,0.139384,0.131607,2
0.26879,0.268824,0.268824,0.268824,0.268824,0.268842,0.268859,0.268876,0.268859,0.268859,0.268859,0.268842,0.268842,0.268824,0.268807,0.26879,0.268772,0.254587,0.238945,0.225142,0.21335,0.202772,0.193234,0.184303,0.175858,0.167881,0.160216,0.152846,0.145685,0.138713,2
0.251688,0.267783,0.268517,0.268546,0.268546,0.268546,0.268546,0.268546,0.268546,0.268546,0.268546,0.268546,0.268546,0.268546,0.268546,0.268546,0.268546,0.268546,0.268546,0.268546,0.25066,0.233009,0.215387,0.197735,0.180055,0.162403,0.144782,0.12713,0.109508,0.091886,2
0.222947,0.239087,0.255226,0.271365,0.271365,0.271395,0.271395,0.271395,0.271395,0.271395,0.271395,0.271395,0.271395,0.271395,0.271395,0.271424,0.271424,0.271424,0.271424,0.271424,0.271424,0.271424,0.255023,0.237316,0.219725,0.202105,0.184486,0.166837,0.149188,0.131539,2
0.238378,0.255646,0.272895,0.273171,0.273171,0.273171,0.273153,0.273134,0.273116,0.273098,0.273079,0.273098,0.273134,0.27319,0.273263,0.273355,0.273465,0.273594,0.273741,0.273907,0.261236,0.243417,0.22648,0.211419,0.197737,0.185379,0.173831,0.162926,0.152664,0.142807,2
0.238338,0.242029,0.246274,0.250657,0.255087,0.259516,0.263945,0.268409,0.272873,0.277337,0.2818,0.279136,0.277798,0.26428,0.24752,0.227035,0.204888,0.181704,0.15852,0.134632,0.111413,0.088263,0.065079,0.041929,0.018779,-0.004336,-0.027486,-0.05067,-0.073855,-0.097004,2
0.165157,0.181108,0.197283,0.213575,0.229867,0.246195,0.262522,0.27885,0.295177,0.31147,0.327538,0.324717,0.323436,0.310082,0.292897,0.271914,0.250215,0.227951,0.205347,0.182366,0.159009,0.135547,0.112037,0.087963,0.064265,0.040685,0.017105,-0.006475,-0.030055,-0.053636,2
0.235705,0.234766,0.235073,0.234914,0.235015,0.234956,0.234999,0.234974,0.235,0.234999,0.235015,0.235014,0.235032,0.235022,0.235051,0.235014,0.235125,0.234663,0.217645,0.199939,0.182406,0.164796,0.147222,0.129616,0.112031,0.09449,0.076781,0.059783,0.059539,0.059304,1
0.105876,0.123069,0.140244,0.157385,0.174526,0.191632,0.208721,0.22581,0.242899,0.259989,0.277078,0.279507,0.279507,0.279507,0.279507,0.279524,0.279541,0.279558,0.279558,0.279558,0.279558,0.279558,0.279558,0.279558,0.277784,0.262039,0.245707,0.231357,0.219023,0.207894,2
0.187591,0.203793,0.219995,0.236197,0.252398,0.2686,0.284802,0.284831,0.284831,0.284831,0.284831,0.284831,0.284831,0.284831,0.284831,0.284802,0.284744,0.284656,0.28454,0.284394,0.284218,0.284014,0.265856,0.247844,0.229833,0.211791,0.193721,0.175622,0.157464,0.139277,2
0.243468,0.256272,0.256296,0.256307,0.256307,0.256307,0.256296,0.256284,0.256284,0.256284,0.256296,0.256319,0.256354,0.256401,0.256459,0.256529,0.256611,0.256705,0.25681,0.233024,0.209249,0.185486,0.161735,0.137995,0.114268,0.090551,0.066847,0.043154,0.019473,-0.004196,2
-0.252337,-0.252337,-0.252495,-0.252653,-0.252811,-0.252653,-0.252495,-0.252337,-0.252337,-0.252179,-0.252021,-0.251863,-0.251705,-0.251705,-0.251547,-0.251547,-0.251389,-0.251231,-0.251073,-0.246806,-0.236376,-0.228158,-0.221837,-0.21599,-0.210617,-0.20556,-0.200503,-0.195604,-0.190863,-0.186281,2
0.215347,0.219419,0.223909,0.228549,0.233283,0.238063,0.242924,0.247832,0.252786,0.257786,0.262833,0.260721,0.260211,0.247762,0.231647,0.211344,0.19009,0.168278,0.145922,0.123542,0.101208,0.078515,0.056344,0.034185,0.012072,-0.009995,-0.03205,-0.054023,-0.075916,-0.097832,2
0.143555,0.160699,0.177826,0.194952,0.212062,0.229137,0.246229,0.263304,0.280379,0.280379,0.280379,0.280379,0.280396,0.280396,0.280396,0.280379,0.280379,0.280396,0.280431,0.280482,0.280551,0.280637,0.28074,0.266313,0.249548,0.234725,0.222052,0.210686,0.200507,0.191015,2
0.237001,0.241003,0.245256,0.249622,0.253988,0.258389,0.262789,0.26719,0.27159,0.27599,0.280391,0.277696,0.276377,0.263233,0.246234,0.225994,0.204561,0.181888,0.159068,0.136179,0.112631,0.089844,0.067024,0.044203,0.021349,-0.00154,-0.024429,-0.047283,-0.070138,-0.092959,2
0.252185,0.252185,0.252197,0.252185,0.252185,0.252185,0.252185,0.252185,0.252173,0.252173,0.252162,0.252162,0.252162,0.252162,0.252162,0.252162,0.252162,0.252162,0.252162,0.252162,0.243561,0.219748,0.195935,0.172122,0.14831,0.124497,0.100684,0.076871,0.053058,0.029245,2
0.217811,0.234023,0.250236,0.266449,0.282661,0.28269,0.28269,0.28269,0.28269,0.28269,0.28269,0.28269,0.28269,0.28269,0.28269,0.28269,0.28269,0.28269,0.28269,0.264871,0.247081,0.229349,0.211618,0.193886,0.176125,0.158394,0.140633,0.122872,0.105111,0.08735,2
0.240017,0.243742,0.248026,0.252449,0.256919,0.261389,0.265859,0.270364,0.274869,0.279374,0.283878,0.281189,0.279956,0.266581,0.249516,0.228051,0.205433,0.182036,0.158673,0.134531,0.11125,0.087888,0.06456,0.041233,0.017905,-0.005527,-0.028924,-0.052287,-0.075719,-0.099151,2
0.165464,0.182649,0.19987,0.217073,0.234259,0.251444,0.268594,0.285761,0.285761,0.285761,0.285761,0.285761,0.285761,0.285761,0.285779,0.285779,0.285779,0.285779,0.285797,0.285815,0.271339,0.254029,0.238092,0.224204,0.212207,0.201297,0.191189,0.181812,0.17288,0.164377,2
0.171418,0.188196,0.204956,0.221716,0.238476,0.255236,0.271997,0.272031,0.272031,0.272031,0.272014,0.272031,0.272049,0.272049,0.272066,0.272066,0.272031,0.271979,0.27191,0.27184,0.271754,0.271632,0.27151,0.255653,0.237903,0.222359,0.209089,0.197123,0.186111,0.175951,2
-0.159707,-0.172675,-0.185643,-0.199043,-0.199475,-0.199475,-0.199907,-0.199907,-0.199907,-0.199907,-0.199907,-0.199907,-0.199907,-0.199907,-0.199907,-0.199907,-0.199907,-0.199907,-0.199907,-0.229301,-0.219791,-0.206823,-0.194288,-0.18132,-0.168352,-0.155385,-0.141985,-0.129017,-0.116049,-0.102649,2
0.137559,0.154111,0.170633,0.187155,0.203678,0.22023,0.236752,0.253274,0.269796,0.286319,0.302871,0.30293,0.30296,0.302989,0.302989,0.302989,0.302989,0.302989,0.302989,0.302989,0.302989,0.284803,0.266765,0.248727,0.23069,0.212652,0.194584,0.176517,0.158449,0.140382,2
0.223192,0.239312,0.255433,0.271553,0.271582,0.271582,0.271582,0.271582,0.271553,0.271553,0.271524,0.271524,0.271524,0.271524,0.271524,0.271524,0.271524,0.271524,0.271524,0.271524,0.271524,0.271524,0.253748,0.236146,0.218544,0.200913,0.183283,0.165652,0.148021,0.13039,2
-0.218273,-0.217386,-0.217736,-0.217813,-0.218082,-0.218045,-0.218068,-0.21808,-0.218044,-0.21813,-0.217998,-0.218215,-0.217868,-0.218586,-0.217131,-0.201765,-0.194029,-0.187903,-0.182958,-0.178167,-0.173826,-0.169544,-0.165527,-0.161414,-0.157851,-0.158287,-0.158338,-0.158422,-0.158575,-0.1583,1
0.247789,0.247789,0.247789,0.247789,0.247789,0.247789,0.247789,0.247789,0.247789,0.247789,0.247789,0.247789,0.247789,0.247789,0.247789,0.247789,0.247789,0.247789,0.247789,0.247789,0.222251,0.196713,0.171175,0.145637,0.120099,0.094561,0.069609,0.045332,0.021579,-0.001675,2
0.25571,0.260871,0.265469,0.269984,0.274546,0.279108,0.283706,0.288303,0.2929,0.297498,0.302095,0.29932,0.298344,0.284917,0.267691,0.246433,0.224198,0.200682,0.177166,0.152757,0.128864,0.105242,0.081656,0.058105,0.034518,0.010931,-0.01269,-0.036242,-0.059793,-0.083344,2
0.26776,0.26776,0.26776,0.26776,0.26776,0.26776,0.26776,0.26776,0.26776,0.26776,0.26776,0.26776,0.26776,0.26776,0.26776,0.267789,0.267819,0.267848,0.267848,0.267848,0.250018,0.232423,0.214799,0.197174,0.17955,0.161896,0.144272,0.126618,0.108964,0.09131,2
-0.199811,-0.199118,-0.199448,-0.199404,-0.199457,-0.199616,-0.1997,-0.1998,-0.199818,-0.199893,-0.200056,-0.200136,-0.200189,-0.20034,-0.200294,-0.200428,-0.200244,-0.200955,-0.199199,-0.190889,-0.185739,-0.181031,-0.177036,-0.173123,-0.169642,-0.166074,-0.162908,-0.15946,-0.15728,-0.157392,1
0.128949,0.142433,0.155893,0.169342,0.182791,0.19624,0.209701,0.223173,0.236657,0.250141,0.263636,0.277143,0.290639,0.290849,0.290849,0.290849,0.290849,0.290849,0.29086,0.29086,0.290872,0.290872,0.267028,0.243183,0.219339,0.195494,0.17165,0.147805,0.123961,0.100116,2
0.256006,0.256006,0.256006,0.255978,0.255978,0.255978,0.255949,0.255892,0.255806,0.255692,0.255549,0.255406,0.255206,0.254977,0.25472,0.254434,0.25412,0.253777,0.253405,0.253005,0.252576,0.252119,0.235455,0.217361,0.199496,0.181574,0.163624,0.145616,0.127608,0.109572,2
0.157713,0.174668,0.191572,0.208444,0.225315,0.242169,0.259024,0.275845,0.275845,0.275845,0.275845,0.275845,0.275845,0.275862,0.275878,0.275878,0.275862,0.275828,0.275761,0.275677,0.275594,0.275493,0.275359,0.272042,0.256846,0.240879,0.22684,0.214458,0.203518,0.193432,2
-0.13468,-0.150295,-0.16591,-0.181367,-0.196824,-0.212281,-0.227896,-0.243511,-0.258968,-0.258968,-0.259125,-0.258968,-0.258968,-0.258968,-0.258968,-0.25881,-0.25881,-0.258652,-0.258652,-0.258652,-0.258652,-0.258652,-0.249504,-0.242564,-0.237832,-0.233889,-0.230262,-0.226792,-0.223479,-0.220325,2
0.246896,0.246896,0.246896,0.246896,0.246896,0.246896,0.246896,0.246896,0.246896,0.246896,0.246896,0.246896,0.246896,0.246896,0.246896,0.246896,0.246896,0.246896,0.246896,0.222949,0.199001,0.175053,0.151105,0.127157,0.103209,0.079261,0.055313,0.031365,0.007417,-0.016531,2
-0.048303,-0.056536,-0.064769,-0.073003,-0.081107,-0.089212,-0.097316,-0.105292,-0.113268,-0.113397,-0.113525,-0.113654,-0.113783,-0.113911,-0.11404,-0.114169,-0.114426,-0.114683,-0.11494,-0.115069,-0.115198,-0.115326,-0.115455,-0.195986,-0.194828,-0.186466,-0.178233,-0.17,-0.161767,-0.153534,2
