@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute target {1,2}

@data
12.379029,10.014999,1.710164,12.129141,8.855145,-9.317037,-10.364322,-10.568378,-10.97706,-10.466594,-10.475699,-7.612436,11.308197,9.052747,4.332104,2
-12.18991,-8.294438,19.430151,-4.701037,-12.004224,6.274099,5.498843,7.422189,5.975573,7.948098,4.817027,6.006132,-1.84615,-12.752215,-11.584141,2
-11.555459,-11.995555,0.234637,-4.261122,-14.580725,3.531815,10.434731,9.377909,9.058676,9.821272,8.887567,11.553409,3.491558,-12.556267,-11.442449,2
-17.943423,6.594933,22.574851,-0.688597,-11.869363,4.755491,0.71095,3.033486,1.679849,2.278995,2.325453,1.511583,3.549531,-5.251089,-13.26265,2
-10.940061,7.05992,1.475527,-8.303442,12.908826,7.459245,11.163561,8.106569,9.930411,8.903656,-5.595241,-11.189308,-9.478006,-10.822176,-10.679482,1
10.954984,10.686295,6.553539,8.141457,12.744353,-2.615715,-11.440665,-10.210966,-11.008636,-11.170762,-10.220761,-9.539562,-4.760923,11.211511,10.675851,2
-11.916093,-1.7961,19.582158,-12.567479,-4.512389,6.737349,7.342533,7.032455,8.030417,6.606934,5.914112,2.110807,-10.908794,-10.766856,-10.88905,2
-11.926725,-7.815531,19.225006,-3.588118,-14.114856,2.505819,6.731499,6.74996,6.577432,7.62102,5.701652,5.801841,0.052621,-12.217093,-11.304528,2
-11.65292,-12.609712,-1.328043,-2.955657,-15.130653,-0.286288,10.82272,9.057538,9.622168,9.029784,9.620655,9.718195,8.370834,-10.237927,-12.040695,2
-12.084602,-9.301454,11.56668,-9.659039,-5.435616,10.380904,7.143055,9.15634,7.719236,8.764827,7.996034,7.838337,-10.201601,-12.090013,-11.793088,2
10.803235,10.376778,-8.0266,6.502959,11.875589,-7.58921,-8.317966,-9.359054,-7.816312,-9.182978,-7.843735,-9.940331,6.273469,11.65745,10.586708,2
4.964151,10.048034,4.234214,-3.515814,10.097152,-0.092981,-4.910415,-6.005284,-4.744824,-6.346283,-4.721555,-6.687488,-2.193602,5.995938,3.878757,2
-22.091731,22.414276,-1.928302,-11.732494,5.274558,-1.878733,2.960056,-0.573835,2.124454,-0.005223,1.627432,0.385311,1.433802,0.848466,1.141964,1
-11.202697,-7.024872,20.072031,-5.969829,-10.260195,6.396547,6.706533,7.602796,7.333166,7.646873,5.311367,4.527255,-9.403821,-11.018761,-10.716391,2
-11.263266,-13.740913,11.176657,7.899978,-17.27639,1.30035,6.07023,7.137943,6.616152,7.385505,6.832912,4.77341,4.604579,-9.389769,-12.127376,2
-11.769043,-10.676227,1.292503,-7.219809,-14.0965,1.218426,11.379608,9.043684,9.665694,9.437662,9.304109,10.615335,5.267218,-11.983992,-11.478668,2
-12.085511,-8.705119,3.409259,-10.134797,-10.289466,8.565383,9.834744,9.514407,8.644329,9.743333,8.925685,11.60943,-4.738535,-12.914344,-11.378799,2
3.985211,4.859778,-1.644298,-0.552151,8.473685,10.263414,-6.158758,-2.773613,-4.788397,-2.689316,-4.428168,-3.032322,-5.301183,0.396923,3.389195,2
-16.440881,7.301395,22.84789,-2.758581,-9.020314,6.107462,1.107841,4.554856,1.780958,4.270933,1.747837,4.806098,-3.224904,-11.988057,-11.092533,2
-14.461698,9.861615,21.779222,-9.236701,-0.353782,5.744755,4.122954,4.767763,4.687859,4.359573,5.306077,-5.559696,-10.405988,-9.775572,-10.836381,2
-17.936367,7.669341,22.543122,-9.779884,-5.258661,4.69716,1.70485,3.274066,2.456415,2.793556,2.908165,2.230452,3.759178,-8.221578,-12.839815,2
-12.231465,-13.611757,13.884098,3.066939,-16.750041,3.769066,5.825842,6.786272,6.560876,6.795147,7.003439,4.013143,5.54593,-7.436239,-13.221253,2
10.903911,9.461605,5.758187,9.186442,12.09032,-3.954793,-11.358197,-10.186418,-10.615081,-11.145458,-9.628775,-10.937609,-1.940996,11.94881,10.418055,2
12.656249,13.142895,5.117906,7.183973,14.826964,-2.046737,-10.371419,-8.500861,-10.533705,-8.890818,-10.834201,-6.865481,-9.372497,0.921737,13.565996,2
-11.759403,-11.747507,8.866309,-2.593537,-14.530232,6.755407,7.853207,9.069167,7.453851,9.372219,6.933109,10.524979,-1.566096,-13.09717,-11.534304,2
10.532335,10.860468,-7.478354,3.967387,13.816559,-6.14844,-8.896794,-9.352019,-8.085577,-9.397815,-7.760166,-10.02144,6.124224,11.442179,10.397457,2
-15.982768,8.472368,22.291868,-8.47486,-3.001453,5.617466,2.402076,4.504767,2.890605,4.274899,3.051359,4.14397,-8.500551,-11.079897,-10.609847,2
-17.529373,6.479404,22.639246,-0.342556,-11.800523,4.829799,0.90948,3.219188,1.86046,2.5467,2.441673,1.86762,3.450085,-7.679248,-12.891955,2
-13.291054,-13.424146,7.868,-1.468729,-17.48181,-0.425871,8.470319,6.698836,7.96274,6.657295,8.202041,6.06966,9.463906,-1.114876,-14.186309,2
-16.409915,9.233643,21.351022,-11.023783,-1.666946,5.074104,2.693427,4.328101,2.941393,4.38702,2.749136,5.027154,-6.161751,-11.758619,-10.763987,2
-16.464915,8.310701,22.452245,-8.372885,-4.539033,5.770656,1.954782,4.592168,2.376876,4.451006,2.257631,5.128266,-5.145406,-11.899839,-10.872253,2
-11.931045,-9.355376,2.942161,-8.735775,-13.079633,4.034689,10.800359,9.091372,9.149404,9.716549,8.894407,11.175627,1.422549,-12.881128,-11.244162,2
-12.090661,-13.13416,6.788478,-0.033088,-16.608471,2.629197,8.476435,8.011669,7.951649,8.093875,7.900428,8.147227,7.094339,-10.690806,-12.53611,2
8.807407,8.898322,-5.468034,2.088602,14.748964,3.613908,-9.37021,-6.348909,-7.473796,-7.567323,-7.575182,-8.015542,-4.222269,9.164278,8.719784,2
-11.306851,-11.378868,16.171789,0.958528,-14.990883,5.300917,5.977758,8.002231,6.243156,8.559128,5.21374,6.387638,-1.5556,-12.348489,-11.234194,2
-11.174453,-9.018453,3.19469,-8.826707,-10.658636,7.805208,10.739633,9.740207,10.018534,9.917416,10.467849,9.270846,-8.835878,-11.455562,-11.184692,2
-11.310029,4.724007,0.871461,-8.137113,13.295267,7.57955,11.43124,8.786942,10.523739,9.499599,-5.856405,-11.47205,-9.396307,-10.50495,-10.034954,1
-12.075238,-6.986767,11.572415,-10.869478,-7.866503,8.934441,8.238217,8.730196,8.422425,8.642319,8.530033,7.84693,-9.808377,-11.849673,-11.460938,2
10.700892,9.524202,5.913192,9.662206,10.667228,-7.543359,-10.716209,-10.886979,-10.616994,-11.958753,-8.944392,-10.43529,2.401498,11.929786,10.302973,2
-13.144253,-14.266133,6.096801,-3.379674,-16.843858,3.641127,7.838966,7.094754,7.686284,6.872004,8.097664,6.204347,9.448989,-1.131499,-14.215519,2
-11.438165,-13.668901,12.114597,7.626165,-17.114245,2.91017,5.85698,7.226051,6.251077,7.458508,6.342684,5.059669,3.909755,-10.393091,-12.141252,2
-11.14965,-6.391089,4.517111,-11.734249,-6.568139,9.898567,11.156456,9.340587,10.734758,9.043753,13.077416,0.95499,-12.086868,-10.025955,-10.767692,2
-12.432314,-11.049334,9.903148,-6.070988,-13.244454,7.344995,7.507001,8.618401,7.298565,8.819127,6.914553,9.65072,2.012901,-13.147038,-12.125281,2
8.459295,10.178052,-4.408174,3.579758,14.89679,-1.946372,-7.079078,-5.905975,-6.507057,-5.444608,-6.690718,-6.375113,-7.07504,6.011382,8.306857,2
-12.495184,-13.101603,-0.730927,-5.347039,-15.574498,0.539041,10.907888,7.89457,9.60535,7.777629,9.80681,7.618844,10.945393,-4.384996,-13.461278,2
6.920148,3.79622,2.136848,7.525381,-7.832263,-11.282551,-10.752742,-12.069648,-10.727928,-13.33263,-2.006239,9.154603,9.734354,13.126198,15.610251,1
9.050157,9.718818,-7.683963,4.298497,12.44052,-5.666514,-7.599668,-8.21352,-7.583033,-8.00652,-7.484946,-8.283308,6.413988,9.614303,8.985189,2
-13.17688,-15.130261,4.111534,1.396568,-17.524859,3.840634,7.461253,7.175749,7.419687,6.843096,7.878429,6.119133,9.261426,-1.275931,-14.399575,2
4.118503,4.570118,-0.652636,-2.778746,10.586161,10.284699,-6.723599,-2.170887,-4.920835,-2.950097,-4.670682,-3.256144,-5.249239,-0.611092,4.424475,2
-11.401614,-9.696386,17.962693,-3.00669,-12.206268,7.091552,6.040068,8.320801,6.608844,8.739058,4.751639,6.242861,-6.189514,-12.166825,-11.090219,2
11.147893,8.211466,3.655215,11.850845,6.16702,-10.454205,-9.812348,-10.958099,-10.253996,-11.268331,-9.333304,-9.307034,7.796352,11.683632,10.874896,2
4.498466,8.999199,4.358579,-4.072035,10.834836,0.782775,-5.93804,-5.773761,-4.999034,-6.129034,-4.970626,-6.854402,-1.424037,5.719597,4.967517,2
9.240971,10.463026,-3.272622,0.495115,15.453052,2.590447,-8.136346,-5.235621,-6.991934,-5.475371,-7.630319,-5.804735,-8.48173,2.984913,9.801153,2
-10.964958,-7.923694,11.991469,-7.284035,-10.315011,7.623908,9.817172,8.711396,9.952404,8.251178,10.992497,2.031958,-11.939996,-10.137822,-10.806465,2
3.642524,7.586166,6.054068,-5.567851,9.041197,0.873586,-6.12875,-5.788251,-5.613186,-5.805713,-5.826912,-4.846155,4.045883,4.12666,4.206735,2
-17.032768,8.82602,21.401632,-11.581466,-2.138028,4.739005,2.400019,3.954462,2.68895,3.945423,2.47124,4.560095,-0.89252,-12.008977,-11.333088,2
11.034634,8.908239,5.302761,11.968874,7.3439,-10.011133,-10.977092,-10.862735,-11.770567,-10.812273,-11.274667,-5.964866,11.010953,9.044263,7.059713,2
-11.77646,-12.7593,6.9272,0.399623,-16.361123,3.259035,8.412792,8.521381,7.749988,8.780679,7.442416,9.41212,4.13918,-12.253816,-11.893714,2
-10.870838,-6.988218,20.191791,-6.709084,-7.322478,7.863222,6.827676,7.769665,7.953052,7.165559,6.626621,-0.233723,-11.576283,-10.055712,-10.64125,2
-17.096068,6.561251,22.189955,2.330463,-12.43225,4.855819,1.046742,3.563291,1.815735,3.067961,2.149725,2.933856,1.763245,-10.648631,-12.101094,2
-12.576055,-9.12871,2.222366,-10.477772,-11.834466,6.716723,9.931609,8.917886,8.793014,9.266771,8.623553,11.062884,3.210851,-13.069543,-11.65911,2
10.903063,10.775638,7.652699,8.748392,12.680381,-3.965602,-11.329848,-10.345855,-10.809251,-11.463514,-10.046703,-10.026811,-3.122001,11.677238,8.672171,2
-11.365423,-13.67529,11.750106,7.678844,-17.083882,2.980999,5.860485,7.382058,6.364619,7.715615,6.302616,4.991609,3.664509,-10.513829,-12.053038,2
11.065762,8.426483,3.209549,11.891661,6.095893,-10.418607,-10.000646,-10.866476,-10.603308,-10.790343,-9.949321,-9.017889,9.065943,11.138054,10.753245,2
4.455848,3.675221,-3.140803,1.767253,15.224877,-0.768449,-5.373571,-3.233445,-4.344907,-3.579359,-4.260662,-4.520139,-3.780497,3.89466,3.983973,2
-15.579862,8.03982,23.033693,-5.091046,-5.923495,6.265935,2.212139,4.635906,3.032533,4.097799,3.644449,2.616196,-10.133767,-10.373632,-10.476667,2
0.259829,7.991361,-3.13904,2.547705,-1.359774,-7.388953,-4.832961,-6.535105,-5.232751,-6.815551,-2.249399,2.091189,5.04848,8.067228,11.547742,1
5.116695,7.718807,2.323026,-5.119719,11.136396,5.851092,-6.461387,-4.807168,-5.243492,-5.349701,-5.3027,-6.194235,-4.521646,5.275132,5.5789,2
9.902398,10.401161,-5.768577,2.603622,14.537325,-2.972109,-8.215539,-7.422384,-6.757526,-7.769084,-7.240171,-9.658111,-2.904887,11.138211,10.12567,2
9.828476,5.627485,6.565648,6.495484,-12.189988,-10.506752,-11.887369,-11.643583,-11.605443,-12.741214,3.868062,10.693794,8.624368,9.642103,9.228927,1
-11.517003,-5.25791,20.700396,-7.759472,-7.206011,7.536775,6.709809,7.49518,7.709684,6.822702,5.528278,2.08325,-11.196361,-10.688533,-10.960784,2
11.713391,10.710271,-8.5549,7.992179,11.31843,-7.88802,-8.848722,-9.777475,-8.657436,-9.066326,-8.822021,-8.039395,10.037677,10.486197,7.396147,2
-11.150464,-12.271896,14.707783,4.367964,-16.266999,3.649322,6.021028,7.802805,6.247268,8.360131,5.529398,6.325933,0.047196,-12.072457,-11.297012,2
8.908446,10.786387,-3.867063,1.708289,14.179348,-1.756435,-7.818032,-6.953309,-6.709893,-7.602427,-6.73495,-8.997706,-2.878109,9.309554,8.4259,2
-12.50627,-9.308662,10.952099,-5.944643,-14.453955,4.006683,8.671423,8.044646,7.859082,8.542116,7.279979,9.545173,2.266451,-13.037344,-11.916781,2
-11.236281,23.676638,0.060149,-2.60993,7.921216,3.793615,6.221133,4.834134,5.427803,5.847216,-4.516719,-10.9383,-8.959593,-9.968868,-9.552213,1
-11.903159,-12.935356,6.928342,0.028927,-16.107958,4.828861,8.023194,8.59496,7.555189,8.760256,7.285586,9.372905,4.002055,-12.388061,-12.04574,2
-13.120764,-14.262099,6.196825,-0.989613,-17.563438,1.598417,8.136479,6.944943,7.768022,6.82172,8.146788,6.180341,9.471317,-1.139543,-14.189395,2
9.301719,8.543891,2.987319,7.672085,9.604645,-6.651817,-11.878514,-10.900138,-12.126747,-11.170658,-10.722343,-7.540456,8.710764,10.896723,13.273528,2
-12.372979,-9.107381,10.702256,-8.249617,-12.134442,7.143594,8.004626,8.66293,7.601878,9.049614,6.98446,10.284666,-1.582857,-13.315778,-11.670965,2
10.76169,8.538014,-8.426054,8.414744,10.777458,-6.998332,-9.466049,-8.672768,-8.912951,-8.747134,-8.853389,-8.059813,8.653254,10.705782,10.285547,2
-12.102127,-10.692974,10.071309,-5.729982,-12.944136,7.674701,7.637297,8.960346,7.357221,9.256457,6.847027,10.372356,-1.688074,-13.296754,-11.722668,2
-11.454878,-8.3061,3.36746,-11.29428,-6.87371,10.322311,9.895856,9.450323,9.439815,9.523662,11.138289,8.055176,-10.447151,-11.306363,-11.51041,2
-17.040703,7.656519,22.729533,-6.625832,-6.969894,5.456314,1.25193,3.992967,2.005157,3.588998,2.207827,3.63005,1.062772,-11.181115,-11.764521,2
8.463172,8.467888,-6.857402,4.031357,13.371728,-5.461454,-9.031108,-7.842906,-8.757993,-7.728655,-9.115713,-5.148988,8.745172,8.318707,8.546193,2
-12.269534,-7.682317,12.577019,-10.164131,-5.07334,10.063473,7.375125,8.806983,7.996653,8.363313,8.556117,6.443854,-11.309321,-11.824624,-11.85927,2
1.65334,4.493315,9.978132,-4.186375,4.3322,3.176483,-2.538278,-3.251391,-2.551006,-3.14109,-2.93954,-2.948338,-3.481481,-0.980784,2.384813,2
-13.040296,-14.836942,3.693365,4.02577,-17.858278,-0.137266,8.225707,6.906662,7.763868,6.816374,8.121932,6.158869,9.425017,-1.067948,-14.196835,2
11.534224,10.895595,6.616111,9.276247,12.89444,-3.199441,-11.364997,-9.404536,-10.842407,-9.994183,-10.507407,-8.429978,-7.63615,10.082137,10.080343,2
-11.412823,-12.937801,13.941022,4.248178,-16.682363,2.75706,6.051509,7.2363,6.445392,7.605434,6.37082,5.007205,3.790431,-10.453403,-11.96696,2
-12.094369,-2.007228,19.352058,-12.277766,-5.735571,6.615921,7.14244,7.142391,7.54479,7.116822,5.26417,4.153231,-9.569084,-11.434424,-11.213379,2
10.927259,10.031095,6.093683,8.953217,12.581314,-4.069777,-11.424488,-10.406012,-10.563724,-11.499349,-9.59442,-11.366823,0.302033,11.939407,8.096585,2
-16.874176,6.840835,22.519748,-0.043323,-11.152149,5.513149,0.945535,3.883819,1.699467,3.459713,1.974588,3.426304,0.811592,-11.199409,-11.805693,2
-11.2902,-7.774812,3.225941,-13.243245,-3.291115,10.758962,9.835166,9.614827,10.153321,9.418436,11.638159,4.191171,-11.79068,-10.461936,-10.983995,2
-12.224377,-4.913732,-0.263401,-14.216629,-4.86227,10.071814,9.297641,9.670524,9.284315,9.964828,9.867185,10.176192,-8.220084,-12.23938,-11.392627,2
-11.892255,-8.660037,11.09937,-7.852524,-11.591025,7.408726,8.461413,8.831524,8.125681,9.080036,7.765585,9.770614,-6.769614,-12.459183,-11.318307,2
-11.568643,-11.621771,8.884232,-0.062853,-15.343458,5.247645,8.282569,9.004105,7.684119,9.392608,7.144797,10.590177,-3.354246,-12.916132,-11.363152,2
-12.27071,-9.012495,4.616483,-11.120642,-8.991864,9.46729,8.869434,9.382119,8.124921,9.777586,8.773959,11.611262,-4.94552,-13.031032,-11.250791,2
-15.513696,9.464873,22.105247,-9.612614,-1.25347,5.365289,3.57909,4.31427,4.203895,3.747002,5.094845,-0.182272,-11.086609,-9.873347,-10.352504,2
-17.437123,6.82617,22.572754,-0.342509,-10.49771,5.059034,0.866821,3.477539,1.787726,2.916895,2.205549,2.517987,2.462232,-9.94845,-12.466918,2
-11.107463,-2.287397,6.502882,-12.219919,9.796757,9.228015,10.302651,9.829746,9.491698,11.269714,0.977676,-11.992834,-9.202535,-10.579501,-10.00949,1
-11.813936,-12.830528,-1.56525,-3.118026,-15.31678,-0.400181,11.026819,8.670115,9.535828,8.51118,9.639653,9.098548,9.836624,-8.848275,-12.425791,2
-11.997469,-11.992399,8.678322,-2.827883,-14.825989,6.261779,7.762241,8.734785,7.427929,8.975016,7.022254,9.819517,2.170495,-12.921941,-12.286655,2
-11.91198,-4.764639,19.806034,-9.189504,-9.588662,5.750517,6.875288,7.31449,7.133934,7.838834,4.940707,5.597194,-7.272935,-11.836421,-10.692858,2
10.952422,9.045939,2.837045,11.669556,4.807323,-11.095462,-9.7878,-10.918226,-10.715338,-10.77314,-10.282813,-7.74568,10.25881,10.870122,10.877241,2
-15.602772,9.510268,22.12586,-10.211866,-0.523739,5.328368,3.911886,4.281775,4.426974,3.644249,5.465501,-3.672178,-11.035084,-8.837878,-8.811365,2
-12.089915,-12.065343,0.573224,-6.476872,-14.225799,5.016883,10.33259,8.766977,8.927764,8.937309,9.000334,10.107025,6.76196,-11.618497,-11.947641,2
-15.369318,8.917377,22.643585,-7.737497,-3.542167,5.856747,3.028368,4.504044,3.779215,3.84978,4.690363,0.450863,-10.952328,-9.824056,-10.294976,2
-10.998297,-8.638185,19.786413,-3.60516,-10.094613,7.696829,6.235109,7.96306,7.161836,7.683434,5.423691,3.536185,-10.489301,-10.795266,-10.865734,2
-12.70437,-7.583236,11.557205,-8.907676,-11.979794,6.78637,8.057205,8.399212,7.587454,8.808596,6.909908,10.095311,-1.709517,-13.493882,-11.822788,2
-15.79707,10.250867,20.425461,-12.20737,1.423218,4.522302,4.231632,3.988733,4.509368,3.730269,5.056821,1.026406,-10.661079,-10.127644,-10.371913,2
-12.724218,-9.256662,2.380246,-10.647099,-11.88142,6.651087,9.917768,8.680697,8.828879,8.905832,8.563476,10.4243,4.941538,-12.639682,-12.144741,2
-11.604614,-11.450585,1.366855,-5.584626,-14.302429,3.487904,10.646579,9.330538,9.145087,9.743579,8.989258,11.096687,3.256233,-12.51591,-11.604558,2
8.58783,9.177065,-5.4847,3.575889,13.333903,-2.606568,-8.369029,-6.828432,-7.384712,-7.740287,-6.712765,-9.124331,1.56002,9.697746,8.318372,2
-13.105356,-11.788948,9.596069,-6.941068,-13.769483,6.402093,7.559927,7.620255,7.583312,7.484721,7.779941,7.260007,7.836869,-10.110691,-13.407646,2
-11.579914,-11.563253,8.947869,-2.528412,-14.338252,6.859643,7.953979,9.187892,7.574257,9.468875,7.085132,10.615294,-3.398169,-12.91035,-11.374589,2
9.711974,3.243591,8.153375,4.472989,-12.584494,-10.178554,-12.142457,-11.456696,-12.327688,-11.479367,6.520798,10.191499,8.96038,9.577583,9.337065,1
-11.075917,-6.740766,22.059026,-4.603887,-9.219616,6.793886,5.709223,7.000273,6.706612,6.860577,4.991701,3.090583,-10.274307,-10.632433,-10.664958,2
-16.63847,9.344844,21.092644,-9.323316,0.991482,4.234267,3.176319,3.861407,3.291167,3.865286,3.258244,3.968849,-8.674267,-11.514206,-10.934248,2
-11.793025,-8.850135,11.504652,-8.689516,-8.86284,9.367307,7.947947,9.050211,8.208814,8.809968,8.419947,7.978617,-9.85836,-11.78434,-11.449247,2
8.852381,6.727717,4.479874,8.932398,-10.755194,-13.519113,-13.711586,-13.577155,-11.752479,-8.069774,7.991947,8.652251,8.563578,8.578305,8.60685,1
-12.330902,-12.504267,15.59581,-0.40587,-16.020965,3.327535,6.161775,6.572477,6.738576,6.614932,7.14424,3.9457,5.644449,-7.363613,-13.119879,2
-10.504878,-10.688087,9.785478,0.528871,-13.873454,5.544626,9.585417,8.961591,9.377838,8.738918,9.985002,5.669168,-10.973715,-10.713836,-11.42294,2
-11.681475,-12.088815,-0.414234,-4.773351,-14.539912,4.015142,10.59495,9.297281,9.16669,9.503179,8.999134,10.797165,5.110729,-12.114116,-11.872368,2
11.200861,10.459034,6.409352,9.381836,12.283909,-3.752173,-11.294643,-9.879145,-10.845561,-10.659652,-10.28318,-8.754952,-6.186527,10.756547,11.164293,2
-11.2531,-4.78912,21.961984,-7.410562,-6.947539,6.946524,6.246567,6.902865,7.374223,6.271544,6.145604,0.928108,-11.406201,-10.2542,-10.716696,2
4.260727,8.542573,6.987786,-4.51206,8.821946,1.147641,-4.596441,-5.647438,-4.564663,-5.639836,-4.631115,-5.754689,-3.76639,4.480451,4.871509,2
-12.042653,-11.970043,0.670103,-6.319375,-14.571813,2.811367,10.656367,8.541963,9.27863,8.673396,9.391376,9.517127,8.289339,-10.483184,-12.4426,2
-13.207629,-13.583794,8.445989,-4.915219,-13.571101,7.933892,6.644175,7.823555,7.132908,7.402066,7.589063,6.729306,8.419006,-8.84184,-14.000372,2
-11.677555,3.019423,1.403601,-9.805745,13.365194,8.003092,11.744721,8.849013,11.188167,9.005871,-7.176557,-11.148528,-8.917406,-9.396529,-8.456762,1
-11.552517,-9.536459,17.811228,-2.135974,-14.984701,0.500063,7.083867,7.014971,7.03155,7.852358,6.427307,5.7563,1.648761,-11.63577,-11.280986,2
-15.93357,9.494884,21.394372,-10.706661,-1.134185,5.180453,3.123726,4.338879,3.514273,4.111602,3.707296,3.523758,-9.289085,-10.794199,-10.531543,2
-12.315708,-7.581132,4.631809,-12.094242,-6.862648,10.06938,9.040017,9.539063,8.630195,9.642324,9.412472,10.235417,-8.233816,-12.495716,-11.617414,2
-11.724731,-12.82064,7.11419,-0.076003,-15.213925,6.974378,7.490732,9.123175,7.23172,9.30985,6.816951,10.320675,0.270765,-13.090403,-11.726732,2
7.541431,10.553043,0.010113,-0.925789,13.462281,0.983785,-7.107169,-5.484804,-6.619226,-6.082559,-6.719843,-5.762195,-7.288227,4.988482,8.450676,2
-12.733552,-11.560211,9.898594,-4.038912,-14.857549,5.663032,7.766365,8.004134,7.480417,8.100168,7.315736,8.441567,5.346697,-12.130187,-12.696298,2
10.789462,9.339911,5.666013,9.091095,12.256929,0.118853,-11.917883,-9.487973,-11.027996,-10.340971,-10.563048,-9.602117,-6.710024,10.132397,12.255352,2
-11.409947,-12.938447,13.94111,4.228422,-16.664294,2.720021,6.014783,7.225931,6.535227,7.639137,6.511502,4.979682,3.632616,-10.448292,-11.967449,2
10.912472,8.195849,3.82015,10.695405,8.892946,-8.91103,-10.814109,-10.774235,-10.801047,-11.332133,-9.626607,-9.683129,7.507652,11.372003,10.545808,2
-11.403217,-11.390029,16.216971,1.277544,-16.042554,0.994472,6.698633,7.109638,6.721762,7.750074,6.401351,5.407211,2.905989,-11.087003,-11.560842,2
6.253423,8.447666,-0.093383,-2.047886,10.090949,10.183719,-6.602296,-6.410365,-6.252292,-6.74586,-6.496771,-7.011748,-5.570142,5.546529,6.708458,2
-12.191847,-12.760585,-0.521418,-5.272632,-14.870655,3.523476,10.369421,8.495443,9.354387,8.460796,9.551351,8.793999,9.188306,-9.390266,-12.729776,2
10.809104,8.277601,2.24703,11.426883,5.786412,-10.582215,-10.409027,-10.800226,-11.269459,-10.491262,-10.930295,-6.24804,10.955632,10.467038,10.760822,2
8.126335,8.623226,-4.245038,-0.55731,14.4011,3.251427,-9.182747,-6.880569,-7.651789,-7.598812,-6.716865,-8.778285,0.041656,9.258489,7.909182,2
-12.216767,-7.373702,3.055174,-12.40272,-6.377514,10.387433,9.302563,9.625771,8.904836,9.598778,9.269752,10.255009,-8.155361,-12.368849,-11.504403,2
-16.552264,9.125576,21.558814,-10.859455,-2.249423,5.097187,2.55329,4.352065,2.781857,4.342862,2.526781,5.15909,-5.020792,-11.957486,-10.858099,2
-12.068093,-7.260639,2.100966,-12.466958,-7.864801,9.407059,9.536815,9.711262,9.108303,9.99794,9.283209,10.795403,-6.540172,-12.479977,-11.260319,2
-11.346572,-12.834834,13.724449,4.153854,-16.602261,2.936653,6.246138,7.533386,6.517447,7.892499,6.349959,5.49119,2.80515,-11.088295,-11.77876,2
-17.04383,6.821439,22.961445,-3.212527,-9.31172,5.67263,1.01857,3.98088,1.83874,3.542281,2.122812,3.564385,0.971695,-11.135197,-11.791603,2
-12.270777,-13.954141,13.356143,3.159559,-16.928574,3.611066,5.772773,6.67633,6.485826,6.632472,7.058605,3.879812,5.807544,-5.940855,-13.345781,2
-11.036962,-7.985162,3.392757,-11.833745,-5.315528,10.908923,10.397415,9.496817,10.361966,9.203801,12.666136,2.807596,-12.067961,-10.140497,-10.855552,2
-13.312995,-11.948461,9.391196,-6.813608,-14.789457,4.802899,8.017845,7.05801,7.908558,6.874801,8.185155,6.31614,9.30262,-7.042585,-13.950116,2
1.130939,5.639343,9.571258,-4.585283,4.584983,2.22011,-2.254248,-3.88473,-2.62443,-3.697535,-2.830198,-3.656729,-2.796022,1.329669,1.852872,2
-11.190914,-8.134121,6.157524,-10.221469,-7.691585,9.575431,10.048679,9.292785,10.145995,9.36545,12.057947,4.428167,-11.798509,-10.638465,-11.396915,2
5.00203,12.038534,-1.304887,1.866296,7.209932,-6.07133,-5.388653,-6.73609,-5.467401,-6.401055,-6.179911,-5.244575,5.453947,5.555725,5.667439,2
9.877513,3.108803,9.234326,8.887728,-9.128293,-11.167013,-10.715405,-11.418501,-10.624896,-11.650771,-7.177321,10.388817,9.940344,10.308296,10.136373,2
-12.871694,-3.244381,11.101151,-13.649779,-5.988525,8.693398,8.000451,8.383846,8.033386,8.470796,7.849243,8.547275,-8.831843,-12.652244,-11.841078,2
-10.371355,-12.3829,12.341848,8.302783,-16.27402,2.864344,6.588114,8.506215,6.76542,9.15041,5.577108,6.737787,-5.535452,-11.665758,-10.604541,2
2.741473,5.676825,9.791542,-4.715379,6.208472,2.645004,-3.619374,-4.530105,-3.679917,-4.315294,-3.774135,-4.501151,-3.735484,2.523852,3.283672,2
-11.998152,-5.057764,20.580319,-7.058744,-11.415434,4.64305,6.417695,6.984833,6.632884,7.89711,4.732944,5.569827,-4.635615,-12.312416,-10.980538,2
-10.077674,-3.270582,-2.488192,-7.169532,12.425572,9.78742,12.024608,10.992929,11.354943,11.936661,-3.918879,-11.051457,-9.249302,-10.677508,-10.619008,1
8.536332,9.80977,-4.918968,3.27509,13.568883,-4.037389,-7.718576,-7.855548,-7.32287,-8.138633,-6.981327,-9.357444,3.262509,9.527627,8.350543,2
-17.9427,6.433429,22.58706,-0.760746,-11.788794,4.805318,0.691323,3.097508,1.711456,2.329352,2.308443,1.519953,3.578119,-5.257707,-13.312014,2
10.833137,8.876492,5.245325,10.316365,10.224914,-7.445975,-10.802006,-10.733846,-10.593522,-11.512314,-9.402338,-11.03541,4.074973,11.722694,10.231508,2
