@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute target {1,2,3}

@data
-0.649795,1.390288,1.497696,-0.63528,1.661666,1.476172,-0.560303,-1.019982,-1.019982,3
-0.574491,1.548162,1.426219,-0.540273,1.537887,1.326684,-0.483795,-1.051394,-1.051394,3
-0.683279,1.391383,1.561281,-0.500307,-0.624547,1.636119,1.433799,-1.014382,-1.014382,3
-0.595882,1.480958,1.504242,-0.568923,1.468289,1.643032,-0.510005,-1.034169,-1.034169,3
-0.624459,1.407622,1.320199,-0.598908,1.537744,1.632152,-0.53289,-1.035508,-1.035508,3
-0.521952,1.468667,1.444263,-0.468719,1.614537,1.363026,-0.453152,-1.054361,-1.054361,3
-0.570109,1.524425,1.500266,-0.56756,1.43238,1.583493,-0.49518,-1.037618,-1.037618,3
-0.567719,1.500318,1.33999,-0.585897,1.51938,1.599374,-0.496655,-1.041555,-1.041555,3
-0.608832,1.402918,1.433212,-0.58087,1.547671,1.568205,-0.512486,-1.044827,-1.044827,3
-0.542289,1.349562,1.438375,-0.538828,1.500021,1.563104,-0.474452,-1.056866,-1.056866,3
-0.668881,1.505937,1.460153,-0.656267,1.448225,1.648472,-0.562697,-1.025833,-1.025833,3
-0.593269,1.516105,1.435024,-0.584506,1.456554,1.563822,-0.524464,-1.04172,-1.04172,3
-0.599168,1.510377,1.334798,-0.607994,1.632314,1.543697,-0.516258,-1.040847,-1.040847,3
-0.584337,1.594973,1.448334,-0.569795,1.404265,1.505403,-0.505861,-1.041454,-1.041454,3
-0.611676,1.313206,1.534789,-0.476184,-0.541642,1.579647,1.514789,-1.034026,-1.034026,3
-0.6394,1.375494,1.535739,-0.605463,1.512791,1.594618,1.552393,-1.029628,-1.029628,3
-0.596971,1.493006,1.396061,-0.634732,1.493468,1.593879,1.371681,-1.032863,-1.032863,3
-0.589661,1.455077,1.44675,-0.616517,1.622363,1.561988,-0.514603,-1.037915,-1.037915,3
-0.557182,1.433462,1.488359,-0.568325,1.593025,1.425495,-0.476833,-1.047176,-1.047176,3
-0.57145,1.48586,1.457449,-0.525869,1.486309,1.53089,-0.496122,-1.051457,-1.051457,3
-0.545143,1.495146,1.38381,-0.53612,1.614841,1.609376,-0.525801,-1.041486,-1.041486,3
-0.646609,1.443207,1.511003,-0.613349,1.606958,1.356922,1.588043,-1.033777,-1.033777,3
-0.465428,1.43661,1.414675,-0.496594,1.49919,1.53773,-0.396304,-1.070203,-1.070203,3
-0.636422,1.359627,1.484643,-0.596353,1.60433,1.50274,-0.530026,-1.039993,-1.039993,3
-0.576583,1.46369,1.490242,-0.58028,1.392674,1.520097,-0.507459,-1.042965,-1.042965,3
-0.545569,1.344464,1.422308,-0.531887,1.655724,1.52442,-0.484419,-1.043854,-1.043854,3
-0.611973,1.531988,1.352779,-0.60401,1.573436,1.545731,-0.523579,-1.044451,-1.044451,3
-0.641978,1.373062,1.544099,-0.473536,-0.618383,1.648627,1.510421,-1.017328,-1.017328,3
-0.520374,1.46982,1.391396,-0.517742,1.570071,1.642681,-0.447511,-1.044357,-1.044357,3
-0.511624,1.32957,1.348145,-0.493755,1.50467,1.570713,-0.438683,-1.067741,-1.067741,3
-0.485045,1.375236,1.387899,-0.518869,1.460224,1.535516,-0.43371,-1.064778,-1.064778,3
-0.587943,1.32405,1.496001,-0.54686,1.611171,1.543938,-0.515314,-1.034624,-1.034624,3
-0.560695,1.488378,1.338918,-0.561507,1.508633,1.569062,-0.492264,-1.043096,-1.043096,3
-0.516656,1.447042,1.327752,-0.544883,1.447836,1.534778,-0.447828,-1.064288,-1.064288,3
-0.673551,1.309916,1.498618,1.390602,-0.648621,1.637411,1.511689,-1.024015,-1.024015,3
-0.579287,1.530263,1.357573,-0.575976,1.584093,1.530624,-0.509067,-1.033592,-1.033592,3
-0.642386,1.459868,1.479196,-0.67366,1.695302,1.441085,1.538928,-1.019724,-1.019724,3
-0.620194,1.562077,1.525364,-0.608325,1.603579,1.465392,-0.548034,-1.026307,-1.026307,3
-0.557949,1.479956,1.463069,-0.508967,1.622537,1.501242,-0.48076,-1.049053,-1.049053,3
-0.551711,1.337887,1.502757,-0.538802,1.603377,1.399504,-0.491064,-1.050567,-1.050567,3
-0.651715,1.648195,1.514725,-0.652421,1.546045,1.63407,-0.584918,-1.005555,-1.005555,3
-0.604414,1.514052,1.515565,-0.548756,1.552209,1.392555,-0.518447,-1.039867,-1.039867,3
-0.579436,1.359755,1.51197,-0.568822,1.578712,1.410996,-0.505707,-1.049957,-1.049957,3
-0.633169,1.413483,1.510317,-0.483988,-0.577522,1.619419,1.435738,-1.03147,-1.03147,3
-0.658313,1.558788,1.463435,-0.214862,-0.613158,1.625574,1.552998,-1.026048,-1.026048,3
-0.619027,1.436333,1.507228,-0.473375,-0.61551,1.4735,1.577458,-1.033915,-1.033915,3
-0.612223,1.488636,1.256086,-0.624133,1.636098,1.499816,-0.518991,-1.031401,-1.031401,3
-0.602618,1.557292,1.472857,-0.565567,1.563479,1.552251,-0.511332,-1.04255,-1.04255,3
-0.617581,1.568315,1.506119,-0.605763,1.546426,1.503487,-0.514514,-1.031962,-1.031962,3
-0.562554,1.351806,1.399758,-0.531265,1.612679,1.334253,-0.488324,-1.050493,-1.050493,3
-0.634531,1.501755,1.410662,-0.493969,-0.622311,1.53699,1.627139,-1.017956,-1.017956,3
-0.489314,1.410983,1.406304,-0.502256,1.614016,1.441455,-0.426749,-1.062396,-1.062396,3
-0.492273,1.525544,1.373181,-0.496497,1.459893,1.520951,-0.44168,-1.055559,-1.055559,3
-0.555844,1.378877,1.452277,-0.560686,1.545138,1.56496,-0.480294,-1.053295,-1.053295,3
-0.596178,1.533993,1.367753,-0.578362,1.606439,1.40091,-0.521427,-1.042947,-1.042947,3
-0.633604,1.482645,1.270467,-0.630073,1.53967,1.62027,-0.548769,-1.033866,-1.033866,3
-0.6293,1.567616,1.551327,-0.663474,1.462173,1.593787,1.388438,-1.015911,-1.015911,3
-0.633232,1.46093,1.273571,-0.63998,1.52143,1.620011,-0.544126,-1.032195,-1.032195,3
-0.608408,1.38461,1.538346,-0.640519,1.625965,1.572908,-0.534765,-1.031138,-1.031138,3
-0.628246,1.460269,1.318397,-0.618964,1.591463,1.617866,-0.552287,-1.034993,-1.034993,3
-0.615598,1.40133,1.463739,-0.599246,1.57021,1.436154,-0.528486,-1.047497,-1.047497,3
-0.611447,1.550197,1.456766,-0.552482,1.467616,1.559601,-0.525683,-1.037796,-1.037796,3
-0.682812,1.588619,1.400645,-0.660461,1.647846,1.540463,-0.577843,-1.009475,-1.009475,3
-0.642426,1.569824,1.53391,-0.490376,-0.605713,1.609608,1.400531,-1.024593,-1.024593,3
-0.605074,1.447314,1.433492,-0.572579,1.625871,1.508886,-0.529844,-1.040547,-1.040547,3
-0.609272,1.539826,1.459187,-0.26568,-0.597787,1.608002,1.533106,-1.030095,-1.030095,3
-0.568243,1.400514,1.354734,-0.551017,1.685691,1.550427,-0.49856,-1.048758,-1.048758,3
-0.680639,1.427624,1.515905,-0.677841,1.669283,1.489093,-0.579842,-1.015074,-1.015074,3
-0.590708,1.447255,1.29439,-0.617166,1.642577,1.579723,-0.501265,-1.03939,-1.03939,3
-0.644323,1.448417,1.435086,-0.644312,1.368863,1.62236,0.659221,-1.026891,-1.026891,3
-0.627837,1.43727,1.510883,-0.635956,1.449636,1.551015,-0.532221,-1.043187,-1.043187,3
-0.622459,1.552574,1.366544,-0.589923,1.545309,1.403516,-0.531312,-1.043154,-1.043154,3
-0.550308,1.531259,1.438281,-0.573674,1.610655,1.541822,-0.523227,-1.033918,-1.033918,3
-0.629897,1.440324,1.548276,-0.472244,-0.564457,1.608342,1.52069,-1.029797,-1.029797,3
-0.642512,1.556964,1.407014,-0.584437,-0.436392,1.63686,1.515673,-1.019533,-1.019533,3
-0.625492,1.48243,1.33111,-0.629403,1.497884,1.617823,-0.583317,-1.024168,-1.024168,3
-0.609753,1.361639,1.562605,-0.472704,-0.601513,1.619147,1.393198,-1.033074,-1.033074,3
-0.612748,1.48964,1.570567,-0.57537,1.462806,1.577118,1.38135,-1.038534,-1.038534,3
-0.621092,1.507936,1.465154,-0.604484,1.546151,1.577516,-0.535757,-1.034812,-1.034812,3
-0.613138,1.343715,1.533573,-0.582663,1.604754,1.481927,-0.541493,-1.033475,-1.033475,3
-0.586834,1.478923,1.354137,-0.57017,1.424225,1.557094,-0.505917,-1.044147,-1.044147,3
-0.610039,1.519979,1.440992,-0.603166,1.444206,1.568311,-0.53738,-1.037907,-1.037907,3
-0.591817,1.40227,1.257247,-0.577147,1.56129,1.625443,-0.494695,-1.040832,-1.040832,3
-0.557829,1.398395,1.325253,-0.530821,1.676544,1.547218,-0.465109,-1.050374,-1.050374,3
-0.555009,1.488704,1.456353,-0.573607,1.573232,1.580073,-0.488487,-1.039036,-1.039036,3
-0.620252,1.409384,1.596439,-0.626587,1.569778,1.509843,-0.54142,-1.029362,-1.029362,3
-0.60566,1.485056,1.316644,-0.625251,1.500346,1.558537,-0.522059,-1.032338,-1.032338,3
-0.62721,1.481219,1.357613,-0.470215,-0.598418,1.679282,1.510073,-1.025745,-1.025745,3
-0.640185,1.384863,1.471845,-0.623419,1.593288,1.344623,1.615884,-1.035542,-1.035542,3
-0.615451,1.503158,1.43049,-0.45422,-0.584212,1.55669,1.651193,-1.020957,-1.020957,3
-0.583563,1.435686,1.376057,-0.522882,1.458271,1.593304,-0.510884,-1.053811,-1.053811,3
-0.570095,1.518919,1.480896,-0.531793,1.583076,1.491178,-0.492067,-1.045984,-1.045984,3
-0.535713,1.531765,1.400527,-0.57983,1.487489,1.619216,-0.482875,-1.032936,-1.032936,3
-0.60837,1.505604,1.475195,-0.55672,1.515049,1.580475,-0.523892,-1.038739,-1.038739,3
-0.65774,1.505943,1.450223,-0.615631,1.523984,1.523984,-0.567765,-1.031776,-1.031776,3
-0.611321,1.543654,1.48106,-0.635435,1.445959,1.611574,1.409663,-1.020108,-1.020108,3
-0.572344,1.372499,1.565025,-0.581805,1.567822,1.457364,-0.492546,-1.036561,-1.036561,3
-0.615875,1.49846,1.486512,-0.507924,-0.517186,1.604959,1.301519,-1.032483,-1.032483,2
-0.626274,1.445213,1.217995,-0.614388,1.592937,1.654279,-0.537967,-1.027284,-1.027284,3
-0.515032,1.495816,1.351687,-0.512365,1.482205,1.559374,-0.429949,-1.055697,-1.055697,3
-0.599618,1.538982,1.576765,-0.252316,-0.582246,1.342157,1.520295,-1.028874,-1.028874,3
-0.585817,1.509561,1.564589,-0.604531,1.609536,1.532331,-0.493183,-1.033212,-1.033212,3
-0.559744,1.381024,1.556041,-0.483498,-0.535156,1.589202,1.507159,-1.035311,-1.035311,3
-0.571578,1.470253,1.322886,-0.585623,1.497705,1.568462,-0.500427,-1.047641,-1.047641,3
-0.63123,1.485103,1.390294,-0.589461,1.646543,1.467192,-0.55297,-1.030577,-1.030577,3
-0.61698,1.337924,1.54503,-0.597202,1.61734,1.535707,-0.556549,-1.0259,-1.0259,3
-0.573396,1.520573,1.349581,-0.508949,-0.536494,1.630042,1.501737,-1.03379,-1.03379,3
-0.6175,1.389742,1.525077,-0.618731,1.669981,1.516874,-0.590744,-1.023915,-1.023915,2
-0.520028,1.489762,1.449861,-0.544663,1.616855,1.531368,-0.444171,-1.052544,-1.052544,3
-0.608566,1.480045,1.252506,-0.612558,1.499951,1.59596,-0.530176,-1.033776,-1.033776,3
-0.565661,1.557186,1.582517,-0.556806,1.539497,1.315602,-0.482781,-1.044769,-1.044769,3
-0.597058,1.503956,1.447975,-0.476094,-0.619637,1.461854,1.587694,-1.023573,-1.023573,3
-0.601507,1.535795,1.367644,-0.598361,1.622158,1.584295,-0.517168,-1.025705,-1.025705,3
-0.642067,1.537736,1.406283,-0.62643,1.431193,1.548964,-0.545161,-1.034498,-1.034498,3
-0.619113,1.502908,1.31931,-0.429619,-0.628496,1.652601,1.532975,-1.031005,-1.031005,3
-0.618479,1.391739,1.506664,-0.580076,1.606855,1.535071,-0.548286,-1.035709,-1.035709,3
-0.598995,1.523998,1.475653,-0.599679,1.609759,1.305675,1.569693,-1.04841,-1.04841,3
-0.614221,1.543342,1.391022,-0.588198,1.576305,1.531892,-0.535609,-1.046803,-1.046803,3
-0.55876,1.562437,1.393691,-0.555646,1.586868,1.519483,-0.485591,-1.044316,-1.044316,3
-0.659367,1.387352,1.489775,-0.640651,1.471173,1.652939,1.628941,-1.020613,-1.020613,3
-0.580134,1.535674,1.433025,-0.584172,1.554401,1.500092,-0.509438,-1.031953,-1.031953,3
-0.63339,1.4502,1.510628,-0.605608,1.633502,1.554015,-0.525538,-1.031273,-1.031273,3
-0.568793,1.478622,1.514236,-0.599261,1.543403,1.616534,-0.500514,-1.033488,-1.033488,3
-0.691678,1.507469,1.544551,-0.688123,1.480589,1.616193,0.85534,-1.015581,-1.015581,3
-0.626592,1.562563,0.885921,-0.64076,1.632167,1.569852,-0.524879,-1.0336,-1.0336,3
-0.620326,1.564592,1.545957,-0.653846,1.593454,1.563115,-0.523754,-1.024862,-1.024862,3
-0.578184,1.515599,1.5353,-0.608425,1.400898,1.530046,1.346611,-1.03421,-1.03421,3
-0.570608,1.512583,1.405391,-0.616347,1.376767,1.524642,1.36958,-1.041007,-1.041007,3
-0.58629,1.458618,1.541951,-0.633584,1.559459,1.382221,-0.497728,-1.037036,-1.037036,3
-0.583093,1.49351,1.320422,-0.597615,1.594307,1.19433,-0.493031,-1.041685,-1.041685,2
-0.64905,1.463053,1.497064,-0.649598,1.645056,1.559114,-0.557061,-1.021358,-1.021358,3
-0.611208,1.520763,1.379593,-0.623257,1.517841,1.590179,-0.544363,-1.027076,-1.027076,3
-0.6008,1.545906,1.420607,-0.609266,1.580569,1.415493,-0.505239,-1.034327,-1.034327,3
-0.589652,1.580411,1.443588,-0.615504,1.57381,1.500357,-0.524385,-1.03027,-1.03027,3
-0.599753,1.560526,1.498262,-0.386264,-0.540521,1.547265,1.466436,-1.035093,-1.035093,3
-0.586739,1.361888,1.330494,-0.614912,1.641249,1.623663,-0.515548,-1.042709,-1.042709,3
-0.593806,1.559478,1.576232,-0.602268,1.603426,1.422657,-0.509419,-1.032228,-1.032228,3
-0.654756,1.32476,1.536073,1.390913,-0.649087,1.670949,1.601524,-1.011136,-1.011136,3
-0.643233,1.595952,1.399754,-0.612018,1.514194,1.291463,-0.559911,-1.035616,-1.035616,3
