@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute target {1,2,3,4,5,6}

@data
0.071514,0.066007,0.061329,0.055335,0.047797,0.037527,0.02448,2
0.059287,0.056316,0.053759,0.049984,0.044687,0.036912,0.025037,2
0.083028,0.078292,0.07257,0.064138,0.052885,0.037874,0.019188,6
0.084932,0.079096,0.071998,0.062114,0.048868,0.031957,0.011237,6
0.053303,0.050562,0.049969,0.048549,0.045804,0.04013,0.029645,2
0.084725,0.078427,0.071085,0.06105,0.047753,0.030942,0.010536,6
0.061067,0.057972,0.055969,0.053153,0.049284,0.043915,0.034584,5
0.067619,0.062832,0.059269,0.054907,0.048765,0.04148,0.031303,5
0.084201,0.077625,0.070158,0.060207,0.047811,0.032455,0.013606,6
0.067101,0.062164,0.059152,0.055971,0.05126,0.043975,0.032663,2
0.083805,0.078305,0.071578,0.062167,0.0494,0.033143,0.013177,6
0.067412,0.061618,0.055958,0.049605,0.043016,0.034627,0.022643,1
0.084162,0.078204,0.071233,0.061606,0.049055,0.033569,0.014695,6
0.057944,0.054189,0.052999,0.052071,0.050243,0.043919,0.032559,2
0.083041,0.077653,0.071037,0.061641,0.048747,0.032465,0.012481,6
0.075098,0.067639,0.060939,0.05381,0.045393,0.034678,0.020691,2
0.046837,0.046727,0.047819,0.047982,0.046676,0.041618,0.03185,4
0.085597,0.078291,0.070689,0.061295,0.049395,0.033698,0.014058,6
0.060946,0.05835,0.057,0.054454,0.050394,0.044725,0.03528,5
0.083963,0.07862,0.071915,0.062333,0.049199,0.032291,0.012024,6
0.055902,0.052238,0.050108,0.047655,0.044299,0.038733,0.028519,3
0.069998,0.064224,0.059862,0.054593,0.048317,0.039661,0.026816,2
0.062558,0.058732,0.055037,0.051615,0.046441,0.039125,0.028639,2
0.082951,0.077923,0.071621,0.062439,0.049734,0.03367,0.013798,6
0.079332,0.072219,0.065915,0.059747,0.052575,0.043009,0.030549,2
0.070602,0.064,0.058132,0.051588,0.043716,0.033742,0.020652,2
0.085005,0.077935,0.069901,0.059322,0.045624,0.029183,0.009125,6
0.0853,0.078486,0.07063,0.060189,0.047274,0.031047,0.011613,6
