@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute target {1,2,3,4,5,6,7}

@data
12.03543,5.537025,1.605368,1.452952,-4.049793,-7.39653,-5.841213,-0.67545,0.465741,-4.781417,-5.038224,2.060655,2.730339,3.407183,0.202917,-1.882845,2.440314,3.176352,1.65643,-4.835691,-4.677239,0.618064,-1.570394,-6.019747,-6.98164,-2.945396,1.458058,5.720608,12.128141,7
10.411123,5.345025,0.824712,-3.356759,-6.662567,-6.249319,-5.872884,-4.92062,-0.074492,2.954765,1.64248,-1.689151,-0.62226,3.588564,7.337262,5.069264,0.016438,-2.15628,0.283262,2.129106,-0.349484,-5.042155,-5.869051,-6.214167,-6.17192,-2.727235,1.478171,6.065095,10.833077,1
10.452037,5.178918,0.753837,-3.49033,-6.472605,-5.819005,-5.816668,-3.680606,1.858356,3.042932,0.236045,-2.182671,0.553629,4.804504,7.256346,3.453982,-1.286907,-2.041783,1.038203,1.846284,-1.37002,-5.554347,-6.343123,-6.286168,-6.254597,-2.603362,1.55745,6.188334,10.981335,1
5.286186,2.832454,3.777767,-0.037993,-4.394082,-8.776917,-6.513684,-1.742435,0.334071,-1.086502,-3.880713,-4.125647,0.36284,4.348938,8.693137,11.991378,7.598146,3.804789,-0.402885,-4.078688,-3.070082,-1.095717,-0.438895,-4.624906,-8.076906,-5.111386,0.876318,2.924288,4.627125,5
4.105809,3.204024,3.05943,-2.802822,-7.10932,-8.994571,-3.409853,-0.425179,0.551801,-2.178619,-3.640871,-1.253959,3.757471,6.886019,11.787457,8.820413,4.912263,0.821045,-3.10993,-3.144456,-0.230187,-0.179152,-2.571748,-8.198966,-7.552597,-3.325818,2.825159,3.02831,4.368848,5
11.248858,5.95684,1.568076,-1.173052,-6.285163,-6.917913,-5.920548,-3.959807,-0.623238,2.319967,3.192261,-0.209658,-3.647721,-1.828043,2.722267,8.018323,5.669114,-1.052821,-4.032283,-1.116082,1.397974,-0.338686,-3.607061,-5.871764,-6.699523,-4.549147,0.758424,4.444295,10.53611,2
10.103764,2.8575,-1.174453,-6.145064,-6.14263,-0.625612,5.31447,6.256524,-0.385479,-6.12262,-8.835957,0.39219,2.295987,0.07505,-0.457818,-0.703757,2.338992,2.232932,-5.004801,-7.424162,-1.738952,4.884485,5.412894,-1.720382,-6.0826,-3.70824,-0.405909,3.879743,10.633903,4
10.609329,4.568094,1.345966,-3.182784,-6.866627,-6.536162,-5.275612,-2.32373,1.046357,3.098921,1.842381,-2.498326,-3.701887,0.193822,5.805122,8.046415,1.727431,-3.563088,-3.138912,1.222701,1.371528,-1.07208,-4.635846,-6.27088,-6.857653,-3.018727,1.586126,5.187093,11.291031,2
10.390262,3.228844,-0.923783,-5.720849,-6.143641,-0.46697,5.719803,6.12905,-0.778978,-6.563918,-8.771871,0.778515,0.956132,1.011034,-0.99234,-1.088832,1.434524,2.030092,-2.497135,-8.238898,-3.272835,3.359117,5.817064,-0.348021,-5.540693,-4.212267,-0.253808,4.193818,10.766584,4
3.194976,-1.801389,-6.645539,-8.512867,-2.894623,0.085448,0.147573,-2.76693,-4.474838,-2.947986,2.32976,5.480348,10.874314,11.195859,6.073096,2.347877,-2.331708,-4.246229,-1.866301,-0.208915,-1.2154,-6.437457,-7.789864,-4.198528,1.102532,3.34082,4.353925,3.905491,3.906555,5
12.129015,6.057298,2.053982,-2.104846,-6.290105,-6.0062,-2.215432,1.187486,-2.582811,-6.473922,-2.274988,3.210367,2.11883,2.571193,-2.037761,-0.139362,2.653646,2.852414,-1.105218,-6.397781,-2.934327,0.7564,-2.649632,-6.100284,-5.961487,-1.598229,2.288238,6.539555,12.453962,7
5.289794,2.797065,3.591177,-1.085541,-5.94353,-8.804736,-4.322566,-0.671445,0.34605,-2.047706,-4.481838,-3.027081,1.995178,5.052597,10.064967,11.278115,6.498741,3.060581,-1.220859,-4.30186,-2.196855,-0.908377,-1.960679,-6.986995,-7.534236,-3.66173,1.507348,2.620073,5.054346,5
11.689904,6.078672,1.569928,-3.211744,-7.190649,-7.436255,-3.433422,0.661929,0.495299,-3.59539,-1.4371,3.709142,3.595601,0.019988,-3.058363,-1.345534,2.412477,3.613913,0.321575,-2.968784,0.011392,-0.70616,-4.947045,-7.602045,-6.297578,-1.9653,2.237463,6.744577,12.033509,6
10.937517,6.126929,1.51877,-2.565757,-6.132007,-7.124607,-5.968721,-6.365015,-3.26697,0.644704,3.036559,0.43241,-1.952938,-0.26353,4.627014,7.183936,4.275622,-0.84057,-1.797439,0.864866,2.210892,-1.879424,-5.463504,-5.519245,-5.970385,-3.456457,0.864155,5.258069,10.585127,1
11.691418,6.008205,1.481108,-1.333663,-4.794177,-7.621183,-6.411324,-3.447955,1.584895,3.499192,1.963142,-1.71095,2.134951,1.018147,-2.00205,-2.110974,1.623743,1.887771,0.435817,1.536143,-2.014302,-5.342048,-7.427211,-6.823614,-4.105013,-0.923299,2.169558,6.972666,12.061009,3
10.983332,4.496555,1.293356,-3.506313,-6.907874,-6.187491,-3.798376,0.124104,2.087919,0.741632,-3.102313,-2.527647,4.183165,7.853368,3.072988,-1.632541,-3.466822,0.0843,3.233207,2.572254,-0.636144,-3.530996,-6.182862,-6.879673,-7.293674,-2.443051,1.289081,4.913779,11.166736,2
12.297282,6.088506,2.193386,-1.992318,-6.123495,-6.026336,-2.399335,0.921232,-2.728126,-6.620484,-1.281314,2.577387,2.206645,2.57649,-2.432545,-0.820014,2.468579,2.608092,-0.09125,-5.932839,-4.046904,0.624831,-2.095944,-5.715757,-6.040145,-1.754891,2.360275,6.59025,12.588741,7
11.547415,5.915098,1.471474,-3.156065,-7.127711,-7.665314,-3.725547,0.306975,0.201909,-3.797951,-1.457735,3.633425,3.49909,0.63433,-3.0752,-1.417346,2.492876,3.67609,0.658755,-2.900327,0.102629,-0.617632,-4.904411,-7.554572,-6.188297,-1.836263,2.324178,6.871876,12.088252,6
11.174815,5.9728,1.533961,-2.716636,-6.851472,-8.675887,-5.423653,-0.624938,1.842018,-1.095158,-1.633283,3.129,3.761913,1.029689,-1.71628,0.138286,3.110495,3.21052,-0.841386,-1.522647,1.085401,-2.213948,-6.299407,-8.48771,-5.754146,-1.878873,2.017563,6.368451,11.360511,6
10.549258,5.466025,1.007934,-3.230735,-6.585506,-6.204454,-5.876198,-5.202525,-0.46573,2.680009,1.776036,-1.804951,-1.2472,2.620985,6.858092,6.146955,0.998176,-2.345846,-0.908123,1.734093,0.34488,-4.487306,-5.814136,-5.864472,-6.091984,-2.694115,1.511018,6.122894,11.006927,1
12.219201,6.35418,2.054151,-1.970373,-6.498455,-6.440012,-3.812328,0.95705,-0.661537,-5.489246,-4.462033,2.33269,2.946293,2.471687,1.22986,-1.995105,2.183563,3.138016,-0.324288,-6.006696,-3.578319,0.460195,-2.011541,-5.889676,-5.995412,-1.686135,2.098045,6.143816,12.232407,7
10.478968,3.295083,-0.961921,-5.984068,-6.393699,-0.787479,5.43107,6.757789,-0.101503,-5.793993,-9.323199,-0.106064,0.829883,0.119789,-0.007345,-2.089864,1.410752,1.77094,-0.615335,-7.782396,-4.532669,2.253002,6.0118,0.748596,-5.052122,-4.126657,-0.252075,3.962059,10.840657,4
10.650267,4.328416,1.149004,-2.653856,-7.391843,-6.699384,-5.688473,-2.692715,0.772504,3.507875,2.782432,-2.271101,-3.621619,-0.111351,5.969876,7.717358,1.257423,-3.641779,-2.465984,1.607029,1.600791,-1.217845,-4.804713,-6.377289,-6.837006,-2.289317,1.538591,4.819162,11.063546,2
10.488206,3.307014,-1.06995,-5.711231,-6.579794,-0.944535,5.514225,5.839593,-1.154207,-6.90397,-7.629139,2.117308,0.716545,0.430639,-0.737166,-0.718433,1.444479,2.266846,-4.251787,-7.802073,-1.79723,4.647534,5.257094,-1.706977,-6.052529,-3.680718,-0.320701,4.201418,10.829538,4
