@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute target {1,2}

@data
-0.698138,-0.690874,-0.697622,-0.707472,-0.71358,-0.716242,-0.716333,-0.716931,-0.715332,-0.717496,-0.719137,-0.717026,-0.718332,-0.720082,-0.725027,-0.727952,-0.726735,-0.727596,-0.727025,-0.672244,-0.42274,-0.113824,0.626888,0.956476,1.496354,2.116283,2.406207,2.471278,2.515082,2.522646,2.525448,2.537015,2.524332,2.455394,2.215765,1.731114,1.267493,0.901292,0.563795,-0.099807,-0.530675,-0.87269,-0.929883,-0.911109,-0.858501,-0.851209,-0.865985,-0.880578,-0.88681,-0.886816,-0.870509,-0.858397,-0.857782,-0.858039,-0.860831,-0.853306,-0.840264,-0.823128,-0.815626,-0.813181,2
-2.046657,-2.030816,-2.028574,-2.027732,-2.027099,-2.025228,-2.024118,-2.023871,-2.022214,-1.984501,-1.730097,-1.09071,-0.266911,0.410353,0.722107,0.823426,0.83917,0.83471,0.858518,0.868459,0.867187,0.867642,0.867606,0.861724,0.86606,0.866301,0.863455,0.871764,0.876873,0.866803,0.868222,0.872541,0.874052,0.87078,0.877534,0.879251,0.877358,0.879725,0.87241,0.870422,0.867427,0.876011,0.872694,0.874858,0.878437,0.879696,0.871141,0.872171,0.870861,0.822362,0.757752,0.646587,0.450196,0.079074,-0.491396,-1.157888,-1.752642,-2.131011,-2.273637,-2.258621,2
-1.399267,-1.394418,-1.397282,-1.398344,-1.4021,-1.402419,-1.403931,-1.404887,-1.403481,-1.389072,-1.131169,-0.420269,0.375314,0.950162,1.168855,1.231786,1.232903,1.205346,1.20833,1.210366,1.209282,1.209077,1.205006,1.199384,1.20037,1.201792,1.20214,1.193605,1.207573,1.208686,1.188887,1.187525,1.20353,1.199446,1.197225,1.196465,1.205918,1.203401,1.211701,1.200241,1.188687,1.084914,0.877456,0.525008,0.027435,-0.539057,-1.03759,-1.356771,-1.510894,-1.532113,-1.518718,-1.495508,-1.480133,-1.479478,-1.47719,-1.472623,-1.467321,-1.467759,-1.46864,-1.467383,2
-0.924526,-0.908341,-0.874284,-0.866483,-0.866406,-0.8692,-0.870472,-0.870633,-0.87112,-0.872075,-0.873408,-0.871693,-0.856383,-0.848802,-0.846895,-0.847903,-0.84176,-0.841403,-0.81905,-0.639464,-0.045533,0.547406,0.87846,1.344431,1.916769,2.089406,2.123034,2.145307,2.150395,2.155013,2.154975,2.145239,2.138231,2.122187,2.104152,2.064057,1.925598,1.48634,0.989909,0.669862,0.33826,-0.133319,-0.583318,-0.932272,-1.064915,-1.05188,-0.998933,-0.950822,-0.928175,-0.91283,-0.893035,-0.869676,-0.861774,-0.867555,-0.878638,-0.886792,-0.892142,-0.890707,-0.884526,-0.881888,2
-1.44611,-1.437979,-1.435222,-1.429686,-1.429659,-1.428234,-1.42015,-1.349124,-1.112279,-0.946264,-0.906433,-0.907939,-0.909591,-0.890978,-0.872466,-0.851802,-0.895695,-0.821388,-0.381674,0.208037,0.632898,1.011945,1.266128,1.415547,1.461481,1.496167,1.522329,1.507565,1.530658,1.53097,1.540159,1.546918,1.540289,1.549061,1.55065,1.538142,1.548504,1.544452,1.536586,1.538453,1.530022,1.496834,1.391824,1.150047,0.764965,0.303669,-0.176446,-0.548242,-0.845517,-1.011754,-1.063775,-1.08467,-1.087907,-1.083456,-1.085584,-1.110711,-1.179285,-1.396267,-1.578028,-1.529988,1
-1.217204,-1.214873,-1.209314,-1.206588,-1.199138,-1.193089,-1.149096,-0.964403,-0.82718,-0.813788,-0.790493,-0.770912,-0.697254,-0.622398,-0.492281,-0.089426,0.515522,0.996797,1.363277,1.552052,1.63747,1.68246,1.69836,1.700412,1.690258,1.677734,1.671745,1.668631,1.675088,1.682435,1.683893,1.681026,1.675697,1.674714,1.650963,1.60236,1.474251,1.196009,0.813151,0.40896,-0.041258,-0.361406,-0.626966,-0.796104,-0.904118,-0.946634,-0.978194,-0.988286,-0.995292,-1.035098,-1.217286,-1.402169,-1.38508,-1.331994,-1.284337,-1.271573,-1.268814,-1.267581,-1.255318,-1.258322,1
-1.44305,-1.55829,-1.365614,-1.284199,-1.313937,-1.300239,-1.278797,-1.279093,-1.21833,-0.96116,-0.79217,-0.776266,-0.792445,-0.730686,-0.668017,-0.478569,0.003119,0.53812,0.946107,1.245237,1.465907,1.588572,1.6188,1.624936,1.624525,1.627636,1.628096,1.613799,1.61192,1.610499,1.603019,1.600586,1.599903,1.59999,1.597478,1.597104,1.582804,1.55422,1.45792,1.197552,0.799172,0.328249,-0.140693,-0.522027,-0.76765,-0.881041,-0.903764,-0.908614,-0.937141,-0.957993,-0.964057,-0.979682,-0.982932,-1.003716,-1.106565,-1.363366,-1.542989,-1.439441,-1.320805,-1.301934,1
-1.311199,-1.299197,-1.303192,-1.300035,-1.305746,-1.310415,-1.316269,-1.280114,-0.940024,-0.172323,0.622208,1.10651,1.261908,1.259672,1.213995,1.227304,1.244312,1.244897,1.244984,1.241516,1.253515,1.25387,1.261817,1.268396,1.269397,1.267771,1.267807,1.263062,1.263933,1.2587,1.255989,1.236018,1.232426,1.214186,1.215596,1.186326,1.173526,1.123109,1.001596,0.798701,0.50295,0.074876,-0.48999,-1.029266,-1.444144,-1.541825,-1.544699,-1.519397,-1.453238,-1.430841,-1.427696,-1.429229,-1.429349,-1.42959,-1.426706,-1.43058,-1.435481,-1.437106,-1.436344,-1.436882,2
-0.726051,-0.711882,-0.709057,-0.707301,-0.701909,-0.706029,-0.707394,-0.726543,-0.736449,-0.748949,-0.777608,-0.809977,-0.824133,-0.824738,-0.821496,-0.813849,-0.806108,-0.767498,-0.573623,-0.262866,0.373267,1.014651,1.376306,1.87038,2.247355,2.317999,2.350211,2.373696,2.382402,2.374536,2.381843,2.366388,2.287396,2.071569,1.724319,1.374787,1.025947,0.695395,0.055629,-0.4532,-0.87572,-1.009519,-0.981144,-0.925097,-0.857058,-0.838249,-0.836861,-0.839899,-0.839313,-0.84385,-0.853533,-0.865242,-0.874147,-0.889668,-0.89714,-0.901635,-0.904582,-0.907035,-0.907312,-0.900409,2
-0.79369,-0.773546,-0.768674,-0.76113,-0.756039,-0.762618,-0.770094,-0.749326,-0.73381,-0.742867,-0.750133,-0.740261,-0.715404,-0.678177,-0.633932,-0.650046,-0.734304,-0.703589,-0.684414,-0.424801,0.196102,0.915995,1.535931,2.075732,2.254667,2.262966,2.27453,2.282591,2.302124,2.308616,2.303869,2.302488,2.286831,2.239247,1.987444,1.499693,0.913398,0.383868,-0.090518,-0.448187,-0.607588,-0.682415,-0.743711,-0.769564,-0.783447,-0.780441,-0.784898,-0.777731,-0.790134,-0.838329,-0.924567,-0.978793,-1.017561,-1.031028,-1.011799,-0.977949,-0.969997,-1.001658,-0.994707,-0.994213,1
-0.962972,-0.98791,-0.989134,-0.974886,-0.963431,-0.952673,-0.942438,-0.934061,-0.926619,-0.930665,-0.933783,-0.945182,-0.951794,-0.956556,-0.959444,-0.954384,-0.952483,-0.972957,-1.012209,-0.979182,-0.94939,-0.224612,1.197046,1.37909,1.84367,2.216472,2.250374,2.26321,2.25563,2.269331,2.248165,2.237758,2.229593,2.207585,2.170797,2.067782,1.764303,1.403974,1.060384,0.595712,-0.042299,-0.522846,-0.846673,-0.926767,-0.847741,-0.74802,-0.717959,-0.709417,-0.684949,-0.676046,-0.660446,-0.649563,-0.656758,-0.660351,-0.660536,-0.657455,-0.659797,-0.659723,-0.658255,-0.658511,2
-0.870958,-0.875938,-0.87488,-0.876491,-0.877167,-0.877204,-0.875204,-0.87237,-0.873693,-0.869081,-0.866409,-0.864473,-0.862516,-0.857706,-0.77583,-0.752859,-0.792905,-0.747523,-0.715866,-0.502133,0.095397,0.885066,1.632091,2.220578,2.296452,2.303971,2.305548,2.308775,2.306953,2.302598,2.295052,2.29483,2.277738,2.198656,1.917845,1.42057,0.872529,0.375397,-0.116062,-0.493642,-0.678467,-0.742102,-0.751616,-0.760047,-0.755946,-0.698898,-0.605476,-0.510931,-0.571709,-0.724558,-0.85953,-0.908516,-0.909466,-0.884947,-0.845409,-0.808564,-0.800819,-0.800115,-0.799262,-0.802757,1
-1.794071,-1.791267,-1.791965,-1.792331,-1.787534,-1.786103,-1.78207,-1.785326,-1.674449,-1.106378,-0.25119,0.427346,0.78873,0.909971,0.932392,0.955023,0.96536,0.982869,0.983923,0.983299,0.983532,0.987147,0.991928,0.989407,0.989808,0.990521,0.981995,0.986396,0.975995,0.983653,0.982783,0.979786,0.9727,0.979873,0.985647,0.981579,0.982509,0.976501,0.967798,0.973867,0.975448,0.969237,0.978417,0.980796,0.942035,0.855125,0.751883,0.571833,0.216419,-0.291502,-0.842552,-1.416002,-1.817863,-1.979487,-1.972963,-1.905424,-1.848395,-1.803594,-1.797083,-1.795984,2
