@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute target {1,2,3,4,5,6,7}

@data
0.986456,0.80816,0.62947,0.451685,0.27659,0.109105,-0.055564,-0.21536,-0.374754,-0.525841,-0.667821,-0.790247,-0.886946,-0.962431,-1.040402,-1.123891,-1.20484,-1.269578,-1.305072,-1.311493,-1.294402,-1.259024,-1.202793,-1.146858,-1.069671,-0.973366,-0.863289,-0.764838,-0.665686,-0.568217,-0.460338,-0.340665,-0.209723,-0.073819,0.056711,0.162606,0.245563,0.306956,0.364124,0.430813,0.470706,0.481401,0.466808,0.443543,0.399653,0.340607,0.268107,0.182758,0.095039,0.009402,-0.071211,-0.126578,-0.154697,-0.162789,-0.171448,-0.164686,-0.129582,-0.066103,0.025074,0.140102,0.273588,0.4067,0.531457,0.646434,0.740406,0.809323,0.849181,0.861251,0.844148,0.803603,0.745402,0.657979,0.556986,0.446749,0.327253,0.202232,0.076345,-0.027972,-0.104178,-0.158095,-0.202444,-0.220225,-0.207712,-0.176343,-0.136386,-0.088827,-0.033305,0.030247,0.084969,0.121149,0.149878,0.163631,0.15344,0.117134,0.070725,0.011895,-0.051842,-0.139281,-0.251912,-0.37762,-0.494714,-0.600578,-0.695564,-0.792611,-0.896706,-0.989163,-1.077209,-1.152018,-1.204569,-1.23269,-1.248524,-1.241361,-1.209008,-1.149547,-1.066997,-0.977494,-0.887848,-0.786578,-0.678566,-0.552961,-0.402597,-0.239984,-0.069316,0.110973,0.298834,0.490315,0.682248,0.871862,1.055956,2
1.125541,0.930003,0.735707,0.542538,0.35066,0.16021,-0.028592,-0.213837,-0.390153,-0.55516,-0.706754,-0.842613,-0.963664,-1.065595,-1.150188,-1.214591,-1.256934,-1.274967,-1.269125,-1.237502,-1.180969,-1.102339,-1.008517,-0.900581,-0.784585,-0.662021,-0.543936,-0.438576,-0.34632,-0.270253,-0.210454,-0.167681,-0.142586,-0.136903,-0.1494,-0.180315,-0.22579,-0.264411,-0.290177,-0.303878,-0.306391,-0.297569,-0.273251,-0.22948,-0.170945,-0.107039,-0.037293,0.038379,0.119212,0.206224,0.2981,0.382757,0.456318,0.497401,0.50769,0.488506,0.440066,0.385234,0.312449,0.235238,0.142481,0.050615,-0.026527,-0.104834,-0.168561,-0.217748,-0.251563,-0.261445,-0.245965,-0.212709,-0.165218,-0.104913,-0.030025,0.03622,0.110563,0.177827,0.24506,0.30229,0.333577,0.358158,0.367066,0.354818,0.320774,0.266148,0.203786,0.146645,0.097646,0.057363,0.022374,-0.015644,-0.060228,-0.105395,-0.150874,-0.195221,-0.237191,-0.279439,-0.328592,-0.379812,-0.431075,-0.480243,-0.540221,-0.610981,-0.692395,-0.783163,-0.877546,-0.964987,-1.037398,-1.096879,-1.135323,-1.152122,-1.146733,-1.119468,-1.070659,-1.002054,-0.916,-0.81405,-0.696427,-0.564919,-0.418575,-0.259444,-0.090242,0.086142,0.264674,0.445048,0.626937,0.810935,0.996646,1.180074,1.355513,6
1.272163,1.081907,0.890788,0.701885,0.514569,0.329174,0.145677,-0.032156,-0.198988,-0.350179,-0.475737,-0.586273,-0.686547,-0.783256,-0.872901,-0.937871,-0.975635,-0.986428,-0.969177,-0.925873,-0.863728,-0.786019,-0.697183,-0.601805,-0.508439,-0.430727,-0.378176,-0.340378,-0.312176,-0.298527,-0.304006,-0.331152,-0.380547,-0.434203,-0.490425,-0.543031,-0.592836,-0.628984,-0.646356,-0.643823,-0.619316,-0.568126,-0.498581,-0.421831,-0.3406,-0.256523,-0.168567,-0.072896,0.044752,0.166363,0.288772,0.383595,0.455311,0.495818,0.504895,0.482244,0.428535,0.367199,0.298404,0.226537,0.172962,0.130117,0.098121,0.083147,0.068765,0.054724,0.038803,0.043652,0.051791,0.061797,0.076819,0.113064,0.170738,0.225083,0.273613,0.31679,0.331478,0.324841,0.297685,0.242901,0.159159,0.049334,-0.074451,-0.19986,-0.305135,-0.387333,-0.449377,-0.50579,-0.556388,-0.59514,-0.620257,-0.628743,-0.616465,-0.590706,-0.558797,-0.529945,-0.498711,-0.4667,-0.443985,-0.440417,-0.451117,-0.469401,-0.496927,-0.542324,-0.60978,-0.693223,-0.780437,-0.858065,-0.92601,-0.977055,-1.005354,-1.008375,-0.985477,-0.937351,-0.863183,-0.768768,-0.671398,-0.572135,-0.461494,-0.332456,-0.180661,-0.012636,0.167742,0.350639,0.535771,0.723207,0.912096,1.105022,1.295532,7
1.21087,1.04191,0.874571,0.708804,0.545086,0.383622,0.225589,0.0713,-0.07839,-0.224091,-0.364867,-0.497223,-0.620978,-0.731686,-0.8289,-0.916515,-1.004488,-1.08534,-1.148021,-1.19049,-1.212451,-1.213525,-1.19395,-1.154158,-1.094631,-1.01546,-0.918246,-0.805043,-0.678854,-0.545197,-0.409233,-0.27497,-0.152262,-0.033721,0.074532,0.165818,0.239526,0.294302,0.329939,0.346487,0.342694,0.316574,0.283401,0.248678,0.217736,0.191674,0.173872,0.16698,0.175761,0.173226,0.162817,0.147872,0.128384,0.105267,0.078569,0.049688,0.0321,0.032096,0.037002,0.026524,-0.010043,-0.060255,-0.114395,-0.172888,-0.226262,-0.257777,-0.264509,-0.247143,-0.204585,-0.144597,-0.084799,-0.025239,0.01989,0.045992,0.055078,0.077692,0.12161,0.17376,0.218854,0.250036,0.270044,0.282119,0.277778,0.258245,0.216396,0.158992,0.104388,0.050269,-0.001494,-0.050573,-0.101396,-0.168345,-0.250302,-0.345852,-0.447232,-0.546654,-0.651053,-0.762443,-0.870734,-0.974105,-1.063384,-1.138493,-1.199707,-1.246358,-1.277203,-1.29187,-1.29017,-1.271443,-1.237072,-1.18674,-1.121393,-1.039906,-0.947186,-0.854147,-0.757828,-0.649775,-0.533117,-0.407968,-0.274538,-0.133273,0.013915,0.166428,0.324068,0.484896,0.649078,0.815802,0.985116,1.154432,1.324576,3
1.313129,1.11257,0.911821,0.713437,0.516642,0.321356,0.128199,-0.056064,-0.227662,-0.381836,-0.509688,-0.627133,-0.735891,-0.833992,-0.91331,-0.969006,-0.999339,-1.004484,-0.983231,-0.937014,-0.87237,-0.789262,-0.697078,-0.602286,-0.511418,-0.438492,-0.392036,-0.356254,-0.333148,-0.324608,-0.335139,-0.365439,-0.410534,-0.455678,-0.501929,-0.54614,-0.58827,-0.620756,-0.634743,-0.630925,-0.606836,-0.556711,-0.488057,-0.413238,-0.333775,-0.251332,-0.165576,-0.064829,0.052101,0.170812,0.275987,0.351385,0.404281,0.427412,0.420873,0.38468,0.334135,0.274732,0.205924,0.140344,0.091314,0.051543,0.02475,0.007788,-0.007847,-0.022233,-0.021933,-0.013949,-0.004443,0.007157,0.039389,0.092283,0.15191,0.205697,0.251387,0.284994,0.292489,0.281629,0.253394,0.194936,0.10787,-0.00631,-0.13615,-0.250742,-0.343145,-0.413357,-0.479378,-0.539441,-0.594337,-0.633668,-0.651339,-0.650404,-0.629748,-0.592958,-0.551922,-0.509796,-0.465852,-0.42208,-0.387813,-0.373115,-0.377432,-0.396686,-0.422032,-0.462854,-0.527501,-0.606055,-0.690564,-0.765936,-0.831564,-0.883468,-0.916185,-0.921312,-0.90701,-0.867013,-0.802098,-0.718272,-0.627054,-0.525347,-0.414971,-0.288286,-0.136657,0.029882,0.20748,0.38776,0.570309,0.754644,0.940937,1.127548,1.317481,7
1.085652,0.902381,0.723477,0.545418,0.367684,0.192237,0.020993,-0.145273,-0.304757,-0.455661,-0.595691,-0.719871,-0.825185,-0.9083,-0.977188,-1.03907,-1.09408,-1.144666,-1.194202,-1.22631,-1.244731,-1.246713,-1.232292,-1.201953,-1.15713,-1.098792,-1.028661,-0.95144,-0.869506,-0.786635,-0.698691,-0.597011,-0.482964,-0.359319,-0.238217,-0.131976,-0.035884,0.04489,0.109713,0.158642,0.191832,0.208218,0.208984,0.193559,0.162922,0.118519,0.072502,0.029391,-0.009558,-0.041516,-0.056605,-0.051461,-0.026366,0.016809,0.073419,0.148827,0.242598,0.354851,0.477301,0.593291,0.701145,0.799914,0.881094,0.940247,0.97579,0.988413,0.977323,0.942937,0.884998,0.806161,0.712658,0.609283,0.496817,0.376841,0.256727,0.153205,0.067829,0.000792,-0.047368,-0.077531,-0.08765,-0.0794,-0.051329,-0.020979,0.014158,0.052064,0.089766,0.113841,0.123365,0.116894,0.094323,0.057022,0.003065,-0.065866,-0.149775,-0.245533,-0.352332,-0.461567,-0.573761,-0.670851,-0.756013,-0.84281,-0.928808,-1.010411,-1.081637,-1.138792,-1.180898,-1.207264,-1.216063,-1.208328,-1.181508,-1.139327,-1.085889,-1.031903,-0.971161,-0.904474,-0.830921,-0.735342,-0.619942,-0.485602,-0.338232,-0.181414,-0.016706,0.154066,0.329397,0.508519,0.688414,0.869224,1.051031,1
1.018311,0.838242,0.658937,0.481221,0.308025,0.139333,-0.028257,-0.191511,-0.352315,-0.505691,-0.645171,-0.762445,-0.852158,-0.931041,-1.015044,-1.105203,-1.188536,-1.247322,-1.279147,-1.284538,-1.267145,-1.230017,-1.183338,-1.12273,-1.039753,-0.938297,-0.839725,-0.741974,-0.651287,-0.55583,-0.449159,-0.330157,-0.199864,-0.070736,0.039059,0.124773,0.187457,0.244726,0.304462,0.348171,0.362831,0.349314,0.324571,0.280774,0.221081,0.14878,0.064963,-0.02242,-0.110175,-0.194895,-0.25625,-0.290697,-0.300624,-0.313773,-0.314071,-0.286604,-0.230429,-0.145231,-0.033974,0.102193,0.261605,0.419924,0.568543,0.697565,0.804278,0.88418,0.93289,0.951132,0.943473,0.921573,0.870557,0.790239,0.68569,0.560168,0.425672,0.282184,0.132778,0.000119,-0.103844,-0.178603,-0.228176,-0.265692,-0.278389,-0.260489,-0.223947,-0.179261,-0.12777,-0.068623,-0.005934,0.055337,0.097934,0.132739,0.143655,0.13168,0.104293,0.061221,-0.00013,-0.068728,-0.156838,-0.270235,-0.392564,-0.504753,-0.603281,-0.692672,-0.793702,-0.894733,-0.981758,-1.063057,-1.121962,-1.157346,-1.177015,-1.178776,-1.155068,-1.105231,-1.03058,-0.942794,-0.851028,-0.752571,-0.647412,-0.534807,-0.395206,-0.237571,-0.069889,0.108349,0.294593,0.486716,0.680876,0.873425,1.05936,2
1.20251,1.005858,0.809428,0.614573,0.421444,0.229837,0.039921,-0.146893,-0.323766,-0.49031,-0.642668,-0.779418,-0.898138,-0.999147,-1.08052,-1.140746,-1.179177,-1.193626,-1.183018,-1.14726,-1.087119,-1.007907,-0.914086,-0.805385,-0.690921,-0.577491,-0.475022,-0.384854,-0.309287,-0.249514,-0.206731,-0.181693,-0.173638,-0.183651,-0.207289,-0.233279,-0.256185,-0.269511,-0.269921,-0.26004,-0.240817,-0.207261,-0.158841,-0.104238,-0.04327,0.02422,0.097472,0.178118,0.26398,0.346632,0.416789,0.462651,0.476099,0.461166,0.415548,0.362855,0.287912,0.207452,0.122707,0.032828,-0.043313,-0.121202,-0.184249,-0.234002,-0.267141,-0.278378,-0.263996,-0.231164,-0.182135,-0.12127,-0.044728,0.025434,0.107879,0.183859,0.249883,0.313277,0.350872,0.375805,0.376039,0.358079,0.316228,0.252921,0.182102,0.11314,0.052099,-0.000871,-0.046502,-0.084739,-0.120597,-0.156617,-0.188533,-0.214771,-0.23599,-0.253069,-0.270016,-0.293764,-0.319051,-0.345181,-0.383585,-0.437098,-0.503873,-0.583403,-0.674434,-0.775041,-0.878696,-0.977481,-1.061244,-1.12911,-1.176443,-1.200406,-1.200893,-1.177973,-1.133457,-1.068125,-0.986205,-0.886865,-0.772303,-0.643027,-0.498757,-0.341812,-0.173735,0.003326,0.182756,0.364204,0.547386,0.73192,0.917771,1.104523,1.289746,6
1.299154,1.107076,0.914807,0.724751,0.5364,0.3493,0.164175,-0.0147,-0.182038,-0.334752,-0.462979,-0.575645,-0.677175,-0.777455,-0.868446,-0.935269,-0.976302,-0.991199,-0.979443,-0.941295,-0.88284,-0.807242,-0.720504,-0.627492,-0.535665,-0.457019,-0.40268,-0.363632,-0.33469,-0.317928,-0.320781,-0.345043,-0.391076,-0.448077,-0.506822,-0.566031,-0.616552,-0.660256,-0.684058,-0.687329,-0.669193,-0.624401,-0.559124,-0.483927,-0.404424,-0.32095,-0.235012,-0.145557,-0.042038,0.072922,0.189864,0.299628,0.381765,0.438734,0.462948,0.454391,0.414654,0.347213,0.274894,0.211835,0.155648,0.097034,0.055675,0.024354,-0.010166,-0.042926,-0.07652,-0.102456,-0.103182,-0.080363,-0.054165,-0.024556,0.012406,0.069445,0.13083,0.182823,0.223763,0.257983,0.265319,0.251549,0.224993,0.166845,0.08318,-0.026241,-0.146563,-0.266216,-0.365358,-0.443495,-0.503219,-0.556285,-0.602244,-0.633333,-0.648323,-0.644503,-0.624428,-0.591929,-0.561846,-0.52877,-0.496277,-0.464817,-0.447404,-0.447397,-0.456581,-0.474482,-0.516233,-0.573445,-0.641943,-0.712071,-0.774564,-0.827268,-0.866384,-0.888454,-0.88362,-0.851729,-0.79354,-0.713098,-0.623336,-0.520719,-0.405502,-0.278885,-0.127362,0.039901,0.218625,0.401331,0.58648,0.773645,0.962278,1.15256,1.3409,7
0.907805,0.725359,0.544607,0.368505,0.196762,0.030352,-0.129792,-0.286521,-0.437916,-0.585054,-0.721804,-0.840645,-0.932688,-1.005231,-1.080668,-1.161084,-1.235605,-1.291769,-1.32053,-1.324,-1.305978,-1.264308,-1.204157,-1.139338,-1.054836,-0.949883,-0.836678,-0.731993,-0.626438,-0.524369,-0.414478,-0.292438,-0.159148,-0.020222,0.111312,0.214016,0.293393,0.361566,0.424538,0.479136,0.504045,0.499253,0.473567,0.439729,0.385347,0.315462,0.236367,0.159716,0.084245,0.013485,-0.046721,-0.076639,-0.085091,-0.091918,-0.08763,-0.055648,0.006067,0.096921,0.213461,0.341441,0.461337,0.571704,0.672128,0.7473,0.798038,0.825657,0.822316,0.789016,0.733066,0.660113,0.577538,0.485163,0.38446,0.276443,0.162199,0.060109,-0.011963,-0.061792,-0.103805,-0.118808,-0.105739,-0.074049,-0.032997,0.014899,0.071071,0.137393,0.191818,0.229692,0.256502,0.268204,0.257617,0.219322,0.165594,0.103903,0.040898,-0.046989,-0.158824,-0.288266,-0.416856,-0.532133,-0.635346,-0.731956,-0.832061,-0.933956,-1.031527,-1.120315,-1.190102,-1.241189,-1.282032,-1.305886,-1.304891,-1.273014,-1.214744,-1.134737,-1.044175,-0.957608,-0.865103,-0.7618,-0.638784,-0.494933,-0.341459,-0.17993,-0.009348,0.170672,0.357014,0.543239,0.728405,0.910735,1.083972,2
1.015755,0.83608,0.658188,0.480698,0.303726,0.130457,-0.038522,-0.201394,-0.356533,-0.502795,-0.632512,-0.74168,-0.828895,-0.908395,-0.981678,-1.04874,-1.10801,-1.160512,-1.199116,-1.219313,-1.220061,-1.203559,-1.169529,-1.119431,-1.054067,-0.973708,-0.886365,-0.799108,-0.713242,-0.615277,-0.502263,-0.384919,-0.272151,-0.171543,-0.082712,-0.008408,0.050653,0.094015,0.121293,0.132832,0.128435,0.107066,0.071904,0.0271,-0.015093,-0.054167,-0.09111,-0.114975,-0.119552,-0.10472,-0.070287,-0.016799,0.055532,0.146263,0.25482,0.380778,0.512229,0.636718,0.751354,0.856365,0.938161,0.99824,1.03513,1.048594,1.039357,1.006676,0.950744,0.872113,0.770483,0.656599,0.534623,0.404093,0.278006,0.168794,0.078033,0.004202,-0.050157,-0.086853,-0.104285,-0.101543,-0.080195,-0.049554,-0.014941,0.022662,0.064707,0.095804,0.112747,0.114937,0.101741,0.074004,0.029657,-0.030182,-0.105991,-0.196137,-0.295476,-0.405708,-0.518091,-0.623085,-0.71444,-0.792575,-0.872701,-0.950321,-1.023877,-1.089536,-1.143568,-1.184504,-1.210686,-1.22189,-1.216659,-1.195044,-1.160504,-1.112703,-1.063596,-1.011309,-0.953149,-0.88826,-0.802552,-0.696043,-0.571381,-0.4313,-0.280915,-0.12211,0.043828,0.215896,0.391729,0.5702,0.749254,0.926834,1.106483,1
0.972318,0.788914,0.606427,0.424835,0.24729,0.073274,-0.095525,-0.257315,-0.410206,-0.55101,-0.673342,-0.776069,-0.855478,-0.922404,-0.982594,-1.03586,-1.08845,-1.13399,-1.162717,-1.179256,-1.179222,-1.160387,-1.1237,-1.069939,-1.000333,-0.917821,-0.828487,-0.736682,-0.648598,-0.550883,-0.440224,-0.320338,-0.204267,-0.095357,0.000111,0.086342,0.155971,0.208747,0.243376,0.260277,0.257603,0.236502,0.198139,0.145991,0.089381,0.033988,-0.017805,-0.062811,-0.088594,-0.094089,-0.079622,-0.045795,0.003075,0.060021,0.129196,0.216099,0.317634,0.436047,0.564253,0.690467,0.801591,0.890633,0.956734,1.000228,1.02065,1.017642,0.991165,0.944139,0.879564,0.802141,0.707976,0.597106,0.480204,0.355255,0.228478,0.111548,0.012223,-0.071034,-0.135553,-0.180885,-0.207448,-0.214813,-0.206459,-0.194437,-0.180519,-0.162374,-0.142635,-0.12835,-0.125878,-0.136514,-0.159564,-0.195197,-0.243489,-0.305182,-0.379858,-0.465842,-0.562368,-0.665262,-0.765704,-0.853603,-0.9264,-0.993904,-1.062146,-1.126485,-1.177891,-1.21547,-1.239414,-1.248339,-1.242326,-1.217007,-1.17421,-1.117475,-1.051431,-0.975462,-0.89363,-0.806432,-0.713682,-0.607435,-0.479026,-0.332503,-0.177709,-0.015641,0.152752,0.326123,0.503284,0.680952,0.8585,1.035607,1.20959,1
0.633815,0.409183,0.192287,-0.015631,-0.212649,-0.384021,-0.528482,-0.643863,-0.730464,-0.787567,-0.815044,-0.811793,-0.798903,-0.764217,-0.700777,-0.607673,-0.485793,-0.336951,-0.166533,0.018202,0.201847,0.360183,0.491554,0.595135,0.669642,0.715362,0.731905,0.718458,0.675449,0.60225,0.499358,0.366778,0.204739,0.013724,-0.203409,-0.416446,-0.60729,-0.762987,-0.883591,-0.968822,-1.018832,-1.033707,-1.013615,-0.96058,-0.883748,-0.796002,-0.703239,-0.606058,-0.503122,-0.394923,-0.282659,-0.174853,-0.067081,0.034329,0.101369,0.132715,0.129989,0.109482,0.08344,0.042258,-0.021227,-0.075793,-0.112829,-0.123402,-0.109296,-0.079633,-0.053713,-0.033741,-0.017131,-0.002228,0.033015,0.077229,0.121328,0.147424,0.143357,0.120178,0.0945,0.047963,-0.022279,-0.122306,-0.249753,-0.385271,-0.489888,-0.578707,-0.664177,-0.744859,-0.814473,-0.861101,-0.876871,-0.859848,-0.810638,-0.727988,-0.612953,-0.465523,-0.289802,-0.10662,0.081075,0.259854,0.403687,0.514124,0.591418,0.634965,0.645055,0.622517,0.567726,0.481285,0.367889,0.241669,0.103686,-0.04442,-0.197112,-0.334703,-0.454487,-0.554998,-0.624614,-0.662606,-0.684058,-0.686535,-0.656318,-0.594075,-0.499624,-0.373888,-0.221811,-0.058518,0.115466,0.299315,0.490598,0.687668,0.882822,4
1.014675,0.828293,0.645564,0.466184,0.289268,0.112785,-0.059379,-0.225588,-0.385188,-0.53635,-0.676221,-0.792327,-0.883658,-0.958519,-1.038665,-1.121078,-1.194698,-1.257049,-1.302965,-1.32364,-1.318317,-1.286863,-1.233764,-1.165877,-1.100059,-1.019092,-0.922898,-0.825141,-0.740911,-0.65872,-0.563838,-0.457979,-0.341249,-0.212689,-0.081053,0.046034,0.148364,0.225909,0.282143,0.34224,0.411224,0.456112,0.470726,0.461192,0.443518,0.402945,0.344681,0.27278,0.18709,0.096626,0.007007,-0.087314,-0.154393,-0.192308,-0.204532,-0.226351,-0.241029,-0.232048,-0.192711,-0.124013,-0.028103,0.093529,0.238068,0.380785,0.514983,0.630883,0.72162,0.792887,0.832848,0.841452,0.819866,0.783443,0.724124,0.63806,0.536095,0.423293,0.30171,0.172325,0.039737,-0.073836,-0.158465,-0.226989,-0.281742,-0.308611,-0.309919,-0.284246,-0.249188,-0.207315,-0.158095,-0.098868,-0.04591,0.0075,0.055408,0.083948,0.089397,0.074808,0.038595,-0.010134,-0.063722,-0.140158,-0.23741,-0.353526,-0.467473,-0.568551,-0.656623,-0.741944,-0.833934,-0.927604,-1.017733,-1.087986,-1.132323,-1.150731,-1.14585,-1.113552,-1.059198,-0.983472,-0.896089,-0.791872,-0.669767,-0.542035,-0.409236,-0.262821,-0.090607,0.09275,0.285709,0.485542,0.687429,0.889611,1.084919,2
1.110473,0.941847,0.774471,0.616719,0.459796,0.300483,0.140757,-0.023711,-0.191277,-0.351894,-0.504189,-0.64619,-0.775054,-0.886576,-0.978457,-1.048063,-1.108278,-1.161008,-1.207056,-1.253661,-1.287965,-1.306558,-1.309805,-1.295813,-1.264933,-1.218588,-1.157595,-1.083456,-0.998596,-0.906909,-0.811937,-0.717832,-0.612832,-0.494049,-0.365618,-0.235712,-0.114706,-0.006244,0.088918,0.16805,0.230674,0.276555,0.304781,0.316345,0.311537,0.290773,0.256026,0.211846,0.170467,0.13096,0.097478,0.07686,0.075473,0.093812,0.131455,0.183215,0.24291,0.320759,0.417141,0.525143,0.625808,0.718341,0.802021,0.873743,0.923481,0.95051,0.954253,0.934846,0.892415,0.826692,0.743759,0.655953,0.569814,0.476334,0.37521,0.272566,0.187307,0.120074,0.071326,0.041649,0.030319,0.037516,0.056839,0.079836,0.105158,0.133906,0.155911,0.165107,0.160086,0.140457,0.105988,0.056832,-0.007442,-0.086265,-0.179073,-0.285019,-0.397176,-0.512063,-0.622808,-0.719965,-0.808879,-0.90069,-0.987053,-1.066739,-1.134044,-1.188706,-1.228806,-1.253735,-1.261805,-1.251161,-1.222629,-1.177656,-1.128252,-1.075035,-1.014551,-0.947936,-0.868663,-0.766741,-0.646038,-0.509433,-0.362031,-0.205549,-0.041393,0.128941,0.303584,0.479629,0.65683,0.834013,1.011797,1
0.722687,0.641035,0.559875,0.472675,0.378715,0.284356,0.188616,0.090164,-0.021613,-0.148512,-0.289421,-0.445229,-0.61094,-0.76514,-0.897275,-1.006205,-1.092496,-1.15609,-1.196457,-1.214621,-1.21124,-1.184221,-1.140503,-1.073893,-0.998026,-0.913823,-0.808226,-0.694209,-0.577431,-0.473415,-0.386177,-0.318151,-0.27119,-0.243472,-0.23533,-0.245628,-0.272113,-0.313589,-0.361791,-0.423314,-0.480506,-0.526223,-0.57088,-0.60269,-0.619717,-0.620531,-0.603506,-0.566418,-0.507623,-0.429112,-0.331384,-0.225989,-0.110733,0.02041,0.165805,0.325972,0.496304,0.670802,0.846076,1.022858,1.201071,1.359558,1.49479,1.606359,1.694219,1.758142,1.798846,1.826413,1.836613,1.822362,1.792722,1.745433,1.675254,1.581381,1.46342,1.321259,1.154561,0.984989,0.816259,0.648804,0.480205,0.319296,0.168515,0.032953,-0.089017,-0.195242,-0.293335,-0.38055,-0.450528,-0.502623,-0.536245,-0.554934,-0.558432,-0.548477,-0.531504,-0.504212,-0.464191,-0.429801,-0.399772,-0.386246,-0.386585,-0.403155,-0.436768,-0.488394,-0.558786,-0.644561,-0.733741,-0.817463,-0.894355,-0.962492,-1.015031,-1.055309,-1.083225,-1.088532,-1.075108,-1.03446,-0.969006,-0.878108,-0.763565,-0.633763,-0.49544,-0.35228,-0.214789,-0.088135,0.033367,0.155921,0.278967,0.402034,0.521614,5
0.696642,0.467605,0.244822,0.031726,-0.167915,-0.339833,-0.484592,-0.599574,-0.685083,-0.740629,-0.765969,-0.761198,-0.748421,-0.709014,-0.640389,-0.541622,-0.413995,-0.260447,-0.088968,0.096415,0.275342,0.426882,0.550989,0.646006,0.712227,0.749127,0.756334,0.733575,0.680635,0.597368,0.483816,0.339896,0.16596,-0.036243,-0.259405,-0.474403,-0.661931,-0.813829,-0.929247,-1.008993,-1.052301,-1.05999,-1.031658,-0.975903,-0.905835,-0.830008,-0.748448,-0.66162,-0.568977,-0.469967,-0.352361,-0.232845,-0.115858,-0.010769,0.057663,0.090015,0.086134,0.056159,0.01257,-0.031192,-0.07738,-0.126942,-0.161706,-0.176067,-0.164882,-0.129302,-0.082204,-0.059699,-0.067364,-0.09295,-0.090385,-0.059933,-0.004846,0.057804,0.099939,0.114611,0.116453,0.114546,0.090559,0.039724,-0.04412,-0.158984,-0.300554,-0.432707,-0.533476,-0.608344,-0.679057,-0.744708,-0.803018,-0.84626,-0.85922,-0.839137,-0.785978,-0.699361,-0.579723,-0.428437,-0.261336,-0.085613,0.086282,0.239123,0.3577,0.442938,0.494804,0.513316,0.499368,0.453779,0.377831,0.282023,0.173901,0.055149,-0.07354,-0.208615,-0.332878,-0.439933,-0.521296,-0.570126,-0.595428,-0.608139,-0.589282,-0.537648,-0.454038,-0.337917,-0.192343,-0.029125,0.145351,0.329611,0.523409,0.723224,0.923585,4
