@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute target {1,2,3,4,5}

@data
2.834824,0.037952,-2.239252,-3.00318,-1.261478,-1.015603,0.406471,0.466307,0.450918,0.415052,0.501349,0.422141,0.347155,0.271266,0.191936,0.142159,0.079748,-0.072537,-0.253304,-0.184811,-0.333712,-0.387366,-0.509751,-0.432557,-0.424404,-0.377617,-0.143638,-0.023991,0.157273,0.297764,0.20309,0.282173,0.275681,0.404348,0.407194,0.323806,0.344103,0.344728,0.327726,0.483983,0.424393,0.43074,0.418002,0.407303,0.573272,0.56886,0.631206,0.624401,0.565638,0.534175,0.428637,0.307122,0.20714,0.199639,0.033497,0.129637,0.129573,0.001687,-0.098006,-0.126315,-0.029448,0.432501,0.746523,0.913479,1.364365,1.502237,1.322433,0.950902,0.475386,-0.111955,-1.112606,-1.211677,-1.276738,-1.167582,-1.226369,-1.330056,-1.421958,-1.434626,-1.390085,-1.346822,-0.740142,-0.27845,0.211287,0.295531,-0.282676,1
-1.800584,-2.68982,-3.153721,-2.82764,-1.947741,-1.445285,-1.028435,-0.815506,-0.763772,-0.765517,-0.690518,-0.48055,-0.5154,-0.512725,-0.443286,-0.326313,-0.312131,-0.20106,-0.218171,-0.141637,-0.042985,0.024102,-0.011773,0.035226,0.10947,0.161939,0.132833,0.178529,0.183113,0.20932,0.21045,0.225465,0.22861,0.330372,0.259882,0.198361,0.211567,0.21263,0.226101,0.218742,0.247853,0.253506,0.359716,0.329568,0.350727,0.363632,0.49458,0.465671,0.482681,0.484836,0.519206,0.443542,0.466348,0.489981,0.525267,0.616067,0.688803,0.834942,1.038588,1.353412,1.380693,1.387921,1.164802,0.994239,0.785354,0.48273,0.255746,0.166342,0.092545,0.15199,0.036758,0.003361,0.10222,0.068344,0.102425,0.048569,0.15715,0.373406,0.850404,0.706926,-0.03352,-0.664697,-0.734147,-0.258958,-0.65167,1
-0.117785,-2.319664,-3.922038,-3.309531,-1.365432,-1.008898,-0.110753,0.108489,0.136233,0.210694,0.127782,0.159734,0.101879,0.074826,0.020817,-0.0544,-0.116115,-0.185734,-0.225575,-0.416236,-0.400092,-0.561132,-0.615966,-0.64652,-0.481654,-0.37011,-0.398119,-0.220002,-0.032048,0.023024,0.188091,0.120421,0.298503,0.16527,0.107317,0.170037,0.23939,0.163676,0.206386,0.250708,0.186411,0.351589,0.417933,0.374409,0.393002,0.451362,0.468028,0.41757,0.413436,0.552237,0.41422,0.424588,0.307554,0.248116,0.21009,0.184077,0.244112,0.442355,0.743637,0.905154,1.083887,1.570256,1.680955,1.511378,1.224065,0.987016,0.524661,-0.077043,-0.385109,-0.489988,-0.488022,-0.649685,-0.606559,-0.568913,-0.566306,-0.594593,-0.603675,-0.392879,0.212091,0.534942,0.394165,0.29989,0.302017,0.467998,0.484097,1
-1.049597,-2.963072,-3.313197,-2.25478,-1.445966,-0.795742,-0.514355,-0.445872,-0.491344,-0.465857,-0.383764,-0.463583,-0.503869,-0.474065,-0.521677,-0.55053,-0.63021,-0.673792,-0.675464,-0.769219,-0.737276,-0.804842,-0.825512,-0.795658,-0.678958,-0.525942,-0.41723,-0.312999,-0.221883,-0.128168,-0.112506,-0.109975,-0.082656,-0.111704,-0.055609,-0.012061,0.002357,-0.016761,0.041182,0.025026,0.069603,0.170609,0.197846,0.269732,0.331623,0.367567,0.364005,0.350441,0.404531,0.358355,0.376835,0.340786,0.385197,0.419578,0.398987,0.343907,0.456227,0.396058,0.625471,0.834116,0.928229,1.188833,1.45241,1.416435,1.287285,1.096569,0.821669,0.577721,0.216679,0.089864,0.125278,0.176546,0.068022,0.233704,0.078363,0.19714,0.130243,0.233684,0.723302,1.206549,1.111883,1.325043,1.041694,0.786617,1.291894,1
-0.104584,-2.746286,-3.708421,-2.970415,-1.650276,-1.245477,-0.346946,-0.222964,-0.231007,-0.181167,-0.153406,-0.15062,-0.173874,-0.208229,-0.182695,-0.190143,-0.21161,-0.242859,-0.320758,-0.263912,-0.459582,-0.337309,-0.272913,-0.301617,-0.198431,-0.190521,-0.086815,0.059685,0.033168,0.122817,0.141336,0.06495,0.171978,0.168263,0.185304,0.147185,0.180205,0.151249,0.207212,0.207767,0.316897,0.259215,0.347428,0.38159,0.404943,0.4721,0.573975,0.448284,0.47699,0.320581,0.369399,0.453718,0.528933,0.448101,0.31883,0.390195,0.357437,0.355508,0.615327,0.806447,0.965922,1.28975,1.560858,1.407903,1.394647,1.111026,0.723013,0.344198,-0.180548,-0.295922,-0.342465,-0.398491,-0.485134,-0.400004,-0.484048,-0.46775,-0.541298,-0.404781,0.09762,0.583556,0.664386,0.529893,0.115422,0.458999,-0.380932,1
-0.633251,-2.811941,-3.52541,-2.970055,-1.584654,-1.238474,-0.48936,-0.347164,-0.374104,-0.299933,-0.282526,-0.279621,-0.282567,-0.292153,-0.248747,-0.365371,-0.395323,-0.441151,-0.441257,-0.51389,-0.498192,-0.549543,-0.533345,-0.494876,-0.402462,-0.377313,-0.302099,-0.182104,-0.13084,-0.016562,0.042769,0.005958,0.093198,0.118601,0.053076,0.17849,0.119643,0.145022,0.182319,0.238405,0.23874,0.260389,0.343823,0.377997,0.453956,0.461552,0.444934,0.5434,0.486737,0.508491,0.51086,0.508585,0.395285,0.393448,0.275663,0.35705,0.424717,0.48362,0.622423,0.886102,1.109337,1.503406,1.674045,1.55111,1.281795,1.033138,0.549932,0.087082,-0.143353,-0.25846,-0.229113,-0.220641,-0.271095,-0.308,-0.346776,-0.217952,-0.346355,-0.112856,0.09483,0.555275,0.549666,0.708463,0.833764,0.842787,1.229001,1
0.36985,-3.317859,-3.415544,-2.402527,-1.266156,-0.651052,-0.197395,-0.205464,-0.187447,-0.206263,-0.168765,-0.256203,-0.253875,-0.370832,-0.26984,-0.42335,-0.455235,-0.465896,-0.593482,-0.622987,-0.715176,-0.709795,-0.634092,-0.703349,-0.586448,-0.463609,-0.332522,-0.235718,-0.214147,-0.120128,-0.091714,-0.040747,-0.029021,0.066147,0.107451,0.088849,0.058441,0.199699,0.127882,0.215958,0.236304,0.309723,0.378388,0.416465,0.496481,0.506975,0.411776,0.540332,0.460083,0.452971,0.317852,0.428306,0.32863,0.388545,0.313773,0.332069,0.415382,0.3889,0.371206,0.395058,0.734339,1.016642,1.148645,1.53112,1.510535,1.347328,1.053054,0.746386,0.271019,-0.109744,-0.173528,-0.166626,-0.113576,-0.197999,-0.163267,-0.175006,-0.143673,-0.132766,-0.009391,0.634132,0.905726,0.836164,0.413432,0.433439,0.286757,1
1.574472,-1.398303,-1.948609,-1.801033,-1.445196,-1.269877,-1.028636,-0.380175,-0.670148,-0.725928,-0.405738,-0.790788,-0.508024,-0.682388,-0.616747,-0.502962,-0.655115,-0.662038,-0.717811,-0.800746,-0.635352,-0.674132,-0.404522,-0.614272,-0.40666,-0.30803,-0.327988,-0.366573,-0.247468,-0.223871,-0.267432,-0.363299,-0.357209,-0.386515,-0.487678,-0.36714,-0.434719,-0.173805,-0.303018,-0.441928,-0.14029,-0.36417,-0.115776,-0.286566,-0.15653,-0.094644,-0.022518,0.091686,0.018643,0.111014,-0.013379,0.021487,0.220846,-0.040962,0.155521,0.027681,0.096721,0.452277,0.77413,1.194443,1.523555,1.999795,2.168478,2.038461,1.848006,1.45784,0.986746,0.615031,0.309504,0.157463,0.331811,0.030239,0.135937,-0.035071,0.290185,0.210708,0.268186,0.473702,0.736108,1.746407,1.736288,0.818308,0.068282,-0.053217,1.435034,1
1.445043,-1.935606,-3.937864,-3.653789,-1.697446,-0.833092,0.322865,0.219238,0.264978,0.122691,0.135819,0.102632,0.03393,0.024117,-0.156336,-0.185029,-0.209923,-0.286389,-0.400853,-0.548294,-0.654572,-0.731349,-0.760998,-0.847032,-0.837671,-0.658661,-0.616139,-0.288088,-0.204171,0.055803,0.026696,0.093202,0.238128,0.066216,0.174821,0.202239,0.134037,0.187361,0.372654,0.302652,0.375733,0.374593,0.472849,0.408699,0.501618,0.462927,0.575498,0.570732,0.619537,0.546122,0.334833,0.37287,0.422678,0.379958,0.318391,0.056407,0.169015,-0.024704,0.044255,0.030915,0.067673,0.141115,0.392145,0.668543,0.810755,1.516948,1.34461,0.882748,0.629034,0.777551,0.182066,-0.68768,-0.4613,-0.526875,-0.486436,-0.415526,-0.406246,-0.300145,-0.259057,-0.193163,0.655791,0.837305,1.219957,1.02064,0.494801,1
-0.329409,-2.367356,-3.574205,-3.12225,-1.495717,-1.076588,-0.305364,-0.250188,-0.236953,-0.237475,-0.251668,-0.339259,-0.316888,-0.329455,-0.253363,-0.356737,-0.346475,-0.325031,-0.350238,-0.384258,-0.354689,-0.394677,-0.422819,-0.340133,-0.308365,-0.284621,-0.19042,-0.102928,-0.076812,-0.107763,-0.041685,-0.067661,-0.045094,-0.068903,-0.104131,-0.091411,-0.055267,0.053756,-0.005341,0.063721,0.086976,0.15494,0.257184,0.337326,0.403851,0.447425,0.447896,0.334472,0.315473,0.286266,0.331757,0.235831,0.270934,0.275017,0.256851,0.24364,0.296893,0.25894,0.37354,0.286486,0.455989,0.52626,0.658535,0.988766,1.032487,0.66174,0.566033,0.575038,0.4975,0.273912,0.03506,0.184446,0.079916,0.13996,0.138971,0.159615,0.227373,0.244988,0.567404,1.739599,2.196049,2.250093,0.582267,-0.731953,-0.757624,1
0.677435,-2.51244,-3.339627,-3.010709,-1.548614,-1.281609,-0.2634,-0.26956,-0.217258,-0.254688,-0.220257,-0.203792,-0.282986,-0.335768,-0.315122,-0.363952,-0.423474,-0.494886,-0.444324,-0.601406,-0.698162,-0.602584,-0.710695,-0.595246,-0.56042,-0.526115,-0.412669,-0.303365,-0.241619,-0.148456,-0.072185,0.019622,0.072431,0.160938,0.140043,0.224652,0.246267,0.288622,0.344068,0.301359,0.34769,0.385831,0.416009,0.437388,0.533254,0.505859,0.538552,0.453447,0.49945,0.44256,0.465421,0.428486,0.397084,0.397063,0.312434,0.362051,0.404918,0.249082,0.384011,0.492566,0.875374,1.099124,1.319422,1.578207,1.55184,1.481777,1.059994,0.797372,0.315523,-0.182565,-0.19328,-0.31822,-0.340912,-0.397624,-0.354533,-0.315061,-0.295861,-0.225253,-0.238469,0.450726,0.908895,1.02429,0.337268,-0.256537,0.645298,1
-0.849527,-2.832531,-2.997151,-2.580528,-1.238299,-0.857606,-0.265021,-0.176449,-0.119146,-0.006926,-0.07511,-0.109074,-0.238379,-0.419255,-0.341114,-0.437888,-0.201009,-0.486465,-0.603963,-0.436671,-0.387409,-0.578472,-0.643401,-0.491055,-0.643815,-0.494541,-0.459921,-0.473697,-0.310429,-0.25606,-0.159058,-0.046873,-0.203443,-0.143578,-0.158409,-0.154854,-0.110104,-0.193342,-0.038507,-0.020996,-0.09695,-0.025668,0.038677,-0.079486,-0.008914,0.149511,0.075903,0.100951,0.259076,0.136802,0.232788,0.292657,0.054308,0.168592,0.352346,0.394567,0.457642,0.730139,0.881098,1.340054,1.677337,2.110762,1.939966,1.379515,1.044307,0.903081,0.326394,0.173095,0.032767,0.085845,0.320306,-0.043412,-0.066116,-0.184381,0.103612,0.012819,-0.306474,-0.037074,0.807501,1.315258,1.268714,0.966343,0.682451,0.77644,0.49693,1
-0.07659,-2.953306,-3.693457,-3.058139,-1.612105,-0.976544,-0.425361,-0.35108,-0.345473,-0.331918,-0.312829,-0.374415,-0.363073,-0.376532,-0.420444,-0.486342,-0.450828,-0.527359,-0.554978,-0.606616,-0.649587,-0.657352,-0.586775,-0.514401,-0.500135,-0.368109,-0.308333,-0.15411,-0.076279,-0.021934,0.031886,0.0088,0.035187,0.118051,0.094369,0.152808,0.080224,0.136577,0.191477,0.23329,0.338507,0.362722,0.467868,0.453123,0.58618,0.528532,0.554865,0.576136,0.615438,0.548811,0.564683,0.405131,0.475755,0.45587,0.4174,0.336625,0.325621,0.329208,0.338297,0.335889,0.476776,0.416892,0.694732,0.849462,0.993139,1.368171,1.14127,0.78465,0.705926,0.617922,0.289418,-0.072485,-0.087437,-0.004785,-0.02757,0.000491,0.028145,0.043876,0.109955,0.708775,1.438017,0.819331,0.157986,-0.144392,0.726809,1
1.663217,-0.751847,-2.563165,-3.303512,-1.764011,-1.315525,-0.11891,-0.006036,-0.157273,-0.103752,-0.197969,-0.221969,-0.43016,-0.378348,-0.426917,-0.44373,-0.606501,-0.713649,-0.784332,-0.803928,-0.843503,-0.957723,-1.055329,-1.052837,-1.017751,-0.890143,-0.825198,-0.737339,-0.533857,-0.318612,-0.244732,-0.127451,-0.153288,-0.025169,0.06785,-0.047065,0.035829,0.088991,0.086132,0.01604,0.245855,0.128013,0.16812,0.329794,0.355647,0.318668,0.456489,0.44082,0.521189,0.442944,0.506115,0.367231,0.455399,0.385407,0.367422,0.296166,0.400619,0.189589,0.37736,0.421029,0.381455,0.319656,0.428783,0.441171,0.839592,1.356066,1.047121,1.004181,0.791491,0.848273,0.479742,-0.094688,-0.05085,-0.069086,-0.114298,-0.033167,0.062775,0.10432,0.027985,0.259349,0.879267,1.180595,1.879259,1.64372,1.176884,1
-1.684581,-3.073761,-3.148634,-2.719801,-1.514973,-1.154771,-0.540269,-0.400843,-0.408444,-0.421165,-0.406345,-0.37647,-0.353624,-0.45118,-0.437538,-0.446639,-0.434755,-0.454411,-0.469494,-0.505828,-0.492842,-0.454561,-0.504122,-0.482404,-0.387844,-0.276865,-0.25363,-0.192473,-0.127524,-0.07449,-0.018343,-0.123641,-0.042471,-0.082807,-0.076809,-0.062173,-0.03003,0.02141,0.044698,0.029957,0.083965,0.169643,0.143526,0.18906,0.302185,0.345641,0.413592,0.431458,0.472801,0.450279,0.47157,0.446703,0.416061,0.394703,0.34224,0.400301,0.407757,0.568198,0.719636,0.932722,1.246275,1.483691,1.703997,1.516069,1.336651,1.058764,0.679023,0.201896,-0.028054,-0.013233,0.023274,-0.000821,0.023589,-0.051572,0.045131,-0.003075,0.052042,0.091789,0.445626,0.958323,1.089039,1.162776,0.683913,0.443352,0.739984,1
0.465239,-2.428808,-3.497702,-3.054616,-0.96411,-0.433903,0.464619,0.578879,0.538022,0.516327,0.609364,0.488834,0.437501,0.447136,0.376314,0.378571,0.332084,0.208773,0.262243,0.168784,0.244642,0.129619,0.096689,0.212999,0.30481,0.309426,0.493121,0.443227,0.47216,0.53822,0.442814,0.379006,0.482921,0.206694,0.165602,0.314294,0.139311,0.200409,0.369402,0.246744,0.102242,0.265559,0.124188,0.250336,0.225639,0.325657,0.306847,0.261906,0.235826,0.347674,0.204669,0.102851,0.097247,0.080919,0.087612,-0.131099,0.111617,-0.007669,0.35198,0.623929,0.82254,1.22368,1.497926,1.338491,1.068658,0.683551,0.407747,-0.316428,-0.719953,-0.941484,-0.894302,-1.024059,-0.965743,-1.100884,-1.020167,-0.913191,-1.101255,-1.035399,-0.311841,0.521255,0.279652,-0.551876,-1.21787,-1.151305,-0.631336,1
1.149501,-1.842051,-3.997565,-3.007309,-1.364132,-0.765825,-0.114358,-0.093623,-0.01424,-0.031487,-0.060576,-0.096184,-0.038008,-0.133533,-0.257801,-0.330021,-0.311088,-0.366611,-0.481442,-0.537027,-0.688026,-0.704835,-0.865652,-0.896826,-0.872034,-0.754228,-0.689713,-0.373004,-0.239856,-0.156536,-0.003197,0.06404,0.125593,0.125942,0.127098,0.170283,0.2181,0.172389,0.166111,0.304555,0.198232,0.28397,0.460069,0.45439,0.560034,0.586207,0.585523,0.619017,0.530271,0.500433,0.440621,0.458196,0.390628,0.383341,0.235143,0.223146,0.231612,0.245787,0.333677,0.546774,0.762257,1.029321,1.383568,1.64716,1.661192,1.325561,1.179653,0.649606,-0.072171,-0.31224,-0.403018,-0.329883,-0.423301,-0.351718,-0.307154,-0.412558,-0.398231,-0.219764,0.146213,1.044066,0.445659,0.401954,0.015745,0.167553,0.566638,1
-0.004806,-3.052319,-3.550602,-2.000859,-1.334183,-0.283708,-0.089454,-0.165467,-0.050689,-0.153652,-0.172305,-0.258624,-0.365122,-0.264503,-0.406491,-0.415354,-0.450581,-0.562736,-0.618894,-0.737115,-0.787499,-0.768187,-0.761185,-0.762833,-0.566399,-0.544803,-0.409499,-0.346261,-0.234521,-0.132029,-0.185383,-0.031933,-0.055226,0.049496,0.059357,0.089679,0.16385,0.191567,0.2245,0.295331,0.351905,0.380242,0.47878,0.553236,0.402709,0.453537,0.390428,0.416184,0.324902,0.347114,0.278971,0.315048,0.282663,0.310992,0.278687,0.291034,0.280344,0.334574,0.288801,0.368456,0.588176,1.10263,1.218982,1.579605,1.494143,1.558976,1.161691,0.808071,0.349928,-0.194524,-0.145907,-0.140604,-0.15249,-0.129676,-0.140287,-0.164548,-0.214033,-0.16253,-0.048806,0.674797,1.250244,1.141507,0.341766,0.112055,0.431665,1
-0.106151,-2.357325,-3.240047,-2.382824,-1.495685,-1.225741,-0.622921,-0.619801,-0.578759,-0.592798,-0.57944,-0.645193,-0.611926,-0.615866,-0.669857,-0.670738,-0.729583,-0.739642,-0.748308,-0.765585,-0.754802,-0.806671,-0.715227,-0.701373,-0.621714,-0.577026,-0.429781,-0.36034,-0.30558,-0.228571,-0.187136,-0.16003,-0.142712,-0.100176,-0.087717,-0.057488,-0.095952,-0.078212,0.016975,0.050169,0.093909,0.164029,0.251385,0.250693,0.268925,0.340354,0.335065,0.404684,0.391215,0.352722,0.377713,0.313488,0.32626,0.326944,0.308085,0.29432,0.338781,0.369841,0.541401,0.72996,0.857811,1.002708,1.288755,1.247119,1.173412,1.057125,0.802583,0.566871,0.340553,0.300209,0.243367,0.305111,0.29409,0.277489,0.298529,0.363083,0.422394,0.418824,0.668774,1.25344,1.305766,1.625096,1.35692,0.990035,1.101716,1
0.010657,-2.929819,-3.556561,-1.944409,-1.284994,-0.221705,-0.210937,-0.10297,-0.125917,-0.215298,-0.19678,-0.179578,-0.276199,-0.297529,-0.378162,-0.412272,-0.431805,-0.624215,-0.633079,-0.690782,-0.757956,-0.839218,-0.761286,-0.775897,-0.691318,-0.60587,-0.329082,-0.369633,-0.138663,-0.059965,-0.002152,0.054903,0.074965,0.217691,0.260247,0.263471,0.31617,0.271724,0.318622,0.5037,0.480098,0.42577,0.527367,0.494797,0.518475,0.551556,0.51237,0.346193,0.255675,0.469084,0.338009,0.275484,0.404303,0.244291,0.22234,0.279632,0.129254,0.316339,0.282105,0.622705,0.88487,1.092878,1.475927,1.588988,1.711517,0.972673,0.964546,0.111072,-0.203349,-0.506829,-0.487239,-0.301281,-0.467642,-0.52435,-0.393602,-0.610428,-0.313458,-0.390698,0.20976,1.136271,1.356208,1.276596,0.605735,0.227908,0.639981,1
-0.303678,-2.974849,-3.986757,-2.760857,-1.190697,-0.923567,-0.154912,-0.208373,-0.263219,-0.215029,-0.204503,-0.135487,-0.267037,-0.25053,-0.273325,-0.303214,-0.389066,-0.516819,-0.448262,-0.595597,-0.584438,-0.694482,-0.54731,-0.594158,-0.396813,-0.279025,-0.082751,0.017439,0.087835,0.17064,0.158238,0.141056,0.165395,0.09856,0.151277,0.153769,0.173486,0.159877,0.239343,0.28259,0.212587,0.434609,0.476101,0.482806,0.47912,0.503832,0.505391,0.496616,0.464638,0.441885,0.493773,0.413803,0.431784,0.385174,0.340027,0.374507,0.374357,0.250666,0.354319,0.274129,0.293598,0.361514,0.534073,0.90029,1.079799,0.815529,0.492211,0.499269,0.385151,0.193075,-0.15608,-0.040423,-0.170643,-0.083729,-0.087591,-0.095956,-0.080495,-0.020386,0.244171,1.294287,1.443792,1.687044,0.729624,-0.096762,-0.766239,1
0.262599,-3.038165,-3.424177,-2.543213,-1.299948,-0.923674,-0.222802,-0.308559,-0.279245,-0.314515,-0.311262,-0.281727,-0.375329,-0.297191,-0.354556,-0.464584,-0.467922,-0.480379,-0.590235,-0.643835,-0.56694,-0.682283,-0.620728,-0.589189,-0.514752,-0.408559,-0.26613,-0.245468,-0.038648,0.114798,0.034213,0.07583,0.182638,0.11009,0.098289,0.16204,0.176554,0.188274,0.251171,0.248858,0.38341,0.337086,0.508545,0.498656,0.490454,0.437321,0.496773,0.456953,0.45555,0.388714,0.358804,0.335493,0.371475,0.305891,0.293236,0.231105,0.249351,0.288566,0.448339,0.678384,0.872213,1.160677,1.469279,1.467172,1.377264,1.101663,0.670359,0.202776,-0.201456,-0.367942,-0.381025,-0.336999,-0.445328,-0.33893,-0.337553,-0.368654,-0.411769,-0.144956,0.118475,0.759549,0.809199,1.10981,0.780839,1.025556,1.044334,1
0.707896,-2.558948,-3.144022,-2.320039,-0.944766,-0.252026,0.573525,0.459878,0.480212,0.41192,0.370194,0.478539,0.302063,0.284949,0.226584,0.139025,0.06035,-0.051619,-0.139878,-0.237313,-0.317634,-0.308513,-0.39182,-0.417565,-0.402699,-0.367629,-0.284845,-0.304636,-0.153479,-0.101527,-0.126779,0.054792,-0.013971,0.092259,0.323476,0.170498,0.262823,0.297039,0.347382,0.421426,0.453336,0.504872,0.463334,0.627295,0.665903,0.680421,0.750776,0.853478,0.621271,0.60659,0.618676,0.538716,0.51399,0.31785,0.24108,0.233566,0.147865,0.176011,0.466604,0.640669,0.847205,1.268701,1.706043,1.543947,1.264082,1.012978,0.408105,-0.208579,-0.844682,-1.009891,-1.075578,-1.116845,-1.160107,-1.09331,-1.140444,-1.151588,-1.099059,-1.12559,-0.812676,0.107944,0.169155,0.178931,-0.384674,-0.376468,0.34497,1
-0.637006,-2.364518,-3.401076,-3.210324,-1.3878,-0.86939,-0.162666,-0.015737,-0.021452,-0.138519,-0.021633,-0.0012,-0.097652,0.05618,-0.113277,-0.053703,-0.135914,-0.114659,-0.183715,-0.309377,-0.374632,-0.464944,-0.501194,-0.232293,-0.304513,-0.154322,-0.151712,-0.129986,-0.074103,0.090296,-0.032723,0.016558,-0.052393,0.008093,0.034604,-0.072064,0.047522,0.071888,0.052487,0.164887,0.107088,0.280814,0.113389,0.243335,0.368765,0.424776,0.490457,0.514831,0.434447,0.421459,0.591411,0.418916,0.364895,0.335224,0.251063,0.408615,0.363717,0.539949,0.785028,1.038092,1.313371,1.911921,1.817463,1.689187,1.449261,1.124281,0.63546,0.258909,-0.115496,-0.275843,-0.326072,-0.366639,-0.293125,-0.294744,-0.176027,-0.332563,-0.300209,-0.264607,0.293221,1.188995,0.801447,-0.305774,-1.26711,-0.916525,-0.503067,1
-1.059995,-4.052018,-3.735385,-2.016478,-1.191705,-0.155609,-0.14749,-0.06723,-0.141316,-0.103683,-0.068699,-0.237078,-0.25293,-0.322074,-0.176992,-0.305494,-0.242053,-0.376709,-0.43938,-0.545382,-0.535241,-0.590408,-0.669788,-0.419553,-0.480146,-0.361953,-0.199321,-0.037424,-0.189054,0.00883,0.001243,-0.140948,0.033531,0.012691,-0.057016,-0.05963,0.167623,0.06948,0.15881,0.164081,0.247457,0.321208,0.395479,0.478329,0.475022,0.540395,0.434278,0.452544,0.410669,0.430547,0.34443,0.258459,0.287809,0.369379,0.305235,0.305038,0.329765,0.286361,0.315302,0.367091,0.410918,0.593483,0.776644,1.246228,1.176016,0.723632,0.596502,0.593536,0.513516,0.005068,-0.101401,-0.061765,-0.119866,-0.126001,-0.070566,-0.087392,-0.003787,-0.016752,0.360431,1.295394,1.098195,0.871208,0.270241,1.01742,0.446196,1
0.440994,-2.617017,-3.253429,-2.866991,-1.543458,-1.174986,-0.338935,-0.342656,-0.264748,-0.257365,-0.289112,-0.354783,-0.253895,-0.306317,-0.362725,-0.390048,-0.39392,-0.49636,-0.550891,-0.585379,-0.692731,-0.662844,-0.584704,-0.586776,-0.438724,-0.400299,-0.258541,-0.160584,-0.146162,0.006017,0.035847,0.082333,0.060327,0.08991,0.06491,0.155261,0.153324,0.158261,0.263848,0.218537,0.285009,0.283012,0.359065,0.438661,0.435804,0.397655,0.397086,0.450204,0.376494,0.364933,0.408542,0.337433,0.276251,0.298314,0.32138,0.272955,0.222564,0.29788,0.387295,0.662733,0.882166,1.096655,1.558722,1.594555,1.501854,1.253437,0.885303,0.347098,-0.094397,-0.297887,-0.299917,-0.298404,-0.314755,-0.406375,-0.32635,-0.339708,-0.256127,-0.362316,0.093678,0.740608,0.996038,1.222872,0.755379,0.871456,0.767955,1
-0.980321,-2.364922,-4.090124,-3.557469,-2.223499,-1.235634,-0.204497,0.548883,0.801101,0.706433,0.741187,0.274169,0.264082,0.286957,0.361468,0.450501,0.430003,0.475667,0.449076,0.241851,0.256577,0.150002,-0.005895,-0.018057,-0.059012,-0.129405,-0.057584,-0.034623,0.052352,0.017655,0.033331,-0.006952,0.021039,-0.110335,-0.028228,-0.093193,-0.110288,-0.135241,-0.171987,-0.148751,-0.15197,-0.203214,-0.17328,-0.217381,-0.164422,-0.094814,-0.209081,-0.07002,-0.11571,-0.137918,-0.016933,-0.076203,-0.012742,-0.039152,0.04627,0.025363,-0.025261,0.141229,0.111719,0.066551,0.055107,0.058822,0.046698,0.106156,0.131332,0.102092,0.506265,0.735775,1.243157,1.494241,1.396232,0.888173,0.447263,0.060084,-0.04743,-0.069038,-0.059912,-0.096319,-0.001947,-0.041876,0.6626,0.90598,0.793628,0.496552,0.707013,1
