@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute target {1,2}

@data
0.107807,0.107807,0.107807,0.10779,0.107774,0.107774,0.107757,0.107741,0.107724,0.107708,0.107691,0.107691,0.107675,0.107675,2
-0.031366,-0.031366,-0.031366,-0.031366,-0.031582,-0.031798,-0.031798,-0.032014,-0.032446,-0.033095,-0.033959,-0.035039,-0.036336,-0.037849,2
0.103911,0.107379,0.111205,0.115122,0.11908,0.123039,0.126997,0.130955,0.134943,0.138932,0.142921,0.140411,0.139534,0.127945,2
0.098031,0.100698,0.103611,0.106613,0.109576,0.112529,0.115442,0.118316,0.12115,0.123945,0.1267,0.123343,0.121052,0.108421,2
0.113809,0.117685,0.121763,0.125917,0.130071,0.134257,0.138442,0.142628,0.146814,0.151,0.155186,0.152413,0.151524,0.139502,2
0.116212,0.116212,0.116212,0.116212,0.116212,0.116212,0.116212,0.116212,0.116212,0.116212,0.116212,0.116212,0.116212,0.116212,2
-0.099025,-0.099025,-0.099025,-0.099025,-0.099025,-0.09889,-0.09889,-0.098756,-0.098756,-0.098622,-0.098622,-0.098622,-0.098622,-0.098622,2
-0.118126,-0.118126,-0.118126,-0.118126,-0.118126,-0.118126,-0.118283,-0.118126,-0.118126,-0.117969,-0.117969,-0.117969,-0.117811,-0.117811,2
0.109229,0.109229,0.109229,0.109229,0.109229,0.109254,0.10928,0.10928,0.109306,0.109332,0.109358,0.109383,0.109383,0.109409,2
-0.09783,-0.09783,-0.09783,-0.097984,-0.097984,-0.097984,-0.097984,-0.097984,-0.097984,-0.098138,-0.098138,-0.098292,-0.098292,-0.098447,2
0.098717,0.101966,0.105663,0.109522,0.113422,0.117322,0.121252,0.125182,0.129112,0.133042,0.136972,0.136383,0.135337,0.123638,2
0.113783,0.117167,0.121052,0.125063,0.129115,0.133199,0.137282,0.141366,0.14545,0.149533,0.153617,0.149774,0.148573,0.138118,2
0.123768,0.123794,0.123794,0.123794,0.123794,0.123794,0.123794,0.123794,0.123794,0.123794,0.123794,0.123794,0.123794,0.123794,2
0.101118,0.104629,0.108471,0.112407,0.116342,0.12035,0.124358,0.128335,0.132312,0.13632,0.140328,0.137873,0.136744,0.125041,2
0.102134,0.105806,0.109706,0.113668,0.11767,0.121673,0.125707,0.12974,0.133774,0.137808,0.141842,0.139242,0.138293,0.126511,2
0.106801,0.106801,0.106801,0.106801,0.106801,0.106801,0.106801,0.106801,0.106801,0.106801,0.106801,0.106801,0.106801,0.106801,2
0.113728,0.113728,0.113728,0.113728,0.113728,0.113754,0.11378,0.113806,0.113832,0.113858,0.113884,0.11391,0.113936,0.113962,2
-0.08159,-0.08159,-0.08159,-0.08159,-0.08159,-0.08159,-0.08159,-0.08159,-0.08159,-0.08159,-0.08159,-0.08159,-0.08159,-0.08159,2
0.105669,0.105669,0.105669,0.105669,0.105669,0.105669,0.105669,0.105669,0.105669,0.105669,0.105669,0.105669,0.105669,0.105669,2
0.103735,0.103581,0.103426,0.103256,0.103055,0.102839,0.102607,0.102359,0.102097,0.101818,0.101525,0.101231,0.100922,0.100582,2
0.093645,0.092812,0.093084,0.092944,0.093032,0.092983,0.093023,0.09301,0.09302,0.093031,0.093022,0.093052,0.093009,0.093106,1
0.106444,0.106444,0.106444,0.106444,0.106444,0.106444,0.106444,0.106444,0.106444,0.106444,0.106444,0.106444,0.106444,0.106444,2
-0.098063,-0.09793,-0.09793,-0.09793,-0.09793,-0.097797,-0.097663,-0.097663,-0.09753,-0.09753,-0.097397,-0.097397,-0.097263,-0.09713,2
0.123799,0.123825,0.123825,0.123852,0.123852,0.123852,0.123852,0.123852,0.123852,0.123852,0.123852,0.123852,0.123852,0.123852,2
0.110041,0.110041,0.110041,0.110041,0.110041,0.110041,0.110041,0.110041,0.110041,0.110041,0.110041,0.110041,0.110041,0.110041,2
0.097872,0.097888,0.097888,0.097888,0.097888,0.097888,0.097888,0.097888,0.097888,0.097888,0.097888,0.097904,0.09792,0.097936,2
0.113837,0.113837,0.113837,0.113837,0.113837,0.113837,0.113837,0.113837,0.113837,0.113837,0.113837,0.113837,0.113837,0.113837,2
-0.074232,-0.074637,-0.075042,-0.075447,-0.075852,-0.076258,-0.076663,-0.077068,-0.077473,-0.077878,-0.078283,-0.078688,-0.079093,-0.079498,2
0.116542,0.116542,0.116542,0.116542,0.116542,0.116542,0.116542,0.116542,0.116542,0.116542,0.116542,0.116556,0.116571,0.116571,2
-0.139926,-0.134363,-0.129417,-0.124038,-0.118521,-0.112792,-0.107079,-0.100977,-0.094773,-0.088412,-0.082012,-0.075192,-0.068552,-0.060869,1
-0.084057,-0.084057,-0.084057,-0.084057,-0.084057,-0.084057,-0.084057,-0.084057,-0.084057,-0.084057,-0.084057,-0.084057,-0.084057,-0.084057,2
0.125435,0.125435,0.125435,0.125435,0.125435,0.125435,0.125435,0.125435,0.125435,0.125435,0.125435,0.125435,0.125435,0.125435,2
-0.038322,-0.038322,-0.038322,-0.038549,-0.038549,-0.038549,-0.038549,-0.038549,-0.038549,-0.038549,-0.038549,-0.038549,-0.038549,-0.038549,2
0.104266,0.104266,0.104266,0.104266,0.104266,0.104266,0.104266,0.104266,0.104266,0.104266,0.104266,0.104266,0.104266,0.104266,2
-0.101826,-0.101633,-0.10144,-0.10144,-0.101247,-0.101054,-0.100861,-0.100668,-0.100475,-0.100475,-0.100475,-0.100475,-0.100282,-0.100089,2
-0.047169,-0.047169,-0.047282,-0.047395,-0.047508,-0.047621,-0.047621,-0.047621,-0.047734,-0.047734,-0.047847,-0.047847,-0.047847,-0.047959,2
-0.084818,-0.084336,-0.084818,-0.0853,-0.085782,-0.085782,-0.085782,-0.085782,-0.085782,-0.085782,-0.086264,-0.086746,-0.087228,-0.08771,2
0.098364,0.098364,0.098364,0.098364,0.098364,0.098364,0.098364,0.098364,0.098364,0.098364,0.098364,0.098364,0.098364,0.098364,2
-0.038604,-0.038604,-0.038713,-0.038822,-0.03893,-0.039039,-0.039039,-0.039148,-0.039256,-0.039365,-0.039473,-0.039582,-0.039691,-0.039799,2
0.105891,0.1093,0.113171,0.11721,0.121292,0.125374,0.129455,0.133569,0.137682,0.141795,0.145908,0.143352,0.142479,0.130697,2
-0.068436,-0.069984,-0.071673,-0.073643,-0.075755,-0.077866,-0.080118,-0.082511,-0.084904,-0.087578,-0.090393,-0.093349,-0.096445,-0.099823,2
0.110714,0.11074,0.11074,0.11074,0.11074,0.110766,0.110766,0.110792,0.110792,0.110818,0.110843,0.110843,0.110869,0.110895,2
0.096991,0.096981,0.096971,0.09696,0.09696,0.09695,0.09695,0.09695,0.09695,0.09695,0.09695,0.09695,0.09695,0.09694,2
0.10998,0.113319,0.117112,0.12107,0.125069,0.129068,0.133098,0.137128,0.141158,0.145188,0.149218,0.146714,0.145765,0.134057,2
0.110311,0.110342,0.110404,0.110466,0.110544,0.110638,0.110747,0.110871,0.111011,0.111167,0.111354,0.111556,0.111774,0.112008,2
-0.085709,-0.086115,-0.086522,-0.087064,-0.087741,-0.088554,-0.089502,-0.090585,-0.091805,-0.093295,-0.094785,-0.096546,-0.098307,-0.100339,2
0.109476,0.109476,0.109476,0.109476,0.109476,0.109476,0.109476,0.109476,0.109476,0.109476,0.109476,0.109476,0.109476,0.109476,2
-0.099898,-0.099763,-0.099763,-0.099763,-0.099763,-0.099763,-0.099763,-0.099763,-0.099763,-0.099763,-0.099763,-0.099627,-0.099627,-0.099627,2
-0.036967,-0.037193,-0.03742,-0.037646,-0.037872,-0.038098,-0.038325,-0.038325,-0.038551,-0.038777,-0.039004,-0.03923,-0.039456,-0.039683,2
0.096388,0.099925,0.103684,0.107503,0.111362,0.115221,0.11911,0.122999,0.126889,0.130778,0.134667,0.132255,0.13125,0.12102,2
-0.100544,-0.094592,-0.088406,-0.081942,-0.075418,-0.068536,-0.061438,-0.054206,-0.046682,-0.039157,-0.030891,-0.023175,-0.014164,-0.006545,1
-0.051331,-0.051331,-0.051331,-0.051331,-0.051331,-0.051331,-0.051331,-0.051331,-0.051331,-0.051331,-0.051331,-0.051331,-0.051331,-0.051331,2
-0.095392,-0.09507,-0.09507,-0.09507,-0.09507,-0.094748,-0.094426,-0.094104,-0.093782,-0.093461,-0.093139,-0.092817,-0.092495,-0.092173,2
-0.086064,-0.085413,-0.085757,-0.085718,-0.085791,-0.085928,-0.086184,-0.086177,-0.08627,-0.086327,-0.086516,-0.086438,-0.086622,-0.086347,1
0.100562,0.100562,0.100562,0.100562,0.100562,0.100562,0.100562,0.100562,0.100562,0.100562,0.100562,0.100562,0.100562,0.100562,2
-0.073545,-0.075075,-0.076944,-0.078984,-0.081023,-0.083232,-0.085611,-0.088161,-0.09088,-0.093769,-0.096828,-0.100057,-0.103456,-0.107194,2
0.105704,0.105704,0.105704,0.105704,0.105704,0.105704,0.105704,0.105704,0.105704,0.105704,0.105704,0.105704,0.105704,0.105704,2
-0.079411,-0.07984,-0.08027,-0.080699,-0.081128,-0.081557,-0.081987,-0.082416,-0.082845,-0.083274,-0.083704,-0.084133,-0.084562,-0.084991,2
0.11214,0.11214,0.11214,0.11214,0.11214,0.112166,0.112192,0.112192,0.112217,0.112217,0.112217,0.112217,0.112217,0.112217,2
0.089063,0.091524,0.095957,0.099725,0.104107,0.107873,0.112433,0.115764,0.11471,0.109322,0.093824,0.075765,0.055588,0.034328,1
0.112075,0.112075,0.112101,0.112101,0.112127,0.112127,0.112127,0.112127,0.112127,0.112152,0.112152,0.112152,0.112152,0.112178,2
0.123573,0.1236,0.123626,0.123653,0.123653,0.123653,0.123679,0.123679,0.123653,0.123653,0.123653,0.123653,0.123653,0.123653,2
-0.118399,-0.116712,-0.114873,-0.11288,-0.110733,-0.108434,-0.105981,-0.103375,-0.100768,-0.098009,-0.094943,-0.091877,-0.088504,-0.084978,2
0.110675,0.1107,0.1107,0.1107,0.1107,0.110726,0.110752,0.110778,0.110804,0.110829,0.110855,0.110881,0.110907,0.110907,2
-0.095676,-0.095676,-0.095842,-0.096008,-0.096175,-0.096341,-0.096341,-0.096508,-0.096508,-0.096508,-0.096508,-0.096508,-0.096508,-0.096508,2
0.110999,0.110999,0.110973,0.110948,0.110922,0.110922,0.110896,0.11087,0.110844,0.110818,0.110793,0.110767,0.110741,0.110715,2
0.105822,0.105648,0.105459,0.105254,0.105033,0.104796,0.104543,0.104275,0.103975,0.103675,0.103359,0.103028,0.10268,0.102317,2
0.107986,0.111304,0.115192,0.119173,0.123195,0.127218,0.131271,0.135325,0.139379,0.143432,0.147486,0.146822,0.145931,0.132868,2
-0.078382,-0.078382,-0.078382,-0.078382,-0.078382,-0.078382,-0.078382,-0.078382,-0.078382,-0.078382,-0.078382,-0.078382,-0.078382,-0.078382,2
0.109285,0.109285,0.109285,0.109285,0.109285,0.109285,0.109285,0.109285,0.109285,0.109285,0.109285,0.109285,0.109285,0.109285,2
-0.020026,-0.020026,-0.019885,-0.019885,-0.019885,-0.019885,-0.019885,-0.019885,-0.019885,-0.019885,-0.019885,-0.019885,-0.019885,-0.019885,2
0.123718,0.123718,0.123745,0.123771,0.123798,0.123824,0.123824,0.123824,0.123824,0.123824,0.123824,0.123824,0.123824,0.123824,2
-0.095026,-0.094883,-0.095026,-0.095311,-0.095739,-0.096309,-0.097022,-0.097735,-0.098733,-0.099873,-0.101156,-0.10244,-0.103865,-0.105434,2
0.108742,0.108742,0.108742,0.108742,0.108742,0.108742,0.108742,0.108742,0.108742,0.108742,0.108742,0.108742,0.108742,0.108742,2
0.103916,0.103813,0.1037,0.103577,0.103443,0.1033,0.103146,0.102981,0.102807,0.102632,0.102448,0.102253,0.102037,0.101821,2
-0.081614,-0.082157,-0.082973,-0.083788,-0.084739,-0.085827,-0.08705,-0.088409,-0.089903,-0.091534,-0.093301,-0.095203,-0.097242,-0.099416,2
0.108308,0.111632,0.115407,0.119315,0.123295,0.127275,0.131286,0.135297,0.139308,0.143319,0.14733,0.144837,0.143894,0.132015,2
0.100291,0.100291,0.100291,0.100291,0.100291,0.100291,0.100291,0.100291,0.100291,0.100291,0.100291,0.100291,0.100291,0.100307,2
0.106684,0.106669,0.106654,0.106638,0.106623,0.106623,0.106623,0.106623,0.106607,0.106607,0.106607,0.106592,0.106592,0.106577,2
0.106526,0.106526,0.106526,0.106526,0.106526,0.106526,0.106526,0.106526,0.106526,0.106526,0.106526,0.106526,0.106526,0.106526,2
0.107644,0.107644,0.107644,0.107644,0.107644,0.10767,0.10767,0.10767,0.10767,0.10767,0.10767,0.10767,0.10767,0.10767,2
0.107033,0.10713,0.107244,0.107375,0.107521,0.107684,0.107863,0.108058,0.10827,0.108497,0.108741,0.109018,0.109311,0.10962,2
0.094543,0.097809,0.101565,0.105444,0.109363,0.113283,0.117202,0.121152,0.125102,0.129052,0.133002,0.130645,0.129461,0.117498,2
0.112124,0.115889,0.119821,0.123857,0.127893,0.13196,0.136027,0.140094,0.144161,0.148228,0.152295,0.149404,0.148207,0.136391,2
0.093611,0.092778,0.09305,0.09291,0.092998,0.09294,0.092983,0.092946,0.092988,0.092949,0.093018,0.092926,0.093082,0.092803,1
0.110867,0.110867,0.110867,0.110867,0.110867,0.110867,0.110867,0.110867,0.110867,0.110867,0.110867,0.110867,0.110867,0.110867,2
0.114619,0.114541,0.114438,0.114309,0.114154,0.113973,0.113766,0.113534,0.113275,0.112991,0.112681,0.112345,0.111984,0.111596,2
0.100777,0.100849,0.100932,0.101035,0.101138,0.101262,0.101386,0.101521,0.101676,0.101841,0.102017,0.102203,0.1024,0.102606,2
-0.100284,-0.100284,-0.100284,-0.100284,-0.100284,-0.100144,-0.100004,-0.099865,-0.099865,-0.099725,-0.099585,-0.099445,-0.099305,-0.099305,2
0.081152,0.085413,0.090043,0.094806,0.099652,0.104539,0.109497,0.114497,0.119538,0.12462,0.129742,0.128531,0.128736,0.118378,2
0.110449,0.110464,0.110494,0.11054,0.110601,0.110677,0.110768,0.110875,0.110997,0.111134,0.111286,0.111453,0.111651,0.111849,2
0.094013,0.097554,0.101317,0.105181,0.109045,0.112938,0.116832,0.120726,0.12462,0.128514,0.132408,0.130023,0.128856,0.117225,2
0.100054,0.100044,0.100044,0.100034,0.100023,0.100013,0.100013,0.100013,0.100003,0.100003,0.099992,0.099992,0.099992,0.099992,2
0.112136,0.112136,0.112136,0.112136,0.112136,0.112136,0.112136,0.112136,0.112136,0.112136,0.112136,0.112136,0.112136,0.112136,2
0.095209,0.098505,0.102296,0.10621,0.110165,0.114121,0.118076,0.122063,0.126049,0.130035,0.134021,0.131642,0.13055,0.118715,2
0.113348,0.113348,0.113348,0.113363,0.113363,0.113363,0.113363,0.113363,0.113363,0.113363,0.113363,0.113363,0.113363,0.113363,2
0.108873,0.108827,0.108765,0.108688,0.108596,0.108489,0.108366,0.108227,0.108074,0.107905,0.10772,0.107536,0.107336,0.107105,2
-0.079298,-0.079298,-0.079298,-0.079298,-0.079298,-0.079298,-0.079298,-0.079298,-0.079298,-0.079298,-0.079298,-0.079298,-0.079298,-0.079298,2
0.120118,0.120144,0.120144,0.120144,0.120144,0.12017,0.12017,0.12017,0.12017,0.12017,0.120197,0.120223,0.120249,0.120276,2
0.107707,0.107707,0.107707,0.107707,0.107707,0.107707,0.107707,0.107707,0.107707,0.107707,0.107707,0.107707,0.107707,0.107707,2
-0.086688,-0.085901,-0.086211,-0.08628,-0.086517,-0.086478,-0.086503,-0.086501,-0.086486,-0.086527,-0.08646,-0.086569,-0.086391,-0.086776,1
0.098292,0.098292,0.098292,0.098292,0.098292,0.098292,0.098292,0.098292,0.098292,0.098292,0.098292,0.098292,0.098292,0.098292,2
0.101956,0.105525,0.109427,0.113422,0.117459,0.121496,0.125564,0.129632,0.133701,0.137769,0.141837,0.139381,0.138518,0.126636,2
0.106214,0.106214,0.106214,0.106214,0.106214,0.106214,0.106214,0.106214,0.106214,0.106214,0.106214,0.106214,0.106214,0.106214,2
-0.079356,-0.078741,-0.079032,-0.078996,-0.079041,-0.079176,-0.079254,-0.079331,-0.079363,-0.079396,-0.079588,-0.079581,-0.079746,-0.079651,1
0.115373,0.115373,0.115373,0.115373,0.115373,0.115373,0.115373,0.115373,0.115373,0.115373,0.115373,0.115373,0.115373,0.115373,2
0.104057,0.103754,0.103425,0.103071,0.102691,0.102287,0.101857,0.101402,0.100921,0.100415,0.099884,0.099353,0.098771,0.098164,2
0.110345,0.1103,0.110256,0.110182,0.110093,0.109989,0.10987,0.109737,0.109589,0.109426,0.109248,0.109055,0.108862,0.108655,2
-0.103039,-0.103039,-0.103039,-0.102899,-0.10276,-0.10262,-0.10262,-0.10262,-0.102481,-0.102481,-0.102481,-0.102341,-0.102341,-0.102341,2
0.097938,0.097938,0.097938,0.097938,0.097938,0.097938,0.097938,0.097938,0.097938,0.097938,0.097938,0.097938,0.097938,0.097938,2
-0.044522,-0.044636,-0.04475,-0.044864,-0.044978,-0.045092,-0.045205,-0.045319,-0.045433,-0.045547,-0.045661,-0.045775,-0.045889,-0.046002,2
0.112689,0.112674,0.112644,0.112598,0.112537,0.112461,0.112369,0.112263,0.112141,0.112004,0.111852,0.111684,0.111501,0.111318,2
0.123659,0.123659,0.123632,0.123632,0.123632,0.123632,0.123632,0.123632,0.123632,0.123632,0.123632,0.123632,0.123632,0.123632,2
0.07986,0.080056,0.081422,0.082399,0.083645,0.084775,0.086064,0.087259,0.088652,0.089839,0.091432,0.092482,0.094461,0.095006,1
0.105021,0.105021,0.105021,0.105021,0.105021,0.105021,0.105021,0.105021,0.105021,0.105021,0.105021,0.105021,0.105021,0.105021,2
0.097628,0.101101,0.104902,0.108794,0.112728,0.116692,0.120657,0.124621,0.128586,0.13255,0.136514,0.134148,0.13296,0.120534,2
0.108803,0.108803,0.108803,0.108803,0.108787,0.108787,0.108787,0.108771,0.108755,0.108755,0.108755,0.108755,0.108755,0.108755,2
0.110654,0.110654,0.110654,0.110654,0.110654,0.110654,0.110654,0.110654,0.110654,0.110654,0.110654,0.110654,0.110654,0.110654,2
-0.074244,-0.074244,-0.074244,-0.074244,-0.074244,-0.074244,-0.074244,-0.074244,-0.074244,-0.074244,-0.074244,-0.074244,-0.074244,-0.074244,2
0.116849,0.116875,0.116875,0.116875,0.116875,0.116875,0.116875,0.116901,0.116901,0.116927,0.116953,0.116979,0.116979,0.116979,2
-0.109841,-0.109709,-0.109443,-0.109045,-0.108515,-0.107719,-0.106923,-0.105995,-0.104934,-0.103741,-0.102414,-0.100956,-0.099364,-0.09764,2
0.108724,0.108724,0.108724,0.108724,0.108724,0.108724,0.108724,0.108724,0.108724,0.108724,0.108724,0.108724,0.108724,0.108724,2
-0.098841,-0.098705,-0.098568,-0.098432,-0.098296,-0.098296,-0.09816,-0.09816,-0.09816,-0.09816,-0.09816,-0.09816,-0.09816,-0.09816,2
0.10639,0.10639,0.10639,0.10639,0.10639,0.10639,0.10639,0.10639,0.10639,0.10639,0.10639,0.10639,0.10639,0.10639,2
-0.060611,-0.060611,-0.060943,-0.061275,-0.061275,-0.061275,-0.061275,-0.061275,-0.061275,-0.061275,-0.061275,-0.061275,-0.061275,-0.061275,2
0.113885,0.11387,0.113855,0.113839,0.113824,0.113809,0.113793,0.113778,0.113763,0.113747,0.113732,0.113717,0.113701,0.113686,2
-0.098667,-0.098534,-0.098401,-0.098269,-0.098136,-0.098003,-0.098003,-0.097871,-0.097871,-0.097871,-0.097605,-0.097605,-0.097605,-0.097605,2
-0.075465,-0.075465,-0.075636,-0.075636,-0.075808,-0.075808,-0.075808,-0.075808,-0.075808,-0.075808,-0.075808,-0.075808,-0.075808,-0.075808,2
0.107732,0.107732,0.107732,0.107732,0.107732,0.107732,0.107732,0.107732,0.107732,0.107732,0.107732,0.107752,0.107752,0.107752,2
0.102163,0.105535,0.109364,0.11336,0.117397,0.121435,0.125504,0.129572,0.133641,0.13771,0.141779,0.139188,0.138261,0.126409,2
0.106153,0.106153,0.106153,0.106153,0.106153,0.106153,0.106153,0.106153,0.106153,0.106153,0.106153,0.106153,0.106153,0.106153,2
0.108049,0.108049,0.108049,0.108049,0.108049,0.108049,0.108049,0.108049,0.108049,0.108049,0.108049,0.108049,0.108049,0.108049,2
0.108117,0.111856,0.115761,0.119728,0.123736,0.127744,0.131751,0.13579,0.139798,0.143837,0.147876,0.145304,0.14455,0.134468,2
0.116656,0.116656,0.116656,0.116656,0.116656,0.116656,0.116667,0.116677,0.116708,0.116749,0.116801,0.116863,0.116936,0.117019,2
0.098722,0.098706,0.09869,0.09869,0.09869,0.098674,0.098658,0.098658,0.098643,0.098643,0.098643,0.098643,0.098643,0.098643,2
0.122058,0.122058,0.122058,0.122058,0.122058,0.122058,0.122058,0.122058,0.122058,0.122058,0.122058,0.122058,0.122058,0.122058,2
-0.016379,-0.01651,-0.01651,-0.01651,-0.01651,-0.01651,-0.016641,-0.016772,-0.016903,-0.017034,-0.017034,-0.017165,-0.017296,-0.017427,2
0.103698,0.103506,0.103298,0.103076,0.102839,0.102602,0.102336,0.102054,0.101773,0.101462,0.101136,0.100795,0.100455,0.100085,2
-0.052001,-0.052095,-0.05219,-0.052284,-0.052378,-0.052473,-0.052567,-0.052661,-0.052756,-0.05285,-0.052944,-0.053038,-0.053133,-0.053227,2
-0.093934,-0.093934,-0.093934,-0.093934,-0.093934,-0.093806,-0.093677,-0.093548,-0.09329,-0.09329,-0.09329,-0.093161,-0.089293,-0.079753,2
0.110761,0.110735,0.110709,0.110709,0.110683,0.110658,0.110658,0.110632,0.110606,0.11058,0.110554,0.110554,0.110554,0.110554,2
0.099738,0.099738,0.099738,0.099738,0.099738,0.099738,0.099738,0.099738,0.099738,0.099738,0.099738,0.099738,0.099738,0.099738,2
-0.029364,-0.029364,-0.029508,-0.029653,-0.029798,-0.029798,-0.029798,-0.029943,-0.029943,-0.029943,-0.029943,-0.029943,-0.029943,-0.029943,2
0.103781,0.103781,0.103781,0.103781,0.103781,0.103781,0.103781,0.103781,0.103781,0.103781,0.103781,0.103781,0.103781,0.103781,2
0.098303,0.096788,0.096271,0.095347,0.094623,0.093727,0.092897,0.09197,0.091099,0.090102,0.089251,0.088108,0.087378,0.085889,1
-0.079202,-0.079202,-0.079202,-0.079619,-0.080037,-0.080037,-0.080037,-0.080037,-0.080037,-0.080037,-0.080037,-0.080037,-0.080037,-0.080037,2
0.116796,0.120379,0.124331,0.128419,0.132508,0.136628,0.140748,0.144868,0.148989,0.153109,0.157229,0.154437,0.153193,0.140885,2
-0.09716,-0.09716,-0.09716,-0.09716,-0.097296,-0.097296,-0.097296,-0.097296,-0.097432,-0.097432,-0.097432,-0.097568,-0.097568,-0.097704,2
-0.058079,-0.05843,-0.05878,-0.059131,-0.059481,-0.059832,-0.060182,-0.060533,-0.060884,-0.061234,-0.061585,-0.061935,-0.062286,-0.062637,2
0.106512,0.106512,0.106512,0.106512,0.106512,0.106512,0.106512,0.106512,0.106512,0.106512,0.106512,0.106512,0.106512,0.106512,2
-0.0948,-0.094956,-0.095111,-0.095267,-0.095423,-0.095579,-0.095735,-0.09589,-0.096046,-0.096202,-0.096358,-0.096513,-0.096669,-0.096825,2
0.116995,0.116995,0.116995,0.116995,0.116995,0.116995,0.116995,0.116995,0.116995,0.116995,0.116995,0.116995,0.116995,0.116995,2
0.103004,0.102987,0.102971,0.102971,0.102954,0.102954,0.102938,0.102938,0.102938,0.102938,0.102921,0.102921,0.102921,0.102921,2
0.096844,0.100562,0.104475,0.108461,0.112446,0.116431,0.120417,0.124433,0.128449,0.132465,0.136481,0.133985,0.133164,0.121434,2
0.108686,0.112098,0.115973,0.120017,0.124103,0.12819,0.132307,0.136425,0.140543,0.14466,0.148778,0.146293,0.145387,0.13336,2
0.100915,0.104572,0.108422,0.112312,0.116202,0.120122,0.124043,0.127964,0.131884,0.135805,0.139725,0.139036,0.138064,0.1261,2
-0.119761,-0.119913,-0.119913,-0.119609,-0.119154,-0.118698,-0.11809,-0.117179,-0.116115,-0.1149,-0.113533,-0.112014,-0.110343,-0.10852,2
0.116783,0.116783,0.116783,0.116783,0.116783,0.116809,0.116836,0.116862,0.116888,0.116914,0.116914,0.116914,0.116914,0.116914,2
0.122069,0.122069,0.122069,0.122069,0.122069,0.122069,0.122069,0.122069,0.122069,0.122069,0.122069,0.122069,0.122069,0.122069,2
0.105434,0.105434,0.105434,0.105434,0.105434,0.105434,0.105434,0.105434,0.105434,0.105434,0.105434,0.105434,0.105434,0.105434,2
0.109181,0.109181,0.109181,0.109181,0.109181,0.109181,0.109181,0.109181,0.109181,0.109181,0.109181,0.109181,0.109181,0.109181,2
0.107068,0.107068,0.107068,0.107052,0.107052,0.107052,0.107036,0.107036,0.10702,0.10702,0.10702,0.10702,0.10702,0.10702,2
0.099734,0.099734,0.099734,0.099734,0.099719,0.099704,0.099688,0.099688,0.099688,0.099673,0.099658,0.099658,0.099658,0.099658,2
0.112143,0.112169,0.112169,0.112169,0.112169,0.112169,0.112169,0.112169,0.112169,0.112169,0.112169,0.112169,0.112169,0.112195,2
0.101898,0.105543,0.109413,0.113323,0.117234,0.121174,0.125115,0.129025,0.132966,0.136907,0.140848,0.138333,0.137386,0.125848,2
0.105967,0.10951,0.113383,0.117349,0.121357,0.125365,0.129403,0.133442,0.13748,0.141519,0.145558,0.143079,0.142056,0.130198,2
0.100847,0.104216,0.108043,0.112005,0.115997,0.120032,0.124066,0.128101,0.132135,0.136201,0.140266,0.137812,0.136887,0.12495,2
0.096981,0.096981,0.096981,0.096981,0.096981,0.096981,0.096981,0.096981,0.096981,0.096981,0.096981,0.096981,0.096981,0.096981,2
-0.014322,-0.014426,-0.014531,-0.014636,-0.014741,-0.014846,-0.01495,-0.015055,-0.01516,-0.015265,-0.015369,-0.015474,-0.015579,-0.015684,2
0.10797,0.10797,0.10797,0.10797,0.10797,0.10797,0.10797,0.10797,0.10797,0.10797,0.10797,0.10797,0.10797,0.10797,2
0.087485,0.090126,0.094483,0.0985,0.102553,0.106899,0.110609,0.115514,0.117623,0.116131,0.108344,0.091526,0.072662,0.051162,1
-0.094467,-0.094467,-0.094305,-0.094305,-0.094144,-0.093983,-0.093983,-0.093983,-0.093983,-0.093983,-0.093983,-0.093983,-0.093983,-0.093983,2
-0.068563,-0.070015,-0.071612,-0.0735,-0.075533,-0.077566,-0.079744,-0.082212,-0.084826,-0.087585,-0.090489,-0.093538,-0.096732,-0.099927,2
0.113384,0.113261,0.113123,0.112969,0.1128,0.112631,0.112447,0.112247,0.112032,0.111786,0.111525,0.111263,0.110987,0.110679,2
-0.012871,-0.013125,-0.013379,-0.013634,-0.013888,-0.014142,-0.014396,-0.01465,-0.014905,-0.015159,-0.015413,-0.015667,-0.015922,-0.016176,2
-0.112859,-0.112859,-0.112726,-0.112726,-0.112726,-0.112726,-0.112726,-0.112592,-0.112592,-0.112592,-0.112459,-0.112326,-0.112326,-0.112326,2
-0.080149,-0.081164,-0.08218,-0.083485,-0.084936,-0.086532,-0.088272,-0.090013,-0.091899,-0.094075,-0.096396,-0.098717,-0.101328,-0.104085,2
0.119697,0.119697,0.119697,0.119697,0.119697,0.119697,0.119697,0.119697,0.119697,0.119697,0.119697,0.119697,0.119697,0.119712,2
0.107699,0.107699,0.107699,0.107699,0.107699,0.107699,0.107699,0.107699,0.107699,0.107699,0.107699,0.107699,0.107699,0.107699,2
0.103826,0.107123,0.110868,0.114776,0.118724,0.122673,0.126621,0.130569,0.134548,0.138497,0.142475,0.140104,0.139229,0.127577,2
