@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute target {1,2}

@data
0.087844,0.07908,0.070213,0.059218,0.04502,0.02738,0.006316,2
0.08717,0.078649,0.069311,0.058398,0.044385,0.027044,0.006353,2
0.089227,0.078909,0.069055,0.057274,0.042838,0.024997,0.003859,2
0.088717,0.080218,0.070621,0.059218,0.045197,0.027567,0.006289,2
0.085303,0.078918,0.071588,0.061484,0.048078,0.031221,0.010929,1
0.088636,0.079577,0.069652,0.057667,0.042617,0.024253,0.002432,2
0.08767,0.079251,0.071,0.060306,0.04652,0.029202,0.008436,2
0.087895,0.07913,0.070403,0.060032,0.046296,0.029152,0.008496,2
0.08806,0.079045,0.069748,0.058275,0.045481,0.030008,0.011132,2
0.093917,0.081771,0.068687,0.053189,0.035233,0.01452,-0.008492,1
0.087429,0.078583,0.070034,0.059344,0.045668,0.028535,0.007829,2
0.088423,0.079766,0.07019,0.059414,0.045461,0.028213,0.007253,2
0.089713,0.080419,0.070369,0.057899,0.042414,0.024048,0.002116,2
0.086873,0.078721,0.070526,0.059963,0.046376,0.029363,0.008568,2
0.090146,0.079797,0.069571,0.058109,0.043716,0.0259,0.004761,2
0.090173,0.080008,0.069536,0.057484,0.042302,0.023689,0.001332,2
0.089807,0.078928,0.068082,0.056216,0.041653,0.023833,0.002947,2
0.089462,0.079719,0.070296,0.058734,0.04425,0.026038,0.004658,2
0.08863,0.079333,0.070249,0.059355,0.046264,0.029419,0.008891,2
0.086496,0.079018,0.070933,0.060195,0.046648,0.029513,0.009012,2
0.094185,0.081099,0.067842,0.052564,0.034786,0.014483,-0.007545,1
0.087335,0.079035,0.069912,0.058284,0.043506,0.025391,0.004143,2
0.086391,0.078585,0.070605,0.060171,0.046678,0.029871,0.009378,2
0.088355,0.07954,0.0696,0.057573,0.042981,0.024962,0.003894,1
0.087231,0.079085,0.069958,0.058366,0.043887,0.025806,0.004235,2
0.087587,0.079439,0.070311,0.059443,0.045186,0.027337,0.00588,2
0.087884,0.079676,0.070475,0.059333,0.045029,0.02692,0.005155,2
0.087479,0.079111,0.069959,0.058632,0.044445,0.027011,0.00624,2
0.088755,0.079606,0.069655,0.05762,0.042411,0.023685,0.001823,2
0.08718,0.079787,0.071473,0.060518,0.046343,0.028296,0.006852,2
0.08674,0.079107,0.071438,0.061097,0.047616,0.030414,0.009538,2
0.088861,0.079959,0.0701,0.059114,0.045046,0.027642,0.00638,2
0.089188,0.079981,0.070126,0.058174,0.043275,0.025067,0.003552,2
0.088471,0.08015,0.070611,0.058948,0.043971,0.02576,0.004546,2
0.090652,0.080101,0.069509,0.056718,0.040928,0.020833,-0.003313,1
0.088925,0.079778,0.069875,0.057617,0.042327,0.023362,0.00135,2
0.086868,0.079542,0.071211,0.060498,0.046436,0.028832,0.007611,2
0.087913,0.079056,0.069312,0.057994,0.043633,0.025951,0.00495,2
0.08693,0.078952,0.070648,0.059966,0.04591,0.028302,0.007236,2
0.087897,0.079244,0.070326,0.059028,0.044965,0.027331,0.00668,2
0.0892,0.079852,0.070077,0.058988,0.044439,0.026573,0.005366,2
0.086452,0.079109,0.070726,0.060621,0.04768,0.031899,0.012665,2
0.08977,0.079814,0.069396,0.057268,0.042147,0.024223,0.003554,1
0.086004,0.078528,0.070147,0.059671,0.045706,0.028375,0.007964,2
0.089831,0.080231,0.070566,0.059003,0.044344,0.026051,0.003803,1
0.086937,0.078622,0.069893,0.059367,0.046005,0.029107,0.008894,2
0.087697,0.078929,0.069232,0.058044,0.044344,0.028061,0.008428,1
0.09167,0.080704,0.069512,0.056106,0.039826,0.020436,-0.001664,1
0.087455,0.079156,0.070558,0.059481,0.04582,0.0288,0.007725,2
0.088624,0.079539,0.069724,0.058308,0.043756,0.02568,0.004083,2
0.087884,0.079204,0.070326,0.058935,0.04473,0.027057,0.005805,2
0.087988,0.079691,0.070377,0.058951,0.044449,0.026639,0.005408,1
0.086732,0.078793,0.07094,0.061383,0.048705,0.032311,0.012358,2
0.089742,0.079726,0.069677,0.057612,0.04254,0.024054,0.001943,1
0.088578,0.079736,0.070425,0.059137,0.045166,0.028391,0.008138,2
0.088224,0.079676,0.070442,0.058892,0.04421,0.026195,0.004803,2
0.089096,0.079805,0.06994,0.057995,0.043098,0.024937,0.003568,2
0.088312,0.079773,0.070411,0.059294,0.044912,0.026913,0.005838,1
0.087078,0.078866,0.070565,0.059989,0.046469,0.029462,0.009022,2
0.087275,0.078718,0.070151,0.059851,0.046516,0.029792,0.009263,2
0.091279,0.08064,0.069601,0.05662,0.040927,0.021872,-0.000099,1
0.088208,0.079744,0.071037,0.059873,0.046167,0.028991,0.008632,1
0.087805,0.079417,0.070965,0.06013,0.046953,0.030342,0.010319,2
0.087621,0.07879,0.070031,0.059129,0.045048,0.027345,0.006276,2
0.086635,0.078918,0.07084,0.060735,0.047723,0.031254,0.011252,2
0.088494,0.079689,0.070756,0.059585,0.045307,0.027455,0.005703,2
0.090674,0.080277,0.06933,0.056026,0.040455,0.021574,0.000206,1
0.087561,0.07927,0.070278,0.059231,0.044757,0.026949,0.005479,2
0.09128,0.081073,0.069721,0.055749,0.039327,0.019392,-0.003747,1
0.086316,0.07871,0.07028,0.059408,0.045507,0.027697,0.006338,2
0.087342,0.07901,0.070055,0.059399,0.04569,0.028602,0.007696,2
0.08962,0.079849,0.069616,0.057584,0.042343,0.023772,0.001534,1
0.088763,0.078879,0.069242,0.057801,0.043535,0.02622,0.005804,2
0.08705,0.079383,0.071318,0.061129,0.047451,0.030165,0.009188,2
0.087101,0.079356,0.070711,0.059637,0.045711,0.02827,0.007468,1
0.087828,0.079333,0.070864,0.059936,0.045484,0.027731,0.006416,1
0.086792,0.078574,0.069948,0.059187,0.045258,0.027624,0.006612,2
0.089783,0.079335,0.06872,0.057554,0.043672,0.026361,0.005803,2
0.085917,0.078623,0.070315,0.060586,0.047556,0.031099,0.01099,2
0.08698,0.078928,0.070462,0.059972,0.046561,0.029676,0.008881,2
0.088003,0.079489,0.07093,0.059956,0.04573,0.027991,0.006719,2
0.088069,0.079144,0.069512,0.057613,0.04279,0.024569,0.002922,2
0.087994,0.079271,0.069866,0.058122,0.043278,0.025102,0.00357,2
0.088102,0.07919,0.06982,0.058631,0.044503,0.027262,0.006966,2
0.086002,0.078296,0.069851,0.059076,0.045156,0.027945,0.007109,2
0.086931,0.078419,0.069837,0.059039,0.045108,0.027982,0.007306,2
0.086958,0.079741,0.071473,0.060323,0.04601,0.028311,0.006878,1
0.088647,0.07893,0.069156,0.058138,0.044122,0.026697,0.005646,2
0.089083,0.079741,0.069514,0.057034,0.042693,0.025005,0.003852,2
0.086765,0.078607,0.070694,0.060389,0.047048,0.030243,0.010102,2
0.086881,0.078582,0.070312,0.059899,0.046516,0.029791,0.009668,2
0.087474,0.078707,0.069202,0.058303,0.044454,0.027159,0.006366,2
0.086425,0.079037,0.071499,0.061477,0.048383,0.031742,0.011601,2
0.087925,0.079065,0.07035,0.059294,0.045177,0.027635,0.006686,2
0.091908,0.080083,0.068201,0.054868,0.039457,0.020964,-0.000721,1
0.087304,0.078943,0.069905,0.058531,0.044274,0.026751,0.006079,2
0.087793,0.079387,0.070135,0.058532,0.044308,0.026774,0.005938,2
0.089012,0.080353,0.070635,0.058458,0.043511,0.025134,0.003068,2
0.088598,0.079536,0.070345,0.058914,0.044867,0.027425,0.006243,2
0.086906,0.079213,0.070723,0.059594,0.045362,0.027576,0.006656,2
0.087297,0.079137,0.070302,0.059433,0.045483,0.02804,0.007209,2
0.088059,0.079061,0.070076,0.059847,0.046511,0.029621,0.009245,2
0.087547,0.079562,0.070738,0.059232,0.044472,0.026323,0.004872,1
0.088093,0.079831,0.071035,0.060748,0.047149,0.030052,0.009368,2
0.086372,0.079114,0.07081,0.060111,0.046285,0.029047,0.00815,2
0.088345,0.078994,0.069837,0.058673,0.04476,0.027793,0.00729,2
0.08772,0.079248,0.06992,0.058217,0.04333,0.024967,0.003104,2
0.087089,0.078932,0.070166,0.059235,0.045164,0.027688,0.006625,2
0.087065,0.079646,0.071348,0.060784,0.047097,0.029988,0.009267,2
0.087927,0.079444,0.071108,0.060537,0.047334,0.030801,0.010313,2
0.086838,0.078561,0.069564,0.05903,0.045439,0.028622,0.008419,2
0.088874,0.079133,0.069842,0.058431,0.044016,0.026521,0.005623,2
0.087817,0.079152,0.070647,0.060028,0.047099,0.030497,0.01025,2
0.085749,0.078843,0.070864,0.060302,0.046296,0.028844,0.008018,2
0.08931,0.079639,0.069253,0.057761,0.043324,0.025491,0.004023,2
0.087848,0.079049,0.070053,0.059039,0.045044,0.027802,0.007156,2
0.086511,0.07859,0.070101,0.059372,0.046193,0.029706,0.009792,2
0.08572,0.078662,0.071222,0.06136,0.048151,0.031484,0.011584,2
0.0869,0.078508,0.069807,0.058726,0.04478,0.027236,0.006297,2
0.087125,0.078969,0.070702,0.060092,0.046609,0.029751,0.009254,1
0.090089,0.080426,0.069992,0.057107,0.041344,0.022531,-0.000256,1
0.088547,0.079591,0.069967,0.058943,0.044722,0.02751,0.0066,1
0.088892,0.079431,0.069439,0.05734,0.04235,0.024111,0.002869,2
0.088654,0.079112,0.069433,0.058483,0.044391,0.026927,0.00587,2
0.088598,0.080422,0.071729,0.06123,0.04733,0.029733,0.008433,1
0.088168,0.079536,0.0708,0.05992,0.046327,0.02928,0.008479,2
0.087915,0.079225,0.069967,0.058626,0.044449,0.026838,0.005863,2
0.088268,0.079273,0.070321,0.059097,0.045582,0.028763,0.008342,2
0.091323,0.080076,0.068539,0.055182,0.038982,0.020737,-0.001068,1
0.087777,0.079836,0.071439,0.060916,0.047545,0.030569,0.009971,1
0.088012,0.078743,0.069659,0.058511,0.044505,0.027039,0.0061,2
0.087548,0.079584,0.070635,0.059154,0.044273,0.025979,0.004218,1
0.086204,0.078091,0.069797,0.059696,0.04642,0.029554,0.009322,2
0.089337,0.079451,0.069918,0.058491,0.044347,0.026958,0.006371,2
0.087509,0.079423,0.07054,0.060202,0.046905,0.030362,0.010098,2
0.087191,0.079121,0.071021,0.060117,0.046308,0.029161,0.008784,2
0.087994,0.079384,0.070172,0.059234,0.045576,0.028735,0.008377,2
0.087545,0.079176,0.069926,0.058598,0.044208,0.0265,0.005155,1
0.088326,0.079403,0.069737,0.058982,0.0453,0.028117,0.007505,2
0.089006,0.07958,0.069741,0.057503,0.042922,0.025216,0.004045,2
0.086553,0.078379,0.06928,0.058529,0.044593,0.027119,0.006176,2
0.088095,0.0792,0.069899,0.058161,0.043334,0.025015,0.003324,1
0.088581,0.079699,0.070339,0.058934,0.044099,0.025959,0.00426,1
0.087444,0.079504,0.070773,0.059809,0.046762,0.030347,0.01015,2
0.087095,0.079049,0.070494,0.060289,0.047449,0.030925,0.010885,2
0.087342,0.079451,0.071176,0.060269,0.047161,0.031106,0.011045,2
0.0889,0.080412,0.071075,0.060146,0.046178,0.02969,0.009281,1
0.08847,0.079981,0.0707,0.059164,0.044572,0.026661,0.005111,2
0.088461,0.079578,0.070643,0.059395,0.045566,0.028104,0.007399,2
0.088675,0.079827,0.070965,0.060408,0.046772,0.029449,0.00867,2
0.087551,0.078967,0.07048,0.059531,0.045403,0.027811,0.006565,2
0.087069,0.079116,0.070208,0.059602,0.045755,0.028446,0.007868,2
0.086901,0.078711,0.069924,0.05933,0.045765,0.028814,0.008722,2
0.088659,0.079366,0.070039,0.058565,0.043879,0.025493,0.003787,2
0.088676,0.079606,0.070036,0.058646,0.044511,0.027114,0.006153,2
0.087814,0.079872,0.071136,0.060346,0.046523,0.029115,0.007889,2
0.088901,0.079271,0.069662,0.057804,0.043027,0.02535,0.004098,2
0.088111,0.079308,0.070707,0.059798,0.045722,0.028219,0.006906,2
0.088247,0.08003,0.070754,0.059052,0.044275,0.026021,0.004302,2
0.08541,0.078283,0.070465,0.060173,0.046781,0.03014,0.010085,2
0.090123,0.079482,0.068423,0.055348,0.03946,0.020517,-0.001772,1
0.087443,0.079394,0.070696,0.059773,0.045681,0.028055,0.007242,2
0.086155,0.078868,0.071298,0.061077,0.048039,0.031599,0.011559,1
0.087708,0.079224,0.070302,0.059422,0.045653,0.028359,0.007431,2
0.08812,0.079734,0.070409,0.059179,0.044775,0.027385,0.006584,1
0.088966,0.079856,0.070642,0.059333,0.045067,0.027092,0.005682,1
0.087591,0.079926,0.071863,0.061096,0.04682,0.02896,0.007853,2
0.087229,0.079246,0.071117,0.060769,0.047595,0.030697,0.010655,2
0.088269,0.079039,0.068926,0.057699,0.043413,0.025766,0.004406,1
0.087714,0.079276,0.069828,0.058,0.042876,0.024266,0.002128,2
0.088599,0.079123,0.069815,0.058726,0.045048,0.028207,0.008127,2
0.088276,0.079698,0.070241,0.059411,0.045119,0.027346,0.006305,2
0.086935,0.079114,0.070264,0.059061,0.044621,0.026883,0.005785,1
0.085853,0.076735,0.067811,0.057298,0.044199,0.028326,0.00927,2
0.089545,0.078214,0.066832,0.054546,0.03997,0.023121,0.0037,2
0.088116,0.079366,0.069979,0.058931,0.044803,0.027296,0.006295,2
0.08741,0.079001,0.0699,0.058732,0.044742,0.027665,0.007127,2
0.088601,0.079455,0.070331,0.059101,0.045042,0.027784,0.007026,2
0.086147,0.078532,0.07057,0.060443,0.047624,0.031403,0.011552,2
0.088719,0.079077,0.069863,0.059051,0.045261,0.02779,0.006916,2
0.087764,0.078589,0.069402,0.058864,0.045165,0.028279,0.007686,2
0.087264,0.079182,0.070455,0.059752,0.045691,0.028154,0.006971,2
0.085741,0.078394,0.070813,0.061714,0.049081,0.033047,0.013338,2
0.087229,0.079036,0.070645,0.059637,0.046442,0.029581,0.008909,2
0.088018,0.079581,0.070166,0.05862,0.043644,0.025643,0.004233,2
0.087252,0.078822,0.07074,0.060629,0.048011,0.032145,0.012727,2
0.09143,0.080012,0.069183,0.056118,0.041927,0.024722,0.004089,1
0.087006,0.078318,0.069942,0.059728,0.047079,0.030885,0.011193,2
0.086091,0.078655,0.071182,0.061366,0.04846,0.032055,0.01242,2
0.08892,0.07935,0.069384,0.057255,0.042128,0.023709,0.00207,2
0.086592,0.079194,0.070711,0.05939,0.044667,0.026602,0.005398,2
0.087141,0.078727,0.069767,0.05891,0.044991,0.027382,0.006402,2
0.087639,0.078949,0.070002,0.059325,0.045549,0.028065,0.007167,2
0.092999,0.080955,0.068324,0.053929,0.03666,0.01624,-0.006686,1
0.089546,0.079782,0.06899,0.056545,0.040979,0.022395,0.002019,1
0.088527,0.07947,0.069581,0.057517,0.042264,0.023701,0.001663,1
0.092073,0.080554,0.068352,0.055119,0.039043,0.01976,-0.002635,1
0.088417,0.080059,0.071499,0.060436,0.045891,0.027803,0.006303,1
0.088373,0.078867,0.069412,0.058075,0.043703,0.025833,0.004447,2
0.089743,0.080208,0.069929,0.057328,0.041614,0.0231,0.001207,1
0.088865,0.079459,0.069954,0.059417,0.04571,0.029369,0.009443,2
0.091811,0.080104,0.067751,0.054219,0.037812,0.018486,-0.003844,1
0.090897,0.080285,0.069757,0.058096,0.043374,0.025612,0.004616,1
0.087495,0.079655,0.070725,0.059931,0.045688,0.027661,0.006027,2
0.089115,0.079552,0.06941,0.058018,0.043916,0.026529,0.005938,1
0.088163,0.07912,0.070614,0.060354,0.047203,0.030805,0.010815,2
0.089393,0.080135,0.070279,0.058774,0.044543,0.026901,0.005797,2
0.087627,0.079065,0.070293,0.059336,0.045185,0.027744,0.007077,2
0.087828,0.079082,0.070249,0.058953,0.044614,0.026839,0.005781,2
0.091822,0.080136,0.068604,0.056163,0.040708,0.021917,-0.000219,1
0.087858,0.079774,0.071102,0.060104,0.046571,0.029584,0.008636,2
0.088209,0.079886,0.070358,0.058677,0.044363,0.026594,0.005133,2
0.091343,0.080845,0.069934,0.057528,0.041941,0.022522,0.0002,1
0.087081,0.078513,0.070236,0.05962,0.04608,0.029244,0.009167,2
0.088718,0.079166,0.069785,0.058163,0.0434,0.02521,0.003753,2
0.090933,0.080273,0.068861,0.055448,0.038985,0.01943,-0.002638,1
0.090153,0.079884,0.069067,0.056251,0.040745,0.022228,0.000155,1
0.088255,0.078649,0.069216,0.057882,0.043856,0.026679,0.006151,1
0.088292,0.079976,0.071398,0.060128,0.045973,0.028624,0.007751,2
0.088944,0.079393,0.069879,0.058448,0.044389,0.026747,0.005864,1
0.089683,0.079861,0.070047,0.058986,0.044855,0.027259,0.005885,2
0.088855,0.079299,0.069225,0.057018,0.042075,0.024054,0.002595,2
0.091582,0.080528,0.068657,0.05488,0.038767,0.019193,-0.004132,1
0.087331,0.079422,0.070156,0.059146,0.044616,0.027318,0.006272,1
0.087625,0.079156,0.069892,0.058391,0.043822,0.025805,0.004506,2
0.089937,0.080593,0.07003,0.056978,0.040416,0.02023,-0.003164,1
0.088428,0.079191,0.070107,0.058882,0.044565,0.026653,0.005141,2
0.088022,0.079203,0.069415,0.057448,0.042709,0.024735,0.003502,1
