@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute attr131 numeric
@attribute attr132 numeric
@attribute attr133 numeric
@attribute attr134 numeric
@attribute attr135 numeric
@attribute attr136 numeric
@attribute attr137 numeric
@attribute attr138 numeric
@attribute attr139 numeric
@attribute attr140 numeric
@attribute attr141 numeric
@attribute attr142 numeric
@attribute attr143 numeric
@attribute attr144 numeric
@attribute attr145 numeric
@attribute attr146 numeric
@attribute attr147 numeric
@attribute attr148 numeric
@attribute attr149 numeric
@attribute attr150 numeric
@attribute attr151 numeric
@attribute attr152 numeric
@attribute attr153 numeric
@attribute attr154 numeric
@attribute attr155 numeric
@attribute attr156 numeric
@attribute attr157 numeric
@attribute attr158 numeric
@attribute attr159 numeric
@attribute attr160 numeric
@attribute attr161 numeric
@attribute attr162 numeric
@attribute attr163 numeric
@attribute attr164 numeric
@attribute attr165 numeric
@attribute attr166 numeric
@attribute attr167 numeric
@attribute attr168 numeric
@attribute attr169 numeric
@attribute attr170 numeric
@attribute attr171 numeric
@attribute attr172 numeric
@attribute attr173 numeric
@attribute attr174 numeric
@attribute attr175 numeric
@attribute attr176 numeric
@attribute attr177 numeric
@attribute attr178 numeric
@attribute attr179 numeric
@attribute attr180 numeric
@attribute attr181 numeric
@attribute attr182 numeric
@attribute attr183 numeric
@attribute attr184 numeric
@attribute attr185 numeric
@attribute attr186 numeric
@attribute attr187 numeric
@attribute attr188 numeric
@attribute attr189 numeric
@attribute attr190 numeric
@attribute target {1,2}

@data
-0.667149,-0.684824,-0.66008,-0.527522,-0.499243,-0.501364,-0.518685,-0.544489,-0.561457,-0.581959,-0.580899,-0.567466,-0.53141,-0.450462,-0.332751,-0.247561,-0.188175,-0.072939,0.077293,0.206669,0.355487,0.515263,0.603281,0.644992,0.72382,0.875112,1.113362,1.380244,1.566178,1.707573,1.921078,2.184779,2.378137,2.455903,2.47888,2.528015,2.645372,2.828478,3.004514,3.078747,3.0335,2.898115,2.748944,2.681781,2.645372,2.459438,1.690959,1.517043,1.557341,1.651722,1.630866,1.456951,1.217287,0.999539,0.838703,0.728769,0.650295,0.590909,0.544249,0.515263,0.497235,0.468603,0.412045,0.325087,0.206316,0.06987,-0.039004,-0.086371,-0.078241,-0.039711,0.052196,0.126781,0.169553,0.264288,0.318724,0.439263,0.492993,0.536826,0.559095,0.553439,0.520919,0.471784,0.309534,0.185107,0.134911,0.091433,0.061033,0.042298,0.022503,0.020382,0.032754,0.060326,0.170614,0.280548,0.340994,0.364678,0.425124,0.433961,0.426538,0.400733,0.306352,0.229999,0.202074,0.180865,0.173088,0.191469,0.229646,0.330036,0.363971,0.379524,0.373161,0.342762,0.219395,0.086484,0.027098,-0.057739,-0.128789,-0.211859,-0.271951,-0.469904,-0.591857,-0.702144,-0.806069,-0.885957,-0.935092,-0.977864,-1.00791,-1.020989,-1.029473,-1.022757,-1.00791,-1.008971,-1.043966,-1.058105,-1.048208,-1.036543,-1.000841,-0.962664,-0.902571,-0.859446,-0.747037,-0.678814,-0.628619,-0.595745,-0.572415,-0.56075,-0.557568,-0.575596,-0.61554,-0.710275,-0.744209,-0.784507,-0.804655,-0.825511,-0.806069,-0.846367,-0.845306,-0.834348,-0.850609,-0.879948,-0.894795,-0.89232,-0.876413,-0.809251,-0.766479,-0.739614,-0.704972,-0.639577,-0.540248,-0.366332,-0.298463,-0.240491,-0.188529,-0.183226,-0.222817,-0.305533,-0.534238,-0.801474,-0.942162,-1.058812,-1.168746,-1.265602,-1.335946,-1.391443,-1.432801,-1.456131,-1.472391,-1.491833,-1.498549,-1.501377,2
-0.625114,-0.615577,-0.615895,-0.597138,-0.542458,-0.481419,-0.448675,-0.448992,-0.503037,-0.517343,-0.511621,-0.479512,-0.406711,-0.298621,-0.217872,-0.158105,-0.042704,0.109893,0.25327,0.575312,0.654472,0.686581,0.755249,0.890678,1.104314,1.346243,1.517596,1.648893,1.852673,2.115584,2.308873,2.384536,2.403928,2.438898,2.538722,2.700538,2.853452,2.910676,2.847094,2.70626,2.559704,2.492943,2.467828,2.295203,1.914665,1.54589,1.392022,1.439708,1.543665,1.546526,1.403149,1.189196,0.994953,0.856344,0.757792,0.685945,0.628721,0.584214,0.551469,0.524447,0.488841,0.435432,0.361359,0.259946,0.145181,0.055848,0.026918,0.054576,0.111482,0.238964,0.34292,0.455142,0.516181,0.724412,0.783225,0.821374,0.831865,0.811837,0.765104,0.699297,0.474217,0.410635,0.355955,0.257085,0.212577,0.184283,0.137869,0.130239,0.132464,0.147406,0.174428,0.267258,0.354047,0.369943,0.37789,0.393468,0.397283,0.378208,0.322892,0.222433,0.173157,0.1331,0.108303,0.089864,0.088911,0.100355,0.115615,0.145816,0.16203,0.164573,0.156625,0.126106,0.082552,0.058073,0.027554,-0.0586,-0.125361,-0.200705,-0.286859,-0.359342,-0.470292,-0.562486,-0.686153,-0.924267,-1.005334,-1.164925,-1.189404,-1.206253,-1.226599,-1.242813,-1.213247,-1.210386,-1.222784,-1.226281,-1.210704,-1.204028,-1.202756,-1.212611,-1.209114,-1.178595,-1.168104,-1.184953,-1.142989,-1.117556,-1.025998,-1.009149,-1.005652,-1.009467,-1.029813,-1.021866,-0.985306,-0.968775,-0.965913,-0.929672,-0.89947,-0.893112,-0.880714,-0.864182,-0.839385,-0.870223,-0.874038,-0.867044,-0.850194,-0.822218,-0.785023,-0.629883,-0.539915,-0.436912,-0.293217,-0.024265,0.068246,0.137869,0.217982,0.239282,0.198589,0.102263,-0.132355,-0.288448,-0.452489,-0.633062,-0.782798,-0.926175,-1.049842,-1.140128,-1.216426,-1.264431,-1.288274,-1.309892,-1.348995,-1.349948,2
-0.700749,-0.739949,-0.73888,-0.701818,-0.659055,-0.647295,-0.682575,-0.693622,-0.686495,-0.673666,-0.645513,-0.595978,-0.505462,-0.385367,-0.308392,-0.267766,-0.18117,-0.071053,0.045478,0.120671,0.1531,0.174126,0.272482,0.48737,0.788142,1.081074,1.283133,1.449199,1.685112,1.965927,2.165491,2.229993,2.216451,2.215026,2.282735,2.43811,2.626627,2.745297,2.740308,2.63126,2.515798,2.494416,2.519718,2.390714,2.031855,1.640923,1.454544,1.493031,1.584973,1.560741,1.377926,1.122056,0.89327,0.730411,0.619225,0.53156,0.453159,0.39329,0.375828,0.40505,0.383668,0.314533,0.105347,0.039064,0.040133,0.101427,0.282461,0.360861,0.716869,0.79812,0.975234,1.047219,1.09319,1.098892,1.068601,1.007663,0.919997,0.720076,0.62564,0.540825,0.473472,0.347675,0.29529,0.262148,0.249319,0.236133,0.232926,0.240766,0.260366,0.291013,0.36193,0.390439,0.493429,0.517661,0.548309,0.546883,0.51873,0.437479,0.297072,0.245755,0.203348,0.176264,0.16878,0.18054,0.264999,0.275333,0.271413,0.250744,0.214395,0.158802,0.006991,-0.041831,-0.130922,-0.214668,-0.319083,-0.393207,-0.515796,-0.631971,-0.764539,-0.876081,-0.979783,-1.069587,-1.128743,-1.177565,-1.214271,-1.237791,-1.261311,-1.247056,-1.252402,-1.274496,-1.278416,-1.276635,-1.246344,-1.232445,-1.211064,-1.175427,-1.129812,-1.098809,-0.969805,-0.938088,-0.914568,-0.89675,-0.885346,-0.879644,-0.885346,-0.914925,-0.921339,-0.914568,-0.91635,-0.896037,-0.882852,-0.834742,-0.832961,-0.846859,-0.841157,-0.799819,-0.805521,-0.858263,-0.866103,-0.859332,-0.809797,-0.769884,-0.708589,-0.61344,-0.533614,-0.425992,-0.281665,-0.109184,0.17662,0.289232,0.385094,0.459218,0.464207,0.409326,0.294221,-0.039337,-0.441316,-0.658342,-0.839375,-1.002947,-1.149769,-1.255966,-1.335435,-1.40065,-1.438424,-1.464439,-1.483326,-1.495443,-1.510766,-1.510766,2
-0.452843,-0.460273,-0.454576,-0.423122,-0.317364,-0.288386,-0.290616,-0.333959,-0.353277,-0.365413,-0.370615,-0.372348,-0.363432,-0.330491,-0.255198,-0.14523,-0.064736,-0.008514,0.107894,0.266901,0.414268,0.580705,0.743675,0.821693,0.850919,0.914819,1.052278,1.2737,1.518403,1.699701,1.855984,2.088055,2.37412,2.586625,2.667367,2.678017,2.693869,2.769657,2.918262,3.07405,3.140674,3.08792,2.951451,2.805322,2.739689,2.714178,2.53288,1.752208,1.561746,1.574873,1.640011,1.604099,1.436422,1.219955,1.033208,0.897729,0.800641,0.72931,0.675317,0.632717,0.604482,0.588135,0.569064,0.529932,0.456372,0.343433,0.203744,0.075943,-0.006285,-0.040959,-0.044427,-0.026842,-0.018421,-0.008514,0.018235,0.03904,0.066036,0.16585,0.191855,0.20523,0.203744,0.191112,0.131918,0.096996,0.071238,0.036315,0.005604,-0.016439,-0.032043,-0.0526,-0.060525,-0.061021,-0.048637,-0.025356,0.071238,0.097491,0.119782,0.145292,0.234208,0.257985,0.26591,0.259718,0.227025,0.208697,0.184177,0.152475,0.084117,0.059845,0.048204,0.052167,0.068018,0.111361,0.129937,0.14232,0.144797,0.129441,0.109627,0.086098,-0.022879,-0.102878,-0.129131,-0.197242,-0.283185,-0.394144,-0.496681,-0.602686,-0.696307,-0.756988,-0.803303,-0.837482,-0.867698,-0.893209,-0.895933,-0.891228,-0.896181,-0.907079,-0.918472,-0.917729,-0.910299,-0.915004,-0.916986,-0.915004,-0.910299,-0.899896,-0.892466,-0.882311,-0.882311,-0.890485,-0.901382,-0.922187,-0.945964,-0.965282,-0.980886,-1.001443,-1.028687,-1.02522,-1.0007,-0.970484,-0.961815,-0.960081,-0.929617,-0.918224,-0.93036,-0.920206,-0.925654,-0.923921,-0.913766,-0.904602,-0.867203,-0.841693,-0.802808,-0.749805,-0.658165,-0.583863,-0.552656,-0.542501,-0.545226,-0.561077,-0.612345,-0.649497,-0.698536,-0.833024,-0.894695,-0.946459,-0.981134,-1.005901,-1.025467,-1.036613,-1.047015,-1.051721,2
-0.571394,-0.572302,-0.568367,-0.548386,-0.49359,-0.428804,-0.397319,-0.396713,-0.409125,-0.453931,-0.479058,-0.476031,-0.445757,-0.372797,-0.262902,-0.181465,-0.125458,-0.006178,0.153971,0.298075,0.631392,0.712224,0.745525,0.810311,0.942912,1.157252,1.397627,1.569281,1.70733,1.921065,2.1902,2.386376,2.452979,2.458428,2.486886,2.579827,2.897401,2.957647,2.896796,2.752692,2.601019,2.538049,2.512316,2.327947,1.944376,1.573519,1.414883,1.466954,1.567162,1.560199,1.412159,1.19903,1.006184,0.864199,0.765506,0.695876,0.640777,0.593852,0.561762,0.536332,0.499095,0.439758,0.352871,0.238435,0.112193,0.015013,-0.022526,-0.004059,0.050131,0.112496,0.168503,0.264168,0.317148,0.429767,0.628667,0.686793,0.727966,0.744617,0.731902,0.688307,0.629273,0.563881,0.493343,0.427043,0.367705,0.215124,0.169411,0.137018,0.118853,0.10523,0.09312,0.086157,0.087065,0.099175,0.123092,0.18364,0.210583,0.273553,0.297167,0.314423,0.339248,0.340156,0.322597,0.273856,0.185456,0.10856,0.079194,0.064663,0.067085,0.085552,0.135201,0.151549,0.157907,0.150641,0.13066,0.03015,-0.009509,-0.138173,-0.20629,-0.286818,-0.343431,-0.543542,-0.665849,-0.879886,-0.968892,-1.027321,-1.077878,-1.117234,-1.145995,-1.180204,-1.183837,-1.182929,-1.192011,-1.192919,-1.176874,-1.180507,-1.173241,-1.162645,-1.13328,-1.097859,-1.076667,-1.064255,-1.058503,-1.055778,-1.060319,-1.071218,-1.074851,-1.065769,-1.03943,-1.010367,-0.954966,-0.907133,-0.893812,-0.901986,-0.881097,-0.844466,-0.843255,-0.858392,-0.853548,-0.843255,-0.822971,-0.78967,-0.747892,-0.673418,-0.609539,-0.523258,-0.410034,-0.277736,-0.052195,0.0356,0.111587,0.172741,0.18152,0.144889,0.06436,-0.171172,-0.469371,-0.637089,-0.779679,-0.906225,-1.016422,-1.094832,-1.153866,-1.202304,-1.231367,-1.251651,-1.265577,-1.280109,-1.28465,-1.28465,2
-0.589969,-0.574566,-0.542906,-0.412269,-0.367773,-0.353226,-0.362639,-0.384602,-0.412555,-0.426816,-0.44393,-0.442789,-0.4194,-0.350945,-0.243412,-0.160695,-0.095662,0.027843,0.370978,0.75547,0.851879,0.889244,0.940015,1.032431,1.209845,1.428903,1.588062,1.710427,1.900677,2.153963,2.348491,2.435201,2.471996,2.527046,2.645417,2.819694,2.977142,3.027913,2.945766,2.780047,2.610048,2.524194,2.48312,2.301142,1.558398,1.395246,1.441738,1.538717,1.536435,1.400665,1.206137,1.033571,0.907784,0.823641,0.772869,0.675891,0.635673,0.584616,0.521295,0.440289,0.334468,0.210107,0.104,0.049521,0.046384,0.07947,0.123681,0.161903,0.229217,0.268865,0.363847,0.53356,0.58319,0.620841,0.63824,0.628257,0.596026,0.545825,0.419467,0.360139,0.307941,0.174453,0.13395,0.103145,0.080041,0.048095,0.040108,0.041535,0.054655,0.07947,0.1465,0.175308,0.199268,0.281129,0.298243,0.309082,0.30623,0.289116,0.222372,0.194989,0.163614,0.05437,0.033833,0.029555,0.039253,0.080611,0.095443,0.104856,0.107994,0.099722,0.054655,-0.032911,-0.065142,-0.101367,-0.157272,-0.220594,-0.263093,-0.353797,-0.45591,-0.58455,-0.822718,-0.922835,-0.986156,-1.035216,-1.072011,-1.102246,-1.128202,-1.128772,-1.116222,-1.111373,-1.116792,-1.117363,-1.10139,-1.101105,-1.116222,-1.124208,-1.130483,-1.12592,-1.11936,-1.125064,-1.123068,-1.128487,-1.145601,-1.145316,-1.134762,-1.122212,-1.109662,-1.079997,-1.037783,-1.004981,-0.989864,-0.96676,-0.911711,-0.895167,-0.914278,-0.914278,-0.902013,-0.887751,-0.871493,-0.843255,-0.809883,-0.749414,-0.695505,-0.624482,-0.526077,-0.403142,-0.193211,-0.110779,-0.034622,0.033548,0.059219,0.054655,0.018431,-0.035763,-0.096232,-0.19749,-0.33269,-0.515809,-0.683525,-0.831275,-0.952214,-1.032649,-1.091407,-1.136759,-1.163856,-1.182111,-1.193805,-1.206355,-1.210349,-1.210349,2
-0.698923,-0.713064,-0.718983,-0.703527,-0.640059,-0.627563,-0.667025,-0.66834,-0.645978,-0.633482,-0.61112,-0.556531,-0.460836,-0.335544,-0.252016,-0.218802,-0.137576,-0.030699,0.091633,0.162665,0.188315,0.207717,0.312949,0.537225,0.847989,1.151189,1.359351,1.529696,1.767784,2.048293,2.244946,2.304139,2.281119,2.262046,2.317621,2.462316,2.644828,2.763543,2.758939,2.656995,2.545844,2.530717,2.560313,2.426471,2.058816,1.666169,1.475436,1.501086,1.584943,1.553044,1.366257,1.118962,0.906853,0.753938,0.642458,0.556956,0.481979,0.426074,0.410947,0.453369,0.438241,0.374773,0.272501,0.161021,0.085714,0.074862,0.120243,0.273816,0.345834,0.661531,0.73618,0.821681,0.902907,0.969006,1.012085,1.019649,0.989066,0.931517,0.854895,0.765119,0.669752,0.582607,0.510917,0.32413,0.27283,0.242904,0.228106,0.213965,0.210677,0.216267,0.235998,0.266253,0.336956,0.367867,0.413249,0.489213,0.508615,0.522427,0.519139,0.49579,0.382995,0.29552,0.247508,0.206073,0.176477,0.163651,0.17253,0.193906,0.250468,0.261649,0.257703,0.240602,0.211992,0.164309,0.07815,-0.014914,-0.102389,-0.172763,-0.264512,-0.331269,-0.555544,-0.683467,-0.793632,-0.898535,-0.992915,-1.053753,-1.100778,-1.135965,-1.164575,-1.195487,-1.197132,-1.187595,-1.185951,-1.189568,-1.212259,-1.218178,-1.202064,-1.189239,-1.143858,-1.090255,-1.049149,-0.963319,-0.944903,-0.93142,-0.924515,-0.941944,-0.958057,-1.001794,-1.033364,-1.054739,-1.053095,-1.030404,-1.050464,-1.053424,-1.041585,-1.02021,-0.992587,-0.989627,-0.981406,-0.964963,-0.898535,-0.853483,-0.79429,-0.693662,-0.601255,-0.495036,-0.364154,-0.199071,0.090318,0.195879,0.282037,0.353727,0.365565,0.325446,0.230079,-0.056678,-0.412823,-0.613751,-0.783438,-0.936682,-1.072168,-1.167864,-1.24054,-1.299733,-1.333605,-1.356953,-1.371093,-1.389838,-1.395099,-1.395099,2
-0.630962,-0.62974,-0.602231,-0.54752,-0.483945,-0.447268,-0.438098,-0.451852,-0.474165,-0.498922,-0.506869,-0.50473,-0.491281,-0.459188,-0.384304,-0.270603,-0.185021,-0.123892,-0.0053,0.15272,0.301571,0.639618,0.728562,0.762794,0.82423,0.955659,1.174503,1.427274,1.606995,1.738424,1.94168,2.202704,2.395568,2.472592,2.488791,2.518439,2.615941,2.78038,2.939011,2.998001,2.937483,2.661788,2.596074,2.568871,2.386399,1.993029,1.609135,1.437055,1.477706,1.579181,1.577653,1.429414,1.212403,1.017094,0.877107,0.781745,0.710834,0.651233,0.603552,0.572375,0.547618,0.511246,0.453478,0.37187,0.263365,0.138049,0.036268,-0.006217,0.003869,0.046049,0.146607,0.277425,0.380734,0.436056,0.55312,0.60294,0.638396,0.653067,0.639007,0.603857,0.552203,0.369425,0.318993,0.234023,0.186647,0.14569,0.12185,0.078448,0.071418,0.075697,0.09373,0.123684,0.20193,0.236162,0.33886,0.359033,0.391432,0.395405,0.380428,0.356588,0.327245,0.226993,0.179923,0.138049,0.106873,0.085783,0.082727,0.094341,0.113597,0.142634,0.162501,0.17167,0.166169,0.144468,0.011205,-0.027612,-0.088742,-0.153845,-0.233008,-0.291387,-0.492809,-0.613846,-0.837275,-0.923468,-0.978179,-1.028305,-1.067734,-1.091575,-1.119389,-1.127947,-1.127947,-1.106551,-1.103495,-1.113276,-1.102578,-1.101967,-1.096771,-1.079043,-1.069873,-1.068345,-0.941807,-0.928358,-0.917966,-0.914298,-0.917661,-0.958618,-0.964119,-0.976956,-0.978485,-0.968398,-0.972372,-0.981541,-0.972066,-0.950671,-0.935694,-0.925302,-0.935388,-0.927136,-0.906657,-0.90085,-0.920106,-0.920411,-0.893514,-0.847667,-0.784704,-0.7196,-0.64869,-0.568916,-0.234842,-0.157207,-0.099134,-0.035559,-0.015998,-0.044423,-0.117473,-0.316145,-0.439932,-0.569221,-0.711042,-0.832996,-0.949142,-1.050312,-1.125501,-1.186937,-1.227894,-1.249595,-1.267017,-1.289024,-1.29697,-1.298804,2
-0.493882,-0.497311,-0.495882,-0.475308,-0.426729,-0.37215,-0.348147,-0.353862,-0.399583,-0.4173,-0.431302,-0.440731,-0.443303,-0.435016,-0.401583,-0.323572,-0.210985,-0.130402,-0.078109,0.035335,0.189357,0.325376,0.637419,0.708,0.732289,0.803728,0.95775,1.196068,1.454676,1.642702,1.791295,2.008182,2.287078,2.487106,2.551972,2.553687,2.567117,2.644271,2.802293,2.973745,3.050042,2.998606,2.722567,2.673703,2.658558,2.476533,1.66442,1.479251,1.512398,1.600411,1.579265,1.413242,1.190925,0.995183,0.852878,0.755721,0.683997,0.623417,0.572267,0.539691,0.524546,0.501686,0.451679,0.36881,0.251937,0.113632,-0.000098,-0.055821,-0.056106,-0.020387,0.025334,0.067911,0.144493,0.265939,0.310516,0.421389,0.471396,0.510258,0.526832,0.519974,0.493399,0.453393,0.355094,0.308516,0.233077,0.141636,0.102773,0.078484,0.065053,0.043622,0.038478,0.041907,0.057052,0.08277,0.181641,0.23222,0.287942,0.313374,0.335663,0.352236,0.352808,0.337663,0.266224,0.209074,0.133349,0.104488,0.087342,0.085628,0.096772,0.148208,0.166496,0.180212,0.182213,0.17164,0.118204,0.087914,0.051909,0.010189,-0.067251,-0.124116,-0.191554,-0.239846,-0.330716,-0.429016,-0.548175,-0.648475,-0.739916,-0.825071,-0.882507,-0.928514,-0.963947,-0.993952,-1.028242,-1.031671,-1.029957,-1.034243,-1.052245,-1.058246,-1.055389,-1.045959,-1.018526,-1.008811,-0.989379,-0.961376,-0.94966,-0.950517,-0.960804,-0.983093,-1.036815,-1.058818,-1.067676,-1.079678,-1.059961,-1.057675,-1.039101,-1.012526,-0.977949,-0.949945,-0.946231,-0.926799,-0.876507,-0.845931,-0.80964,-0.694767,-0.633616,-0.558176,-0.461306,-0.290139,-0.226987,-0.177838,-0.138404,-0.13526,-0.168408,-0.240704,-0.350147,-0.455019,-0.575036,-0.785923,-0.869648,-0.946516,-1.019384,-1.07482,-1.11854,-1.15426,-1.174834,-1.189693,-1.199409,-1.210553,-1.214268,-1.214268,2
-0.443953,-0.42973,-0.404505,-0.348688,-0.280795,-0.242689,-0.244299,-0.297433,-0.341442,-0.358885,-0.37284,-0.37284,-0.344126,-0.272476,-0.166477,-0.087581,-0.02586,0.097582,0.435169,0.819718,0.915252,0.945307,0.992806,1.100146,1.294434,1.526558,1.699377,1.833285,2.041527,2.314441,2.515973,2.595137,2.614727,2.643441,2.730387,3.048385,3.099103,3.025038,2.876371,2.722873,2.650955,2.616606,2.42527,2.026499,1.637925,1.464837,1.499455,1.587474,1.57513,1.427,1.223589,1.045403,0.914178,0.822133,0.758802,0.711304,0.672393,0.605841,0.561563,0.500111,0.418263,0.306897,0.170037,0.046863,-0.02747,-0.049743,-0.039546,0.002049,0.036129,0.057866,0.10939,0.139445,0.175136,0.254568,0.290527,0.314411,0.321925,0.312801,0.290259,0.199824,0.150447,0.122002,0.052499,0.030762,-0.010832,-0.019956,-0.018346,-0.006539,0.017881,0.115562,0.188554,0.243297,0.28516,0.291869,0.28194,0.266107,0.232563,0.210827,0.185065,0.116635,0.085238,0.056792,0.040155,0.038276,0.041765,0.073699,0.120929,0.154741,0.169769,0.16628,0.122807,0.098387,0.069942,-0.022908,-0.070675,-0.125955,-0.166477,-0.256643,-0.354323,-0.466763,-0.559345,-0.664002,-0.756315,-0.812669,-0.860973,-0.900152,-0.931818,-0.948455,-0.960531,-0.963215,-0.971534,-0.969119,-0.970192,-0.978779,-1.010177,-1.063579,-1.187826,-1.242033,-1.111882,-1.013933,-0.974486,-0.965362,-0.953017,-0.936111,-0.933696,-0.940942,-0.959726,-0.982,-1.008835,-1.031913,-1.044257,-1.06331,-1.066262,-1.054186,-1.036475,-1.0405,-1.041574,-1.011787,-0.963215,-0.944162,-0.926182,-0.900957,-0.885124,-0.865535,-0.828502,-0.788249,-0.744239,-0.693521,-0.624286,-0.492793,-0.445295,-0.364521,-0.347883,-0.355397,-0.388941,-0.430804,-0.46891,-0.528216,-0.606843,-0.714989,-0.812669,-0.901225,-0.975827,-1.026814,-1.066799,-1.095512,-1.109198,-1.119664,-1.137644,-1.139522,2
-0.608359,-0.623782,-0.603539,-0.561126,-0.514215,-0.49108,-0.498149,-0.519034,-0.5351,-0.560162,-0.559841,-0.547631,-0.511002,-0.425533,-0.305683,-0.226641,-0.182621,-0.081729,0.059326,0.172749,0.423694,0.479281,0.507556,0.590133,0.759464,1.020369,1.293163,1.481773,1.632789,1.852566,2.12536,2.324251,2.390763,2.389799,2.402973,2.485228,2.646206,2.819071,2.903255,2.859235,2.597688,2.552061,2.545635,2.377589,1.591018,1.407228,1.441287,1.540573,1.524828,1.357104,1.13315,0.936186,0.792559,0.693917,0.617766,0.549005,0.495025,0.466107,0.445864,0.403451,0.327622,0.218054,0.093064,0.001812,-0.026142,0.00631,0.074428,0.149936,0.218054,0.3469,0.547399,0.622907,0.785812,0.849753,0.88831,0.898913,0.875779,0.821799,0.750146,0.668854,0.583386,0.505628,0.439759,0.259825,0.212271,0.182389,0.165359,0.154113,0.147044,0.146402,0.152828,0.168894,0.196848,0.301595,0.349149,0.400881,0.420481,0.448435,0.446507,0.422408,0.324408,0.252435,0.169215,0.141582,0.127766,0.134513,0.153471,0.205523,0.21709,0.221267,0.211307,0.186887,0.147044,0.074749,0.030087,-0.01811,-0.108077,-0.177802,-0.267447,-0.336208,-0.558234,-0.688044,-0.789579,-0.879225,-0.966621,-1.026064,-1.073297,-1.109284,-1.138202,-1.16712,-1.168726,-1.160051,-1.160051,-1.173546,-1.175795,-1.163907,-1.158123,-1.15009,-1.136274,-1.082936,-1.052412,-0.989113,-0.972405,-0.982044,-1.013854,-1.03988,-1.04727,-1.069762,-1.058195,-1.036989,-1.047913,-1.026385,-0.990398,-0.961159,-0.939952,-0.930956,-0.905572,-0.8683,-0.839382,-0.800182,-0.752949,-0.660733,-0.577513,-0.486903,-0.372838,-0.223106,-0.091047,0.032979,0.12391,0.195563,0.251792,0.255326,0.206166,0.098526,-0.065985,-0.224392,-0.409146,-0.573657,-0.733349,-0.858018,-0.972084,-1.077474,-1.157159,-1.220457,-1.27251,-1.30432,-1.327454,-1.342234,-1.360549,-1.364726,2
