@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute target {1,2}

@data
-0.441272,-0.431874,-0.38736,-0.205838,-0.139066,-0.104938,-0.111863,-0.192731,-0.24145,-0.237741,-0.227106,-0.192731,0.019951,0.16586,0.375822,0.620653,0.917171,1.192668,1.337341,1.383092,1.424392,1.52554,1.701126,1.83838,1.931861,2.093845,2.327795,2.51352,2.609722,2.667591,2.749449,2.879778,3.049676,3.186683,3.190145,3.071686,2.720514,2.516735,2.284269,1.884873,1.525045,1.387544,1.446649,1.542851,1.53741,1.421672,1.106606,0.987158,0.912719,0.871667,0.818744,0.768294,0.689651,0.371123,0.246976,-0.032231,-0.123733,-0.176904,-0.189269,-0.145249,-0.058692,0.022918,0.054326,0.057294,0.005607,-0.027285,-0.106175,-0.156872,-0.154894,-0.116314,-0.020607,0.084744,0.163882,0.152011,0.088949,0.00437,-0.000081,0.031574,0.130496,0.151022,0.153,0.086228,-0.090594,-0.137582,-0.201634,-0.286212,-0.602762,-0.688329,-0.783789,-0.838443,-0.868367,-0.860947,-0.887409,-0.903237,-0.906451,-0.878011,-0.869356,-0.82039,-0.796648,-0.837454,-0.872571,-0.863915,-0.884441,-0.843142,-0.868367,-0.837948,-0.870098,-0.925741,-0.884441,-0.905462,-0.859216,-0.663846,-0.646287,-0.672007,-0.735564,-0.944784,-1.003642,-1.039501,-1.050383,2
-0.509243,-0.514399,-0.492229,-0.38138,-0.354827,-0.426493,-0.413603,-0.376482,-0.293216,-0.177984,-0.0991,-0.052956,0.056347,0.212826,0.343783,0.634312,0.694119,0.709844,0.776096,0.933864,1.449443,1.639692,1.806224,2.052671,2.34913,2.551495,2.609755,2.585007,2.654353,2.820885,3.007267,3.090275,3.031757,2.735814,2.681421,2.674202,2.501226,1.705171,1.513633,1.552301,1.645621,1.621905,1.450732,1.218722,1.017903,0.875345,0.776354,0.700564,0.596675,0.565224,0.51908,0.434783,0.056347,-0.007585,-0.017638,0.172868,0.243503,0.423698,0.444837,0.444063,0.396114,0.273922,0.209217,0.078775,0.037013,0.020515,0.026444,0.140902,0.282687,0.30563,0.23912,0.18086,0.064597,0.045005,0.053512,0.139871,0.140645,0.106101,0.014843,-0.0594,-0.167414,-0.200669,-0.280326,-0.601532,-0.79075,-0.900053,-0.972234,-1.013222,-1.014254,-1.07535,-1.068905,-1.090817,-1.045962,-0.998271,-0.985123,-1.030752,-1.017347,-0.979194,-0.989248,-0.952384,-0.941041,-0.966047,-0.926089,-0.860095,-0.769611,-0.706968,-0.325697,-0.232377,-0.21691,-0.224901,-0.265632,-0.413861,-0.590705,-0.786883,-0.934339,-0.982545,-1.048797,-1.067358,-1.093911,2
-0.593481,-0.573628,-0.535024,-0.396328,-0.345592,-0.324084,-0.40846,-0.405427,-0.377853,-0.321602,-0.228954,-0.094117,0.038513,0.230152,0.425927,0.879242,0.989538,1.059576,1.157187,1.347447,1.580447,1.757747,1.887069,2.08891,2.359962,2.560148,2.632116,2.640389,2.669893,2.771365,3.104182,3.151333,3.070266,2.745445,2.668238,2.621638,2.41318,1.999295,1.607745,1.454434,1.511236,1.61712,1.617672,1.470978,1.262795,1.075568,0.937147,0.840914,0.778597,0.607087,0.55194,0.47363,0.3694,-0.043106,-0.119761,-0.142096,-0.131066,-0.029319,0.063605,0.268204,0.285576,0.274822,-0.027113,-0.069852,-0.046415,0.119029,0.195685,0.274546,0.2762,0.25745,0.203129,0.062502,0.045131,0.048164,0.070775,0.202302,0.208369,0.028587,-0.055238,-0.162776,-0.198347,-0.371787,-0.698814,-0.780984,-0.879974,-0.935398,-0.970141,-0.976207,-0.999369,-0.997715,-0.949185,-0.839716,-0.790359,-0.829514,-0.811867,-0.833374,-0.808282,-0.810764,-0.833926,-0.81297,-0.887143,-0.895416,-0.870599,-0.874184,-0.814624,-0.780432,-0.652489,-0.487873,-0.401291,-0.392192,-0.41039,-0.45506,-0.584658,-0.897346,-1.030528,-1.076301,-1.134757,-1.149647,-1.172809,2
-0.439256,-0.420369,-0.386182,-0.336217,-0.2688,-0.097626,-0.065113,-0.078979,-0.177954,-0.211662,-0.273103,-0.264257,-0.217161,-0.048856,0.041751,0.196906,0.421153,0.68102,0.993961,1.27654,1.424524,1.475924,1.473055,1.556251,1.719056,1.844807,1.928003,2.077181,2.301906,2.477382,2.567033,2.633016,2.728883,2.887146,3.081509,3.21228,3.193871,3.054255,2.645926,2.507983,2.40112,2.165159,1.768066,1.423328,1.299252,1.365952,1.477597,1.496005,1.393445,1.092218,0.982008,0.910048,0.83522,0.784537,0.692496,0.34226,0.220335,-0.052203,-0.137551,-0.173889,-0.176041,-0.08639,0.112276,0.146224,0.141203,0.03936,-0.056507,-0.121533,-0.108863,0.091716,0.164154,0.167979,0.138812,0.073786,0.007564,-0.020168,0.004934,0.090042,0.110124,0.08813,0.040316,-0.054833,-0.143289,-0.166717,-0.322829,-0.532492,-0.712272,-0.810529,-0.876034,-0.913568,-0.918588,-0.970705,-0.998676,-0.978356,-0.953731,-0.944408,-0.975965,-0.979312,-0.965685,-0.942495,-0.937475,-0.908787,-0.910699,-0.857387,-0.816028,-0.745025,-0.590586,-0.508586,-0.478702,-0.469378,-0.473442,-0.496393,-0.539904,-0.693147,-0.816745,-0.914524,-0.948233,-1.001067,-1.015411,2
-0.45701,-0.383784,-0.313731,-0.217561,0.027014,0.098043,0.087059,-0.044748,-0.124808,-0.221467,-0.240261,-0.217805,-0.158492,-0.080629,0.034336,0.224724,0.491755,0.842263,1.26673,1.65141,1.880119,1.958715,1.910874,1.784925,1.729029,1.906969,1.924787,2.003383,2.323625,2.440542,2.578939,2.777382,3.235288,3.344395,3.258964,3.052223,2.563806,2.356576,2.167897,1.88378,1.485919,1.174953,1.087326,1.168363,1.288697,1.336782,1.293335,1.101727,1.028257,0.992132,0.99799,0.930866,0.779289,0.584507,0.415844,0.178836,-0.090392,-0.186318,-0.237576,-0.248072,-0.206333,-0.188515,-0.093321,-0.07477,-0.025221,-0.085266,-0.109675,-0.189003,-0.201207,-0.181192,-0.036937,0.022376,0.088035,0.130018,0.139293,0.04532,-0.004962,-0.008379,-0.002033,0.023108,0.120011,0.142467,0.130995,0.081933,-0.107966,-0.128958,-0.188271,-0.269063,-0.579786,-0.661311,-0.756016,-0.817282,-0.83925,-0.856824,-0.897586,-0.913696,-0.875619,-0.816794,-0.785795,-0.803125,-0.855359,-0.882697,-0.918578,-0.895146,-0.912232,-0.886114,-0.890752,-0.858533,-0.84047,-0.745032,-0.666925,-0.661067,-0.673271,-0.732828,-0.803125,-0.93005,-0.993024,-1.028417,-1.036716,2
-0.37389,-0.342232,-0.209964,-0.114557,0.009038,0.105529,0.152798,0.143908,-0.019367,-0.084634,-0.131036,-0.117593,0.006653,0.100975,0.276176,0.538328,0.874853,1.288571,1.668679,1.883778,1.956634,1.915652,1.800514,1.751726,1.905678,1.93907,2.029273,2.367316,2.599111,2.779299,3.00177,3.207978,3.313143,3.240287,3.042318,2.571139,2.363847,2.18973,1.919772,1.526437,1.214414,1.125295,1.204656,1.316108,1.356656,1.305701,1.105997,1.029238,0.989341,0.992377,0.92299,0.776627,0.587115,0.419286,0.183805,-0.094175,-0.196737,-0.250078,-0.265907,-0.265039,-0.245524,-0.233815,-0.16161,-0.137758,-0.088754,-0.083767,-0.08767,-0.100029,-0.144046,-0.206278,-0.221673,-0.183076,-0.015681,0.028986,0.070185,0.07322,0.060644,0.005135,-0.048206,-0.059915,-0.041051,0.07322,0.084929,0.078208,0.040479,-0.1048,-0.121496,-0.254848,-0.550609,-0.629753,-0.727978,-0.758986,-0.814278,-0.82512,-0.850923,-0.884098,-0.89082,-0.870004,-0.86415,-0.906866,-0.969314,-0.9511,-0.949582,-0.928332,-0.924863,-0.889953,-0.888435,-0.853742,-0.902312,-0.883881,-0.894723,-0.867402,-0.864583,-0.730797,-0.711282,-0.737085,-0.847237,-0.911853,-0.922478,2
-0.447237,-0.406293,-0.371559,-0.225494,-0.172128,-0.162697,-0.251947,-0.303012,-0.308993,-0.28438,-0.222274,-0.126584,0.022242,0.161636,0.547387,1.008355,1.116696,1.175122,1.245049,1.402156,1.609867,1.766744,1.891647,2.091077,2.361586,2.556646,2.629794,2.652796,2.69374,2.806912,2.988171,3.148728,3.176791,3.07167,2.699031,2.59046,2.526513,2.319951,1.92385,1.550521,1.394795,1.44655,1.54201,1.535109,1.404916,1.218597,1.051369,0.932677,0.853318,0.802943,0.698512,0.585341,0.507822,0.412132,0.29091,0.147605,0.020862,-0.058267,-0.08702,-0.081729,0.012811,0.062036,0.184179,0.214542,0.19315,0.095389,-0.000531,-0.021923,-0.062407,-0.072528,-0.035494,0.084348,0.177508,0.214082,0.219142,0.157956,0.133573,0.032133,-0.004671,0.016721,0.090099,0.107351,0.090099,0.023852,-0.150046,-0.306692,-0.622515,-0.709234,-0.811825,-0.881062,-0.925917,-0.995384,-1.021837,-1.022067,-0.991704,-1.017467,-1.017467,-1.045299,-1.001825,-1.015856,-1.007575,-0.95375,-0.970312,-0.949609,-0.927067,-0.909815,-0.784682,-0.562939,-0.446547,-0.432055,-0.435506,-0.459888,-0.539247,-0.821256,-0.870711,-0.905675,-0.95145,-0.960421,-0.977902,2
-0.471552,-0.414391,-0.363473,-0.288538,-0.169411,-0.073581,-0.038995,-0.051485,-0.140109,-0.201354,-0.254193,-0.224411,0.016966,0.179084,0.4183,0.712515,1.066535,1.385249,1.561057,1.623743,1.612935,1.570424,1.612215,1.766168,1.885775,1.938134,2.062785,2.278463,2.45163,2.639208,2.760496,2.933183,3.132529,3.257181,3.221394,3.061197,2.635845,2.479971,2.352437,2.100493,1.70156,1.361231,1.241383,1.315117,1.431362,1.460664,1.379484,1.105924,1.00481,0.940442,0.89553,0.833324,0.720201,0.443758,0.206224,-0.068777,-0.161005,-0.200634,-0.205197,-0.147795,-0.012576,0.070045,0.079411,-0.011135,-0.136267,-0.159564,-0.115371,-0.009694,0.076049,0.14594,0.153145,0.133691,0.005918,-0.021463,0.003276,0.094783,0.117119,0.092381,0.042664,-0.130022,-0.152839,-0.310154,-0.61854,-0.703803,-0.75544,-0.833017,-0.862319,-0.893542,-0.910114,-0.955507,-0.95935,-0.944699,-0.887537,-0.875769,-0.882253,-0.91852,-0.928848,-0.914917,-0.883695,-0.875769,-0.834218,-0.839502,-0.883935,-0.895943,-0.87793,-0.839502,-0.814284,-0.784262,-0.583955,-0.557055,-0.549369,-0.573387,-0.64496,-0.733344,-0.840703,-0.927887,-0.95887,-1.009547,-1.020355,2
-0.325869,-0.252125,-0.194532,-0.109524,0.009275,0.109372,0.154001,0.140187,-0.028554,-0.142039,-0.158828,-0.136514,-0.069995,0.009275,0.117023,0.29894,0.555664,0.887833,1.285883,1.634841,1.829509,1.893903,1.852674,1.748751,1.720274,1.906229,1.94257,2.043304,2.227984,2.388649,2.612008,2.768422,3.172211,3.269332,3.200263,3.017708,2.541026,2.350396,2.18208,1.912604,1.528156,1.217451,1.120755,1.195774,1.307772,1.344538,1.286733,1.085051,1.010669,0.971566,0.96434,0.971778,0.961577,0.892296,0.754158,0.580954,0.425602,0.19098,-0.075521,-0.17328,-0.221522,-0.23066,-0.184543,-0.166692,-0.087209,-0.000714,-0.038542,-0.067657,-0.168392,-0.184756,-0.173705,-0.14799,0.012888,0.06113,0.090033,0.095346,0.066655,0.033715,-0.047468,-0.066595,-0.055756,0.04179,0.054329,0.051141,0.026489,0.003749,-0.096985,-0.143952,-0.282728,-0.388138,-0.578768,-0.658251,-0.753672,-0.823166,-0.864182,-0.904986,-0.937289,-0.96938,-0.970017,-0.991482,-1.069689,-1.007846,-1.006783,-0.916887,-0.929001,-0.886497,-0.890747,-0.857594,-0.795113,-0.657613,-0.603845,-0.575793,-0.576855,-0.592369,-0.643587,-0.81339,-0.861845,-0.895848,-0.904136,2
-0.49518,-0.448772,-0.412378,-0.231873,-0.163726,-0.132217,-0.147605,-0.237979,-0.316385,-0.317118,-0.26558,-0.00496,0.143059,0.356293,0.601037,0.890968,1.161847,1.305713,1.35774,1.370685,1.462525,1.628375,1.767356,1.867256,2.026022,2.266125,2.457377,2.540668,2.595137,2.687709,2.840857,3.035529,3.185013,3.190875,3.064351,2.665238,2.534561,2.445652,2.219472,1.815474,1.455686,1.318903,1.376547,1.488172,1.50698,1.402438,1.087349,0.974748,0.903914,0.811585,0.765177,0.684328,0.375101,0.260545,0.000902,-0.076282,-0.103639,-0.094846,0.004566,0.189711,0.232456,0.23783,0.225861,0.09836,-0.014242,-0.080191,-0.068711,0.081262,0.173102,0.19826,0.200703,0.184582,0.150631,0.002123,-0.000319,0.08517,0.099093,0.059035,0.00994,-0.058696,-0.147605,-0.176183,-0.341299,-0.457565,-0.752381,-0.812468,-0.930199,-0.971722,-1.002987,-1.028145,-1.042556,-1.025947,-0.994682,-0.968547,-0.993705,-0.970012,-0.990041,-0.985645,-0.946075,-0.942411,-0.915543,-0.917742,-0.948762,-0.914566,-0.913833,-0.872799,-0.766303,-0.711834,-0.513011,-0.377449,-0.362794,-0.366702,-0.398455,-0.500798,-0.854235,-0.912856,-0.951449,-1.01813,-1.039381,2
-0.343686,-0.316831,-0.271156,-0.201163,-0.10791,0.107566,0.164871,0.158104,0.033555,-0.016772,-0.136457,-0.151682,-0.132862,-0.072597,0.011564,0.11687,0.294283,0.559874,0.899476,1.306321,1.671087,1.87747,1.945559,1.895866,1.771529,1.724797,1.88762,1.918704,2.008785,2.184718,2.339506,2.584163,2.75925,3.190413,3.29593,3.233973,3.050005,2.555193,2.343312,2.165053,1.900096,1.524335,1.219835,1.124467,1.19594,1.302092,1.337829,1.284541,1.099727,1.030369,0.995478,0.994632,1.009011,1.000341,0.923159,0.773236,0.589267,0.427925,0.202299,-0.065619,-0.164792,-0.216811,-0.22971,-0.195877,-0.180017,-0.102835,-0.022693,-0.046164,-0.058006,-0.181075,-0.198203,-0.161832,-0.004719,0.041168,0.067811,0.075424,0.039899,0.022982,-0.05716,-0.071116,-0.061812,0.041802,0.054278,0.05597,0.0067,-0.109813,-0.12673,-0.18615,-0.267561,-0.56466,-0.643745,-0.739747,-0.803819,-0.846533,-0.880155,-0.90553,-0.924561,-0.948456,-0.947187,-0.963258,-0.967064,-1.011048,-1.000898,-0.948033,-0.931962,-0.888613,-0.890939,-0.87508,-0.838709,-0.794303,-0.726214,-0.646282,-0.61985,-0.632538,-0.678636,-0.83004,-0.868525,-0.894111,-0.900244,2
-0.502694,-0.49125,-0.501502,-0.42902,-0.425921,-0.486243,-0.46693,-0.439273,-0.38658,-0.293594,-0.160075,-0.07901,-0.048253,0.042349,0.163946,0.422639,0.442905,0.431937,0.51634,0.743322,1.391842,1.614055,1.81481,2.102591,2.44664,2.683398,2.722023,2.556316,2.5618,2.70128,2.915625,3.063926,3.06941,2.842666,2.841951,2.898697,2.760409,2.341017,1.8861,1.66031,1.674139,1.754727,1.718724,1.512962,1.24068,1.011075,0.846799,0.725917,0.545428,0.482961,0.465317,0.544713,0.547336,0.486775,0.371139,0.100763,0.030189,0.011353,0.021367,0.060469,0.131758,0.166092,0.310817,0.340382,0.346819,0.289835,0.18612,0.025659,0.002055,0.036388,0.11936,0.200664,0.289358,0.296511,0.226175,0.06643,0.043541,0.043302,0.119837,0.146541,0.091464,0.036865,-0.154592,-0.227073,-0.323159,-0.439273,-0.639312,-0.726338,-0.785706,-0.911357,-0.953082,-0.987415,-1.027709,-1.026755,-1.049406,-0.989084,-0.977639,-0.958565,-0.914218,-0.936869,-0.868202,-0.905158,-0.91994,-0.900628,-0.856519,-0.790475,-0.748273,-0.600926,-0.383243,-0.341279,-0.332696,-0.339849,-0.367745,-0.41853,-0.473845,-0.822662,-0.925901,-0.992422,-1.011734,2
-0.451274,-0.420489,-0.320499,-0.24563,-0.05033,-0.009694,-0.02521,-0.121259,-0.188986,-0.234794,-0.243167,-0.211644,-0.073234,0.014441,0.179203,0.421296,0.720526,1.075415,1.390161,1.567482,1.632254,1.61994,1.574871,1.612305,1.756872,1.869668,1.929514,2.057826,2.266671,2.440298,2.635598,2.75997,3.130867,3.254253,3.227655,3.067081,2.625993,2.468867,2.340062,2.084424,1.679047,1.33992,1.226631,1.304702,1.421931,1.450746,1.367011,1.100782,1.003502,0.940454,0.913609,0.890213,0.832583,0.721265,0.434349,0.194226,-0.084809,-0.172239,-0.212875,-0.221002,-0.15426,-0.016836,0.081183,0.077982,0.016165,-0.016344,-0.092444,-0.159432,-0.159432,-0.140222,0.060249,0.128469,0.163687,0.15556,0.096945,-0.007231,-0.015851,0.013456,0.108028,0.128715,0.103348,0.057294,-0.128155,-0.15032,-0.306215,-0.519493,-0.617266,-0.699031,-0.792618,-0.827097,-0.858374,-0.889898,-0.955901,-0.946543,-0.881279,-0.87586,-0.921176,-0.959103,-0.892361,-0.920191,-0.930781,-0.842859,-0.84877,-0.878569,-0.884234,-0.867241,-0.877831,-0.853449,-0.780796,-0.657656,-0.56604,-0.556189,-0.563085,-0.665784,-0.8633,-0.950976,-0.980283,-1.034218,-1.046286,2
-0.362222,-0.193978,-0.104726,0.173903,0.231968,0.208578,-0.028606,-0.136118,-0.130989,-0.073539,0.014891,0.133894,0.321425,0.601285,0.986606,1.441071,1.829059,2.047777,2.126975,2.067474,1.902307,1.814081,1.951959,1.94642,2.003664,2.318199,2.43043,2.567283,2.773279,3.026672,3.237183,3.306942,3.206611,2.999589,2.467362,2.244335,2.055984,1.770173,1.379928,1.09617,1.035232,1.123048,1.233432,1.28842,1.264824,1.099658,1.038925,1.018818,1.046107,1.041798,0.968345,0.801332,0.585486,0.401854,0.166722,-0.106368,-0.198902,-0.246913,-0.265584,-0.235423,-0.222087,-0.134066,-0.070257,-0.098366,-0.217163,-0.225575,-0.211213,-0.042148,0.046694,0.052028,0.038897,0.029254,-0.086671,-0.088928,-0.029837,0.034178,0.052233,0.024945,-0.140427,-0.260455,-0.468093,-0.628746,-0.731334,-0.832076,-0.835358,-0.868597,-0.874547,-0.904092,-0.908606,-0.934048,-0.953335,-0.942666,-0.958464,-0.955387,-1.016529,-0.979392,-1.015503,-0.995806,-0.937536,-0.923174,-0.946564,-0.913531,-0.856697,-0.912505,-0.864699,-0.891987,-0.889935,-0.85444,-0.826946,-0.757802,-0.741593,-0.655829,-0.624848,-0.630182,-0.68517,-0.799453,-0.855261,-0.872701,-0.869418,2
-0.336511,-0.222493,-0.153126,-0.044716,0.243964,0.327038,0.312084,0.155491,0.042096,-0.088329,-0.131943,-0.12945,-0.086875,-0.00484,0.119977,0.316238,0.62361,1.046038,1.551747,1.998681,2.263478,2.356935,2.277808,2.058079,1.904393,1.936376,1.987051,1.949045,1.960883,2.341774,2.525574,2.771886,3.055167,3.296495,3.370222,3.231698,2.979154,2.412179,2.150082,1.908754,1.597852,1.219661,0.951334,0.89339,0.986432,1.112704,1.185186,1.188716,1.152787,1.055383,1.045207,1.070752,1.112289,1.123503,1.038561,0.838562,0.587265,0.379997,0.243964,0.139292,-0.111174,-0.207747,-0.267975,-0.291859,-0.260083,-0.195078,-0.176802,-0.170987,-0.186356,-0.160811,-0.164341,-0.138173,-0.164549,-0.239107,-0.255722,-0.255722,-0.208578,-0.030593,0.029635,0.043965,0.032127,0.009074,-0.08106,-0.083345,-0.052192,0.033996,0.051857,-0.016886,-0.095183,-0.111174,-0.228515,-0.528202,-0.604422,-0.696634,-0.758108,-0.810237,-0.828513,-0.862365,-0.89871,-0.900786,-0.880641,-0.89061,-0.923009,-0.939416,-0.962053,-0.921139,-0.911378,-0.86195,-0.881887,-0.885626,-0.863819,-0.852812,-0.783445,-0.732978,-0.718025,-0.745024,-0.844712,-0.872334,-0.884587,2
-0.300842,-0.256438,-0.111834,-0.007387,0.271202,0.358852,0.345531,0.193784,0.136444,-0.057777,-0.067237,-0.033065,0.043002,0.161928,0.358273,0.661187,1.078395,1.573214,2.003356,2.266693,2.364383,2.276925,2.056062,1.903543,1.917637,1.957601,1.930379,1.956635,2.352413,2.5281,2.767497,3.05014,3.283745,3.356723,3.230846,2.984306,2.426356,2.168618,1.933275,1.621479,1.245201,0.980898,0.922787,1.014877,1.137665,1.205816,1.202148,1.064301,1.048663,1.073954,1.118745,1.128398,1.043451,0.840542,0.590333,0.383178,0.248227,0.138761,-0.123997,-0.232691,-0.293506,-0.318024,-0.30702,-0.293313,-0.234042,-0.221107,-0.222652,-0.182495,-0.152377,-0.179406,-0.27362,-0.27362,-0.234815,-0.063568,-0.005457,0.000142,-0.011249,-0.019936,-0.110289,-0.113765,-0.106814,-0.085384,0.005934,0.035473,0.040299,0.017904,-0.083647,-0.115888,-0.164154,-0.234042,-0.519002,-0.591594,-0.679823,-0.738128,-0.774038,-0.80821,-0.840837,-0.874044,-0.896632,-0.897404,-0.958991,-0.939106,-0.954937,-0.942774,-0.947214,-0.92868,-0.882346,-0.869024,-0.893929,-0.85744,-0.86999,-0.86497,-0.826357,-0.766508,-0.747395,-0.755697,-0.809368,-0.82462,-0.824234,2
-0.333298,-0.254511,-0.190999,-0.10176,0.113096,0.166157,0.153696,-0.018953,-0.140149,-0.15663,-0.131506,0.011798,0.117518,0.298206,0.561501,0.90318,1.312593,1.668945,1.86732,1.93646,1.890032,1.77366,1.738085,1.916361,1.948519,2.047204,2.23131,2.390291,2.6158,2.773374,3.201077,3.304184,3.230019,3.028629,2.528772,2.323764,2.155939,1.887017,1.504738,1.202653,1.112208,1.187981,1.302544,1.345756,1.289881,1.090501,1.018146,0.980963,0.982169,0.917049,0.776357,0.597277,0.436687,0.200325,-0.066788,-0.160649,-0.210896,-0.225367,-0.188788,-0.121457,-0.095127,-0.050709,-0.0489,-0.072818,-0.122864,-0.187783,-0.203862,-0.192606,-0.166076,-0.00408,0.042751,0.066869,0.070085,0.049785,0.017426,-0.064778,-0.08749,-0.078847,0.020039,0.033304,0.039334,0.019838,-0.113819,-0.129295,-0.190597,-0.266168,-0.370883,-0.560013,-0.6388,-0.734872,-0.802203,-0.845014,-0.914958,-0.939076,-0.95415,-0.972842,-0.974852,-1.02128,-1.020275,-0.956562,-0.955155,-0.898878,-0.868529,-0.89104,-0.89104,-0.869132,-0.87074,-0.837577,-0.817679,-0.64905,-0.628349,-0.617093,-0.620309,-0.650457,-0.695881,-0.807831,-0.825719,-0.854058,-0.855867,2
-0.335126,-0.298035,-0.168837,-0.071165,0.187437,0.264915,0.248637,0.111402,0.058857,0.020118,-0.084147,-0.115674,-0.112995,-0.070547,0.0059,0.121705,0.306745,0.590693,0.986118,1.457579,1.875877,2.118201,2.198564,2.129534,1.950676,1.842083,1.952736,1.945936,1.991269,2.274599,2.393082,2.551335,2.767902,3.028153,3.254199,3.334973,3.222878,2.991681,2.467057,2.232975,2.018675,1.721127,1.341774,1.059269,0.989827,1.08276,1.209279,1.267799,1.249872,1.187437,1.108517,1.04979,1.026918,1.039281,1.072044,1.079462,0.999924,0.817563,0.592341,0.400089,0.266358,0.153026,-0.110729,-0.213552,-0.270424,-0.287526,-0.256824,-0.241369,-0.156267,-0.145346,-0.10908,-0.111347,-0.150292,-0.220764,-0.240545,-0.225915,-0.196243,-0.020681,0.039282,0.044227,0.007961,-0.067662,-0.08662,-0.054269,0.033718,0.048348,0.056384,0.028979,-0.104547,-0.120001,-0.176667,-0.248375,-0.54242,-0.619692,-0.709327,-0.774854,-0.828223,-0.839556,-0.900137,-0.9057,-0.926512,-0.927955,-1.007081,-0.976996,-0.907555,-0.883446,-0.880767,-0.865931,-0.873967,-0.844707,-0.830695,-0.739205,-0.688309,-0.671206,-0.702733,-0.832138,-0.860368,-0.872937,-0.875822,2
-0.308,-0.198759,-0.126998,-0.016815,0.25158,0.331251,0.324847,0.173981,0.114463,-0.052978,-0.091401,-0.090459,-0.043937,0.038936,0.166259,0.367979,0.667451,1.080685,1.577922,2.010556,2.255407,2.337338,2.250322,2.036925,1.895476,1.919584,1.964222,1.945576,1.985882,2.258421,2.382919,2.552808,2.78391,3.047785,3.266079,3.331247,3.200534,2.958131,2.406462,2.158032,1.931073,1.630094,1.254906,0.986888,0.928877,1.02079,1.143216,1.208761,1.204052,1.054316,1.038307,1.059025,1.098578,1.102345,1.014575,0.820389,0.580999,0.380221,0.248378,0.142527,-0.119653,-0.222114,-0.279183,-0.300654,-0.265434,-0.186516,-0.190283,-0.14734,-0.14621,-0.12794,-0.144891,-0.232661,-0.256958,-0.245845,-0.218723,-0.049964,0.005598,0.01219,0.004657,-0.018322,-0.092342,-0.117204,-0.112119,-0.092907,0.009554,0.024621,0.00654,-0.116262,-0.129823,-0.182372,-0.253003,-0.444552,-0.610486,-0.702964,-0.765119,-0.807686,-0.849499,-0.927851,-0.940847,-1.011477,-1.025227,-0.984732,-0.965897,-0.927663,-0.905438,-0.898469,-0.871535,-0.852512,-0.861553,-0.842153,-0.846673,-0.831794,-0.697879,-0.678103,-0.692229,-0.777173,-0.793936,-0.803165,-0.802412,2
