@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute target {1,2,3,4,5}

@data
-0.529002,-0.611477,-0.69803,-0.750728,-0.741499,-0.68471,-0.595415,-0.505927,-0.398813,-0.270076,-0.132947,-0.002005,0.108086,0.194374,0.263496,0.323484,0.378694,0.428258,0.454756,0.458523,0.453583,0.447139,0.448378,0.449211,0.443779,0.441379,0.438856,0.432241,0.430038,0.431312,0.42721,0.416839,0.404973,0.394314,0.384576,0.376573,0.365842,0.348343,0.333999,0.325253,0.315282,0.30387,0.291444,0.276999,0.262571,0.254683,0.246215,0.234362,0.224793,0.217076,0.210801,0.200881,0.196477,0.19415,0.186387,0.180459,0.175893,0.175649,0.176688,0.171733,0.165753,0.171072,0.179681,0.186094,0.195709,0.204287,0.218203,0.234497,0.247707,0.266073,0.286119,0.302893,0.324068,0.347699,0.371534,0.394218,0.413891,0.438549,0.463595,0.481486,0.496156,0.512128,0.52776,0.543339,0.556648,0.569179,0.585858,0.598859,0.608885,0.617536,0.626489,0.633522,0.634115,0.641193,0.646905,0.649436,0.65409,0.655927,0.660007,0.660763,0.658903,0.657692,0.652915,0.641275,0.621434,0.596413,0.572319,0.547768,0.511847,0.468976,0.4121,0.339,0.24911,0.137095,0.023801,-0.103107,-0.250705,-0.418368,-0.609519,-0.821631,-1.064026,-1.331867,-1.638742,-1.915496,-2.17026,-2.292539,2
-1.306044,-1.132396,-0.919883,-0.717806,-0.512634,-0.321969,-0.174761,-0.071721,0.005118,0.067956,0.121937,0.15604,0.159736,0.153469,0.150581,0.147872,0.144218,0.140743,0.143382,0.138254,0.129821,0.125475,0.116541,0.10581,0.096884,0.087272,0.078019,0.072705,0.06979,0.057199,0.051462,0.045281,0.034322,0.025385,0.017693,0.008625,-0.000606,-0.006652,-0.013344,-0.015376,-0.015654,-0.019749,-0.021474,-0.023355,-0.01737,-0.009354,-0.000393,0.009748,0.020347,0.035475,0.05443,0.080125,0.106726,0.131604,0.156425,0.180284,0.209848,0.236245,0.263764,0.288775,0.310323,0.337667,0.361886,0.384051,0.399961,0.418452,0.436012,0.447551,0.460755,0.473112,0.484182,0.491813,0.505281,0.510121,0.522303,0.534578,0.545336,0.555687,0.568569,0.58641,0.597017,0.605366,0.619969,0.64043,0.65395,0.671459,0.690706,0.707008,0.726149,0.738527,0.752028,0.76452,0.780173,0.794349,0.807786,0.821309,0.832236,0.84204,0.83975,0.838737,0.838935,0.836619,0.837648,0.835167,0.831038,0.821443,0.796664,0.763639,0.725833,0.688477,0.654163,0.607018,0.552617,0.486061,0.418847,0.35669,0.297191,0.227587,0.131276,-0.003864,-0.176543,-0.393313,-0.676109,-0.983704,-1.243394,-1.429473,2
-1.824604,-1.834878,-1.804343,-1.745773,-1.647752,-1.523318,-1.360874,-1.17103,-0.982515,-0.80718,-0.653036,-0.535887,-0.460267,-0.409349,-0.357326,-0.298227,-0.251063,-0.21719,-0.188355,-0.172452,-0.161761,-0.147535,-0.140465,-0.138188,-0.137225,-0.139701,-0.134928,-0.116138,-0.091603,-0.072282,-0.059398,-0.051412,-0.046434,-0.036174,-0.018953,-0.006608,-0.000938,0.008743,0.019422,0.030874,0.049602,0.068189,0.08205,0.09818,0.118944,0.137508,0.154738,0.174743,0.19213,0.207821,0.227149,0.243944,0.254286,0.270002,0.29562,0.322491,0.343555,0.356542,0.369083,0.383843,0.399888,0.421238,0.445521,0.466902,0.482886,0.497429,0.512287,0.527682,0.546893,0.567343,0.58366,0.603349,0.634172,0.662011,0.679511,0.694881,0.708911,0.718352,0.727558,0.744184,0.761384,0.777031,0.797167,0.806422,0.803627,0.807415,0.811071,0.80211,0.786858,0.779922,0.790501,0.810982,0.830267,0.847545,0.859869,0.872737,0.889175,0.898146,0.911118,0.932713,0.945349,0.959249,0.985787,1.018704,1.037922,1.013354,0.977151,0.963432,0.943684,0.909989,0.87168,0.832241,0.791823,0.738022,0.656973,0.541342,0.386348,0.186965,-0.058249,-0.33404,-0.586581,-0.789987,-0.941686,-1.017508,-1.049163,-1.066737,2
-1.123855,-1.086421,-1.004318,-0.884465,-0.736891,-0.590043,-0.460942,-0.359381,-0.293549,-0.243227,-0.200492,-0.17035,-0.166048,-0.17179,-0.176076,-0.177873,-0.182607,-0.184163,-0.187782,-0.195737,-0.203794,-0.209973,-0.222686,-0.233979,-0.246794,-0.25898,-0.26794,-0.276018,-0.286827,-0.300888,-0.314136,-0.324953,-0.340033,-0.354986,-0.362339,-0.368068,-0.379244,-0.380513,-0.379679,-0.375484,-0.36649,-0.361953,-0.351649,-0.339339,-0.317971,-0.30113,-0.278915,-0.248522,-0.224165,-0.202062,-0.178475,-0.154636,-0.139407,-0.119532,-0.104279,-0.093578,-0.079329,-0.070157,-0.05753,-0.054242,-0.046954,-0.046147,-0.048223,-0.04688,-0.047552,-0.046862,-0.041434,-0.034639,-0.030206,-0.025102,-0.018551,-0.016158,-0.011155,-0.004165,0.007021,0.016933,0.03328,0.049457,0.068972,0.086473,0.099237,0.111823,0.128394,0.14461,0.161342,0.179069,0.198939,0.214157,0.221634,0.228408,0.238876,0.249203,0.261581,0.271901,0.287124,0.314213,0.346664,0.381169,0.42882,0.483548,0.537698,0.603404,0.685527,0.784656,0.887429,0.995223,1.107174,1.229586,1.36415,1.504967,1.644853,1.787428,1.919966,2.011478,2.073895,2.110833,2.075404,1.973197,1.830415,1.668182,1.48981,1.27007,0.98505,0.648784,0.288747,-0.079591,2
-1.777506,-1.718986,-1.6143,-1.487763,-1.325102,-1.144521,-0.949726,-0.767668,-0.610413,-0.48439,-0.395096,-0.334102,-0.270001,-0.207744,-0.167699,-0.141624,-0.124399,-0.108977,-0.09046,-0.07523,-0.055859,-0.038757,-0.019665,0.006505,0.028389,0.051875,0.073159,0.089859,0.1047,0.114144,0.121682,0.134865,0.146886,0.153981,0.164969,0.178095,0.19202,0.205248,0.219098,0.232013,0.241343,0.258308,0.278409,0.294549,0.317148,0.339682,0.358941,0.384595,0.409693,0.430926,0.447391,0.464975,0.483621,0.500876,0.520393,0.536058,0.551764,0.564805,0.572425,0.581413,0.587567,0.593398,0.593634,0.591302,0.590344,0.589982,0.592745,0.594605,0.593249,0.588995,0.587518,0.578471,0.574467,0.573236,0.565594,0.564778,0.561065,0.557858,0.558251,0.560706,0.569181,0.57217,0.573408,0.577477,0.585524,0.592445,0.60184,0.609326,0.617256,0.627535,0.634862,0.650509,0.671476,0.689719,0.702056,0.710851,0.723495,0.731953,0.737813,0.743066,0.749224,0.750525,0.744262,0.742558,0.732067,0.717368,0.703004,0.691023,0.682102,0.661048,0.626614,0.582335,0.534839,0.494777,0.460141,0.422397,0.378932,0.315579,0.212558,0.073194,-0.125844,-0.3712,-0.660932,-0.92471,-1.119514,-1.216478,2
-1.44657,-1.440441,-1.329708,-1.193348,-0.977796,-0.740871,-0.479497,-0.231208,-0.007633,0.163462,0.284097,0.384384,0.468498,0.536965,0.589816,0.621586,0.625383,0.615481,0.607868,0.599356,0.594418,0.589766,0.583899,0.579076,0.567252,0.55459,0.539657,0.521237,0.508566,0.49897,0.482815,0.461312,0.439721,0.41897,0.395264,0.361897,0.333167,0.310002,0.284456,0.261236,0.233568,0.20722,0.181584,0.152223,0.127739,0.101524,0.071151,0.046314,0.021253,-0.000214,-0.012142,-0.028343,-0.040531,-0.049373,-0.061863,-0.070914,-0.081852,-0.083206,-0.071215,-0.063918,-0.050079,-0.023206,-0.001276,0.025222,0.054399,0.075035,0.105968,0.138203,0.166448,0.200553,0.236614,0.279644,0.314486,0.341196,0.369768,0.388118,0.405908,0.427442,0.445097,0.461492,0.482336,0.497642,0.499789,0.507476,0.522804,0.530634,0.533335,0.540684,0.543355,0.545716,0.553154,0.553911,0.555377,0.560074,0.561139,0.55622,0.559514,0.579556,0.599148,0.606869,0.611502,0.61788,0.615363,0.603414,0.586058,0.571556,0.558321,0.541351,0.519781,0.491301,0.465659,0.429271,0.392842,0.375528,0.356599,0.327112,0.277104,0.191964,0.084392,-0.068944,-0.284256,-0.549382,-0.855777,-1.069606,-1.279538,-1.31181,2
-1.240781,-1.193008,-1.101729,-0.987016,-0.84811,-0.706204,-0.582703,-0.482428,-0.402355,-0.342573,-0.293799,-0.252568,-0.233071,-0.234908,-0.238977,-0.235212,-0.236245,-0.238541,-0.239952,-0.248606,-0.26098,-0.269755,-0.278827,-0.291739,-0.306444,-0.314685,-0.326478,-0.339355,-0.350867,-0.361779,-0.378621,-0.390396,-0.404989,-0.42431,-0.438162,-0.446343,-0.45333,-0.457463,-0.457592,-0.457726,-0.455984,-0.449559,-0.440246,-0.428892,-0.413856,-0.396131,-0.375662,-0.349732,-0.318999,-0.290992,-0.263399,-0.233654,-0.204522,-0.176884,-0.148184,-0.124949,-0.10681,-0.090061,-0.073811,-0.064804,-0.054299,-0.041942,-0.034934,-0.030426,-0.024726,-0.019568,-0.016811,-0.01476,-0.01727,-0.015415,-0.008896,-0.002706,0.002485,0.009129,0.017542,0.023518,0.023592,0.025733,0.034106,0.047128,0.059051,0.069702,0.082418,0.096307,0.104915,0.109248,0.124993,0.139396,0.149333,0.165303,0.184326,0.204148,0.229721,0.254637,0.283969,0.320443,0.366535,0.419228,0.476832,0.540198,0.618232,0.699537,0.79508,0.903968,1.014734,1.13543,1.272225,1.414245,1.560485,1.714686,1.85989,1.986424,2.082551,2.165105,2.223359,2.213823,2.147049,2.043505,1.916187,1.763793,1.553574,1.285977,0.984244,0.670889,0.356455,0.065492,2
-1.877889,-1.829675,-1.698575,-1.54272,-1.366211,-1.201006,-1.023771,-0.853327,-0.69651,-0.583168,-0.511635,-0.446867,-0.375052,-0.307377,-0.268671,-0.251876,-0.246358,-0.245466,-0.244026,-0.234256,-0.213449,-0.206061,-0.206835,-0.21211,-0.216029,-0.213026,-0.21408,-0.209959,-0.210529,-0.215797,-0.21431,-0.217175,-0.223315,-0.221983,-0.2276,-0.241253,-0.243559,-0.238579,-0.241753,-0.243895,-0.240295,-0.236432,-0.236204,-0.239009,-0.242452,-0.243521,-0.233194,-0.217719,-0.199543,-0.179374,-0.167461,-0.154716,-0.133611,-0.104048,-0.070697,-0.04042,-0.003936,0.033201,0.079389,0.13717,0.183554,0.223291,0.259353,0.287137,0.319824,0.367421,0.415686,0.455032,0.494937,0.536411,0.575043,0.606191,0.631253,0.64486,0.645115,0.656766,0.677482,0.700667,0.725447,0.737842,0.74395,0.755647,0.771242,0.788087,0.800932,0.802932,0.806824,0.822616,0.848645,0.883319,0.90705,0.929269,0.958293,0.990339,1.032161,1.063343,1.084511,1.103764,1.109853,1.120242,1.144323,1.1671,1.178763,1.17708,1.171317,1.175,1.173836,1.157236,1.127169,1.089175,1.051956,1.007974,0.974261,0.958954,0.923002,0.856269,0.75652,0.627401,0.482707,0.301475,0.069306,-0.180093,-0.402469,-0.545645,-0.62658,-0.627721,2
-1.416634,-1.490277,-1.486375,-1.400748,-1.254743,-1.08576,-0.902717,-0.710866,-0.515988,-0.329507,-0.166712,-0.035777,0.065618,0.145053,0.209186,0.262881,0.305439,0.327051,0.328176,0.325924,0.322344,0.3212,0.32163,0.313408,0.309268,0.308635,0.306591,0.300898,0.286157,0.273672,0.265565,0.254485,0.24072,0.230482,0.221375,0.212376,0.199935,0.183136,0.170305,0.157231,0.14212,0.122842,0.108864,0.10576,0.101476,0.095923,0.088852,0.086751,0.091317,0.092545,0.097572,0.105511,0.112599,0.127387,0.14387,0.163931,0.192603,0.218315,0.241351,0.266019,0.292581,0.321103,0.342845,0.364238,0.391856,0.411959,0.431207,0.455209,0.474926,0.491423,0.505322,0.517153,0.527334,0.536229,0.546371,0.555611,0.56571,0.57821,0.584244,0.589965,0.599904,0.602572,0.605666,0.612458,0.616716,0.6211,0.622287,0.623446,0.625915,0.628897,0.636364,0.640763,0.646505,0.654509,0.658336,0.666446,0.678672,0.689322,0.699439,0.706945,0.708327,0.704976,0.700657,0.704632,0.707751,0.699137,0.688053,0.670169,0.64609,0.619123,0.594334,0.586612,0.57534,0.536467,0.470534,0.368855,0.231113,0.046078,-0.202081,-0.498995,-0.798366,-1.064707,-1.284921,-1.409263,-1.492161,-1.531218,2
-1.544198,-1.476692,-1.338254,-1.181584,-0.976194,-0.755304,-0.532457,-0.316527,-0.129499,0.026745,0.143587,0.225478,0.294715,0.356619,0.40878,0.443929,0.456054,0.459412,0.457824,0.454295,0.459602,0.46097,0.454376,0.451179,0.450461,0.451003,0.450236,0.44517,0.436315,0.427627,0.423417,0.416935,0.406385,0.397335,0.387251,0.374437,0.364358,0.358516,0.350652,0.341564,0.333911,0.321646,0.309055,0.301669,0.287567,0.266165,0.250434,0.239778,0.229916,0.219062,0.205579,0.191163,0.17784,0.16988,0.166931,0.164183,0.162033,0.160361,0.15743,0.159171,0.171551,0.188182,0.205856,0.225932,0.247692,0.274464,0.300393,0.32406,0.350493,0.371112,0.391743,0.419741,0.443457,0.468477,0.500547,0.523406,0.533082,0.539769,0.548684,0.558754,0.567662,0.576841,0.584609,0.594286,0.608449,0.617675,0.624703,0.636784,0.647009,0.64493,0.638283,0.645456,0.656857,0.661687,0.668653,0.674085,0.677076,0.681202,0.676325,0.664977,0.654129,0.637714,0.616293,0.595052,0.582224,0.574324,0.556845,0.534967,0.50927,0.470467,0.430415,0.403497,0.377918,0.336995,0.281737,0.206524,0.09275,-0.056991,-0.24045,-0.471158,-0.729657,-1.001902,-1.248243,-1.417657,-1.546111,-1.576747,2
-1.779623,-1.80487,-1.739809,-1.596492,-1.426052,-1.251042,-1.055966,-0.848575,-0.649881,-0.470924,-0.322951,-0.212482,-0.133551,-0.062118,0.011912,0.082036,0.134128,0.155583,0.158819,0.162429,0.169663,0.171531,0.172638,0.173707,0.168613,0.165329,0.165296,0.170026,0.174898,0.175725,0.174324,0.167658,0.160633,0.152601,0.144514,0.139916,0.134479,0.12921,0.127794,0.126407,0.118964,0.111433,0.105181,0.094908,0.082334,0.071743,0.065228,0.063559,0.067075,0.065747,0.061158,0.06225,0.060223,0.055932,0.058716,0.063767,0.069818,0.08154,0.090039,0.099771,0.116436,0.128255,0.14273,0.160754,0.178353,0.197618,0.216536,0.244803,0.275226,0.298187,0.325457,0.35408,0.37656,0.407149,0.441024,0.467832,0.496766,0.521114,0.544966,0.573786,0.599659,0.625617,0.646268,0.666982,0.692824,0.708875,0.723721,0.742886,0.756313,0.770669,0.784426,0.798045,0.817802,0.834163,0.844978,0.859667,0.87474,0.883691,0.891739,0.900896,0.913147,0.920417,0.91795,0.913908,0.90815,0.907572,0.908339,0.898335,0.882934,0.864749,0.833027,0.791648,0.765564,0.750094,0.726188,0.691575,0.64005,0.560181,0.438286,0.261371,0.024918,-0.257237,-0.547943,-0.792569,-0.96908,-1.056777,2
-1.46128,-1.409579,-1.301847,-1.170923,-1.011759,-0.84653,-0.67936,-0.512419,-0.354803,-0.213213,-0.098658,-0.013616,0.048549,0.099868,0.147072,0.1852,0.209822,0.22146,0.223872,0.226373,0.237187,0.252054,0.262639,0.270461,0.277313,0.281118,0.281911,0.281537,0.282656,0.283236,0.28639,0.296155,0.299697,0.297145,0.297208,0.291432,0.282465,0.27673,0.270105,0.263986,0.25974,0.259921,0.261678,0.25768,0.252989,0.243567,0.227703,0.22247,0.223917,0.22272,0.224924,0.226931,0.227411,0.22773,0.226312,0.229557,0.239751,0.255685,0.273516,0.290066,0.311595,0.333091,0.348557,0.368281,0.392708,0.416942,0.441078,0.462508,0.48765,0.515827,0.535654,0.549487,0.56019,0.569397,0.578117,0.581399,0.587789,0.600274,0.606691,0.610021,0.614868,0.618137,0.621332,0.620869,0.617874,0.61739,0.616556,0.6191,0.62563,0.631147,0.635678,0.637909,0.637598,0.632726,0.627669,0.627562,0.627834,0.635198,0.648746,0.654542,0.652867,0.645316,0.633569,0.624113,0.62452,0.638692,0.650347,0.654188,0.659264,0.652058,0.631326,0.611047,0.587163,0.559106,0.522614,0.464286,0.375295,0.24765,0.076819,-0.145285,-0.419246,-0.734207,-1.042226,-1.297624,-1.51408,-1.623515,2
-1.315522,-1.328561,-1.246288,-1.119642,-0.960682,-0.780486,-0.58302,-0.379926,-0.177959,-0.000734,0.137112,0.233331,0.302626,0.370897,0.436616,0.490738,0.511724,0.507034,0.507007,0.507948,0.505976,0.50618,0.506074,0.497955,0.487407,0.47477,0.461251,0.456801,0.443903,0.423653,0.408474,0.396039,0.387086,0.372862,0.353061,0.329975,0.305288,0.282449,0.265135,0.251039,0.229836,0.210788,0.189487,0.165662,0.151196,0.133854,0.114895,0.095893,0.079302,0.07164,0.064195,0.057773,0.057469,0.056558,0.048144,0.049639,0.060312,0.06748,0.084345,0.100804,0.112057,0.125911,0.139204,0.158169,0.183161,0.20857,0.231054,0.256276,0.28401,0.313508,0.344206,0.364838,0.383048,0.400044,0.413602,0.429531,0.443788,0.459089,0.474623,0.489748,0.503623,0.513462,0.518493,0.52094,0.526179,0.52627,0.531982,0.544734,0.55023,0.559844,0.568221,0.576902,0.591137,0.596891,0.594869,0.593661,0.59999,0.609154,0.620411,0.629422,0.634469,0.641491,0.638618,0.627965,0.615096,0.604562,0.597034,0.587479,0.577014,0.557017,0.535108,0.505669,0.462797,0.433777,0.415126,0.382058,0.323498,0.234618,0.114503,-0.061177,-0.279904,-0.548095,-0.873413,-1.158511,-1.43051,-1.572362,2
-1.416102,-1.444389,-1.398775,-1.278077,-1.100262,-0.910919,-0.725353,-0.545292,-0.363275,-0.191451,-0.044955,0.076116,0.167055,0.241171,0.307117,0.365707,0.416624,0.446823,0.460744,0.467816,0.472448,0.4815,0.49107,0.498752,0.503403,0.502172,0.502172,0.504526,0.498802,0.489967,0.488567,0.49083,0.487747,0.47469,0.461914,0.454769,0.445717,0.435397,0.425676,0.41801,0.412481,0.40456,0.395183,0.388562,0.385259,0.377669,0.362959,0.352567,0.351062,0.349971,0.342762,0.33371,0.328664,0.322448,0.311137,0.300612,0.293823,0.290472,0.290742,0.2888,0.28433,0.28433,0.287643,0.290383,0.292519,0.296845,0.305897,0.314657,0.322768,0.341019,0.361378,0.376087,0.393921,0.409849,0.429036,0.454131,0.473367,0.493716,0.515288,0.533355,0.556475,0.579105,0.595914,0.614819,0.626785,0.635796,0.651637,0.661824,0.672652,0.6835,0.690432,0.70401,0.713344,0.716834,0.724822,0.72838,0.726117,0.721629,0.704321,0.681076,0.662714,0.642347,0.622526,0.602114,0.571869,0.53468,0.493946,0.444432,0.389565,0.342377,0.297089,0.240514,0.174234,0.090899,-0.029203,-0.192466,-0.397268,-0.644872,-0.922929,-1.202751,-1.434577,-1.600908,-1.698617,-1.729043,-1.777327,-1.794248,2
-1.169841,-1.252981,-1.278258,-1.237901,-1.133291,-0.991217,-0.813682,-0.612999,-0.411687,-0.222418,-0.060184,0.061321,0.145704,0.212895,0.275467,0.333625,0.382573,0.413847,0.424954,0.423684,0.419043,0.41801,0.422728,0.427108,0.426047,0.421541,0.413913,0.40336,0.393524,0.386254,0.379522,0.368569,0.359421,0.353729,0.34346,0.337738,0.332016,0.313643,0.298269,0.287451,0.26755,0.247435,0.236125,0.227003,0.214176,0.200895,0.19069,0.178554,0.164805,0.151028,0.130647,0.111818,0.101181,0.0884,0.076013,0.07374,0.077566,0.076746,0.071531,0.071432,0.076362,0.082308,0.090541,0.105868,0.131157,0.157394,0.183194,0.21607,0.248098,0.277641,0.312731,0.34909,0.384269,0.420637,0.451821,0.4788,0.508503,0.531104,0.545529,0.559589,0.570305,0.5794,0.587877,0.599988,0.614428,0.619699,0.622242,0.624485,0.622395,0.624829,0.625144,0.620447,0.629776,0.646736,0.660261,0.678724,0.692621,0.694825,0.693698,0.692145,0.689508,0.682938,0.67289,0.659879,0.645075,0.63509,0.628628,0.615942,0.592088,0.560671,0.523184,0.47845,0.432481,0.391351,0.348952,0.293338,0.213059,0.108169,-0.026071,-0.208759,-0.426847,-0.702353,-1.018474,-1.299257,-1.569978,-1.69743,2
-1.376672,-1.334566,-1.251566,-1.153062,-1.032117,-0.883344,-0.716492,-0.547359,-0.376821,-0.21399,-0.075069,0.033562,0.110159,0.170311,0.226819,0.271043,0.30039,0.319142,0.334198,0.354156,0.367569,0.369327,0.370601,0.366696,0.365584,0.377608,0.382561,0.372288,0.35147,0.323943,0.307297,0.302196,0.295014,0.291123,0.294535,0.299004,0.300132,0.297847,0.303531,0.31306,0.309867,0.306259,0.313604,0.328007,0.352865,0.382537,0.40499,0.41347,0.404766,0.386551,0.375184,0.380524,0.395505,0.408773,0.414364,0.412026,0.411649,0.419731,0.434468,0.447709,0.449291,0.45086,0.467064,0.493127,0.520741,0.536829,0.542757,0.55254,0.555957,0.550833,0.552871,0.558506,0.563422,0.570962,0.580321,0.590145,0.590789,0.579062,0.562735,0.546342,0.540046,0.540717,0.534512,0.529567,0.529543,0.525825,0.520773,0.517423,0.519863,0.530084,0.535396,0.528744,0.515621,0.502772,0.499234,0.507301,0.52179,0.534713,0.537368,0.535971,0.537576,0.535601,0.529401,0.516689,0.493186,0.480062,0.493476,0.519499,0.544102,0.544886,0.504964,0.450503,0.409441,0.376443,0.333098,0.267016,0.172,0.047022,-0.111742,-0.316148,-0.574454,-0.884358,-1.194379,-1.461358,-1.686391,-1.793414,2
-1.488526,-1.47797,-1.386599,-1.242635,-1.056488,-0.855426,-0.653737,-0.453244,-0.261488,-0.083133,0.070557,0.183976,0.260656,0.32214,0.384071,0.441197,0.475444,0.484297,0.484819,0.487245,0.489769,0.492231,0.492695,0.490164,0.487643,0.484369,0.48206,0.482684,0.478456,0.468012,0.459199,0.454435,0.451515,0.448582,0.444303,0.438416,0.429329,0.418178,0.406357,0.391577,0.379246,0.37242,0.360497,0.345193,0.335732,0.326625,0.314843,0.304346,0.29142,0.276505,0.266771,0.259865,0.253254,0.253097,0.256666,0.255407,0.253336,0.259801,0.270677,0.280031,0.292365,0.304344,0.313823,0.333614,0.361508,0.384711,0.405615,0.427731,0.449133,0.473487,0.501407,0.524497,0.542114,0.564645,0.58748,0.598391,0.607042,0.622012,0.631595,0.634861,0.640922,0.648629,0.655331,0.658612,0.655402,0.652709,0.656945,0.660131,0.654632,0.647513,0.648117,0.653506,0.654957,0.652639,0.649908,0.645848,0.639499,0.627656,0.610501,0.594585,0.576637,0.553092,0.531966,0.517412,0.501472,0.47328,0.437432,0.402208,0.359327,0.315497,0.280464,0.236775,0.17781,0.104684,-0.002512,-0.149322,-0.321157,-0.515948,-0.748161,-1.010116,-1.261121,-1.477315,-1.63542,-1.721732,-1.77242,-1.769769,2
-1.305278,-1.239224,-1.15352,-1.071936,-0.949441,-0.79967,-0.633008,-0.491435,-0.36627,-0.24258,-0.139449,-0.06162,0.000087,0.05389,0.082419,0.075018,0.065866,0.070312,0.085442,0.101713,0.099375,0.092323,0.09098,0.093331,0.095179,0.091016,0.087114,0.081688,0.071182,0.067274,0.073952,0.085096,0.096019,0.0965,0.090134,0.091491,0.097921,0.104055,0.094218,0.084927,0.088608,0.085252,0.087321,0.095247,0.091918,0.083661,0.07858,0.073845,0.073745,0.073407,0.07477,0.078928,0.085426,0.105364,0.121406,0.132332,0.146834,0.164924,0.179581,0.192029,0.213562,0.22887,0.253988,0.285831,0.315956,0.346904,0.372213,0.400206,0.424734,0.450754,0.48211,0.512378,0.537264,0.567147,0.59935,0.618971,0.63637,0.643393,0.644879,0.657595,0.679998,0.696726,0.704552,0.715327,0.723046,0.730768,0.744633,0.749941,0.743771,0.744046,0.756038,0.769125,0.785712,0.810778,0.826602,0.830475,0.839918,0.856842,0.872594,0.891642,0.91072,0.923836,0.939599,0.956194,0.964662,0.961193,0.961278,0.963808,0.953035,0.936584,0.911141,0.870942,0.809112,0.722034,0.623278,0.507658,0.374209,0.223216,0.038761,-0.173356,-0.405717,-0.661159,-0.972651,-1.271146,-1.558407,-1.729324,2
