@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute attr131 numeric
@attribute attr132 numeric
@attribute attr133 numeric
@attribute attr134 numeric
@attribute attr135 numeric
@attribute attr136 numeric
@attribute attr137 numeric
@attribute attr138 numeric
@attribute attr139 numeric
@attribute attr140 numeric
@attribute attr141 numeric
@attribute attr142 numeric
@attribute attr143 numeric
@attribute attr144 numeric
@attribute attr145 numeric
@attribute attr146 numeric
@attribute attr147 numeric
@attribute attr148 numeric
@attribute attr149 numeric
@attribute attr150 numeric
@attribute attr151 numeric
@attribute attr152 numeric
@attribute attr153 numeric
@attribute attr154 numeric
@attribute attr155 numeric
@attribute attr156 numeric
@attribute attr157 numeric
@attribute attr158 numeric
@attribute attr159 numeric
@attribute attr160 numeric
@attribute attr161 numeric
@attribute attr162 numeric
@attribute attr163 numeric
@attribute attr164 numeric
@attribute target {1,2}

@data
1.706542,1.219319,1.027563,0.89185,0.775818,0.671664,0.573497,0.485376,0.407385,0.335424,0.27044,0.212826,0.165303,0.126582,0.093121,0.062645,0.039585,0.026928,0.013686,0.002267,0.005507,0.031424,0.093256,0.210484,0.423366,0.840303,1.442984,1.430501,0.715396,0.248393,0.083621,0.070783,0.151356,0.279853,0.333803,0.186574,-0.020427,-0.145809,-0.202967,-0.227976,-0.245927,-0.265185,-0.285616,-0.31044,-0.336935,-0.354056,-0.363222,-0.372655,-0.386493,-0.400228,-0.406275,-0.409013,-0.410525,-0.409163,-0.405132,-0.398192,-0.39059,-0.38447,-0.378913,-0.373121,-0.367292,-0.362301,-0.356983,-0.351766,-0.345213,-0.333863,-0.315499,-0.289091,-0.267631,-0.271711,-0.289459,-0.3013,-0.304191,-0.300036,-0.290513,-0.278503,-0.267776,-0.26041,-0.256277,-0.25998,-0.275686,-0.294192,-0.310286,-0.320619,-0.321294,-0.31086,-0.27201,-0.212976,-0.180808,-0.18287,-0.197355,-0.197698,-0.185554,-0.173582,-0.170392,-0.184521,-0.206575,-0.237769,-0.265678,-0.265275,-0.229829,-0.20764,-0.281043,-0.342864,-0.377033,-0.391346,-0.387201,-0.395601,-0.415672,-0.422337,-0.415699,-0.405542,-0.388828,-0.372268,-0.355101,-0.334691,-0.308532,-0.271867,-0.235648,-0.187767,-0.124991,-0.056923,0.032385,0.12706,0.244413,0.381243,0.540702,0.732088,0.952541,1.206977,1.456293,1.731769,1.947817,2.129888,2.200407,2.232813,2.0782,1.916081,1.787554,1.567565,1.326964,1.067058,0.829061,0.532193,0.332518,0.117718,-0.105951,-0.277379,-0.418512,-0.57331,-0.680948,-0.78446,-0.892671,-0.970936,-1.045309,-1.117247,-1.169335,-1.219411,-1.261952,-1.306005,-1.341753,-1.381809,-1.430547,-1.521654,1
1.705187,1.218726,1.027305,0.89123,0.775314,0.669783,0.573081,0.485272,0.406004,0.334809,0.270628,0.212925,0.165866,0.126905,0.093574,0.062772,0.040241,0.027617,0.014707,0.002957,0.006222,0.0329,0.094172,0.213368,0.425933,0.842316,1.446373,1.433686,0.719123,0.249647,0.084074,0.071596,0.15216,0.28133,0.33668,0.187521,-0.020035,-0.146462,-0.203651,-0.228183,-0.24613,-0.265104,-0.28518,-0.310855,-0.337051,-0.355014,-0.364199,-0.373059,-0.387569,-0.400414,-0.406995,-0.409977,-0.411056,-0.410567,-0.406238,-0.39897,-0.391738,-0.385558,-0.38001,-0.374626,-0.368069,-0.362462,-0.358136,-0.353211,-0.346167,-0.334072,-0.316086,-0.290296,-0.267566,-0.272288,-0.291322,-0.302142,-0.304307,-0.300511,-0.290572,-0.278335,-0.267877,-0.260292,-0.256581,-0.260282,-0.275559,-0.294276,-0.310468,-0.320827,-0.321217,-0.310373,-0.271562,-0.212051,-0.180275,-0.182004,-0.196137,-0.196507,-0.184369,-0.172165,-0.168545,-0.182878,-0.20506,-0.236364,-0.264772,-0.264843,-0.229686,-0.206675,-0.279991,-0.341988,-0.37571,-0.390105,-0.386812,-0.39522,-0.414797,-0.42186,-0.415229,-0.405078,-0.388664,-0.372066,-0.355278,-0.334011,-0.306908,-0.269542,-0.234196,-0.186401,-0.124001,-0.054648,0.035348,0.128992,0.245395,0.382064,0.543049,0.733328,0.951668,1.205401,1.455335,1.731993,1.945586,2.127547,2.195913,2.229312,2.077181,1.917221,1.788465,1.567013,1.325851,1.066164,0.827226,0.530746,0.331137,0.115369,-0.108279,-0.278964,-0.420904,-0.575621,-0.682605,-0.786069,-0.894205,-0.972033,-1.046168,-1.118153,-1.170434,-1.220175,-1.262695,-1.306612,-1.342348,-1.382397,-1.43112,-1.522194,1
1.72348,1.237263,1.04627,0.909738,0.791504,0.685071,0.585449,0.494066,0.415244,0.342445,0.277863,0.220511,0.171168,0.131885,0.098893,0.066008,0.041929,0.027956,0.012174,-0.00277,-0.003888,0.016572,0.072102,0.182185,0.382572,0.774528,1.350322,1.343439,0.662734,0.214646,0.055854,0.03944,0.111434,0.23123,0.283264,0.146414,-0.047597,-0.164832,-0.217138,-0.238385,-0.25474,-0.274536,-0.296088,-0.322147,-0.348917,-0.365058,-0.372156,-0.378363,-0.390797,-0.401902,-0.406687,-0.408259,-0.408848,-0.40769,-0.40324,-0.39639,-0.389878,-0.384717,-0.381121,-0.376743,-0.371366,-0.365943,-0.362653,-0.358342,-0.352284,-0.341018,-0.323185,-0.298232,-0.277113,-0.280159,-0.296833,-0.306821,-0.308863,-0.303382,-0.294014,-0.282024,-0.272166,-0.264495,-0.26039,-0.263402,-0.277676,-0.295722,-0.310535,-0.320132,-0.321471,-0.312069,-0.275755,-0.219774,-0.189381,-0.190847,-0.203238,-0.20298,-0.189209,-0.177457,-0.173849,-0.188051,-0.208338,-0.238708,-0.267228,-0.265973,-0.231761,-0.208728,-0.280886,-0.338702,-0.370167,-0.383548,-0.378598,-0.387202,-0.406859,-0.4124,-0.405913,-0.398819,-0.381172,-0.361599,-0.342093,-0.316961,-0.287058,-0.247565,-0.210084,-0.160448,-0.097586,-0.027014,0.064749,0.158156,0.275853,0.411228,0.569924,0.758071,0.977677,1.231599,1.47807,1.751176,1.963548,2.148357,2.211326,2.252249,2.084987,1.914789,1.796207,1.58165,1.344417,1.07733,0.845509,0.537941,0.345754,0.134072,-0.097783,-0.270882,-0.407311,-0.568849,-0.675191,-0.777766,-0.890119,-0.966594,-1.039087,-1.112364,-1.161328,-1.210351,-1.25218,-1.298227,-1.333633,-1.373803,-1.421987,-1.513714,1
1.729053,1.240563,1.048091,0.912175,0.794392,0.686822,0.58781,0.496923,0.417065,0.344428,0.279162,0.221038,0.172809,0.133618,0.09962,0.067515,0.043005,0.029508,0.01457,-0.000294,-0.002295,0.019148,0.075886,0.18573,0.386703,0.779463,1.35786,1.350602,0.666372,0.218047,0.059261,0.042453,0.115248,0.235021,0.288282,0.150977,-0.044952,-0.162472,-0.212785,-0.235477,-0.252072,-0.271956,-0.294264,-0.320614,-0.346485,-0.363064,-0.371086,-0.378208,-0.390875,-0.402243,-0.40703,-0.409314,-0.410818,-0.40945,-0.405416,-0.398473,-0.391848,-0.386945,-0.382129,-0.377641,-0.372544,-0.367177,-0.363105,-0.360199,-0.35399,-0.342642,-0.325209,-0.299822,-0.27864,-0.281871,-0.298911,-0.308465,-0.310241,-0.30608,-0.295741,-0.28321,-0.272853,-0.265345,-0.261192,-0.264441,-0.278784,-0.29602,-0.311558,-0.320913,-0.321566,-0.31212,-0.275927,-0.21977,-0.189259,-0.19107,-0.203792,-0.203364,-0.189037,-0.176008,-0.171914,-0.186614,-0.207221,-0.237645,-0.266593,-0.26708,-0.233048,-0.208241,-0.280084,-0.337791,-0.368528,-0.382703,-0.37811,-0.3862,-0.405835,-0.411758,-0.404142,-0.396764,-0.379255,-0.360094,-0.341253,-0.317486,-0.286896,-0.250626,-0.210832,-0.159183,-0.096476,-0.025251,0.066092,0.15992,0.277301,0.412666,0.571202,0.759479,0.975769,1.228321,1.476276,1.749506,1.956953,2.144897,2.196603,2.245239,2.078337,1.904944,1.796436,1.58449,1.343522,1.077503,0.844171,0.534418,0.346077,0.131597,-0.101411,-0.271987,-0.407779,-0.571882,-0.67765,-0.779659,-0.893391,-0.968772,-1.041634,-1.115168,-1.164834,-1.213773,-1.255595,-1.302214,-1.336923,-1.37754,-1.425928,-1.5181,1
1.71961,1.232648,1.04022,0.904761,0.78685,0.681427,0.583021,0.492963,0.413162,0.341592,0.275778,0.218231,0.16995,0.129611,0.096644,0.063809,0.039509,0.025223,0.010743,-0.004874,-0.006111,0.015538,0.071792,0.18162,0.380828,0.771549,1.346671,1.341394,0.658986,0.215449,0.056352,0.038689,0.110661,0.230134,0.284322,0.147344,-0.047295,-0.164319,-0.215661,-0.237321,-0.253649,-0.273416,-0.295667,-0.321556,-0.347992,-0.364928,-0.372311,-0.378844,-0.391589,-0.403425,-0.40766,-0.409264,-0.410262,-0.409523,-0.405925,-0.399376,-0.39215,-0.386547,-0.38218,-0.377745,-0.371969,-0.366822,-0.363372,-0.35961,-0.353485,-0.34241,-0.325073,-0.299447,-0.278696,-0.282155,-0.299226,-0.309559,-0.311066,-0.30603,-0.295965,-0.284436,-0.273672,-0.266242,-0.261683,-0.264976,-0.278797,-0.296708,-0.311441,-0.321026,-0.322077,-0.312302,-0.27658,-0.220762,-0.189738,-0.190352,-0.203199,-0.202578,-0.18928,-0.176986,-0.173437,-0.187197,-0.20757,-0.238261,-0.267075,-0.267571,-0.233651,-0.209549,-0.279905,-0.337893,-0.368945,-0.382635,-0.377638,-0.385302,-0.404366,-0.410294,-0.403529,-0.395054,-0.377134,-0.358437,-0.338806,-0.314255,-0.282753,-0.244704,-0.207175,-0.158129,-0.09442,-0.023432,0.069592,0.162657,0.278628,0.41296,0.571339,0.760508,0.976134,1.229781,1.476592,1.750627,1.961731,2.147903,2.213063,2.259222,2.090958,1.919964,1.80017,1.586008,1.347142,1.080876,0.847213,0.539039,0.346457,0.134931,-0.097957,-0.271013,-0.406846,-0.569602,-0.674845,-0.776684,-0.888653,-0.964655,-1.037153,-1.109892,-1.159173,-1.208161,-1.249951,-1.295948,-1.331314,-1.371436,-1.419565,-1.511295,1
1.731131,1.238231,1.04297,0.905699,0.788353,0.68017,0.579796,0.488638,0.409145,0.336437,0.272609,0.213696,0.165311,0.125748,0.091376,0.059899,0.035821,0.021767,0.007843,-0.004959,-0.004269,0.019601,0.076794,0.19001,0.393521,0.797332,1.391319,1.379797,0.682227,0.226337,0.066578,0.053092,0.130574,0.256108,0.313899,0.173767,-0.027596,-0.149527,-0.203955,-0.227139,-0.24598,-0.266,-0.287935,-0.314177,-0.341027,-0.359569,-0.369267,-0.376984,-0.390489,-0.403069,-0.408295,-0.410157,-0.410756,-0.410118,-0.404856,-0.39692,-0.389305,-0.382662,-0.377639,-0.371812,-0.366467,-0.360627,-0.355763,-0.350543,-0.343395,-0.330535,-0.310613,-0.284088,-0.262096,-0.26527,-0.28318,-0.296032,-0.300121,-0.296842,-0.288645,-0.277464,-0.2678,-0.259682,-0.255071,-0.257918,-0.271967,-0.289576,-0.305705,-0.31596,-0.316948,-0.306822,-0.268931,-0.211972,-0.181354,-0.183738,-0.199125,-0.199768,-0.187486,-0.17541,-0.172209,-0.186514,-0.207328,-0.237234,-0.265068,-0.263346,-0.22823,-0.204805,-0.278897,-0.339774,-0.373312,-0.387855,-0.384127,-0.392591,-0.411161,-0.416792,-0.409096,-0.400102,-0.382068,-0.363112,-0.34487,-0.321261,-0.294933,-0.260093,-0.222129,-0.1749,-0.11516,-0.044313,0.047638,0.139079,0.258844,0.396021,0.55743,0.748356,0.970364,1.223576,1.469933,1.745839,1.952947,2.134299,2.192134,2.233441,2.069561,1.903676,1.788708,1.576377,1.336801,1.071886,0.838025,0.531922,0.344487,0.130438,-0.100352,-0.269968,-0.405893,-0.570109,-0.67665,-0.781054,-0.895423,-0.973181,-1.048701,-1.125831,-1.177853,-1.227976,-1.270542,-1.316737,-1.352733,-1.393941,-1.442729,-1.535054,1
1.722766,1.231858,1.0382,0.899339,0.782676,0.675094,0.57517,0.485013,0.406488,0.334649,0.269474,0.212256,0.163367,0.124643,0.090614,0.059489,0.036288,0.02192,0.008198,-0.005814,-0.004209,0.019833,0.077057,0.187985,0.390642,0.791528,1.378796,1.372748,0.680204,0.225125,0.065847,0.052019,0.12851,0.252194,0.310639,0.17075,-0.029552,-0.150233,-0.205306,-0.228439,-0.246321,-0.266677,-0.288506,-0.31474,-0.34165,-0.360558,-0.369311,-0.37765,-0.391512,-0.403005,-0.408259,-0.410808,-0.412285,-0.410212,-0.405636,-0.397576,-0.389525,-0.383313,-0.377913,-0.372911,-0.367243,-0.361164,-0.357174,-0.352166,-0.344149,-0.331372,-0.312434,-0.286478,-0.263798,-0.267645,-0.285859,-0.29777,-0.301607,-0.298742,-0.28966,-0.279062,-0.269701,-0.261535,-0.257378,-0.26039,-0.274817,-0.292166,-0.30778,-0.317678,-0.318167,-0.308171,-0.270674,-0.214959,-0.183787,-0.186003,-0.199568,-0.201538,-0.188473,-0.176537,-0.172929,-0.1876,-0.207974,-0.237898,-0.266754,-0.265478,-0.230476,-0.206699,-0.28078,-0.340261,-0.373131,-0.388311,-0.383267,-0.390717,-0.410913,-0.415865,-0.40857,-0.39831,-0.380516,-0.36206,-0.343407,-0.319805,-0.291648,-0.254502,-0.219446,-0.171828,-0.111054,-0.041861,0.049781,0.143271,0.25973,0.397104,0.558722,0.749322,0.970643,1.224752,1.472689,1.745407,1.957724,2.14337,2.201332,2.243251,2.082601,1.914417,1.792719,1.575714,1.33715,1.074871,0.841015,0.535525,0.344662,0.132642,-0.0987,-0.269737,-0.406585,-0.568537,-0.674596,-0.777829,-0.89081,-0.969088,-1.0442,-1.120478,-1.172434,-1.22266,-1.264882,-1.310988,-1.347174,-1.387662,-1.435709,-1.528096,1
1.723448,1.231118,1.039908,0.90222,0.784235,0.677457,0.578426,0.487056,0.408646,0.336411,0.271352,0.214689,0.165998,0.125884,0.093445,0.061477,0.037208,0.022747,0.008906,-0.003854,-0.003352,0.019714,0.077666,0.187916,0.389737,0.789495,1.378326,1.371141,0.677496,0.224729,0.065062,0.052123,0.128384,0.252353,0.308742,0.168909,-0.029936,-0.150729,-0.204881,-0.229103,-0.246675,-0.266985,-0.288713,-0.314928,-0.342258,-0.360755,-0.370211,-0.377967,-0.39142,-0.40434,-0.409055,-0.4111,-0.413012,-0.411559,-0.406591,-0.399217,-0.391521,-0.384956,-0.379687,-0.373881,-0.368384,-0.362511,-0.358269,-0.353755,-0.346206,-0.33342,-0.314054,-0.287979,-0.266111,-0.269867,-0.288043,-0.299934,-0.303541,-0.30022,-0.292063,-0.280825,-0.271283,-0.263671,-0.259515,-0.262102,-0.275574,-0.29434,-0.309772,-0.319272,-0.319683,-0.309275,-0.271924,-0.215381,-0.185189,-0.187097,-0.200541,-0.201169,-0.188644,-0.177282,-0.172816,-0.188056,-0.208084,-0.238448,-0.267821,-0.267885,-0.233202,-0.208245,-0.281402,-0.340057,-0.373256,-0.387686,-0.383057,-0.38994,-0.410003,-0.415268,-0.40826,-0.398697,-0.379656,-0.360354,-0.342792,-0.319368,-0.290171,-0.252767,-0.21774,-0.170208,-0.106849,-0.039454,0.051942,0.144837,0.261844,0.39845,0.559484,0.749717,0.968843,1.222731,1.471236,1.74439,1.957176,2.138504,2.201858,2.245626,2.078632,1.912281,1.793213,1.579326,1.340828,1.078579,0.84408,0.537951,0.345855,0.134185,-0.098663,-0.269837,-0.406095,-0.568066,-0.674166,-0.77667,-0.890182,-0.967851,-1.042108,-1.118668,-1.170308,-1.221161,-1.263573,-1.30987,-1.345112,-1.3861,-1.434132,-1.526298,1
1.803912,1.29718,1.096711,0.952408,0.827202,0.716193,0.612796,0.517498,0.433986,0.357773,0.288236,0.226452,0.174284,0.131914,0.094318,0.059686,0.032975,0.018481,0.003709,-0.011716,-0.013199,0.009205,0.063191,0.17154,0.3683,0.761825,1.345252,1.336249,0.647936,0.2013,0.045118,0.032543,0.107663,0.232324,0.288881,0.149169,-0.049999,-0.169217,-0.22199,-0.243397,-0.257873,-0.275093,-0.295088,-0.320989,-0.346496,-0.363364,-0.372227,-0.380061,-0.393349,-0.405682,-0.412,-0.415315,-0.416852,-0.416615,-0.41259,-0.405966,-0.398566,-0.393242,-0.388103,-0.382636,-0.377158,-0.371583,-0.36723,-0.362921,-0.356729,-0.345655,-0.328416,-0.303431,-0.282387,-0.286048,-0.304357,-0.314374,-0.315203,-0.309104,-0.298431,-0.285284,-0.273416,-0.264862,-0.260239,-0.2632,-0.27605,-0.293386,-0.308545,-0.318247,-0.31908,-0.309993,-0.273721,-0.217112,-0.187388,-0.190322,-0.206669,-0.206591,-0.192967,-0.179382,-0.172749,-0.182132,-0.201204,-0.230817,-0.259206,-0.260177,-0.224482,-0.200285,-0.267768,-0.328176,-0.358972,-0.370472,-0.365698,-0.371853,-0.389713,-0.394852,-0.388132,-0.376435,-0.359445,-0.341308,-0.32401,-0.300479,-0.268368,-0.230627,-0.196079,-0.149239,-0.08653,-0.018698,0.070449,0.163605,0.278044,0.411536,0.567267,0.750052,0.96125,1.206308,1.445839,1.709236,1.919821,2.097228,2.165444,2.205141,2.069756,1.919113,1.799863,1.588153,1.352281,1.099197,0.863462,0.570032,0.367101,0.144358,-0.082296,-0.259642,-0.408471,-0.568148,-0.680982,-0.788522,-0.898397,-0.978118,-1.053425,-1.126256,-1.180389,-1.231293,-1.274895,-1.3199,-1.357713,-1.399595,-1.449677,-1.544014,2
1.803485,1.298987,1.097398,0.950767,0.826575,0.716255,0.613058,0.518243,0.433232,0.357052,0.286249,0.225071,0.173356,0.130491,0.092922,0.058989,0.032398,0.017344,0.001795,-0.013361,-0.013836,0.007279,0.062237,0.170025,0.368225,0.765246,1.351991,1.346124,0.651041,0.200732,0.042741,0.031042,0.106602,0.232013,0.289475,0.149334,-0.051323,-0.17136,-0.223759,-0.245258,-0.259383,-0.276424,-0.297032,-0.322104,-0.348143,-0.365006,-0.372823,-0.380873,-0.394744,-0.406922,-0.413205,-0.416499,-0.418024,-0.417427,-0.414209,-0.407281,-0.399621,-0.393797,-0.388605,-0.384072,-0.37839,-0.372878,-0.368046,-0.364011,-0.357361,-0.346634,-0.328498,-0.303445,-0.281562,-0.284974,-0.303361,-0.314253,-0.314762,-0.309072,-0.297674,-0.283915,-0.272558,-0.264191,-0.259127,-0.262105,-0.27543,-0.292908,-0.307748,-0.317647,-0.318465,-0.30939,-0.272365,-0.215736,-0.185124,-0.187881,-0.204478,-0.204365,-0.190686,-0.177273,-0.171136,-0.179599,-0.198911,-0.228925,-0.257408,-0.258789,-0.222313,-0.197461,-0.266391,-0.327173,-0.358409,-0.369792,-0.364591,-0.371058,-0.388932,-0.394063,-0.387295,-0.376023,-0.35956,-0.342284,-0.323831,-0.300231,-0.268353,-0.231251,-0.196246,-0.149384,-0.087159,-0.018586,0.069641,0.16305,0.277338,0.410451,0.566264,0.747318,0.958958,1.201995,1.442264,1.707551,1.919922,2.094187,2.163179,2.204258,2.069429,1.919164,1.799925,1.588271,1.353145,1.100995,0.865058,0.57123,0.368178,0.145872,-0.082076,-0.259772,-0.4095,-0.56824,-0.680919,-0.788902,-0.898185,-0.977949,-1.053268,-1.126078,-1.179667,-1.230842,-1.274765,-1.319371,-1.357148,-1.3987,-1.44963,-1.543846,2
1.802793,1.298594,1.096711,0.951326,0.827443,0.716438,0.614267,0.519257,0.434777,0.358098,0.287966,0.227205,0.174859,0.131793,0.094546,0.060195,0.033374,0.017888,0.002337,-0.012322,-0.013478,0.00739,0.061633,0.169351,0.3674,0.762183,1.348366,1.341555,0.647812,0.197377,0.041342,0.028863,0.105253,0.230408,0.288381,0.148171,-0.052461,-0.173436,-0.22615,-0.247758,-0.261815,-0.278946,-0.297737,-0.322807,-0.348315,-0.36466,-0.373112,-0.380744,-0.394631,-0.40679,-0.41306,-0.416326,-0.418327,-0.417915,-0.414829,-0.40777,-0.401186,-0.394901,-0.389835,-0.384873,-0.378925,-0.373429,-0.36868,-0.364336,-0.358574,-0.347291,-0.329611,-0.304046,-0.282507,-0.286252,-0.304606,-0.315024,-0.315794,-0.310619,-0.299058,-0.28588,-0.273686,-0.265263,-0.2611,-0.264013,-0.277279,-0.294687,-0.309876,-0.31962,-0.32026,-0.311197,-0.274503,-0.217995,-0.187655,-0.190344,-0.206372,-0.206004,-0.193213,-0.179314,-0.172679,-0.18166,-0.201075,-0.230639,-0.259762,-0.260684,-0.224336,-0.199203,-0.267289,-0.327148,-0.357846,-0.368863,-0.363696,-0.370062,-0.387527,-0.392343,-0.385263,-0.373674,-0.356856,-0.339692,-0.321506,-0.297975,-0.265929,-0.22907,-0.194012,-0.147451,-0.0853,-0.016964,0.071169,0.163192,0.277153,0.409819,0.565274,0.747111,0.957646,1.200742,1.441931,1.706474,1.918179,2.097403,2.167396,2.208813,2.072435,1.920654,1.801851,1.591108,1.355329,1.102489,0.866429,0.574198,0.370395,0.14704,-0.080807,-0.25905,-0.408441,-0.567974,-0.680173,-0.787352,-0.89634,-0.976716,-1.051523,-1.124163,-1.17747,-1.227789,-1.271295,-1.316161,-1.353817,-1.395032,-1.445855,-1.539917,2
1.728471,1.230857,1.037122,0.899285,0.78178,0.676046,0.576134,0.483343,0.401863,0.328416,0.264211,0.207954,0.162978,0.126533,0.095876,0.068989,0.049555,0.041245,0.030873,0.02015,0.028153,0.062903,0.138781,0.276165,0.520963,0.98384,1.633062,1.604677,0.835585,0.332286,0.155333,0.140189,0.22525,0.364071,0.420854,0.25419,0.026401,-0.108271,-0.168386,-0.197823,-0.223438,-0.252082,-0.281997,-0.312371,-0.338982,-0.355118,-0.362932,-0.3723,-0.389974,-0.405972,-0.413632,-0.41737,-0.41894,-0.41905,-0.414646,-0.406508,-0.398021,-0.391349,-0.386166,-0.380728,-0.374256,-0.367779,-0.362369,-0.356648,-0.348509,-0.335267,-0.314115,-0.285898,-0.262413,-0.267497,-0.288421,-0.30034,-0.301817,-0.296129,-0.284279,-0.269968,-0.257413,-0.248091,-0.243416,-0.247053,-0.261767,-0.281497,-0.298518,-0.310006,-0.310868,-0.299628,-0.257272,-0.192591,-0.159193,-0.162758,-0.180045,-0.179648,-0.164923,-0.151006,-0.146792,-0.160569,-0.183807,-0.218227,-0.250609,-0.251789,-0.212786,-0.190036,-0.271237,-0.34196,-0.380788,-0.398088,-0.395716,-0.406848,-0.430619,-0.439417,-0.434358,-0.425211,-0.409168,-0.394943,-0.379728,-0.357347,-0.326561,-0.293347,-0.262171,-0.216905,-0.156629,-0.090983,-0.00396,0.088444,0.201916,0.335338,0.492386,0.677834,0.891594,1.139758,1.383364,1.653173,1.867147,2.048218,2.116638,2.162995,2.018298,1.865071,1.749479,1.53376,1.295724,1.040871,0.804863,0.510481,0.314276,0.095643,-0.126528,-0.298701,-0.441689,-0.598048,-0.706875,-0.812489,-0.922385,-1.00079,-1.076627,-1.149439,-1.201699,-1.251684,-1.29435,-1.338831,-1.374935,-1.415895,-1.46516,-1.557486,2
