@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute attr131 numeric
@attribute attr132 numeric
@attribute attr133 numeric
@attribute attr134 numeric
@attribute attr135 numeric
@attribute attr136 numeric
@attribute attr137 numeric
@attribute attr138 numeric
@attribute attr139 numeric
@attribute attr140 numeric
@attribute attr141 numeric
@attribute attr142 numeric
@attribute attr143 numeric
@attribute attr144 numeric
@attribute attr145 numeric
@attribute attr146 numeric
@attribute attr147 numeric
@attribute attr148 numeric
@attribute attr149 numeric
@attribute attr150 numeric
@attribute attr151 numeric
@attribute attr152 numeric
@attribute attr153 numeric
@attribute attr154 numeric
@attribute attr155 numeric
@attribute attr156 numeric
@attribute attr157 numeric
@attribute attr158 numeric
@attribute attr159 numeric
@attribute attr160 numeric
@attribute attr161 numeric
@attribute attr162 numeric
@attribute attr163 numeric
@attribute target {1,2}

@data
0.285727,0.254671,0.225456,0.197914,0.171933,0.147425,0.124366,0.102751,0.082534,0.06366,0.046068,0.029669,0.01439,0.000156,-0.013083,-0.025384,-0.036814,-0.047466,-0.057453,-0.066831,-0.075649,-0.083901,-0.09155,-0.098583,-0.105044,-0.110977,-0.116474,-0.121797,-0.127201,-0.132854,-0.138867,-0.145384,-0.152673,-0.161186,-0.171496,-0.184506,-0.20193,-0.226351,-0.259098,-0.294818,-0.32333,-0.341762,-0.35326,-0.361351,-0.368241,-0.375187,-0.383122,-0.392705,-0.404166,-0.416858,-0.428835,-0.437958,-0.443436,-0.445868,-0.446384,-0.445868,-0.445028,-0.444139,-0.443125,-0.441794,-0.440035,-0.437808,-0.435103,-0.431994,-0.428711,-0.425421,-0.422305,-0.419513,-0.416995,-0.414644,-0.412113,-0.409097,-0.405409,-0.401423,-0.398308,-0.396125,-0.39472,-0.39383,-0.393308,-0.393003,-0.392742,-0.392605,-0.392767,-0.393277,-0.393992,-0.394813,-0.395596,-0.396336,-0.396977,-0.397425,-0.397698,-0.397829,-0.397798,-0.397605,-0.397251,-0.396734,-0.396013,-0.395186,-0.39406,-0.39222,-0.389291,-0.385056,-0.379851,-0.373328,-0.365623,-0.356345,-0.345593,-0.333174,-0.318884,-0.302423,-0.283487,-0.261772,-0.236985,-0.20869,-0.176907,-0.141436,-0.101904,-0.059201,-0.013133,0.034955,0.083995,0.133831,0.183207,0.229909,0.273793,0.314084,0.352322,0.387389,0.419421,0.44825,0.473641,0.495636,0.514217,0.528508,0.539782,0.548345,0.553967,0.556703,0.557387,0.556181,0.553444,0.548936,0.542487,0.534353,0.524242,0.512613,0.500393,0.488056,0.475388,0.462329,0.448623,0.434327,0.419321,0.403719,0.387799,0.371668,0.355158,0.338318,0.320999,0.303239,0.285043,0.266312,0.247116,1
0.26638,0.235007,0.205474,0.177615,0.151313,0.1265,0.103169,0.081296,0.060831,0.041725,0.023941,0.007368,-0.008118,-0.02256,-0.035995,-0.048503,-0.060153,-0.071031,-0.081224,-0.090804,-0.099835,-0.10831,-0.116167,-0.123395,-0.130035,-0.136144,-0.141815,-0.147238,-0.152674,-0.158277,-0.164145,-0.170439,-0.177419,-0.185487,-0.195222,-0.207508,-0.223939,-0.246974,-0.277958,-0.311845,-0.338889,-0.356314,-0.367112,-0.37466,-0.381041,-0.38741,-0.394649,-0.403384,-0.413866,-0.42551,-0.43653,-0.444912,-0.449891,-0.452022,-0.452374,-0.451763,-0.450879,-0.449947,-0.448903,-0.447525,-0.445672,-0.443343,-0.440533,-0.437302,-0.433905,-0.430507,-0.427289,-0.424404,-0.421822,-0.419444,-0.416887,-0.413872,-0.410234,-0.406318,-0.403303,-0.401141,-0.399715,-0.398782,-0.398207,-0.397824,-0.39746,-0.397194,-0.397231,-0.39759,-0.398102,-0.398708,-0.39927,-0.399813,-0.40027,-0.400487,-0.400474,-0.400277,-0.399863,-0.399227,-0.398374,-0.397324,-0.396033,-0.394594,-0.392796,-0.390288,-0.386712,-0.381819,-0.375994,-0.368823,-0.360502,-0.350576,-0.339173,-0.326108,-0.311191,-0.294136,-0.274628,-0.252323,-0.226954,-0.198082,-0.165763,-0.129874,-0.089964,-0.046922,-0.000477,0.047977,0.097294,0.147465,0.197332,0.244291,0.288315,0.328664,0.367209,0.40269,0.435212,0.464523,0.490281,0.512729,0.531773,0.546357,0.557982,0.567038,0.573153,0.576242,0.577248,0.576291,0.57387,0.569601,0.563294,0.555332,0.545436,0.534021,0.521957,0.509702,0.497082,0.484061,0.470366,0.456103,0.441142,0.425576,0.40972,0.393653,0.377142,0.360303,0.342995,0.325285,0.307161,0.288457,0.269252,1
0.269944,0.238487,0.208876,0.180925,0.154561,0.129671,0.106231,0.084266,0.063726,0.044543,0.026661,0.010012,-0.005528,-0.020021,-0.033516,-0.046075,-0.057755,-0.068654,-0.078883,-0.088531,-0.097627,-0.106152,-0.114071,-0.121364,-0.128056,-0.134221,-0.139946,-0.145448,-0.150975,-0.156657,-0.162593,-0.168962,-0.176044,-0.184229,-0.194069,-0.206461,-0.222992,-0.246147,-0.277282,-0.311336,-0.338512,-0.356029,-0.366909,-0.374555,-0.381011,-0.387443,-0.394767,-0.403596,-0.41416,-0.425896,-0.437018,-0.445494,-0.450538,-0.452712,-0.453115,-0.452582,-0.451771,-0.450897,-0.449906,-0.44858,-0.44677,-0.444447,-0.441628,-0.438399,-0.43501,-0.431633,-0.428424,-0.425536,-0.422934,-0.420542,-0.418002,-0.415009,-0.411385,-0.40745,-0.404395,-0.402183,-0.400709,-0.399711,-0.39906,-0.398621,-0.398205,-0.397883,-0.397852,-0.398168,-0.398652,-0.399228,-0.399736,-0.400219,-0.400622,-0.400795,-0.400746,-0.400498,-0.400039,-0.399376,-0.398484,-0.3974,-0.39613,-0.394686,-0.392864,-0.390305,-0.386668,-0.381718,-0.375819,-0.368594,-0.360211,-0.350198,-0.338729,-0.325606,-0.310642,-0.293547,-0.274005,-0.251705,-0.226375,-0.197551,-0.165257,-0.1294,-0.089541,-0.046633,-0.000292,0.048087,0.09716,0.147181,0.196948,0.243797,0.287647,0.327841,0.366399,0.401946,0.4345,0.463808,0.489577,0.512038,0.531042,0.54554,0.557133,0.566155,0.572184,0.575183,0.576124,0.575139,0.572692,0.568373,0.562022,0.554042,0.544134,0.532671,0.520533,0.508221,0.49555,0.482452,0.468672,0.454334,0.439296,0.423651,0.407715,0.391555,0.374956,0.35804,0.340629,0.322809,0.304581,0.285769,0.266456,1
0.264495,0.233165,0.203686,0.175898,0.149676,0.124923,0.10162,0.079779,0.059333,0.040244,0.022463,0.005884,-0.009577,-0.024008,-0.037445,-0.049927,-0.061532,-0.072385,-0.082559,-0.092115,-0.101123,-0.109582,-0.117424,-0.124642,-0.131256,-0.137333,-0.142985,-0.14842,-0.153862,-0.15947,-0.165356,-0.171674,-0.178689,-0.186802,-0.196563,-0.208859,-0.225295,-0.248302,-0.279249,-0.313146,-0.340163,-0.357556,-0.368384,-0.375985,-0.382395,-0.388768,-0.396012,-0.404748,-0.41523,-0.426903,-0.437947,-0.446363,-0.451366,-0.45352,-0.45389,-0.45331,-0.452434,-0.451521,-0.450496,-0.449133,-0.4473,-0.444962,-0.442149,-0.438922,-0.435516,-0.432111,-0.428872,-0.425978,-0.423374,-0.42098,-0.418432,-0.415422,-0.411794,-0.407876,-0.404816,-0.402613,-0.401139,-0.400145,-0.399497,-0.399041,-0.398603,-0.39827,-0.398226,-0.398504,-0.398955,-0.399497,-0.399991,-0.40046,-0.400818,-0.400941,-0.400855,-0.400565,-0.400065,-0.399343,-0.398381,-0.397208,-0.395833,-0.394309,-0.392427,-0.389836,-0.386158,-0.381161,-0.375207,-0.367902,-0.35945,-0.349393,-0.337899,-0.324757,-0.309777,-0.292662,-0.273086,-0.250758,-0.225412,-0.196557,-0.164252,-0.128369,-0.088457,-0.045441,0.001029,0.049498,0.098862,0.14917,0.199182,0.246276,0.290414,0.3309,0.369541,0.405121,0.437735,0.467102,0.492929,0.515411,0.534482,0.549067,0.560691,0.569754,0.575862,0.578941,0.579928,0.578966,0.576541,0.572265,0.565966,0.558038,0.548191,0.536808,0.524746,0.512512,0.499919,0.486913,0.473241,0.459002,0.444065,0.428517,0.412661,0.396589,0.380078,0.363241,0.345929,0.328197,0.310034,0.291296,0.272065,1
0.274571,0.243114,0.213537,0.185678,0.159418,0.13465,0.111361,0.089539,0.069172,0.050196,0.032556,0.016144,0.000848,-0.013383,-0.02661,-0.038922,-0.05035,-0.060969,-0.070893,-0.080196,-0.088935,-0.097084,-0.104607,-0.111477,-0.117734,-0.123438,-0.128704,-0.133763,-0.138872,-0.144195,-0.149849,-0.156005,-0.162901,-0.17095,-0.180729,-0.193117,-0.209773,-0.233256,-0.264939,-0.299549,-0.327063,-0.344741,-0.355674,-0.363316,-0.369785,-0.376286,-0.383752,-0.392804,-0.403675,-0.415805,-0.427314,-0.43611,-0.441369,-0.443695,-0.444184,-0.443676,-0.442886,-0.442071,-0.441118,-0.439839,-0.438116,-0.435903,-0.433201,-0.430091,-0.4268,-0.42349,-0.420318,-0.417453,-0.414871,-0.412463,-0.409856,-0.406771,-0.403029,-0.399004,-0.395895,-0.393676,-0.392228,-0.3913,-0.390754,-0.390435,-0.390171,-0.390021,-0.39019,-0.390685,-0.391356,-0.392134,-0.392848,-0.393519,-0.394083,-0.394434,-0.394591,-0.394578,-0.39439,-0.394014,-0.393488,-0.392861,-0.392071,-0.391143,-0.389889,-0.387965,-0.385006,-0.380712,-0.37544,-0.368795,-0.360996,-0.35158,-0.340629,-0.327972,-0.313428,-0.296697,-0.277476,-0.255429,-0.230303,-0.201699,-0.169665,-0.13402,-0.094338,-0.051591,-0.005496,0.042592,0.091464,0.141188,0.190606,0.237152,0.280783,0.320828,0.3591,0.394337,0.426634,0.455721,0.481298,0.503578,0.522428,0.536853,0.548394,0.557389,0.563395,0.566398,0.567363,0.566404,0.563984,0.559659,0.553277,0.54524,0.535223,0.523651,0.511426,0.499033,0.486288,0.473124,0.459244,0.444776,0.429587,0.413783,0.397678,0.381335,0.364554,0.347433,0.329812,0.311751,0.293245,0.274169,0.254598,1
0.271558,0.240218,0.210745,0.182963,0.156785,0.132136,0.108954,0.087226,0.066947,0.048065,0.030495,0.014141,-0.001101,-0.015307,-0.028521,-0.04078,-0.052165,-0.062782,-0.0727,-0.082007,-0.090745,-0.098891,-0.106418,-0.113322,-0.119626,-0.125381,-0.130686,-0.135792,-0.140942,-0.146309,-0.152014,-0.158212,-0.165153,-0.17323,-0.182999,-0.195345,-0.211948,-0.235323,-0.266807,-0.301261,-0.328738,-0.346439,-0.3574,-0.365077,-0.371587,-0.378116,-0.385588,-0.394626,-0.405461,-0.417545,-0.42903,-0.437794,-0.443049,-0.445396,-0.445914,-0.445427,-0.444647,-0.443817,-0.442881,-0.441632,-0.43991,-0.4377,-0.43501,-0.431901,-0.428618,-0.42531,-0.422146,-0.419293,-0.416715,-0.414318,-0.411741,-0.408695,-0.404999,-0.401011,-0.397928,-0.395712,-0.394264,-0.393334,-0.392791,-0.392472,-0.392191,-0.392017,-0.392141,-0.392616,-0.393265,-0.394001,-0.394676,-0.395306,-0.395837,-0.396142,-0.396255,-0.396199,-0.395968,-0.395556,-0.394969,-0.394232,-0.393302,-0.392266,-0.390937,-0.388908,-0.385819,-0.381424,-0.376069,-0.369346,-0.361432,-0.351907,-0.340903,-0.328213,-0.313614,-0.296823,-0.277549,-0.255459,-0.230286,-0.201605,-0.169473,-0.133726,-0.093991,-0.051135,-0.004852,0.043447,0.092532,0.142435,0.192088,0.238907,0.282818,0.323065,0.36144,0.396712,0.429013,0.458112,0.483753,0.506093,0.525024,0.539523,0.551089,0.560109,0.566176,0.569234,0.570233,0.569284,0.566869,0.562606,0.556295,0.548331,0.538406,0.526946,0.51485,0.502566,0.489908,0.476825,0.463056,0.448693,0.433601,0.417878,0.401843,0.385601,0.368911,0.351871,0.334344,0.316368,0.297961,0.27898,0.259505,1
0.27209,0.240719,0.211244,0.183463,0.157222,0.13249,0.109253,0.087469,0.067105,0.04812,0.030455,0.014025,-0.001296,-0.015563,-0.028827,-0.041149,-0.052599,-0.063289,-0.073287,-0.082655,-0.091462,-0.099708,-0.107325,-0.114287,-0.120645,-0.126448,-0.131815,-0.136982,-0.142211,-0.147653,-0.153406,-0.159645,-0.166632,-0.174754,-0.184564,-0.196949,-0.213579,-0.236946,-0.268454,-0.302935,-0.33041,-0.348093,-0.35907,-0.366761,-0.373293,-0.379869,-0.38738,-0.396449,-0.407313,-0.419399,-0.430861,-0.439619,-0.444886,-0.447242,-0.447778,-0.447329,-0.446568,-0.445746,-0.444811,-0.443545,-0.441819,-0.439619,-0.436939,-0.433834,-0.43055,-0.427252,-0.424092,-0.421231,-0.418657,-0.416289,-0.413746,-0.410723,-0.407058,-0.403087,-0.400008,-0.397795,-0.396324,-0.395377,-0.39481,-0.394454,-0.39413,-0.393906,-0.393981,-0.394405,-0.395009,-0.395713,-0.396368,-0.396979,-0.397477,-0.397739,-0.397789,-0.397677,-0.397396,-0.396929,-0.396281,-0.39547,-0.394467,-0.393364,-0.391949,-0.389836,-0.386626,-0.382132,-0.376697,-0.369896,-0.361924,-0.352332,-0.341243,-0.328472,-0.313824,-0.296989,-0.277667,-0.255552,-0.230377,-0.201705,-0.169574,-0.133828,-0.094067,-0.051159,-0.004879,0.043364,0.092467,0.142462,0.192152,0.238924,0.28278,0.323051,0.361478,0.39685,0.429249,0.458444,0.484168,0.506551,0.525543,0.540103,0.551709,0.560753,0.566855,0.569934,0.570931,0.569996,0.567603,0.563377,0.557119,0.549215,0.539367,0.527955,0.515881,0.503634,0.491012,0.477978,0.464241,0.449905,0.434852,0.419151,0.403126,0.386902,0.370229,0.353219,0.335723,0.317784,0.299403,0.28043,0.260958,1
0.270908,0.238207,0.207431,0.178442,0.151076,0.125276,0.10105,0.078351,0.057119,0.037309,0.01887,0.001714,-0.014271,-0.029143,-0.042971,-0.055792,-0.067676,-0.078736,-0.089059,-0.098735,-0.107819,-0.116293,-0.124119,-0.131304,-0.137859,-0.143873,-0.149453,-0.154813,-0.160192,-0.165747,-0.171585,-0.177857,-0.184784,-0.192773,-0.202386,-0.214477,-0.230689,-0.253539,-0.284428,-0.318236,-0.345061,-0.362178,-0.372684,-0.379957,-0.386078,-0.39225,-0.399327,-0.407965,-0.418414,-0.43009,-0.441175,-0.449574,-0.454481,-0.456487,-0.456708,-0.455965,-0.454965,-0.45399,-0.452946,-0.451599,-0.449819,-0.447554,-0.44478,-0.441559,-0.438105,-0.434613,-0.431267,-0.428215,-0.425447,-0.422874,-0.420131,-0.416917,-0.413016,-0.408795,-0.405341,-0.402793,-0.400994,-0.399673,-0.398673,-0.397842,-0.397037,-0.396332,-0.39588,-0.395747,-0.395791,-0.395911,-0.39598,-0.39598,-0.395873,-0.395565,-0.395062,-0.394395,-0.393546,-0.392482,-0.39118,-0.389645,-0.387909,-0.386066,-0.383908,-0.381064,-0.377139,-0.371942,-0.365796,-0.358353,-0.34976,-0.339638,-0.328087,-0.31492,-0.299947,-0.282911,-0.263516,-0.241441,-0.216421,-0.188024,-0.156273,-0.121056,-0.081969,-0.039756,0.005728,0.053181,0.101584,0.1509,0.199838,0.246379,0.290265,0.330786,0.369406,0.405001,0.437677,0.467245,0.493472,0.516334,0.535817,0.551035,0.563189,0.572481,0.578678,0.581905,0.582956,0.581999,0.579414,0.574997,0.568574,0.56039,0.550148,0.538327,0.525802,0.513113,0.500065,0.486564,0.472365,0.457512,0.441917,0.425686,0.40909,0.392249,0.374993,0.357353,0.339222,0.320613,0.301558,0.281948,0.261848,2
0.270446,0.237728,0.206909,0.17784,0.150443,0.124651,0.100413,0.077691,0.056441,0.036619,0.018155,0.000975,-0.01501,-0.0299,-0.043733,-0.056548,-0.068437,-0.079496,-0.089819,-0.099501,-0.108566,-0.117027,-0.124859,-0.13203,-0.138579,-0.144574,-0.150116,-0.155419,-0.160754,-0.166284,-0.172109,-0.178343,-0.185244,-0.193221,-0.202801,-0.214867,-0.231097,-0.254014,-0.285028,-0.319036,-0.346004,-0.363159,-0.373652,-0.380886,-0.386951,-0.393084,-0.40013,-0.408736,-0.419178,-0.43086,-0.441945,-0.45033,-0.455193,-0.45713,-0.457269,-0.456445,-0.455363,-0.454312,-0.453186,-0.451771,-0.449915,-0.447562,-0.444725,-0.441441,-0.437906,-0.434326,-0.430911,-0.427809,-0.424991,-0.422355,-0.419562,-0.416291,-0.412321,-0.408025,-0.404521,-0.401923,-0.400086,-0.398733,-0.397695,-0.396821,-0.395978,-0.395242,-0.394764,-0.394607,-0.394626,-0.394707,-0.394745,-0.394714,-0.394575,-0.394254,-0.393757,-0.393072,-0.392204,-0.391122,-0.389794,-0.388259,-0.386529,-0.384692,-0.382554,-0.379735,-0.375835,-0.370645,-0.364499,-0.357076,-0.348495,-0.338392,-0.326868,-0.313745,-0.298817,-0.281826,-0.262494,-0.240483,-0.215528,-0.187232,-0.155577,-0.120418,-0.081365,-0.039147,0.006291,0.053666,0.102017,0.151293,0.20021,0.24673,0.290589,0.331083,0.369664,0.405213,0.437849,0.467397,0.493604,0.516452,0.535916,0.551102,0.56323,0.572516,0.578693,0.581876,0.582883,0.581882,0.579247,0.574793,0.568345,0.560129,0.549837,0.537954,0.525404,0.51269,0.499631,0.486118,0.471914,0.457055,0.441454,0.425217,0.40861,0.391757,0.374495,0.35685,0.33872,0.320118,0.301057,0.281455,0.261375,2
0.269708,0.236991,0.206175,0.17711,0.149719,0.123909,0.099637,0.076895,0.055621,0.035746,0.017233,0.000012,-0.01603,-0.030961,-0.044826,-0.057681,-0.069607,-0.080717,-0.091088,-0.100799,-0.109921,-0.118434,-0.126308,-0.133516,-0.140097,-0.146114,-0.151678,-0.157017,-0.162394,-0.167958,-0.173799,-0.180048,-0.186961,-0.194941,-0.204527,-0.216604,-0.232815,-0.255682,-0.286636,-0.320551,-0.347484,-0.364611,-0.375069,-0.38229,-0.388363,-0.394492,-0.401544,-0.41017,-0.420622,-0.432322,-0.44342,-0.451821,-0.456708,-0.458665,-0.458816,-0.457994,-0.456915,-0.455855,-0.454713,-0.453276,-0.451425,-0.449104,-0.446287,-0.443025,-0.439524,-0.435992,-0.432611,-0.429537,-0.426751,-0.42416,-0.421406,-0.418169,-0.414242,-0.409982,-0.4065,-0.403915,-0.402077,-0.400709,-0.399643,-0.398746,-0.397868,-0.397071,-0.39655,-0.396349,-0.396312,-0.396343,-0.39633,-0.396243,-0.396054,-0.395672,-0.395107,-0.394361,-0.393426,-0.392284,-0.390904,-0.389298,-0.38751,-0.385621,-0.383413,-0.380534,-0.376575,-0.371336,-0.365144,-0.357679,-0.349071,-0.338939,-0.327396,-0.314253,-0.299315,-0.28232,-0.262972,-0.240952,-0.215995,-0.187695,-0.156026,-0.120837,-0.081778,-0.039575,0.005934,0.053425,0.101895,0.151294,0.200334,0.246954,0.290894,0.331466,0.370142,0.405795,0.438537,0.468168,0.494442,0.517353,0.536895,0.552184,0.564399,0.573746,0.579982,0.583232,0.584299,0.583345,0.58076,0.576363,0.569951,0.561776,0.551544,0.539731,0.527234,0.514561,0.501531,0.488049,0.473864,0.459033,0.443456,0.427245,0.410683,0.393869,0.376636,0.359019,0.34092,0.322344,0.303316,0.283736,0.263679,2
0.331854,0.300391,0.27083,0.242969,0.216661,0.191843,0.168482,0.146598,0.126134,0.107057,0.089329,0.07285,0.057522,0.04327,0.030043,0.017751,0.006332,-0.004324,-0.014323,-0.023744,-0.032617,-0.040956,-0.048722,-0.055883,-0.062477,-0.068569,-0.074272,-0.079816,-0.085481,-0.091477,-0.097932,-0.105016,-0.11305,-0.122489,-0.133985,-0.148593,-0.168167,-0.195398,-0.231534,-0.270648,-0.301851,-0.322239,-0.335193,-0.344486,-0.352487,-0.36052,-0.369591,-0.380418,-0.39327,-0.407433,-0.420755,-0.430921,-0.437082,-0.439947,-0.440793,-0.440564,-0.439991,-0.439336,-0.438457,-0.437114,-0.435166,-0.432595,-0.429457,-0.425886,-0.422137,-0.418407,-0.414899,-0.411761,-0.408929,-0.406287,-0.403429,-0.400011,-0.395854,-0.391398,-0.38791,-0.385447,-0.383868,-0.382882,-0.382322,-0.382016,-0.381787,-0.381723,-0.382016,-0.382703,-0.383626,-0.384677,-0.385714,-0.38672,-0.387649,-0.388407,-0.389043,-0.389572,-0.389966,-0.390189,-0.390221,-0.390106,-0.389903,-0.389693,-0.389222,-0.388076,-0.385848,-0.382347,-0.377898,-0.372169,-0.365301,-0.356892,-0.347089,-0.335689,-0.322494,-0.307217,-0.28956,-0.269197,-0.245855,-0.219089,-0.188918,-0.15515,-0.117397,-0.076462,-0.032127,0.014206,0.0615,0.1098,0.157731,0.203052,0.245553,0.284573,0.321676,0.355686,0.386749,0.414699,0.439288,0.460523,0.47832,0.491834,0.502381,0.510185,0.515004,0.516958,0.516869,0.514908,0.511445,0.506245,0.499109,0.490223,0.479281,0.466799,0.453814,0.440803,0.427576,0.413999,0.399823,0.385088,0.369652,0.353643,0.337367,0.320931,0.30414,0.287036,0.269468,0.251467,0.233039,0.214083,0.194694,2
0.331887,0.30039,0.270769,0.242844,0.216471,0.191584,0.168179,0.14623,0.125698,0.106552,0.08876,0.072246,0.056882,0.042554,0.029262,0.016943,0.005495,-0.005197,-0.015253,-0.024718,-0.033611,-0.041957,-0.049731,-0.056901,-0.063487,-0.069589,-0.07531,-0.08084,-0.086504,-0.092511,-0.099001,-0.106127,-0.114162,-0.123614,-0.135164,-0.149841,-0.169502,-0.196848,-0.233113,-0.272352,-0.303684,-0.324165,-0.337183,-0.346514,-0.354517,-0.362565,-0.371655,-0.382531,-0.395454,-0.409667,-0.423035,-0.433231,-0.439397,-0.442251,-0.443071,-0.442785,-0.442143,-0.441431,-0.440509,-0.439098,-0.437083,-0.434458,-0.431273,-0.427631,-0.423804,-0.420003,-0.416424,-0.41322,-0.410341,-0.407665,-0.404773,-0.401321,-0.397119,-0.392593,-0.389034,-0.38651,-0.38487,-0.383808,-0.383173,-0.382791,-0.38248,-0.382334,-0.38255,-0.383186,-0.38405,-0.385035,-0.386021,-0.386993,-0.387883,-0.388601,-0.389173,-0.389644,-0.389974,-0.390152,-0.390159,-0.389993,-0.389726,-0.389434,-0.388887,-0.387673,-0.385372,-0.381793,-0.377268,-0.371464,-0.364542,-0.356081,-0.346228,-0.334793,-0.321565,-0.306283,-0.28865,-0.268328,-0.245044,-0.21834,-0.188229,-0.15452,-0.1168,-0.075914,-0.031647,0.014642,0.06191,0.110176,0.158123,0.203471,0.245972,0.285033,0.322155,0.356195,0.387323,0.415337,0.439988,0.46125,0.479062,0.492601,0.503134,0.510908,0.515701,0.517621,0.5175,0.515517,0.512046,0.506834,0.499682,0.490796,0.479856,0.467372,0.454385,0.441392,0.428183,0.414631,0.400475,0.385759,0.370338,0.354345,0.338085,0.321685,0.304923,0.287849,0.270324,0.252379,0.234002,0.215091,0.195723,2
0.331915,0.300397,0.270748,0.24279,0.216396,0.191476,0.168031,0.146055,0.125516,0.106375,0.088569,0.072028,0.056656,0.04234,0.029035,0.016696,0.005222,-0.005496,-0.015566,-0.025044,-0.033963,-0.042348,-0.050154,-0.057344,-0.063975,-0.070103,-0.075824,-0.081374,-0.087051,-0.093077,-0.099574,-0.1067,-0.114748,-0.124188,-0.13572,-0.150367,-0.169959,-0.197231,-0.233421,-0.272568,-0.303806,-0.324238,-0.337238,-0.346551,-0.354529,-0.362564,-0.371648,-0.3825,-0.395385,-0.409568,-0.422924,-0.433114,-0.439281,-0.442141,-0.442968,-0.442701,-0.442084,-0.441385,-0.440469,-0.439077,-0.437081,-0.434475,-0.431303,-0.427679,-0.42389,-0.420114,-0.416554,-0.413369,-0.410496,-0.407807,-0.404915,-0.401475,-0.397293,-0.392792,-0.389257,-0.386753,-0.385132,-0.384083,-0.38346,-0.383091,-0.382799,-0.382665,-0.382881,-0.383511,-0.384381,-0.385386,-0.386371,-0.387331,-0.388215,-0.388933,-0.389512,-0.389976,-0.3903,-0.390465,-0.390446,-0.390287,-0.39002,-0.389721,-0.389168,-0.387948,-0.385646,-0.382048,-0.377509,-0.371706,-0.36477,-0.356315,-0.346449,-0.334975,-0.321714,-0.306387,-0.288708,-0.268347,-0.245023,-0.218291,-0.188165,-0.154435,-0.116713,-0.075818,-0.03149,0.014878,0.062219,0.110513,0.158439,0.203802,0.246293,0.285287,0.322399,0.356447,0.387565,0.415548,0.440169,0.461408,0.479214,0.492729,0.503256,0.511044,0.51585,0.517776,0.517668,0.515684,0.512213,0.506994,0.499836,0.490955,0.480021,0.467549,0.454593,0.441619,0.428415,0.414862,0.400705,0.385988,0.370579,0.354591,0.338336,0.321929,0.305165,0.288096,0.27057,0.252618,0.23424,0.215334,0.195977,2
