@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute target {1,2}

@data
-0.276682,-0.232234,-0.055738,-0.058111,-0.223604,-0.183903,-0.082277,0.066602,0.150751,0.188294,0.486915,0.820274,0.906796,1.052654,1.324304,1.506627,1.680966,2.144217,2.383933,2.550505,2.802736,3.421338,3.576905,3.521238,3.27138,2.952693,2.741242,2.551152,2.251021,1.888533,1.676003,1.655937,1.68485,1.600917,1.14716,0.960522,0.843145,0.747777,0.667296,0.519064,0.424558,0.150535,0.054303,0.008345,-0.039987,-0.185413,-0.182177,0.015465,0.060129,0.062502,-0.094144,-0.143339,-0.041713,0.126154,0.023665,0.202103,0.217423,0.177937,-0.03826,-0.179372,-0.576598,-0.713393,-0.809625,-0.860115,-1.08408,-1.047831,-0.920961,-0.882554,-0.896579,-0.805957,-0.919235,-0.918156,2
-0.260164,-0.21884,-0.06489,-0.065497,-0.216004,-0.229779,-0.198989,-0.114316,0.013706,0.144362,0.274208,0.450441,0.895278,0.981369,1.058142,1.127622,1.443626,1.681035,1.876715,2.140052,2.351126,2.606968,2.777125,3.268957,3.385838,3.32993,3.127565,2.879421,2.72466,2.66551,2.517636,1.805208,1.611757,1.61196,1.65774,1.600008,1.014792,0.89386,0.771307,0.654021,0.498652,0.393925,0.110939,0.011883,-0.039569,-0.162122,-0.188455,-0.161717,-0.001283,0.058271,0.035584,-0.075018,-0.125862,0.136462,0.015732,0.169886,0.16786,-0.021743,-0.154829,-0.475898,-0.552671,-0.724245,-0.808715,-0.927825,-1.123302,-1.104868,-0.949702,-0.90615,-0.88407,-0.775697,-0.872321,-0.862193,2
-0.348131,-0.365478,-0.265903,-0.346779,-0.330334,-0.274013,-0.018769,0.063008,0.083959,0.294372,0.457476,0.544885,0.714973,1.189416,1.489942,2.232921,2.337677,2.433422,2.575575,3.118504,3.328917,3.353022,3.185863,2.957202,2.841858,2.848616,2.774949,2.476676,2.098879,1.879679,1.902658,1.816601,1.036675,0.745611,0.563133,0.609541,0.571694,0.213271,0.096124,0.075398,-0.049408,-0.06743,-0.023951,0.183083,0.23625,0.23287,0.116625,0.007138,0.047013,0.206738,0.069992,0.230167,0.102883,-0.01967,-0.176016,-0.524076,-0.603601,-0.759045,-0.872812,-0.854339,-0.936567,-0.889708,-0.948282,-1.11927,-1.179871,-1.084577,-0.963375,-0.864251,-0.729082,-0.616892,-0.952562,-0.95887,2
-0.347999,-0.291763,-0.12223,-0.23841,-0.195976,0.03515,0.160394,0.447549,0.814012,1.064707,1.363604,1.584017,1.772708,2.24258,2.545184,2.737171,3.277081,3.428486,3.389553,3.177586,2.910618,2.745411,2.69556,2.573818,2.259059,1.896098,1.69134,1.716059,1.640872,0.999201,0.872309,0.75036,0.610902,0.513467,0.418298,0.148034,0.054513,0.011254,-0.022117,-0.141593,-0.153541,-0.124084,0.045655,0.10148,0.078614,-0.03942,-0.103896,0.017228,0.139794,0.034532,0.171723,0.202623,-0.067023,-0.575416,-0.647308,-0.746803,-0.78965,-0.767814,-0.835586,-0.818077,-0.861542,-0.824669,-0.882141,-1.118416,-1.175682,-1.140869,-1.035194,-0.919014,-0.72744,-0.701278,-0.870193,-0.875549,2
-0.370459,-0.348784,-0.135008,-0.255496,-0.215333,0.020542,0.14868,0.840793,1.098769,1.406257,1.63512,1.829558,2.301096,2.615597,2.812372,3.336186,3.468573,3.413748,3.197423,2.929247,2.756059,2.693797,2.560984,1.876733,1.674008,1.695895,1.617695,1.180157,0.994431,0.871606,0.752818,0.639131,0.486555,0.104905,-0.040446,-0.172833,-0.199396,-0.171133,0.015442,0.044767,-0.072958,-0.142021,-0.001983,0.11808,0.10023,0.01778,0.15378,0.213067,-0.081671,-0.318821,-0.649897,-0.772722,-0.737022,-0.83966,-0.827547,-0.868772,-0.810334,-0.865372,-0.860697,-0.989047,-1.008385,-0.894697,-0.917435,-0.87706,-0.90766,-0.869622,-0.87026,-0.802472,-0.821172,-0.782709,-0.899372,-0.903622,2
-0.355099,-0.342103,-0.223281,-0.317349,-0.299608,-0.24226,0.026946,0.136072,0.37846,0.552773,0.618373,0.703157,0.86633,1.324083,1.63207,2.175845,2.404206,2.502398,2.589039,2.735504,3.278659,3.456892,3.441627,3.003678,2.870829,2.855563,2.745199,2.409775,2.012878,1.782454,1.774822,1.675597,1.174731,0.967824,0.830436,0.67964,0.596093,0.593412,0.436633,0.148036,0.05005,-0.190688,-0.202446,0.014568,0.064077,0.060777,-0.08053,-0.134165,-0.002141,0.13504,0.035816,0.155669,0.203322,-0.057014,-0.289294,-0.640395,-0.77015,-0.734463,-0.79738,-0.760661,-0.804807,-0.766231,-0.995004,-0.904444,-0.828323,-0.927342,-0.905269,-0.845239,-0.856379,-0.805838,-0.881133,-0.876388,2
-0.341226,-0.333241,-0.151585,-0.250598,-0.259181,-0.209076,0.054024,0.138863,0.171002,0.439892,0.691215,0.848516,0.951321,1.305848,1.545793,1.751403,2.023885,2.245465,2.536512,2.734337,3.327012,3.500084,3.471737,3.256546,2.975479,2.802807,2.75889,2.652492,2.338289,1.956214,1.732838,1.71048,1.737828,1.646602,1.164916,0.966892,0.840731,0.717565,0.602184,0.552678,0.453266,0.175194,0.079775,-0.010054,-0.148791,-0.153182,0.02448,0.097542,0.094747,-0.041993,-0.114057,-0.011252,0.142456,0.02448,0.053425,0.175394,0.197552,0.158825,-0.036803,-0.178335,-0.58117,-0.717711,-0.787978,-0.887788,-1.091801,-1.075232,-0.934499,-0.900165,-0.753643,-0.770611,-0.852256,-0.848662,2
-0.296714,-0.266089,-0.144987,-0.118164,-0.239066,-0.235463,-0.183819,0.084206,0.168877,0.198102,0.453917,0.83764,0.953337,1.325851,1.567054,1.766221,2.029843,2.245624,2.548079,2.754853,3.344148,3.515292,3.487269,3.265682,2.975839,2.798489,2.750049,2.640957,2.332898,1.957382,1.736196,1.713577,1.7406,1.649123,1.168919,0.974355,0.848849,0.773986,0.697322,0.612851,0.558205,0.454718,0.170279,0.071395,-0.176413,-0.177014,0.02976,0.075199,0.070995,-0.067121,-0.129173,-0.019681,0.126842,0.015548,0.182689,0.150662,-0.031892,-0.087338,-0.566141,-0.702456,-0.769712,-0.847778,-0.8736,-1.02873,-1.056153,-1.035135,-0.927445,-0.89762,-0.906627,-0.815551,-0.854584,-0.851381,2
-0.296966,-0.27323,-0.233671,-0.08522,-0.023591,-0.198068,-0.17454,-0.084804,0.048656,0.190028,0.329943,0.999325,1.105094,1.211487,1.306013,1.445719,1.620404,1.781555,2.214624,2.439278,2.590644,2.815298,3.337271,3.440124,3.362255,3.123651,2.831122,2.632077,2.544006,2.403883,1.76823,1.589589,1.634354,1.573557,1.004738,0.891891,0.792577,0.729074,0.496716,0.403856,0.139434,0.046574,0.002018,-0.028796,-0.138313,-0.139562,-0.113744,0.06802,0.096544,-0.035251,-0.115618,-0.061693,0.118822,0.002643,0.020549,0.154009,0.144223,-0.055447,-0.193487,-0.607817,-0.782502,-0.847879,-0.946777,-1.154566,-1.135411,-0.936158,-0.861829,-0.691724,-0.722747,-0.840175,-0.885772,-0.885148,2
-0.260401,-0.216151,-0.059589,-0.21119,-0.158805,-0.052446,0.097965,0.185473,0.224564,0.503359,0.78771,1.061148,1.393321,1.603657,1.779864,2.027902,2.228913,2.426947,2.565451,2.787297,3.337347,3.47347,3.414735,3.178801,2.884329,2.696217,2.630338,2.514851,2.221571,1.875309,1.672116,1.65267,1.681442,1.598498,1.152227,0.969473,0.853589,0.746635,0.59801,0.543442,0.446012,0.161463,0.06185,0.011449,-0.14928,-0.179441,-0.168726,0.031491,0.080305,0.077923,-0.052247,-0.11892,-0.032999,0.143405,0.032681,0.169003,0.188251,0.159082,-0.019308,-0.150074,-0.550904,-0.72711,-0.798744,-0.922763,-1.14818,-1.141037,-0.954115,-0.920977,-0.808864,-0.79418,-0.85232,-0.845573,2
-0.352231,-0.313171,-0.155893,-0.277436,-0.221339,0.024031,0.148482,0.427926,0.761596,0.934041,1.033352,1.386968,1.633377,1.834701,2.105419,2.320663,2.592004,2.778992,3.321466,3.467525,3.424933,3.214675,2.947282,2.782524,2.732245,2.609041,2.288252,1.915314,1.702355,1.68885,1.723547,1.640857,1.17484,0.97684,0.846364,0.718173,0.583749,0.486723,0.385749,0.108591,0.01385,-0.030611,-0.070502,-0.187474,-0.197031,-0.161088,0.017175,0.071193,0.045638,-0.079228,-0.124936,0.010111,0.133315,0.03151,0.186711,0.207072,-0.040584,-0.094395,-0.40064,-0.641648,-0.78272,-0.854191,-0.825519,-0.843179,-1.048451,-0.979681,-0.91839,-0.903431,-0.78459,-0.767345,-0.877876,-0.883278,2
-0.610339,-0.611721,-0.450943,-0.49017,-0.457573,-0.399836,-0.13795,-0.05397,-0.02524,0.208745,0.513173,0.637486,1.020922,1.268167,1.469553,1.977303,2.290295,2.493892,3.1417,3.37679,3.40552,3.22347,2.946667,2.777878,2.717379,2.459084,2.118191,1.93034,2.028133,1.962661,1.715969,1.092471,0.874785,0.724781,0.624502,0.514554,0.507924,0.215375,0.155704,0.224215,0.096034,0.09189,0.156533,0.374771,0.432784,0.263442,0.09631,0.026695,0.04327,0.194656,0.041889,0.038298,0.287476,0.269796,0.178633,-0.161432,-0.708132,-0.901508,-0.995709,-1.065324,-0.923884,-0.919464,-0.99488,-0.914491,-0.69432,-0.254528,-0.182979,-0.252318,-0.887695,-1.032727,-1.14378,-1.171681,2
-0.342804,-0.315838,-0.081179,-0.069446,-0.18163,-0.217446,-0.185129,-0.095999,0.036357,0.176741,0.313832,0.97479,1.084709,1.220565,1.332131,1.490217,1.678769,1.837473,2.26727,2.477229,2.61823,2.833335,3.35535,3.462182,3.390137,3.161447,2.876562,2.685335,2.606703,2.468583,1.800009,1.613105,1.613105,1.660037,1.600549,1.003607,0.881543,0.776976,0.712341,0.483857,0.384435,0.100168,-0.00193,-0.053184,-0.197068,-0.164339,-0.003371,0.042532,-0.094558,-0.154664,-0.11823,0.096257,0.053648,-0.005223,0.020095,0.138454,0.164596,-0.06924,-0.207977,-0.602782,-0.704879,-0.806153,-0.855967,-0.870376,-1.018994,-1.045548,-0.918131,-0.885814,-0.773425,-0.75037,-0.868318,-0.873875,2
-0.233512,-0.111345,0.153351,0.192017,0.184613,-0.007071,0.011028,0.087743,0.430182,0.625773,1.188689,1.845802,2.08335,2.220737,2.257346,2.203666,2.236162,2.155334,2.197701,2.349485,2.916515,2.971017,2.919394,2.7781,2.394321,2.166646,1.974139,1.394564,1.260879,1.321757,1.287205,0.888207,0.772826,0.746912,0.770153,0.739508,0.481599,0.346474,0.012468,-0.106614,-0.171812,-0.197932,-0.261072,-0.24976,-0.224257,-0.106614,-0.068154,-0.204924,-0.144046,0.006504,-0.030723,-0.125536,-0.021262,0.009383,-0.059722,-0.153713,-0.174485,-0.218087,-0.496152,-0.713338,-0.831187,-0.861626,-0.900086,-0.886923,-1.013204,-0.987495,-0.879519,-0.848668,-0.701821,-0.69092,-0.856072,-0.872937,2
-0.376646,-0.341392,-0.125338,-0.056603,-0.215344,-0.182256,0.062749,0.210264,0.998457,1.110522,1.227116,1.458729,1.613728,1.764592,2.194533,2.621126,3.444573,3.558016,3.476676,3.21946,2.897053,2.672137,2.440523,1.778182,1.591473,1.629878,1.561537,1.151487,0.873788,0.742423,0.560835,0.395003,0.017648,-0.191316,-0.20589,-0.022727,0.033994,-0.141094,-0.181666,-0.035135,0.081853,-0.023515,0.172647,0.086777,-0.005593,-0.065859,-0.318349,-0.668919,-0.789059,-0.727413,-0.782559,-0.758925,-0.833766,-0.79221,-0.879065,-0.820374,-0.902699,-1.063016,-1.036822,-0.973798,-0.891473,-0.929681,-0.865475,-0.899941,-0.811905,-0.830812,-0.748881,-0.787286,-0.733125,-0.758925,-0.837311,-0.834357,2
-0.47422,-0.461974,-0.276965,-0.367283,-0.319391,0.016511,0.057624,0.338198,0.659448,0.81056,0.926027,1.315069,1.59455,2.354046,2.585635,2.750524,3.31539,3.490339,3.47197,3.006168,2.853088,2.824003,2.70635,1.972439,1.758127,1.806675,1.733197,1.015907,0.860639,0.641953,0.49106,0.109453,-0.022415,-0.178994,0.051501,0.116888,-0.013011,-0.118199,-0.028319,0.123011,0.108141,0.002078,0.206987,-0.000546,-0.066371,-0.348913,-0.721992,-0.831116,-0.731176,-0.799625,-0.756981,-0.844674,-0.780599,-0.893223,-0.804655,-0.905688,-0.990319,-0.962546,-0.852328,-0.867199,-0.796345,-0.87201,-0.866106,-0.805967,-0.854953,-0.71565,-0.728771,-0.604557,-0.662072,-0.614398,-0.900221,-0.924276,2
-0.393702,-0.387201,-0.316814,-0.382942,-0.35268,-0.240824,0.019876,0.098781,0.113127,0.293353,0.378758,0.487477,0.704017,1.275404,1.615009,2.123855,2.32022,2.378951,2.380744,2.482065,3.163964,3.209468,2.893401,2.816738,2.854621,2.795442,2.494169,2.123182,1.920316,2.002135,1.93399,1.685619,1.070969,0.857119,0.714328,0.620853,0.523118,0.530516,0.634078,0.613231,0.30075,0.24471,0.267574,0.127698,0.29537,0.284162,0.027946,-0.017783,-0.001419,0.134422,0.050138,-0.056563,-0.0133,0.098332,0.0804,-0.031905,-0.158108,-0.699906,-0.84718,-0.956123,-0.968452,-1.136573,-1.064617,-1.032562,-1.061703,-0.91129,-0.851439,-0.793606,-0.462519,-0.540752,-0.887754,-0.953657,2
-0.382147,-0.379803,-0.304562,-0.381679,-0.369021,-0.266121,0.006952,0.092742,0.110556,0.291979,0.40449,0.517001,0.734521,1.31067,1.646327,2.125669,2.317172,2.37999,2.414447,2.533052,2.755495,3.034662,3.243744,3.275622,3.13475,2.941372,2.860739,2.895899,2.829564,2.521332,2.135983,1.921509,1.92901,1.990188,1.912837,1.660859,1.055177,0.855705,0.720223,0.627871,0.530596,0.628339,0.582397,0.48231,0.221191,0.123213,0.122979,-0.00969,0.02922,0.199861,0.234552,-0.035943,0.000155,0.148059,0.103758,0.001092,0.139387,0.167514,0.036955,-0.080947,-0.239165,-0.654751,-0.796327,-0.865475,-1.023458,-0.884695,-0.85938,-0.61842,-0.598496,-0.655923,-0.940951,-0.995565,2
-0.362771,-0.354416,-0.201166,-0.297445,-0.280734,-0.226043,-0.114381,0.034122,0.11464,0.141605,0.38107,0.561856,0.627182,0.709029,0.869306,1.32108,1.629669,1.868754,2.161201,2.382626,2.483843,2.588858,2.729954,3.233762,3.396317,3.375428,3.184957,2.944353,2.811612,2.784076,2.664439,2.334011,1.947563,1.72329,1.695944,1.717973,1.629859,1.16821,0.97622,0.850885,0.712068,0.63117,0.626422,0.609901,0.555779,0.450384,0.175028,0.082926,-0.145715,-0.151791,0.048744,0.09451,0.087674,-0.047156,-0.089314,0.015131,0.172369,0.066025,0.217946,0.184333,0.013232,-0.130333,-0.522858,-0.692629,-0.798784,-0.856893,-1.108892,-1.097688,-0.984317,-0.948236,-0.814925,-0.808469,2
-0.566562,-0.546153,-0.411929,-0.445943,-0.419517,-0.370066,-0.137725,-0.022863,0.221251,0.489699,0.639099,0.762333,1.14983,1.432145,2.168152,2.278566,2.39369,2.540473,3.065595,3.24456,3.253717,3.096207,2.879303,2.762086,2.755545,2.67522,2.046487,1.87511,1.985524,1.932148,1.704779,1.119217,0.90336,0.746635,0.639099,0.512201,0.496764,0.457255,0.158718,0.105081,0.175725,0.080748,0.134909,0.335852,0.406235,0.277244,0.069759,0.028681,0.037838,0.178342,0.028157,0.181481,0.197965,0.065573,-0.156826,-0.791315,-0.906962,-1.008218,-1.000892,-1.07363,-0.992258,-0.985979,-0.918213,-0.878704,-0.705757,-0.24186,-0.188223,-0.246047,-0.857249,-0.985717,-1.08645,-1.10869,2
-0.407375,-0.399072,-0.294949,-0.371695,-0.338034,-0.273182,0.014726,0.098427,0.115258,0.33562,0.368383,0.484623,0.576404,0.748296,1.212359,1.48568,2.215885,2.431984,2.606344,3.217615,3.438427,3.458174,3.273042,3.015878,2.879441,2.889091,2.830073,2.534984,2.1443,1.913166,1.934709,1.834177,0.997157,0.819431,0.625323,0.531523,0.582014,0.547231,0.451636,0.170012,0.080475,0.045917,0.032004,-0.102188,-0.120813,-0.070996,0.120868,0.199408,0.206589,0.070153,-0.046087,0.027292,0.166197,0.040756,0.188188,0.220727,-0.028135,-0.091641,-0.336912,-0.695282,-0.828801,-0.794692,-0.905323,-0.867399,-0.894776,-1.04692,-0.927314,-0.872784,-0.660276,-0.645689,-0.912279,-0.951549,2
-0.359326,-0.285121,-0.065451,-0.047391,-0.169299,-0.215235,-0.184807,-0.094309,0.040948,0.183273,0.978521,1.085117,1.187786,1.277892,1.415308,1.580797,1.744519,2.194852,2.446127,2.610438,2.85288,3.41825,3.544084,3.474984,3.229204,2.919036,2.703881,2.47204,2.15402,1.790062,1.594342,1.588649,1.62693,1.560577,1.157162,0.990496,0.8839,0.82697,0.743735,0.559793,0.391556,0.115546,0.016999,-0.177936,-0.203456,-0.177544,-0.001454,0.037807,0.016606,-0.107854,-0.164587,-0.014607,0.106319,-0.003221,0.176794,-0.081745,-0.304948,-0.645152,-0.782765,-0.756655,-0.82713,-0.812211,-0.857951,-0.82929,-1.068591,-1.020299,-0.926855,-0.910365,-0.782176,-0.760778,-0.845191,-0.832627,2
-0.319315,-0.279837,-0.129984,-0.244791,-0.243784,-0.195646,0.072438,0.156832,0.189058,0.456941,0.686756,0.858362,0.966119,1.325646,1.55808,1.763322,2.034226,2.250547,2.577645,2.789132,3.378877,3.543232,3.498517,3.268904,2.978865,2.797994,2.747237,2.640688,2.324667,1.943791,1.726866,1.699272,1.717399,1.621929,1.141754,0.948596,0.827747,0.713746,0.609815,0.526631,0.427937,0.150588,0.056527,0.009798,-0.039347,-0.182352,-0.182151,0.021279,0.069014,0.069216,-0.074796,-0.138645,-0.022227,0.129842,0.020272,0.172341,0.199532,-0.022227,-0.072782,-0.386386,-0.631106,-0.773708,-0.808352,-0.8436,-0.824264,-1.055892,-1.033132,-0.892141,-0.908657,-0.803921,-0.859914,-0.855684,2
-0.443315,-0.317275,-0.026244,0.029403,0.021612,-0.151727,-0.295573,-0.276932,-0.135311,-0.02207,0.162676,0.432284,0.788422,1.208275,1.576099,1.793677,1.881599,1.859897,1.766689,1.751942,1.962565,1.999291,2.090552,2.409406,2.641453,3.160357,3.198753,3.094972,2.529603,2.20574,1.936689,1.571091,1.289519,1.205771,1.363807,1.386623,1.315951,0.970108,0.909731,0.866605,0.788422,0.286768,-0.219894,-0.31978,-0.371809,-0.328683,-0.086064,-0.086342,-0.21099,0.046653,0.167963,0.164902,0.311253,0.253937,-0.037373,-0.18901,-0.610533,-0.787489,-0.811139,-0.766621,-0.509534,-0.455279,-0.529289,-0.840631,-0.966671,-0.977522,-0.876802,-0.952481,-0.953316,-0.794167,-1.151696,-1.183693,2
-0.410968,-0.454553,-0.406125,-0.46067,-0.426771,-0.353364,-0.180042,-0.080127,0.478836,0.573908,0.694213,0.918767,1.473907,1.912309,2.514602,2.711373,2.751135,2.604322,2.5745,2.848756,2.805171,2.942809,2.811798,2.090473,1.894212,1.869998,1.757848,0.979685,0.788776,0.64604,0.355471,0.31418,0.332787,0.276967,-0.045463,-0.104596,-0.119125,-0.032209,-0.019974,0.132447,0.199482,0.218343,0.088097,0.131427,0.234656,0.24689,0.231342,0.127859,0.188777,0.306278,0.316474,0.206873,-0.004936,-0.128555,-0.519549,-0.700772,-0.842488,-0.873584,-0.980126,-1.197288,-0.870526,-0.774689,-0.796609,-0.929659,-0.863899,-0.814961,-0.59474,-0.639855,-0.911562,-1.021417,-1.07061,-1.0831,2
-0.551838,-0.535938,-0.464389,-0.516064,-0.432854,-0.377735,-0.163351,-0.067952,0.145106,0.369559,0.396059,0.504973,0.751951,1.423986,1.826517,2.399708,2.608261,2.653046,2.537771,2.561886,3.069357,3.091882,2.904528,2.955143,2.827679,2.026856,1.822807,1.922446,1.861497,1.627239,1.045039,0.701601,0.462043,0.553203,0.486423,0.072762,-0.032972,-0.025553,0.203671,0.239975,0.181411,0.016582,-0.048607,0.090781,0.245275,0.24713,0.095551,0.207116,0.24713,-0.125192,-0.186406,-0.785566,-0.91303,-0.863741,-0.91674,-0.867716,-0.8966,-0.814451,-0.819486,-0.733097,-0.742637,-0.913295,-0.859766,-0.847311,-0.903755,-0.903225,-0.828496,-0.698647,-0.508379,-0.525338,-1.061429,-1.122909,2
-0.45737,-0.443311,-0.348949,-0.418529,-0.374446,-0.314874,-0.066578,0.033265,0.249631,0.402373,0.442644,0.540104,0.745747,1.304532,1.648382,2.189058,2.407568,2.484773,2.509079,2.615117,3.091455,3.2828,3.306629,2.978268,2.90416,2.930849,2.839108,2.488586,2.070152,1.849021,1.90335,1.823524,1.012868,0.707382,0.515084,0.577277,0.525092,0.128819,0.009913,-0.09827,0.150026,0.188152,0.169566,-0.002716,-0.054663,0.063766,0.208883,0.194348,0.074012,0.186961,0.236525,-0.073488,-0.129009,-0.368489,-0.727827,-0.860792,-0.82624,-0.899633,-0.867941,-0.90416,-0.831721,-0.801458,-1.022351,-0.900348,-0.939665,-0.867226,-0.60082,-0.586284,-0.712815,-0.851737,-0.970643,-1.009484,2
-0.516433,-0.518964,-0.444807,-0.45569,-0.417979,-0.156783,-0.125146,0.311952,0.354725,0.449383,0.661731,1.249927,1.68829,2.348872,2.616648,2.71738,2.580202,2.669545,2.978323,2.998823,2.812545,2.849244,2.737375,1.975048,1.751311,1.764725,1.698667,1.045425,0.773346,0.549862,0.53493,0.627816,0.590358,0.309168,0.268925,0.345867,0.343082,0.412178,0.02823,-0.041877,0.048225,0.169711,0.156803,0.025193,0.115802,0.147945,-0.193988,-0.735361,-0.856088,-0.956821,-0.903418,-0.945178,-0.919869,-0.990989,-0.966945,-1.035534,-0.972513,-1.024904,-0.990483,-1.059325,-0.892281,-0.949734,-0.749282,-0.526557,-0.324333,-0.328636,-0.358754,-0.41241,-0.833057,-0.956062,-1.037559,-1.069449,2
-0.502016,-0.502537,-0.42145,-0.479071,-0.437876,-0.345056,-0.111441,-0.011059,0.186053,0.364914,0.417321,0.526568,0.757575,1.386458,1.760607,2.292758,2.495607,2.549578,2.494043,2.551143,3.088248,3.112757,2.869234,2.837686,2.878099,2.77146,2.017948,1.812753,1.905834,1.845084,1.612512,1.041772,0.711426,0.494498,0.574021,0.515878,0.166498,0.103401,0.136775,0.326066,0.219166,0.062988,-0.011581,0.069506,0.20978,0.185532,0.026486,0.129474,0.169627,-0.174798,-0.719987,-0.839923,-0.932222,-0.872253,-0.908234,-0.875121,-0.940043,-0.916317,-0.984368,-0.936132,-0.993493,-1.011744,-0.943694,-0.869646,-0.911102,-0.871993,-0.775262,-0.418582,-0.414932,-1.01018,-1.103,-1.104825,2
-0.430207,-0.397434,-0.259739,-0.331381,-0.301403,0.012856,0.127178,0.7402,0.899743,1.01559,1.420291,1.723626,1.947952,2.229947,2.439538,2.527185,2.588919,2.690539,3.043414,3.118612,3.064754,2.758624,2.638713,2.463164,1.716005,1.539186,1.632422,1.600158,1.038962,0.909397,0.708444,0.53696,0.457697,0.100503,0.03445,0.110157,0.354045,0.376655,0.050201,-0.000101,0.007521,0.289262,0.200599,0.026575,0.007775,0.089579,0.085514,-0.062343,-0.271934,-0.672824,-0.84507,-0.951516,-1.055931,-1.151962,-1.415411,-1.134432,-1.013759,-0.974381,-0.996991,-0.868188,-0.882415,-0.823983,-0.683494,-0.31436,-0.275998,-0.317917,-0.41852,-0.559264,-0.845324,-0.969046,-1.049071,-1.078795,2
-0.287412,-0.289114,-0.108834,-0.235264,-0.239521,-0.201848,0.023769,0.146581,0.421578,0.76426,0.905376,0.997113,1.328301,1.574989,1.790389,2.07241,2.297814,2.414027,2.57281,2.743938,3.259025,3.399503,3.361404,3.160477,2.907617,2.756709,2.706903,2.570256,1.856584,1.652252,1.645015,1.689926,1.625221,1.006691,0.804275,0.587172,0.421152,0.154243,0.068254,0.030793,-0.065839,-0.044555,0.108482,0.139131,0.11806,-0.028804,-0.07712,0.193194,0.013978,0.019512,0.139344,0.130405,0.055057,-0.134163,-0.202699,-0.506217,-0.680538,-0.790366,-0.908283,-0.991293,-1.214568,-1.080262,-1.002786,-0.967028,-1.043227,-1.034926,-0.882954,-0.820377,-0.616471,-0.67096,-0.87891,-0.904239,2
-0.580078,-0.597527,-0.418591,-0.512184,-0.458884,-0.238387,0.010981,0.543981,0.709275,0.846966,1.309534,1.616644,2.099834,2.299074,2.474203,2.60777,3.046543,3.171227,3.139818,2.798444,2.708976,2.686768,2.529723,1.763219,1.577303,1.702939,1.672482,1.489422,1.018605,0.762257,0.580466,0.446899,0.365363,-0.004882,-0.06072,-0.06072,0.202925,0.557941,0.503055,0.097594,0.044294,0.077289,0.334906,0.313966,0.099497,0.266377,0.272088,0.046515,-0.245366,-0.32722,-0.696195,-0.938901,-1.050894,-1.023927,-1.108636,-1.089283,-1.00616,-1.003305,-0.901781,-0.848798,-0.936363,-0.847847,-0.897657,-0.879256,-0.70381,-0.144794,-0.115606,-0.207295,-0.942073,-1.194297,-1.304069,-1.345313,2
-0.325363,-0.315854,-0.094057,-0.089855,-0.206393,-0.243985,-0.211479,0.008549,0.139239,0.267275,0.898611,0.99591,1.135666,1.419601,1.631447,1.811008,2.268975,2.589397,2.793503,3.315157,3.433464,3.372652,3.163017,2.8981,2.724952,2.657949,2.514875,1.826487,1.636533,1.637639,1.685625,1.624813,1.0136,0.89065,0.815244,0.685438,0.523126,0.353517,0.081965,-0.008699,-0.051157,-0.070617,-0.155753,-0.153984,0.039286,0.078427,-0.058676,-0.113517,-0.001844,0.136585,0.027345,0.182139,0.200714,-0.064646,-0.120593,-0.434602,-0.604654,-0.707481,-0.808097,-0.91402,-0.875764,-0.8751,-0.914462,-1.061958,-1.005348,-0.931047,-0.942988,-0.869572,-0.726941,-0.729152,-0.924192,-0.939671,2
