@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute target {1,2,3,4,5}

@data
0.19875,0.145517,-0.296938,-0.622013,-0.844778,-0.988772,-0.679806,-0.406606,-0.072808,0.12047,0.423642,0.447217,0.232582,0.323457,0.056109,0.148461,0.203755,0.325592,0.345826,0.406767,0.418079,0.559213,0.572655,0.588401,0.57924,0.447894,0.385639,0.346466,0.198567,0.08267,-0.091552,-0.201013,-0.177478,-0.242416,-0.229324,-0.300636,-0.249528,-0.267559,-0.318223,-0.296564,-0.324693,-0.272893,1
-0.379941,-0.836951,-0.940698,-0.821866,-0.490656,-0.244405,0.012606,0.097076,0.170264,0.169767,0.291099,0.397964,0.334959,-0.14911,0.284213,0.337703,0.427315,0.533075,0.551755,0.500304,0.528816,0.526724,0.41639,0.39436,0.274325,0.169663,0.086022,-0.071786,-0.075772,-0.071229,-0.16158,-0.133847,-0.143422,-0.118375,-0.148255,-0.154429,-0.166846,-0.182439,-0.188201,-0.136542,-0.073552,-0.017866,1
-0.644829,-0.95275,-0.932621,-0.849223,-0.445559,-0.03674,0.010353,-0.002651,0.002362,0.00816,-0.023017,-0.105889,-0.090763,0.027619,0.097437,0.173156,0.215229,0.297839,0.407813,0.491349,0.467338,0.468194,0.49818,0.491325,0.415982,0.401064,0.324496,0.236223,0.202786,0.083794,0.041475,-0.021664,-0.061621,-0.008885,-0.019506,-0.014543,0.001015,0.00612,0.00869,0.005081,0.056666,0.115699,1
-0.363854,-0.936689,-1.300785,-1.299029,-1.164476,-0.906583,-0.552286,-0.276541,0.025819,0.067118,0.128534,0.09743,0.0442,0.143833,0.01378,0.258351,0.394437,0.329191,0.216023,0.249241,0.322412,0.297431,0.268822,0.328172,0.366567,0.445941,0.398937,0.461308,0.557831,0.515738,0.534423,0.651604,0.657709,0.629526,0.483849,0.358131,0.209401,0.008871,-0.10142,-0.191954,-0.158837,-0.114402,1
0.159283,0.205781,-0.037116,-0.51225,-0.818455,-0.953871,-0.72942,-0.400736,-0.200598,-0.095882,0.274193,0.428513,0.222197,0.413588,-0.014673,0.102826,0.138747,0.267223,0.332086,0.364558,0.43445,0.491076,0.645157,0.663408,0.64711,0.557151,0.533345,0.39293,0.310133,0.214635,0.00691,-0.178106,-0.256243,-0.266812,-0.330843,-0.338183,-0.326067,-0.34608,-0.31375,-0.355615,-0.313555,-0.335454,1
0.071557,-0.346501,-0.614468,-0.740219,-0.7295,-0.463352,-0.160624,0.06868,-0.051004,0.005064,0.275851,0.244484,0.090937,-0.408288,0.328255,0.382518,0.453086,0.574712,0.604985,0.556818,0.491391,0.435783,0.45829,0.400292,0.301532,0.183245,0.040852,-0.025901,-0.054523,-0.061004,-0.098157,-0.130579,-0.133,-0.130314,-0.141847,-0.13542,-0.125947,-0.127957,-0.130383,-0.077817,-0.081361,-0.081041,1
0.07371,-0.524545,-0.790548,-0.813136,-0.494065,-0.281928,-0.022226,0.048462,0.085004,-0.080949,-0.098349,0.033642,0.241839,-0.195407,0.509287,0.66591,0.866324,0.909418,0.873087,0.751314,0.694612,0.672882,0.50598,0.398757,0.246847,0.040597,-0.070284,-0.191783,-0.286461,-0.252652,-0.435829,-0.412579,-0.268616,-0.231927,-0.184439,-0.203273,-0.158139,-0.146549,-0.150963,-0.117541,-0.132146,-0.133843,1
-0.062252,-0.040665,-0.366803,-0.739748,-0.920159,-0.938978,-0.421095,-0.130374,0.056718,0.154325,0.411688,0.300892,0.037503,0.19836,0.073939,0.122587,0.084641,0.097068,0.121863,0.086325,0.084726,0.068723,0.105894,0.333711,0.461898,0.475737,0.416715,0.361046,0.350111,0.350677,0.377092,0.286236,0.179885,-0.059765,-0.084628,-0.130474,-0.139311,-0.140818,-0.191004,-0.153247,-0.155733,-0.10311,1
-0.149784,-0.698465,-0.777733,-0.795429,-0.685077,-0.616255,-0.199318,0.035713,0.017006,0.062085,0.032179,-0.002274,0.117213,-0.187742,0.265242,0.347364,0.500636,0.581989,0.647607,0.711348,0.663986,0.689473,0.565162,0.453734,0.493352,0.432747,0.242188,0.080537,0.026236,-0.056053,-0.091177,-0.121597,-0.156247,-0.076171,-0.019113,-0.146165,-0.102688,-0.144123,-0.142698,-0.170372,-0.179029,-0.165659,1
0.009084,-0.504081,-0.895149,-0.852463,-0.665985,-0.521532,-0.160183,0.047514,0.067638,0.247289,0.409712,0.528303,0.553302,0.055935,0.290342,0.355178,0.50032,0.593735,0.534713,0.519737,0.538971,0.49571,0.3903,0.297847,0.218831,0.089399,0.011524,-0.042696,-0.157439,-0.12181,-0.182775,-0.180478,-0.155752,-0.232993,-0.169253,-0.192558,-0.203051,-0.209989,-0.19967,-0.200331,-0.17912,-0.167869,1
-0.220875,-0.935804,-1.045505,-1.054979,-0.731346,-0.194577,0.077475,0.227843,0.491865,0.40251,0.112753,0.001268,0.132639,-0.134531,0.093879,0.151068,0.221511,0.300674,0.423039,0.410949,0.507622,0.574967,0.659703,0.630739,0.577104,0.45672,0.396426,0.350764,0.260332,0.129811,-0.079947,-0.107982,-0.193114,-0.30444,-0.284219,-0.202016,-0.180997,-0.212994,-0.18454,-0.190337,-0.195221,-0.181147,1
-0.031123,-0.218884,-0.528266,-0.806253,-1.003669,-0.855176,-0.407943,-0.196808,-0.043509,0.132177,0.387244,0.176535,0.030993,0.176987,0.037161,0.03822,0.082356,0.101275,0.195772,0.276182,0.364114,0.441408,0.486982,0.603044,0.720868,0.688609,0.575587,0.556454,0.418785,0.348819,0.21282,0.10494,-0.03608,-0.165134,-0.16299,-0.185472,-0.307313,-0.233422,-0.240278,-0.250895,-0.239218,-0.18233,1
-0.117797,-0.528302,-0.701915,-0.724796,-0.531763,-0.483508,-0.361622,-0.318647,-0.415752,-0.36596,-0.111673,0.152841,0.134695,-0.192402,0.379576,0.423678,0.566083,0.6425,0.683617,0.580266,0.567483,0.536673,0.473566,0.406281,0.329318,0.230003,0.158024,0.019789,-0.063733,-0.041728,-0.061156,-0.007057,-0.009862,0.041402,0.022473,0.008516,0.012211,0.01252,0.033631,0.002677,0.036233,0.105818,1
0.366898,0.124296,-0.487013,-0.81881,-1.169136,-1.129063,-0.789416,-0.340998,-0.243684,0.066486,0.375576,0.491195,0.345129,0.318499,0.243062,0.159024,0.247723,0.385219,0.510338,0.450372,0.485631,0.519719,0.721033,0.771925,0.750105,0.698109,0.542392,0.518153,0.415198,0.274889,0.136411,-0.116968,-0.240427,-0.391546,-0.332214,-0.397181,-0.419287,-0.408192,-0.419067,-0.400605,-0.450146,-0.40028,1
-0.099339,-0.58312,-0.691668,-0.525024,-0.541598,-0.30833,-0.072305,0.013668,-0.057242,-0.09987,0.175355,0.196095,-0.075827,-0.583076,0.208246,0.268881,0.391588,0.52821,0.614942,0.697182,0.62184,0.584858,0.578851,0.462003,0.344375,0.223859,0.080166,0.027443,-0.053085,-0.111858,-0.054271,-0.156874,-0.142048,-0.016873,-0.047565,-0.086469,-0.187765,-0.166568,-0.097307,-0.074539,-0.068525,-0.032322,1
-0.151912,-0.535909,-0.626111,-0.657977,-0.6269,-0.557369,-0.307953,-0.164974,-0.202957,-0.198906,-0.163979,-0.09184,0.115218,-0.027126,0.310153,0.390596,0.460121,0.475157,0.578754,0.499406,0.494685,0.507247,0.407356,0.332493,0.330438,0.226158,0.196492,0.090261,-0.044102,-0.095599,-0.033112,-0.014369,-0.022502,0.002119,0.007744,0.069149,0.039371,0.070599,0.025801,0.058384,0.132681,0.10278,1
-0.281734,-0.958737,-1.083898,-1.022204,-0.655394,-0.236534,0.033882,0.03092,0.232597,0.257937,0.23854,0.132902,0.279776,-0.063446,0.080894,0.148871,0.251859,0.313258,0.29888,0.405784,0.436039,0.544515,0.503855,0.521601,0.469889,0.452292,0.396429,0.236417,0.186417,0.065565,0.004949,-0.057331,-0.103004,-0.104834,-0.093815,-0.164384,-0.163877,-0.111825,-0.148815,-0.078951,-0.0832,-0.080288,1
-0.218871,-0.551558,-0.794692,-0.885429,-0.499276,-0.251027,-0.141223,-0.009434,0.214552,0.242084,0.175697,0.195376,0.425474,0.095412,0.013126,0.260746,0.342477,0.329434,0.446695,0.490386,0.527384,0.587375,0.517902,0.402427,0.357912,0.352826,0.236007,0.121667,-0.014723,-0.102131,-0.045069,-0.150626,-0.239509,-0.221195,-0.184414,-0.194577,-0.264298,-0.176129,-0.160836,-0.14649,-0.207989,-0.207826,1
-0.230443,-0.802227,-1.043417,-0.944522,-0.62843,-0.301243,-0.112085,-0.031389,0.141179,0.232303,0.304296,0.350753,0.596761,0.448839,0.241125,0.259679,0.348299,0.438837,0.514563,0.479405,0.470139,0.509208,0.43214,0.341424,0.308078,0.239908,0.112325,0.03687,-0.085778,-0.139175,-0.137288,-0.176918,-0.138855,-0.1679,-0.218264,-0.123193,-0.118198,-0.178304,-0.154421,-0.125243,-0.163052,-0.112579,1
-0.086168,-0.231441,-0.302931,-0.264302,-0.301186,-0.468958,-0.559492,-0.423614,-0.174766,-0.328367,-0.323281,-0.156193,-0.00623,-0.166193,0.331875,0.417702,0.456431,0.616779,0.667894,0.537995,0.547686,0.469737,0.380491,0.285159,0.184852,0.202125,0.108516,0.005633,-0.055762,-0.078893,-0.120571,-0.044912,-0.003896,-0.018326,0.016826,0.042332,0.037045,-0.062137,0.008204,0.049783,-0.006317,0.081245,1
-0.487032,-0.765171,-0.79344,-0.777165,-0.571237,-0.308728,-0.046367,0.024118,0.04055,0.270029,0.35259,0.231459,0.023133,-0.286027,0.506646,0.456531,0.447163,0.502501,0.496756,0.405484,0.33959,0.306313,0.283818,0.198379,0.122721,0.080378,0.004512,-0.057529,-0.026116,-0.046238,-0.087496,-0.051723,-0.033006,0.004253,0.008479,-0.00102,0.066561,-0.046757,0.030593,0.046524,0.038477,0.128589,1
-0.068888,-0.410929,-0.47012,-0.472806,-0.603093,-0.644416,-0.429452,-0.228446,-0.230051,-0.177981,0.004187,0.042036,0.015224,-0.455053,0.747303,0.845636,0.945425,0.983448,0.94624,0.86281,0.825732,0.668861,0.572191,0.40585,0.347159,0.293967,0.0597,0.02284,-0.122708,-0.163254,-0.146458,-0.216252,-0.155988,-0.152183,-0.166546,-0.171613,-0.260995,-0.243636,-0.322117,-0.310034,-0.305747,-0.28325,1
0.192984,-0.044505,-0.545211,-0.863526,-0.955833,-1.032945,-0.615497,-0.204459,-0.150374,0.153482,0.357973,0.247382,0.089224,0.054264,-0.02368,0.056833,0.130474,0.160115,0.243784,0.337876,0.404787,0.51373,0.506466,0.721801,0.799872,0.77945,0.676549,0.694838,0.590204,0.358355,0.247788,-0.065388,-0.198698,-0.224359,-0.274601,-0.315336,-0.292561,-0.241018,-0.312344,-0.275324,-0.329189,-0.247701,1
-0.277687,-0.990862,-1.050774,-1.074435,-0.879819,-0.320737,-0.060384,-0.057433,0.109607,0.098219,0.081004,0.096006,0.245219,-0.375419,0.184525,0.229709,0.354367,0.410425,0.465478,0.528825,0.668259,0.728496,0.729783,0.67525,0.602212,0.557566,0.434216,0.366161,0.160085,0.036544,-0.046998,-0.067281,-0.079169,-0.093617,-0.118823,-0.108182,-0.129524,-0.165888,-0.084629,-0.096921,-0.104445,-0.093095,1
-0.508746,-1.031988,-1.086253,-0.912259,-0.433775,-0.007298,0.037036,0.083353,0.144084,-0.008212,-0.201333,-0.276227,-0.026308,-0.358056,0.074082,0.157223,0.189691,0.303756,0.388811,0.42049,0.57497,0.654162,0.628087,0.634433,0.554956,0.48015,0.415478,0.322292,0.286146,0.19978,0.072949,-0.012871,-0.085284,-0.024901,-0.030471,-0.017349,-0.042215,-0.040269,0.017827,-0.034915,-0.045157,0.072795,1
-0.24515,-0.270535,-0.559037,-0.758627,-0.858189,-0.800676,-0.618359,-0.360757,-0.173205,-0.143361,-0.082755,-0.115467,-0.157786,-0.051821,0.009914,0.045674,0.065325,0.166525,0.236621,0.272032,0.347976,0.38576,0.488974,0.568578,0.548934,0.507053,0.511739,0.474176,0.436988,0.383958,0.326658,0.216889,0.107471,0.073091,0.086953,0.071374,0.129963,0.165808,0.094808,0.064038,0.088704,0.051644,1
-0.174889,-0.771771,-1.092281,-0.958244,-0.680082,-0.443685,-0.04735,0.076708,0.104203,0.20625,0.302953,0.398917,0.550176,0.040632,0.291304,0.366479,0.434605,0.514521,0.579804,0.595433,0.570126,0.580209,0.514297,0.516626,0.427252,0.30028,0.157521,-0.00326,-0.119207,-0.104776,-0.134665,-0.160069,-0.198561,-0.19875,-0.151159,-0.18842,-0.202999,-0.242239,-0.200584,-0.179205,-0.204162,-0.24245,1
-0.112088,-0.175156,-0.276003,-0.472541,-0.66729,-0.734837,-0.68882,-0.524935,-0.454929,-0.503617,-0.212501,0.050252,0.066548,-0.184774,0.546918,0.732238,0.779409,0.744065,0.702613,0.571677,0.537246,0.568441,0.453351,0.437749,0.298611,0.106318,0.006359,-0.062058,-0.054895,-0.059133,0.050298,-0.026334,0.00009,-0.01546,-0.0203,0.008301,-0.014284,0.050993,0.113111,0.016434,0.001309,0.047855,1
-0.607605,-0.507538,-0.743115,-1.235121,-1.141983,-1.001366,-0.575234,-0.390031,-0.173775,0.140275,0.142313,0.321323,0.346716,0.031118,0.085748,0.216093,0.319095,0.408019,0.369242,0.363086,0.351229,0.409293,0.399625,0.320842,0.348302,0.372204,0.374935,0.355915,0.284956,0.302625,0.362383,0.385188,0.36232,0.363306,0.413282,0.302436,0.227855,0.146047,0.012154,-0.086245,-0.259672,-0.318232,1
0.045617,-0.288903,-0.474448,-0.565888,-0.414432,-0.262346,0.030575,0.175038,0.118409,0.159197,0.193386,0.20891,0.130764,-0.127455,-0.021046,0.007794,0.0526,0.117979,0.1879,0.203023,0.209407,0.232601,0.210347,0.156417,0.150564,0.105382,0.050358,-0.030576,-0.072399,-0.100337,-0.079637,-0.074077,-0.037587,-0.019316,-0.048568,-0.020474,-0.014594,0.028311,0.01969,0.043848,0.07907,0.092085,1
0.142709,-0.367934,-0.723653,-0.854639,-1.042321,-0.860542,-0.332729,0.003376,0.077209,0.278641,0.463189,0.265823,-0.031903,0.048301,0.03517,0.072193,0.16351,0.146329,0.287684,0.433375,0.440675,0.413608,0.47304,0.517645,0.551555,0.544966,0.449439,0.361601,0.330292,0.259963,0.140176,0.002571,-0.088891,-0.113915,-0.147166,-0.189747,-0.188483,-0.194608,-0.181317,-0.222634,-0.176249,-0.208149,1
-0.098724,-0.660473,-0.850908,-0.942874,-0.847835,-0.58262,-0.366623,-0.19119,0.089633,0.131971,0.104426,0.031686,0.075365,0.171015,-0.253042,-0.13217,-0.019234,0.098702,0.070791,0.089738,0.070682,0.089298,0.108029,0.111634,0.115576,0.09872,0.159257,0.1908,0.24772,0.314031,0.356628,0.430996,0.528778,0.543286,0.475572,0.420613,0.366794,0.296984,0.147719,0.100655,0.096791,0.124184,1
-0.024112,-0.416084,-0.646129,-0.790804,-0.598284,-0.463783,-0.24003,-0.201745,-0.296221,-0.232622,-0.036628,0.186417,0.305771,-0.096359,0.266805,0.307166,0.417784,0.480997,0.551884,0.65411,0.595869,0.576428,0.513647,0.443038,0.409668,0.275217,0.168464,0.039395,-0.032526,-0.055613,-0.119348,-0.069906,-0.102662,-0.146784,-0.107829,-0.138938,-0.121737,-0.027633,-0.001071,-0.034687,-0.031305,0.023715,1
0.031053,0.013537,-0.522474,-0.853135,-1.049229,-1.015324,-0.735409,-0.400903,-0.149428,-0.121742,0.16807,-0.016221,-0.087916,-0.035034,0.268495,0.213587,0.339846,0.459129,0.494051,0.525239,0.565611,0.766636,0.798372,0.84337,0.845635,0.776208,0.638095,0.520137,0.469442,0.331923,0.132671,-0.097437,-0.163284,-0.26527,-0.26086,-0.199964,-0.225547,-0.218894,-0.318424,-0.35098,-0.236181,-0.286065,1
-0.577487,-0.987698,-1.028158,-0.797274,-0.423317,-0.177898,-0.019266,0.069173,0.238981,0.246996,0.208285,0.265272,0.407363,0.076671,0.268101,0.358265,0.422999,0.538947,0.605003,0.561598,0.552097,0.487612,0.409547,0.330643,0.28121,0.192029,0.112353,-0.079133,-0.125278,-0.167588,-0.132707,-0.174071,-0.190651,-0.188895,-0.145272,-0.10405,-0.065368,-0.115486,-0.080597,-0.096544,-0.06481,-0.058813,1
-0.443561,-0.83798,-0.870739,-0.787571,-0.576505,-0.271267,0.040998,0.034612,0.161217,0.248929,0.212754,0.299584,0.325994,-0.000731,0.224183,0.329601,0.310332,0.379492,0.399883,0.376232,0.427925,0.373849,0.304262,0.293631,0.199903,0.155212,0.106677,-0.011461,-0.048967,-0.067854,-0.046535,-0.032517,-0.055833,-0.040375,-0.039618,-0.101117,-0.050244,-0.031634,0.008001,-0.032547,-0.057568,0.012774,1
-0.241222,-0.941741,-1.141939,-1.051437,-0.672487,-0.143338,0.016924,-0.018083,0.140381,0.082245,0.022812,-0.022154,0.186391,0.151746,0.303303,0.266577,0.314439,0.371653,0.476673,0.634925,0.606203,0.54486,0.585769,0.517608,0.455559,0.362818,0.268363,0.178437,0.008533,-0.055735,-0.091541,-0.008882,-0.019516,-0.1001,-0.114904,-0.155998,-0.073697,-0.077464,-0.087928,-0.064428,-0.114566,-0.088423,1
-0.181292,-0.847242,-1.198635,-1.09222,-0.87302,-0.535262,-0.205317,0.003497,0.170927,0.33492,0.313965,0.376606,0.695513,0.259342,0.411031,0.438972,0.561714,0.701899,0.706829,0.784436,0.797184,0.722184,0.615712,0.535687,0.485973,0.277061,0.193396,0.083728,-0.059309,-0.16665,-0.163075,-0.170739,-0.281919,-0.350361,-0.328003,-0.320255,-0.342687,-0.265635,-0.330123,-0.285198,-0.266806,-0.280758,1
0.156659,-0.168317,-0.578629,-0.821451,-0.993319,-0.927818,-0.44906,-0.109671,-0.10913,0.211644,0.339782,0.135151,0.054047,0.248293,0.009386,0.021165,0.056501,0.102321,0.222895,0.318718,0.361929,0.379477,0.49328,0.547539,0.640759,0.697855,0.672864,0.546264,0.502168,0.34767,0.277741,0.058544,-0.151698,-0.189111,-0.268842,-0.230581,-0.23689,-0.237499,-0.25141,-0.222737,-0.252512,-0.200042,1
-0.153424,-0.537265,-0.649429,-0.637372,-0.584085,-0.547888,-0.410922,-0.334952,-0.39909,-0.407404,-0.215082,-0.063862,0.099177,-0.041521,0.383516,0.482094,0.672685,0.712103,0.760559,0.698541,0.633343,0.622837,0.514366,0.371615,0.311946,0.258691,0.194234,0.009618,-0.068155,-0.050399,-0.0212,-0.040001,-0.089075,-0.034865,0.003472,0.007469,0.04174,-0.015802,-0.014738,0.022227,0.047877,0.096128,1
-0.59756,-1.040059,-0.996626,-0.919845,-0.494963,-0.002531,0.251843,0.520903,0.757257,0.549719,0.220889,0.031882,-0.014553,-0.432038,0.13349,0.160889,0.181636,0.257861,0.262875,0.344898,0.424634,0.433924,0.438511,0.326361,0.199229,0.247449,0.200784,0.214455,0.223041,0.163495,0.05375,-0.05592,-0.163591,-0.128129,-0.123439,-0.144191,-0.12454,-0.129293,-0.18156,-0.145426,-0.101421,-0.082193,1
-0.326568,-0.694207,-0.721892,-0.782633,-0.752208,-0.417226,-0.082248,0.238822,0.364136,0.379716,0.159066,-0.191764,-0.210857,-0.293519,0.063648,0.095942,0.113062,0.111366,0.180786,0.232838,0.310873,0.362632,0.394374,0.351357,0.216076,0.194521,0.18695,0.23794,0.278412,0.256095,0.155494,0.097256,0.035194,0.013405,0.068767,0.058214,0.042941,0.05196,0.065905,0.080939,0.093243,0.091655,1
0.040415,-0.636487,-0.972427,-0.865764,-0.527884,-0.186734,0.031817,0.156161,0.163042,0.118505,0.043953,0.178857,0.188107,-0.408026,0.14126,0.189996,0.235314,0.2231,0.343757,0.436899,0.569029,0.596115,0.530485,0.495783,0.379984,0.380906,0.254909,0.236298,0.138663,-0.031253,-0.110298,-0.157926,-0.159434,-0.124988,-0.138847,-0.109141,-0.099386,-0.098047,-0.147397,-0.149172,-0.097664,-0.160326,1
0.059053,-0.398633,-0.759531,-0.927712,-0.76439,-0.48609,-0.067025,0.069813,0.07928,0.115126,0.113843,0.031472,0.082715,-0.181639,0.282188,0.311333,0.253319,0.355745,0.43662,0.503981,0.561282,0.510719,0.546738,0.494607,0.372387,0.287048,0.238049,0.20073,0.09971,0.008795,-0.070071,-0.100809,-0.117272,-0.132327,-0.119331,-0.165311,-0.151555,-0.151347,-0.125632,-0.121092,-0.105857,-0.057688,1
-0.216083,-0.549007,-0.688225,-0.776998,-0.724426,-0.585149,-0.353496,-0.082753,-0.015615,0.090675,0.279346,0.389041,0.278672,-0.11219,0.37149,0.454548,0.478456,0.533995,0.509713,0.528537,0.46778,0.410908,0.377194,0.311237,0.192697,0.118749,-0.01536,-0.041169,-0.068911,-0.064941,-0.069341,-0.039355,-0.054458,-0.065864,-0.061834,-0.072557,-0.045688,-0.064714,-0.013746,-0.001572,-0.00563,0.018117,1
-0.493565,-0.941571,-1.062671,-0.845732,-0.398531,-0.12784,-0.188136,0.058017,0.248041,0.218451,0.249159,0.201516,0.290756,0.424605,0.086671,0.126966,0.192039,0.244345,0.335421,0.411482,0.549966,0.642045,0.577894,0.453804,0.469348,0.425214,0.273396,0.153502,0.053242,-0.052222,-0.125317,-0.10613,-0.105385,-0.134907,-0.152038,-0.148201,-0.236633,-0.247095,-0.132848,-0.139728,-0.109125,-0.149041,1
0.227538,-0.147231,-0.663608,-0.927101,-1.010891,-0.933689,-0.77792,-0.38903,-0.046903,0.089622,0.25443,0.372786,0.539792,0.344906,0.399267,0.440308,0.45572,0.520752,0.566295,0.635146,0.627732,0.601472,0.595634,0.457746,0.381258,0.264985,0.243922,0.126156,-0.036598,-0.086145,-0.096216,-0.116753,-0.150377,-0.132974,-0.218516,-0.189101,-0.194044,-0.227969,-0.198398,-0.214814,-0.165549,-0.199208,1
-0.12594,-0.453214,-0.548557,-0.484437,-0.4574,-0.469363,-0.384992,-0.323486,-0.330542,-0.350496,-0.236054,-0.091051,0.043911,-0.057606,0.40846,0.574044,0.624324,0.589627,0.55568,0.568735,0.555869,0.46764,0.4467,0.299973,0.193809,0.216579,0.044057,-0.09846,-0.054026,-0.085971,-0.076799,-0.008063,-0.007071,0.036535,0.029583,-0.018486,0.027798,0.05807,0.082845,0.073821,0.071102,0.115928,1
0.05063,-0.665101,-0.981792,-1.056622,-0.907627,-0.629501,-0.216682,0.106632,0.136625,0.277491,0.346025,0.34407,0.608347,0.120909,0.28959,0.328018,0.428297,0.446971,0.624583,0.791447,0.798838,0.696218,0.66454,0.607091,0.543388,0.399462,0.237734,0.133246,-0.002091,-0.161974,-0.221244,-0.220467,-0.267171,-0.333577,-0.280281,-0.299827,-0.304538,-0.352345,-0.343532,-0.324334,-0.315549,-0.273699,1
-0.331358,-0.94846,-1.046576,-0.843949,-0.527909,-0.298129,-0.058704,0.118923,0.234578,0.319538,0.31524,0.383086,0.544352,0.142938,0.225864,0.278987,0.355275,0.443146,0.524586,0.501592,0.50459,0.457908,0.42872,0.378497,0.294757,0.168924,0.122061,0.037855,-0.102132,-0.145263,-0.177405,-0.166857,-0.154688,-0.134399,-0.192229,-0.141224,-0.153076,-0.143421,-0.181792,-0.133069,-0.136457,-0.098845,1
0.089021,-0.375767,-0.822535,-0.963783,-0.691477,-0.447953,-0.125084,0.106823,0.203207,0.312306,0.306957,0.312602,0.412689,0.063589,0.187861,0.307485,0.309187,0.343529,0.400922,0.470916,0.441682,0.411655,0.3487,0.297038,0.252011,0.21095,0.168082,0.110883,-0.050528,-0.085452,-0.133451,-0.12599,-0.132235,-0.208806,-0.187575,-0.196596,-0.223551,-0.209584,-0.156096,-0.153856,-0.122542,-0.115433,1
-0.011237,-0.675903,-1.044144,-1.088574,-0.889054,-0.471311,-0.102915,0.078811,0.068551,0.211801,0.151901,0.103611,0.31138,-0.195696,0.199529,0.256942,0.27803,0.398992,0.43398,0.461791,0.578697,0.658242,0.662361,0.656069,0.545404,0.401266,0.377979,0.286118,0.20594,0.054296,-0.106607,-0.119255,-0.087991,-0.050578,-0.10925,-0.153362,-0.154378,-0.157952,-0.22896,-0.153371,-0.209205,-0.18769,1
0.297456,0.014914,-0.518011,-0.821544,-0.944756,-0.867786,-0.423749,-0.160303,-0.001748,0.388905,0.563226,0.339613,0.113878,0.228054,-0.063456,0.049737,0.098555,0.194376,0.267665,0.317453,0.386947,0.476231,0.592533,0.588676,0.596432,0.53333,0.350354,0.439645,0.276653,0.070301,-0.106251,-0.223938,-0.26648,-0.251373,-0.286459,-0.291509,-0.263079,-0.302283,-0.211103,-0.281743,-0.176216,-0.125866,1
0.197967,-0.497027,-0.876112,-0.955365,-0.833998,-0.671262,-0.362523,-0.012259,0.16947,0.15958,0.228369,0.253919,0.449537,0.205073,0.473157,0.566534,0.728058,0.85607,0.991829,1.027274,0.990656,0.79997,0.662598,0.604918,0.41022,0.255727,0.131854,0.035433,-0.192385,-0.268964,-0.284791,-0.329289,-0.375123,-0.37387,-0.458263,-0.332807,-0.411443,-0.478588,-0.395164,-0.434325,-0.381306,-0.42514,1
0.013842,-0.36697,-0.542814,-0.781424,-0.867988,-0.608516,-0.259876,-0.066285,-0.22314,-0.421318,-0.530085,-0.573221,-0.371998,-0.174698,0.289701,0.387312,0.555008,0.607382,0.568866,0.656095,0.767663,0.773206,0.866404,0.866468,0.789564,0.441642,0.314576,0.378915,0.356675,0.104814,-0.075781,-0.117994,-0.131255,-0.054073,-0.079095,-0.121212,-0.163797,-0.038047,0.007215,-0.043584,-0.113548,-0.093802,1
0.095193,-0.309106,-0.705014,-0.9459,-0.774499,-0.43088,-0.133138,0.119076,0.240079,0.389318,0.337294,0.20779,0.232682,0.197151,0.129425,0.178573,0.13496,0.180243,0.28852,0.35135,0.365136,0.316186,0.342152,0.2532,0.206428,0.190281,0.190863,0.119376,0.010198,-0.041226,-0.089621,-0.127064,-0.106861,-0.112533,-0.16087,-0.105483,-0.094415,-0.095519,-0.10439,-0.10238,-0.083296,-0.059959,1
-0.189315,-0.455096,-0.653364,-0.646779,-0.597508,-0.598239,-0.563166,-0.451213,-0.422897,-0.342746,-0.127052,0.068744,0.081301,-0.249752,0.546507,0.576162,0.609804,0.5598,0.674691,0.668589,0.544806,0.408817,0.428393,0.399389,0.267738,0.164106,0.065302,0.069936,0.065944,0.077951,0.141341,0.038156,0.018568,0.001694,0.033404,0.09433,0.033633,-0.022143,0.063958,0.114132,0.117808,0.099959,1
0.223087,-0.087686,-0.63392,-0.91064,-1.165859,-1.041635,-0.532324,-0.075892,-0.059674,0.369243,0.415681,0.277817,0.095344,0.050238,-0.022781,0.037643,0.08289,0.093143,0.167336,0.287935,0.402485,0.407982,0.478554,0.605635,0.722008,0.787486,0.739894,0.652462,0.576856,0.443727,0.285938,0.09634,-0.238159,-0.201245,-0.277083,-0.34799,-0.217203,-0.360881,-0.308129,-0.321662,-0.23583,-0.235721,1
