@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute target {1,2,3,4,5}

@data
1.574976,-0.2946,-1.87983,-2.679948,-2.124421,-1.373163,-0.870878,-0.222447,-0.302174,-0.258435,-0.339462,-0.277813,-0.29061,-0.308168,-0.421563,-0.350074,-0.406917,-0.475165,-0.517041,-0.592039,-0.564078,-0.651246,-0.695361,-0.762421,-0.771197,-0.744639,-0.91683,-0.714609,-0.704711,-0.530562,-0.516524,-0.410012,-0.333003,-0.216025,-0.115477,-0.122563,0.074447,-0.115171,-0.083199,0.028499,0.057944,0.050086,0.070979,0.071067,0.080785,0.117144,0.211245,0.241803,0.294136,0.303311,0.37893,0.43614,0.468067,0.430387,0.464084,0.432133,0.346806,0.39266,0.383602,0.288547,0.286589,0.255667,0.307886,0.244879,0.204567,0.171535,0.208608,0.21528,0.143115,0.212092,0.231238,0.410734,0.688425,0.964994,1.023377,1.398341,1.644925,1.586519,1.409511,1.142238,0.829892,0.212661,-0.092248,-0.214762,-0.181777,-0.171581,-0.163056,-0.223353,-0.218635,-0.286413,-0.181783,-0.159541,-0.084167,0.184983,0.771828,0.824243,0.918445,0.767082,0.472261,1
0.20682,-2.618147,-3.051164,-2.784772,-1.329868,-0.405878,-0.076237,0.423395,0.269513,0.384464,0.386234,0.295326,0.407308,0.34854,0.336654,0.18682,0.23187,0.143057,0.132908,0.140286,0.152325,0.076146,0.025646,-0.009729,-0.034959,-0.121695,-0.110207,-0.034895,0.000963,0.084408,0.055271,0.259628,0.31057,0.364849,0.30289,0.303421,0.387057,0.313185,0.254804,0.240829,0.280076,0.208922,0.385816,0.370173,0.38401,0.339493,0.246586,0.374051,0.369707,0.356012,0.378296,0.432066,0.363562,0.469225,0.405745,0.493346,0.305177,0.301958,0.298926,0.168041,0.192998,0.188601,0.146333,0.153236,0.086833,0.1265,0.061863,0.118188,0.295078,0.452617,0.679991,0.731498,0.937931,1.140939,1.076571,0.860744,0.750843,0.376178,0.227475,-0.320207,-0.659189,-0.736142,-0.674156,-0.755098,-0.689814,-0.836776,-0.850829,-0.996094,-0.926844,-0.964866,-0.880193,-0.808802,-0.44243,-0.154996,-0.003471,-0.118043,-0.148533,-0.476711,-0.540049,1
0.778108,-1.676039,-2.845451,-3.408098,-2.176773,-0.861359,-0.616306,0.185539,0.156013,0.113905,0.218665,0.166357,0.07534,0.177052,0.089248,0.0866,0.086992,0.062346,-0.023671,-0.051864,-0.118604,-0.222079,-0.269792,-0.203433,-0.196616,-0.200928,-0.260156,-0.315032,-0.273009,-0.252121,-0.086757,-0.079388,0.034638,0.109056,0.204751,0.188278,0.238992,0.203079,0.334801,0.285779,0.302165,0.360293,0.348063,0.324944,0.421561,0.440716,0.59964,0.485537,0.656124,0.535377,0.533741,0.566478,0.529288,0.577013,0.551742,0.520114,0.558864,0.514511,0.403933,0.404157,0.315007,0.311719,0.298333,0.253489,0.284981,0.195107,0.207703,0.141931,0.251966,0.293642,0.503206,0.72592,0.824199,0.858155,1.082788,0.906655,0.461489,0.211636,0.307883,0.145985,-0.317305,-0.554722,-0.69898,-0.618942,-0.678334,-0.715886,-0.718994,-0.807253,-0.755823,-0.71806,-0.857871,-0.802848,-0.421246,0.074184,0.19472,0.066256,-0.023279,-0.024516,0.504779,1
1.159286,-2.010981,-3.278036,-2.775345,-1.446921,-0.758124,-0.259651,0.011884,0.086104,0.113661,0.123431,0.113101,0.057002,0.041994,-0.041298,-0.009086,-0.049529,-0.018428,-0.079827,-0.135323,-0.17564,-0.232178,-0.260411,-0.356701,-0.398548,-0.399082,-0.384,-0.282542,-0.342965,-0.247209,-0.162594,-0.135702,-0.100991,-0.061059,0.053311,0.065928,-0.021941,-0.006675,-0.013167,0.13801,0.057381,0.035575,0.065327,0.012754,0.129992,0.147171,0.228229,0.254582,0.282737,0.277457,0.384972,0.420677,0.353483,0.430785,0.360292,0.336985,0.373138,0.283315,0.269869,0.357482,0.333347,0.215788,0.258,0.103645,0.195035,0.207368,0.206116,0.250976,0.332139,0.563956,0.693278,0.72532,0.936053,1.163068,0.902962,0.553052,0.4441,0.399185,0.140151,-0.119416,-0.189537,-0.277112,-0.318931,-0.369968,-0.367153,-0.287825,-0.338004,-0.302457,-0.268394,-0.279289,-0.125676,0.642461,0.992984,0.894299,0.726241,0.30946,0.494177,0.137352,-2.15871,1
-0.570109,-1.836924,-2.30297,-2.621776,-2.277945,-1.373353,-0.911686,-0.533439,-0.182662,-0.134956,-0.190751,-0.102984,-0.105651,-0.250643,-0.19871,-0.214117,-0.204348,-0.132431,-0.215179,-0.20005,-0.192873,-0.20391,-0.248639,-0.349583,-0.318928,-0.327987,-0.348503,-0.318564,-0.289338,-0.245933,-0.200223,-0.207147,-0.081597,-0.012309,-0.010642,-0.064396,-0.133317,-0.012492,-0.073673,-0.04288,-0.077668,-0.00235,-0.044718,-0.063131,-0.022081,-0.099702,-0.010841,0.076616,0.085727,0.064621,0.042304,0.183604,0.157172,0.223179,0.304418,0.361463,0.387641,0.3882,0.330317,0.407842,0.394191,0.326302,0.422306,0.395333,0.424138,0.462948,0.51494,0.653559,0.88355,1.074499,1.542714,1.720213,1.741156,1.497394,1.330763,1.058763,0.840725,0.372537,0.15207,-0.002974,-0.037452,-0.065978,-0.130947,-0.085744,-0.068764,-0.065468,-0.062098,-0.101794,-0.116611,-0.014527,0.307409,0.881312,1.208318,0.824283,0.051944,-0.487041,-0.857817,-0.854999,-0.578146,1
-0.760005,-2.192468,-2.735716,-2.760504,-2.123125,-0.989235,-0.747383,-0.221175,-0.11001,-0.129744,-0.077318,-0.116277,-0.193283,-0.198629,-0.336638,-0.156341,-0.225445,-0.222178,-0.223679,-0.210376,-0.206921,-0.292267,-0.316488,-0.301696,-0.257685,-0.242917,-0.196041,-0.307708,-0.1864,-0.161486,-0.127889,-0.020191,-0.01552,0.048372,0.095321,0.033223,0.046284,0.052021,0.061733,0.06576,0.047125,0.069915,0.035042,0.044426,0.038392,0.036392,-0.023476,0.117395,0.091541,0.072632,0.170866,0.213489,0.201754,0.289028,0.291435,0.254213,0.328472,0.34844,0.362544,0.39777,0.416254,0.353687,0.397454,0.399394,0.42322,0.511733,0.734546,0.809417,0.904308,1.139345,1.303644,1.370462,1.354644,1.147949,1.039048,0.807897,0.601661,0.221998,-0.006355,-0.021466,-0.116183,-0.123263,-0.189345,-0.147493,-0.101663,-0.085859,-0.111426,-0.050574,-0.061295,0.076677,0.608082,0.863695,0.723338,0.42386,0.063563,-0.158294,0.029188,-0.372329,-1.606889,1
0.738234,-1.818485,-2.664297,-2.737128,-2.239023,-1.140077,-0.821859,-0.299515,-0.083856,-0.142555,-0.030547,-0.043186,-0.01304,-0.078564,-0.135118,-0.146836,-0.143123,-0.1596,-0.222356,-0.264018,-0.307624,-0.314179,-0.366365,-0.395784,-0.494032,-0.35825,-0.376416,-0.294051,-0.245581,-0.256361,-0.110895,-0.040498,-0.032976,0.006216,0.036663,0.038507,0.054665,0.042643,0.068005,0.067481,0.09132,0.015905,0.040888,0.101249,0.071953,0.11749,0.197726,0.188348,0.239238,0.202171,0.253913,0.375413,0.376071,0.373502,0.317167,0.279159,0.3416,0.286251,0.239574,0.300334,0.266298,0.226136,0.214875,0.175347,0.174004,0.259626,0.413206,0.492491,0.643638,0.767656,1.053115,1.315386,1.420311,1.352488,1.207747,1.014302,0.744527,0.39744,-0.030205,-0.160859,-0.3484,-0.293038,-0.320556,-0.416438,-0.377156,-0.283306,-0.346493,-0.292354,-0.320907,-0.238803,-0.073397,0.345519,0.508847,0.641638,0.659769,0.385324,0.386629,0.739377,-0.989277,1
2.204125,-0.273351,-2.317018,-2.684328,-2.518464,-1.420876,-0.952994,-0.431996,0.089257,-0.035048,-0.04076,-0.046095,-0.140686,-0.093162,-0.073255,-0.08326,-0.142349,-0.198495,-0.25109,-0.248797,-0.324094,-0.424917,-0.42814,-0.514415,-0.532901,-0.514667,-0.571152,-0.495032,-0.470711,-0.422427,-0.383397,-0.303175,-0.180108,-0.062362,-0.022861,-0.002071,0.090092,-0.018998,0.053803,0.115736,0.124466,0.122739,0.178265,0.177588,0.210724,0.222404,0.244661,0.299876,0.332077,0.355104,0.370004,0.396099,0.43642,0.404136,0.407533,0.366083,0.401843,0.363287,0.31146,0.291612,0.238735,0.22424,0.266584,0.128198,0.191429,0.153494,0.224255,0.368987,0.465963,0.603121,0.732283,0.95954,1.156826,1.195891,1.106824,0.963271,0.759719,0.42326,0.076788,-0.259442,-0.362413,-0.394852,-0.46975,-0.414964,-0.43894,-0.505539,-0.392418,-0.468039,-0.463163,-0.401106,-0.264486,0.177124,0.470916,0.56093,0.829632,0.698524,0.485337,0.862303,-0.435009,1
2.699167,0.720619,-1.355312,-2.528704,-2.019408,-0.640553,-0.626812,0.454463,0.422616,0.403474,0.497293,0.400085,0.467379,0.3669,0.290968,0.224606,0.189407,0.12151,0.121541,-0.074045,-0.088472,-0.234591,-0.094478,-0.342487,-0.357377,-0.398055,-0.38549,-0.386353,-0.390121,-0.38421,-0.135973,-0.105173,0.116192,0.267232,0.249304,0.189868,0.25481,0.282465,0.367835,0.232036,0.31914,0.20687,0.263058,0.276681,0.255744,0.364078,0.245017,0.308815,0.357698,0.331101,0.326267,0.492216,0.454777,0.519507,0.518699,0.506508,0.453201,0.422306,0.322969,0.324639,0.221358,0.148374,0.13714,-0.014289,0.07384,0.079598,0.054623,-0.06207,-0.125798,-0.108053,-0.046835,0.312931,0.568456,0.776901,0.935786,1.316253,1.251964,1.076965,0.755874,0.46766,0.144615,-0.633387,-0.967838,-1.016328,-1.115212,-0.977045,-1.05046,-1.063596,-1.221093,-1.166887,-1.249583,-1.222942,-1.174949,-0.811997,-0.37612,-0.096176,0.197812,0.098143,-0.179081,1
-1.535077,-2.347255,-2.690354,-2.58858,-2.136149,-1.436833,-1.187777,-0.841812,-0.699047,-0.643333,-0.619882,-0.621583,-0.578455,-0.413428,-0.432404,-0.416897,-0.413424,-0.347802,-0.265557,-0.278982,-0.169901,-0.158739,-0.107574,-0.069883,-0.009885,0.019738,-0.027197,0.050874,0.102902,0.135774,0.130898,0.105926,0.215853,0.174068,0.212508,0.208553,0.210764,0.256665,0.28394,0.287466,0.228519,0.151983,0.178686,0.181219,0.169549,0.198892,0.113222,0.19883,0.241766,0.313447,0.287475,0.298271,0.300641,0.285754,0.456797,0.402018,0.436835,0.442388,0.489851,0.41123,0.452459,0.392236,0.429406,0.454142,0.527505,0.585318,0.618885,0.755613,1.016136,1.205242,1.166003,1.188022,1.022908,0.954055,0.770085,0.583988,0.34888,0.210885,0.13662,0.085115,0.07805,0.107137,0.026336,0.054472,0.051754,0.053808,0.068812,0.010987,0.077382,0.103322,0.428803,0.72693,0.591608,0.079706,-0.462031,-0.691059,-0.507972,-0.17315,-0.673889,1
-0.017237,-1.832335,-3.186178,-3.122363,-2.043468,-0.785236,-0.659758,-0.045422,0.057513,0.122934,0.157126,0.135257,0.185218,0.145977,0.124134,0.056972,0.075283,-0.073464,-0.024234,-0.121294,-0.133198,-0.176126,-0.316469,-0.334564,-0.362825,-0.535895,-0.530931,-0.54232,-0.427716,-0.29899,-0.379752,-0.231353,-0.175733,-0.075711,0.015812,0.117108,0.057067,0.257755,0.143344,0.208035,0.110669,0.198348,0.225648,0.156298,0.166542,0.231564,0.197923,0.212463,0.28269,0.337285,0.297889,0.239261,0.394009,0.286521,0.412664,0.388978,0.373703,0.467644,0.366423,0.348178,0.284424,0.241384,0.184923,0.178841,0.163636,0.173886,0.407579,0.592832,0.688763,0.869759,0.908878,1.303499,1.424859,1.331044,1.11586,1.047938,0.774807,0.422498,-0.022701,-0.296803,-0.337636,-0.416638,-0.537749,-0.590472,-0.541344,-0.534089,-0.493884,-0.575326,-0.504302,-0.423232,-0.24943,0.352474,0.461721,0.232132,0.108689,0.31861,0.196186,0.487474,0.12925,1
-0.998547,-2.449554,-2.98061,-2.274251,-1.450622,-1.223123,-0.635347,-0.507225,-0.421285,-0.447794,-0.375428,-0.373647,-0.344416,-0.414029,-0.462773,-0.437115,-0.447825,-0.5117,-0.501203,-0.571814,-0.583021,-0.577719,-0.640572,-0.68508,-0.704388,-0.720113,-0.705883,-0.688516,-0.60001,-0.479634,-0.416147,-0.357783,-0.208073,-0.176119,-0.100674,-0.102665,-0.110421,-0.098121,-0.135775,-0.011112,-0.047991,0.036469,0.018706,-0.00733,0.030942,0.032534,0.126351,0.121529,0.135351,0.172205,0.225915,0.259657,0.320895,0.315436,0.318632,0.283724,0.360717,0.332269,0.372014,0.294155,0.381518,0.313611,0.372291,0.329289,0.294757,0.388278,0.337907,0.398613,0.637661,0.717318,0.821837,1.014268,1.224067,1.261898,1.152356,1.07193,0.886544,0.684972,0.506275,0.237148,0.089873,0.094369,0.107354,0.145424,0.031144,0.214136,0.091417,0.17061,0.168096,0.102097,0.314563,0.770255,1.106327,0.943973,1.164531,1.041229,0.732516,0.789585,1.117915,1
0.141509,-2.150437,-3.144884,-2.769559,-2.006016,-1.081276,-0.853232,-0.23763,-0.178426,-0.174645,-0.13913,-0.116035,-0.128891,-0.118975,-0.142912,-0.162042,-0.167663,-0.186165,-0.170396,-0.183333,-0.219577,-0.278888,-0.227135,-0.317042,-0.268809,-0.258563,-0.237927,-0.262277,-0.174707,-0.193946,-0.069893,-0.005879,0.111629,0.127222,0.099731,0.1089,0.043899,0.126012,0.148262,0.121998,0.130245,0.119179,0.144829,0.11665,0.172991,0.155417,0.193242,0.234478,0.264581,0.308716,0.326121,0.328394,0.371429,0.362687,0.478452,0.444787,0.432577,0.310882,0.355108,0.334065,0.404699,0.467129,0.420014,0.270546,0.335724,0.31563,0.35212,0.488812,0.562914,0.741316,0.830575,1.102175,1.324979,1.262988,1.205179,1.114097,0.874688,0.534765,0.282107,-0.120736,-0.260388,-0.282522,-0.392735,-0.37676,-0.474542,-0.36713,-0.431906,-0.424865,-0.450225,-0.426275,-0.287084,0.171862,0.491426,0.489631,0.476945,0.181193,0.109651,0.338188,-0.84189,1
-0.614283,-2.368531,-3.10557,-2.661182,-2.010528,-1.04964,-0.897593,-0.384365,-0.325573,-0.30244,-0.312255,-0.233928,-0.247741,-0.242739,-0.214574,-0.198173,-0.230902,-0.308654,-0.333709,-0.374109,-0.387658,-0.381198,-0.436103,-0.453889,-0.483369,-0.481926,-0.515892,-0.413144,-0.346998,-0.335301,-0.26867,-0.194248,-0.107256,-0.030239,-0.013865,0.034295,-0.004871,0.1269,0.125922,0.082037,0.115336,0.13086,0.092695,0.112605,0.118387,0.187107,0.207833,0.206834,0.202475,0.282477,0.303816,0.314803,0.428782,0.361276,0.423356,0.455281,0.415114,0.439713,0.45461,0.416327,0.351232,0.335721,0.361339,0.219227,0.293355,0.351853,0.416951,0.52676,0.524411,0.754531,0.954316,1.252494,1.410822,1.409204,1.19791,1.011938,0.801182,0.399514,0.069971,-0.106868,-0.193012,-0.232005,-0.211217,-0.216937,-0.258593,-0.293713,-0.305381,-0.243252,-0.218913,-0.157881,-0.033628,0.211687,0.52366,0.505978,0.622678,0.674858,0.74437,0.778865,0.998847,1
0.672785,-2.426334,-2.890253,-2.554805,-1.436491,-1.009928,-0.432688,-0.212879,-0.201856,-0.170307,-0.157139,-0.138906,-0.207625,-0.237484,-0.217857,-0.328021,-0.250996,-0.385152,-0.385682,-0.460451,-0.41811,-0.527932,-0.535804,-0.583694,-0.605569,-0.585869,-0.694026,-0.585301,-0.512291,-0.405955,-0.312874,-0.238698,-0.147879,-0.116588,-0.076864,-0.060251,-0.013486,0.028355,0.078586,0.02329,0.097285,0.073223,0.06801,0.181835,0.087683,0.176898,0.162429,0.238508,0.250757,0.328738,0.363502,0.433729,0.460591,0.440962,0.389055,0.407268,0.382833,0.380366,0.272014,0.331056,0.357929,0.24715,0.245839,0.255111,0.28826,0.360772,0.271332,0.267059,0.333237,0.345189,0.692121,0.882813,0.952032,1.204709,1.351107,1.246838,1.096853,0.907853,0.687704,0.319262,-0.003698,-0.133524,-0.077529,-0.105056,-0.087635,-0.149925,-0.141514,-0.131526,-0.136816,-0.128201,-0.096414,0.01846,0.554059,0.819169,0.808768,0.571462,0.440837,0.351393,-0.489193,1
1.502377,-1.760434,-1.850823,-1.422665,-1.434408,-1.114032,-1.008733,-0.920451,-0.398037,-0.48285,-0.562909,-0.457294,-0.361091,-0.714163,-0.387806,-0.625828,-0.566639,-0.705785,-0.458348,-0.409988,-0.542324,-0.601378,-0.758235,-0.411033,-0.381331,-0.525995,-0.4633,-0.54743,-0.43448,-0.303545,-0.297888,-0.377912,-0.282422,-0.369304,-0.104412,-0.172783,-0.273984,-0.381117,-0.309883,-0.302069,-0.329842,-0.315992,-0.354866,-0.164782,-0.306152,-0.373186,-0.394316,-0.16556,-0.338185,-0.088175,-0.210992,-0.093969,-0.076031,0.129001,0.006559,0.064677,-0.002462,0.043261,-0.087291,0.021575,0.02608,0.223391,-0.011446,0.214385,0.076802,0.125464,0.141857,0.446802,0.858293,1.087154,1.368263,1.687368,1.859494,2.098323,1.713076,1.528587,1.144871,0.891334,0.581754,0.354997,0.067085,0.289842,0.328346,0.05291,0.150697,-0.019343,0.176415,0.056424,0.247988,0.201328,0.506497,0.866774,1.623356,1.536588,1.012705,0.435356,0.421333,-0.052956,0.699265,1
1.480373,-1.25713,-2.864818,-3.59705,-2.081732,-1.423668,-0.518349,0.169624,0.072199,0.159017,0.118883,0.048049,0.043647,0.025838,-0.03799,-0.051023,-0.111888,-0.090328,-0.196887,-0.27262,-0.2985,-0.343232,-0.435524,-0.618394,-0.632954,-0.689918,-0.665993,-0.787837,-0.756535,-0.610017,-0.611572,-0.43379,-0.186672,-0.197,0.095356,0.030271,0.048273,0.091385,0.041214,0.102101,0.116996,0.216367,0.127449,0.153787,0.411086,0.259619,0.300064,0.318474,0.335418,0.405867,0.355881,0.437396,0.410228,0.469193,0.517454,0.45001,0.540131,0.490649,0.319667,0.336256,0.514884,0.292881,0.331127,0.253512,0.068254,0.161743,0.051375,0.048648,-0.002872,0.028064,0.035023,0.106294,0.2566,0.629224,0.643352,0.697546,1.272005,1.070481,0.727497,0.520907,0.577325,0.46621,0.214475,-0.563822,-0.378119,-0.478719,-0.424787,-0.43788,-0.305062,-0.257686,-0.218361,-0.159336,-0.148883,0.390347,0.609816,0.958896,1.050425,0.836447,0.835362,1
-0.085364,-1.954565,-2.854251,-3.000122,-2.025926,-0.961676,-0.75402,-0.208885,-0.194223,-0.187719,-0.171366,-0.200391,-0.157156,-0.250664,-0.251796,-0.248021,-0.223872,-0.310252,-0.293346,-0.422315,-0.288905,-0.305328,-0.330165,-0.320205,-0.350517,-0.344155,-0.320052,-0.275927,-0.253332,-0.247388,-0.152057,-0.082288,-0.069461,-0.02921,-0.112693,-0.043504,-0.067847,-0.036638,-0.057635,-0.025906,-0.048424,-0.094742,-0.046169,0.046775,-0.017356,0.033312,0.050261,0.096619,0.104388,0.210813,0.275917,0.350782,0.338154,0.281006,0.345564,0.338006,0.272726,0.242403,0.266485,0.276914,0.272575,0.231184,0.232331,0.220114,0.214008,0.259271,0.242029,0.3079,0.287012,0.256576,0.402816,0.430364,0.520686,0.715665,0.896518,0.812913,0.49861,0.506328,0.489665,0.437796,0.288728,0.08084,-0.023525,0.125959,0.10316,0.138455,0.101342,0.092901,0.164713,0.133781,0.224178,0.572345,1.484398,1.85235,1.976765,1.360118,-0.148945,-0.661579,-0.954638,1
0.761195,-1.879389,-2.65822,-3.024424,-2.015412,-1.142953,-0.913933,-0.239765,-0.280985,-0.225983,-0.249205,-0.259126,-0.178975,-0.213022,-0.251847,-0.285979,-0.308624,-0.329623,-0.372738,-0.322149,-0.450237,-0.417637,-0.572164,-0.594597,-0.624786,-0.522078,-0.598236,-0.489949,-0.473581,-0.478068,-0.349888,-0.326658,-0.170074,-0.139643,-0.105857,-0.05462,0.022023,0.089571,0.143437,0.12207,0.175726,0.150921,0.189187,0.217991,0.232779,0.252978,0.360538,0.322389,0.311651,0.347782,0.364968,0.454783,0.429796,0.433738,0.436843,0.42339,0.439752,0.392344,0.424989,0.363649,0.357652,0.32649,0.340391,0.242986,0.294458,0.317909,0.346846,0.282067,0.387661,0.513146,0.784283,0.95558,1.082319,1.228959,1.329255,1.31407,1.152394,0.916714,0.703883,0.377735,-0.066843,-0.177939,-0.114552,-0.283888,-0.282551,-0.341864,-0.296832,-0.230721,-0.287978,-0.265636,-0.197687,-0.188448,0.387806,0.819248,0.936805,0.722318,0.157653,-0.16542,0.277669,1
-0.635925,-2.528262,-2.658663,-2.28341,-1.689373,-0.776814,-0.636504,-0.16967,-0.082752,-0.11286,-0.137099,-0.055704,0.022682,-0.070924,-0.172346,-0.326405,-0.283986,-0.409466,-0.266042,-0.235248,-0.472962,-0.516281,-0.39306,-0.319408,-0.40071,-0.573986,-0.527915,-0.422603,-0.555008,-0.42219,-0.441426,-0.482618,-0.298023,-0.247112,-0.185645,-0.107223,-0.017833,-0.130063,-0.139704,-0.10575,-0.13504,-0.12302,-0.092177,-0.165877,-0.049207,0.011281,-0.147682,-0.088381,0.009592,0.029138,-0.067212,-0.077236,0.119457,0.077214,0.064699,0.087658,0.231442,0.136322,0.199613,0.229722,0.062717,0.06644,0.233387,0.305489,0.314317,0.345117,0.534687,0.610174,0.946348,1.237028,1.49227,1.828548,1.749197,1.293589,0.981138,0.882905,0.663367,0.277036,0.17751,0.089008,-0.003871,0.2932,0.099162,-0.028835,-0.126839,-0.169954,0.069096,0.180827,-0.19714,-0.086699,0.112792,0.746157,1.118432,1.07681,0.90543,0.628055,0.515314,0.692733,0.103041,1
0.050812,-2.294222,-3.020088,-3.071779,-1.905605,-1.305667,-0.72317,-0.440709,-0.341245,-0.332272,-0.389082,-0.304441,-0.304223,-0.3426,-0.340212,-0.363478,-0.344249,-0.350029,-0.419559,-0.436576,-0.477047,-0.489967,-0.511158,-0.591328,-0.599911,-0.563974,-0.577605,-0.43783,-0.427214,-0.328458,-0.259245,-0.174518,-0.079045,-0.014031,-0.021887,0.024674,0.010137,0.000785,0.088605,0.097838,0.118714,0.108376,0.067178,0.100965,0.181123,0.161872,0.280163,0.296316,0.328055,0.407574,0.399446,0.542715,0.470757,0.513265,0.490268,0.435828,0.529493,0.483879,0.529023,0.380653,0.403003,0.405986,0.36937,0.354523,0.288,0.262922,0.331365,0.286298,0.336097,0.361006,0.436791,0.382596,0.568983,0.677348,0.767773,1.007005,1.216867,0.923739,0.676237,0.633328,0.64149,0.426003,0.014704,-0.07313,-0.110696,-0.017338,-0.002289,0.005388,0.029581,0.041265,0.056976,0.096616,0.589819,1.257302,0.89195,0.48942,0.175703,-0.050987,0.332892,1
1.521679,-0.195634,-1.705371,-2.937341,-2.422103,-1.136358,-0.961394,-0.046498,-0.038772,-0.106418,-0.146175,-0.105531,-0.25986,-0.241016,-0.402839,-0.374083,-0.357664,-0.430851,-0.437813,-0.457224,-0.607052,-0.698461,-0.712235,-0.687057,-0.769692,-0.863365,-0.858811,-0.902789,-0.879606,-0.760738,-0.788558,-0.731032,-0.522831,-0.375717,-0.24352,-0.188242,-0.096487,-0.178781,-0.042129,-0.108683,-0.02751,-0.082068,-0.003545,0.035133,-0.031149,-0.013134,0.063518,0.150231,0.191954,0.174019,0.282735,0.298614,0.290133,0.408237,0.404904,0.351313,0.456053,0.407832,0.481799,0.335919,0.348426,0.39822,0.273213,0.343048,0.283406,0.375838,0.314454,0.363275,0.271945,0.327273,0.311806,0.280843,0.345982,0.359361,0.500222,0.849116,1.065937,0.893697,0.867958,0.710644,0.771562,0.644263,0.130558,-0.087143,-0.103497,-0.067776,-0.113784,0.014399,-0.055741,-0.052183,0.044746,0.001661,0.153934,0.663319,0.703153,1.608981,1.863273,1.246667,1.23101,1
-1.519712,-2.590399,-2.779402,-2.448481,-1.823226,-1.109869,-0.902469,-0.445466,-0.350867,-0.344086,-0.39523,-0.364433,-0.344527,-0.318131,-0.306165,-0.376974,-0.389444,-0.35274,-0.388357,-0.459615,-0.417435,-0.407333,-0.452188,-0.419817,-0.362958,-0.427157,-0.419816,-0.419607,-0.343384,-0.257824,-0.247421,-0.233843,-0.119883,-0.11323,-0.05511,-0.029891,-0.121271,-0.053306,-0.072684,-0.051225,-0.058205,-0.052595,-0.027838,0.012798,0.0598,0.014137,0.091823,0.101069,0.147006,0.113956,0.141521,0.193552,0.298506,0.303837,0.369876,0.386239,0.410624,0.389026,0.404275,0.390517,0.342415,0.362772,0.316212,0.29485,0.339474,0.338457,0.435172,0.571549,0.647515,0.818829,1.112714,1.272955,1.457693,1.360477,1.191606,1.138953,0.861919,0.527389,0.157518,0.00129,0.003122,0.003756,0.078498,-0.004081,0.05127,-0.051085,0.031403,-0.04624,0.044482,0.058175,0.131401,0.467465,0.837473,0.92484,1.019976,0.836392,0.416868,0.484675,0.506903,1
