@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute target {1,2}

@data
-0.732634,-0.539814,-0.111056,-0.13937,-0.359916,-0.521581,-0.253855,0.374326,1.109726,2.240025,2.836542,3.130213,3.745522,4.620094,5.787089,6.57544,8.239863,8.235894,6.753637,5.769951,4.099078,4.033076,3.106942,2.157104,1.965038,1.783136,1.446913,0.922122,0.166315,-0.027897,-0.127069,-0.316903,-0.355019,-0.267337,-0.055377,0.140949,0.215279,0.255452,0.139478,-0.048435,-0.179796,-0.283899,-0.250565,-0.140953,-0.002648,0.168034,0.287555,0.220822,0.169186,0.118081,0.012156,0.065188,0.256974,0.385816,0.360992,0.26273,0.072999,-0.092921,-0.435183,-1.112183,-1.630107,-1.891827,-2.045926,-2.10227,-2.138458,-2.168932,-2.193833,-2.226277,-2.281633,-2.302228,-2.340713,-2.406372,-2.525406,-2.680781,-2.839064,-2.881379,-2.839062,-2.674112,-2.478815,-2.329794,-2.308058,-2.252177,-2.191469,-2.067105,-1.909757,-1.766181,-1.73066,-1.781039,-1.9306,-2.115044,-2.204585,-2.216362,-2.211214,-2.214085,2
-0.650479,-0.503388,-0.163938,-0.247544,-0.419167,-0.551236,-0.175284,0.490102,1.089635,1.831977,2.216361,2.797045,3.656455,4.622152,5.809292,6.502479,8.232705,8.366156,6.906606,6.053498,4.326748,4.130123,3.061978,2.056237,1.839298,1.693631,1.53604,1.019916,0.209708,-0.027086,-0.169933,-0.388365,-0.451193,-0.350993,-0.12163,0.097902,0.192428,0.216394,0.067298,-0.145062,-0.244062,-0.304965,-0.239279,-0.12211,0.030039,0.213242,0.346993,0.270579,0.215096,0.175318,0.083066,0.136162,0.336051,0.467011,0.43498,0.331428,0.162016,-0.001754,-0.33138,-0.982449,-1.485473,-1.75104,-1.908637,-1.974689,-2.01911,-2.053752,-2.093997,-2.135376,-2.186414,-2.208512,-2.250573,-2.316793,-2.443852,-2.594725,-2.789796,-2.879549,-2.848602,-2.732585,-2.521316,-2.378787,-2.3593,-2.331025,-2.304959,-2.255974,-2.167263,-2.061447,-2.004177,-1.994939,-2.032205,-2.082979,-2.122936,-2.115348,-2.110967,-2.115754,2
-0.880795,-0.742712,-0.399737,-0.474647,-0.611101,-0.709061,-0.342043,0.299233,0.899166,1.739518,2.134766,2.72392,3.674524,4.769367,6.038427,6.541651,8.184779,8.407257,7.114678,6.270318,4.406144,4.239174,3.125328,2.033745,1.742296,1.56064,1.405757,0.871711,0.086989,-0.117275,-0.232707,-0.431943,-0.496263,-0.38318,-0.141275,0.061832,0.143115,0.182909,0.044939,-0.161922,-0.260339,-0.317035,-0.254122,-0.111879,0.008975,0.213028,0.344391,0.289796,0.243671,0.170545,0.075325,0.195582,0.396037,0.512161,0.481764,0.333801,0.098325,-0.068792,-0.40332,-1.075503,-1.54808,-1.816641,-1.927291,-1.967767,-1.994661,-2.074351,-2.065597,-2.112936,-2.097086,-2.091389,-2.112723,-2.190703,-2.320449,-2.473727,-2.597562,-2.607276,-2.528835,-2.408978,-2.293347,-2.309004,-2.255678,-2.246228,-2.226804,-2.142578,-2.036866,-1.94518,-1.926933,-2.004342,-2.108556,-2.184619,-2.198435,-2.216082,-2.213154,-2.206073,2
-1.539402,-1.411602,-1.125492,-1.193913,-1.204734,-1.21951,-0.764578,-0.115041,0.369228,0.847272,1.052336,1.746858,2.765944,3.852096,5.218069,5.797142,7.688628,8.384091,7.106448,6.573407,4.969648,5.012265,3.72066,2.049257,1.445351,1.24231,1.347943,1.010953,0.422655,0.482259,0.529188,0.286603,0.22132,0.425019,0.800899,0.999617,1.024192,1.075436,0.993431,0.780929,0.59191,0.308859,0.14505,0.078601,0.095275,0.282513,0.473799,0.449651,0.293577,0.139912,0.085565,0.373899,0.701851,0.70063,0.563823,0.313524,0.00034,-0.315489,-0.821418,-1.595269,-2.100061,-2.360607,-2.470856,-2.505377,-2.527618,-2.603986,-2.64057,-2.667001,-2.606496,-2.490679,-2.34954,-2.296427,-2.283434,-2.304552,-2.381541,-2.480158,-2.443321,-2.371946,-2.315393,-2.259245,-2.110441,-1.951264,-1.759986,-1.338335,-0.857113,-0.48225,-0.595893,-1.166855,-1.887569,-2.468864,-2.747853,-2.867884,-2.91243,-2.928241,2
-0.84913,-0.634613,-0.221497,-0.242296,-0.426342,-0.563554,-0.279827,0.341026,1.066677,2.179669,2.793023,3.162737,3.878245,4.759295,5.908135,6.636356,8.280316,8.31189,6.886644,5.917895,4.161283,4.098717,3.140782,2.129106,1.921299,1.740604,1.422271,0.867988,0.051538,-0.180601,-0.27963,-0.458349,-0.486372,-0.392099,-0.180674,0.00786,0.076711,0.118559,0.004001,-0.192353,-0.322237,-0.384872,-0.310585,-0.170008,-0.043806,0.142025,0.248294,0.194308,0.157202,0.096548,-0.012052,0.07433,0.268229,0.397542,0.38351,0.245617,0.014418,-0.142487,-0.455959,-1.129896,-1.610221,-1.872951,-1.992304,-2.045983,-2.071973,-2.130966,-2.122374,-2.150886,-2.156532,-2.163903,-2.180179,-2.263979,-2.384473,-2.51687,-2.590129,-2.609957,-2.506934,-2.345509,-2.258339,-2.259841,-2.23594,-2.24329,-2.202211,-2.118703,-2.010726,-1.906383,-1.883704,-1.936952,-2.042126,-2.15099,-2.186137,-2.198515,-2.192152,-2.183282,2
-0.54404,-0.226678,0.337789,0.440575,0.167583,-0.035488,0.178122,0.862999,2.018316,4.037301,5.476012,5.57327,5.548655,5.430988,5.815405,6.654388,7.429773,6.798108,5.786068,4.728198,3.221641,3.284076,2.622022,1.995112,1.874562,1.905126,1.532399,0.756991,-0.204843,-0.496184,-0.566324,-0.650023,-0.639201,-0.591581,-0.432606,-0.248188,-0.205621,-0.165981,-0.233214,-0.347898,-0.450049,-0.51124,-0.471543,-0.342417,-0.201309,-0.020246,0.019724,-0.040938,-0.104913,-0.177662,-0.300787,-0.26736,-0.118713,-0.001902,-0.000191,-0.103179,-0.306546,-0.418603,-0.690248,-1.306795,-1.734476,-1.959838,-2.053794,-2.079962,-2.094811,-2.159748,-2.16477,-2.221138,-2.243337,-2.275372,-2.307863,-2.377568,-2.439741,-2.499734,-2.527581,-2.504791,-2.431667,-2.288562,-2.194056,-2.196765,-2.162656,-2.140807,-2.08262,-1.966831,-1.835399,-1.735575,-1.735805,-1.840382,-1.991245,-2.120234,-2.155604,-2.183167,-2.186156,-2.18064,2
-0.923266,-0.682196,-0.200632,-0.212108,-0.404106,-0.563942,-0.252775,0.424431,1.170687,2.251595,2.858436,3.174305,3.759968,4.574786,5.751349,6.670304,8.494465,8.513305,6.87224,5.846425,4.111793,4.01441,3.043332,2.119736,1.980067,1.8162,1.4577,0.894613,0.097274,-0.127956,-0.266457,-0.490952,-0.54363,-0.453495,-0.248563,-0.035525,0.046282,0.092103,-0.040775,-0.255797,-0.389041,-0.453078,-0.399709,-0.231346,-0.11219,0.128096,0.213749,0.122764,0.100982,0.056124,-0.064944,0.062177,0.224718,0.358703,0.383875,0.250772,0.020553,-0.081786,-0.370177,-1.099408,-1.564912,-1.843014,-1.908358,-1.924747,-1.906616,-2.056161,-2.004389,-2.123157,-2.135473,-2.22911,-2.31055,-2.446936,-2.52509,-2.617849,-2.643396,-2.632462,-2.515513,-2.341904,-2.249677,-2.319254,-2.231207,-2.230979,-2.1654,-2.070449,-1.992127,-1.926008,-1.883314,-1.875586,-1.949205,-2.081834,-2.063855,-2.106016,-2.100882,-2.079028,2
-1.187307,-1.032927,-0.703878,-0.790146,-0.880962,-0.960204,-0.581853,0.073074,0.673243,1.493424,1.826854,2.463672,3.526111,4.744455,6.145366,6.508125,8.155691,8.525898,7.291318,6.498692,4.542592,4.458608,3.300492,2.058622,1.641598,1.438543,1.389042,0.884484,0.091634,-0.071709,-0.159232,-0.367761,-0.453531,-0.330715,-0.063349,0.150411,0.24064,0.303874,0.165799,-0.042597,-0.158272,-0.276616,-0.282809,-0.151931,-0.09347,0.172089,0.304486,0.251728,0.234487,0.139814,-0.006669,0.170269,0.334511,0.429597,0.450078,0.292673,0.047453,-0.080953,-0.401389,-1.179586,-1.668498,-1.964745,-1.996291,-1.971787,-1.905143,-2.081799,-1.992545,-2.13874,-2.129598,-2.222001,-2.286051,-2.414208,-2.44699,-2.483224,-2.437616,-2.412516,-2.2513,-2.103237,-2.049439,-2.190186,-2.105526,-2.107905,-2.012497,-1.842208,-1.693333,-1.585032,-1.595055,-1.718775,-1.957537,-2.220582,-2.234989,-2.318432,-2.323136,-2.300662,2
-0.991299,-0.942229,-0.795177,-0.938618,-0.956673,-0.87556,-0.367148,0.260908,0.599158,0.839442,0.877094,1.977396,3.514926,4.791862,5.968676,5.946559,7.288124,7.900519,7.157021,6.745616,4.942476,4.950661,3.645955,2.016939,1.437767,1.345184,1.638736,1.22466,0.640286,0.639786,0.638693,0.444305,0.323966,0.409694,0.661417,0.769557,0.754659,0.724442,0.595375,0.37471,0.246373,0.048415,-0.029097,-0.050167,0.043251,0.197437,0.326832,0.273973,0.182948,0.032762,-0.128395,-0.080167,0.152897,0.271189,0.205014,0.083535,-0.081077,-0.317776,-0.744322,-1.394661,-1.851074,-2.138387,-2.291149,-2.387284,-2.418877,-2.582564,-2.807813,-2.657671,-2.589026,-2.630525,-2.644458,-2.672862,-2.658168,-2.661114,-2.612861,-2.47784,-2.333845,-2.246897,-2.188663,-2.213949,-2.187881,-2.122091,-1.999416,-1.737833,-1.445832,-1.193137,-1.177979,-1.382642,-1.705967,-2.054478,-2.262961,-2.337249,-2.362949,-2.38339,2
-0.973953,-0.92224,-0.756304,-0.932196,-0.957509,-0.927797,-0.419154,0.245966,0.598709,0.86855,0.940443,2.050277,3.611854,4.822648,5.964132,6.036297,7.469956,8.064892,7.26615,6.830147,4.954641,4.915946,3.581616,2.016449,1.457203,1.352301,1.589726,1.111606,0.407928,0.317556,0.260253,0.065614,-0.022301,0.095644,0.390844,0.560211,0.594079,0.590246,0.454188,0.226234,0.11717,-0.049825,-0.08257,-0.050082,0.039596,0.213516,0.359357,0.328107,0.268828,0.147898,0.008037,0.113655,0.335379,0.421084,0.367429,0.227092,0.091193,-0.133227,-0.537323,-1.232977,-1.745499,-2.017623,-2.152434,-2.173755,-2.168779,-2.228665,-2.278645,-2.340901,-2.369467,-2.390088,-2.374414,-2.403375,-2.424918,-2.468843,-2.553641,-2.541522,-2.452461,-2.375882,-2.249692,-2.207533,-2.19673,-2.179619,-2.123416,-1.943806,-1.732388,-1.536597,-1.512476,-1.662004,-1.92429,-2.21799,-2.389274,-2.451903,-2.476022,-2.48854,2
-0.90903,-0.781533,-0.5127,-0.613744,-0.691488,-0.764261,-0.333284,0.307945,0.796348,1.336674,1.511351,2.345703,3.576498,4.853189,6.201222,6.493332,7.972534,8.288545,7.169675,6.406568,4.461168,4.225116,3.100927,2.049039,1.700891,1.537264,1.552597,1.034113,0.255367,0.034431,-0.116648,-0.32086,-0.409732,-0.299091,-0.061428,0.140101,0.226338,0.244912,0.077577,-0.128266,-0.197197,-0.222325,-0.14952,-0.037475,0.07847,0.27816,0.423651,0.383569,0.32879,0.25796,0.164249,0.247818,0.419972,0.536752,0.50941,0.394836,0.202872,0.067639,-0.265848,-0.931372,-1.412949,-1.676627,-1.810952,-1.872761,-1.924646,-1.980884,-2.02036,-2.061275,-2.088607,-2.117439,-2.16938,-2.264386,-2.387585,-2.525051,-2.677859,-2.770744,-2.767364,-2.674367,-2.539188,-2.459993,-2.430806,-2.425246,-2.397016,-2.332417,-2.238476,-2.137398,-2.060064,-2.020719,-2.017302,-2.045815,-2.051093,-2.040612,-2.027026,-2.021362,2
-1.427434,-1.328227,-1.03568,-1.087829,-1.102823,-1.107944,-0.72255,-0.120402,0.399559,1.095607,1.386698,2.050783,3.117908,4.320217,5.673875,6.020374,7.534223,8.011206,7.033866,6.455353,4.805346,4.923055,3.726289,2.125881,1.457685,1.222942,1.2648,0.860459,0.286507,0.345406,0.422892,0.258323,0.197197,0.367252,0.708461,0.912405,0.954591,1.011993,0.95234,0.79631,0.622319,0.327447,0.137354,0.083603,0.082146,0.269497,0.439169,0.401305,0.30631,0.16752,0.06317,0.261206,0.492794,0.512532,0.404516,0.229978,-0.039205,-0.315545,-0.805107,-1.562677,-2.095559,-2.381826,-2.497037,-2.503596,-2.502082,-2.593741,-2.617563,-2.663297,-2.627025,-2.557648,-2.498266,-2.465615,-2.468134,-2.461647,-2.518454,-2.512278,-2.462761,-2.422311,-2.286124,-2.28812,-2.196857,-2.036445,-1.778066,-1.317678,-0.824115,-0.48399,-0.588769,-1.147399,-1.831787,-2.3678,-2.601453,-2.722977,-2.755942,-2.768884,2
-1.034824,-0.967596,-0.742682,-0.886946,-0.924137,-0.931209,-0.421939,0.261351,0.681531,1.030622,1.139756,2.059335,3.272588,4.452488,5.770694,6.120853,7.897317,8.500019,7.345066,6.832644,4.957148,4.752125,3.372372,1.937262,1.466499,1.309676,1.473489,1.033413,0.24958,0.108379,0.02449,-0.207446,-0.303936,-0.150516,0.164613,0.397391,0.487731,0.531138,0.386094,0.16445,0.058562,-0.082982,-0.104758,-0.023212,0.050606,0.276278,0.424822,0.353146,0.295892,0.207023,0.098,0.247191,0.456402,0.541958,0.505534,0.362916,0.157809,-0.02917,-0.430745,-1.16742,-1.662624,-1.9452,-2.035051,-2.040396,-2.030331,-2.139501,-2.147632,-2.22956,-2.216034,-2.234236,-2.244616,-2.291606,-2.34184,-2.43587,-2.522099,-2.601709,-2.561266,-2.438011,-2.308038,-2.311914,-2.25191,-2.210983,-2.119078,-1.955997,-1.771397,-1.630593,-1.628719,-1.790344,-2.025618,-2.243269,-2.314515,-2.373039,-2.378545,-2.375195,2
-0.877728,-0.662822,-0.194322,-0.187164,-0.399256,-0.549153,-0.279492,0.357993,1.090429,2.196499,2.785144,3.071718,3.656885,4.532059,5.760428,6.635953,8.430561,8.51505,6.945401,5.921719,4.126012,4.008696,3.056788,2.145418,1.990069,1.818157,1.454564,0.887484,0.096326,-0.129919,-0.251891,-0.456903,-0.508295,-0.42773,-0.237244,-0.035226,0.047348,0.101934,-0.026096,-0.226609,-0.352451,-0.413819,-0.351842,-0.187996,-0.058261,0.161433,0.262033,0.186296,0.14431,0.093142,-0.011979,0.087326,0.262441,0.400965,0.40437,0.277442,0.041272,-0.081397,-0.383107,-1.071628,-1.542812,-1.808042,-1.918461,-1.945995,-1.959491,-2.050149,-2.034866,-2.10449,-2.119862,-2.169995,-2.237305,-2.339181,-2.45228,-2.570038,-2.663104,-2.640435,-2.593567,-2.44294,-2.328558,-2.338438,-2.27977,-2.281681,-2.223968,-2.140406,-2.036945,-1.961959,-1.922968,-1.96217,-2.036582,-2.10979,-2.093817,-2.11001,-2.093353,-2.077911,2
-0.798468,-0.663894,-0.336633,-0.418287,-0.545582,-0.656649,-0.254916,0.417213,0.973015,1.616422,1.913314,2.569131,3.502532,4.585645,5.885165,6.516314,8.317491,8.581523,7.161073,6.345924,4.471255,4.216425,3.043038,1.991962,1.74167,1.593682,1.485295,0.977957,0.19022,-0.02026,-0.169946,-0.411384,-0.490356,-0.37887,-0.141945,0.074201,0.161101,0.195445,0.029284,-0.200482,-0.300833,-0.3457,-0.283602,-0.14274,-0.015123,0.201319,0.329821,0.240965,0.19199,0.138739,0.046907,0.159305,0.35545,0.482355,0.466904,0.333613,0.106666,-0.034293,-0.353886,-1.04276,-1.517439,-1.792174,-1.901625,-1.942165,-1.96185,-2.040642,-2.025784,-2.079601,-2.092134,-2.13609,-2.198903,-2.300583,-2.417402,-2.540456,-2.6183,-2.621809,-2.523236,-2.385419,-2.246478,-2.257598,-2.23552,-2.251249,-2.241078,-2.197922,-2.129752,-2.061327,-2.025838,-2.046347,-2.094344,-2.144938,-2.139979,-2.152564,-2.146642,-2.136536,2
-1.064519,-0.741188,-0.11996,0.025151,-0.353199,-0.605514,-0.719503,-0.268102,0.873871,3.269581,4.678095,4.440701,4.767827,5.375104,6.225079,7.140019,8.012711,7.139991,6.077993,4.566856,3.042196,3.433819,3.078632,2.371373,2.22228,1.87873,0.82425,0.037244,-0.745129,-0.958861,-0.870242,-0.743862,-0.563097,-0.459531,-0.322133,-0.209245,-0.217699,-0.196283,-0.237611,-0.316339,-0.459108,-0.522239,-0.352585,-0.133982,0.039992,0.159284,0.241333,0.333962,0.38883,0.424468,0.411044,0.515388,0.698461,0.773958,0.648061,0.441841,0.229629,-0.015384,-0.422945,-1.093721,-1.65145,-1.915926,-2.028138,-2.011365,-1.947063,-1.860747,-1.709145,-1.521382,-1.372023,-1.20268,-1.132663,-1.246996,-1.560375,-1.973053,-2.320556,-2.439461,-2.414138,-2.335926,-2.223382,-2.212422,-2.325317,-2.37469,-2.394525,-2.283304,-2.114006,-1.996026,-2.069955,-2.311993,-2.578646,-2.783151,-2.907452,-2.942451,-2.955209,-2.960154,2
-1.069871,-1.118845,-1.014395,-1.14314,-1.130643,-1.063477,-0.729769,-0.267441,0.225948,1.019553,1.396327,2.474117,4.095539,5.694,6.932174,6.422244,6.880044,7.060018,7.21061,6.782218,4.843564,4.615273,3.269065,1.869981,1.147993,0.789825,0.847285,0.37118,-0.236818,-0.2421,-0.116182,-0.061911,-0.08437,0.050259,0.30894,0.453981,0.508733,0.553207,0.515559,0.449053,0.412319,0.260905,0.233094,0.286576,0.320879,0.473379,0.608672,0.610317,0.547633,0.392662,0.320215,0.428077,0.658109,0.801872,0.706042,0.498089,0.162274,-0.202733,-0.744312,-1.33863,-1.708732,-1.966961,-2.086055,-2.122522,-2.174875,-2.493786,-2.937644,-2.72437,-2.31817,-2.092139,-1.947731,-1.923407,-1.961872,-2.043423,-2.216857,-2.316878,-2.274262,-2.21504,-2.15756,-2.13507,-2.086818,-2.077988,-2.039301,-1.862011,-1.639365,-1.486003,-1.58284,-1.897507,-2.243044,-2.506459,-2.619105,-2.679555,-2.699427,-2.706389,2
-1.381901,-1.311315,-1.152617,-1.278086,-1.254203,-1.162925,-0.754976,-0.211415,0.21813,0.837377,0.951256,2.112394,3.966748,5.412875,6.681374,6.277206,7.209203,7.62406,7.338022,6.781961,4.679498,4.772503,3.516094,1.994944,1.338602,1.171911,1.403382,0.79705,0.022093,-0.064375,-0.04546,-0.074088,-0.070797,0.15213,0.484592,0.603304,0.557912,0.489429,0.271322,0.026732,-0.057934,-0.126879,-0.042176,0.111552,0.209363,0.437936,0.611195,0.63047,0.578898,0.413199,0.235687,0.363369,0.550651,0.614868,0.507193,0.250264,-0.01302,-0.263541,-0.671327,-1.385497,-1.878764,-2.158561,-2.23319,-2.230216,-2.18031,-2.280962,-2.210684,-2.227721,-2.10649,-2.004525,-1.862492,-1.843446,-1.887758,-2.039542,-2.18804,-2.258364,-2.218794,-2.179526,-2.150829,-2.278389,-2.246586,-2.194479,-2.052536,-1.751183,-1.461734,-1.272486,-1.326377,-1.598949,-2.021569,-2.477456,-2.673,-2.78545,-2.802159,-2.801647,2
-1.151715,-1.075518,-0.876162,-1.01612,-1.035,-1.011877,-0.566447,0.047003,0.473102,0.954667,1.057888,2.066931,3.592053,4.913679,6.225383,6.261657,7.625129,8.132351,7.379555,6.818724,4.773967,4.698754,3.401411,1.967254,1.436859,1.285562,1.465898,0.935382,0.152466,0.019661,-0.044224,-0.198749,-0.250691,-0.06367,0.258018,0.441033,0.465627,0.449827,0.271349,0.028695,-0.066552,-0.136603,-0.086529,0.041372,0.140897,0.373559,0.541725,0.50874,0.455858,0.327634,0.181158,0.311833,0.505341,0.583057,0.516558,0.316821,0.062851,-0.146138,-0.519722,-1.244108,-1.74069,-2.014746,-2.104597,-2.133896,-2.121468,-2.230899,-2.193028,-2.238106,-2.147136,-2.086946,-2.020085,-2.056065,-2.158571,-2.335318,-2.484303,-2.538232,-2.486704,-2.399988,-2.276968,-2.342812,-2.279092,-2.21188,-2.093086,-1.861675,-1.641468,-1.481982,-1.486236,-1.614833,-1.909736,-2.292111,-2.435625,-2.515686,-2.52427,-2.519221,2
-1.296407,-1.27368,-1.12179,-1.184535,-1.175595,-1.183564,-0.883949,-0.364171,0.063123,0.666687,0.855072,1.845661,3.540754,5.191482,6.814466,6.44618,7.038425,7.403257,7.081201,6.57794,4.514076,4.368447,3.314763,2.132792,1.565357,1.348797,1.567618,1.191577,0.684152,0.775799,0.872052,0.880099,0.856069,0.955882,1.050622,0.967342,0.761151,0.549358,0.284023,0.060872,-0.025167,-0.097789,-0.061583,0.058045,0.104747,0.304869,0.435151,0.409628,0.353281,0.218116,0.057741,0.165195,0.312798,0.37779,0.303427,0.11367,-0.144319,-0.333837,-0.680352,-1.408037,-1.954043,-2.24844,-2.335606,-2.342096,-2.30879,-2.445737,-2.422584,-2.535654,-2.510817,-2.522128,-2.49567,-2.518062,-2.525131,-2.591944,-2.620252,-2.630943,-2.561218,-2.424299,-2.292419,-2.337484,-2.165374,-1.996675,-1.739657,-1.312033,-0.955147,-0.827139,-0.912365,-1.226907,-1.763596,-2.301342,-2.481687,-2.59542,-2.637962,-2.666156,2
-1.263375,-1.222341,-1.045224,-1.177673,-1.179385,-1.091975,-0.655646,-0.065626,0.32629,0.842039,0.990962,2.11648,3.843918,5.18683,6.405366,6.198123,7.240256,7.66415,7.187159,6.659546,4.663768,4.72322,3.493814,2.002794,1.4056,1.242343,1.449312,0.934851,0.29015,0.27466,0.33904,0.308689,0.331562,0.53365,0.775501,0.80786,0.695217,0.585764,0.385725,0.142642,0.049717,-0.031924,0.007296,0.124266,0.204497,0.408615,0.534067,0.495821,0.4186,0.245089,0.062913,0.179833,0.355116,0.425992,0.361399,0.172239,-0.037423,-0.254911,-0.644105,-1.38267,-1.914209,-2.20708,-2.280129,-2.259755,-2.201396,-2.323905,-2.294851,-2.405171,-2.409837,-2.4536,-2.439263,-2.458834,-2.448317,-2.507287,-2.51614,-2.474785,-2.41877,-2.302343,-2.202618,-2.263454,-2.1715,-2.102946,-1.915893,-1.56217,-1.220708,-1.020462,-1.051889,-1.337072,-1.798897,-2.313369,-2.556974,-2.705112,-2.745632,-2.756094,2
-1.077879,-0.963218,-0.662603,-0.704675,-0.818909,-0.856084,-0.609922,-0.062133,0.55569,1.607787,2.083911,2.677257,3.826196,5.049705,6.315805,6.479438,7.544386,7.532309,6.809081,5.881297,3.950199,4.061363,3.212877,2.195445,1.805032,1.585964,1.38667,0.778601,0.117952,0.101312,0.226308,0.343514,0.503825,0.735716,0.922419,0.902134,0.708038,0.514981,0.305643,0.114893,0.031586,-0.001849,0.123017,0.30667,0.454073,0.625636,0.72043,0.6381,0.518279,0.32156,0.121312,0.029741,0.123502,0.265448,0.162846,0.009406,-0.249976,-0.566045,-1.098245,-1.721623,-2.074536,-2.327819,-2.459228,-2.520401,-2.621924,-2.935858,-3.463255,-3.197376,-2.855152,-2.70579,-2.548125,-2.4787,-2.437884,-2.479385,-2.495368,-2.464857,-2.354867,-2.216955,-2.179469,-2.196132,-2.108646,-1.974518,-1.734154,-1.322279,-0.938218,-0.698486,-0.777182,-1.082361,-1.58473,-2.168334,-2.489865,-2.631449,-2.675576,-2.695315,2
-0.730099,-0.614604,-0.287298,-0.377118,-0.523195,-0.63224,-0.313671,0.291472,0.888199,1.739111,2.107914,2.621164,3.523335,4.65591,6.008155,6.481954,8.036985,8.248416,7.044711,6.16326,4.267033,4.171156,3.162795,2.128393,1.833252,1.658422,1.50748,0.963154,0.214593,0.06233,0.001405,-0.135151,-0.155888,-0.030434,0.180304,0.327079,0.344609,0.321341,0.168584,-0.038094,-0.134118,-0.19875,-0.131408,-0.000619,0.139122,0.338956,0.475991,0.405599,0.321542,0.200984,0.060941,0.034963,0.190116,0.366106,0.325074,0.206322,-0.039443,-0.259756,-0.692226,-1.308673,-1.664256,-1.923395,-2.064348,-2.156134,-2.255652,-2.524402,-2.972077,-2.80437,-2.554036,-2.480155,-2.418896,-2.423809,-2.457108,-2.552129,-2.61264,-2.61089,-2.565498,-2.42066,-2.300916,-2.205932,-2.16304,-2.103524,-2.016832,-1.854123,-1.681192,-1.55293,-1.569054,-1.692615,-1.888926,-2.107043,-2.217117,-2.254333,-2.257553,-2.259863,2
-1.477115,-1.374563,-1.056859,-1.131782,-1.232645,-1.298473,-0.96078,-0.339822,0.253371,1.160646,1.564973,2.277842,3.569275,4.743516,5.961838,6.207155,7.53129,7.71323,6.896625,6.040733,4.055348,4.23755,3.279396,2.072892,1.610986,1.353324,1.169383,0.523355,-0.128919,-0.031237,0.231122,0.430658,0.710937,1.095607,1.382423,1.331383,1.04608,0.755823,0.475871,0.234736,0.14794,0.112065,0.24891,0.415831,0.545895,0.739878,0.849866,0.774976,0.586036,0.377767,0.245677,0.405796,0.647672,0.710011,0.512171,0.202085,-0.129681,-0.511514,-1.045318,-1.812822,-2.284095,-2.533218,-2.595097,-2.588325,-2.564137,-2.697554,-2.749706,-2.730008,-2.580189,-2.464232,-2.284852,-2.173332,-2.122106,-2.22417,-2.28552,-2.298147,-2.292238,-2.185497,-2.166285,-2.229604,-2.072407,-1.918607,-1.617347,-1.093104,-0.584914,-0.289399,-0.492182,-1.140804,-1.951703,-2.674021,-3.059968,-3.269004,-3.337654,-3.358989,2
