@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute target {1,2}

@data
-0.533015,-0.560988,-0.469252,0.330247,1.293387,1.390877,1.490502,1.386752,-0.211992,-0.552267,-0.469107,-0.301123,0.145508,1.271457,1.455907,1.37253,1.405714,1.353821,1.50125,1.408103,0.202033,-0.481303,-0.645487,-0.934628,-1.361062,-1.374394,-1.200613,-0.673026,-0.675233,-1.165905,-1.347535,-1.235049,-0.643207,2
-0.848676,-0.820638,-0.615633,0.976897,1.471259,1.460555,1.629733,1.570268,1.115004,-0.406376,-0.819389,-0.788289,-0.419993,1.10109,1.276809,1.25442,1.075133,1.099336,1.393657,1.644302,1.625868,-0.320181,-0.800093,-0.337842,-1.47246,-1.39941,-0.492392,-0.290419,-1.210609,-1.385049,-1.352522,-0.913076,-0.449131,2
-0.589867,-0.562162,-0.398601,0.118298,0.726159,1.481572,1.382878,1.58262,1.483141,1.024792,-0.285191,-0.497354,-0.606722,-0.525608,-0.365716,0.613161,1.202952,1.341673,1.392884,1.327154,1.362864,1.27555,1.373656,1.236112,-0.107011,-0.541128,-0.848571,-1.198053,-1.202895,-0.879435,-1.184288,-1.115758,-0.887362,1
-0.802116,-0.696512,-0.487152,1.427623,1.568605,1.53454,1.367495,0.602045,-0.559367,-0.74088,-0.795713,-0.724811,-0.314115,1.443014,1.51607,1.445271,1.543364,1.445887,0.933056,0.016157,-0.716254,-0.529098,-0.550358,-0.734621,-1.281296,-1.343786,-1.272412,-0.714448,-0.557213,-1.019274,-1.31631,-1.065878,-0.614591,1
-0.382221,-0.20411,0.45272,0.602027,0.904328,1.238773,1.298176,1.161528,-0.171318,-0.34335,-0.387703,-0.056697,0.374528,1.135215,1.22731,1.200898,1.333061,1.184253,1.377315,1.300469,1.138853,0.044619,-0.592775,-0.786734,-1.44335,-1.601891,-1.342996,-0.6762,-1.074633,-1.400711,-1.448293,-1.121478,-0.6912,2
-0.408242,-0.441153,-0.268043,0.318259,0.787138,1.466338,1.314005,0.600361,-0.213291,-0.29329,-0.192089,0.4565,0.343506,0.512742,0.620159,0.781178,1.082141,1.383104,1.352535,1.453013,1.458547,1.060428,0.176441,-0.296312,-1.055511,-1.498232,-1.530083,-0.676934,-0.711717,-1.236715,-1.460971,-1.314338,-0.644151,1
-0.715271,-0.629056,-0.407085,0.47834,1.272205,1.278709,1.531219,1.58862,1.047774,-0.385086,-0.590232,-0.682075,-0.603013,-0.191504,0.296748,1.415002,1.405954,1.289171,1.254108,1.529522,1.505487,-0.208527,-0.624673,-0.65968,-0.490303,-0.435277,-1.271811,-1.435979,-1.2085,-0.607057,-1.378821,-1.288975,-0.800752,1
-0.803746,-0.606988,1.173299,1.362246,1.408546,1.58006,1.516953,1.269959,-0.571904,-0.707616,-0.602552,-0.142586,1.349343,1.408858,1.294077,1.41948,1.330786,1.510705,1.325069,-0.511296,-0.681155,-0.264427,-0.32691,-1.271147,-1.522271,-1.482173,-0.483022,-0.433942,-0.831832,-1.242093,-1.407359,-1.003784,-0.449782,2
-0.782622,-0.72336,-0.325435,1.484061,1.294428,1.578142,1.499689,1.025435,-0.568734,-0.815472,-0.672818,-0.192064,1.242511,1.279019,1.400794,1.223914,1.406201,1.154493,-0.158025,-0.669943,-0.272205,-0.371194,-0.805595,-1.616905,-1.559459,-0.804126,-0.347939,-0.666098,-1.133975,-1.410313,-1.359396,-1.069806,-0.49,2
-0.732404,-0.764729,-0.472853,1.532689,1.419954,1.53384,1.467981,1.222379,-0.049721,-0.598818,-0.706377,-0.726681,-0.391896,0.392709,1.294852,1.423405,1.418516,1.523199,1.369625,-0.207723,-0.664417,-0.177066,-0.844075,-1.462041,-1.54571,-0.960089,-0.506875,-0.498477,-1.114727,-1.371775,-1.189443,-0.891873,-0.29124,2
-0.883267,-0.81354,-0.589261,0.960883,1.435931,1.32945,1.499717,1.469881,0.855173,-0.695074,-0.862279,-0.306753,1.562988,1.664067,1.479398,1.336137,1.410468,1.627545,-0.340343,-0.584992,-0.738077,-0.443532,-0.533835,-1.390516,-1.146742,-1.206824,-0.184429,-0.718916,-1.190312,-1.413485,-1.281181,-0.80729,-0.537153,1
-0.720775,-0.411128,0.325906,0.924966,1.274599,1.359408,1.373919,1.22889,0.846648,-0.353004,-0.531246,-0.566718,-0.519799,-0.070685,1.306281,1.381093,1.313658,1.602909,1.449295,-0.01897,-0.493075,-0.612064,-0.487552,-0.567403,-1.388577,-1.420577,-0.677323,-0.679863,-1.060573,-1.42905,-1.157111,-0.64548,-0.565105,2
-0.557261,-0.539893,-0.403629,0.139624,0.550218,1.192624,1.45051,1.205903,0.721966,-0.447775,-0.554447,-0.593141,0.064918,1.382356,1.460535,1.379718,1.433449,1.506968,1.320885,0.409865,-0.45059,-0.604661,-1.229699,-1.322059,-1.414365,-0.788853,-0.595428,-0.59534,-0.849312,-1.065294,-1.429034,-1.448574,-0.640849,2
-0.7068,-0.657987,-0.51166,0.070642,0.494891,0.832839,1.281494,1.473005,1.397881,1.215971,-0.014926,-0.492934,-0.67609,-0.399231,-0.173053,0.313421,1.460362,1.532555,1.397368,1.562238,1.527937,-0.201747,-0.627754,-0.528334,-1.387159,-1.261398,-0.52423,-0.524267,-1.067798,-1.337225,-1.338453,-1.171286,-0.601626,2
-0.709553,-0.651407,-0.453302,0.969403,1.404561,1.456718,1.320061,1.131571,-0.356791,-0.688509,-0.703013,-0.124756,1.271401,1.455358,1.473197,1.286034,1.479639,1.581266,1.518716,-0.181607,-0.620262,-0.545216,-0.642342,-1.435892,-1.371475,-1.047941,-0.541654,-0.673325,-0.99109,-1.277259,-1.301738,-1.038131,-0.640561,2
-0.607405,-0.544486,-0.157907,1.02737,1.199654,1.338701,1.30305,1.480749,1.488381,1.134289,-0.318025,-0.521132,-0.554826,0.002145,1.381593,1.489849,1.242708,1.439521,0.723084,-0.13227,-0.705681,-0.668464,-0.824048,-1.375217,-1.436681,-1.277861,-0.942873,-0.604796,-0.635227,-1.287148,-1.34595,-1.312749,-0.770948,1
-0.785831,-0.715999,-0.508932,1.339696,1.423755,1.407566,1.606196,1.518089,1.333314,-0.319673,-0.579262,-0.87867,-0.843334,-0.382842,1.33101,1.38266,1.323818,1.41317,1.47855,1.268525,0.036927,-0.743894,-0.403982,-0.282531,-1.1721,-1.543834,-1.530715,-0.179854,-1.193333,-1.394952,-1.402673,-1.300245,-0.621261,2
-0.74976,-0.674027,-0.474894,1.106166,1.31209,1.364231,1.537937,1.262299,-0.565014,-0.682814,-0.59028,-0.159055,1.274143,1.34537,1.232269,1.335199,1.233042,1.564651,1.503981,1.290719,-0.471193,-0.644931,-0.42433,-1.434988,-1.47362,-1.322022,-0.461472,-0.398356,-1.212333,-1.358778,-1.320671,-0.896688,-0.516928,1
-0.603897,-0.62619,-0.454528,-0.226642,0.618334,1.248386,1.421094,1.41352,1.548201,1.418107,1.100649,-0.462226,-0.606761,-0.359044,-0.125246,0.391125,1.268677,1.406869,1.390703,1.505709,1.418662,-0.365819,-0.53009,-0.851582,-1.405038,-1.281756,-0.860573,-0.605775,-1.000612,-1.260306,-1.319447,-1.177909,-0.666773,1
-0.737702,-0.741563,-0.534067,1.314884,1.49417,1.601662,1.471405,-0.368605,-0.631035,-0.78419,-0.577453,-0.346202,1.318315,1.410532,1.254671,1.445901,1.498492,1.472064,1.002238,0.86647,1.02022,-0.185624,-0.667294,-0.668482,-1.49211,-1.372347,-0.627537,-0.328815,-0.266853,-1.16721,-1.339383,-1.328093,-0.767132,1
-0.614104,-0.44928,-0.218838,1.239174,1.397433,1.419418,1.538105,1.537189,1.3738,0.590076,-0.304395,-0.543326,-0.67215,-0.288762,0.152031,0.969923,1.030411,1.408823,1.39093,1.541769,1.505403,1.3298,0.130841,-0.338166,-0.507387,-0.615051,-1.361098,-1.386179,-0.911508,-0.762959,-1.327966,-1.118317,-0.584578,1
-0.712175,-0.525667,0.971776,1.425604,1.462031,1.630998,1.565709,1.234136,1.016245,-0.40655,-0.614325,-0.677036,-0.621919,-0.243103,1.172378,1.42056,1.447741,1.284378,1.018851,0.920273,0.698767,0.074039,-0.457688,-0.632399,-0.710774,-0.459089,-0.530935,-1.482671,-0.562346,-1.172027,-1.34689,-1.270914,-0.84774,1
-0.798859,-0.47235,1.301681,1.438834,1.376636,1.553659,1.463819,1.000954,-0.45082,-0.680472,-0.767628,-0.705058,-0.498983,0.301873,1.261279,1.563494,1.198018,1.385673,1.296365,1.460098,1.27324,-0.266275,-0.723266,-0.370389,-1.28546,-1.449344,-1.253989,-0.55007,-0.562191,-1.135549,-1.334899,-1.077631,-0.449199,1
-0.810329,-0.767118,-0.309675,0.940927,1.48837,1.416351,1.623649,1.610267,1.411728,0.656768,-0.564759,-0.721011,-0.754928,-0.685829,-0.340332,1.415864,1.533382,1.343602,1.470365,1.230707,-0.289748,-0.705975,-0.3142,-0.57561,-1.01281,-1.517464,-1.458764,-0.356779,-0.396828,-1.209135,-1.355728,-1.174537,-0.411523,2
-0.912926,-0.791036,-0.003213,1.596242,1.425997,1.614454,0.560072,-0.428798,-0.825851,-0.856996,-0.482511,-0.199773,1.412008,1.503597,1.366874,1.54662,1.203755,0.570446,0.538693,-0.386144,-0.598673,-0.750864,-0.217695,-0.34328,-1.536634,-1.508465,-0.859292,-0.313586,-0.342092,-1.166683,-1.348884,-1.168794,-0.376062,2
-0.65882,-0.680171,-0.488808,0.842641,1.172955,1.375648,1.482332,1.167687,0.833654,-0.569526,-0.665191,-0.610781,0.064,0.910033,1.379367,1.558333,1.400408,1.447586,1.53867,1.463392,-0.176469,-0.604101,-0.693773,-1.276874,-1.333457,-1.293917,-0.80941,-0.656031,-0.758927,-1.083352,-1.292071,-1.252638,-0.697423,1
-0.726734,-0.448337,0.428147,0.83204,1.135365,1.317476,1.388437,1.319128,0.881375,-0.50535,-0.645833,-0.597537,-0.0594,1.403883,1.550697,1.540604,1.250675,1.223392,1.568131,1.52164,0.622339,-0.428517,-0.606682,-0.507888,-0.727896,-1.512009,-1.476229,-0.451824,-0.632834,-1.148643,-1.470527,-1.327542,-0.47617,2
-0.724645,-0.63869,-0.217319,1.473995,1.512624,1.398924,1.556841,1.486385,1.074587,0.42465,-0.655963,-0.72015,-0.679311,-0.344746,0.1602,1.351549,1.472537,1.357136,1.408885,1.526229,1.482498,1.273319,0.056436,-0.614176,-0.433106,-1.383425,-1.30194,-0.76201,-0.584512,-1.103718,-1.276212,-0.860818,-0.526739,1
-0.765324,-0.488804,1.072606,1.307583,1.373761,1.52999,1.518591,1.338994,-0.535825,-0.726726,-0.662037,-0.22764,1.234376,1.418217,1.196791,1.148472,1.166679,1.404506,1.478378,1.318254,0.349466,-0.695474,-0.314494,-0.764501,-1.56454,-1.552593,-1.22863,-0.569768,-0.357272,-1.226414,-1.382738,-1.188195,-0.437761,2
-0.68834,-0.699508,-0.549406,1.413826,1.398346,1.572497,1.19904,-0.55745,-0.681346,-0.714103,-0.481902,1.39807,1.493715,1.410233,1.305466,1.389224,1.599587,1.545683,1.309059,0.064268,-0.675873,-0.463215,-0.375725,-0.946774,-1.326257,-1.382715,-1.417683,-1.314122,-0.818234,-0.526269,-1.347868,-1.22395,-0.598362,1
-0.902829,-0.835276,-0.655622,-0.020669,1.381873,1.570437,1.429167,1.606136,1.572573,1.39896,-0.690253,-0.878786,-0.703098,0.051004,1.009933,1.459679,1.450525,1.312764,1.378517,1.512464,1.326158,-0.309128,-0.834483,-0.137926,-0.196478,-1.530289,-1.248865,-0.49937,-0.631548,-1.302139,-1.343788,-0.850044,-0.226868,2
-0.565875,-0.481639,-0.229157,-0.101895,1.110634,1.339833,1.40065,1.223055,0.926594,0.787441,-0.069762,-0.424498,-0.448416,-0.213363,0.801874,0.719363,0.798152,1.415673,1.298078,1.408366,1.762693,1.600893,0.094762,-0.400262,-0.800883,-1.245887,-1.380928,-1.406975,-0.9276,-0.714332,-0.972033,-1.471963,-0.686737,1
-0.546244,-0.492509,-0.32016,0.203326,0.617404,0.909591,1.353264,1.314464,1.096163,0.3784,-0.232366,-0.625425,-0.476111,-0.27006,0.163222,1.333231,1.498903,1.514707,1.262822,1.608467,-0.169266,-0.529294,-0.925988,-1.407907,-1.47412,-1.404905,-0.694096,-0.619103,-0.93389,-1.472113,-1.261597,-0.791372,-0.58054,2
-0.651011,-0.6138,-0.207939,0.485792,1.02876,1.32158,1.423483,1.26171,1.077364,-0.587642,-0.639062,-0.225862,1.477933,1.657159,1.402445,1.359431,1.268709,1.486809,1.319788,-0.40082,-0.572237,-0.482197,-0.721122,-1.246594,-1.454048,-1.42789,-1.175245,-0.664666,-0.517402,-1.251233,-1.410914,-1.249769,-0.573773,2
-0.631555,-0.619888,-0.483995,1.477792,1.566958,1.445367,1.431471,1.580565,1.108994,-0.565635,-0.656626,-0.444681,-0.252798,0.225721,1.336254,1.41497,1.406284,1.238604,0.999446,0.333271,-0.434403,-0.598233,-0.723761,-0.58066,-0.551768,-1.355873,-1.311527,-0.763336,-0.651212,-1.155989,-1.34467,-1.200138,-0.868078,1
-0.740498,-0.686873,-0.262034,0.961997,1.174519,1.295141,1.221116,-0.530705,-0.693661,-0.742135,-0.530944,-0.293315,1.753069,1.723152,1.288762,1.230668,1.280302,1.655234,-0.193706,-0.659787,-0.39845,-0.651157,-1.422635,-1.508261,-0.841608,-0.772052,-0.500618,-0.688442,-1.18369,-1.373168,-1.348229,-1.165269,-0.431198,2
-0.65351,-0.574581,-0.158775,1.212976,1.393455,1.372587,1.134307,-0.302256,-0.517851,-0.644877,-0.602102,-0.222775,1.147905,1.606875,1.567638,1.371224,1.232384,1.535216,0.110791,-0.384982,-0.567798,-0.654322,-0.969616,-1.407975,-1.43892,-1.32852,-0.668764,-0.581234,-0.553551,-0.967669,-1.350881,-1.261193,-0.753989,1
-0.690614,-0.430884,1.397919,1.339385,1.544391,1.201081,-0.310821,-0.649177,-0.586831,-0.229308,0.244275,1.132201,1.335301,1.429773,1.288746,1.30127,1.332307,1.481773,1.43304,1.244913,-0.45095,-0.588002,-0.522416,-1.421781,-1.486863,-1.47453,-0.412017,-0.528324,-1.275957,-1.354911,-1.366291,-1.183174,-0.628377,2
-0.894709,-0.832638,-0.62426,0.678521,1.473601,1.356388,1.602117,1.510952,1.317809,0.493462,-0.43038,-0.694637,-0.856719,-0.803888,-0.6421,1.369904,1.448045,1.355897,1.404551,1.221483,0.243704,-0.600645,-0.773909,-0.241685,-0.288201,-1.640808,-0.291273,-0.266872,-0.398042,-1.216171,-1.415359,-1.36958,-0.342483,2
-0.549251,-0.32036,0.665469,0.97791,1.304971,1.432516,1.293016,-0.059941,-0.544982,-0.328284,0.56706,1.349479,1.312725,1.371784,1.315458,1.360375,1.474872,1.501993,1.478425,1.302888,0.155151,-0.313733,-0.620402,-1.11183,-1.385609,-1.338365,-0.912417,-0.815511,-1.240274,-1.393765,-1.328336,-1.163204,-0.588908,1
-0.684182,-0.609936,-0.432486,1.230566,1.412098,1.372363,1.481772,1.454012,1.095736,-0.273216,-0.662246,-0.605227,-0.290961,0.451744,1.035643,1.430605,1.342153,1.539471,1.477962,-0.211952,-0.565165,-0.490592,-1.000925,-1.463431,-1.389152,-0.665838,-0.615597,-0.630947,-1.366982,-1.445685,-1.439524,-0.969273,-0.663634,1
-0.723155,-0.668804,-0.490757,0.021278,1.268845,1.428617,1.389476,1.455209,1.229085,-0.23308,-0.501664,-0.670482,-0.576698,-0.385994,0.338122,1.482056,1.430404,1.31032,1.531119,0.076833,-0.433779,-0.610184,-0.540184,-1.384146,-1.418176,-1.216185,-0.574728,-0.467265,-0.634478,-1.118061,-1.37356,-1.037008,-0.579033,2
-0.567456,-0.409815,-0.193644,0.924678,1.396648,1.465432,1.384319,1.486413,1.172127,0.025578,-0.441979,-0.55212,-0.575221,-0.068946,1.244805,1.363987,1.353172,1.463702,1.349278,1.343006,1.450291,1.475815,1.055541,-0.071888,-0.516603,-0.831949,-1.251555,-1.24096,-0.699746,-1.050219,-1.253164,-1.062765,-0.865865,1
-0.614218,-0.561088,-0.390018,1.383373,1.489554,1.566084,1.428165,1.223117,-0.097193,-0.347152,-0.682529,-0.549526,-0.362489,1.351597,1.414637,1.248601,1.269798,1.515706,1.366462,1.58264,1.389625,0.596488,0.433873,-0.547285,-0.70581,-1.366252,-1.169926,-0.778485,-0.693461,-1.241799,-1.307797,-1.128334,-0.64509,1
-0.583352,-0.54051,-0.353324,0.414057,0.801978,1.104507,1.338196,1.398102,1.208279,0.270848,-0.29741,-0.586245,-0.58013,-0.143363,1.414213,1.482028,1.348632,1.375253,1.244603,1.594991,1.596968,0.158874,-0.329853,-0.507042,-1.27126,-1.321466,-1.20833,-0.654865,-1.143006,-1.371613,-1.355846,-1.089728,-0.698329,2
-0.504031,-0.349293,-0.161676,1.086888,1.304806,1.383464,1.457041,1.339457,-0.138344,-0.54746,-0.474615,-0.314141,0.405489,0.981933,1.373762,1.482067,1.383464,1.37742,1.60504,1.529462,0.146567,-0.476964,-0.836298,-0.850159,-1.29403,-1.349499,-1.238188,-0.668008,-0.663619,-1.052638,-1.271611,-1.220177,-0.879343,1
-0.540537,-0.48597,-0.306901,0.111943,0.89215,1.005621,1.052452,0.963958,-0.568531,-0.506402,-0.206925,0.845909,1.661569,1.718807,1.56364,1.564091,1.081383,0.968988,1.127035,1.42162,1.430293,1.646132,1.160476,0.26822,-0.458391,-0.703058,-1.381982,-0.915568,-0.914562,-1.240378,-1.35652,-1.265605,-0.686893,1
-0.767977,-0.584704,-0.341949,1.503797,1.462662,1.613293,1.203216,0.922492,-0.637825,-0.734004,-0.736667,-0.624419,0.068542,1.235088,1.366483,1.415905,1.476571,1.403771,1.210526,-0.002127,-0.656676,-0.403237,-0.440199,-0.559728,-1.533241,-1.475034,-0.342866,-0.296849,-0.83184,-1.409564,-1.429415,-1.322677,-0.608646,2
-0.646575,-0.663147,-0.489621,0.37134,0.836717,1.156047,1.374357,1.438424,1.545934,1.467487,0.743861,-0.363711,-0.58592,-0.651845,-0.616689,-0.454526,1.320892,1.508858,1.420054,1.503375,1.511448,1.48339,-0.208006,-0.779004,-0.827443,-1.249122,-1.306177,-1.262777,-0.584518,-0.88886,-1.2677,-1.130225,-0.839142,2
-0.659061,-0.505029,1.381509,1.479202,1.569228,1.562422,1.452905,0.690342,-0.191431,-0.620562,-0.552054,-0.112748,1.28282,1.423412,1.559672,1.397975,1.534751,1.457752,1.196369,0.860049,0.552054,-0.452746,-0.517782,-0.730732,-0.822752,-1.268393,-1.275275,-0.864689,-0.735819,-1.160059,-1.267111,-1.242024,-0.706739,2
-0.708129,-0.662634,-0.469924,0.945566,1.199328,1.352377,1.433008,1.379869,0.888236,-0.319959,-0.561518,-0.705883,-0.470929,1.432371,1.515685,1.301986,1.344599,1.567651,1.472704,1.234498,-0.007526,-0.51324,-0.815079,-0.763817,-1.054928,-1.396754,-1.056202,-0.466135,-0.436732,-1.078027,-1.329316,-1.334328,-0.878846,1
-0.608493,-0.614102,0.027439,0.353957,0.517336,1.281838,1.475132,1.33956,0.601352,0.434354,-0.562387,-0.498858,-0.141589,0.983444,1.45194,1.496136,1.358774,1.432328,1.536394,1.526568,1.31593,0.142643,-0.362291,-0.529171,-1.007213,-1.253574,-1.203626,-0.888429,-0.959636,-0.926141,-1.297846,-1.276862,-0.663669,1
-0.459231,-0.545023,-0.362841,0.748461,1.191931,1.368982,1.31511,0.554125,-0.029471,-0.231419,-0.452502,-0.320534,0.162678,1.27255,1.293367,1.477988,1.346314,1.383911,1.301063,1.465624,-0.316244,-0.391733,-0.637334,-1.441177,-1.415792,-0.74491,-0.749032,-1.123069,-1.319903,-1.304742,-1.153727,-1.135643,-0.722369,2
-0.762683,-0.753671,-0.561764,-0.086565,0.580079,1.263326,1.405297,1.508411,1.378045,0.619892,-0.325507,-0.733795,-0.738178,-0.631947,0.014265,1.429401,1.563841,1.436376,1.660442,1.587914,0.07272,-0.471829,-0.65599,-0.52121,-1.124245,-1.274459,-1.237945,-0.551549,-0.541703,-1.114646,-1.287702,-1.298736,-0.615682,2
-0.488127,-0.294734,0.581013,0.89642,1.269946,1.392211,1.32274,0.83795,-0.069091,-0.461404,-0.553077,0.144094,0.986989,1.33148,1.403111,1.288632,1.344792,1.504881,1.228505,-0.072406,-0.421419,-0.758024,-0.794995,-1.364692,-1.334422,-0.778619,-0.835281,-0.760134,-0.888577,-1.357574,-1.425272,-0.853214,-0.809864,1
-0.494216,-0.496014,-0.336779,0.439508,0.586944,1.068996,1.307718,1.356789,1.206056,0.626276,-0.478109,-0.640716,-0.572017,0.003868,1.096191,1.25022,1.475869,1.345963,1.284344,1.473883,1.48557,1.193658,-0.011116,-0.461478,-1.46928,-1.345832,-0.694993,-0.639817,-0.862507,-1.394082,-1.406964,-1.172587,-0.636633,2
-0.532436,-0.424264,0.345997,0.510314,1.042902,1.202867,1.300296,1.215178,1.04451,-0.056815,-0.478722,-0.566507,-0.481584,-0.29935,1.402195,1.569492,1.319665,1.254581,1.366086,1.613168,1.5335,-0.173182,-0.612732,-0.79971,-1.391524,-1.449206,-1.413457,-0.952461,-0.64049,-0.64296,-1.327617,-1.351874,-0.690244,2
-0.612218,-0.562878,-0.396882,1.219963,1.397236,1.444619,1.42034,1.33325,0.866277,-0.315862,-0.645347,-0.649498,-0.487575,0.581746,1.535038,1.623694,1.298986,1.480528,1.310068,1.358351,0.38266,-0.469679,-0.614255,-0.598395,-1.40986,-1.30608,-0.931718,-0.534722,-0.532255,-1.085457,-1.334706,-1.229994,-0.612297,2
-0.707006,-0.740151,-0.545033,1.297379,1.375106,1.422929,1.346022,1.130097,-0.444742,-0.647784,-0.703142,-0.634433,-0.19899,1.279929,1.446431,1.311941,1.365893,1.5582,1.511236,1.316157,-0.176035,-0.640679,-0.352765,-0.547922,-0.688072,-1.526075,-1.541284,-1.000737,-0.433459,-1.241296,-1.331086,-1.183674,-0.461294,2
-0.608009,-0.540671,-0.337708,0.653909,1.241498,1.396554,1.341612,1.532794,1.479191,1.312326,-0.147894,-0.385531,-0.542905,-0.57635,-0.37978,0.049067,1.347391,1.474445,1.303308,1.368664,1.546194,1.516322,0.393435,-0.34639,-0.66686,-0.722696,-1.29455,-1.346003,-0.825574,-0.88328,-1.138344,-1.19844,-0.720909,1
-0.664117,-0.502615,0.018767,1.290003,1.502018,1.431688,1.584592,1.158939,-0.322775,-0.560331,-0.689829,-0.663007,-0.31933,0.137047,1.223375,1.431403,1.359365,1.448203,1.430834,1.257429,0.344933,-0.161927,-0.563235,-0.934048,-1.274761,-1.333195,-1.271387,-0.63385,-1.209673,-1.293935,-1.254721,-1.070408,-0.580148,1
-0.717556,-0.647845,-0.441283,0.079761,1.250597,1.433196,1.35952,1.508341,1.472114,0.776256,-0.40376,-0.635925,-0.699345,-0.656143,-0.261279,1.324028,1.447882,1.39648,1.552644,1.49243,1.281928,-0.14347,-0.583837,-0.720591,-1.248407,-1.272152,-1.224163,-0.854529,-0.743599,-1.210588,-1.265135,-1.244846,-0.715206,1
-0.808714,-0.713657,-0.521074,0.612136,0.972935,1.208438,1.470597,1.435689,1.503427,1.320031,0.561355,-0.622666,-0.798202,-0.743355,-0.374182,1.497403,1.490777,1.427858,1.592279,1.211209,-0.054164,-0.76233,-0.440896,-0.767119,-1.278033,-1.335841,-1.267371,-0.819767,-0.564355,-1.245384,-1.263365,-1.126533,-0.557759,2
-0.594188,-0.611684,-0.347425,-0.099262,1.145654,1.31047,1.378303,1.459908,1.353664,0.609346,-0.277303,-0.494471,-0.600954,-0.474036,0.182151,1.292871,1.432877,1.369418,1.526374,1.389888,0.185022,-0.350672,-0.536196,-0.743489,-1.174647,-1.348249,-1.2867,-0.655118,-0.660244,-1.26361,-1.333835,-1.291775,-0.70108,2
-0.430274,-0.491204,-0.358191,-0.174132,0.46815,0.888386,1.243405,1.29322,1.340972,1.204505,0.944989,0.812174,-0.207911,-0.406061,-0.514861,-0.479296,0.132938,0.890926,1.323943,1.408729,1.405117,1.273294,1.467118,1.502723,0.812372,-0.006387,-0.636244,-1.397591,-1.345084,-0.784222,-1.320514,-1.382924,-0.679431,2
-0.539759,-0.520627,-0.243284,0.987597,1.177555,1.294615,1.410815,1.245065,1.075724,-0.33879,-0.457646,-0.312747,0.111838,1.20805,1.416867,1.485275,1.27763,1.496482,1.467627,1.281808,-0.098698,-0.623903,-0.623981,-0.738425,-1.087534,-1.419501,-1.133686,-0.722377,-0.648814,-1.34367,-1.411528,-1.107408,-0.699379,2
-0.514095,-0.475012,-0.299235,0.177721,0.472854,0.672153,1.240506,1.337201,1.336175,1.435061,1.381943,1.211658,-0.125761,-0.351106,-0.504164,-0.486828,-0.381618,-0.198407,0.42251,1.401914,1.40993,1.331321,1.48707,1.466266,0.150344,-0.468937,-0.910389,-1.194241,-0.991301,-0.919847,-1.160536,-1.190294,-0.937156,1
-0.683791,-0.61888,-0.416486,0.40183,1.307136,1.423864,1.398617,1.243653,-0.269392,-0.497068,-0.618184,-0.638903,-0.579146,0.070032,1.46903,1.466488,1.285441,1.397328,1.360207,1.618806,1.68497,1.225266,0.594543,-0.585658,-0.615502,-0.811802,-1.292185,-1.343817,-0.530428,-1.270542,-1.359084,-1.209381,-0.678811,2
-0.740411,-0.729943,-0.562621,0.959593,1.387973,1.553441,1.265758,0.947742,0.77756,-0.409538,-0.761566,-0.724379,-0.338404,1.340476,1.48196,1.443328,1.524144,1.426197,1.201948,0.308662,-0.683861,-0.428241,-0.744717,-1.364422,-1.411944,-1.318472,-0.844425,-0.61565,-0.585819,-1.330584,-1.324542,-1.196044,-0.554417,2
-0.703458,-0.431844,1.282571,1.457715,1.380623,0.680285,-0.43649,-0.640476,-0.700636,-0.599452,-0.166598,1.273313,1.396179,1.383995,1.249324,1.268598,1.437823,1.399896,0.412629,-0.434047,-0.590985,-0.492004,-0.564829,-1.299686,-1.512589,-1.147119,-0.416804,-0.458345,-1.222731,-1.372511,-1.354202,-0.982746,-0.625264,2
-0.399764,-0.276086,-0.092504,0.445182,1.117147,1.229538,1.380588,1.278921,1.10324,0.399306,-0.145877,-0.44576,-0.388396,-0.137412,1.368091,1.409291,1.24147,1.222161,1.380951,1.523737,1.470001,1.326933,-0.050619,-0.361185,-0.912859,-1.221824,-1.224529,-1.193384,-0.862146,-0.875973,-1.273751,-1.180182,-0.925073,1
-0.660544,-0.621407,-0.488751,1.105769,1.506766,1.450071,1.543371,1.479244,1.248169,0.601399,-0.236841,-0.594903,-0.635361,-0.391075,-0.17987,1.472639,1.531261,1.475116,1.590158,1.56704,1.393513,-0.255611,-0.63426,-0.801952,-1.209054,-1.206797,-0.93026,-0.763119,-1.167575,-1.210377,-1.101296,-0.747321,-0.749165,1
