@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute attr131 numeric
@attribute attr132 numeric
@attribute attr133 numeric
@attribute attr134 numeric
@attribute attr135 numeric
@attribute attr136 numeric
@attribute attr137 numeric
@attribute attr138 numeric
@attribute attr139 numeric
@attribute attr140 numeric
@attribute attr141 numeric
@attribute attr142 numeric
@attribute attr143 numeric
@attribute attr144 numeric
@attribute attr145 numeric
@attribute attr146 numeric
@attribute attr147 numeric
@attribute attr148 numeric
@attribute attr149 numeric
@attribute attr150 numeric
@attribute attr151 numeric
@attribute attr152 numeric
@attribute attr153 numeric
@attribute attr154 numeric
@attribute attr155 numeric
@attribute attr156 numeric
@attribute attr157 numeric
@attribute attr158 numeric
@attribute attr159 numeric
@attribute attr160 numeric
@attribute attr161 numeric
@attribute attr162 numeric
@attribute attr163 numeric
@attribute attr164 numeric
@attribute attr165 numeric
@attribute attr166 numeric
@attribute attr167 numeric
@attribute attr168 numeric
@attribute attr169 numeric
@attribute attr170 numeric
@attribute attr171 numeric
@attribute attr172 numeric
@attribute attr173 numeric
@attribute attr174 numeric
@attribute attr175 numeric
@attribute attr176 numeric
@attribute attr177 numeric
@attribute attr178 numeric
@attribute attr179 numeric
@attribute attr180 numeric
@attribute target {1,2,3,4,5}

@data
-11.204934,-11.31842,-11.492477,-11.266254,-10.750304,-9.956536,-10.259632,-10.707052,-10.884969,-10.909502,-10.216296,-8.652195,-6.196433,-5.371727,-6.48511,-6.455297,-7.068887,-6.885486,-6.124029,-5.135148,-4.805668,-3.326787,-2.316101,-3.128924,-4.321134,-3.933586,-5.882266,-5.860124,-4.050075,-2.178027,-0.001211,0.13783,-0.767371,-0.640939,-0.936463,-1.174972,-1.614485,-2.396091,-1.125094,1.081903,-0.621108,0.359475,-0.786029,-1.309787,-2.055156,-1.642134,0.152791,1.148183,2.138832,2.235558,1.434655,0.79045,-0.310777,-0.421539,0.45443,1.889165,1.877541,0.393236,0.313516,-1.985519,-1.427212,-2.212106,-1.905819,-1.904251,-0.021403,2.636403,4.647851,6.683958,7.208648,7.088756,6.973637,5.939082,5.017845,5.649069,5.146493,2.824669,1.932314,1.446852,1.629882,2.444827,4.697942,6.156578,7.353647,8.788415,8.076802,7.607951,6.103224,3.184236,0.392681,-2.040421,-3.256762,-3.222126,-3.317309,-2.949818,-2.460552,-1.250466,0.455215,0.959844,0.955957,0.058908,-1.152747,-1.548663,-1.608144,-0.672385,-0.538892,0.165416,0.79178,2.273939,3.930286,3.540555,1.718443,0.956468,1.243051,3.038128,4.547327,4.483523,4.151733,2.835356,1.051378,-0.663693,-0.240145,0.888708,3.904314,5.734415,5.434954,4.934085,3.361804,2.000782,-0.310178,-2.757758,-4.359395,-6.566359,-6.739386,-5.691514,-4.392743,-2.703445,-1.839261,-2.734743,-4.989957,-6.490204,-7.611771,-6.998279,-4.966538,-4.010744,-2.798865,-1.477091,-0.728508,-1.400674,-2.780471,-3.5271,-1.500229,0.090982,0.519697,0.568116,0.363981,0.704585,2.204031,5.207115,5.791694,5.384919,5.198403,4.238439,3.640798,3.234063,6.155035,7.745402,6.745048,6.745916,6.503902,7.040841,7.51208,7.862491,8.139609,8.402939,8.179084,8.814543,9.378031,8.511583,6.016705,6.344458,3
2.327796,3.116618,2.203262,1.046802,0.46351,1.340984,2.223351,2.58296,2.430708,1.781588,1.39156,1.132183,2.010313,3.122019,2.548947,0.082999,-0.225845,0.177977,0.202364,1.063529,0.971967,1.617212,0.873071,-0.399213,-0.264293,-0.155186,-0.317562,-0.321951,-0.074878,0.51969,1.056045,1.466346,0.257174,-1.077525,-1.59071,-1.349862,-0.555804,-0.229539,-0.075918,-1.535286,-2.330616,-0.913278,1.744891,3.363356,2.814855,2.915515,3.383383,3.789906,2.995289,2.252933,2.647524,2.43934,0.358684,-0.646945,-2.255289,-3.794945,-2.895328,-1.671458,-2.475822,-4.284075,-6.51168,-8.378453,-9.585438,-8.348932,-7.158496,-5.960612,-5.760612,-5.217535,-4.736576,-4.115997,-5.529011,-6.787635,-5.809778,-4.197175,-4.717932,-4.755287,-5.295264,-6.398053,-7.557781,-8.193611,-9.801279,-11.155501,-12.261878,-13.831887,-12.288304,-9.257094,-8.172542,-8.331684,-8.25528,-6.736987,-7.012198,-7.770059,-6.693584,-6.496096,-7.312626,-6.451018,-5.614606,-4.155247,-2.874518,-4.289608,-4.300168,-3.720255,-2.978006,-2.422919,-2.437115,-2.941215,-1.805106,0.058331,-0.193874,-0.643112,-1.424637,-2.461045,-2.254285,-1.456084,-1.054216,-0.199208,-0.775735,-1.520758,-2.699903,-3.041216,-2.428586,-1.319886,-2.220839,-2.34706,-1.741508,-0.454387,-0.615827,0.398178,1.674865,3.426772,5.694407,6.864885,6.549307,6.943095,7.140412,6.779824,5.922504,4.990316,6.212278,5.664879,4.814323,4.46744,5.548973,5.722207,5.384381,4.790396,3.901479,2.821574,3.068838,2.250854,2.339108,3.288411,3.886352,3.721302,2.869897,1.811261,3.161105,4.2284,4.598853,4.63428,5.090054,6.249942,7.206184,7.268607,7.286958,7.810479,8.841876,8.617813,7.80328,7.623005,8.393564,9.182822,8.795406,8.280272,8.324934,8.088714,7.820221,6.898448,5.63555,5.111861,3
-11.677584,-11.245318,-10.374014,-8.783662,-7.082224,-6.931893,-7.399406,-7.908677,-6.917315,-5.0055,-2.048834,1.345804,2.048464,1.589375,0.585215,-0.399922,-0.690675,0.334353,1.722159,1.800186,1.438908,1.190875,1.251363,1.485145,2.280735,2.836922,2.185599,2.101406,1.203061,1.190708,1.703318,2.891836,4.16122,5.039765,5.837859,7.725599,8.436313,8.62645,8.014476,7.390949,6.783765,7.674729,7.928912,8.934871,8.777839,8.215756,7.947572,6.579293,6.140264,5.451951,5.962377,6.395777,6.93014,7.491909,7.354015,5.914452,5.153636,5.564316,5.641534,4.858809,3.193269,2.171917,2.390034,2.83759,3.507227,2.54958,1.492799,0.490517,0.273456,-0.208712,0.51727,1.808827,1.624149,0.84335,-0.148261,-0.809424,-0.966028,-2.030157,-3.945006,-4.057148,-2.442813,-0.950759,-0.579775,-1.455655,-2.641958,-4.743517,-6.460833,-7.320815,-6.506956,-5.016525,-4.481511,-4.759468,-5.608414,-6.968882,-7.458201,-7.673988,-7.079821,-6.949327,-6.558303,-7.015579,-8.182085,-9.507757,-9.106851,-8.005872,-6.634212,-4.890476,-3.407255,-3.558722,-4.334648,-5.170791,-5.720597,-6.473512,-5.802653,-4.397843,-2.707003,-1.148348,-1.155134,-2.103824,-3.020839,-4.192364,-3.949434,-3.49737,-1.906639,-0.261942,0.177517,-0.2018,-0.147303,0.186842,1.684506,4.243292,4.933069,3.525442,1.557106,0.269656,0.899084,1.399047,2.632957,3.299772,1.902705,0.565645,-0.412898,-1.238607,-0.988492,0.491391,-0.181761,-2.014283,-2.795842,-3.689315,-3.251899,-2.890084,-2.28435,-2.385474,-3.770101,-4.358705,-5.048218,-4.974792,-3.857455,-1.382393,-1.024625,-1.494745,-2.27059,-3.118597,-3.466184,-3.197447,-0.903386,2.794349,5.403957,6.632023,6.271738,5.713182,4.672324,4.151798,5.63413,7.179496,7.98618,8.739538,9.078136,8.557986,7.814019,7.571526,3
-2.129001,-3.034151,-3.896489,-4.000109,-3.065804,-1.963962,1.45589,3.407605,3.189648,3.07741,2.991845,3.857234,4.491882,5.387556,5.533008,4.723909,4.435318,4.684307,4.470245,4.367336,5.188817,6.772242,7.565951,7.128061,6.255477,6.013151,5.957406,5.9335,6.888403,7.631659,6.628023,5.995205,5.613466,5.830258,6.36382,7.611255,8.59014,8.87106,8.14846,7.668114,6.622981,5.445852,5.383222,6.34288,7.55984,8.593327,8.462309,7.50457,6.284192,5.732345,6.115257,7.125145,7.753508,8.146499,6.410498,5.229207,4.332721,3.437121,3.436676,4.546737,5.723785,6.881971,6.865769,6.240176,4.922383,4.063675,3.655409,3.736692,3.636557,4.104957,4.199795,3.092848,2.598411,3.266742,3.840629,4.899364,4.067116,2.592267,0.995941,-0.163894,-0.459789,0.357292,1.537258,2.460458,2.140109,1.234283,-0.224758,-1.679452,-2.74627,-3.193902,-3.861654,-3.371978,-2.42917,-1.347739,-0.500721,-0.127181,-1.468197,-2.89575,-4.327401,-5.523693,-5.703967,-5.151888,-4.716893,-3.520648,-2.924385,-3.065289,-3.726515,-3.958981,-4.10895,-3.986993,-3.216322,-2.145115,-1.380339,-1.661511,-2.109901,-2.9488,-3.56284,-2.99063,-2.337079,-1.031878,-0.656901,-1.476346,-2.195202,-3.121999,-3.696828,-3.534369,-2.788675,-1.808522,-1.173501,-1.194261,-2.16846,-3.157929,-2.250061,-1.138858,-1.191727,-1.074966,-1.533498,-2.615968,-3.79434,-4.740147,-5.986216,-6.612078,-6.305699,-4.971022,-4.146122,-4.597641,-4.897545,-5.424152,-5.931925,-5.955799,-5.151659,-3.622692,-3.606322,-4.088019,-4.727751,-5.397152,-6.381939,-7.028134,-7.543793,-7.11735,-5.815986,-4.80957,-4.681922,-5.42979,-5.823705,-6.387587,-5.133216,-4.54834,-5.242696,-5.897899,-6.647657,-7.583749,-8.826964,-9.562495,-9.405744,-8.977913,-7.829674,-6.62936,-6.374703,-7.231911,3
-8.613383,-8.508098,-8.416946,-8.317756,-8.223762,-8.125563,-8.031597,-7.933091,-7.839091,-7.741297,-7.645752,-7.549186,-7.453622,-7.356386,-7.261711,-7.163907,-7.069118,-6.972115,-6.876189,-6.780133,-6.683885,-6.5874,-6.492085,-6.39466,-6.299792,-6.202663,-6.106885,-6.010841,-5.914329,-5.818316,-5.722478,-5.625439,-5.530448,-5.433179,-5.337675,-5.241415,-5.144903,-5.049152,-4.952877,-4.856271,-4.761032,-4.663738,-4.568485,-4.471906,-4.375591,-4.279893,-4.183314,-4.087135,-3.991536,-3.894376,-3.799261,-3.702362,-3.606368,-3.510528,-3.413825,-3.317991,-3.221983,-3.125105,-3.029963,-2.932836,-2.837197,-2.741065,-2.644432,-2.548796,-2.452412,-2.355909,-2.260572,-2.163371,-2.06803,-1.971534,-1.87514,-1.779517,-1.682868,-1.586756,-1.491093,-1.393994,-1.298821,-1.201977,-1.105932,-1.010139,-0.913391,-0.817599,-0.721552,-0.624711,-0.529534,-0.43244,-0.336771,-0.240666,-0.144008,-0.048395,0.048009,0.144494,0.239847,0.337035,0.432386,0.528874,0.625274,0.720894,0.817544,0.913658,1.009315,1.106424,1.201583,1.298446,1.394466,1.490293,1.586994,1.682854,1.778785,1.875931,1.971313,2.067778,2.164195,2.259801,2.356462,2.452568,2.548232,2.645334,2.7405,2.837355,2.933386,3.029197,3.125923,3.22174,3.317758,3.414632,3.509772,3.606907,3.702531,3.798685,3.89529,3.99096,4.087303,4.183854,4.279137,4.376399,4.471671,4.568243,4.664554,4.760267,4.856818,4.953037,5.048584,5.145808,5.240847,5.337835,5.433726,5.529684,5.626256,5.722235,5.818082,5.915137,6.010085,6.107424,6.202832,6.299215,6.395575,6.491508,6.58757,6.684422,6.77938,6.876993,6.971886,7.06887,7.164731,7.260938,7.356945,7.453766,7.548643,7.646619,7.740806,7.838769,7.93353,8.030818,8.12579,8.223747,8.317055,8.41756,8.507368,8.613504,3
-0.430083,-0.429451,2.208731,6.567287,4.658391,1.378267,-0.017396,-4.861454,-3.998265,-2.877081,-1.259259,0.097748,1.896846,1.048825,-7.132361,-8.807899,-7.024394,-3.364302,-1.674667,-1.931511,-3.093815,-5.35216,-6.560313,-9.994691,-8.110403,-1.621221,0.065112,1.169287,9.101057,22.044016,10.217597,1.824504,-0.649874,0.379494,-0.956798,-5.488483,-2.989963,-3.06122,-1.412317,1.440903,0.08916,7.189621,9.091022,-0.119971,-3.797401,-5.035965,-2.189812,0.121984,1.322462,1.484702,2.805755,-1.682032,-1.236366,0.261125,-0.804466,-1.62383,-0.246178,1.260073,1.472872,3.137986,4.856566,1.789327,1.240554,-0.429328,-1.807648,-0.553143,3.561884,5.330374,3.872268,0.742461,-0.972742,-0.412809,0.668107,1.899768,2.577327,4.889685,11.317196,4.306576,3.441397,-1.36201,-3.726907,-6.692594,-9.008493,-11.477041,-10.188123,-7.25546,-2.998159,-1.032677,0.172315,-1.10329,-6.044672,-6.441706,-7.513352,-6.508341,-1.980468,-0.216331,1.459247,1.642264,3.533625,2.621619,1.88001,0.874782,-0.029445,-2.537209,-5.130228,-2.193991,0.277648,1.498998,2.398674,3.488314,3.737376,1.142557,-0.410787,0.961014,-1.6218,-4.023929,-4.031042,-3.968343,-1.754763,-0.217658,-0.444097,1.77609,2.254214,0.985849,-1.953269,-2.476435,-0.089761,2.575515,3.156554,1.898724,1.786351,0.303707,-1.911786,-2.79977,-2.95034,-3.095419,-0.409978,2.294588,2.761547,5.340092,13.704057,16.768739,10.908031,3.130345,-1.20638,-4.506701,-4.288623,-6.639275,-9.368646,-10.604245,-8.139748,-3.527526,0.882623,4.330447,4.186124,2.934238,-0.189012,-2.194115,-2.66486,-4.618828,-6.180268,-7.591562,-5.430698,-4.28315,-0.875155,0.662637,4.952647,6.124346,4.342709,5.578008,3.245457,1.200758,1.035218,2.540062,2.508204,3.586315,6.46952,8.297036,9.282214,11.599814,3
-1.846586,-2.498604,-3.485145,-4.203981,-4.475966,-4.329111,-3.615282,-3.371075,-2.394151,-1.666982,-1.106729,-1.101207,-1.203336,-1.723624,-2.095748,-2.305317,-1.949444,-1.536444,-0.929671,-0.609589,-0.713777,-0.496006,-0.131555,-0.224289,-0.776488,-1.147,-0.771466,-0.271954,0.028335,0.13488,-0.103275,-0.50809,-1.109279,-1.505146,-2.060897,-2.35077,-2.215042,-2.063613,-1.325414,-0.805587,0.035476,0.314046,0.560804,0.769385,1.295295,1.961466,3.158657,3.794185,4.011747,3.218059,2.310877,1.507826,1.238673,1.199415,1.500775,1.695492,2.631462,3.55862,4.254306,5.369462,6.032619,6.182763,6.339694,6.028658,5.919975,5.955324,7.551826,7.830772,7.756095,7.715138,7.588145,7.558487,7.442896,7.507243,7.237255,7.437948,7.137489,7.175823,6.796238,6.565814,6.583497,6.463902,6.701327,6.365036,6.458589,6.252177,6.332459,6.186302,5.927344,5.918479,5.686312,5.619934,5.772896,5.443331,5.394639,5.431035,5.277274,5.53859,5.304138,5.396056,5.3244,5.200686,5.030405,4.895239,4.912694,5.04646,4.976762,4.713241,4.736899,4.87641,4.615129,4.983329,4.775981,5.016038,4.361835,4.090336,3.901137,3.570663,3.093896,2.704901,1.948597,1.188699,0.546327,-0.320289,-1.165949,-1.998498,-2.939639,-3.956135,-4.322165,-4.203847,-4.102637,-4.086575,-4.222891,-5.088849,-6.188073,-6.931856,-7.710926,-8.617082,-8.624106,-8.561945,-8.163447,-7.547949,-7.104092,-6.684986,-6.501699,-6.349266,-5.861444,-5.841865,-5.92637,-6.08747,-6.136579,-5.916825,-5.919575,-5.68165,-5.812056,-5.718951,-5.732819,-5.670463,-5.771719,-5.607848,-5.991312,-5.893739,-6.414401,-6.592363,-6.539705,-6.756257,-6.557107,-6.749092,-6.917808,-6.985245,-6.333474,-6.394221,-6.191961,-5.963149,-5.716323,-5.649932,-5.629761,-5.750819,-5.831512,-5.908469,3
4.84455,4.117426,3.890454,3.144203,2.51496,2.427526,3.893014,3.937805,3.682422,3.575807,4.203367,4.902991,3.91782,2.566572,1.60849,0.188842,-0.194904,0.759516,2.174401,3.185115,2.473996,1.535443,0.519441,-0.253366,-0.031781,1.896322,2.02146,1.010219,0.824285,1.034604,0.638688,0.055161,-0.659681,-0.48246,1.429617,2.007381,0.957213,0.373854,1.667063,2.498237,1.797156,1.063134,0.056189,-0.568907,-1.487489,-2.622927,-1.921158,-0.306433,0.401131,0.119187,-0.228567,0.204185,-0.349685,-1.447252,-2.052147,-2.728673,-2.474595,-0.833488,0.438531,0.857341,0.069308,-1.057914,-0.493204,1.10989,1.386867,0.797382,0.05652,-0.270904,-1.134589,-1.22278,-0.665001,0.236748,1.665002,1.535545,1.227917,1.179378,-0.048471,-2.086369,-1.493275,-0.1771,1.076559,0.786223,0.078315,-0.457032,-1.10991,-0.098127,1.436822,2.513766,2.817325,3.230078,2.003787,0.252428,-0.452523,-0.781137,-1.715286,-0.369482,1.204935,0.779927,0.220764,-0.775263,-0.829024,-0.171508,1.29566,1.565061,-0.180862,-1.735736,-3.070384,-5.135452,-7.175169,-7.037307,-6.45475,-5.7559,-6.344873,-7.248621,-6.649082,-5.733597,-6.140752,-7.42097,-8.674892,-8.139331,-7.30482,-6.697085,-6.342871,-7.243687,-8.17376,-9.241012,-8.963034,-8.255009,-7.913335,-8.504946,-9.60697,-10.486692,-9.460075,-8.337808,-7.812652,-7.58672,-8.249171,-8.960627,-10.088339,-10.381442,-9.399391,-7.274024,-5.020282,-2.771887,-2.614981,-4.31504,-5.190311,-3.160519,0.277758,4.149556,5.202076,5.233377,4.612482,4.282458,4.043381,4.537647,4.848745,6.021062,7.325645,9.201611,11.280892,12.597698,12.659311,11.479427,10.199217,8.601813,7.791048,7.885508,7.704066,7.599918,7.996469,8.950484,9.379403,8.649574,6.603807,5.763353,5.620445,4.037594,3.300235,4.529191,3
7.443776,8.565954,9.310128,7.566081,6.874804,6.720396,6.876852,7.094177,7.926547,8.651322,7.779373,5.921721,4.186405,2.903502,2.112635,1.894443,2.012518,1.536035,0.290814,-0.033098,-0.889857,0.65824,1.826859,1.968287,2.117315,1.25184,0.921373,0.648482,1.592065,2.612881,3.478375,3.41352,2.321704,1.461095,0.826242,1.047353,1.266406,1.862891,2.253446,3.495516,3.797289,2.798886,2.026073,0.292261,-1.238626,-0.530635,1.503019,2.689431,3.515326,5.214174,6.571297,5.485431,3.9453,2.564376,0.879657,-1.817136,-1.311938,0.264271,2.070659,4.095523,4.638653,4.54181,3.014647,0.667703,0.490133,1.852954,2.770402,4.318487,5.132843,6.218104,4.744095,0.257077,-1.663604,-2.308728,-4.412157,-7.582774,-10.091721,-11.086836,-11.328937,-9.596899,-7.559722,-4.890328,-3.448521,-3.509538,-4.117086,-5.481009,-5.108454,-2.592872,-1.821197,-0.967638,-1.403334,-2.421241,-4.673936,-6.20437,-5.143224,-2.611613,-0.584426,1.622288,1.83627,1.428036,0.554129,0.316032,-0.115203,-0.144468,0.616951,3.101717,4.36661,5.434562,5.215756,4.726204,4.932261,4.748937,4.789566,6.089606,6.574017,7.152381,7.561526,7.161941,5.152956,5.607141,5.698118,5.491283,3.979125,3.29816,1.76886,1.920596,3.944996,4.358887,4.75697,5.052386,3.745155,2.160582,0.721182,-0.952282,-1.908383,-2.178575,-1.114432,0.381051,2.329013,2.575941,2.462718,1.095962,-1.678645,-3.279857,-3.503602,-3.976145,-5.383402,-8.157032,-9.444421,-9.780354,-10.650233,-11.099338,-9.408993,-8.32168,-7.89632,-8.048937,-8.201433,-8.533835,-7.940309,-5.629795,-4.485158,-4.401108,-6.119781,-7.270507,-8.879485,-9.271324,-8.513922,-6.927569,-4.669425,-3.763758,-2.810816,-1.985578,-1.932399,-2.625548,-4.851883,-6.738568,-7.30323,-6.186763,-4.706845,-4.55833,3
2.124424,1.774392,1.213735,1.318303,0.618386,0.565954,1.798373,3.014591,3.380183,3.481339,3.101027,2.566595,2.186701,1.894693,1.649148,1.776305,3.199953,4.122801,4.350862,4.330973,3.994345,3.710016,3.442696,3.825342,4.904525,5.731487,5.79471,5.018201,4.027146,3.577087,3.003301,2.329232,2.573735,2.709879,3.511179,3.773357,4.032026,3.449673,2.117608,0.542966,-0.732352,-2.015302,-2.820078,-2.712496,-2.349215,-1.53741,-0.498912,-0.012847,0.072001,-0.74043,-1.327167,-2.309735,-3.263005,-3.105341,-3.070348,-2.747061,-2.735642,-1.379008,-1.141182,-2.519143,-5.171556,-6.570622,-7.727422,-8.115611,-7.238967,-5.752062,-5.321307,-4.614007,-4.214809,-4.407485,-5.158877,-5.456611,-5.561253,-4.79158,-4.386588,-4.622703,-4.913095,-5.44915,-5.50714,-4.58749,-3.294538,-3.232829,-3.342046,-4.356324,-5.079798,-5.383555,-5.642706,-6.033573,-5.591653,-5.285894,-4.38084,-4.228722,-4.464556,-4.643932,-5.06549,-4.787974,-4.182753,-3.976344,-3.842088,-3.338569,-3.2759,-3.704783,-3.706443,-3.888848,-3.862317,-3.819865,-3.807302,-4.021254,-4.704188,-4.987734,-4.968974,-4.337874,-3.756664,-3.620793,-3.54658,-3.464889,-3.775226,-3.838602,-3.884649,-3.038626,-1.82987,-0.861869,0.018458,0.698295,0.246575,-0.784848,-1.385956,-2.136004,-2.01349,-1.86595,-1.213534,0.301173,2.01115,3.143208,3.720919,3.232182,3.009931,2.812432,2.00479,1.299123,1.456142,2.088029,3.254535,3.565332,3.275815,1.545713,-0.658966,-3.202235,-4.845592,-5.146122,-4.425415,-4.269693,-2.42996,-2.012615,-2.373499,-1.479734,-1.031068,-0.960535,-1.752634,0.001854,1.90208,2.946857,4.971551,6.150798,6.167505,8.173117,9.10961,8.052705,11.767887,13.196269,14.133311,14.7061,13.237123,11.220411,11.647358,11.746157,12.436638,13.313547,13.572819,14.683541,3
-10.551709,-11.839618,-10.971682,-9.773987,-9.707097,-9.509982,-8.497883,-8.678275,-9.830407,-8.079928,-6.435366,-4.88855,-5.095318,-4.224023,-2.0746,-0.664613,-0.138273,-0.841495,-1.063932,0.740157,1.973011,1.405144,0.644327,0.933707,1.990746,4.019478,5.567857,4.958059,4.225222,4.329344,4.609324,4.137293,3.523524,4.092265,4.942246,4.18742,3.511009,2.039647,1.471918,1.379891,2.007279,2.480543,1.554149,1.944222,2.475704,1.685092,0.916344,-0.03588,0.298267,1.000024,1.233912,1.341435,1.369322,1.323196,0.904262,1.284439,1.260827,2.004974,2.440307,2.100322,1.248063,-0.265206,-1.749386,-2.668872,-2.192332,-2.77747,-4.248921,-4.840368,-4.031191,-4.269593,-5.159911,-6.102085,-6.308997,-6.439055,-7.021068,-6.83725,-7.457991,-7.610688,-7.231425,-7.34032,-7.159597,-6.692295,-5.767777,-5.552242,-5.991724,-5.404857,-5.67485,-6.107073,-5.040801,-4.752706,-4.680989,-6.215301,-7.115914,-6.462331,-5.763881,-5.854177,-6.030065,-6.586998,-6.439477,-5.381865,-3.938284,-1.888447,-1.325636,-1.055539,-0.268925,2.041762,5.086392,7.420994,6.492761,6.065009,6.698492,6.697404,6.01638,6.261722,6.864824,6.36781,5.786372,5.347464,5.359826,5.999107,5.774421,3.985223,3.017263,2.980928,3.863351,3.414588,1.983368,0.924852,1.657432,2.085822,1.144257,0.407899,-1.454198,-2.713239,-1.644926,-0.690893,0.425814,0.296665,0.127962,1.217696,3.23503,4.597994,5.185222,4.385373,5.105301,6.967969,7.785054,8.235861,8.687639,7.933601,7.282427,7.791656,8.863942,10.004324,9.631243,8.031101,6.789173,6.344516,7.013748,6.287856,5.167091,3.120879,1.354856,-0.122461,-2.510816,-3.712459,-2.812766,-1.768055,-2.200529,-1.441835,-1.238792,-2.714381,-2.276309,-1.107289,-1.083962,0.496118,0.769679,0.694165,2.169666,2.799789,3
