@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute target {1,2}

@data
-0.066922,-0.037059,-0.007189,0.022759,0.052701,0.082605,0.112555,0.142467,0.172339,0.202386,0.232367,0.262337,0.29233,0.322351,0.352351,0.382413,0.412499,0.442565,0.472648,0.502807,0.532948,0.563043,0.593169,0.623158,0.65266,0.680978,0.706828,0.72946,0.74845,0.763461,0.774512,0.782559,0.78796,0.791602,0.794286,0.79596,0.79673,0.797296,0.797285,0.796856,0.796005,0.794323,0.791856,0.788477,0.784014,0.778423,0.771149,0.762193,0.75132,0.738363,0.723296,0.706197,0.687052,0.666114,0.643366,0.619658,0.594663,0.568545,0.541428,0.513648,0.485371,0.456844,0.428252,0.399826,0.371454,0.343071,0.314824,0.286605,0.258301,0.229992,0.201654,0.173218,0.144722,0.116283,0.087744,2
0.434954,0.462336,0.489592,0.516892,0.544178,0.571376,0.598574,0.625834,0.653025,0.68027,0.707336,0.73421,0.760782,0.786889,0.812399,0.836998,0.860632,0.882748,0.903181,0.921219,0.936221,0.946894,0.952142,0.95145,0.944492,0.931826,0.91369,0.89101,0.865277,0.837803,0.809109,0.7796,0.749929,0.720528,0.691629,0.663102,0.634955,0.607177,0.579512,0.551912,0.524402,0.496924,0.469418,0.441913,0.414409,0.386842,0.359343,0.331801,0.304299,0.27686,0.249454,0.222043,0.194687,0.16739,0.140123,0.112805,0.085502,0.058281,0.030968,0.003665,-0.023619,-0.05087,-0.07821,-0.105603,-0.132948,-0.160241,-0.187587,-0.214895,-0.242149,-0.269399,-0.296717,-0.324031,-0.351327,-0.378571,-0.405923,2
-0.014822,0.017291,0.049367,0.081508,0.113652,0.145749,0.177849,0.20986,0.241854,0.273829,0.305771,0.337691,0.369434,0.400855,0.431591,0.46145,0.490067,0.517166,0.542232,0.565218,0.585921,0.604273,0.620745,0.635055,0.647321,0.657659,0.666534,0.673463,0.67882,0.683207,0.686815,0.689901,0.692608,0.695018,0.697113,0.698801,0.699677,0.700094,0.700084,0.699613,0.69929,0.699543,0.70024,0.701286,0.702499,0.703729,0.704723,0.705069,0.704245,0.702286,0.698483,0.692474,0.684383,0.673796,0.659978,0.64284,0.622002,0.597963,0.571262,0.542536,0.512361,0.481219,0.449209,0.416749,0.384222,0.351592,0.319096,0.286707,0.254291,0.221854,0.189432,0.157065,0.12473,0.092317,0.05997,1
0.067557,0.102231,0.136878,0.171493,0.206053,0.24054,0.274595,0.308316,0.341369,0.373342,0.403786,0.432421,0.458893,0.483429,0.506166,0.527188,0.546291,0.563656,0.580537,0.593844,0.606008,0.613843,0.619036,0.622344,0.623644,0.623247,0.621796,0.619808,0.617731,0.615659,0.613756,0.612142,0.610801,0.60967,0.608752,0.607937,0.607229,0.606635,0.606095,0.605594,0.605132,0.60476,0.604459,0.604171,0.603924,0.603666,0.603162,0.602211,0.600327,0.597124,0.592678,0.586956,0.579696,0.570551,0.558208,0.543337,0.527014,0.509228,0.489772,0.46815,0.443922,0.416822,0.387304,0.35581,0.323029,0.289627,0.256195,0.222524,0.188767,0.154908,0.120986,0.086951,0.052963,0.018948,-0.015096,2
0.172469,0.206442,0.240142,0.273618,0.30665,0.338912,0.369971,0.399694,0.427562,0.45339,0.477071,0.498617,0.518051,0.535499,0.550787,0.563985,0.57518,0.584621,0.592232,0.598086,0.602454,0.60579,0.608248,0.610089,0.611543,0.612832,0.614111,0.615399,0.616665,0.617967,0.619359,0.62073,0.622074,0.623404,0.624509,0.625243,0.625727,0.626394,0.627483,0.628947,0.63073,0.632395,0.633521,0.633752,0.633044,0.631398,0.628851,0.62522,0.620025,0.612762,0.603078,0.590759,0.575177,0.556586,0.535321,0.511503,0.485326,0.456629,0.425551,0.392849,0.359458,0.326008,0.292227,0.258346,0.224294,0.190073,0.155784,0.121327,0.086897,0.052432,0.017907,-0.016616,-0.05115,-0.085725,-0.120302,1
0.077609,0.106865,0.135917,0.165367,0.194677,0.224052,0.253023,0.281949,0.31072,0.339581,0.368145,0.396849,0.425327,0.453864,0.48254,0.511136,0.539972,0.568393,0.596769,0.625406,0.654632,0.683939,0.712928,0.741502,0.770004,0.796344,0.820832,0.842296,0.859613,0.873153,0.883213,0.890158,0.894324,0.895824,0.895588,0.893421,0.888487,0.881005,0.87184,0.859429,0.845861,0.83032,0.811831,0.790095,0.768949,0.744825,0.720307,0.694575,0.668756,0.641808,0.614133,0.586719,0.558992,0.530958,0.503412,0.475262,0.447981,0.420403,0.392682,0.364297,0.336792,0.308955,0.281232,0.253523,0.225883,0.197979,0.170072,0.142328,0.114339,0.086542,0.058704,0.03051,0.002367,-0.025717,-0.053603,2
0.061786,0.095589,0.129558,0.163426,0.197189,0.231037,0.264713,0.298109,0.33106,0.36312,0.393923,0.422863,0.449637,0.474375,0.497029,0.517932,0.537227,0.55501,0.571235,0.585733,0.599419,0.609666,0.617366,0.622752,0.62638,0.628347,0.628512,0.62735,0.625388,0.623161,0.620901,0.618664,0.616522,0.614587,0.612938,0.611479,0.610148,0.608823,0.607495,0.606092,0.604604,0.603057,0.60147,0.599772,0.598059,0.596325,0.594585,0.592729,0.59062,0.588126,0.584548,0.579823,0.574034,0.566633,0.557984,0.545299,0.529839,0.51298,0.494887,0.474802,0.45272,0.427969,0.400367,0.370375,0.338159,0.304729,0.270654,0.236262,0.201819,0.166943,0.131958,0.096864,0.06179,0.026682,-0.008539,2
-0.211271,-0.180772,-0.150233,-0.119705,-0.089185,-0.058645,-0.028064,0.002482,0.032981,0.063558,0.09413,0.124717,0.155282,0.185882,0.216491,0.247027,0.277592,0.308125,0.338705,0.369209,0.39971,0.43017,0.460586,0.490808,0.520598,0.549428,0.576818,0.602056,0.62437,0.643444,0.658966,0.670954,0.679646,0.685624,0.689529,0.691971,0.693639,0.694697,0.695422,0.696,0.696231,0.69664,0.696972,0.697277,0.697684,0.697859,0.697806,0.697426,0.69686,0.69599,0.694796,0.6933,0.691317,0.688642,0.685331,0.680901,0.675166,0.667871,0.658591,0.646911,0.632672,0.615594,0.595693,0.572925,0.547609,0.519954,0.490503,0.459485,0.427339,0.394499,0.361292,0.328122,0.294989,0.262132,0.229582,2
0.167153,0.194334,0.221551,0.248681,0.275988,0.303311,0.330611,0.357886,0.385217,0.412482,0.439811,0.467204,0.494606,0.521961,0.549414,0.576869,0.604346,0.631823,0.659263,0.686778,0.714286,0.741824,0.76928,0.796547,0.823492,0.849571,0.873537,0.894557,0.911858,0.924752,0.933304,0.93723,0.936826,0.932269,0.924089,0.91267,0.898267,0.880972,0.861231,0.839249,0.815339,0.789845,0.763313,0.735779,0.707692,0.679083,0.65031,0.621473,0.59262,0.563803,0.535099,0.506498,0.478045,0.449615,0.421283,0.393077,0.364799,0.336533,0.30831,0.280139,0.251947,0.223802,0.195576,0.167417,0.139269,0.11111,0.082991,0.054901,0.026825,-0.00124,-0.029434,-0.057638,-0.085679,-0.11383,-0.142012,2
-0.00077,0.03172,0.064019,0.096191,0.128263,0.160089,0.191743,0.223289,0.254704,0.286077,0.317341,0.348485,0.379463,0.410156,0.440356,0.469792,0.497737,0.523654,0.547318,0.568788,0.588373,0.606497,0.623339,0.638937,0.653184,0.665917,0.676954,0.685778,0.692612,0.697463,0.700395,0.701524,0.701255,0.699944,0.697954,0.695674,0.693372,0.691162,0.689117,0.687235,0.685598,0.68419,0.682961,0.681888,0.6809,0.679951,0.67885,0.677426,0.675227,0.671657,0.6659,0.656937,0.646163,0.632604,0.616741,0.599649,0.581325,0.561417,0.539353,0.514618,0.487249,0.457726,0.427224,0.396,0.364603,0.33308,0.301354,0.269594,0.237704,0.205751,0.173835,0.141892,0.110001,0.07806,0.04611,2
-0.151445,-0.120079,-0.088697,-0.057262,-0.025829,0.005475,0.036825,0.068187,0.099563,0.13089,0.162306,0.193577,0.224759,0.256009,0.287272,0.318582,0.349793,0.380867,0.411658,0.441731,0.470632,0.498673,0.52566,0.551997,0.578084,0.603728,0.629295,0.654846,0.680174,0.704952,0.729166,0.752451,0.774654,0.795404,0.814611,0.831889,0.847191,0.860425,0.871523,0.880535,0.887868,0.893764,0.898078,0.900662,0.9009,0.898293,0.892529,0.883318,0.871302,0.857158,0.841003,0.82307,0.803319,0.781954,0.759165,0.735369,0.710623,0.685144,0.659106,0.632613,0.606055,0.579111,0.551916,0.524337,0.496617,0.468312,0.439168,0.408942,0.377794,0.345679,0.313,0.280288,0.247913,0.215823,0.183934,1
0.218555,0.249059,0.279581,0.310039,0.340504,0.370901,0.401234,0.431582,0.46186,0.492019,0.522032,0.551944,0.581542,0.610828,0.639524,0.667488,0.694121,0.718984,0.741458,0.761531,0.779284,0.794945,0.808949,0.820757,0.830902,0.839039,0.845261,0.85033,0.853993,0.856371,0.857431,0.857292,0.856104,0.854314,0.851383,0.847638,0.8432,0.837141,0.828958,0.818633,0.805686,0.789862,0.771752,0.75167,0.72985,0.706355,0.681452,0.655403,0.628337,0.600016,0.570059,0.539015,0.506951,0.474472,0.441898,0.409447,0.377205,0.345159,0.313388,0.281793,0.250425,0.219227,0.188103,0.157066,0.126006,0.09506,0.064104,0.033088,0.002175,-0.028646,-0.059518,-0.090378,-0.121287,-0.152214,-0.183138,1
0.07891,0.11106,0.144301,0.177637,0.210745,0.24293,0.274208,0.304761,0.335087,0.36552,0.396112,0.426765,0.457438,0.487938,0.518276,0.548449,0.5785,0.608473,0.638174,0.667544,0.696136,0.723429,0.748801,0.771445,0.791273,0.808485,0.823187,0.835725,0.846358,0.855103,0.86208,0.867321,0.870784,0.872491,0.872859,0.872113,0.870529,0.868176,0.864757,0.859312,0.852004,0.842418,0.830362,0.816016,0.799657,0.781355,0.761391,0.740075,0.71743,0.693653,0.668907,0.643365,0.616996,0.590121,0.562928,0.535586,0.508163,0.480614,0.452804,0.424706,0.396008,0.366304,0.335414,0.303315,0.27025,0.236881,0.203676,0.171094,0.139363,0.1081,0.077298,0.04665,0.016093,-0.014514,-0.045087,1
0.370072,0.396949,0.423704,0.450301,0.476829,0.503527,0.530101,0.556605,0.583038,0.60948,0.635976,0.662351,0.688608,0.714898,0.74109,0.767351,0.793413,0.819306,0.844578,0.868815,0.891403,0.911033,0.926871,0.938307,0.94498,0.946682,0.943832,0.936832,0.925675,0.910839,0.892906,0.872225,0.849167,0.824116,0.797249,0.769225,0.740553,0.711441,0.68226,0.65297,0.623667,0.594315,0.565098,0.536095,0.507424,0.478904,0.450575,0.422325,0.394226,0.366097,0.337876,0.309656,0.281433,0.253139,0.224869,0.196576,0.168202,0.139912,0.1115,0.083156,0.054785,0.026389,-0.002083,-0.030515,-0.059009,-0.087567,-0.116008,-0.144459,-0.172894,-0.20139,-0.229867,-0.258303,-0.286826,-0.315244,-0.343639,2
0.161854,0.194325,0.226737,0.258944,0.290873,0.322348,0.353093,0.382824,0.411411,0.438501,0.464021,0.488023,0.510516,0.53174,0.551556,0.569678,0.586514,0.60188,0.616069,0.627762,0.636016,0.641803,0.64563,0.647864,0.648179,0.647003,0.645005,0.642761,0.640591,0.638614,0.636927,0.635477,0.634272,0.633316,0.632627,0.632227,0.631957,0.631704,0.631409,0.631128,0.630794,0.630408,0.629916,0.629247,0.628206,0.62646,0.6235,0.619294,0.613517,0.606514,0.595921,0.58303,0.567621,0.548804,0.528402,0.506392,0.482745,0.456994,0.429004,0.398994,0.366997,0.333968,0.300453,0.266729,0.232718,0.198548,0.164313,0.129968,0.09554,0.06098,0.026413,-0.008175,-0.042772,-0.077218,-0.111698,2
0.157585,0.189943,0.222292,0.254619,0.28685,0.319018,0.350992,0.382785,0.414087,0.444398,0.473261,0.500445,0.525436,0.547949,0.568096,0.585776,0.601242,0.614387,0.625317,0.634079,0.640899,0.645938,0.649545,0.652154,0.654077,0.655581,0.656738,0.657572,0.658049,0.658152,0.657955,0.657517,0.656868,0.655934,0.654711,0.653294,0.651732,0.650248,0.648749,0.647489,0.646617,0.6461,0.645687,0.64502,0.644088,0.64304,0.641824,0.639809,0.636308,0.630316,0.621525,0.609429,0.593926,0.575319,0.55367,0.529226,0.502219,0.472781,0.44108,0.407564,0.373236,0.339063,0.304938,0.270889,0.236862,0.202746,0.168471,0.134009,0.099398,0.064834,0.030262,-0.004436,-0.039244,-0.074069,-0.109043,1
-0.081043,-0.04744,-0.013869,0.019603,0.053119,0.086532,0.119879,0.153112,0.186092,0.218873,0.251518,0.283826,0.315719,0.346459,0.375966,0.404044,0.430392,0.455349,0.478567,0.500186,0.52039,0.540037,0.556325,0.571482,0.584022,0.592907,0.600067,0.605199,0.608055,0.609547,0.610097,0.61008,0.609809,0.6096,0.609697,0.61023,0.611206,0.612559,0.614135,0.615754,0.617343,0.618968,0.620595,0.622268,0.624051,0.625981,0.627951,0.629692,0.630946,0.631102,0.629583,0.625213,0.649677,0.640771,0.6451,0.631532,0.615753,0.5989,0.580303,0.559815,0.537064,0.512031,0.485325,0.456745,0.427273,0.397573,0.367807,0.337988,0.307989,0.277961,0.247917,0.217951,0.188014,0.157898,0.127782,2
0.106196,0.139601,0.173004,0.206383,0.239642,0.272856,0.30583,0.338498,0.370468,0.401417,0.43082,0.458387,0.483756,0.506769,0.527446,0.545846,0.562243,0.576575,0.588486,0.598149,0.60616,0.612352,0.616991,0.620369,0.622859,0.624859,0.626499,0.627885,0.629102,0.63031,0.631471,0.632609,0.633687,0.634756,0.635717,0.636325,0.636688,0.637021,0.637745,0.638891,0.640665,0.643193,0.646049,0.648694,0.650831,0.652471,0.653385,0.653157,0.65127,0.647009,0.639734,0.629378,0.615424,0.598076,0.577672,0.554163,0.527431,0.497858,0.465951,0.433121,0.40014,0.367232,0.33445,0.301774,0.26911,0.236415,0.203734,0.17104,0.138351,0.105641,0.07291,0.040213,0.007508,-0.025168,-0.057847,1
0.043659,0.072897,0.102066,0.131224,0.160315,0.18941,0.218493,0.247639,0.276827,0.30605,0.33524,0.364407,0.39354,0.422688,0.451831,0.480928,0.510006,0.539036,0.568094,0.597091,0.62584,0.653595,0.679747,0.703133,0.723196,0.73958,0.75239,0.76253,0.769483,0.774367,0.777581,0.779721,0.781034,0.781986,0.78253,0.782753,0.782555,0.781965,0.780817,0.779016,0.776746,0.773742,0.769934,0.764935,0.758366,0.750202,0.740211,0.72779,0.713358,0.696477,0.677174,0.655621,0.631505,0.605193,0.577179,0.547727,0.517169,0.486051,0.45477,0.423469,0.392296,0.361391,0.330753,0.300453,0.270374,0.240488,0.210931,0.181579,0.152314,0.122998,0.093817,0.064657,0.035458,0.00623,-0.022963,2
