@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute attr131 numeric
@attribute attr132 numeric
@attribute attr133 numeric
@attribute attr134 numeric
@attribute attr135 numeric
@attribute attr136 numeric
@attribute target {1,2}

@data
-1.073369,-1.123785,-1.166332,-1.196283,-1.205966,-1.204598,-1.198337,-1.186675,-1.180865,-1.177107,-1.170676,-1.166127,-1.163351,-1.160534,-1.161935,-1.148655,-1.098674,-1.031809,-0.950572,-0.887932,-0.847095,-0.82832,-0.822034,-0.823877,-0.822004,-0.814299,-0.797504,-0.793042,-0.795743,-0.795693,-0.758557,-0.69105,-0.558189,-0.368674,-0.171035,0.052957,0.237494,0.415172,0.576728,0.739852,0.895482,1.026253,1.134249,1.221932,1.29167,1.317937,1.326961,1.332845,1.34255,1.350426,1.355525,1.360726,1.354717,1.352426,1.354709,1.35278,1.352371,1.345797,1.345712,1.337431,1.324193,1.330197,1.329516,1.330027,1.326557,1.320853,1.321248,1.318631,1.314671,1.315789,1.316666,1.316997,1.31356,1.313113,1.315535,1.310989,1.30841,1.309971,1.311621,1.31249,1.311389,1.308971,1.306042,1.304559,1.300861,1.293171,1.288923,1.26671,1.223856,1.155479,1.067759,0.959436,0.825302,0.673379,0.506197,0.334213,0.175466,0.001839,-0.162114,-0.315578,-0.468888,-0.604112,-0.727758,-0.820467,-0.883484,-0.929241,-0.944822,-0.952188,-0.953754,-0.955979,-0.957176,-0.954301,-0.948374,-0.946172,-0.949945,-0.956368,-0.957092,-0.959039,-0.960237,-0.961883,-0.967604,-0.990563,-1.036444,-1.12293,-1.240973,-1.359216,-1.410802,-1.396745,-1.357724,-1.310801,-1.283876,-1.273395,-1.272181,-1.273795,-1.269474,-1.263089,1
-1.192206,-1.189708,-1.191154,-1.190569,-1.189684,-1.188299,-1.189574,-1.188515,-1.188921,-1.190832,-1.190831,-1.190296,-1.188425,-1.170205,-1.133846,-1.07859,-1.002325,-0.919338,-0.86319,-0.835684,-0.830338,-0.827079,-0.824561,-0.804823,-0.800662,-0.793958,-0.784372,-0.770476,-0.763231,-0.759891,-0.752862,-0.743633,-0.711881,-0.606218,-0.441279,-0.249765,-0.036686,0.162258,0.357169,0.55,0.69988,0.851671,0.976106,1.093592,1.196749,1.280767,1.327766,1.338422,1.348641,1.348749,1.359394,1.363487,1.363568,1.349336,1.350409,1.345703,1.356963,1.35507,1.357564,1.345987,1.34598,1.354098,1.348601,1.350113,1.350081,1.342445,1.337431,1.342838,1.352361,1.354946,1.360126,1.357722,1.365943,1.370845,1.364254,1.366344,1.372786,1.379447,1.368486,1.362819,1.365393,1.368186,1.362036,1.346122,1.342866,1.331461,1.31267,1.270587,1.234662,1.182702,1.093707,0.969402,0.861337,0.7257,0.575287,0.41819,0.248644,0.074278,-0.1051,-0.279375,-0.455616,-0.609411,-0.735074,-0.813719,-0.869102,-0.904039,-0.9171,-0.928489,-0.929624,-0.934878,-0.930404,-0.927484,-0.923235,-0.923464,-0.927115,-0.928977,-0.933616,-0.93914,-0.942617,-0.941832,-0.949717,-0.969776,-1.009879,-1.078672,-1.156392,-1.23519,-1.29888,-1.326066,-1.325916,-1.327485,-1.320836,-1.321204,-1.321026,-1.312126,-1.296857,-1.286805,1
-1.110659,-1.112602,-1.112903,-1.116159,-1.115415,-1.118003,-1.117582,-1.119865,-1.124138,-1.122992,-1.125033,-1.12444,-1.128214,-1.128179,-1.129704,-1.096686,-0.978375,-0.754302,-0.470351,-0.148786,0.175632,0.470973,0.713592,0.863206,0.994302,1.066104,1.110309,1.110778,1.138117,1.142778,1.144409,1.140461,1.140744,1.14191,1.147158,1.146998,1.140249,1.134874,1.135262,1.128538,1.129891,1.126745,1.126415,1.121721,1.122295,1.127106,1.123513,1.121346,1.125175,1.120614,1.118265,1.11422,1.121341,1.116593,1.110051,1.112532,1.101417,1.095117,1.104076,1.102514,1.098138,1.09891,1.095365,1.088409,1.085489,1.082651,1.087782,1.086589,1.096774,1.09911,1.09608,1.098148,1.104058,1.101907,1.103531,1.094048,1.092759,1.087262,1.077892,1.079992,1.077235,1.055475,1.016459,0.965267,0.908017,0.864382,0.776097,0.666075,0.552653,0.386051,0.191769,-0.023898,-0.263797,-0.494475,-0.71916,-0.924174,-1.087345,-1.209313,-1.259497,-1.291875,-1.303823,-1.310828,-1.308163,-1.307855,-1.300949,-1.290956,-1.282624,-1.279732,-1.279108,-1.279634,-1.280362,-1.279295,-1.275855,-1.265524,-1.261591,-1.261265,-1.254544,-1.254365,-1.247076,-1.245816,-1.24079,-1.239652,-1.233555,-1.232893,-1.228356,-1.229204,-1.228263,-1.229095,-1.229894,-1.233395,-1.234642,-1.235858,-1.235969,-1.237664,-1.237483,-1.23771,2
-1.59234,-1.67073,-1.720495,-1.725007,-1.690093,-1.62738,-1.569641,-1.523026,-1.509056,-1.50404,-1.501888,-1.492174,-1.481021,-1.470142,-1.463114,-1.460385,-1.457989,-1.45311,-1.446787,-1.443228,-1.43919,-1.421177,-1.372791,-1.282778,-1.179894,-1.091736,-1.049496,-1.026436,-1.038831,-1.06287,-1.089227,-1.083409,-1.055423,-1.043672,-1.010185,-0.948708,-0.862057,-0.698618,-0.534016,-0.374437,-0.186994,0.018602,0.189336,0.335829,0.475416,0.606759,0.726732,0.827621,0.914929,0.977187,1.007299,1.021954,1.030212,1.030679,1.036907,1.038798,1.036737,1.044877,1.046718,1.048201,1.053789,1.05645,1.056736,1.059567,1.062045,1.062125,1.061998,1.060293,1.060431,1.058705,1.053143,1.059422,1.051695,1.059483,1.053741,1.053631,1.055916,1.055317,1.055886,1.056507,1.052898,1.055401,1.051515,1.052842,1.053217,1.051596,1.051323,1.049334,1.046982,1.046554,1.046643,1.050895,1.047704,1.05004,1.047958,1.049051,1.044403,1.041733,1.041771,1.035684,1.024466,1.028384,1.02336,1.023132,1.022033,1.016631,1.007853,1.005376,0.985694,0.959201,0.897633,0.812797,0.697074,0.555891,0.380854,0.21003,0.034252,-0.151402,-0.320942,-0.48542,-0.656075,-0.818762,-0.963711,-1.070224,-1.147822,-1.206388,-1.235158,-1.253029,-1.261086,-1.27231,-1.274698,-1.280439,-1.283778,-1.288915,-1.294765,-1.295365,1
-1.063541,-1.063765,-1.063585,-1.062348,-1.06259,-1.060883,-1.060878,-1.060098,-1.05517,-1.052446,-1.052336,-1.04603,-1.045445,-1.04682,-1.028109,-0.969203,-0.876325,-0.766008,-0.697187,-0.674693,-0.679383,-0.695955,-0.680053,-0.645592,-0.627455,-0.602209,-0.567951,-0.538935,-0.523395,-0.495495,-0.45465,-0.411413,-0.325385,-0.201764,-0.019284,0.184127,0.452959,0.662648,0.837859,1.006368,1.153797,1.288559,1.398376,1.472941,1.530694,1.557941,1.565257,1.558999,1.559445,1.563194,1.567981,1.575365,1.583067,1.576078,1.578387,1.582228,1.567468,1.57293,1.574799,1.570283,1.580174,1.577811,1.580855,1.579714,1.587191,1.590887,1.595752,1.596779,1.593077,1.591422,1.593297,1.591103,1.585657,1.57742,1.574759,1.563605,1.530758,1.475937,1.417062,1.327211,1.218582,1.074906,0.900968,0.68797,0.470783,0.263344,0.043371,-0.123989,-0.295071,-0.429105,-0.536701,-0.605493,-0.640506,-0.649625,-0.660839,-0.655807,-0.658442,-0.657246,-0.664939,-0.666601,-0.678504,-0.684399,-0.699035,-0.718389,-0.744438,-0.775941,-0.829081,-0.888501,-0.964835,-1.056809,-1.130859,-1.158394,-1.161308,-1.146065,-1.122445,-1.093911,-1.045038,-1.025558,-1.01508,-1.009753,-1.004918,-1.004522,-1.001395,-0.998331,-0.995873,-0.992124,-0.989715,-0.989026,-0.984491,-0.984503,-0.984334,-0.982326,-0.981631,-0.982404,-0.981955,-0.985508,1
-1.634321,-1.635667,-1.63581,-1.633915,-1.632223,-1.634112,-1.632946,-1.633274,-1.633613,-1.63273,-1.633527,-1.634155,-1.635206,-1.636098,-1.637947,-1.637793,-1.638688,-1.638496,-1.641034,-1.64167,-1.63355,-1.58216,-1.435171,-1.191547,-0.872575,-0.515224,-0.154889,0.157386,0.405258,0.584961,0.685891,0.776003,0.820712,0.846281,0.871869,0.873077,0.885514,0.894542,0.904629,0.900298,0.900004,0.906969,0.911935,0.909021,0.919508,0.916368,0.906793,0.904685,0.901706,0.863871,0.862493,0.860132,0.860955,0.859284,0.857914,0.863965,0.863995,0.861641,0.871754,0.863048,0.863832,0.866227,0.863602,0.864817,0.872985,0.869211,0.874628,0.876588,0.869121,0.868526,0.869607,0.87556,0.874115,0.876126,0.875683,0.870171,0.883434,0.880596,0.87895,0.881559,0.88145,0.880749,0.885746,0.882663,0.883001,0.887788,0.889027,0.880795,0.884424,0.875401,0.878936,0.882609,0.86629,0.869941,0.869909,0.856202,0.870715,0.873163,0.886702,0.902786,0.889641,0.877742,0.874713,0.843643,0.815999,0.75452,0.692381,0.61423,0.512751,0.396002,0.244944,0.087781,-0.103345,-0.286547,-0.482825,-0.678587,-0.851895,-1.014734,-1.146232,-1.262015,-1.365621,-1.443244,-1.496521,-1.529479,-1.531925,-1.521517,-1.515053,-1.507142,-1.502763,-1.503985,-1.506871,-1.510536,-1.514297,-1.515723,-1.515009,-1.516238,2
-1.082028,-1.079621,-1.077798,-1.07589,-1.076907,-1.078723,-1.079314,-1.081872,-1.081564,-1.084483,-1.085751,-1.087366,-1.088648,-1.090914,-1.093139,-1.093952,-1.076979,-1.027027,-0.892077,-0.666243,-0.368449,-0.047099,0.263719,0.563733,0.795905,0.959794,1.064749,1.148405,1.188691,1.205277,1.201737,1.210372,1.206114,1.202645,1.211703,1.210012,1.209455,1.211788,1.20919,1.209803,1.211288,1.211543,1.216471,1.212167,1.213731,1.215765,1.21794,1.215898,1.215125,1.220833,1.216682,1.21372,1.220915,1.217519,1.216046,1.217894,1.227245,1.221391,1.218263,1.21906,1.220281,1.218147,1.221932,1.222961,1.221503,1.213229,1.221318,1.220174,1.213969,1.211184,1.20558,1.211235,1.208538,1.2004,1.206402,1.200077,1.201908,1.187313,1.167228,1.133825,1.090165,1.019854,0.935188,0.815459,0.664924,0.483384,0.265508,0.017942,-0.254448,-0.50845,-0.758142,-0.962925,-1.146294,-1.260658,-1.300335,-1.31472,-1.317754,-1.294923,-1.254419,-1.210785,-1.1712,-1.137749,-1.118418,-1.103319,-1.098502,-1.092871,-1.09456,-1.09556,-1.097354,-1.097853,-1.093899,-1.091862,-1.089976,-1.083714,-1.081761,-1.075809,-1.072568,-1.070162,-1.069751,-1.069854,-1.069622,-1.0697,-1.069653,-1.069534,-1.070136,-1.069934,-1.070119,-1.070974,-1.07211,-1.068024,-1.064397,-1.065945,-1.066453,-1.068527,-1.070195,-1.070451,2
-0.798505,-0.80043,-0.805571,-0.808681,-0.809413,-0.811044,-0.813793,-0.815915,-0.821377,-0.827394,-0.834698,-0.83941,-0.846287,-0.856263,-0.857675,-0.861248,-0.858452,-0.860232,-0.858419,-0.859456,-0.862053,-0.861218,-0.863702,-0.862291,-0.857559,-0.857643,-0.858087,-0.858909,-0.858482,-0.853677,-0.833393,-0.787314,-0.722403,-0.678479,-0.626823,-0.596653,-0.630218,-0.649689,-0.648485,-0.626457,-0.602568,-0.57509,-0.549276,-0.499389,-0.440484,-0.30431,-0.168631,0.017325,0.292829,0.601243,0.931569,1.21801,1.448198,1.617416,1.736505,1.831365,1.881116,1.895645,1.898229,1.889064,1.880588,1.882344,1.879661,1.883738,1.879804,1.888526,1.890039,1.891502,1.892847,1.893392,1.887719,1.890655,1.881999,1.88282,1.873504,1.868757,1.863232,1.857032,1.845178,1.823799,1.778552,1.704448,1.596821,1.470687,1.292884,1.104153,0.893027,0.681238,0.499655,0.302108,0.110706,-0.048269,-0.199057,-0.367866,-0.469475,-0.546192,-0.598087,-0.631871,-0.655014,-0.659949,-0.662408,-0.665964,-0.656266,-0.651629,-0.632999,-0.619403,-0.592355,-0.558728,-0.52069,-0.500467,-0.503798,-0.561466,-0.617789,-0.692031,-0.757505,-0.81206,-0.847745,-0.861538,-0.867073,-0.871487,-0.869763,-0.863562,-0.858326,-0.842119,-0.833211,-0.835778,-0.831132,-0.836326,-0.833403,-0.83384,-0.836963,-0.838025,-0.832349,-0.82933,-0.827565,-0.821512,1
-0.710217,-0.706806,-0.704295,-0.70157,-0.699747,-0.697022,-0.69469,-0.690702,-0.684652,-0.68325,-0.679857,-0.677007,-0.673954,-0.673198,-0.671086,-0.668739,-0.665238,-0.664924,-0.663789,-0.664003,-0.663442,-0.664356,-0.66534,-0.666791,-0.667507,-0.668869,-0.669203,-0.673444,-0.676029,-0.678956,-0.678181,-0.680742,-0.677614,-0.6807,-0.678996,-0.681451,-0.679185,-0.681698,-0.679785,-0.680792,-0.672923,-0.651476,-0.593893,-0.491308,-0.366632,-0.256181,-0.118788,0.042249,0.329488,0.557518,0.688591,0.825287,0.996679,1.216322,1.478639,1.722595,1.919838,2.053257,2.112132,2.121747,2.143981,2.153623,2.165646,2.177438,2.184689,2.180377,2.192107,2.198899,2.198369,2.193771,2.200003,2.192441,2.19829,2.169609,2.141467,2.090476,2.005438,1.868308,1.706255,1.503288,1.341896,1.168319,1.023416,0.818925,0.778579,0.514579,0.350617,0.009502,-0.258807,-0.412506,-0.612878,-0.736023,-0.822103,-0.837551,-0.84635,-0.830013,-0.812825,-0.786213,-0.772797,-0.750781,-0.747871,-0.730843,-0.728918,-0.720999,-0.72211,-0.710879,-0.707644,-0.703366,-0.700821,-0.696952,-0.701627,-0.697048,-0.700818,-0.697267,-0.699331,-0.699369,-0.702557,-0.701987,-0.703563,-0.702543,-0.705168,-0.701941,-0.70259,-0.699849,-0.69881,-0.691096,-0.689672,-0.685744,-0.683507,-0.680331,-0.678577,-0.674505,-0.670729,-0.667504,-0.667928,-0.662308,2
-0.666796,-0.671591,-0.677065,-0.678451,-0.67923,-0.680701,-0.682437,-0.683225,-0.684861,-0.687258,-0.691211,-0.695557,-0.697568,-0.698934,-0.703076,-0.705608,-0.707124,-0.711257,-0.715559,-0.722098,-0.725005,-0.727901,-0.730403,-0.732719,-0.734561,-0.735184,-0.739296,-0.74098,-0.739565,-0.734903,-0.701819,-0.649935,-0.609788,-0.598352,-0.598736,-0.611203,-0.62095,-0.612802,-0.593056,-0.573301,-0.565319,-0.553099,-0.491437,-0.358872,-0.149561,0.084029,0.374989,0.665986,0.923342,1.176962,1.422631,1.689759,1.920289,2.060166,2.091273,2.114906,2.13405,2.142084,2.156319,2.16139,2.176948,2.173668,2.183228,2.184327,2.187509,2.190039,2.193456,2.19034,2.182998,2.176734,2.14871,2.117449,2.065572,1.970119,1.850226,1.693056,1.501952,1.305547,1.102406,0.908031,0.714956,0.515092,0.322146,0.146103,-0.020141,-0.189628,-0.334273,-0.438126,-0.522606,-0.579905,-0.61216,-0.624255,-0.624589,-0.628191,-0.627567,-0.624291,-0.625206,-0.627255,-0.622735,-0.612191,-0.593213,-0.565447,-0.522186,-0.487853,-0.467347,-0.477485,-0.514818,-0.57684,-0.644488,-0.724041,-0.79347,-0.844462,-0.872741,-0.875047,-0.873539,-0.870451,-0.867102,-0.855365,-0.837436,-0.808244,-0.778111,-0.744822,-0.719807,-0.709716,-0.707784,-0.706411,-0.710263,-0.712994,-0.714085,-0.712582,-0.711019,-0.709397,-0.708978,-0.707198,-0.706422,-0.706153,1
-1.418412,-1.418354,-1.437313,-1.423953,-1.427293,-1.428341,-1.437934,-1.433031,-1.438166,-1.442755,-1.434796,-1.441789,-1.448021,-1.445907,-1.441588,-1.435803,-1.43065,-1.4464,-1.427939,-1.438429,-1.374488,-1.265467,-1.140392,-0.970965,-0.640836,-0.29436,0.010039,0.275732,0.496028,0.671073,0.766119,0.840396,0.983791,1.000258,1.066895,1.082391,0.991676,1.079089,1.146392,0.979212,1.046963,0.985387,0.97174,0.917293,0.987957,0.951166,0.973221,0.994279,0.976525,1.002574,0.959462,0.977644,1.032902,1.023321,0.987605,1.01661,0.995295,1.002055,1.012078,1.019486,1.005071,1.027668,0.999677,1.032643,1.03578,1.029659,1.010949,0.982075,1.031991,1.030952,1.022099,1.031426,1.034486,1.020249,0.99068,0.980797,0.981031,0.961427,0.958895,0.953302,0.953079,0.95295,0.960793,0.962514,0.934783,0.968071,0.992809,1.037051,0.978537,1.042079,1.086416,1.011176,0.995225,0.974534,0.953798,0.92666,0.898171,0.852278,0.78796,0.714783,0.601483,0.465484,0.306232,0.131381,-0.060976,-0.264592,-0.466955,-0.663912,-0.843292,-0.991871,-1.108386,-1.202787,-1.282113,-1.330565,-1.347682,-1.347268,-1.348419,-1.344801,-1.340906,-1.334213,-1.32879,-1.323234,-1.322774,-1.32207,-1.321194,-1.319485,-1.321414,-1.322068,-1.321064,-1.320552,-1.321202,-1.321355,-1.322567,-1.325173,-1.327216,-1.329481,2
-0.602725,-0.605258,-0.606432,-0.605594,-0.611018,-0.613953,-0.617884,-0.622962,-0.625092,-0.627666,-0.628836,-0.630219,-0.629781,-0.631114,-0.628768,-0.629757,-0.630164,-0.628841,-0.62892,-0.628952,-0.630084,-0.631436,-0.630849,-0.633331,-0.631781,-0.630691,-0.629628,-0.631762,-0.630793,-0.632049,-0.634009,-0.63548,-0.637913,-0.639171,-0.639448,-0.638358,-0.637696,-0.638672,-0.637733,-0.638511,-0.636094,-0.636662,-0.61843,-0.588478,-0.513847,-0.393628,-0.293998,-0.153285,-0.025334,0.332253,0.571693,0.681882,0.821489,1.007708,1.22039,1.494525,1.726622,1.941839,2.062523,2.129403,2.155157,2.174686,2.210502,2.216725,2.224161,2.22075,2.231999,2.231236,2.231771,2.231394,2.24369,2.225598,2.229269,2.219524,2.193905,2.154288,2.07618,1.958388,1.784487,1.582433,1.394241,1.20628,1.056811,0.909144,0.775423,0.607362,0.526209,0.235533,-0.009545,-0.212419,-0.370082,-0.530282,-0.684538,-0.775482,-0.815208,-0.818532,-0.820033,-0.809623,-0.791219,-0.767694,-0.75347,-0.74853,-0.750486,-0.753914,-0.761737,-0.76666,-0.771761,-0.780201,-0.782159,-0.781777,-0.783356,-0.78174,-0.775054,-0.768984,-0.7621,-0.756806,-0.756907,-0.756518,-0.756009,-0.756738,-0.75587,-0.759573,-0.759223,-0.758254,-0.755562,-0.750176,-0.745809,-0.740011,-0.732492,-0.726532,-0.723158,-0.72049,-0.719162,-0.719059,-0.718569,-0.720885,2
-1.790551,-1.790577,-1.789178,-1.789891,-1.788135,-1.789953,-1.78853,-1.789193,-1.789249,-1.788457,-1.787723,-1.786999,-1.786529,-1.786287,-1.785323,-1.784886,-1.785716,-1.78505,-1.784274,-1.779563,-1.762512,-1.715657,-1.616579,-1.457643,-1.218955,-0.928626,-0.610654,-0.28645,0.027568,0.276058,0.465656,0.590965,0.653275,0.705768,0.724612,0.747317,0.738839,0.745535,0.739712,0.738408,0.753553,0.757222,0.766431,0.764248,0.770849,0.76471,0.765752,0.764797,0.766023,0.765832,0.764988,0.758759,0.760024,0.761473,0.761857,0.768295,0.765804,0.765682,0.768955,0.760549,0.770344,0.767917,0.773148,0.772769,0.774995,0.769444,0.764795,0.769241,0.765623,0.766675,0.769466,0.769319,0.768957,0.773932,0.772402,0.768009,0.772895,0.773801,0.775357,0.77432,0.779596,0.776184,0.774482,0.775304,0.77694,0.77359,0.770549,0.770209,0.768963,0.768941,0.767467,0.766776,0.772243,0.773984,0.774814,0.772746,0.766977,0.774313,0.768742,0.773788,0.774771,0.776456,0.775951,0.782807,0.771513,0.769266,0.775553,0.764317,0.772593,0.763022,0.744196,0.725325,0.705252,0.677279,0.646276,0.603973,0.542691,0.479881,0.374656,0.246508,0.085503,-0.117742,-0.345898,-0.599901,-0.856343,-1.123635,-1.361268,-1.570459,-1.739369,-1.865894,-1.954807,-2.000506,-2.010511,-2.003127,-1.991294,-1.96343,2
-1.227808,-1.227936,-1.229102,-1.228587,-1.231403,-1.231335,-1.231129,-1.233481,-1.232653,-1.236688,-1.237962,-1.237179,-1.236968,-1.238058,-1.238346,-1.239384,-1.238736,-1.237661,-1.23779,-1.236576,-1.231338,-1.198323,-1.099331,-0.918467,-0.650732,-0.333923,-0.014679,0.287207,0.558031,0.770182,0.913188,0.994474,1.046722,1.080512,1.087346,1.090388,1.090303,1.07829,1.067673,1.061407,1.062775,1.06737,1.06468,1.069496,1.065482,1.068735,1.063587,1.066295,1.064925,1.059324,1.064639,1.063758,1.058276,1.059914,1.057294,1.065312,1.062354,1.063124,1.06516,1.061903,1.059204,1.055729,1.058552,1.071267,1.056561,1.060857,1.06678,1.058127,1.049252,1.052821,1.050053,1.04941,1.063141,1.057049,1.055704,1.05821,1.053658,1.056664,1.060505,1.057162,1.058084,1.06517,1.063365,1.066005,1.060695,1.066474,1.068711,1.069967,1.064236,1.05055,1.052297,1.038171,0.989079,0.954451,0.878573,0.792868,0.670329,0.532052,0.360377,0.168188,-0.044246,-0.267899,-0.485221,-0.691086,-0.878259,-1.02952,-1.146838,-1.242268,-1.303286,-1.339792,-1.347883,-1.352499,-1.349048,-1.343043,-1.331494,-1.322284,-1.316927,-1.308453,-1.30616,-1.305257,-1.30569,-1.303906,-1.303524,-1.302029,-1.298993,-1.299597,-1.295586,-1.295273,-1.294639,-1.295227,-1.297271,-1.29683,-1.296571,-1.296671,-1.295765,-1.295868,2
-0.820186,-0.808879,-0.80411,-0.790502,-0.775756,-0.768545,-0.765559,-0.764113,-0.765038,-0.763829,-0.765376,-0.765909,-0.767546,-0.767172,-0.768017,-0.766854,-0.768392,-0.768557,-0.768435,-0.768982,-0.76935,-0.769487,-0.77099,-0.769724,-0.771152,-0.767621,-0.760526,-0.754949,-0.75426,-0.749198,-0.748532,-0.746943,-0.7475,-0.748034,-0.748256,-0.74289,-0.743291,-0.740821,-0.743188,-0.739934,-0.738198,-0.712072,-0.670463,-0.56022,-0.401646,-0.108609,0.102713,0.339368,0.573306,0.678459,0.804248,0.951019,1.170336,1.412183,1.639635,1.758708,1.825344,1.847866,1.855797,1.876047,1.878693,1.892624,1.895862,1.897848,1.896973,1.898753,1.902174,1.898153,1.902505,1.902643,1.894979,1.891665,1.890571,1.883424,1.87933,1.870307,1.865478,1.856748,1.84495,1.828774,1.795665,1.7444,1.64629,1.476865,1.274003,1.06656,0.886315,0.750414,0.630435,0.516301,0.384062,0.24242,0.060109,-0.13863,-0.313923,-0.488378,-0.649984,-0.780971,-0.868146,-0.924449,-0.940015,-0.938193,-0.926016,-0.91045,-0.885873,-0.862781,-0.845243,-0.831506,-0.822823,-0.816654,-0.811455,-0.804758,-0.796425,-0.789437,-0.780715,-0.771654,-0.762928,-0.760172,-0.758998,-0.759121,-0.763557,-0.770643,-0.772694,-0.777589,-0.779904,-0.782801,-0.784833,-0.786428,-0.784365,-0.784802,-0.784205,-0.780047,-0.779309,-0.777388,-0.777017,-0.776428,2
-1.272238,-1.269199,-1.268399,-1.267765,-1.266436,-1.265962,-1.263284,-1.261487,-1.264041,-1.261298,-1.258727,-1.259337,-1.260019,-1.254571,-1.251019,-1.228514,-1.179785,-1.084851,-0.99225,-0.898529,-0.848219,-0.816127,-0.799462,-0.805071,-0.815777,-0.799225,-0.796063,-0.804163,-0.791202,-0.787838,-0.781621,-0.774883,-0.766394,-0.754257,-0.752093,-0.763989,-0.787685,-0.789305,-0.759952,-0.666543,-0.498277,-0.277748,-0.017822,0.177242,0.352286,0.51092,0.671022,0.817083,0.946514,1.041971,1.133295,1.192265,1.247719,1.266627,1.282625,1.304728,1.31944,1.320418,1.329113,1.344696,1.343785,1.330684,1.339693,1.35116,1.349323,1.35095,1.35201,1.365773,1.356679,1.357683,1.361795,1.368747,1.361229,1.358917,1.363101,1.367151,1.364633,1.36875,1.359291,1.355982,1.360252,1.362904,1.367525,1.359658,1.365402,1.364136,1.356603,1.365312,1.36243,1.357468,1.362244,1.342552,1.338836,1.316516,1.294849,1.239164,1.157103,1.063722,0.937029,0.7905,0.617924,0.439852,0.258494,0.060036,-0.119829,-0.278653,-0.4202,-0.55038,-0.67084,-0.768392,-0.844417,-0.89235,-0.918699,-0.935446,-0.945903,-0.953567,-0.960162,-0.96299,-0.959361,-0.956201,-0.95642,-0.955141,-0.956727,-0.961897,-0.971634,-0.986411,-1.0071,-1.046785,-1.119824,-1.215975,-1.317508,-1.381411,-1.395043,-1.372193,-1.34225,-1.320673,1
