@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute target {1,2,3,4,5,6}

@data
-0.403095,-0.381791,-0.262399,-0.03186,0.230566,0.509159,0.721978,1.007911,1.202516,1.456527,1.461819,1.431434,1.438433,1.489644,1.33157,1.162742,0.910609,0.672815,0.425342,0.160679,-0.109805,-0.277916,-0.406031,-0.449544,-0.401644,-0.255451,-0.069945,0.149686,0.369248,0.620886,0.863835,1.042394,1.23,1.39661,1.423581,1.350348,1.388757,1.380392,1.349324,1.366736,1.468477,1.393878,1.170765,0.934508,0.698933,0.48497,0.242226,0.015101,-0.184864,-0.345772,-1.079143,-1.079143,-1.079143,-1.079143,-1.079143,-1.079143,-1.079143,-1.079143,-1.079143,-1.079143,-1.079143,-1.079143,-1.079143,-1.079143,-1.079143,-1.079143,-1.079143,-1.079143,-1.079143,-1.079143,-1.079143,-1.079143,-1.079143,-1.079143,5
-0.649483,-0.605083,-0.437946,-0.185317,0.104305,0.375998,0.59576,0.825763,1.101646,1.29163,1.352352,1.423096,1.439135,1.434219,1.331429,1.09339,0.840636,0.538062,0.248628,-0.012665,-0.282688,-0.493595,-0.613969,-0.620839,-0.451685,-0.256344,-0.036047,0.270434,0.589237,0.86616,1.406993,1.546306,1.440017,1.390198,1.436803,1.385849,1.414178,1.525445,1.586294,1.63353,1.402519,1.12862,0.542694,0.25846,0.010243,-0.244906,-0.449069,-0.581827,-0.627109,-0.702391,-0.76825,-0.923822,-1.175096,-1.236231,-1.319459,-1.320928,-1.256014,-1.156819,-1.048514,-0.95839,-0.86124,-0.759616,-0.64797,-0.760183,-0.866062,-0.993337,-1.255806,-1.294004,-1.284898,-1.219054,-1.132807,-1.053429,-0.962581,-0.575809,2
-0.990218,-0.976087,-0.791973,-0.490441,0.22031,0.55827,0.916243,1.181568,1.394356,1.388583,1.421024,1.498826,1.584601,1.475183,1.278615,0.988849,0.37553,0.060884,-0.244112,-0.559995,-0.835273,-0.976279,-0.936553,-0.704108,-0.444089,0.137394,0.470735,1.15765,1.420199,1.627489,1.607969,1.457588,1.418,1.392157,1.413326,1.551336,1.721236,1.525493,1.182118,0.853286,0.201066,-0.108824,-0.404308,-0.665262,-0.893198,-0.266326,-0.297639,-0.466055,-0.666692,-0.919068,-1.053284,-1.211391,-1.322789,-1.313001,-1.247186,-1.055044,-0.847617,-0.718019,-0.515211,-0.392816,-0.451182,-0.589962,-0.776192,-0.995084,-1.17117,-1.246443,-1.309537,-1.237316,-1.234704,-1.079869,-0.885363,-0.653688,-0.474468,-0.378383,4
-0.609238,-0.621048,-0.431347,-0.202926,0.047141,0.384237,0.840447,1.092159,1.291232,1.342199,1.375903,1.444133,1.469617,1.384123,1.169925,0.83883,0.534425,0.233062,-0.041174,-0.246029,-0.590468,-0.663028,-0.565121,-0.354129,-0.077344,0.45444,1.335074,1.503047,1.474275,1.371245,1.345487,1.403853,1.392344,1.442489,1.430432,1.572099,1.584429,1.263008,0.979784,0.679079,0.404158,0.118029,-0.37394,-0.545529,-0.64064,-0.707446,-0.873719,-0.996944,-1.073066,-1.223392,-1.286717,-1.337429,-1.297614,-1.203717,-1.126636,-1.024346,-0.888105,-0.696293,-0.558956,-0.523005,-0.622007,-0.748795,-0.87983,-1.033032,-1.130555,-1.240545,-1.297982,-1.308531,-1.284333,-1.221994,-1.105976,-0.973735,-0.893339,-0.727668,2
-0.405794,-0.403255,-0.244381,-0.006715,0.267092,0.512805,0.760013,0.982609,1.162389,1.383531,1.381484,1.370222,1.364284,1.44926,1.386193,1.220746,0.936374,0.696722,0.437883,0.173864,-0.08133,-0.261294,-0.462513,-0.446091,-0.358044,-0.192453,0.003012,0.233511,0.465444,0.718938,0.951731,1.167713,1.325174,1.421617,1.257399,1.259241,1.312889,1.347903,1.325584,1.289546,1.279308,1.379846,1.23897,1.018442,0.798938,0.535739,0.287752,0.031699,-0.166613,-0.303475,-1.093464,-1.093464,-1.093464,-1.093464,-1.093464,-1.093464,-1.093464,-1.093464,-1.093464,-1.093464,-1.093464,-1.093464,-1.093464,-1.093464,-1.093464,-1.093464,-1.093464,-1.093464,-1.093464,-1.093464,-1.093464,-1.093464,-1.093464,-1.093464,6
-0.456714,-0.467553,-0.302187,-0.107405,0.138987,0.43171,0.678386,0.935121,1.198656,1.407643,1.384619,1.362658,1.427302,1.500093,1.372222,1.166246,0.995868,0.784933,0.520742,0.266859,-0.007605,-0.250507,-0.433087,-0.454181,-0.357781,-0.176742,0.012249,0.21672,0.468265,0.728259,0.963458,1.126219,1.328122,1.458296,1.336446,1.313776,1.342999,1.347427,1.286679,1.306338,1.420926,1.318735,1.121615,0.964343,0.738708,0.496479,0.248209,0.010726,-0.203415,-0.376803,-1.084435,-1.084435,-1.084435,-1.084435,-1.084435,-1.084435,-1.084435,-1.084435,-1.084435,-1.084435,-1.084435,-1.084435,-1.084435,-1.084435,-1.084435,-1.084435,-1.084435,-1.084435,-1.084435,-1.084435,-1.084435,-1.084435,-1.084435,-1.084435,5
-0.604517,-0.456653,-0.21349,0.044046,0.333811,0.660317,0.846242,1.184833,1.424289,1.41027,1.458258,1.439211,1.45858,1.41085,1.038291,0.762223,0.44284,-0.0946,-0.350686,-0.562878,-0.549922,-0.635843,-0.528168,-0.352652,0.131417,0.408001,0.692964,0.964069,1.258185,1.404888,1.440629,1.46016,1.397604,1.402084,1.378783,1.414105,1.458129,1.545726,1.459225,1.158341,0.849561,0.516836,0.193457,-0.093698,-0.368509,-0.55756,-0.5739,-0.608384,-0.70262,-1.023292,-1.104056,-1.205972,-1.352637,-1.395391,-1.326454,-1.204219,-1.057712,-0.925414,-0.771041,-0.652279,-0.629752,-0.828246,-0.921386,-1.043821,-1.116883,-1.211641,-1.312535,-1.29294,-1.262909,-1.180115,-1.062417,-0.948039,-0.827086,-0.702459,1
-0.472033,-0.382835,-0.223475,-0.02869,0.226962,0.500195,0.765869,0.985834,1.144669,1.363522,1.410808,1.378273,1.357661,1.439908,1.376253,1.16811,1.005031,0.751926,0.526,0.273966,0.018233,-0.222363,-0.371377,-0.422584,-0.380754,-0.24342,-0.079978,0.159205,0.3919,0.65422,0.914115,1.131533,1.348366,1.441727,1.326945,1.328764,1.361703,1.36049,1.328562,1.296229,1.37019,1.402523,1.195189,0.951682,0.7261,0.476208,0.223365,-0.00927,-0.231821,-0.376247,-1.087913,-1.087913,-1.087913,-1.087913,-1.087913,-1.087913,-1.087913,-1.087913,-1.087913,-1.087913,-1.087913,-1.087913,-1.087913,-1.087913,-1.087913,-1.087913,-1.087913,-1.087913,-1.087913,-1.087913,-1.087913,-1.087913,-1.087913,-1.087913,6
-0.428857,-0.363184,-0.246776,-0.021487,0.224173,0.469794,0.727871,0.935815,1.088116,1.302889,1.396209,1.385344,1.384762,1.475173,1.461398,1.270876,1.071236,0.898564,0.653079,0.402239,0.127865,-0.101304,-0.334644,-0.494938,-0.512244,-0.375504,-0.193092,0.024494,0.25475,0.505609,0.74702,0.980244,1.216747,1.419297,1.307545,1.277861,1.348288,1.391165,1.365361,1.326752,1.314723,1.420267,1.278249,1.054163,0.791488,0.52761,0.293067,0.042324,-0.183857,-0.378899,-1.084255,-1.084255,-1.084255,-1.084255,-1.084255,-1.084255,-1.084255,-1.084255,-1.084255,-1.084255,-1.084255,-1.084255,-1.084255,-1.084255,-1.084255,-1.084255,-1.084255,-1.084255,-1.084255,-1.084255,-1.084255,-1.084255,-1.084255,-1.084255,6
-0.611289,-0.569978,-0.439629,-0.200672,0.359239,0.573066,0.836231,1.08466,1.261386,1.366112,1.408279,1.359205,1.263294,1.11719,0.854847,0.603162,0.276648,-0.360097,-0.556755,-0.712924,-0.611257,-0.515181,-0.27231,-0.053286,0.179388,0.453933,0.716407,0.941747,1.247078,1.417522,1.458208,1.451235,1.51021,1.435776,1.3794,1.424824,1.537378,1.567474,1.569908,1.383972,1.073247,0.751831,0.452552,-0.128772,-0.318983,-0.496334,-0.679769,-0.778444,-0.865738,-0.986417,-1.099136,-1.176463,-1.385897,-1.381838,-1.257465,-1.110582,-1.004079,-0.847286,-0.732363,-0.605994,-0.676118,-0.774661,-0.867119,-0.982437,-1.051476,-1.14696,-1.189159,-1.249482,-1.234517,-1.176628,-1.141467,-0.913562,-0.794495,-0.638228,1
-0.812924,-0.733824,-0.645723,-0.362914,-0.063478,0.274625,0.601231,0.806285,1.064784,1.361724,1.507811,1.378828,1.363126,1.468836,1.623895,1.635952,1.438833,1.183111,0.553311,0.264614,-0.368354,-0.632656,-0.803446,-0.77535,-0.616982,-0.414928,-0.151355,0.126743,0.422842,0.73055,1.056372,1.265267,1.363126,1.307327,1.321347,1.309009,1.310411,1.358359,1.437712,1.460985,1.276483,0.975477,0.662778,0.324479,0.017332,-0.274281,-0.534826,-0.728132,-0.042448,-0.072759,-0.522264,-0.712009,-0.988985,-1.592599,-1.503746,-1.305245,-0.856806,-0.626067,-0.516628,-0.564632,-0.731524,-0.957468,-1.209826,-1.395617,-1.466221,-1.438546,-1.315844,-1.294421,-1.149905,-0.903296,-0.806054,-0.628198,-0.40803,-0.179338,5
-0.444587,-0.38405,-0.267572,-0.038131,0.208201,0.456036,0.71396,0.950911,1.191748,1.447958,1.494076,1.438063,1.43824,1.521464,1.570232,1.414209,1.205884,0.974234,0.716964,0.481481,0.222991,-0.020002,-0.204509,-0.418383,-0.49749,-0.439533,-0.300243,-0.101972,0.119023,0.349665,0.592517,0.831994,1.073008,1.317556,1.298473,1.326921,1.357136,1.392299,1.365264,1.272852,1.29918,1.376926,1.197226,0.941722,0.701238,0.471532,0.206982,0.006273,-0.204845,-0.370321,-1.075093,-1.075093,-1.075093,-1.075093,-1.075093,-1.075093,-1.075093,-1.075093,-1.075093,-1.075093,-1.075093,-1.075093,-1.075093,-1.075093,-1.075093,-1.075093,-1.075093,-1.075093,-1.075093,-1.075093,-1.075093,-1.075093,-1.075093,-1.075093,6
-0.363033,-0.370115,-0.280609,-0.06469,0.190636,0.4395,0.691198,0.975803,1.168671,1.413538,1.359015,1.353001,1.416837,1.489405,1.417807,1.229402,1.022177,0.812157,0.587275,0.3433,0.091486,-0.171679,-0.394777,-0.433486,-0.383717,-0.265726,-0.098743,0.108929,0.34198,0.549536,0.814544,1.048371,1.274418,1.438568,1.47136,1.286642,1.266074,1.307597,1.334373,1.314388,1.27888,1.354553,1.259671,1.005684,0.75321,0.529104,0.270906,0.056657,-0.155381,-0.325003,-1.09199,-1.09199,-1.09199,-1.09199,-1.09199,-1.09199,-1.09199,-1.09199,-1.09199,-1.09199,-1.09199,-1.09199,-1.09199,-1.09199,-1.09199,-1.09199,-1.09199,-1.09199,-1.09199,-1.09199,-1.09199,-1.09199,-1.09199,-1.09199,6
-0.513741,-0.496493,-0.384157,-0.122616,0.129005,0.401001,0.645516,0.945546,1.161089,1.383443,1.452284,1.465905,1.453388,1.507504,1.40774,1.253307,1.065926,0.867502,0.648204,0.404278,0.148755,-0.107945,-0.335214,-0.512599,-0.513667,-0.407644,-0.216416,-0.017292,0.218572,0.455853,0.733004,0.981071,1.220359,1.41363,1.401482,1.366325,1.382891,1.445658,1.439583,1.438663,1.40277,1.455045,1.169372,0.930453,0.675998,0.434188,0.188974,-0.046964,-0.265323,-0.429935,-1.057476,-1.057476,-1.057476,-1.057476,-1.057476,-1.057476,-1.057476,-1.057476,-1.057476,-1.057476,-1.057476,-1.057476,-1.057476,-1.057476,-1.057476,-1.057476,-1.057476,-1.057476,-1.057476,-1.057476,-1.057476,-1.057476,-1.057476,-1.057476,6
-0.483329,-0.545353,-0.38954,-0.177795,0.392856,0.585338,0.786085,1.008056,1.21227,1.314675,1.359433,1.369625,1.350433,1.27426,1.099744,0.855464,0.623267,0.396814,0.078427,-0.219577,-0.389855,-0.472892,-0.477865,-0.328706,-0.137765,0.113169,0.315912,0.822333,1.012434,1.21143,1.338665,1.411091,1.451262,1.364827,1.326583,1.33068,1.376209,1.503655,1.500573,1.29044,1.280493,1.121913,0.850211,0.564815,0.273711,0.018119,-0.222939,-0.401237,-0.586749,-0.686493,-0.780527,-0.899743,-1.064872,-1.253432,-1.340777,-1.439396,-1.449812,-1.33794,-1.173896,-0.864615,-0.687753,-0.794536,-0.824025,-1.075344,-1.173721,-1.265094,-1.339586,-1.408223,-1.340287,-1.315841,-1.223033,-1.076955,-0.825741,-0.689435,1
-0.524168,-0.458917,-0.33481,-0.09142,0.438098,0.717972,0.918837,1.106338,1.244846,1.321818,1.351871,1.304237,1.24431,1.12031,0.829358,0.691993,0.490521,0.181736,-0.096423,-0.347996,-0.557509,-0.517486,-0.370187,-0.201519,0.031043,0.28233,0.545409,0.816207,1.042801,1.348905,1.538014,1.495454,1.431274,1.356016,1.35398,1.425806,1.462149,1.632711,1.587721,1.31971,0.475476,-0.056793,-0.272417,-0.471352,-0.603428,-0.708024,-0.774526,-0.915357,-0.976177,-1.110719,-1.205834,-1.258539,-1.293888,-1.300842,-1.274284,-1.144788,-1.042072,-0.902528,-0.837205,-0.841243,-0.911605,-0.972604,-1.076699,-1.211462,-1.253204,-1.32835,-1.356263,-1.255087,-1.202132,-1.062512,-0.956595,-0.853285,-0.782852,-0.639913,2
-0.767977,-0.685825,-0.584704,-0.341949,-0.055336,0.282326,0.60963,0.873337,1.21097,1.503797,1.50143,1.458223,1.462662,1.613293,1.415609,1.203216,0.922492,0.617058,0.266582,-0.000085,-0.361126,-0.637825,-0.734004,-0.736667,-0.624419,-0.41102,0.068542,0.348023,0.649374,0.935898,1.235088,1.366483,1.389862,1.386015,1.414721,1.440763,1.415905,1.476571,1.403771,1.210526,0.863483,0.267381,-0.002127,-0.231654,-0.45109,-0.656676,-0.403237,-0.440199,-0.559728,-1.173941,-1.365766,-1.533241,-1.475034,-1.292403,-1.100608,-0.913459,-0.70663,-0.505986,-0.342866,-0.296849,-0.447243,-0.653125,-0.83184,-0.977558,-1.143933,-1.26423,-1.409564,-1.429415,-1.322677,-1.179179,-1.065628,-0.929528,-0.754897,-0.608646,1
-0.522879,-0.445932,-0.318421,-0.108588,0.101541,0.357093,0.630702,0.881234,1.114399,1.327639,1.507209,1.473934,1.474918,1.539303,1.5332,1.39104,1.201428,0.937389,0.725705,0.487873,0.215859,-0.039713,-0.279869,-0.467709,-0.485508,-0.379696,-0.234681,-0.013526,0.227949,0.474995,0.699813,0.945855,1.068916,1.190795,1.367806,1.353433,1.360127,1.455622,1.426875,1.337681,1.365837,1.399113,1.169137,0.946052,0.700246,0.462945,0.212335,-0.03865,-0.276797,-0.466921,-1.066237,-1.066237,-1.066237,-1.066237,-1.066237,-1.066237,-1.066237,-1.066237,-1.066237,-1.066237,-1.066237,-1.066237,-1.066237,-1.066237,-1.066237,-1.066237,-1.066237,-1.066237,-1.066237,-1.066237,-1.066237,-1.066237,-1.066237,-1.066237,5
-0.658183,-0.587856,-0.405829,-0.151725,0.121962,0.326161,0.684654,0.982822,1.182369,1.326102,1.3175,1.317045,1.330054,1.173207,0.893609,0.663706,0.403203,0.085312,-0.212331,-0.49623,-0.586177,-0.642481,-0.634857,-0.445277,0.052788,0.600443,0.91683,1.165129,1.349498,1.582794,1.492462,1.317674,1.265217,1.29253,1.423848,1.50736,1.5253,1.584507,1.363522,1.309106,1.128513,0.828038,0.465243,0.166656,-0.072655,-0.334137,-0.572363,-0.694729,-0.556976,-0.660072,-0.83437,-0.962541,-1.043255,-1.217833,-1.357586,-1.474087,-1.409099,-1.283615,-1.102147,-0.938375,-0.73624,-0.592052,-0.428071,-0.511513,-0.935053,-1.105889,-1.191849,-1.330959,-1.391261,-1.339548,-1.310578,-1.181602,-1.042241,-0.795517,1
-0.736614,-0.692677,-0.498013,0.072068,0.410918,0.667266,1.003997,1.273517,1.374134,1.370204,1.406404,1.486111,1.432686,1.317331,1.070655,0.781761,0.155,-0.15029,-0.393896,-0.573422,-0.657152,-0.673794,-0.521532,-0.318548,-0.168712,0.104768,0.395075,0.66874,0.979556,1.319634,1.521728,1.532474,1.481813,1.274254,1.285246,1.396456,1.447424,1.444047,1.614454,1.584364,1.302286,0.661002,0.366888,0.049716,-0.242494,-0.497123,-0.664797,-0.426657,-0.578427,-0.690558,-0.789732,-0.916171,-1.11762,-1.277834,-1.373357,-1.415566,-1.368555,-0.989861,-0.844232,-0.751505,-0.643642,-0.49396,-0.523375,-0.670785,-1.034504,-1.163676,-1.257692,-1.320297,-1.361819,-1.303687,-1.042426,-0.871773,-0.72903,-0.547754,2
-0.388525,-0.359137,-0.199157,0.022707,0.266323,0.504587,0.743407,0.914207,1.145546,1.364033,1.374008,1.363841,1.343124,1.415634,1.403741,1.239731,1.064596,0.853207,0.593017,0.343704,0.054856,-0.136008,-0.358888,-0.427081,-0.416569,-0.293265,-0.124576,0.08549,0.307872,0.539096,0.776823,1.013188,1.227263,1.384175,1.379571,1.299197,1.345426,1.326244,1.304568,1.252775,1.315118,1.464165,1.324709,1.0481,0.798787,0.531308,0.273152,0.047126,-0.163343,-0.287472,-1.09668,-1.09668,-1.09668,-1.09668,-1.09668,-1.09668,-1.09668,-1.09668,-1.09668,-1.09668,-1.09668,-1.09668,-1.09668,-1.09668,-1.09668,-1.09668,-1.09668,-1.09668,-1.09668,-1.09668,-1.09668,-1.09668,-1.09668,-1.09668,6
-0.697242,-0.66187,-0.251862,0.053201,0.333633,0.688793,0.951155,1.200164,1.347877,1.390276,1.328668,1.372072,1.39128,1.359991,1.150369,0.958115,0.629493,0.377004,0.067289,-0.204577,-0.46309,-0.65163,-0.629275,-0.567567,-0.407238,-0.223283,0.055777,0.306895,0.601182,0.914344,1.15917,1.437528,1.529723,1.432576,1.455633,1.340448,1.328166,1.355875,1.419658,1.560209,1.496259,1.349416,1.027086,0.406687,-0.181787,-0.426279,-0.610502,-0.458506,-0.585939,-0.751789,-0.870053,-1.262056,-1.409632,-1.482106,-1.436648,-1.235552,-1.125153,-0.893612,-0.632387,-0.46463,-0.524364,-0.646409,-0.801752,-1.003911,-1.13044,-1.281901,-1.388331,-1.44486,-1.434201,-1.306229,-1.081314,-0.950167,-0.556356,-0.426915,3
-0.75487,-0.682879,-0.484823,-0.235044,0.353943,0.673815,1.024832,1.324091,1.456818,1.391801,1.38348,1.422186,1.365974,1.175342,0.85837,0.505075,0.286544,-0.005153,-0.347607,-0.56524,-0.744926,-0.716406,-0.558093,-0.320364,-0.093373,0.166177,0.45449,0.724261,1.008949,1.326853,1.407442,1.402643,1.309002,1.295018,1.312282,1.404335,1.315113,1.436446,1.472321,1.500358,1.306999,0.982673,0.6724,0.377319,0.090491,-0.406133,-0.627046,-0.475604,-0.514414,-0.647729,-0.788432,-0.994705,-1.19352,-1.297161,-1.37888,-1.498497,-1.428546,-1.106198,-0.931277,-0.722621,-0.521423,-0.363421,-0.43966,-0.579984,-1.09546,-1.246867,-1.37791,-1.392387,-1.376615,-1.234817,-1.083962,-0.955619,-0.779696,-0.578741,1
-0.486633,-0.49598,-0.317064,-0.075884,0.19297,0.530413,0.850398,1.062256,1.230221,1.347559,1.342015,1.373033,1.343298,1.295785,1.220187,0.671804,0.410968,0.117372,-0.192305,-0.380979,-0.557695,-0.657393,-0.466061,-0.310283,-0.071119,0.152468,0.39397,0.648941,0.875323,1.147201,1.249556,1.227243,1.256154,1.310126,1.379035,1.391222,1.35521,1.471035,1.465491,1.366114,1.373079,1.065555,0.863136,0.552634,0.284192,0.026746,-0.394541,-0.767674,-0.807581,-0.889868,-0.934448,-1.194744,-1.274094,-1.363721,-1.353628,-1.2553,-1.131901,-1.029793,-0.900406,-0.73968,-0.745132,-0.835163,-0.972247,-1.056463,-1.131663,-1.191408,-1.2898,-1.328415,-1.275885,-1.179862,-1.132703,-1.109909,-0.949064,-0.811979,4
-0.630526,-0.56702,-0.363624,-0.184784,0.115054,0.363995,0.653087,0.958201,1.176766,1.324454,1.392072,1.408133,1.431564,1.317821,1.167998,0.947184,0.640013,0.401392,0.097674,-0.198478,-0.448932,-0.616017,-0.620168,-0.518567,-0.337787,-0.114412,0.125761,0.346033,0.633457,0.885074,1.176184,1.408831,1.544455,1.526066,1.384585,1.444638,1.336286,1.299238,1.411159,1.4986,1.673522,1.489561,1.244772,0.625543,0.321127,0.125722,-0.330765,-0.529856,-0.709898,-0.702605,-0.912597,-1.057647,-1.225093,-1.271844,-1.266412,-1.283889,-1.245817,-1.219934,-1.118476,-0.965279,-0.844319,-0.621487,-0.659466,-0.729567,-0.882803,-0.938705,-1.030957,-1.274648,-1.344159,-1.359731,-1.072505,-0.970516,-0.86166,-0.788456,2
-0.559881,-0.500936,-0.33781,-0.077776,0.19524,0.377711,0.683453,0.905124,1.085704,1.289848,1.388174,1.387192,1.393847,1.365447,1.273739,1.029305,0.833197,0.473928,0.334802,0.014514,-0.256938,-0.517845,-0.533627,-0.59439,-0.474754,-0.279992,-0.059958,0.208039,0.465783,0.755453,1.021305,1.326138,1.428101,1.43501,1.388902,1.40741,1.380029,1.387592,1.402756,1.382102,1.433083,1.43661,1.41861,1.072177,0.788834,0.481019,-0.067667,-0.294792,-0.5001,-0.559154,-0.670789,-0.776897,-1.052567,-1.226129,-1.357208,-1.431055,-1.408088,-1.309947,-1.159366,-0.99235,-0.863296,-0.76897,-0.665989,-0.808751,-1.083076,-1.158275,-1.256965,-1.312889,-1.298547,-1.181548,-1.129512,-1.015295,-0.937187,-0.664498,2
-0.71924,-0.718791,-0.512714,-0.230264,0.043931,0.386794,0.620678,0.898638,1.144507,1.360257,1.439358,1.479461,1.489513,1.452276,1.353901,1.093627,0.87736,0.551698,0.273911,-0.296895,-0.522385,-0.673057,-0.580278,-0.440037,-0.23845,-0.020628,0.240233,0.516914,0.803958,1.098048,1.3272,1.342778,1.210863,1.327131,1.424228,1.402709,1.455074,1.582603,1.498632,1.436387,1.17974,0.585204,0.302961,0.048594,-0.211956,-0.454648,-0.620554,-0.479242,-0.580554,-0.714991,-0.920413,-1.257839,-1.415309,-1.463762,-1.36854,-1.215367,-1.050567,-0.848082,-0.677755,-0.544872,-0.514855,-0.788773,-0.881933,-1.050429,-1.170117,-1.297511,-1.301114,-1.359928,-1.342899,-1.184106,-1.115437,-0.988529,-0.718307,-0.546047,2
-0.829534,-0.843749,-0.703028,-0.392229,0.265734,0.581383,0.929192,1.15812,1.460367,1.558219,1.488966,1.460928,1.530462,1.558219,1.362515,1.145223,0.880182,0.591617,0.329408,-0.003821,-0.313443,-0.564297,-0.778057,-0.845712,-0.780019,-0.618606,-0.384518,-0.103608,0.204583,0.471503,0.805405,1.079754,1.287935,1.529621,1.394198,1.398965,1.425601,1.487003,1.582332,1.471863,1.280365,0.955183,0.346258,0.022506,-0.267741,-0.538053,-0.73185,-0.068084,-0.176086,-0.371733,-0.595026,-0.758402,-0.956629,-1.204399,-1.379887,-1.537337,-1.44043,-1.097856,-0.652419,-0.522969,-0.497623,-0.606802,-0.80458,-1.025266,-1.334831,-1.404653,-1.400495,-1.249147,-1.125893,-0.918526,-0.793085,-0.600437,-0.376191,-0.17788,3
-0.611391,-0.534863,-0.369041,0.156326,0.439344,0.631753,0.867692,1.14035,1.332415,1.371309,1.435817,1.447151,1.46624,1.341001,1.122005,0.843852,0.642628,0.351282,0.07768,-0.150675,-0.412658,-0.587351,-0.579996,-0.514629,-0.103138,0.132429,0.376009,0.627689,0.91354,1.192208,1.374171,1.382413,1.414038,1.462519,1.42062,1.465095,1.444088,1.508024,1.480263,1.494859,1.287425,1.015025,0.7108,0.167602,-0.092406,-0.338504,-0.507159,-0.7271,-0.729618,-0.784281,-1.117143,-1.222812,-1.312637,-1.26188,-1.183208,-1.137514,-1.023969,-0.919251,-0.846271,-0.801596,-0.807692,-0.918621,-1.006912,-1.088392,-1.189496,-1.239775,-1.283345,-1.282492,-1.200686,-1.166145,-1.068587,-0.998813,-0.860238,-0.812615,2
-0.673902,-0.678385,-0.500467,-0.268522,0.026731,0.280497,0.502511,0.750007,1.114866,1.337192,1.390539,1.382877,1.441332,1.487585,1.502624,1.398484,1.120257,0.806362,0.479215,0.172243,-0.116909,-0.370221,-0.585312,-0.700206,-0.678811,-0.471467,-0.23203,0.04282,0.552283,1.123918,1.437075,1.503475,1.43367,1.356771,1.391674,1.403876,1.494962,1.548877,1.485882,1.262847,0.934054,0.645981,0.345251,-0.213245,-0.424987,-0.617121,-0.474418,-0.553701,-0.680996,-0.839504,-0.953632,-1.09398,-1.255071,-1.354075,-1.396168,-1.325188,-1.009561,-0.831332,-0.719105,-0.727788,-0.649612,-0.617717,-0.719076,-0.891631,-1.077862,-1.186628,-1.26381,-1.366986,-1.280325,-1.143666,-1.037427,-0.914672,-0.750999,-0.615901,2
-0.444547,-0.451789,-0.269557,-0.034354,0.222044,0.492359,0.729571,0.967561,1.141603,1.351666,1.412145,1.370246,1.404941,1.46504,1.391101,1.195636,0.979695,0.722234,0.500341,0.254028,-0.041976,-0.22161,-0.446518,-0.531207,-0.444812,-0.292971,-0.09343,0.11434,0.352652,0.616805,0.851913,1.082262,1.29953,1.4421,1.502768,1.351477,1.279433,1.391101,1.351098,1.255166,1.250237,1.371952,1.258199,1.053444,0.833333,0.578603,0.317805,0.052761,-0.173152,-0.36729,-1.079799,-1.079799,-1.079799,-1.079799,-1.079799,-1.079799,-1.079799,-1.079799,-1.079799,-1.079799,-1.079799,-1.079799,-1.079799,-1.079799,-1.079799,-1.079799,-1.079799,-1.079799,-1.079799,-1.079799,-1.079799,-1.079799,-1.079799,-1.079799,6
