@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute target {1,2,3}

@data
-0.736522,-0.579991,-0.146417,0.421507,0.882384,1.150292,1.344106,1.32689,1.172208,0.273215,0.128409,-0.20303,-0.406245,-0.704941,-0.780143,-0.748034,-0.255524,0.356339,1.373205,1.29795,1.205531,1.602138,1.558094,-0.202238,-0.68614,-0.018035,-0.094504,-0.529452,-1.366287,-1.692317,-1.645717,-0.458369,-0.292385,-0.366848,-1.367343,-1.533073,-1.612378,-1.554318,-1.43362,-0.748826,-0.148477,2
-0.81245,-0.729914,-0.487384,0.396039,0.899677,1.280934,1.461283,1.22789,0.732424,0.367512,-0.770319,-0.852753,-0.816663,-0.313481,1.382403,1.439457,1.330526,1.330069,1.449761,1.363774,1.56793,1.51184,1.298243,-0.157953,-0.712098,-0.295157,-0.349927,-0.484237,-1.445577,-1.580729,-1.630048,-0.757376,-0.152877,-1.32152,-1.480601,-1.53933,-1.511442,-1.337255,-0.884884,-0.548245,-0.374495,2
-0.927447,-0.895447,-0.370419,-0.208905,1.054123,1.212286,1.36261,1.14261,0.735799,-0.853014,-0.948366,-0.866744,-0.676419,-0.141283,1.184718,1.398881,1.444286,1.259853,1.370935,1.534773,1.471313,1.375097,-0.355013,-0.866365,0.072501,0.101366,-0.103608,-1.140906,-1.827383,-0.81923,-0.128419,0.061636,0.044014,-0.073662,-1.140852,-1.579193,-1.656675,-1.49442,-0.99669,-0.300148,-0.054743,3
-0.801105,-0.586481,0.307077,0.566101,0.895121,1.235502,1.426228,1.326523,1.348528,1.19959,0.369172,-0.428925,-0.760752,-0.708647,-0.379562,-0.117795,1.518228,1.75009,1.701837,1.309286,1.400829,1.221334,1.308045,1.531679,1.312681,0.174333,-0.761014,-0.21084,-0.150051,-0.463009,-1.321843,-1.604386,-1.288275,-0.478679,-0.441265,-0.584653,-1.568317,-1.523767,-1.394783,-0.910865,-0.333203,1
-0.92129,-0.921086,-0.710247,0.559689,1.36098,1.48243,1.428367,1.175513,0.982082,0.473209,-0.735159,-0.946152,-0.791111,-0.260899,1.36098,1.498102,1.490802,1.654011,1.536696,0.801312,-0.201578,-0.920371,-0.037552,0.021462,-0.166047,-0.476537,-0.65062,-1.684896,-1.587557,-0.858243,-0.740162,-0.261154,-0.136182,-0.399655,-0.69922,-1.187519,-1.538518,-1.427554,-1.21815,-0.76191,-0.231596,2
-0.550493,0.064372,0.377226,0.646224,1.106864,1.077355,1.220169,0.866803,0.572209,0.557129,0.349837,-0.261686,-0.741727,-0.489357,0.067633,1.65073,1.647306,1.375129,1.223185,1.317579,1.763628,1.615026,1.037739,0.030299,-0.483325,-0.633149,-0.552042,-0.624264,-0.865303,-0.924042,-1.151664,-1.451369,-1.388953,-1.431007,-0.72363,-0.669341,-1.253313,-1.380402,-1.176982,-0.818758,-0.714338,1
-0.84911,-0.572758,0.540028,0.924772,0.889075,0.970777,0.652218,0.416608,0.130871,-0.510696,-0.837934,-0.60124,-0.099423,1.808024,1.806505,1.561673,0.98499,0.923741,1.880069,1.652434,1.313151,0.108411,-0.592994,-0.758946,0.031321,-0.328685,-1.674005,-1.787003,-1.604971,-0.173746,-0.035407,-0.085806,-0.342628,-1.324181,-1.567386,-1.665694,-1.616852,-0.816777,-0.625218,-0.255501,-0.059766,2
-0.954668,-0.952703,0.932048,1.145389,1.529709,1.253643,0.662806,0.545654,-0.156931,-0.923005,-1.051894,-0.921749,-0.392545,1.044615,1.346611,1.471952,1.26003,1.443838,1.392468,1.491878,1.113508,-0.620299,-0.863883,0.043909,0.059413,-0.867977,-1.049219,-1.651466,-1.44604,-1.17718,-0.851054,-0.491628,0.033864,-0.159224,-0.730245,-1.429772,-1.630394,-1.349906,-1.050311,-0.275939,-0.041144,3
-0.942056,-0.873519,-0.338458,0.312769,1.199487,1.443993,1.26454,1.063619,0.994849,0.801595,0.304544,-0.437338,-0.700013,-0.922959,-1.034106,-0.942289,-0.424235,1.33582,1.458026,1.334844,1.476288,1.413697,-0.471956,-0.947261,0.159616,0.182616,0.096421,-0.320104,-0.57474,-1.889892,-1.730108,-0.440033,0.086059,0.033599,-0.169134,-0.448351,-1.487944,-1.604249,-1.507134,-1.24288,0.069471,3
-0.729318,-0.328542,1.226379,1.186576,1.43074,1.392238,1.156742,0.934899,0.566992,0.552111,0.203202,0.056486,-0.591271,-0.623923,-0.57285,0.19605,0.221405,1.260114,1.48593,1.382485,1.439048,1.292622,1.515475,1.40748,0.991245,0.843735,-0.23326,-0.761536,-0.512893,-0.659391,-0.639815,-0.764498,-1.412768,-1.469785,-1.383331,-0.640465,-0.604707,-0.887157,-1.42002,-1.369071,-0.497001,1
-0.914549,-0.779033,-0.561356,0.113116,1.135422,1.508897,1.246149,1.087001,0.334631,-0.374984,-0.527309,-0.833057,-0.924964,-0.942566,-0.626769,-0.356103,0.667177,0.888448,0.829004,1.461207,1.381664,1.448417,1.814035,1.523514,-0.710271,-0.913453,-0.037869,-0.107485,-0.873986,-1.227849,-1.553726,-1.579568,-1.187225,-0.228383,-0.018136,0.013779,-1.246547,-1.569884,-1.647557,-1.442323,-0.059978,2
-0.883603,-0.813426,-0.244965,-0.21113,0.991913,1.447664,1.464687,1.431067,1.097579,0.531412,-0.036782,-0.160966,-0.78749,-0.719767,-0.148745,1.282494,1.541749,1.572435,1.470878,1.556211,1.437684,1.507007,1.40417,-0.141274,-0.823032,-0.003481,0.026671,-0.654447,-1.332523,-1.773848,-1.609111,-0.224152,-0.074085,-0.120461,-0.303615,-0.520016,-1.405155,-1.635693,-1.56288,-1.145153,-0.191812,2
-0.831514,-0.853056,-0.631858,0.278444,1.113925,1.459104,1.459908,1.252419,0.263178,-0.886349,-0.917934,-0.824333,-0.635624,-0.030079,1.334571,1.482957,1.48135,1.419485,1.513688,1.501335,1.57234,1.517856,1.136371,-0.252582,-0.572152,-0.806205,-0.115696,-0.107561,-0.547497,-1.179255,-1.380567,-1.596895,-1.205266,-0.407898,-0.169426,-0.276284,-1.184477,-1.384032,-1.511594,-1.421297,-0.25675,2
-1.016654,-0.688222,0.574516,1.126879,1.185837,1.423133,1.556231,1.545993,1.352575,0.761781,0.295157,-1.052614,-0.997993,-0.831306,-0.561428,1.447796,1.450822,1.379709,1.591737,1.425504,1.46222,1.368159,1.153307,-0.280002,-0.892483,0.006821,-0.654279,-1.488578,-1.635268,-1.241492,-0.898132,-0.410931,-0.06172,0.091653,-0.261593,-1.191663,-1.429917,-1.526989,-1.532164,-1.105217,-0.23915,3
-0.790189,-0.709521,-0.307539,0.717799,1.256132,1.299321,1.443524,1.394909,0.97665,0.080952,-0.579025,-0.909335,-0.778053,-0.517489,0.37671,1.371423,1.607001,1.566025,1.433101,1.470865,1.617424,1.55139,1.421037,1.157903,0.708733,-0.290977,-0.689533,-0.206811,-0.825383,-1.163403,-1.518805,-1.604342,-0.530767,-0.261137,-0.346159,-1.047255,-1.395069,-1.516064,-1.356656,-0.303755,-0.196032,2
-0.806021,-0.762149,-0.311231,1.165492,1.40823,1.419406,1.376884,0.905026,0.405098,0.358208,-0.69297,-0.860426,-0.425181,1.526547,1.612684,1.562133,1.35421,1.303786,1.399301,1.351704,1.438997,1.128044,1.0069,0.355574,-0.06464,-0.680509,0.21561,-0.285153,-1.527168,-1.725572,-1.662231,-1.475717,-0.436165,-0.412784,-0.992875,-1.49949,-1.620409,-1.491647,-0.87141,-0.505601,0.032802,2
-0.801567,-0.51988,0.066701,0.180477,0.418009,1.035889,1.382679,1.462322,0.947292,0.270142,0.247592,-0.601124,-0.80703,-0.841491,-0.733753,-0.476382,1.486843,1.644897,1.678536,1.482571,1.399355,1.481093,1.392865,1.509845,1.517977,0.725943,-0.29623,-0.792818,-0.2163,-0.101005,-0.661586,-1.668405,-1.712174,-0.206319,-0.077346,-0.442906,-1.218511,-1.563173,-1.562664,-1.408808,-0.455968,2
-1.023397,-0.975418,-0.741853,0.543546,1.241422,1.33555,1.009242,0.128847,-0.559581,-0.793938,-0.981898,-0.968889,-0.831381,-0.224815,1.809704,1.891714,1.39362,1.267686,1.387536,1.298255,1.385013,1.727743,0.252208,-0.035717,-0.7836,-1.047634,-0.414258,-0.173868,-0.065148,-0.401497,-1.089826,-1.633268,-1.182767,-0.618838,0.037142,0.028437,-0.111742,-0.912649,-1.533797,-1.194292,-0.652918,3
-0.727309,-0.712901,-0.147208,0.515285,1.059156,1.356061,1.388724,1.305842,0.979212,0.713152,0.316159,0.12172,0.2665,-0.59288,-0.698493,-0.421941,-0.183648,1.717102,1.718851,1.373127,1.319061,1.449993,1.387954,1.579176,1.676676,1.438592,-0.10811,-0.611414,-0.768295,-0.68926,-0.741227,-0.874006,-0.908305,-1.176988,-1.192586,-0.959384,-0.790446,-0.790446,-1.23681,-1.191872,-0.837825,1
-0.702134,-0.637463,0.023915,-0.073952,-0.038788,0.53587,0.973893,1.222002,1.249215,1.130201,0.866191,0.453167,0.544559,0.024571,-0.49927,-0.620742,-0.573448,0.08416,0.557919,0.845699,1.285525,1.85502,1.046514,1.009876,1.120283,1.781743,1.863053,-0.043297,-0.660987,-0.405665,-0.900736,-1.533524,-1.577638,-1.463887,-0.704265,-0.505253,-0.945407,-1.174902,-1.425568,-1.372036,-0.494352,1
-0.778132,0.003584,0.694321,1.161092,1.145999,1.428489,1.304263,1.06035,0.910318,0.281589,0.26449,0.037411,-0.820456,-0.8727,-0.368039,1.43535,1.405797,1.22558,1.23397,1.372128,1.366429,1.57509,1.506856,-0.299223,-0.842514,0.07546,-0.033568,-0.402446,-0.966371,-1.667683,-1.824665,-1.759185,-0.77238,-0.182227,-0.044122,-0.15563,-0.987955,-1.63688,-1.641049,-1.489239,-0.123386,3
-0.846547,-0.758906,-0.544883,-0.307012,0.328363,0.394638,0.743244,1.263144,1.454223,1.476792,0.770928,0.429544,-0.098255,-0.811039,-0.815402,-0.147755,1.376588,1.545851,1.457232,1.427217,1.463251,1.654781,1.663056,1.540811,0.361237,-0.571739,-0.70745,-0.545861,-0.631621,-1.315435,-1.332135,-0.757402,-0.576253,-0.389161,-0.815854,-1.026041,-1.212064,-1.391295,-1.040672,-0.639369,-0.63621,1
-0.762176,0.040365,0.648091,0.989245,1.165934,1.09925,0.938193,0.045354,-0.515643,-0.7961,-0.547406,-0.462179,1.584666,1.447056,1.021174,1.034228,0.918736,1.300883,1.659083,1.687602,1.959994,1.862711,0.076451,-0.512816,-0.656662,-0.304615,-0.367474,-0.51398,-0.834099,-0.957573,-1.217459,-1.576399,-1.037311,-0.723013,-0.435489,-0.985427,-1.001974,-1.49247,-1.477836,-0.771239,-0.468499,1
-0.665017,-0.71858,0.221294,0.301639,0.159732,0.236685,1.710798,1.680713,1.509241,1.603324,1.453418,1.455939,0.35555,-0.578673,-0.803881,-0.070172,0.613278,0.835269,0.979002,0.953351,1.196819,1.363247,1.422288,1.349509,1.552892,1.249861,0.170688,-0.427722,-0.599106,-0.464677,-0.514066,-0.750665,-1.342241,-1.513147,-0.869704,-0.514327,-0.788142,-1.029437,-1.353832,-1.295452,-0.641018,1
-0.874062,-0.581817,-0.275321,-0.067614,0.527349,0.882266,1.361613,1.561308,1.32069,1.141886,0.267672,-0.618105,-0.856433,-0.906743,-0.6066,0.003644,1.358236,1.461489,1.423084,1.541962,1.577391,1.317656,-0.101783,-0.393856,-0.774357,-0.174988,-0.236287,-0.771152,-1.519014,-1.567801,-0.375884,-0.284708,-0.403185,-0.630696,-0.72296,-1.436354,-1.508311,-1.438306,-0.892892,-0.76995,-0.27658,2
-0.806135,-0.974857,-0.790758,-0.519734,0.210826,0.729024,1.07729,1.472613,1.256121,0.868986,0.684317,0.070224,-0.853334,-0.842086,-0.760502,-0.292778,1.493614,1.700993,1.581108,1.393449,1.52743,1.463928,0.924443,-0.163566,-0.681195,-0.372227,-0.427756,-0.877326,-1.455082,-1.381385,-1.172412,-1.085132,-0.479155,-0.326878,-0.608367,-1.120442,-1.490927,-1.465369,-1.365076,-0.850344,-0.2947,2
-0.982028,-0.60763,0.624285,0.815967,0.971646,0.960191,0.64748,0.233451,0.058845,-0.589415,-0.939053,-0.799738,-0.552985,0.476788,1.078088,1.808742,1.849582,1.369382,0.983172,0.937991,1.138069,1.925714,1.785617,-0.372047,-0.907675,-0.288373,-0.604783,-0.926103,-1.391291,-1.458991,-0.983095,0.023554,0.219647,0.080831,-0.370197,-1.025928,-1.435689,-1.571218,-1.44316,-1.117927,-0.326012,2
-0.924768,-0.858453,-0.609983,0.413718,0.812679,1.217621,1.508716,1.353777,1.315675,1.008941,-0.007094,-0.933354,-1.043214,-0.269286,1.300189,1.49622,1.363897,1.530336,1.433738,1.172926,-0.247054,-0.785238,-0.228654,-0.300105,-0.779335,-1.383428,-1.451107,-1.300607,-0.967393,-0.514919,-0.406592,-0.353004,-0.871946,-0.971226,-1.212482,-1.364377,-1.470987,-1.31085,-1.261608,-0.503803,-0.376157,2
-1.039223,-0.881862,-0.324852,-0.166693,1.020617,1.182997,1.163605,1.335568,1.337906,1.073888,0.800232,-0.89036,-1.023766,-0.86515,-0.585391,1.197713,1.426881,1.191267,1.221496,1.665975,1.77862,1.608996,-0.006537,-0.931768,0.084549,0.001562,-0.781137,-1.203257,-1.726981,-1.686856,-1.464766,-0.476111,-0.23485,0.054491,-0.069675,-1.278544,-1.62669,-1.365181,-0.856481,-0.163955,-0.049713,3
-0.75948,-0.434334,-0.107885,0.490316,1.028479,1.417698,1.454142,1.424838,1.038785,0.733632,0.593193,0.174669,-0.226345,-0.798222,-0.922642,-0.497104,1.521506,1.291104,1.419871,1.407267,1.526038,1.424589,0.055091,-0.818524,-0.441474,-0.38479,-0.6702,-0.972249,-1.309024,-1.38724,-1.334839,-1.45402,-1.342426,-0.86453,-0.350083,-0.556148,-0.48152,-1.016641,-1.510941,-1.206252,-0.547704,2
-0.867451,-0.532542,0.372021,0.674773,1.220131,1.387645,1.37651,1.167489,0.673642,0.278051,0.130665,-0.506221,-0.750436,-0.905206,-0.9033,-0.644079,-0.075854,1.270808,1.504721,1.369423,1.417361,1.32351,1.419207,1.357215,1.221084,-0.54868,-0.768837,0.104761,0.097615,-0.352225,-1.157519,-1.89651,-0.445361,-0.142133,-0.384084,-0.97208,-1.325093,-1.647311,-1.542998,-0.758296,-0.057989,2
-0.888664,-0.804164,-0.624494,-0.087317,0.565024,1.054293,1.404794,1.462726,1.410345,1.278745,0.74464,0.540719,0.411383,0.039972,-0.167398,-0.784278,-0.951715,-0.865329,-0.478775,1.32951,1.557735,1.644929,1.363892,1.579776,1.540598,0.116226,-0.541072,-0.769243,-0.22312,-0.129944,-0.711958,-1.485061,-1.559866,-1.446379,-0.212773,-0.504966,-1.194652,-1.514609,-1.322092,-1.000432,-0.309452,2
-0.942101,-0.589292,0.341269,0.490909,0.396482,0.537943,0.88558,1.262508,1.505372,0.626596,-0.447591,-0.743924,-0.91245,-0.918104,-0.551701,1.405051,1.628489,1.59571,1.298294,1.680695,1.718526,1.547895,0.026471,-0.856575,-0.184156,-0.20665,-0.691117,-1.283303,-1.671544,-1.590583,-0.620387,-0.026396,0.114824,-0.146205,-0.686967,-1.047174,-1.542822,-1.582283,-1.547429,-1.344326,-0.275576,2
-0.917482,-0.882668,-0.420144,0.869323,1.518113,1.495656,1.204302,0.898389,0.280598,-0.559938,-0.651863,-0.92452,-1.011878,-0.634241,-0.076516,1.271782,1.474327,1.528858,1.44005,1.471748,1.386163,1.675798,1.540839,1.236,-0.286636,-0.845275,-0.090914,-0.73358,-1.53127,-1.595263,-0.808795,0.068275,-0.004201,-0.278363,-0.436208,-0.810944,-1.295764,-1.492421,-1.527182,-1.221461,-0.151624,2
-0.843137,-0.803203,-0.50093,-0.449045,-0.147574,0.959934,1.149911,1.122657,1.368819,1.40591,1.239544,0.756111,0.4757,0.428187,-0.038048,-0.704753,-0.934081,-0.93277,-0.362182,1.415602,1.593993,1.229415,1.447447,1.64442,1.480385,-0.104434,-0.728364,-0.016915,-0.594206,-1.716588,-1.667574,-0.146845,-0.094961,-0.250032,-0.731206,-1.362277,-1.582547,-1.637806,-1.431214,-0.522427,-0.134749,2
-0.714081,-0.725054,-0.600425,0.579813,0.836697,1.208732,1.486708,1.489772,1.185218,0.964177,0.838835,0.283453,-0.702466,-0.917165,-0.889873,-0.691136,-0.144591,0.740642,1.099067,1.304716,1.406615,1.683308,1.542717,1.412173,1.175812,-0.460333,-0.656861,-0.415939,-0.423635,-0.558312,-1.237802,-1.383047,-1.399842,-0.301428,-0.785267,-1.501762,-1.497764,-1.126263,-1.107159,-0.651089,-0.547267,2
-1.014485,-0.896207,-0.229668,-0.040116,0.672404,0.926651,1.525352,0.608806,-0.283471,-0.364248,-0.712357,-0.662356,-0.896207,-0.848253,-0.30043,1.584783,1.576084,1.363944,1.271324,1.383169,1.321983,1.782377,1.518407,0.309748,-0.38574,-0.882537,-0.049985,-0.305401,-1.177429,-1.515691,-1.603917,-0.972013,-0.366587,-0.185661,-0.326966,-0.880856,-1.531006,-1.485763,-1.112441,-0.777564,-0.039312,2
-0.609972,-0.6001,-0.411505,-0.110685,1.319581,1.431258,0.896253,0.167717,-0.069895,-0.410614,-0.603597,-0.504192,-0.235867,1.343644,1.424471,1.21908,1.22525,1.426528,1.415696,1.39081,1.163618,1.133317,1.421249,1.3723,-0.430906,-0.588035,-0.117609,-0.068866,-0.269665,-1.777467,-1.815954,-1.37498,-0.514201,-0.102253,-0.677773,-1.019932,-1.529805,-1.71829,-1.739391,-1.106449,-0.308878,2
-0.799922,-0.800572,-0.151346,0.640796,1.218959,1.486326,1.091986,0.847994,0.528107,-0.175803,-0.516251,-0.636083,-0.502905,-0.181863,0.036373,1.163625,1.457107,1.434598,1.316931,1.366422,1.30546,1.474855,1.659472,1.47435,1.45451,1.329917,0.298472,-0.5744,-0.746608,-0.409983,-1.519452,-1.319916,-0.853814,-0.518055,-0.739321,-1.032515,-1.436544,-1.523571,-1.451831,-0.811105,-0.415394,1
-0.98279,-1.018269,0.570768,0.776123,0.850136,1.196702,1.358433,1.216439,0.760224,0.4518,0.391806,-0.662069,-1.025318,-0.573411,0.383974,1.494397,1.650176,1.393286,1.25975,1.476853,1.630439,1.622137,0.433238,-0.628078,-0.890137,0.131314,-0.259425,-0.777121,-1.153293,-1.226836,-1.710924,-1.623112,-0.425386,-0.01632,-0.821529,-1.454919,-1.660298,-1.664261,-0.604817,-0.224181,-0.007078,2
-1.053345,-0.678153,-0.023175,0.121912,0.851591,1.163202,1.463034,1.456962,1.321313,0.977582,0.696626,0.042966,-0.176896,-0.230746,-0.995764,-0.323081,0.732624,1.560125,1.672946,1.452425,1.483813,1.661898,1.483886,-0.004665,-0.943524,0.114961,0.013627,-1.407854,-1.605005,-1.647419,-1.435649,-0.759732,-0.632863,-0.265719,0.190395,-0.267036,-1.51556,-1.62585,-1.591426,-0.909575,-0.046076,2
-0.839442,-0.736627,-0.510288,0.430846,0.499611,0.935696,1.129312,1.206639,0.987269,-0.141374,-0.461369,-0.648613,-0.281426,1.091345,1.299564,1.098049,1.218587,1.102762,1.185664,1.734322,1.782045,1.652149,0.830225,-0.54301,-0.721294,0.087686,-0.102346,-1.810451,-1.844282,-1.623153,-1.259929,-1.05005,-0.60381,-0.292112,0.079257,-0.433359,-1.445049,-1.863332,-1.751191,-1.485936,0.025161,2
-0.85765,-0.778555,-0.544285,0.196227,1.06879,1.302937,1.508238,1.328891,1.101079,0.591639,0.309149,0.197457,-0.763487,-0.962761,-0.25583,1.361304,1.587825,1.633953,1.625773,1.457682,1.538314,1.435417,1.211603,0.138905,-0.760719,-0.236271,-0.395629,-0.603329,-1.406588,-1.561419,-1.479391,-1.042716,-0.750079,-0.409591,-0.235656,-0.415187,-1.102622,-1.391015,-1.42766,-1.360694,-0.274096,2
-0.858463,-0.738047,0.020044,0.1314,1.046304,1.30766,0.947214,0.861111,0.504273,-0.514132,-0.648657,-0.572175,-0.730511,-0.506756,1.483553,1.738335,1.807602,1.271663,1.223561,1.303411,1.685743,1.718533,1.465595,-0.143584,-0.756727,-0.447991,-0.375036,-0.75352,-1.29273,-1.485949,-1.376283,-0.652345,-0.313064,-0.336795,-0.745423,-0.813488,-1.129271,-1.260237,-1.35604,-1.279847,-0.499941,1
-0.829121,-0.741998,-0.23278,0.683562,1.5048,1.253654,0.70869,0.474559,-0.058138,-0.196176,-0.777744,-0.807027,-0.534578,1.430406,1.563036,1.38114,1.344866,1.598123,1.621998,1.614413,0.489596,-0.542624,-0.801619,-0.291148,-0.369565,-0.927984,-1.240268,-1.549156,-1.51676,-1.371434,-0.696161,-0.413489,-0.406762,-0.41804,-0.549549,-1.075651,-1.308403,-1.511695,-1.061603,-0.572566,-0.411577,1
-0.98355,-0.859102,-0.628006,0.3488,0.640922,0.810827,1.144214,1.514566,1.56955,1.120207,0.383151,-0.009466,-0.347535,-0.47231,-0.761927,-0.937821,-0.923885,-0.729264,0.896678,1.345096,1.48114,1.510483,1.416466,1.450981,1.626003,1.687574,1.691929,-0.37323,-0.908968,-0.209258,-0.310897,-1.52157,-1.50042,-0.677274,-0.210946,-0.625448,-1.366532,-1.534619,-1.363211,-0.554731,-0.242303,3
-0.649176,-0.412994,-0.434632,0.98154,1.42142,1.582058,1.183997,0.78394,-0.789255,-0.955829,-0.515194,-0.544009,-0.416178,0.87729,0.879071,1.482502,1.219934,1.536678,1.420718,1.595926,1.488654,-0.452223,-0.644805,0.019169,-0.107528,-0.788932,-1.480155,-1.651046,-1.663349,-1.52996,-0.57088,-0.212534,0.01291,0.039404,-0.396968,-1.402615,-1.607123,-1.686929,-1.612011,-1.376121,-0.106827,2
-0.738004,-0.383136,-0.040062,-0.087842,0.525579,0.962851,1.321876,1.419325,1.360735,0.978349,0.135784,-0.271323,-0.288787,0.23724,0.359561,-0.560494,-0.51967,-0.414964,-0.076804,1.917833,1.4225,1.316131,1.289897,1.382054,1.620195,1.542629,-0.535093,-0.811336,-0.210163,-0.210238,-0.347982,-1.704561,-1.731346,-0.960798,-0.617724,-0.114604,-0.928743,-1.222677,-1.675772,-1.142616,-0.356071,1
-0.759546,-0.67582,-0.52637,-0.165699,-0.223163,-0.114729,0.527264,0.988956,1.343203,1.412386,0.772935,-0.079714,-0.453445,-0.956153,-0.944364,-0.531876,0.805197,1.533528,1.513126,1.320966,1.414363,1.337414,1.62869,1.466815,-0.072866,-0.642428,0.023426,-1.70562,-1.809925,-1.213685,-0.521711,-0.042722,0.032885,-0.311478,-1.449798,-1.699189,-1.771281,-1.013194,-0.666501,0.204926,0.173864,2
-0.850251,-0.561716,-0.048399,0.623587,0.751776,1.454677,1.64991,1.609746,1.319783,0.590996,-0.646762,-0.667433,-0.87024,-0.894264,-0.730504,-0.230534,0.771517,0.823165,1.305816,1.288372,1.561512,1.486523,1.31103,1.434812,1.392786,1.245042,0.120513,-0.808783,-0.06845,-0.03946,-1.080868,-1.53857,-1.534522,-0.599955,-0.4668,-0.652597,-1.180378,-1.173053,-1.305401,-0.883152,-0.159952,2
-0.957233,-0.897058,-0.424541,0.204452,1.27339,1.539553,1.54797,1.317306,0.502924,-0.961886,-1.07084,-1.052855,-0.895646,-0.071278,1.194603,1.384278,1.394839,1.617713,1.614419,1.427776,1.58096,1.56104,1.14755,1.127003,1.358138,-0.900665,-0.040694,0.039139,-0.118018,-1.359572,-1.442553,-1.380652,-0.330383,-0.179186,-0.158745,-0.542749,-1.336062,-1.44707,-1.444649,-1.222141,-0.171972,3
-0.996529,-0.693454,-0.407907,0.31263,0.877439,1.089801,1.503073,1.336382,0.969898,0.67213,-0.0762,-0.311398,-0.675437,-0.835285,-0.880118,-0.553369,1.55035,1.365083,1.441271,1.402025,1.536523,0.987217,0.604253,-0.352948,-0.884936,-0.287724,-0.551903,-0.920272,-1.388774,-1.502518,-1.42059,-0.747016,-0.187444,-0.408256,-0.991362,-1.248389,-1.373795,-1.415304,-1.337943,-0.620269,-0.344289,1
-0.727896,-0.634735,0.129645,0.265419,0.573859,1.204897,1.330947,1.397153,1.383354,0.933563,0.924769,0.512157,0.187773,-0.522341,-0.692433,-0.677419,-0.49031,0.088892,1.419461,1.525634,1.407735,1.352467,1.422678,1.33924,1.475658,1.363907,1.172151,0.086246,-0.085491,-0.638024,-0.360899,-0.447197,-1.58252,-1.413722,-0.342167,-0.570315,-1.35618,-1.484025,-1.509943,-1.346671,-0.405085,2
-0.872758,-0.617368,-0.2892,-0.167787,0.898267,1.10825,1.440839,1.233383,0.672985,0.412332,-0.182034,-0.1534,-0.529571,-0.793944,-0.905813,-0.539537,1.586886,1.360551,1.540847,1.479228,1.640996,1.136111,-0.695199,-0.773171,-0.020546,-0.358119,-1.204365,-1.328382,-1.591414,-1.651005,-0.422124,-0.013669,-0.07999,-0.352434,-1.044562,-1.593057,-1.66467,-1.646521,-1.075582,-0.981399,-0.155575,2
-0.724788,-0.392919,0.880596,1.266485,1.329249,1.318882,0.824389,0.51032,0.165899,-0.484598,-0.679198,-0.689128,-0.514263,-0.011527,1.340677,1.495807,1.293901,1.264799,1.431919,1.469578,1.583365,0.849058,-0.469985,-0.672953,-0.237602,-0.599947,-1.430804,-1.596963,-1.639299,-1.580376,-1.270428,-0.903774,-0.718667,-0.347017,0.08059,-0.346892,-0.952112,-1.412843,-1.576323,-1.526836,-0.357759,2
-1.010987,-0.914564,-0.654474,0.340091,0.856587,1.191503,1.270375,1.20501,0.872549,-0.099843,-0.198866,-0.131768,-0.200744,-0.337326,-0.681126,-0.844792,-0.416631,1.737683,1.834034,1.187025,1.165285,1.605219,1.376621,-0.212734,-0.843131,0.224456,-0.544689,-1.312823,-1.834201,-1.684756,-0.055351,0.006836,-0.117828,-1.573339,-1.720299,-1.682763,-1.509786,-0.75682,-0.302007,0.050389,0.233412,2
-1.056724,-0.828065,-0.491364,-0.075702,0.996859,1.239103,1.437037,1.5593,1.521252,1.267599,0.494222,0.104509,-0.843666,-0.953883,-0.884579,-0.647323,0.722775,0.595206,1.466966,1.587743,1.48729,1.559831,1.517856,1.708945,1.419101,-0.053892,-0.983653,-0.002153,0.061367,-0.673113,-1.527601,-1.552101,-1.366096,-0.948736,-0.143042,-0.009211,-0.316513,-1.402923,-1.564816,-1.152666,-0.096716,3
-1.012459,-0.995515,-0.510301,0.176524,1.258333,1.425522,1.515337,1.100387,0.353547,0.200873,-0.738037,-0.975253,-1.109265,-0.980941,-0.450937,1.339972,1.644253,1.460891,1.369061,1.563562,1.410059,-0.383339,-0.694552,-0.901553,0.131853,-0.250512,-0.770148,-1.461238,-1.674774,-1.64367,-1.202279,-0.915179,-0.166089,0.027405,0.006017,-1.208618,-1.385642,-1.496726,-1.106777,-0.583112,0.032855,2
