@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute attr131 numeric
@attribute attr132 numeric
@attribute attr133 numeric
@attribute attr134 numeric
@attribute attr135 numeric
@attribute attr136 numeric
@attribute attr137 numeric
@attribute attr138 numeric
@attribute attr139 numeric
@attribute attr140 numeric
@attribute attr141 numeric
@attribute attr142 numeric
@attribute attr143 numeric
@attribute attr144 numeric
@attribute attr145 numeric
@attribute attr146 numeric
@attribute attr147 numeric
@attribute attr148 numeric
@attribute attr149 numeric
@attribute attr150 numeric
@attribute attr151 numeric
@attribute attr152 numeric
@attribute attr153 numeric
@attribute target {1,2}

@data
0.08989,0.081694,0.073598,0.065649,0.057821,0.050093,0.042346,0.034636,0.026955,0.019293,0.011717,0.004164,-0.003362,-0.010836,-0.018294,-0.025737,-0.033129,-0.040405,-0.047523,-0.054449,-0.061177,-0.067735,-0.074139,-0.080341,-0.086468,-0.092548,-0.098534,-0.104428,-0.110222,-0.115918,-0.121561,-0.127188,-0.132795,-0.13836,-0.143886,-0.149284,-0.154457,-0.159424,-0.16418,-0.168754,-0.173179,-0.177507,-0.181717,-0.185699,-0.189428,-0.192885,-0.196193,-0.199363,-0.20242,-0.205346,-0.208172,-0.210808,-0.213217,-0.215474,-0.217609,-0.219583,-0.221313,-0.222734,-0.223941,-0.224955,-0.225702,-0.226163,-0.226369,-0.22643,-0.226261,-0.225796,-0.225076,-0.224185,-0.223279,-0.222264,-0.220999,-0.219612,-0.2182,-0.216786,-0.21541,-0.214001,-0.212587,-0.211181,-0.209859,-0.208657,-0.207532,-0.206403,-0.205265,-0.204088,-0.202905,-0.201706,-0.200538,-0.199463,-0.198427,-0.197473,-0.196534,-0.195581,-0.194613,-0.193592,-0.192538,-0.191494,-0.190401,-0.18922,-0.187892,-0.186364,-0.184583,-0.182504,-0.180231,-0.177782,-0.175171,-0.172381,-0.169481,-0.166396,-0.163046,-0.159475,-0.15571,-0.151769,-0.147641,-0.14338,-0.139021,-0.134505,-0.129869,-0.125135,-0.120183,-0.115046,-0.109827,-0.1046,-0.099288,-0.093803,-0.088112,-0.082182,-0.075999,-0.069605,-0.063062,-0.05645,-0.049687,-0.042853,-0.035979,-0.029042,-0.022041,-0.014941,-0.007687,-0.00023,0.007405,0.015215,0.023154,0.031189,0.039297,0.047367,0.055396,0.063421,0.071423,0.079418,0.087421,0.09537,0.103281,0.111205,0.119142,1
0.082769,0.076767,0.070755,0.064713,0.058699,0.05271,0.046637,0.040521,0.034401,0.028396,0.022562,0.016854,0.011219,0.005591,0.000004,-0.005595,-0.011157,-0.016598,-0.021928,-0.027189,-0.032391,-0.037558,-0.042721,-0.047852,-0.053018,-0.058138,-0.063215,-0.06817,-0.072914,-0.077472,-0.081887,-0.086181,-0.090411,-0.09457,-0.098688,-0.102741,-0.106744,-0.110599,-0.114256,-0.117753,-0.121084,-0.124243,-0.127261,-0.130166,-0.132951,-0.135703,-0.138423,-0.141172,-0.143884,-0.146561,-0.149137,-0.151538,-0.153762,-0.155681,-0.157388,-0.158819,-0.159975,-0.160881,-0.161536,-0.161876,-0.161995,-0.161907,-0.161675,-0.161292,-0.160837,-0.1602,-0.15934,-0.158298,-0.15704,-0.15565,-0.154183,-0.152787,-0.151495,-0.150272,-0.149051,-0.147854,-0.146723,-0.145611,-0.144503,-0.143373,-0.142245,-0.14113,-0.140076,-0.139057,-0.13809,-0.137206,-0.136348,-0.135452,-0.134574,-0.133709,-0.132774,-0.131876,-0.130992,-0.130039,-0.129075,-0.128067,-0.12693,-0.125687,-0.12428,-0.122657,-0.120911,-0.11906,-0.116992,-0.114738,-0.112323,-0.10972,-0.106923,-0.103936,-0.10082,-0.097515,-0.094045,-0.090439,-0.086675,-0.08275,-0.078668,-0.074454,-0.07015,-0.065763,-0.061292,-0.056831,-0.052236,-0.047533,-0.042634,-0.037504,-0.032169,-0.026603,-0.020868,-0.015015,-0.00907,-0.003055,0.003149,0.009513,0.016218,0.023143,0.030248,0.037416,0.044674,0.052037,0.059517,0.067096,0.074729,0.082368,0.090055,0.097832,0.105666,0.113658,0.121855,0.130205,0.138652,0.147103,0.155501,0.163807,0.17205,1
0.069477,0.062009,0.054549,0.0471,0.039671,0.032229,0.024742,0.017231,0.009689,0.002156,-0.005399,-0.012878,-0.020242,-0.027436,-0.034478,-0.041366,-0.04808,-0.054671,-0.061028,-0.067171,-0.073173,-0.079099,-0.08493,-0.090689,-0.096352,-0.101922,-0.107394,-0.112778,-0.118095,-0.123382,-0.12862,-0.133808,-0.138924,-0.143964,-0.148928,-0.153813,-0.158665,-0.163456,-0.168052,-0.172431,-0.176606,-0.180642,-0.184502,-0.188328,-0.192071,-0.195664,-0.199141,-0.202479,-0.205592,-0.208424,-0.211047,-0.213368,-0.215456,-0.217305,-0.218911,-0.220359,-0.221547,-0.222426,-0.223024,-0.223373,-0.22339,-0.223091,-0.222626,-0.222129,-0.221642,-0.221159,-0.220694,-0.220204,-0.219722,-0.219293,-0.218968,-0.218722,-0.218533,-0.218331,-0.218135,-0.217942,-0.217738,-0.217501,-0.217282,-0.217192,-0.217176,-0.217298,-0.217549,-0.217784,-0.217928,-0.217892,-0.217681,-0.217297,-0.216705,-0.215942,-0.215039,-0.213991,-0.212731,-0.211258,-0.209598,-0.207798,-0.205831,-0.203684,-0.201384,-0.19899,-0.196327,-0.19338,-0.190272,-0.187017,-0.183601,-0.180016,-0.176235,-0.172246,-0.168098,-0.163757,-0.159132,-0.154224,-0.149112,-0.143821,-0.138367,-0.132791,-0.127121,-0.121332,-0.115426,-0.109459,-0.103378,-0.097147,-0.090715,-0.08409,-0.077232,-0.0701,-0.062793,-0.055361,-0.047828,-0.040223,-0.032529,-0.024703,-0.016908,-0.009169,-0.001369,0.006398,0.014132,0.021872,0.029671,0.03752,0.045349,0.053238,0.061227,0.069224,0.077248,0.085324,0.093381,0.101362,0.10929,0.117145,0.124943,0.132701,0.140431,2
0.090825,0.08232,0.073866,0.06549,0.057173,0.048928,0.040708,0.032506,0.024302,0.016108,0.007955,-0.000051,-0.007954,-0.015783,-0.023414,-0.030778,-0.037853,-0.044808,-0.051775,-0.058771,-0.065751,-0.072638,-0.079483,-0.08628,-0.093081,-0.099866,-0.106485,-0.112931,-0.119242,-0.125488,-0.131686,-0.137739,-0.143587,-0.149308,-0.154839,-0.160212,-0.165471,-0.170641,-0.175736,-0.180707,-0.185507,-0.19018,-0.194676,-0.199011,-0.203184,-0.207094,-0.210723,-0.2141,-0.21724,-0.220078,-0.222626,-0.224985,-0.227184,-0.229255,-0.231141,-0.232773,-0.234164,-0.2353,-0.236166,-0.236797,-0.237266,-0.237634,-0.238083,-0.238664,-0.239341,-0.240038,-0.240828,-0.24168,-0.242527,-0.243359,-0.24416,-0.244927,-0.245698,-0.246487,-0.247187,-0.247973,-0.248834,-0.249618,-0.250351,-0.25106,-0.251632,-0.252061,-0.252366,-0.252521,-0.252505,-0.252271,-0.251903,-0.25144,-0.250884,-0.250188,-0.249323,-0.248155,-0.246678,-0.244925,-0.242926,-0.240742,-0.238408,-0.235963,-0.233357,-0.230603,-0.22761,-0.224314,-0.220761,-0.216937,-0.212853,-0.208562,-0.20404,-0.199281,-0.194378,-0.189418,-0.184412,-0.179303,-0.174041,-0.168543,-0.162796,-0.156791,-0.150548,-0.144103,-0.137528,-0.130839,-0.124044,-0.117145,-0.110102,-0.10291,-0.095619,-0.088237,-0.08081,-0.073402,-0.066039,-0.058739,-0.051469,-0.044091,-0.036569,-0.028905,-0.021157,-0.013369,-0.005582,0.002237,0.010119,0.017984,0.025776,0.033476,0.041062,0.048548,0.056007,0.063511,0.071098,0.078737,0.086339,0.093883,0.10135,0.108827,0.116337,1
0.094665,0.086817,0.078847,0.070772,0.062658,0.054505,0.046497,0.038708,0.031117,0.023707,0.016464,0.009338,0.002254,-0.004854,-0.011969,-0.019112,-0.026276,-0.033451,-0.040589,-0.047581,-0.054397,-0.061106,-0.067749,-0.074323,-0.080844,-0.087198,-0.09335,-0.099305,-0.105101,-0.110757,-0.11631,-0.121774,-0.127195,-0.132591,-0.137952,-0.143292,-0.148556,-0.153707,-0.158686,-0.163467,-0.168064,-0.172435,-0.17661,-0.180619,-0.184441,-0.188072,-0.191547,-0.194922,-0.198133,-0.201151,-0.203947,-0.206506,-0.208794,-0.210823,-0.212574,-0.214005,-0.215176,-0.216098,-0.216893,-0.21758,-0.218126,-0.21846,-0.218517,-0.218294,-0.217796,-0.217074,-0.216127,-0.214923,-0.213454,-0.211777,-0.209882,-0.20786,-0.205859,-0.203901,-0.202072,-0.200386,-0.198846,-0.197411,-0.195976,-0.194526,-0.193074,-0.19162,-0.190163,-0.188711,-0.187252,-0.18577,-0.184301,-0.182949,-0.181722,-0.180532,-0.17952,-0.178671,-0.177861,-0.177013,-0.176175,-0.175321,-0.174467,-0.173543,-0.172456,-0.171191,-0.169748,-0.168077,-0.16623,-0.164217,-0.162055,-0.159692,-0.157131,-0.15432,-0.151327,-0.148098,-0.144655,-0.140967,-0.137008,-0.132815,-0.128411,-0.12383,-0.119117,-0.114224,-0.109118,-0.103807,-0.098282,-0.092562,-0.086674,-0.080553,-0.074242,-0.067826,-0.061275,-0.054615,-0.047891,-0.041096,-0.034193,-0.027169,-0.020007,-0.0127,-0.005263,0.002219,0.00969,0.017157,0.02461,0.0321,0.039746,0.047564,0.055523,0.063523,0.071495,0.079395,0.087247,0.095091,0.102964,0.110846,0.118663,0.126449,0.134196,1
0.067158,0.060926,0.054626,0.048238,0.041794,0.035289,0.028725,0.022133,0.015576,0.009116,0.002808,-0.00334,-0.00933,-0.015172,-0.020857,-0.026411,-0.031881,-0.037298,-0.042706,-0.048112,-0.053512,-0.058876,-0.064155,-0.069252,-0.074082,-0.078733,-0.083236,-0.087658,-0.092104,-0.096526,-0.100907,-0.105241,-0.109426,-0.113566,-0.117631,-0.121637,-0.1255,-0.129235,-0.132882,-0.136435,-0.139864,-0.143212,-0.146377,-0.149376,-0.152244,-0.155011,-0.157674,-0.160267,-0.16281,-0.165166,-0.167329,-0.169258,-0.170967,-0.172507,-0.173896,-0.175106,-0.176155,-0.177036,-0.177723,-0.178252,-0.178544,-0.178585,-0.178441,-0.178006,-0.177279,-0.176301,-0.175044,-0.173536,-0.171778,-0.169762,-0.167518,-0.165074,-0.16252,-0.159874,-0.157059,-0.154154,-0.15126,-0.148386,-0.145579,-0.142808,-0.140073,-0.137426,-0.134832,-0.132239,-0.129655,-0.127103,-0.124588,-0.122045,-0.119503,-0.116946,-0.114379,-0.111792,-0.109199,-0.106705,-0.10429,-0.101839,-0.099364,-0.096846,-0.094327,-0.091828,-0.089297,-0.086812,-0.084354,-0.081927,-0.079554,-0.077185,-0.074828,-0.072449,-0.070057,-0.067575,-0.065037,-0.062401,-0.059656,-0.05683,-0.053893,-0.050782,-0.047485,-0.044054,-0.040534,-0.036951,-0.033356,-0.029621,-0.025688,-0.021521,-0.017171,-0.012634,-0.00789,-0.003001,0.002038,0.007304,0.01278,0.018416,0.024206,0.030229,0.036459,0.042801,0.04933,0.056031,0.062866,0.069807,0.076902,0.084123,0.091471,0.099008,0.106664,0.114431,0.12233,0.130317,0.138345,0.1464,0.154462,0.162552,0.170622,2
0.012298,0.007479,0.002536,-0.002496,-0.007585,-0.012715,-0.017904,-0.023129,-0.028343,-0.033599,-0.038804,-0.043859,-0.048771,-0.053552,-0.058177,-0.062666,-0.067017,-0.071225,-0.075272,-0.079209,-0.083081,-0.086955,-0.090809,-0.094638,-0.098368,-0.101896,-0.105261,-0.108497,-0.111651,-0.114765,-0.117842,-0.120849,-0.123763,-0.126619,-0.129397,-0.132105,-0.134693,-0.137176,-0.139557,-0.141859,-0.144026,-0.146097,-0.148049,-0.149914,-0.151734,-0.153426,-0.155068,-0.156604,-0.158008,-0.159273,-0.160392,-0.161441,-0.162445,-0.163401,-0.164307,-0.165189,-0.165993,-0.166629,-0.167064,-0.167349,-0.167478,-0.167478,-0.167307,-0.166998,-0.166547,-0.165841,-0.164913,-0.163792,-0.162523,-0.16101,-0.159247,-0.157242,-0.15497,-0.152453,-0.149661,-0.146598,-0.143249,-0.139634,-0.135758,-0.131659,-0.127359,-0.122877,-0.118358,-0.1139,-0.109516,-0.105274,-0.101114,-0.096999,-0.092923,-0.088869,-0.084861,-0.080874,-0.076894,-0.072893,-0.068895,-0.064858,-0.060826,-0.056771,-0.052719,-0.048686,-0.0447,-0.040721,-0.036741,-0.032731,-0.028735,-0.024718,-0.020686,-0.016678,-0.01265,-0.00869,-0.00479,-0.00096,0.002768,0.006516,0.010272,0.01407,0.017892,0.021758,0.025634,0.029511,0.033436,0.037484,0.041652,0.045977,0.050421,0.054961,0.059654,0.064503,0.069454,0.074482,0.079549,0.084605,0.089684,0.094914,0.100305,0.10583,0.111502,0.117262,0.123113,0.129024,0.135116,0.141341,0.147781,0.154349,0.16102,0.167742,0.174515,0.181351,0.188287,0.195355,0.202558,0.209891,0.217299,1
0.095019,0.087963,0.080832,0.073736,0.06669,0.059726,0.052866,0.046146,0.039569,0.033033,0.0265,0.019976,0.013454,0.00702,0.000719,-0.005517,-0.011721,-0.01789,-0.024022,-0.030112,-0.036181,-0.042178,-0.04811,-0.053943,-0.059742,-0.065568,-0.071428,-0.077258,-0.082961,-0.088548,-0.09405,-0.099384,-0.104591,-0.109715,-0.114759,-0.119751,-0.124652,-0.129497,-0.134262,-0.138963,-0.143616,-0.148238,-0.152826,-0.157398,-0.161932,-0.166429,-0.170748,-0.174848,-0.17873,-0.182317,-0.185645,-0.188717,-0.191554,-0.194191,-0.196635,-0.198885,-0.201032,-0.202995,-0.204744,-0.20636,-0.207867,-0.209211,-0.210378,-0.211325,-0.212045,-0.212532,-0.212749,-0.212733,-0.212579,-0.212287,-0.211834,-0.211172,-0.210278,-0.209117,-0.207642,-0.205944,-0.203998,-0.201871,-0.199577,-0.197113,-0.1946,-0.192091,-0.189664,-0.187338,-0.185009,-0.182683,-0.180367,-0.178022,-0.175687,-0.173346,-0.170998,-0.168675,-0.166332,-0.163996,-0.161629,-0.159232,-0.156815,-0.154391,-0.151961,-0.14954,-0.147088,-0.144663,-0.142263,-0.139866,-0.137481,-0.135022,-0.1325,-0.129867,-0.127031,-0.124019,-0.120886,-0.117676,-0.114304,-0.110804,-0.107114,-0.103271,-0.099192,-0.094916,-0.090501,-0.085839,-0.08103,-0.076159,-0.071143,-0.065954,-0.060602,-0.055126,-0.049519,-0.043836,-0.038028,-0.032044,-0.025844,-0.019422,-0.012819,-0.006057,0.000831,0.007839,0.014957,0.022184,0.029491,0.036875,0.04436,0.051991,0.059718,0.067464,0.075239,0.083057,0.090907,0.098732,0.106504,0.114333,0.122263,0.130246,0.138253,1
0.132061,0.125888,0.119582,0.113163,0.106595,0.099936,0.09319,0.086366,0.079497,0.07262,0.065781,0.059027,0.052454,0.04604,0.039747,0.03351,0.027264,0.021035,0.014804,0.008588,0.002371,-0.003845,-0.009961,-0.016039,-0.022081,-0.028078,-0.034001,-0.039799,-0.045427,-0.050843,-0.056044,-0.061104,-0.066063,-0.070941,-0.075755,-0.080549,-0.085354,-0.090106,-0.094733,-0.099145,-0.103373,-0.107488,-0.111487,-0.115392,-0.11919,-0.122941,-0.126704,-0.13051,-0.134236,-0.137938,-0.141588,-0.145184,-0.148723,-0.152107,-0.155233,-0.158104,-0.160694,-0.163026,-0.16509,-0.166938,-0.168497,-0.169741,-0.170778,-0.171551,-0.172091,-0.172533,-0.173013,-0.173472,-0.174,-0.174548,-0.17526,-0.176111,-0.177118,-0.178182,-0.179271,-0.180398,-0.181537,-0.182709,-0.18389,-0.185081,-0.186281,-0.187521,-0.188815,-0.190082,-0.191373,-0.192649,-0.193919,-0.195173,-0.196374,-0.19756,-0.198703,-0.199823,-0.200804,-0.201603,-0.202174,-0.202499,-0.20257,-0.202395,-0.202035,-0.201562,-0.200955,-0.200145,-0.199077,-0.197763,-0.196249,-0.194487,-0.192558,-0.190479,-0.188234,-0.185884,-0.18345,-0.180825,-0.177993,-0.17495,-0.171744,-0.168334,-0.164702,-0.160823,-0.156767,-0.152499,-0.148118,-0.143551,-0.138848,-0.133969,-0.128933,-0.123595,-0.117972,-0.112162,-0.106075,-0.099769,-0.093286,-0.086645,-0.079859,-0.072893,-0.065762,-0.058466,-0.051007,-0.043412,-0.035687,-0.027861,-0.020034,-0.012183,-0.004349,0.003508,0.011381,0.019247,0.027099,0.035006,0.042894,0.050732,0.058612,0.066499,0.074387,1
0.104848,0.097248,0.089673,0.082098,0.074459,0.066764,0.059066,0.051419,0.043774,0.036191,0.028615,0.021046,0.013516,0.006241,-0.000759,-0.007537,-0.014091,-0.020465,-0.026699,-0.032834,-0.038989,-0.04508,-0.051161,-0.057239,-0.063269,-0.069235,-0.075078,-0.080663,-0.086011,-0.091136,-0.096039,-0.100771,-0.105401,-0.109921,-0.114363,-0.118736,-0.123043,-0.127245,-0.131328,-0.135244,-0.138897,-0.142322,-0.145602,-0.148765,-0.151868,-0.15487,-0.157728,-0.160441,-0.16304,-0.165522,-0.168011,-0.170509,-0.172986,-0.175437,-0.177872,-0.180195,-0.182335,-0.184227,-0.185873,-0.187505,-0.189222,-0.19101,-0.192894,-0.19481,-0.196599,-0.198193,-0.199554,-0.200663,-0.20153,-0.202207,-0.202675,-0.202875,-0.202927,-0.202955,-0.203011,-0.20314,-0.203324,-0.203516,-0.203706,-0.203901,-0.204124,-0.204419,-0.204791,-0.205234,-0.205651,-0.20602,-0.206371,-0.20671,-0.207041,-0.207375,-0.20771,-0.208083,-0.208486,-0.208808,-0.208962,-0.208934,-0.208636,-0.208021,-0.207173,-0.20617,-0.205049,-0.203866,-0.202645,-0.201273,-0.199609,-0.197644,-0.195337,-0.19279,-0.190021,-0.187039,-0.183803,-0.180369,-0.176714,-0.172824,-0.168689,-0.164337,-0.159783,-0.155076,-0.15011,-0.144893,-0.13953,-0.134023,-0.12832,-0.122376,-0.116149,-0.109657,-0.102897,-0.095868,-0.088598,-0.081122,-0.073568,-0.065889,-0.058136,-0.050264,-0.042277,-0.034183,-0.025953,-0.017661,-0.009367,-0.001003,0.007472,0.016098,0.024766,0.033415,0.042017,0.050529,0.058993,0.067428,0.075854,0.084217,0.092515,0.100782,0.10902,1
0.076289,0.068486,0.060713,0.053005,0.045382,0.037905,0.03062,0.023482,0.016429,0.009369,0.002315,-0.00471,-0.011694,-0.018678,-0.025731,-0.032773,-0.039749,-0.046701,-0.053592,-0.06038,-0.067027,-0.073488,-0.079805,-0.085954,-0.092004,-0.097925,-0.103695,-0.109372,-0.114994,-0.120599,-0.126148,-0.131579,-0.13679,-0.141799,-0.146697,-0.151489,-0.156171,-0.16074,-0.16515,-0.16942,-0.173561,-0.177552,-0.181438,-0.185276,-0.189022,-0.192669,-0.196224,-0.199705,-0.203082,-0.20629,-0.20927,-0.211948,-0.214338,-0.216442,-0.218254,-0.219785,-0.221056,-0.22204,-0.222766,-0.223335,-0.22379,-0.224135,-0.224269,-0.224174,-0.223854,-0.223287,-0.222485,-0.221443,-0.220165,-0.218602,-0.216753,-0.214618,-0.212266,-0.209846,-0.207425,-0.204971,-0.20255,-0.200193,-0.197831,-0.195458,-0.19307,-0.190646,-0.188221,-0.185843,-0.183489,-0.181155,-0.178858,-0.176588,-0.174318,-0.172004,-0.169663,-0.167306,-0.164936,-0.162664,-0.160506,-0.158396,-0.156273,-0.154015,-0.151658,-0.149221,-0.146722,-0.14411,-0.141489,-0.138852,-0.136216,-0.133485,-0.13062,-0.127631,-0.124562,-0.12137,-0.118064,-0.114593,-0.110994,-0.107223,-0.103279,-0.09919,-0.094854,-0.090259,-0.085504,-0.080655,-0.075736,-0.070712,-0.065577,-0.060335,-0.054952,-0.049371,-0.043556,-0.037486,-0.031192,-0.024711,-0.018038,-0.01121,-0.004339,0.002589,0.009597,0.01666,0.023774,0.030972,0.038247,0.045594,0.053097,0.06076,0.068459,0.076151,0.083879,0.091617,0.099422,0.107315,0.115276,0.123243,0.131173,0.139081,0.146929,2
0.099158,0.091436,0.083618,0.075705,0.067712,0.059633,0.051522,0.043382,0.03521,0.027044,0.018849,0.010683,0.002528,-0.00561,-0.013733,-0.021795,-0.029742,-0.03747,-0.044965,-0.052207,-0.059184,-0.065912,-0.072401,-0.078625,-0.084626,-0.090495,-0.096285,-0.101989,-0.107577,-0.113092,-0.118551,-0.123911,-0.129161,-0.134353,-0.139503,-0.144565,-0.149581,-0.154465,-0.159254,-0.163903,-0.168383,-0.172604,-0.176608,-0.18039,-0.183948,-0.18732,-0.190589,-0.193803,-0.196935,-0.199987,-0.203,-0.205899,-0.208656,-0.211218,-0.213518,-0.215529,-0.217276,-0.218717,-0.21985,-0.220703,-0.221311,-0.221685,-0.22184,-0.221807,-0.221628,-0.221322,-0.22073,-0.219849,-0.218648,-0.217172,-0.215404,-0.213391,-0.211208,-0.209024,-0.206971,-0.20499,-0.203041,-0.201082,-0.199136,-0.197175,-0.195221,-0.193269,-0.191384,-0.189619,-0.187972,-0.18642,-0.184939,-0.183444,-0.181931,-0.180397,-0.178834,-0.177253,-0.17567,-0.174042,-0.172392,-0.170721,-0.168996,-0.167264,-0.165565,-0.163914,-0.162325,-0.16072,-0.158958,-0.15705,-0.15497,-0.152707,-0.150247,-0.147553,-0.144684,-0.14157,-0.138227,-0.134668,-0.130913,-0.126997,-0.12301,-0.118966,-0.114883,-0.110691,-0.1064,-0.101969,-0.09733,-0.092474,-0.087404,-0.082092,-0.076592,-0.070875,-0.064973,-0.058917,-0.052768,-0.046565,-0.040301,-0.03392,-0.027425,-0.020818,-0.014068,-0.007157,-0.000104,0.007076,0.014377,0.021834,0.029418,0.037054,0.044805,0.052661,0.060537,0.068394,0.0762,0.083997,0.091767,0.099509,0.107238,0.114932,0.122518,2
0.122889,0.114956,0.106925,0.098806,0.090677,0.082693,0.074906,0.06726,0.059744,0.05234,0.044966,0.037617,0.030247,0.022877,0.015601,0.008446,0.001333,-0.005769,-0.012836,-0.01985,-0.02685,-0.033837,-0.040801,-0.047736,-0.054658,-0.061515,-0.0683,-0.074945,-0.08147,-0.08778,-0.093731,-0.099385,-0.104974,-0.110438,-0.11574,-0.120914,-0.125954,-0.130892,-0.135723,-0.140441,-0.145062,-0.149622,-0.154156,-0.15865,-0.163115,-0.167557,-0.171928,-0.176141,-0.180124,-0.183835,-0.187292,-0.190473,-0.193367,-0.195972,-0.198295,-0.200352,-0.202177,-0.203779,-0.205136,-0.206279,-0.207259,-0.208152,-0.208842,-0.209281,-0.20948,-0.20946,-0.209217,-0.208766,-0.208197,-0.207561,-0.206944,-0.206379,-0.205808,-0.205226,-0.204614,-0.203995,-0.203376,-0.202754,-0.202144,-0.201526,-0.200946,-0.200449,-0.200041,-0.199753,-0.199554,-0.199364,-0.199162,-0.198951,-0.198717,-0.198477,-0.198274,-0.198099,-0.19783,-0.197437,-0.196903,-0.196133,-0.195175,-0.194093,-0.19291,-0.191554,-0.190015,-0.188261,-0.186303,-0.184149,-0.181864,-0.179448,-0.176877,-0.174202,-0.171359,-0.168374,-0.165215,-0.161855,-0.15831,-0.154536,-0.150566,-0.146399,-0.142041,-0.137496,-0.132774,-0.127829,-0.122721,-0.117485,-0.112129,-0.106641,-0.101005,-0.095215,-0.089296,-0.083275,-0.077073,-0.070657,-0.064042,-0.057196,-0.050156,-0.042932,-0.035543,-0.028027,-0.020446,-0.012789,-0.005096,0.002691,0.010549,0.01852,0.026597,0.034678,0.042754,0.050845,0.05893,0.067003,0.07505,0.083087,0.091112,0.099138,0.107123,1
