@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute target {1,2}

@data
0.624011,0.553105,0.491847,0.441135,0.400521,0.373819,0.353175,0.324005,0.287429,0.239859,0.191167,0.149431,0.11667,0.089519,0.064837,0.041051,0.017715,-0.011455,-0.040177,-0.067104,-0.096723,-0.126118,-0.153493,-0.164039,-0.158878,-0.144069,-0.140927,-0.179522,-0.212731,-0.234048,-0.236965,-0.221482,-0.182888,-0.11602,-0.017963,0.133051,0.370677,0.663952,0.773903,0.528422,0.180396,-0.056782,-0.17122,-0.212956,-0.210936,-0.175034,-0.11243,-0.035689,0.024447,0.025569,-0.042645,-0.122752,-0.173912,-0.189619,-0.1784,-0.165161,-0.128361,-0.095152,-0.044665,0.002232,0.057207,0.117792,0.188026,0.268805,0.363946,0.470979,0.593046,0.711074,0.828204,0.955881,1.055734,1.167255,1.23143,1.259703,1.291566,1.285283,1.193957,1.116094,1.01871,0.974281,0.877345,0.770312,0.650714,0.523934,0.408823,0.295732,0.145392,0.046661,-0.041523,-0.151698,-0.266584,-0.348262,-0.427246,-0.486485,-0.556269,-0.6182,-0.652307,-0.6918,-0.737799,-0.802423,-0.849544,-0.895544,-0.930773,-0.967572,-0.991358,-1.011104,-1.029055,-1.042518,-1.054635,-1.070566,-1.079766,-1.090537,-1.101981,-1.113649,-1.131151,-1.149102,-0.412661,-0.427471,1
0.670363,0.597664,0.533118,0.478311,0.434147,0.404026,0.380246,0.348992,0.310491,0.25976,0.20767,0.163507,0.128856,0.100546,0.074728,0.049589,0.025129,-0.002501,-0.030358,-0.058894,-0.090827,-0.121628,-0.149032,-0.161488,-0.156279,-0.140879,-0.138614,-0.174624,-0.210407,-0.232602,-0.235093,-0.219919,-0.181418,-0.115513,-0.020166,0.128403,0.364619,0.655189,0.764125,0.519529,0.175737,-0.058667,-0.172132,-0.213125,-0.211087,-0.176209,-0.113475,-0.035114,0.026488,0.027847,-0.040776,-0.121402,-0.172585,-0.187759,-0.176436,-0.160809,-0.123666,-0.088336,-0.038284,0.009049,0.063178,0.122288,0.189552,0.267913,0.360089,0.46359,0.581584,0.695502,0.807835,0.931039,1.030462,1.137813,1.201453,1.232254,1.264866,1.254901,1.180843,1.111768,1.021856,0.974975,0.878723,0.772278,0.65451,0.532212,0.416482,0.304149,0.161016,0.059327,-0.038511,-0.15107,-0.262497,-0.348105,-0.430317,-0.496448,-0.566656,-0.628711,-0.667438,-0.710469,-0.757124,-0.819178,-0.867192,-0.912487,-0.946912,-0.98043,-1.003757,-1.023008,-1.039767,-1.052676,-1.064227,-1.078042,-1.088007,-1.098878,-1.110428,-1.122884,-1.13987,-1.157083,-0.411066,-0.425561,2
0.67057,0.598327,0.535369,0.478978,0.433685,0.404244,0.380918,0.350345,0.311845,0.261796,0.209482,0.164868,0.130219,0.101684,0.075414,0.050276,0.025591,-0.001359,-0.028988,-0.058429,-0.09036,-0.120934,-0.148563,-0.161018,-0.155809,-0.140183,-0.138145,-0.174833,-0.209935,-0.232355,-0.235752,-0.220353,-0.1814,-0.115725,-0.019929,0.130445,0.368236,0.660605,0.772253,0.525857,0.17823,-0.058202,-0.173247,-0.21537,-0.2122,-0.176644,-0.113913,-0.035102,0.026723,0.027629,-0.040991,-0.122292,-0.17438,-0.18978,-0.17755,-0.162151,-0.125463,-0.089681,-0.039858,0.007247,0.06092,0.120707,0.187515,0.26474,0.356912,0.461087,0.578397,0.692084,0.805091,0.929422,1.029973,1.135733,1.198238,1.229491,1.262781,1.253723,1.179895,1.110595,1.020688,0.974262,0.878014,0.772027,0.654717,0.532877,0.4167,0.304372,0.160792,0.058881,-0.038273,-0.150601,-0.262929,-0.348533,-0.430967,-0.497775,-0.567074,-0.6289,-0.667399,-0.710201,-0.756854,-0.818679,-0.86669,-0.91221,-0.946633,-0.98015,-1.003476,-1.022273,-1.038805,-1.051714,-1.06349,-1.077305,-1.087269,-1.097687,-1.10901,-1.122145,-1.139357,-1.156568,-0.410585,-0.424626,2
0.669181,0.597135,0.533896,0.477434,0.432716,0.403581,0.379867,0.348699,0.310982,0.261069,0.208898,0.164857,0.12985,0.100716,0.074743,0.049899,0.025959,-0.001594,-0.029826,-0.058735,-0.090354,-0.121069,-0.149526,-0.161722,-0.156528,-0.141396,-0.138911,-0.174822,-0.210054,-0.232413,-0.235575,-0.219992,-0.181597,-0.115649,-0.019437,0.129173,0.366541,0.658792,0.769232,0.524637,0.177505,-0.059412,-0.173241,-0.214571,-0.211861,-0.176403,-0.113164,-0.034569,0.027992,0.028444,-0.040215,-0.121069,-0.173918,-0.189954,-0.178209,-0.162626,-0.126264,-0.091257,-0.041796,0.005633,0.060063,0.119235,0.186539,0.264457,0.356604,0.459592,0.577034,0.691314,0.804917,0.928457,1.028283,1.136917,1.201058,1.232677,1.265877,1.256843,1.181861,1.111621,1.021733,0.975208,0.878996,0.773298,0.65563,0.533219,0.417132,0.30511,0.162373,0.060289,-0.037505,-0.15043,-0.262451,-0.348726,-0.431162,-0.497562,-0.567349,-0.629458,-0.667401,-0.710087,-0.756386,-0.818269,-0.866601,-0.911771,-0.945874,-0.979526,-1.002789,-1.021534,-1.037795,-1.050669,-1.061961,-1.075964,-1.085901,-1.096516,-1.107809,-1.120908,-1.138073,-1.155237,-0.413094,-0.427548,2
0.630159,0.557747,0.496563,0.445004,0.405819,0.383821,0.366634,0.340282,0.304076,0.25435,0.202791,0.159482,0.126484,0.100131,0.077445,0.054759,0.031615,0.005263,-0.02109,-0.049275,-0.079982,-0.108626,-0.134749,-0.143686,-0.133832,-0.114584,-0.111834,-0.152623,-0.18837,-0.210369,-0.210369,-0.18837,-0.140019,-0.059129,0.057738,0.234185,0.504584,0.824937,0.934472,0.655824,0.27062,0.005492,-0.124895,-0.174392,-0.17485,-0.13704,-0.068753,0.016262,0.079966,0.0708,-0.014444,-0.110688,-0.173017,-0.195245,-0.188599,-0.1776,-0.145977,-0.116875,-0.072191,-0.031172,0.018324,0.075154,0.142524,0.221811,0.315534,0.420943,0.54056,0.654907,0.768795,0.892766,0.991989,1.102211,1.165456,1.196163,1.232369,1.223432,1.143916,1.072879,0.98351,0.939284,0.841665,0.734423,0.615722,0.492897,0.377863,0.264662,0.121442,0.023366,-0.071045,-0.181267,-0.289884,-0.371921,-0.450749,-0.512849,-0.579761,-0.637965,-0.673026,-0.713815,-0.760791,-0.824036,-0.872616,-0.918905,-0.954194,-0.98788,-1.010336,-1.028669,-1.04448,-1.056396,-1.067395,-1.080457,-1.089394,-1.099935,-1.111392,-1.124225,-1.141869,-1.160431,-0.395294,-0.411793,2
0.628836,0.55721,0.49611,0.444622,0.40549,0.382835,0.366588,0.3405,0.304573,0.254686,0.202511,0.159261,0.12791,0.101823,0.078024,0.05514,0.032714,0.007084,-0.019919,-0.048752,-0.079874,-0.108936,-0.135253,-0.144406,-0.134109,-0.1142,-0.111683,-0.152416,-0.188572,-0.209625,-0.209167,-0.188114,-0.139372,-0.056761,0.060861,0.237524,0.508696,0.829755,0.93914,0.660415,0.273222,0.006855,-0.124726,-0.174155,-0.174842,-0.136397,-0.067288,0.01784,0.081685,0.073218,-0.01168,-0.108708,-0.171409,-0.194293,-0.188572,-0.178045,-0.146008,-0.116717,-0.072551,-0.031132,0.018526,0.075278,0.141412,0.219445,0.312353,0.417161,0.536385,0.650575,0.764765,0.890168,0.987882,1.097266,1.161341,1.192463,1.22839,1.221296,1.142118,1.070263,0.982619,0.937767,0.840739,0.734788,0.616479,0.493593,0.377572,0.264526,0.121961,0.022187,-0.072322,-0.182393,-0.291549,-0.373244,-0.451735,-0.51375,-0.581028,-0.638924,-0.673708,-0.713983,-0.760208,-0.823825,-0.872567,-0.918793,-0.953576,-0.986986,-1.009412,-1.027719,-1.04328,-1.055637,-1.066164,-1.079208,-1.088132,-1.09843,-1.110101,-1.123373,-1.141451,-1.15953,-0.397501,-0.413977,2
0.630028,0.558397,0.497522,0.44603,0.407125,0.384927,0.367992,0.340758,0.30437,0.254709,0.203217,0.159507,0.127238,0.101607,0.078264,0.055607,0.03318,0.007091,-0.019685,-0.048292,-0.078729,-0.107794,-0.134112,-0.142808,-0.133425,-0.114659,-0.111913,-0.153335,-0.189036,-0.209862,-0.209175,-0.188121,-0.140062,-0.058133,0.05904,0.235028,0.50599,0.826613,0.93486,0.656575,0.271416,0.006175,-0.125415,-0.175305,-0.174848,-0.1364,-0.067744,0.017618,0.080781,0.072771,-0.011904,-0.10848,-0.171186,-0.194758,-0.187892,-0.177365,-0.145783,-0.116719,-0.07255,-0.03067,0.019906,0.076662,0.143029,0.221526,0.313982,0.418568,0.537572,0.651311,0.76528,0.890463,0.988869,1.099863,1.164628,1.195295,1.229623,1.221155,1.143116,1.07057,0.980631,0.937378,0.84103,0.733927,0.615153,0.492488,0.376459,0.263635,0.120602,0.021508,-0.072321,-0.1824,-0.291562,-0.373263,-0.451988,-0.513779,-0.580833,-0.63919,-0.673747,-0.714254,-0.760711,-0.824103,-0.873078,-0.919077,-0.953634,-0.987504,-1.009703,-1.028011,-1.043802,-1.055473,-1.066458,-1.079732,-1.088886,-1.098956,-1.110398,-1.123443,-1.141293,-1.159373,-0.397064,-0.413999,2
0.631433,0.561548,0.500876,0.447844,0.405598,0.376835,0.352342,0.321107,0.28358,0.236166,0.187179,0.145158,0.111676,0.084036,0.059318,0.036397,0.013702,-0.01259,-0.039555,-0.06652,-0.095733,-0.124046,-0.149439,-0.16045,-0.155731,-0.142922,-0.142023,-0.176629,-0.20674,-0.224942,-0.225616,-0.209886,-0.172584,-0.107418,-0.013938,0.12763,0.348297,0.616827,0.717498,0.490539,0.168753,-0.049667,-0.154158,-0.192134,-0.19146,-0.16045,-0.102025,-0.028994,0.026285,0.022465,-0.045622,-0.119777,-0.164495,-0.17573,-0.162023,-0.147641,-0.113036,-0.079778,-0.029443,0.018421,0.073475,0.133698,0.201785,0.281558,0.375487,0.481775,0.604019,0.721543,0.83682,0.962209,1.06243,1.173213,1.234559,1.259726,1.292759,1.283321,1.201301,1.126248,1.029622,0.98086,0.881088,0.770754,0.64941,0.52537,0.40807,0.293692,0.150776,0.051228,-0.045173,-0.157304,-0.267637,-0.35123,-0.432351,-0.496393,-0.566054,-0.627175,-0.665376,-0.708521,-0.755036,-0.816832,-0.863122,-0.908514,-0.943344,-0.9775,-1.001095,-1.02042,-1.037723,-1.051655,-1.064239,-1.079295,-1.089182,-1.100642,-1.112327,-1.125136,-1.141764,-1.158168,-0.425384,-0.438418,2
0.632654,0.563683,0.50235,0.449105,0.406419,0.377663,0.354298,0.32262,0.284428,0.235676,0.186925,0.145587,0.112561,0.085377,0.06044,0.035952,0.012811,-0.0128,-0.038861,-0.06627,-0.095476,-0.123334,-0.148945,-0.159954,-0.155011,-0.141531,-0.141307,-0.176129,-0.206908,-0.224656,-0.22578,-0.210278,-0.172535,-0.107383,-0.013699,0.127838,0.348906,0.6185,0.720497,0.49224,0.169401,-0.048746,-0.153888,-0.192754,-0.191631,-0.15928,-0.101317,-0.028302,0.026291,0.021349,-0.045151,-0.119514,-0.164447,-0.175905,-0.1622,-0.147822,-0.112999,-0.080648,-0.030324,0.017529,0.072572,0.132556,0.200629,0.280384,0.374742,0.480782,0.602549,0.718924,0.83485,0.961559,1.060186,1.17027,1.234748,1.263729,1.294508,1.282376,1.198128,1.121968,1.028958,0.980206,0.879333,0.769922,0.64883,0.524591,0.408217,0.293864,0.15008,0.050779,-0.045151,-0.157258,-0.268016,-0.351815,-0.432918,-0.497171,-0.566367,-0.627475,-0.665218,-0.707904,-0.755083,-0.81709,-0.86382,-0.908527,-0.943125,-0.977274,-1.000414,-1.020184,-1.037933,-1.051637,-1.063769,-1.078596,-1.089155,-1.100613,-1.112296,-1.125326,-1.141951,-1.157677,-0.425279,-0.43831,2
0.634019,0.56392,0.502358,0.449335,0.407095,0.378112,0.354521,0.323516,0.284646,0.236566,0.188035,0.146245,0.113443,0.085807,0.060644,0.036828,0.013237,-0.012826,-0.039338,-0.066524,-0.095732,-0.123367,-0.148755,-0.15954,-0.154822,-0.141566,-0.141116,-0.176391,-0.207171,-0.225595,-0.22582,-0.210317,-0.17347,-0.108538,-0.014848,0.126923,0.346882,0.615146,0.717599,0.490226,0.168488,-0.049673,-0.154597,-0.192792,-0.191669,-0.159989,-0.102247,-0.029003,0.025819,0.021325,-0.045853,-0.120446,-0.165381,-0.176391,-0.162685,-0.149205,-0.114155,-0.081352,-0.031025,0.017281,0.072551,0.13299,0.201291,0.281276,0.375191,0.481688,0.603463,0.72052,0.836453,0.963171,1.062703,1.172345,1.23503,1.261542,1.29367,1.284009,1.20043,1.123365,1.028102,0.979572,0.879816,0.770173,0.649297,0.524601,0.407994,0.294308,0.15029,0.050084,-0.045404,-0.156844,-0.267834,-0.351414,-0.431399,-0.495881,-0.565531,-0.626643,-0.664838,-0.707751,-0.75426,-0.816046,-0.862554,-0.907714,-0.942314,-0.977139,-1.000955,-1.020726,-1.038027,-1.051507,-1.064089,-1.079592,-1.089927,-1.101161,-1.113069,-1.125651,-1.142277,-1.158453,-0.426231,-0.439263,2
0.634119,0.564431,0.503231,0.450295,0.408527,0.380384,0.357155,0.327672,0.290594,0.242796,0.194104,0.151889,0.118832,0.091359,0.065896,0.041104,0.016758,-0.010045,-0.037518,-0.065885,-0.096932,-0.126638,-0.153218,-0.163939,-0.159248,-0.145624,-0.144283,-0.180467,-0.212408,-0.232063,-0.234297,-0.219108,-0.181584,-0.117257,-0.023894,0.120619,0.348891,0.628982,0.735523,0.500104,0.165961,-0.061418,-0.17131,-0.212854,-0.211291,-0.176224,-0.11547,-0.040199,0.017428,0.016534,-0.05025,-0.127532,-0.176447,-0.191189,-0.178457,-0.163492,-0.127085,-0.092241,-0.040422,0.008717,0.065003,0.12598,0.19455,0.274513,0.368323,0.473748,0.595701,0.713858,0.830227,0.958658,1.059392,1.170401,1.235175,1.263988,1.295705,1.282527,1.199661,1.126846,1.033706,0.987024,0.88763,0.779078,0.658241,0.532938,0.415898,0.301986,0.158143,0.057632,-0.038859,-0.150984,-0.261993,-0.345306,-0.425938,-0.489595,-0.559059,-0.620036,-0.65689,-0.699328,-0.74601,-0.808103,-0.855455,-0.900797,-0.935864,-0.970038,-0.993267,-1.012922,-1.030568,-1.044416,-1.056924,-1.071665,-1.081717,-1.092661,-1.104276,-1.117454,-1.134652,-1.151404,-0.425044,-0.438893,2
0.632866,0.562522,0.502005,0.449079,0.407097,0.379629,0.357075,0.326928,0.289858,0.242515,0.193833,0.151404,0.11813,0.090663,0.064982,0.040641,0.0163,-0.010944,-0.038188,-0.066102,-0.096696,-0.12662,-0.152748,-0.163913,-0.159447,-0.145155,-0.144485,-0.180215,-0.212149,-0.232247,-0.23448,-0.219071,-0.181332,-0.116794,-0.023226,0.121033,0.348812,0.629963,0.736929,0.500888,0.166366,-0.062083,-0.172176,-0.212372,-0.210139,-0.175749,-0.115008,-0.039528,0.018533,0.01764,-0.049801,-0.12729,-0.176419,-0.190934,-0.178875,-0.163913,-0.12729,-0.0929,-0.041091,0.007591,0.063865,0.12483,0.193833,0.273556,0.367794,0.473867,0.595126,0.712588,0.829604,0.958902,1.062072,1.172165,1.235139,1.26283,1.29588,1.286725,1.202536,1.127949,1.034381,0.985476,0.885655,0.778242,0.65743,0.532598,0.416699,0.303256,0.158327,0.057166,-0.038858,-0.150738,-0.261947,-0.345466,-0.425859,-0.489503,-0.558506,-0.619471,-0.656317,-0.699193,-0.745866,-0.807946,-0.855065,-0.901068,-0.935905,-0.970071,-0.993073,-1.012501,-1.030142,-1.043988,-1.056717,-1.071455,-1.081281,-1.092447,-1.104282,-1.117234,-1.134429,-1.151178,-0.424966,-0.438811,2
0.632937,0.562164,0.502107,0.449641,0.407668,0.379314,0.357212,0.327295,0.289787,0.24201,0.193339,0.150696,0.117654,0.08997,0.064965,0.040629,0.016294,-0.011167,-0.038628,-0.066535,-0.097122,-0.126592,-0.15316,-0.164769,-0.160081,-0.145792,-0.14423,-0.179728,-0.212324,-0.232417,-0.235096,-0.219915,-0.182184,-0.117662,-0.024339,0.12011,0.348281,0.628026,0.734521,0.498982,0.165655,-0.061847,-0.17236,-0.213217,-0.210984,-0.175932,-0.115206,-0.039967,0.017857,0.016517,-0.050237,-0.127708,-0.176825,-0.191784,-0.178835,-0.163653,-0.127262,-0.092433,-0.041084,0.007587,0.064295,0.125915,0.194902,0.274829,0.368598,0.47487,0.596546,0.714874,0.831862,0.95979,1.061596,1.17144,1.235738,1.265209,1.295795,1.284632,1.20225,1.129244,1.034582,0.986357,0.8879,0.779172,0.658389,0.533364,0.416822,0.302736,0.158064,0.057151,-0.038404,-0.150481,-0.261887,-0.34494,-0.425537,-0.489836,-0.559046,-0.619773,-0.656834,-0.69903,-0.745468,-0.807757,-0.855088,-0.900633,-0.935015,-0.969174,-0.992616,-1.01271,-1.030347,-1.043743,-1.056245,-1.070981,-1.081027,-1.092413,-1.104246,-1.117195,-1.13394,-1.150907,-0.424867,-0.438709,2
0.628527,0.558764,0.498168,0.445845,0.404255,0.376976,0.35484,0.325324,0.28843,0.240803,0.191834,0.149797,0.116034,0.08786,0.063487,0.039338,0.01519,-0.011643,-0.039145,-0.066648,-0.096835,-0.125679,-0.15117,-0.161455,-0.156312,-0.142002,-0.140213,-0.176213,-0.209753,-0.231442,-0.233902,-0.218026,-0.179791,-0.114275,-0.018574,0.129003,0.360653,0.64485,0.751732,0.512031,0.173052,-0.059046,-0.171517,-0.212436,-0.210424,-0.17666,-0.116064,-0.042052,0.01519,0.014966,-0.052114,-0.129257,-0.177778,-0.191418,-0.179343,-0.164586,-0.127915,-0.093033,-0.041829,0.006246,0.062817,0.124307,0.1934,0.27412,0.36915,0.475808,0.598118,0.716179,0.832899,0.960799,1.063655,1.174114,1.236051,1.264002,1.296647,1.284797,1.200052,1.124698,1.031457,0.9845,0.884103,0.773868,0.653347,0.52813,0.410963,0.297598,0.152928,0.051637,-0.043841,-0.154524,-0.264983,-0.348386,-0.429106,-0.492608,-0.561701,-0.622074,-0.65852,-0.700781,-0.746619,-0.808333,-0.855289,-0.900457,-0.935339,-0.969773,-0.992804,-1.012034,-1.029251,-1.043114,-1.055189,-1.069499,-1.079785,-1.091189,-1.103263,-1.116008,-1.133002,-1.149996,-0.420162,-0.434472,2
0.628518,0.558632,0.498123,0.444759,0.403229,0.377106,0.355001,0.324858,0.287347,0.240012,0.191784,0.149584,0.116538,0.089298,0.064068,0.03973,0.015393,-0.011624,-0.038417,-0.066104,-0.096917,-0.125943,-0.151397,-0.162337,-0.157425,-0.142466,-0.140903,-0.177074,-0.210566,-0.231331,-0.23401,-0.218157,-0.1802,-0.114332,-0.018769,0.127702,0.359243,0.642362,0.748643,0.508617,0.170126,-0.060745,-0.173501,-0.214362,-0.211906,-0.17752,-0.117012,-0.043553,0.014053,0.0145,-0.052484,-0.129962,-0.17819,-0.191364,-0.178414,-0.1639,-0.127059,-0.092451,-0.041767,0.006462,0.062282,0.123907,0.19357,0.273951,0.368621,0.475795,0.598375,0.715597,0.831702,0.961205,1.062573,1.17399,1.237178,1.262632,1.294561,1.285183,1.2019,1.127324,1.033547,0.985319,0.88462,0.776329,0.655982,0.529605,0.41216,0.298511,0.153826,0.052457,-0.042883,-0.15363,-0.264153,-0.347659,-0.428487,-0.492121,-0.560891,-0.621177,-0.658018,-0.699771,-0.745543,-0.807615,-0.854504,-0.899606,-0.934214,-0.969046,-0.992267,-1.011692,-1.028662,-1.042282,-1.054562,-1.069298,-1.079346,-1.09051,-1.102567,-1.115517,-1.132263,-1.149233,-0.421788,-0.435632,2
0.627983,0.558729,0.498187,0.445688,0.403912,0.375987,0.35387,0.324604,0.28752,0.239488,0.190563,0.148787,0.116171,0.088469,0.063448,0.039544,0.015193,-0.012509,-0.039317,-0.066795,-0.096731,-0.125103,-0.150794,-0.161517,-0.156826,-0.141635,-0.140071,-0.176485,-0.209549,-0.230772,-0.233453,-0.218038,-0.18006,-0.113933,-0.018094,0.128905,0.360125,0.643398,0.749737,0.511368,0.172691,-0.058976,-0.172017,-0.2129,-0.210219,-0.176038,-0.116167,-0.042891,0.0143,0.015417,-0.051827,-0.129794,-0.178719,-0.192347,-0.179613,-0.164645,-0.128007,-0.09338,-0.041998,0.006704,0.062778,0.124437,0.194361,0.275232,0.370401,0.477411,0.599165,0.717121,0.834183,0.962862,1.063169,1.174423,1.238986,1.265571,1.2964,1.285454,1.199668,1.125498,1.030776,0.983638,0.884001,0.774088,0.653004,0.526783,0.409497,0.295785,0.151915,0.051384,-0.044008,-0.154592,-0.265176,-0.348504,-0.428705,-0.492375,-0.561183,-0.621948,-0.658586,-0.699915,-0.745935,-0.808041,-0.854732,-0.900082,-0.934933,-0.969337,-0.992794,-1.01223,-1.029208,-1.042613,-1.054676,-1.069421,-1.07925,-1.090644,-1.102931,-1.115888,-1.13242,-1.149398,-0.42111,-0.434961,2
0.622939,0.553499,0.493213,0.441189,0.399882,0.373535,0.35344,0.324413,0.287572,0.240013,0.191115,0.148691,0.116316,0.089745,0.065185,0.04107,0.017403,-0.009838,-0.036855,-0.064318,-0.095131,-0.124381,-0.150504,-0.161668,-0.15564,-0.140233,-0.138001,-0.174619,-0.208334,-0.229546,-0.231332,-0.214586,-0.174619,-0.106741,-0.007382,0.146459,0.386708,0.679652,0.789953,0.542558,0.191338,-0.049358,-0.166357,-0.209227,-0.207441,-0.171939,-0.110091,-0.034175,0.025441,0.024547,-0.046232,-0.12773,-0.179308,-0.19516,-0.183996,-0.170153,-0.133982,-0.098927,-0.047349,0.000656,0.056477,0.117432,0.186203,0.266807,0.361031,0.467089,0.588777,0.706223,0.823445,0.952948,1.05387,1.166404,1.231155,1.257056,1.290101,1.280723,1.194314,1.119068,1.023728,0.978402,0.878595,0.768071,0.64616,0.520677,0.404794,0.291368,0.145342,0.044419,-0.050251,-0.160329,-0.271076,-0.354136,-0.434517,-0.497036,-0.56536,-0.625199,-0.660924,-0.70223,-0.74778,-0.809628,-0.856741,-0.902066,-0.936005,-0.969944,-0.992272,-1.010804,-1.02755,-1.0405,-1.051888,-1.066178,-1.076672,-1.088059,-1.100116,-1.112843,-1.129813,-1.147228,-0.417771,-0.432061,2
0.613983,0.545341,0.486506,0.434356,0.393349,0.36772,0.34744,0.318691,0.28281,0.236232,0.188316,0.146196,0.112989,0.086691,0.063068,0.038999,0.015153,-0.012259,-0.039226,-0.066638,-0.096724,-0.126365,-0.152217,-0.162468,-0.156451,-0.141074,-0.138622,-0.175617,-0.208378,-0.229104,-0.230887,-0.214172,-0.174503,-0.106084,-0.006911,0.144635,0.383766,0.67527,0.784026,0.53821,0.189431,-0.049477,-0.165588,-0.208824,-0.207041,-0.171828,-0.110096,-0.034991,0.022953,0.022061,-0.047917,-0.12837,-0.179629,-0.195006,-0.183194,-0.1696,-0.132605,-0.097615,-0.046134,0.002227,0.057942,0.119006,0.188762,0.269661,0.364377,0.470905,0.593702,0.712488,0.829267,0.959642,1.061712,1.173143,1.236436,1.264962,1.297723,1.287249,1.200778,1.125228,1.028283,0.980813,0.880526,0.770432,0.647858,0.520158,0.404047,0.289719,0.14263,0.04301,-0.050814,-0.1618,-0.272562,-0.355021,-0.434583,-0.496984,-0.565403,-0.625353,-0.66101,-0.701571,-0.747258,-0.809436,-0.856015,-0.901256,-0.935131,-0.968337,-0.990846,-1.009344,-1.026058,-1.038984,-1.050796,-1.065059,-1.074865,-1.086454,-1.098711,-1.11186,-1.12902,-1.146181,-0.417868,-0.43124,2
0.613777,0.544987,0.485993,0.433454,0.392492,0.366891,0.347078,0.319028,0.282741,0.235545,0.187682,0.145607,0.113104,0.086612,0.06257,0.039194,0.015374,-0.012008,-0.038723,-0.066773,-0.097717,-0.126435,-0.152036,-0.162499,-0.156934,-0.142018,-0.139792,-0.176524,-0.209027,-0.229508,-0.231289,-0.214592,-0.174521,-0.106622,-0.007556,0.143603,0.381584,0.672326,0.780519,0.535637,0.187905,-0.050744,-0.166729,-0.208804,-0.207023,-0.172072,-0.110184,-0.035383,0.022053,0.02183,-0.047182,-0.127548,-0.179196,-0.194779,-0.182758,-0.168733,-0.131555,-0.096604,-0.044956,0.003798,0.059453,0.120451,0.189908,0.270051,0.36422,0.470632,0.593296,0.711952,0.828828,0.959505,1.061911,1.175002,1.238894,1.264717,1.297443,1.287647,1.199712,1.124244,1.029853,0.982658,0.881588,0.770724,0.647837,0.520721,0.404514,0.289865,0.143603,0.042979,-0.051189,-0.161831,-0.272474,-0.354843,-0.434986,-0.497097,-0.565441,-0.625104,-0.6605,-0.70124,-0.746654,-0.808988,-0.855515,-0.900485,-0.934545,-0.967938,-0.989978,-1.008678,-1.025152,-1.038064,-1.050308,-1.064778,-1.074573,-1.085927,-1.098171,-1.111306,-1.128225,-1.145144,-0.418735,-0.432537,2
