@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute target {1,2,3,4,5,6}

@data
-0.79632,-0.546969,0.61049,1.470797,1.360707,-0.312085,-0.765386,-0.837863,-0.594605,1.704858,1.742731,1.472679,1.450567,1.769548,1.702976,-0.310321,-0.769197,-0.758682,-1.093377,-1.139695,-0.575127,-1.300526,-1.246093,-0.606366,-0.63029,2
-0.838851,-0.575805,1.166585,1.517483,1.460064,1.295035,-0.699555,-0.822476,-0.710061,-0.218229,1.540451,1.497706,1.712498,1.714837,-0.638414,-0.763355,-0.495651,-0.668974,-1.325047,-0.550073,-0.734581,-1.35397,-1.372854,-0.50469,-0.468154,3
-0.858131,-0.633484,1.371158,1.566676,1.556077,-0.590973,-0.778845,-0.832295,-0.509529,1.510841,1.59185,1.501567,1.623269,-0.567371,-0.7747,-0.488804,-1.279527,-1.315281,-1.225736,-0.808882,-0.538847,-0.73429,-1.376418,-1.189225,-0.451101,3
-0.579436,-0.497462,-0.294436,0.473916,1.359755,1.463744,1.375795,1.51197,0.56391,-0.439008,-0.590039,-0.568822,-0.400018,0.805258,1.420792,1.539205,1.578712,1.367075,1.366753,1.540067,1.410996,0.167548,-0.505707,-1.049957,-1.049957,6
-1.004101,-0.909027,-0.669644,1.551202,1.719202,1.505167,1.670079,0.947131,-0.556479,-0.947231,-0.945448,-0.790388,1.513307,1.480044,1.748536,-0.91474,-0.502865,-1.25213,-0.637939,-0.548914,-0.698192,-1.273632,-1.158403,-0.714641,-0.538556,5
-0.864952,-0.611222,1.413083,1.604793,1.555724,1.392923,-0.63085,-0.905025,-0.594619,1.366297,1.531,1.462912,1.649867,1.584633,-0.565121,-0.778283,-0.55873,-1.354428,-0.541594,-0.692927,-1.271194,-1.27922,-0.498441,-0.386819,-0.478243,2
-0.745844,-0.58004,0.602056,1.530969,1.445131,0.562751,-0.05943,-0.769336,-0.517535,1.678196,1.510506,1.711415,-0.521628,-0.683126,-0.78459,-1.254229,-1.271992,-0.852384,-0.873697,-0.599307,-0.697583,-1.249897,-1.29288,-0.697158,-0.584797,2
-0.826917,-0.36117,1.44555,1.576396,1.58864,1.455053,-0.417255,-0.798774,-0.646437,1.57,1.607097,1.502749,1.594671,-0.769078,-0.496914,-1.327459,-1.349663,-0.825967,-0.562283,-0.773683,-1.321794,-1.356004,-1.153375,-0.454901,-0.41636,3
-0.831697,-0.609619,0.923208,1.538645,1.556091,1.266072,0.840931,-0.522234,-0.720848,-0.782594,-0.266173,1.212468,1.629418,1.557608,1.725501,0.771296,-0.661605,-0.784616,-0.62919,-1.218102,-1.246009,-0.761253,-0.617483,-1.322729,-0.554877,2
-0.834194,-0.594519,-0.362998,1.348327,1.488749,1.510946,1.351131,-0.321152,-0.692464,-0.763002,-0.350194,1.625666,1.674499,1.519591,1.739686,-0.2676,-0.736203,-0.598421,-1.243474,-1.253661,-0.91513,-0.571996,-0.71452,-1.333197,-0.560967,2
-0.776462,-0.502711,0.876146,1.48744,1.452195,1.311805,-0.459184,-0.771057,-0.528596,1.437706,1.58632,1.433202,1.544809,1.479999,1.704192,1.703213,-0.707461,-0.594053,-0.70566,-1.246425,-1.298446,-0.812646,-0.661193,-1.291057,-0.632058,2
-0.555009,-0.523864,-0.361938,0.845174,1.488704,1.493226,1.438033,1.518735,1.456353,0.877524,-0.316056,-0.481658,-0.573607,-0.480232,-0.080478,1.164272,1.573232,1.59364,1.44012,1.580073,0.137522,-0.312752,-0.488487,-1.039036,-1.039036,6
-0.63123,-0.531882,-0.32194,0.749433,1.128194,1.371905,1.485103,1.441758,1.469461,1.390294,0.777016,-0.408355,-0.57395,-0.589461,-0.493935,1.455968,1.604989,1.646543,1.464924,1.460744,1.619437,1.467192,-0.55297,-1.030577,-1.030577,6
-0.849479,-0.579781,1.351767,1.51212,1.408164,1.544949,1.20446,-0.543944,-0.820754,-0.54367,1.433417,1.402903,1.643855,1.568939,-0.310715,-0.782033,-0.369722,-1.413285,-1.340704,-0.580139,-0.484558,-0.616587,-1.455204,-1.457203,-0.333232,3
-0.620345,-0.508956,-0.30441,0.172653,0.983045,1.199686,1.397897,1.484201,1.391386,0.78362,-0.368641,-0.526791,-0.573297,-0.479125,-0.046228,1.469081,1.589376,1.59059,1.442704,1.613435,1.46257,0.069189,-0.540994,-1.032946,-1.032946,6
-0.725088,-0.514242,0.609528,1.320699,1.569989,1.401436,0.489617,-0.63798,-0.795185,-0.403622,1.456736,1.595869,1.462044,1.737877,-0.497277,-0.672133,-0.636609,-1.229424,-1.241678,-0.695779,-0.810315,-1.251572,-1.258967,-0.600178,-0.650987,2
-0.881278,-0.808292,-0.561976,1.236892,1.423421,1.49722,1.348553,0.868327,-0.639689,-0.878177,-0.59494,1.654443,1.301707,1.725461,-0.809298,-0.593421,-1.180302,-1.216495,-0.546168,-0.631325,-1.331343,-1.358372,-0.521398,-0.402207,-0.492349,2
-0.74712,-0.591062,1.079073,1.450178,1.4256,1.249771,-0.401809,-0.715034,-0.543607,1.63249,1.392379,1.69218,1.476917,-0.24756,-0.687619,-0.917062,-1.269017,-0.674169,-0.765352,-1.312826,-1.312178,-1.12595,-0.645782,-0.55098,-0.610022,2
-0.863506,-0.581024,1.652799,1.52129,1.607369,-0.370689,-0.807874,-0.886891,-0.569292,1.426125,1.579951,1.484946,1.541853,1.39281,-0.357235,-0.800716,-0.439887,-0.481667,-1.395468,-1.362009,-0.480376,-0.625403,-1.24415,-1.356945,-0.477044,4
-0.651715,-0.589668,-0.147526,0.877771,1.268971,1.534991,1.648195,1.514725,0.620451,-0.384283,-0.575144,-0.652421,-0.577631,-0.155694,0.611854,1.546045,1.638164,1.564571,1.63407,1.481766,0.989133,-0.385552,-0.584918,-1.005555,-1.005555,6
-0.958065,-0.613152,1.471187,1.385465,1.628887,1.629917,1.297854,-0.47294,-0.977271,-0.570532,1.453493,1.621843,1.470671,1.474622,1.733333,-0.868427,-0.453562,-0.50527,-1.326324,-1.359376,-0.585649,-0.45406,-0.557682,-1.354205,-0.483487,5
-0.710434,-0.516192,0.655756,1.294047,1.511839,1.415844,0.646572,-0.457917,-0.680105,-0.602063,-0.186813,1.474229,1.586186,1.485162,1.484069,1.657909,-0.481139,-1.324256,-1.225002,-0.648573,-0.88152,-1.267183,-1.311966,-0.923088,-0.573833,2
-0.620194,-0.513418,-0.116005,1.443387,1.562077,1.525364,1.351832,1.085834,0.906259,-0.286037,-0.482668,-0.608325,-0.558728,-0.374046,0.302888,1.301095,1.603579,1.470523,1.485801,1.564016,1.465392,-0.134191,-0.548034,-1.026307,-1.026307,6
-0.535713,-0.512425,0.053341,1.098546,1.531765,1.448962,1.543384,1.400527,1.212293,-0.253019,-0.57983,-0.555857,-0.395791,1.487489,1.607107,1.559529,1.432328,1.390376,1.619216,1.569803,1.357964,-0.096941,-0.482875,-1.032936,-1.032936,6
-0.748757,-0.748732,-0.562457,1.080916,1.464265,1.447331,1.296151,-0.638415,-0.801105,-0.313034,1.524885,1.700116,1.361679,1.782087,-0.224363,-0.687671,-0.87969,-1.252633,-1.129579,-0.601528,-0.701366,-1.3536,-1.209488,-0.490131,-0.601381,2
-0.596178,-0.510356,0.154795,0.924675,1.089892,1.533993,1.432818,1.367753,1.000073,-0.430245,-0.563112,-0.578362,-0.410101,0.041891,1.50288,1.606439,1.511282,1.367753,1.540692,1.540919,1.40091,-0.096244,-0.521427,-1.042947,-1.042947,6
-0.886574,-0.569024,1.370577,1.512998,1.494009,1.309927,-0.664669,-0.88454,-0.581057,1.401386,1.582174,1.668595,1.527337,1.73254,-0.785426,-0.591753,-1.205152,-1.262324,-0.597644,-0.77442,-1.271381,-1.259297,-0.551275,-0.466268,-0.549879,2
-0.701977,-0.641731,-0.309146,0.848545,1.319636,1.445551,1.510446,1.427148,0.803942,-0.58536,-0.751907,-0.649867,-0.21747,1.668808,1.500518,1.537566,1.771477,-0.514775,-0.754982,-1.163358,-1.149411,-0.655872,-1.286643,-1.276389,-0.624515,1
-0.813502,-0.530688,1.463701,1.547732,1.399254,0.445191,-0.491542,-0.868954,-0.633552,1.36965,1.561851,1.456641,1.670705,-0.611212,-0.819423,-0.650381,-1.237507,-1.24131,-0.581357,-1.306167,-1.312384,-1.237257,-0.551593,-0.480337,-0.560224,2
-0.987018,-0.652028,0.541647,1.510994,1.418603,-0.774971,-0.973836,-0.970812,-0.506626,1.902901,1.474,1.665728,1.466489,-0.909031,-0.564013,-0.454028,-1.142993,-1.160926,-0.661718,-0.537611,-0.766371,-1.336505,-1.258011,-0.525931,-0.453971,4
-0.599168,-0.509204,-0.328791,1.136532,1.510377,1.389858,1.433812,1.334798,0.460325,-0.310525,-0.509901,-0.607994,-0.523808,-0.322494,1.322628,1.632314,1.408999,1.371071,1.430622,1.587297,1.543697,1.362564,-0.516258,-1.040847,-1.040847,6
-0.844701,-0.541282,1.426187,1.542184,1.52795,1.379023,0.66921,-0.485556,-0.827748,-0.63119,1.539847,1.60783,1.500969,1.700671,1.644372,-0.388403,-0.831763,-0.622522,-1.324266,-0.580648,-0.649992,-1.280729,-1.306423,-0.52061,-0.522374,3
-0.80592,-0.280654,1.437568,1.585491,1.559575,1.401883,-0.512068,-0.78124,-0.746711,-0.081775,1.440359,1.631144,1.496378,1.649883,-0.655007,-0.755782,-0.513443,-1.29295,-1.059942,-0.627077,-0.706162,-1.26191,-1.302839,-0.488803,-0.399291,2
-0.635914,-0.533796,-0.345879,0.664758,1.463521,1.383806,1.394485,1.275075,-0.362846,-0.56223,-0.627188,-0.514088,-0.297058,1.555101,1.652613,1.543451,1.424365,1.430945,1.563407,1.602347,1.412068,0.695069,-0.548822,-1.031682,-1.031682,6
-0.675137,-0.569205,-0.345244,0.726666,1.392433,1.495434,1.431029,1.464076,1.331284,1.150489,-0.502821,-0.653632,-0.658203,1.434526,1.588304,1.66863,1.46697,1.446105,1.511355,1.662117,1.546693,0.401139,-0.577587,-1.019165,-1.019165,6
-0.633169,-0.541589,-0.342482,1.413483,1.487846,1.411855,1.510317,1.495445,1.167924,0.273728,-0.483988,-0.592004,-0.577522,-0.253128,1.380156,1.57339,1.619419,1.390577,1.425533,1.556672,1.435738,-0.34474,-0.536867,-1.03147,-1.03147,6
-0.733308,-0.47663,1.478121,1.573022,1.465326,-0.417856,-0.750838,-0.748492,-0.391348,1.503499,1.598613,1.466819,1.642544,1.630388,1.417343,-0.306876,-0.729789,-0.519324,-1.292366,-1.2437,-0.913874,-0.654317,-1.280381,-1.308904,-0.492709,2
-0.751717,-0.51767,1.338797,1.464146,1.519012,1.246158,-0.477638,-0.80882,-0.803207,-0.477512,1.621992,1.682767,1.456971,1.745019,1.723073,-0.564264,-0.721351,-0.578403,-0.703118,-1.145636,-1.193138,-0.671021,-1.331633,-0.594187,-0.495934,2
-0.890127,-0.852917,-0.641738,1.633901,1.50307,1.560622,0.786866,-0.447305,-0.898319,-0.919906,-0.754854,1.491836,1.56235,1.463146,1.68696,-0.832282,-0.487056,-1.276037,-1.296898,-0.570843,-0.747941,-1.281602,-1.254485,-0.442431,-0.45688,3
-0.605628,-0.507925,-0.295752,0.49756,1.427665,1.444901,1.360104,1.446497,1.138377,0.746631,-0.241821,-0.592679,-0.552696,-0.385018,1.293607,1.467989,1.573745,1.405535,1.373404,1.559169,1.570021,-0.117009,-0.514288,-1.044847,-1.044847,6
-0.596355,-0.512245,-0.317226,0.723659,1.38703,1.461503,1.467886,1.409726,0.798436,0.29911,-0.376795,-0.530433,-0.595818,-0.466589,-0.061058,1.59748,1.629094,1.448533,1.433943,1.624534,1.55158,-0.105742,-0.518264,-1.034623,-1.034623,6
-0.766003,-0.687458,-0.324588,0.533236,1.423049,1.460366,1.347218,-0.509715,-0.778295,-0.469485,1.532405,1.612825,1.482317,1.499079,1.775662,1.732757,-0.337919,-0.685263,-1.269039,-0.638108,-0.775182,-1.163595,-1.2867,-0.693145,-0.657944,2
-0.721464,-0.252944,1.25421,1.572528,1.582217,1.368351,0.673605,-0.440272,-0.665363,-0.548717,1.620736,1.537317,1.696121,1.650985,0.18339,-0.567244,-0.696037,-0.650569,-0.79985,-1.139933,-1.197745,-0.696273,-1.249773,-1.18601,-0.649506,2
-0.806062,-0.807957,-0.386425,0.808165,1.476659,1.472992,0.51375,-0.623036,-0.779697,-0.453294,1.555509,1.673886,1.479308,1.703633,-0.556615,-0.736116,-0.572935,-1.037193,-1.261152,-0.617229,-0.701173,-1.363583,-1.331334,-0.575115,-0.495022,3
-0.61489,-0.519348,-0.336931,1.419216,1.263234,1.557965,1.533585,1.089892,-0.170585,-0.550123,-0.588583,-0.448059,-0.231676,0.967737,1.404919,1.533457,1.567028,1.292209,1.317355,1.50895,1.431214,-0.310905,-0.520395,-1.045346,-1.045346,6
-0.577082,-0.52489,-0.33946,0.113555,1.386979,1.521647,1.486595,1.554638,1.469069,0.631675,-0.372102,-0.536166,-0.610975,-0.481061,-0.28478,1.418165,1.549354,1.429506,1.546004,1.518941,1.32306,-0.115974,-0.504567,-1.033834,-1.033834,6
-0.837099,-0.52657,1.431391,1.551346,1.429999,0.793823,-0.583325,-0.793891,-0.838054,-0.783408,-0.539899,1.181536,1.619976,1.481521,1.750872,1.676671,-0.355113,-0.782632,-0.515132,-1.275539,-0.582191,-0.700494,-1.219282,-1.302156,-0.448869,3
-0.682812,-0.620906,-0.232083,1.006985,1.196066,1.479687,1.588619,1.504042,1.565372,1.400645,0.477048,-0.309011,-0.532831,-0.660461,-0.565964,-0.363001,1.376291,1.57301,1.647846,1.483673,1.540463,-0.404293,-0.577843,-1.009475,-1.009475,6
-0.615451,-0.52569,-0.343869,1.213426,1.427673,1.503158,1.443404,1.487896,1.43049,0.765094,-0.246489,-0.45422,-0.587417,-0.584212,-0.310505,1.55669,1.667981,1.479679,1.436243,1.47827,1.651193,1.579465,-0.537688,-1.020957,-1.020957,6
-0.608408,-0.545041,-0.128796,1.38461,1.492572,1.419634,1.439516,1.538346,1.397903,0.216326,-0.309488,-0.520928,-0.640519,-0.570563,-0.36859,1.526325,1.625965,1.589207,1.374322,1.371895,1.572908,-0.102036,-0.534765,-1.031138,-1.031138,6
-0.898272,-0.577019,1.45043,1.575499,1.627222,1.271562,-0.640315,-0.85999,-0.504884,1.538826,1.609058,1.513743,1.690362,1.588127,-0.372048,-0.805569,-0.514122,-1.047957,-1.291341,-0.626217,-0.689253,-1.302177,-1.27315,-0.542215,-0.426072,3
-0.812972,-0.651296,1.486788,1.505227,1.401874,0.203132,-0.62097,-0.779686,-0.805694,-0.425789,1.552779,1.712417,1.509594,1.765549,-0.283158,-0.749845,-0.642877,-1.132734,-1.133607,-0.709692,-0.876949,-1.196759,-1.117886,-0.567328,-0.589212,2
-0.884807,-0.597563,1.167204,1.500921,1.524658,1.048052,-0.682505,-0.876126,-0.883899,-0.532938,1.690353,1.436458,1.74411,-0.792907,-0.531797,-1.122435,-1.295902,-1.164719,-0.763049,-0.534055,-0.650018,-1.273771,-1.319384,-0.623232,-0.433079,3
-0.792907,-0.519483,1.438493,1.562284,1.514688,-0.385672,-0.730845,-0.751198,-0.189361,1.472311,1.595476,1.493395,1.716343,1.620735,-0.619872,-0.779777,-0.642605,-0.783931,-1.125054,-1.005229,-0.641916,-0.747608,-1.256372,-1.266578,-0.582568,2
-0.580134,-0.532485,-0.134191,0.416953,1.137836,1.535674,1.566106,1.433025,1.187932,1.047477,-0.391878,-0.562062,-0.584172,-0.488394,-0.269144,1.189688,1.4974,1.554401,1.481014,1.500092,0.848149,-0.347202,-0.509438,-1.031953,-1.031953,6
-0.6008,-0.521983,-0.328078,0.951896,1.545906,1.404507,1.502246,1.420607,0.729521,-0.51738,-0.609266,-0.586366,-0.415749,1.412746,1.53814,1.580569,1.3939,1.415209,1.5496,1.551683,1.415493,-0.317233,-0.505239,-1.034327,-1.034327,6
-0.984945,-0.372983,1.184808,1.393303,1.621344,1.591517,1.212462,0.470423,-0.730002,-0.996716,-0.603949,1.494799,1.586305,1.473515,1.706769,1.677232,-0.884462,-0.467588,-1.280849,-1.327413,-0.632936,-0.479547,-0.584142,-1.346691,-0.405908,3
-0.856823,-0.569853,1.457074,1.555,1.524568,1.385288,-0.583938,-0.826431,-0.651861,1.367536,1.533932,1.618008,1.415719,1.73349,1.724517,1.480092,-0.789055,-0.539461,-1.143285,-1.212886,-1.065569,-0.566206,-1.287638,-1.261401,-0.460028,3
-0.573396,-0.491789,-0.345174,1.334903,1.494031,1.520573,1.453546,1.349581,0.722854,-0.062658,-0.508949,-0.596451,-0.536494,-0.120988,1.486815,1.630042,1.450733,1.594205,1.501737,1.24794,1.078171,-0.114567,-0.511139,-1.03379,-1.03379,6
-0.613964,-0.534188,-0.34057,0.728158,1.5241,1.277205,1.39962,1.445526,1.300401,0.898544,-0.376736,-0.551979,-0.629363,-0.268833,1.40047,1.540737,1.550453,1.360637,1.375574,1.532115,1.544381,1.408121,-0.524739,-1.043826,-1.043826,6
-0.789718,-0.804132,-0.610541,1.285453,1.530978,1.42696,0.245845,-0.589534,-0.75052,-0.656242,1.574731,1.740152,1.441075,1.661037,1.506704,-0.313322,-0.782226,-0.583361,-1.218495,-1.078576,-0.696548,-0.853459,-1.181965,-1.200095,-0.493518,2
-0.859811,-0.543985,0.587331,1.526187,1.510559,0.806899,-0.572482,-0.784738,-0.853927,-0.827243,-0.388551,1.628832,1.590244,1.773539,1.689609,-0.777194,-0.641845,-1.210233,-1.160898,-0.900078,-0.609218,-1.179864,-1.209152,-0.59496,-0.585853,2
-0.916374,-0.646744,1.481575,1.599191,1.573655,1.416984,-0.58738,-0.937359,-0.89569,-0.685559,1.345483,1.541059,1.751506,1.573054,-0.854907,-0.404408,-0.444995,-1.275786,-1.3502,-0.609657,-0.449937,-0.670207,-1.336666,-1.348097,-0.417371,4
-0.576583,-0.497207,-0.30197,1.46369,1.448827,1.350242,1.522892,1.490242,0.870915,-0.36746,-0.542231,-0.58028,-0.473412,-0.273538,1.392674,1.522256,1.520097,1.363709,1.516921,1.520097,1.327248,-0.333019,-0.507459,-1.042965,-1.042965,6
-0.608566,-0.530033,-0.334155,0.91884,1.36831,1.480045,1.386676,1.406362,1.252506,-0.455799,-0.601583,-0.612558,-0.447276,1.499951,1.603218,1.607287,1.530194,1.388546,1.392505,1.59596,1.525355,0.116129,-0.530176,-1.033776,-1.033776,6
-0.54582,-0.465994,-0.274228,1.153541,1.368667,1.465284,1.42676,1.477025,1.375883,0.794957,-0.175128,-0.508567,-0.572456,-0.315748,0.885948,1.51983,1.607886,1.58734,1.429573,1.597735,1.570585,-0.075123,-0.488069,-1.04297,-1.04297,6
-0.629897,-0.540681,-0.334426,1.440324,1.50648,1.431725,1.453937,1.548276,1.18943,-0.472244,-0.600783,-0.564457,-0.161834,1.503256,1.608342,1.576458,1.467312,1.423247,1.463968,1.569173,1.52069,-0.128338,-0.554486,-1.029797,-1.029797,6
-0.997786,-0.711914,1.464007,1.54364,1.377755,-0.680185,-0.921276,-0.959335,-0.870208,-0.388212,1.738275,1.450562,1.543846,1.785434,1.694011,-0.901337,-0.524291,-1.039753,-1.133286,-0.591576,-0.559971,-1.298074,-1.110492,-0.354249,-0.435144,3
-0.937337,-0.6027,0.935714,1.434988,1.443122,1.291287,-0.700502,-0.926453,-0.533909,1.522331,1.631753,1.42085,1.699149,1.686174,1.458421,-0.831982,-0.446275,-1.31278,-1.353862,-0.538325,-0.684621,-1.350804,-1.278269,-0.535168,-0.347098,4
-0.805957,-0.545328,1.397711,1.535926,1.566843,1.142093,-0.56018,-0.793692,-0.844815,-0.583418,1.530066,1.592708,1.477933,1.694349,1.515315,-0.558746,-0.718966,-0.539185,-0.681321,-1.225797,-1.287347,-0.834207,-0.5699,-1.34265,-0.569213,2
-0.799489,-0.733202,-0.521867,1.396133,1.578596,1.536509,1.359178,-0.32416,-0.834699,-0.577633,1.583729,1.548827,1.719743,-0.112158,-0.613099,-0.760482,-0.619541,-1.255829,-1.25803,-0.602218,-0.662167,-1.186487,-1.278776,-0.627034,-0.548736,2
-0.848791,-0.53957,1.391958,1.606843,1.54334,1.408208,-0.319981,-0.744877,-0.826747,-0.735576,-0.510128,1.497369,1.638915,1.536284,1.70135,1.666498,1.425313,-0.764804,-0.565207,-1.285511,-0.652722,-0.719261,-1.313659,-0.576817,-0.523834,2
-0.798253,-0.534466,1.443135,1.548301,1.549093,1.30826,-0.489587,-0.713704,-0.756701,-0.738005,-0.337799,1.508096,1.618808,1.391245,1.667331,-0.564213,-0.718635,-0.604002,-1.215333,-1.147836,-0.851886,-0.639256,-0.753413,-1.322044,-0.516661,2
-0.953694,-0.683245,1.431337,1.571938,1.407162,1.470597,-0.619617,-0.825238,-0.820055,-0.356537,0.940491,1.737294,1.408709,1.3797,1.712538,-0.640833,-0.836049,-0.671351,-0.765188,-1.307362,-0.492128,-1.298369,-1.268411,-0.38603,-0.560417,3
-0.580825,-0.500192,-0.292279,0.164035,1.401712,1.535647,1.415948,1.490211,1.432082,-0.245977,-0.599035,-0.576104,-0.438065,0.977607,1.42188,1.566609,1.563881,1.407525,1.413457,1.580727,0.909631,-0.301544,-0.49292,-1.039121,-1.039121,5
-0.546672,-0.487568,-0.299821,0.722117,1.159577,1.429761,1.497277,1.44467,1.483822,0.901028,0.135699,-0.452744,-0.581763,-0.382973,1.292548,1.590369,1.570854,1.464913,1.450246,1.549762,1.357154,-0.083031,-0.483253,-1.042023,-1.042023,6
-0.747739,-0.480717,1.187088,1.48627,1.424144,1.066107,-0.523248,-0.697922,-0.690869,-0.26426,1.520602,1.648122,1.462914,1.657931,-0.279488,-0.717354,-0.656583,-1.154706,-1.332534,-0.627809,-0.745333,-1.322257,-1.401848,-0.556365,-0.529927,2
-0.802755,-0.529637,1.534124,1.428575,0.679812,-0.496484,-0.778967,-0.52674,1.370642,1.542457,1.485516,1.651577,-0.285843,-0.734962,-0.574416,-0.639114,-1.324588,-1.373281,-1.282388,-0.832694,-0.591855,-1.383955,-1.198484,-0.434524,-0.498389,2
-0.850893,-0.544704,1.431235,1.520661,1.485199,1.32851,-0.58431,-0.815065,-0.871014,-0.530268,1.603921,1.49657,1.756948,1.678892,-0.298396,-0.76112,-0.635826,-0.768501,-1.229683,-0.61638,-0.695727,-1.275013,-1.256164,-0.576427,-0.574712,2
-0.6293,-0.52833,-0.354343,0.897599,1.567616,1.515166,1.572937,1.551327,0.615041,-0.150059,-0.549995,-0.663474,-0.568586,-0.385032,1.462173,1.598673,1.593787,1.535473,1.565118,1.388438,1.115219,-0.104189,-0.543077,-1.015911,-1.015911,6
-0.619027,-0.515457,-0.304867,0.446015,1.353677,1.436333,1.39739,1.507228,1.179933,0.502598,-0.473375,-0.596238,-0.61551,-0.438925,0.553856,1.4735,1.58589,1.499129,1.395837,1.517324,1.577458,-0.34827,-0.53525,-1.033915,-1.033915,6
-0.965056,-0.399235,0.866813,1.648299,1.675944,1.367013,-0.572758,-0.892851,-0.752743,1.478974,1.500399,1.71672,1.248485,-0.862027,-0.387952,-0.436192,-1.110191,-1.318703,-1.167952,-0.592697,-0.540258,-0.751396,-1.316094,-1.289555,-0.389334,5
-0.600642,-0.513979,-0.196251,0.567947,1.441817,1.34943,0.707756,-0.057498,-0.483892,-0.600261,-0.537924,-0.333836,1.51295,1.627943,1.593421,1.383215,1.419457,1.583961,1.622415,1.444274,0.737119,-0.303258,-0.510232,-1.038019,-1.038019,6
-0.587372,-0.543192,-0.411185,0.838894,1.462854,1.521287,1.421189,0.541523,0.022462,-0.4388,-0.587347,-0.579014,-0.247306,1.458662,1.622909,1.663558,1.489657,1.527003,1.624052,1.5519,0.884624,-0.320334,-0.509301,-1.026506,-1.026506,6
-0.846316,-0.554864,0.566866,1.414138,1.402928,1.272731,-0.600446,-0.818646,-0.520213,1.567776,1.717591,1.667653,1.362416,1.462039,1.817468,1.80957,-0.607376,-0.794747,-0.640575,-1.190255,-1.123857,-0.56238,-1.31826,-0.486403,-0.567069,2
-0.573858,-0.480759,-0.080301,1.431983,1.458152,1.371397,1.506313,0.760375,-0.424583,-0.533637,-0.507115,-0.360182,-0.137148,1.2897,1.482233,1.589879,1.578224,1.361721,1.374036,1.506423,1.354354,-0.090186,-0.497373,-1.050593,-1.050593,6
-0.595908,-0.495786,-0.118209,0.676169,1.400798,1.50251,1.472353,1.509211,1.459166,0.916667,-0.299064,-0.496521,-0.607312,-0.534352,-0.343467,1.310652,1.481757,1.550717,1.48781,1.617192,1.500132,-0.339781,-0.522484,-1.035636,-1.035636,6
-0.819547,-0.789512,-0.429773,1.571806,1.653667,1.548659,1.663829,1.538685,-0.448611,-0.783791,-0.787028,-0.419668,1.322646,1.511021,1.669475,1.405636,-0.752872,-0.527141,-1.277218,-0.6664,-0.765838,-1.317355,-1.27146,-0.399833,-0.438373,3
-0.507703,-0.301954,0.730336,1.40984,1.414228,1.304042,1.337608,0.748958,-0.016964,-0.442042,-0.552738,-0.511024,-0.106002,1.301314,1.494289,1.587633,1.32551,1.340573,1.490849,1.535327,1.413161,-0.273939,-0.438092,-1.062657,-1.062657,6
-0.908555,-0.660066,1.669225,1.558773,1.599456,1.399843,-0.674552,-0.92903,-0.879773,-0.67324,1.436153,1.57265,1.689947,1.469422,-0.365209,-0.810517,-0.541458,-1.27033,-1.294987,-0.903784,-0.508284,-1.279873,-1.139194,-0.445891,-0.501421,3
-0.89738,-0.589097,1.16415,1.617477,1.57295,1.104109,-0.659655,-0.87562,-0.575195,1.414386,1.559048,1.534266,1.641654,1.625334,-0.822551,-0.525873,-1.348229,-1.333863,-0.83875,-0.535202,-0.620266,-1.359943,-1.324837,-0.37281,-0.44643,3
-0.562443,-0.523142,-0.135681,0.91096,1.320847,1.446536,1.334347,0.779452,-0.183525,-0.51972,-0.549932,-0.425325,-0.212864,1.494368,1.65497,1.400799,1.372402,1.459105,1.634138,1.564428,1.360648,-0.079715,-0.49336,-1.043623,-1.043623,6
-0.899399,-0.586209,1.161787,1.615694,1.591622,1.287733,-0.449343,-0.868278,-0.888518,-0.70944,1.5377,1.638226,1.568127,1.670001,1.329137,-0.84798,-0.672484,-0.6705,-1.256112,-0.550659,-1.280546,-1.253955,-0.663548,-0.475688,-0.58644,3
-0.720682,-0.66764,-0.487394,0.628695,1.300761,1.530893,1.387668,1.188366,0.490082,-0.426439,-0.647564,-0.746122,-0.472513,1.422867,1.577745,1.623382,1.518755,1.768307,-0.508684,-1.136278,-1.165627,-0.671791,-1.267217,-0.69711,-0.660309,2
-0.622959,-0.532758,-0.322172,0.125384,0.651408,1.529621,1.546916,1.478506,1.567957,0.738106,-0.014996,-0.465747,-0.599473,-0.5602,-0.382332,1.312051,1.475641,1.537993,1.550992,1.476853,1.499657,-0.111619,-0.53961,-1.034404,-1.034404,6
-0.64905,-0.543151,-0.337938,0.987504,1.17414,1.463053,1.452935,1.497064,1.397834,1.004571,-0.389393,-0.567142,-0.649598,-0.579698,1.329933,1.541681,1.645056,1.63701,1.405514,1.446474,1.613849,1.559114,-0.557061,-1.021358,-1.021358,6
